V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33
1.0,0.0,G,46.0,20.0,12.0,First call,1.0,60-64,White,Male,Tuttle,Dwyer,Sanders,,,Neither,No,Yes,Yes,Same,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Green Mountains,60 and over,60 and over,Republican,50 to 64,1.036
1.0,0.0,G,46.0,20.0,13.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Candon,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Democrat,75 to 100K,Conservative,65 and over,Unfavorable,State,Green Mountains,60 and over,60 and over,Democrat,65 and over,1.078
1.0,0.0,G,46.0,20.0,14.0,First call,1.0,45-49,White,Male,Tuttle,Dean,Candon,Approve,Approve,Neither,No,No,Yes,Better,Republican,75 to 100K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Republican,40 to 49,0.9580000000000001
1.0,0.0,G,46.0,20.0,15.0,First call,1.0,50-59,White,Male,Other,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,100K or more,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Republican,50 to 64,0.9189999999999999
1.0,0.0,G,46.0,20.0,16.0,First call,1.0,60-64,White,Male,Leahy,Dwyer,Candon,Approve,Disapprove,Neither,,,Yes,Same,Republican,30 to 50K,Conservative,18 to 64,Favorable,State,Green Mountains,60 and over,60 and over,Republican,50 to 64,1.146
1.0,0.0,G,46.0,20.0,17.0,First call,1.0,65 and over,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,,,Yes,Same,Republican,15 to 30K,Moderate,65 and over,Unfavorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,1.068
1.0,0.0,G,46.0,20.0,18.0,First call,1.0,50-59,White,Male,Leahy,Dwyer,Sanders,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Independent,100K or more,Moderate,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.059
1.0,0.0,G,46.0,20.0,19.0,First call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Better,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.917
1.0,0.0,G,46.0,20.0,20.0,First call,1.0,30-39,White,Male,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,No,Same,Republican,50 to 75K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Republican,30 to 39,1.027
1.0,0.0,G,46.0,20.0,21.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Candon,Disapprove,Disapprove,Neither,No,No,Yes,Better,Republican,75 to 100K,Conservative,65 and over,Unfavorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,0.991
1.0,0.0,G,46.0,20.0,22.0,First call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,50 to 75K,Conservative,18 to 64,Unfavorable,State,Green Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.997
1.0,0.0,G,46.0,20.0,23.0,First call,1.0,40-44,White,,Tuttle,Dwyer,Candon,Disapprove,Disapprove,,Yes,Yes,Yes,Worse,Something else,,,18 to 64,Unfavorable,State,Green Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,1.019
1.0,0.0,G,46.0,20.0,24.0,First call,1.0,50-59,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,50 to 75K,Moderate,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,1.059
1.0,0.0,G,46.0,20.0,25.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,30 to 50K,Moderate,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Democrat,65 and over,1.045
1.0,0.0,G,46.0,20.0,26.0,Second call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,15 to 30K,Liberal,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Democrat,65 and over,1.045
1.0,0.0,G,46.0,20.0,27.0,Second call,1.0,40-44,White,Female,,Dwyer,,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Republican,100K or more,Moderate,18 to 64,Unfavorable,State,Green Mountains,30 to 44,40 to 49,Republican,40 to 49,0.973
1.0,0.0,G,46.0,20.0,28.0,Second call,1.0,65 and over,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Republican,50 to 75K,Conservative,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,1.068
1.0,0.0,G,46.0,20.0,29.0,Second call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,,Yes,Better,Something else,30 to 50K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.917
1.0,0.0,G,46.0,20.0,30.0,Second call,1.0,45-49,White,Female,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,Same,Independent,50 to 75K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Independent/Other,40 to 49,0.9349999999999999
1.0,0.0,G,46.0,20.0,31.0,Second call,1.0,45-49,White,Male,Leahy,Dwyer,Candon,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Republican,40 to 49,1.092
1.0,0.0,G,46.0,20.0,32.0,Second call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,Yes,Same,Democrat,Under 15K,Liberal,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.917
1.0,0.0,G,46.0,20.0,33.0,Second call,1.0,18-24,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,100K or more,Moderate,18 to 64,Favorable,State,Green Mountains,18 to 29,18 to 24,Democrat,18 to 24,1.4729999999999999
1.0,0.0,G,46.0,20.0,34.0,Second call,1.0,60-64,White,Female,Tuttle,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Republican,100K or more,Conservative,18 to 64,Favorable,State,Green Mountains,60 and over,60 and over,Republican,50 to 64,0.9510000000000001
1.0,0.0,G,46.0,20.0,35.0,Second call,1.0,50-59,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,75 to 100K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Republican,50 to 64,1.019
1.0,0.0,G,46.0,20.0,36.0,Second call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,50 to 75K,Moderate,18 to 64,Unfavorable,State,Green Mountains,45 to 59,50 to 59,Democrat,50 to 64,0.917
1.0,0.0,G,46.0,20.0,37.0,Second call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Better,Democrat,15 to 30K,Liberal,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.917
1.0,0.0,G,46.0,20.0,38.0,Second call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Republican,30 to 50K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Republican,30 to 39,0.997
1.0,0.0,G,46.0,20.0,39.0,Second call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,75 to 100K,Moderate,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.917
1.0,0.0,G,46.0,20.0,40.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Republican,100K or more,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,40 to 49,Republican,40 to 49,0.917
1.0,0.0,G,46.0,20.0,41.0,Third call,1.0,45-49,White,Male,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,100K or more,Moderate,18 to 64,Unfavorable,State,Green Mountains,45 to 59,40 to 49,Independent/Other,40 to 49,1.027
1.0,0.0,G,46.0,20.0,42.0,Third call,1.0,30-39,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,15 to 30K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,1.059
1.0,0.0,G,46.0,20.0,43.0,Third call,1.0,65 and over,White,Female,Leahy,Dwyer,Sanders,Approve,Approve,Neither,No,Yes,Yes,Same,Republican,15 to 30K,Moderate,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,1.021
1.0,0.0,G,46.0,20.0,44.0,Third call,1.0,40-44,White,Female,Leahy,,Sanders,,Disapprove,,No,No,Yes,Worse,Democrat,50 to 75K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.9510000000000001
1.0,0.0,G,46.0,20.0,45.0,Third call,1.0,40-44,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,Yes,Yes,Same,Independent,75 to 100K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.997
1.0,0.0,G,46.0,20.0,46.0,Third call,1.0,30-39,White,Female,Leahy,Dean,Sanders,,Disapprove,Neither,,,,Same,Democrat,75 to 100K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.917
1.0,0.0,G,46.0,20.0,47.0,Third call,1.0,50-59,Black,Female,Leahy,Dean,Sanders,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,75 to 100K,Liberal,18 to 64,Unfavorable,State,Green Mountains,45 to 59,50 to 59,Democrat,50 to 64,0.6389999999999999
1.0,0.0,G,46.0,20.0,48.0,Third call,1.0,30-39,White,Male,Leahy,Dwyer,Candon,Approve,Approve,Neither,Yes,Yes,No,Better,Republican,75 to 100K,Moderate,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,Republican,30 to 39,1.092
1.0,0.0,G,46.0,20.0,49.0,Third call,1.0,30-39,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,15 to 30K,Conservative,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,Republican,30 to 39,1.019
1.0,0.0,G,46.0,20.0,50.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,No,Same,Democrat,100K or more,Conservative,18 to 64,Favorable,State,Green Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.9460000000000001
1.0,0.0,G,46.0,20.0,51.0,Third call,1.0,30-39,White,Female,Leahy,Dwyer,Candon,Approve,Disapprove,Neither,,,,Same,,50 to 75K,,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,,30 to 39,1.002
1.0,0.0,G,46.0,20.0,52.0,Third call,1.0,50-59,White,Male,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,No,Same,Democrat,50 to 75K,Liberal,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Democrat,50 to 64,1.027
1.0,0.0,G,46.0,20.0,53.0,Third call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,No,Yes,Yes,Better,Democrat,75 to 100K,Liberal,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Democrat,50 to 64,0.997
1.0,0.0,G,46.0,20.0,54.0,Third call,1.0,40-44,White,Female,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,,Better,Democrat,75 to 100K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.9460000000000001
1.0,0.0,G,46.0,20.0,55.0,Third call,1.0,30-39,White,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,No,No,Better,Democrat,30 to 50K,Moderate,18 to 64,Favorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.9460000000000001
1.0,0.0,G,46.0,20.0,56.0,Third call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Better,Democrat,75 to 100K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.917
1.0,0.0,G,46.0,20.0,57.0,Third call,1.0,50-59,White,Male,Tuttle,Dwyer,Sanders,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Better,Republican,50 to 75K,Conservative,18 to 64,Favorable,State,Green Mountains,45 to 59,50 to 59,Republican,50 to 64,0.987
1.0,0.0,G,46.0,20.0,58.0,Third call,1.0,65 and over,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Republican,100K or more,Moderate,65 and over,Unfavorable,State,Green Mountains,60 and over,60 and over,Republican,65 and over,1.068
1.0,0.0,G,46.0,20.0,59.0,Third call,1.0,45-49,White,Female,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,No,Same,Republican,100K or more,Moderate,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Republican,40 to 49,0.9460000000000001
1.0,0.0,G,46.0,22.0,1.0,First call,1.0,40-44,White,Female,,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,15 to 30K,Conservative,18 to 64,,National,Burl/Winooski,30 to 44,40 to 49,Republican,40 to 49,0.8260000000000001
1.0,0.0,G,46.0,22.0,2.0,First call,1.0,65 and over,White,Male,Tuttle,Dwyer,Candon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Same,Republican,50 to 75K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Republican,65 and over,1.037
1.0,0.0,G,46.0,22.0,3.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,0.9920000000000001
1.0,0.0,G,46.0,22.0,4.0,First call,1.0,50-59,White,Female,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,No,Better,Independent,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,50 to 59,Independent/Other,50 to 64,0.798
1.0,0.0,G,46.0,22.0,5.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Candon,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,1.023
1.0,0.0,G,46.0,22.0,6.0,First call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Independent,75 to 100K,Moderate,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.775
1.0,0.0,G,46.0,22.0,7.0,First call,1.0,30-39,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Worse,Republican,Under 15K,Conservative,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,0.863
1.0,0.0,G,46.0,22.0,8.0,First call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,,Neither,Yes,Yes,No,Better,Democrat,30 to 50K,Conservative,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.775
1.0,0.0,G,46.0,22.0,9.0,First call,1.0,50-59,White,Female,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Better,Something else,100K or more,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,50 to 59,Independent/Other,50 to 64,0.775
1.0,0.0,G,46.0,22.0,10.0,First call,1.0,45-49,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Independent,30 to 50K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.863
1.0,0.0,G,46.0,22.0,11.0,First call,1.0,30-39,White,Female,Leahy,Dean,Candon,Approve,Approve,Neither,No,Yes,Yes,Same,Democrat,,Liberal,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.798
1.0,0.0,G,46.0,22.0,12.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Independent,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,1.038
1.0,0.0,G,46.0,22.0,13.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Independent,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,0.9920000000000001
1.0,0.0,G,46.0,22.0,14.0,First call,1.0,65 and over,White,Female,Leahy,Dwyer,Candon,Approve,,,,,,Same,Republican,15 to 30K,Conservative,65 and over,,National,Burl/Winooski,60 and over,60 and over,Republican,65 and over,1.087
1.0,0.0,G,46.0,22.0,15.0,First call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Better,Democrat,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,0.9920000000000001
1.0,0.0,G,46.0,22.0,16.0,First call,1.0,30-39,White,Female,Leahy,Dwyer,Sanders,Disapprove,,,,,,Same,Independent,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.8250000000000001
1.0,0.0,G,46.0,22.0,17.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,,,,,,,Same,Democrat,50 to 75K,Conservative,65 and over,,National,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,1.038
1.0,0.0,G,46.0,22.0,18.0,First call,1.0,65 and over,White,Male,,,Sanders,,,,,,,Worse,Independent,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,1.047
1.0,0.0,G,46.0,22.0,19.0,First call,1.0,65 and over,White,Male,Leahy,Dean,Sanders,Approve,,,,,,Same,Independent,30 to 50K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,1.038
1.0,0.0,G,46.0,22.0,20.0,First call,1.0,18-24,White,Female,Leahy,Dwyer,Sanders,Disapprove,,,,,,Better,,30 to 50K,Liberal,18 to 64,,National,Burl/Winooski,18 to 29,18 to 24,,18 to 24,1.168
1.0,0.0,G,46.0,22.0,21.0,First call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Same,Democrat,15 to 30K,Liberal,18 to 64,,National,Burl/Winooski,18 to 29,25 to 29,Democrat,25 to 29,1.1
1.0,0.0,G,46.0,22.0,22.0,First call,1.0,45-49,White,Female,Leahy,Other,Sanders,,,,,,,Better,Something else,50 to 75K,Liberal,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,1.233
1.0,0.0,G,46.0,22.0,23.0,First call,1.0,60-64,White,Male,Tuttle,Dwyer,Candon,Disapprove,,,,,,Same,Independent,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,50 to 64,1.037
1.0,0.0,G,46.0,22.0,24.0,First call,1.0,30-39,White,Male,Tuttle,Other,Candon,Disapprove,,,,,,Same,Republican,30 to 50K,Conservative,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,1.211
1.0,0.0,G,46.0,22.0,25.0,First call,1.0,45-49,White,Female,Tuttle,Dwyer,Candon,Disapprove,,,,,,Better,Republican,30 to 50K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,0.7720000000000001
1.0,0.0,G,46.0,22.0,26.0,First call,1.0,50-59,White,Male,Leahy,Dwyer,Candon,Disapprove,,,,,,Same,Republican,75 to 100K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,50 to 59,Republican,50 to 64,0.889
1.0,0.0,G,46.0,22.0,27.0,Second call,1.0,45-49,White,Female,Leahy,Dwyer,Candon,Approve,Approve,Neither,,,No,Same,Independent,50 to 75K,Liberal,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.8500000000000001
1.0,0.0,G,46.0,22.0,28.0,Second call,1.0,65 and over,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,No,No,Yes,Worse,Democrat,15 to 30K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Democrat,65 and over,1.037
1.0,0.0,G,46.0,22.0,29.0,Second call,1.0,65 and over,White,Female,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,1.052
1.0,0.0,G,46.0,22.0,30.0,Second call,1.0,40-44,White,Female,Leahy,Dean,Candon,Disapprove,,Neither,,Yes,Yes,Same,Democrat,75 to 100K,Moderate,18 to 64,,National,Burl/Winooski,30 to 44,40 to 49,Democrat,40 to 49,0.798
1.0,0.0,G,46.0,22.0,31.0,Second call,1.0,18-24,White,Male,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Something else,15 to 30K,Conservative,18 to 64,,National,Burl/Winooski,18 to 29,18 to 24,Independent/Other,18 to 24,1.1480000000000001
1.0,0.0,G,46.0,22.0,32.0,Second call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,No,Better,Independent,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.812
1.0,0.0,G,46.0,22.0,33.0,Second call,1.0,30-39,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Same,Independent,Under 15K,Liberal,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Independent/Other,30 to 39,0.775
1.0,0.0,G,46.0,22.0,34.0,Second call,1.0,65 and over,White,Female,Leahy,Dwyer,Candon,,,,,,,Same,Republican,50 to 75K,Conservative,65 and over,,National,Burl/Winooski,60 and over,60 and over,Republican,65 and over,1.087
1.0,0.0,G,46.0,22.0,35.0,Second call,1.0,60-64,White,Male,Leahy,Dean,Candon,Approve,,,,,,Same,Independent,30 to 50K,Moderate,18 to 64,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,50 to 64,1.07
1.0,0.0,G,46.0,22.0,36.0,Second call,1.0,30-39,White,Male,Tuttle,Dwyer,Candon,Disapprove,,,,,,Worse,Republican,30 to 50K,Conservative,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Republican,30 to 39,0.81
1.0,0.0,G,46.0,22.0,37.0,Second call,1.0,25-29,White,Female,Leahy,Dwyer,Candon,Disapprove,,,,,,Worse,Republican,30 to 50K,Conservative,18 to 64,,National,Burl/Winooski,18 to 29,25 to 29,Republican,25 to 29,1.204
1.0,0.0,G,46.0,22.0,38.0,Second call,1.0,65 and over,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Same,Independent,30 to 50K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,0.9920000000000001
1.0,0.0,G,46.0,22.0,39.0,Third call,1.0,25-29,White,Female,Tuttle,Dwyer,Candon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Republican,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,18 to 29,25 to 29,Republican,25 to 29,1.097
1.0,0.0,G,46.0,22.0,40.0,Third call,1.0,45-49,White,Female,Other,Dwyer,Candon,Disapprove,Disapprove,Oppose Clinton,No,,No,Better,Independent,50 to 75K,Liberal,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Independent/Other,40 to 49,0.711
1.0,0.0,G,46.0,22.0,41.0,Third call,1.0,45-49,White,Male,Leahy,Dean,Sanders,Approve,,Support Clinton,No,No,No,Better,Democrat,75 to 100K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Democrat,40 to 49,0.812
1.0,0.0,G,46.0,22.0,42.0,Third call,1.0,50-59,White,Male,Leahy,Dwyer,Sanders,Approve,Disapprove,Neither,No,No,No,Same,Democrat,75 to 100K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.863
1.0,0.0,G,46.0,22.0,43.0,Third call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Approve,Neither,No,No,No,Better,Democrat,50 to 75K,Liberal,18 to 64,,National,Burl/Winooski,30 to 44,30 to 39,Democrat,30 to 39,0.812
1.0,0.0,G,46.0,22.0,44.0,Third call,1.0,50-59,White,Male,Leahy,Dean,Sanders,Approve,,,,,,Worse,Democrat,15 to 30K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,50 to 59,Democrat,50 to 64,0.812
1.0,0.0,G,46.0,22.0,45.0,Third call,1.0,60-64,White,Female,Leahy,Dwyer,Sanders,Approve,,,,,,Same,Independent,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,50 to 64,1.052
1.0,0.0,G,46.0,22.0,46.0,Third call,1.0,45-49,Asian,Male,Leahy,Dean,Sanders,Approve,,,,,,Same,Republican,15 to 30K,Moderate,18 to 64,,National,Burl/Winooski,45 to 59,40 to 49,Republican,40 to 49,0.812
1.0,0.0,G,46.0,22.0,47.0,Third call,1.0,25-29,White,Female,Leahy,Dean,Sanders,Approve,,,,,,Better,Democrat,15 to 30K,Moderate,18 to 64,,National,Burl/Winooski,18 to 29,25 to 29,Democrat,25 to 29,1.1
1.0,0.0,G,46.0,22.0,48.0,Third call,1.0,65 and over,White,Female,,Dwyer,Sanders,Approve,,,,,,Worse,Independent,Under 15K,Moderate,65 and over,,National,Burl/Winooski,60 and over,60 and over,Independent/Other,65 and over,1.023
1.0,0.0,G,46.0,22.0,49.0,Third call,1.0,60-64,White,Female,Leahy,Other,Sanders,Approve,,,,,,Same,,50 to 75K,Moderate,18 to 64,,National,Burl/Winooski,60 and over,60 and over,,50 to 64,1.574
1.0,0.0,G,46.0,30.0,1.0,First call,1.0,65 and over,White,,Leahy,Dean,Sanders,Approve,Disapprove,Neither,,No,,Same,Independent,30 to 50K,Liberal,65 and over,Favorable,State,Green Mountains,60 and over,60 and over,Independent/Other,65 and over,1.375
1.0,0.0,G,46.0,30.0,2.0,First call,1.0,45-49,White,Female,Leahy,Dean,Sanders,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,50 to 75K,Moderate,18 to 64,Favorable,State,Green Mountains,45 to 59,40 to 49,Democrat,40 to 49,1.312
1.0,0.0,G,46.0,30.0,3.0,First call,1.0,60-64,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Republican,Under 15K,Moderate,18 to 64,Favorable,State,Green Mountains,60 and over,60 and over,Republican,50 to 64,1.495
1.0,0.0,G,46.0,30.0,4.0,First call,1.0,30-39,White,Male,Leahy,Dean,Sanders,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Democrat,50 to 75K,Moderate,18 to 64,Unfavorable,State,Green Mountains,30 to 44,30 to 39,Democrat,30 to 39,1.4260000000000002
