State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Hispanic descent,Clinton Approval,Congress Approval,Q-Race (w/out Hispanic adj),Sen: Describe vote,Reason for Cong Vote,State economy condition,Prop5: Gambling,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Governor issues,Future of state economy,Clinton as person,Union member in HH,Telephone survey,Reps on Clin/Lwnsky,Gay/Lesbian/Bisexual
5.0,73.0,5.0,First call,30-39,Black,Male,Boxer,Davis,No,Approve,,Black,Against my candidate,Support Clinton,Good,Yes,No,No,No,Same,Clinton,Democrat,Postgrad,Something else,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Democrat,30 to 39,0.502,Economy/jobs,Economy/jobs,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,6.0,First call,30-39,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,None,75 to 100K,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.7529999999999999,,,About the same,Unfavorable,Yes,Exit poll,Approve,No
5.0,73.0,7.0,First call,65 and over,White,Male,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Protestant,,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,Democrat,65 and over,0.652,Clin/Lwnsky,Education,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,8.0,First call,50-59,Hispanic,Female,Boxer,Davis,Yes,Approve,Disapprove,Asian,For my candidate,Support Clinton,Excellent,Yes,No,No,No,Better,Clinton,Democrat,College grad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.5289999999999999,,Economy/jobs,Better,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,9.0,Second call,18-24,Asian,Male,,Davis,,,,Asian,,,,,,,,Better,,Independent,Some college,None,Under 15K,,18 to 64,State,Complete,Central Valley/N,18 to 29,18 to 24,Independent/Other,18 to 24,0.863,,,,,,Exit poll,,No
5.0,73.0,10.0,Second call,40-44,Black,Female,Boxer,Davis,No,Disapprove,Disapprove,Black,For my candidate,Neither,Not so good,No,No,No,Yes,Worse,Clinton,Democrat,College grad,Something else,,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Democrat,40 to 49,0.577,Education,Economy/jobs,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,11.0,Second call,65 and over,Black,Female,Fong,Davis,No,Approve,,Black,For my candidate,Neither,Good,Yes,No,No,Yes,Same,,,College grad,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,,65 and over,1.072,Education,,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,12.0,Second call,30-39,White,Male,Other,Lungren,No,Approve,Approve,White,Against my candidate,Neither,Excellent,No,No,Yes,Yes,Better,Dole,Republican,Some college,Protestant,100K or more,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.903,Education,Crime/drugs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,13.0,Second call,50-59,Hispanic,Male,Boxer,Davis,Yes,Approve,Disapprove,Hispanic,Against my candidate,Neither,Good,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Democrat,50 to 64,0.502,Education,,Better,,No,Exit poll,Disapprove,No
5.0,73.0,14.0,Second call,50-59,White,Male,Fong,Lungren,No,Disapprove,Approve,White,Against my candidate,Neither,Good,Yes,,Yes,No,Better,Dole,Something else,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Independent/Other,50 to 64,0.715,Taxes,Crime/drugs,Better,Unfavorable,Yes,Exit poll,Approve,No
5.0,73.0,15.0,Second call,30-39,White,Male,Fong,Lungren,No,Disapprove,,White,Against my candidate,Neither,Good,Yes,,Yes,Yes,Same,Other,Something else,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Independent/Other,30 to 39,0.715,Abortion,Abortion,About the same,Unfavorable,No,Exit poll,,No
5.0,73.0,16.0,Second call,65 and over,White,Male,Fong,Lungren,No,Approve,Disapprove,White,Against my candidate,Neither,Good,Yes,No,Yes,No,Same,Dole,Republican,Postgrad,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,Republican,65 and over,0.922,Clin/Lwnsky,Crime/drugs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,17.0,Second call,65 and over,White,Female,Fong,Davis,No,Approve,Disapprove,White,,Neither,Good,Yes,No,No,Yes,Same,Clinton,,Some college,Protestant,50 to 75K,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,,65 and over,1.079,Abortion,Abortion,About the same,,No,Exit poll,,No
5.0,73.0,18.0,Second call,50-59,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,Yes,No,Yes,Yes,Same,Dole,Republican,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Republican,50 to 64,0.715,Clin/Lwnsky,Crime/drugs,About the same,Unfavorable,,Exit poll,Approve,No
5.0,73.0,19.0,Second call,30-39,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,No,Yes,Yes,No,Better,Dole,Republican,College grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.78,Taxes,Crime/drugs,Better,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,20.0,Second call,18-24,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Neither,Not so good,Yes,No,No,No,Same,Clinton,Independent,College grad,Other Christian,Under 15K,Moderate,18 to 64,State,Complete,Central Valley/N,18 to 29,18 to 24,Independent/Other,18 to 24,0.705,Education,Education,,Favorable,Yes,Exit poll,Disapprove,No
5.0,73.0,21.0,Second call,45-49,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Neither,Not so good,Yes,Yes,Yes,,Worse,Clinton,Democrat,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.532,,,Worse,Unfavorable,Yes,Exit poll,Approve,No
5.0,73.0,22.0,Second call,25-29,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Central Valley/N,18 to 29,25 to 29,Republican,25 to 29,0.9480000000000001,,,Better,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,23.0,Second call,65 and over,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Not so good,No,Yes,Yes,Yes,Same,Dole,Republican,,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,Republican,65 and over,1.006,Gun Control,Crime/drugs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,24.0,Second call,30-39,Hispanic,Female,Boxer,Davis,Yes,Approve,Approve,Hispanic,For my candidate,Support Clinton,Good,Yes,,No,No,Better,Clinton,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Democrat,30 to 39,0.5289999999999999,Education,Education,Better,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,25.0,Second call,30-39,White,Female,Fong,Lungren,No,Disapprove,,White,For my candidate,Neither,Good,No,Yes,Yes,,Better,Dole,Republican,HS grad,Other Christian,75 to 100K,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.8210000000000001,Education,Abortion,Better,Unfavorable,No,Exit poll,,No
5.0,73.0,26.0,Second call,30-39,White,Female,Fong,Lungren,No,,Disapprove,White,Against my candidate,Neither,Good,No,,Yes,,Same,Dole,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.8210000000000001,,Economy/jobs,Better,Unfavorable,No,Exit poll,,No
5.0,73.0,27.0,Second call,45-49,Other,Male,Boxer,Davis,No,Approve,Disapprove,Other,For my candidate,Neither,Good,No,No,No,Yes,Same,Clinton,Democrat,Some college,Something else,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.552,Education,Abortion,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,28.0,Second call,45-49,White,Female,Boxer,Davis,No,Approve,,White,,Neither,Good,Yes,No,,,Same,Clinton,,College grad,Something else,50 to 75K,Liberal,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,,40 to 49,0.532,Education,Education,,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,73.0,29.0,Second call,40-44,White,Female,Fong,Lungren,,,,White,For my candidate,Oppose Clinton,Good,No,,Yes,,Better,Clinton,Republican,Postgrad,Protestant,100K or more,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Republican,40 to 49,0.8210000000000001,Abortion,,About the same,Unfavorable,No,Exit poll,,No
5.0,73.0,30.0,Second call,50-59,White,Male,Boxer,Davis,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Better,Clinton,Independent,College grad,Catholic,75 to 100K,Liberal,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Independent/Other,50 to 64,0.506,Economy/jobs,Economy/jobs,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,31.0,Second call,30-39,Black,Female,Boxer,Davis,No,Approve,Disapprove,Black,For my candidate,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,College grad,Other Christian,75 to 100K,Liberal,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Democrat,30 to 39,0.5289999999999999,Economy/jobs,Abortion,About the same,Favorable,Yes,Exit poll,Disapprove,No
5.0,73.0,32.0,Third call,25-29,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,Protestant,75 to 100K,Conservative,18 to 64,State,Complete,Central Valley/N,18 to 29,25 to 29,Republican,25 to 29,1.033,Abortion,Education,Better,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,33.0,Third call,45-49,White,Male,Fong,Lungren,No,Approve,Approve,White,Against my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Clinton,Democrat,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.78,Abortion,Abortion,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,34.0,Third call,30-39,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Not so good,Yes,No,No,No,Same,Clinton,Something else,Some college,Something else,15 to 30K,Liberal,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Independent/Other,30 to 39,0.532,Taxes,Taxes,Worse,Favorable,Yes,Exit poll,Disapprove,No
5.0,73.0,35.0,Third call,50-59,White,Male,Fong,Lungren,No,,,White,Against my candidate,Neither,Good,No,,,,Better,Dole,Independent,College grad,Catholic,100K or more,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Independent/Other,50 to 64,0.78,Education,,About the same,Unfavorable,Yes,Exit poll,,No
5.0,73.0,36.0,Third call,50-59,Hispanic,Female,,,Yes,Approve,Approve,Hispanic,,Support Clinton,Not so good,Yes,No,No,No,Better,,,Some college,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,,50 to 64,0.6389999999999999,Education,Education,Better,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,37.0,Third call,30-39,White,Female,,Davis,No,,,White,,Neither,Good,,,,,Better,Dole,Something else,HS grad,None,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Independent/Other,30 to 39,0.684,,Economy/jobs,About the same,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,73.0,38.0,Third call,30-39,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Neither,Good,No,No,No,No,Same,Clinton,Something else,HS grad,Something else,75 to 100K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Independent/Other,30 to 39,0.581,,,About the same,Favorable,,Exit poll,Disapprove,No
5.0,73.0,39.0,Third call,45-49,Black,Female,Boxer,Davis,No,Approve,Approve,Black,For my candidate,Neither,Not so good,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,Other Christian,75 to 100K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.5289999999999999,,Environment,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,40.0,Third call,40-44,White,Male,Fong,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,No,No,Yes,No,Same,Perot,Democrat,College grad,None,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Democrat,40 to 49,0.868,Economy/jobs,Economy/jobs,About the same,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,73.0,41.0,Third call,40-44,White,Male,Other,Davis,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Clinton,Something else,Some college,Other Christian,30 to 50K,Liberal,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Independent/Other,40 to 49,1.003,,,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,42.0,Third call,45-49,White,Female,Fong,Lungren,No,Approve,Approve,White,For my candidate,,Good,,,,,,,,,Catholic,,,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,,40 to 49,0.778,Social Security,,Better,,,Exit poll,,No
5.0,73.0,43.0,Third call,50-59,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,No,No,Yes,Yes,Same,Dole,Republican,Some college,Protestant,50 to 75K,Liberal,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Republican,50 to 64,0.78,,Environment,Worse,Unfavorable,No,Exit poll,,No
5.0,73.0,44.0,Third call,25-29,White,Female,Fong,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,Yes,Yes,Better,Did not vote,Republican,College grad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,18 to 29,25 to 29,Republican,25 to 29,1.112,,Economy/jobs,About the same,Unfavorable,Yes,Exit poll,Approve,No
5.0,73.0,45.0,Third call,30-39,White,Male,Fong,Davis,No,Disapprove,Approve,White,Against my candidate,Neither,Good,Yes,No,Yes,Yes,Better,Did not vote,Republican,College grad,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Republican,30 to 39,0.797,Clin/Lwnsky,Economy/jobs,Better,Unfavorable,Yes,Exit poll,Approve,No
5.0,73.0,46.0,Third call,45-49,White,Female,Boxer,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,Yes,No,Yes,No,Better,Clinton,Democrat,Some college,Protestant,75 to 100K,Moderate,18 to 64,State,Complete,Central Valley/N,45 to 59,40 to 49,Democrat,40 to 49,0.532,Education,Education,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,47.0,Third call,40-44,Hispanic,Male,Boxer,Davis,Yes,Approve,Disapprove,Hispanic,For my candidate,Neither,Not so good,Yes,No,Yes,Yes,Worse,Clinton,Democrat,Some college,Catholic,,Conservative,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Democrat,40 to 49,0.502,Education,Education,Better,Favorable,Yes,Exit poll,Disapprove,No
5.0,73.0,48.0,Third call,50-59,White,Female,Boxer,Davis,No,Approve,Disapprove,White,For my candidate,Neither,Good,Yes,No,No,No,Same,Dole,Republican,Some college,Protestant,50 to 75K,Liberal,18 to 64,State,Complete,Central Valley/N,45 to 59,50 to 59,Republican,50 to 64,0.532,Education,Economy/jobs,Worse,Favorable,Yes,Exit poll,Disapprove,
5.0,73.0,49.0,Third call,30-39,,Female,Fong,Davis,No,Disapprove,Approve,,Against my candidate,Neither,Not so good,Yes,No,No,Yes,Worse,Perot,Independent,Some college,Something else,50 to 75K,Moderate,18 to 64,State,Complete,Central Valley/N,30 to 44,30 to 39,Independent/Other,30 to 39,0.8410000000000001,Education,Environment,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,73.0,50.0,Third call,40-44,White,Male,Boxer,Davis,No,Disapprove,Approve,White,For my candidate,Neither,Good,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,None,100K or more,Liberal,18 to 64,State,Complete,Central Valley/N,30 to 44,40 to 49,Democrat,40 to 49,0.506,Economy/jobs,Environment,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,73.0,51.0,Third call,,Black,Male,Boxer,,No,,Approve,Black,For my candidate,Oppose Clinton,Good,No,No,No,No,Worse,Dole,Democrat,No HS,None,50 to 75K,Moderate,,State,Complete,Central Valley/N,,,Democrat,,0.5269999999999999,Abortion,,About the same,Favorable,No,Exit poll,Disapprove,No
5.0,73.0,52.0,Third call,,White,Female,Fong,Lungren,,,,White,Against my candidate,,,No,,,,,,,,,,,,State,Not complete,Central Valley/N,,,,,0.8210000000000001,Education,Gun Control,,,No,Exit poll,Disapprove,
5.0,73.0,53.0,Third call,65 and over,Asian,Male,Fong,Lungren,No,Disapprove,Approve,Asian,For my candidate,Oppose Clinton,Excellent,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,Catholic,15 to 30K,Moderate,65 and over,State,Complete,Central Valley/N,60 and over,60 and over,Republican,65 and over,0.922,Education,Economy/jobs,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,76.0,1.0,First call,65 and over,White,Female,Boxer,Davis,No,Approve,Disapprove,White,,Support Clinton,Good,Yes,No,No,No,Better,Clinton,Democrat,HS grad,Catholic,50 to 75K,Conservative,65 and over,State,Complete,Southern CA,60 and over,60 and over,Democrat,65 and over,0.718,Social Security,Crime/drugs,Better,,,Exit poll,Disapprove,No
5.0,76.0,2.0,First call,65 and over,White,Male,Fong,Lungren,,,,White,Against my candidate,,,,,,,,,,,,,,65 and over,State,Not complete,Southern CA,60 and over,60 and over,,65 and over,0.7489999999999999,Taxes,Taxes,,,No,Exit poll,Approve,
5.0,76.0,3.0,First call,25-29,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Not so good,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,Catholic,30 to 50K,Conservative,18 to 64,State,Complete,Southern CA,18 to 29,25 to 29,Republican,25 to 29,0.696,Taxes,Economy/jobs,Better,Unfavorable,Yes,Exit poll,Approve,No
5.0,76.0,4.0,First call,45-49,White,Female,Fong,Lungren,No,Disapprove,,White,For my candidate,,Good,No,Yes,Yes,,Same,Dole,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,40 to 49,Republican,40 to 49,0.785,Abortion,Abortion,Worse,Unfavorable,No,Exit poll,,No
5.0,76.0,5.0,First call,65 and over,White,Female,Boxer,Davis,,,,White,For my candidate,,,No,,,,,,,,,,,65 and over,State,Not complete,Southern CA,60 and over,60 and over,,65 and over,0.781,,,,,No,Exit poll,Disapprove,
5.0,76.0,6.0,First call,30-39,White,Female,Fong,Lungren,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,,Yes,Yes,Yes,Better,Dole,Republican,Some college,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Southern CA,30 to 44,30 to 39,Republican,30 to 39,0.741,Abortion,Abortion,Worse,Unfavorable,Yes,Exit poll,Approve,No
5.0,76.0,7.0,First call,65 and over,White,Female,Fong,Lungren,,,,White,For my candidate,,,Yes,,,,,,,,,,,65 and over,State,Not complete,Southern CA,60 and over,60 and over,,65 and over,0.7649999999999999,Clin/Lwnsky,Education,,,,Exit poll,Approve,
5.0,76.0,8.0,First call,50-59,White,Male,Fong,Davis,No,Approve,Approve,White,,Neither,Good,Yes,No,No,No,Better,Did not vote,Republican,HS grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Republican,50 to 64,0.7589999999999999,Taxes,Crime/drugs,About the same,Unfavorable,No,Exit poll,Disapprove,No
5.0,76.0,9.0,First call,50-59,Hispanic,Male,Boxer,Davis,Yes,Approve,Disapprove,Hispanic,For my candidate,Neither,Excellent,Yes,No,No,No,Better,Clinton,Democrat,Postgrad,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Democrat,50 to 64,0.542,Social Security,Environment,Better,Favorable,No,Exit poll,Disapprove,No
5.0,76.0,10.0,First call,65 and over,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,No,Yes,Yes,Yes,Same,Dole,Republican,No HS,Protestant,30 to 50K,Conservative,65 and over,State,Complete,Southern CA,60 and over,60 and over,Republican,65 and over,0.8340000000000001,,Education,About the same,,No,Exit poll,Disapprove,No
5.0,76.0,11.0,Second call,30-39,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Southern CA,30 to 44,30 to 39,Republican,30 to 39,0.785,Abortion,Education,About the same,Unfavorable,No,Exit poll,Approve,No
5.0,76.0,12.0,Second call,50-59,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,Yes,No,No,Yes,Worse,Dole,Republican,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Republican,50 to 64,0.684,,,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,76.0,13.0,Second call,30-39,White,Male,Fong,Lungren,No,Disapprove,Disapprove,White,Against my candidate,Neither,Good,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,Protestant,75 to 100K,Conservative,18 to 64,State,Complete,Southern CA,30 to 44,30 to 39,Republican,30 to 39,0.7429999999999999,Taxes,Education,About the same,Unfavorable,Yes,Exit poll,Disapprove,No
5.0,76.0,14.0,Second call,30-39,Other,Female,Fong,Lungren,No,Approve,Approve,Other,For my candidate,Neither,Good,No,No,No,No,Better,Perot,Republican,College grad,Catholic,100K or more,Conservative,18 to 64,State,Complete,Southern CA,30 to 44,30 to 39,Republican,30 to 39,0.785,Education,Education,Better,Favorable,No,Exit poll,Disapprove,No
5.0,76.0,15.0,Second call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Good,No,No,Yes,Yes,Better,Dole,Republican,Some college,Catholic,100K or more,Moderate,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Republican,50 to 64,0.785,Clin/Lwnsky,Taxes,Better,,No,Exit poll,Approve,No
5.0,76.0,16.0,Second call,30-39,White,Female,Other,Davis,,,,White,Against my candidate,,,Yes,,,,,,,,,,,18 to 64,State,Not complete,Southern CA,30 to 44,30 to 39,,30 to 39,1.085,Education,Education,,,No,Exit poll,Disapprove,
5.0,76.0,17.0,Second call,65 and over,White,Female,,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,,Yes,Yes,Yes,Same,Dole,Republican,No HS,Protestant,15 to 30K,Moderate,65 and over,State,Complete,Southern CA,60 and over,60 and over,Republican,65 and over,0.732,,Gun Control,Better,Unfavorable,No,Exit poll,Approve,No
5.0,76.0,18.0,Second call,65 and over,White,Male,Fong,Davis,No,Approve,Approve,White,For my candidate,Neither,Good,No,Yes,Yes,,Same,Dole,Republican,HS grad,Protestant,75 to 100K,,65 and over,State,Complete,Southern CA,60 and over,60 and over,Republican,65 and over,0.8820000000000001,,,About the same,,No,Exit poll,Approve,No
5.0,76.0,19.0,Second call,25-29,Hispanic,Female,Fong,Lungren,Yes,Approve,Approve,Hispanic,For my candidate,Neither,Not so good,Yes,No,No,No,Same,Clinton,Republican,Some college,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Southern CA,18 to 29,25 to 29,Republican,25 to 29,0.618,Education,Education,About the same,Favorable,No,Exit poll,Approve,No
5.0,76.0,20.0,Second call,65 and over,Hispanic,Male,Fong,Lungren,Yes,Approve,Approve,Hispanic,For my candidate,Oppose Clinton,Not so good,No,No,No,No,Same,Dole,Republican,No HS,Protestant,Under 15K,Conservative,65 and over,State,Complete,Southern CA,60 and over,60 and over,Republican,65 and over,0.6679999999999999,Education,Education,About the same,Favorable,No,Exit poll,Approve,No
5.0,76.0,21.0,Second call,18-24,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Southern CA,18 to 29,18 to 24,Republican,18 to 24,0.696,Abortion,Gun Control,Better,Unfavorable,Yes,Exit poll,Approve,No
5.0,76.0,22.0,Second call,45-49,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,No,No,Yes,No,Same,Dole,Republican,College grad,Protestant,75 to 100K,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,40 to 49,Republican,40 to 49,0.785,,,Worse,Unfavorable,No,Exit poll,Approve,No
5.0,76.0,23.0,Second call,50-59,White,Female,Fong,Davis,No,Disapprove,Disapprove,White,For my candidate,Neither,Good,No,No,Yes,No,Better,Dole,Independent,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Independent/Other,50 to 64,0.8740000000000001,Education,Education,Better,Unfavorable,No,Exit poll,Disapprove,No
5.0,76.0,24.0,Second call,45-49,White,Male,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Good,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,40 to 49,Republican,40 to 49,0.684,Clin/Lwnsky,Gun Control,About the same,Unfavorable,Yes,Exit poll,Approve,No
5.0,76.0,25.0,Second call,50-59,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Oppose Clinton,Excellent,Yes,No,Yes,Yes,Better,Dole,Republican,HS grad,Protestant,100K or more,Conservative,18 to 64,State,Complete,Southern CA,45 to 59,50 to 59,Republican,50 to 64,0.7189999999999999,Clin/Lwnsky,Economy/jobs,Better,Unfavorable,No,Exit poll,Approve,No
5.0,76.0,26.0,Second call,60-64,White,Female,Fong,Lungren,No,Disapprove,Approve,White,For my candidate,Neither,Not so good,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Southern CA,60 and over,60 and over,Republican,50 to 64,0.8340000000000001,Clin/Lwnsky,Taxes,About the same,Unfavorable,No,Exit poll,Approve,No
