V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45
1.0,0.0,G,34.0,49.0,40.0,Third call,1.0,65 and over,Black,Female,Edwards,More,Approve,Approve,No,Support Clinton,Approve,Yes,No effect,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,About right,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.491,Economy/jobs,My party,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,49.0,41.0,Third call,1.0,40-44,Black,Female,Edwards,More,Approve,Approve,No,Support Clinton,Approve,Yes,No effect,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,About right,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,1.034,Social Security,Cares,Worse,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,49.0,42.0,Third call,1.0,65 and over,Black,Female,Edwards,More,Approve,Approve,No,Support Clinton,Approve,Yes,No effect,No,Yes,Yes,Worse,Clinton,Democrat,No HS,30 to 50K,Liberal,65 and over,Not strict enough,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.491,Social Security,My party,Better,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,49.0,43.0,Third call,1.0,45-49,White,Male,Faircloth,Less,Approve,Disapprove,No,Oppose Clinton,Approve,No,Think worse,No,No,Yes,Better,Perot,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,About right,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,1.5699999999999998,Taxes,My view,Worse,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,49.0,44.0,Third call,1.0,45-49,White,Female,Edwards,More,Approve,Approve,No,Neither,Disapprove,No,No effect,No,No,Yes,Better,Perot,Democrat,HS grad,30 to 50K,Conservative,18 to 64,About right,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,1.336,Economy/jobs,My party,About the same,Unfavorable,Last week,Approve
1.0,0.0,G,34.0,49.0,45.0,Third call,1.0,50-59,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Approve,No,No effect,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,1.4,,My view,About the same,Unfavorable,Last month,Approve
1.0,0.0,G,34.0,49.0,46.0,Third call,1.0,45-49,White,Female,Faircloth,,Disapprove,Disapprove,No,Neither,Disapprove,No,No effect,,Yes,Yes,Same,Dole,Democrat,College grad,30 to 50K,Conservative,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,1.4,,Honest,Worse,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,49.0,47.0,Third call,1.0,45-49,Black,Female,Edwards,More,Approve,Disapprove,No,Neither,Approve,Yes,No effect,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,1.034,Taxes,Honest,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,49.0,48.0,Third call,1.0,40-44,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,1.4,Health care,My view,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,49.0,49.0,Third call,1.0,50-59,White,Male,Faircloth,Less,Approve,Approve,No,Neither,Disapprove,No,No effect,No,No,Yes,Worse,Dole,Democrat,Some college,50 to 75K,Conservative,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,1.5699999999999998,Economy/jobs,Stands up,Worse,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,1.0,First call,1.0,60-64,White,Female,Edwards,,Approve,Disapprove,No,Neither,Approve,No,No effect,No,Yes,Yes,Same,Clinton,Independent,Postgrad,15 to 30K,Moderate,18 to 64,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,50 to 64,1.14,Environment,Needed change,About the same,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,2.0,First call,1.0,30-39,White,Male,Faircloth,,Approve,Approve,No,Neither,Approve,Yes,No effect,No,Yes,Yes,Better,Dole,Democrat,College grad,75 to 100K,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,30 to 44,30 to 39,Democrat,30 to 39,1.089,Clin/Lwnsky,My view,Worse,Unfavorable,Last 3 days,Approve
1.0,0.0,G,34.0,52.0,3.0,First call,1.0,50-59,White,Female,Edwards,Less,Approve,Disapprove,Yes,Support Clinton,Disapprove,No,Think worse,No,No,No,Same,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,About right,State,Complete,Mountain/West,45 to 59,50 to 59,Independent/Other,50 to 64,0.9289999999999999,Health care,My view,Better,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,52.0,4.0,First call,1.0,50-59,White,Female,Edwards,Less,Disapprove,Disapprove,Yes,Neither,Approve,No,No effect,No,No,No,Better,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,About right,State,Complete,Mountain/West,45 to 59,50 to 59,Republican,50 to 64,0.9289999999999999,,Honest,Better,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,52.0,5.0,First call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,No effect,No,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Conservative,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Taxes,My party,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,6.0,First call,1.0,65 and over,White,Female,Faircloth,More,Approve,Approve,Yes,Oppose Clinton,Disapprove,No,No effect,No,,Yes,Better,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Clin/Lwnsky,Honest,Better,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,7.0,First call,1.0,30-39,White,Male,Edwards,More,Approve,Disapprove,Yes,Neither,Approve,No,Think worse,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,30 to 44,30 to 39,Democrat,30 to 39,0.917,Economy/jobs,Needed change,About the same,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,8.0,First call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,No,No effect,No,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Moderate,65 and over,,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Environment,Honest,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,9.0,First call,1.0,50-59,White,Female,Faircloth,Less,,Approve,,Neither,Approve,No,No effect,,,,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,About right,State,Complete,Mountain/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.104,Health care,Stands up,Better,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,10.0,First call,1.0,30-39,White,Female,Faircloth,Less,Approve,Approve,No,Support Clinton,Approve,,Think better,Yes,No,Yes,Better,Dole,Republican,HS grad,Under 15K,Moderate,18 to 64,Not strict enough,State,Complete,Mountain/West,30 to 44,30 to 39,Republican,30 to 39,1.104,Health care,Honest,Better,Unfavorable,Last week,Approve
1.0,0.0,G,34.0,52.0,11.0,First call,1.0,65 and over,White,Male,Faircloth,More,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,No effect,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,,My party,Better,Unfavorable,Last month,Disapprove
1.0,0.0,G,34.0,52.0,12.0,First call,1.0,30-39,White,Male,Faircloth,More,Disapprove,Approve,Yes,Oppose Clinton,Approve,No,Think worse,Yes,No,No,Worse,Perot,Republican,HS grad,30 to 50K,Moderate,18 to 64,About right,State,Complete,Mountain/West,30 to 44,30 to 39,Republican,30 to 39,1.089,,Honest,Better,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,13.0,First call,1.0,65 and over,White,,Faircloth,Less,Approve,Disapprove,No,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,No,Better,Dole,Democrat,No HS,,Moderate,65 and over,,State,Complete,Mountain/West,60 and over,60 and over,Democrat,65 and over,1.337,Clin/Lwnsky,Needed change,About the same,Favorable,Before that,Approve
1.0,0.0,G,34.0,52.0,14.0,Second call,1.0,65 and over,White,Male,Edwards,Less,Approve,Disapprove,Yes,Support Clinton,Approve,No,No effect,No,No,Yes,Better,Clinton,Independent,College grad,15 to 30K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.125,Economy/jobs,Needed change,About the same,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,15.0,Second call,1.0,65 and over,White,Male,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,No effect,Yes,Yes,No,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,,Stands up,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,16.0,Second call,1.0,65 and over,White,Female,Faircloth,,,,No,,,No,No effect,,,,,,,,,,65 and over,Not strict enough,State,Not complete,Mountain/West,60 and over,60 and over,,65 and over,1.355,Social Security,Needed change,,,Before that,
1.0,0.0,G,34.0,52.0,17.0,Second call,1.0,60-64,White,Male,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,No effect,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Conservative,18 to 64,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,50 to 64,1.337,Social Security,Cares,Better,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,18.0,Second call,1.0,65 and over,White,Male,Faircloth,Less,Disapprove,Approve,No,Neither,Disapprove,No,Think worse,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,Clin/Lwnsky,My view,Better,Unfavorable,Last month,Approve
1.0,0.0,G,34.0,52.0,19.0,Second call,1.0,65 and over,White,Male,Edwards,More,Approve,Disapprove,Yes,Neither,Approve,No,No effect,No,No,No,Same,Clinton,Independent,College grad,100K or more,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.125,Health care,My view,About the same,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,20.0,Second call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Disapprove,No,Neither,Disapprove,Yes,Think worse,,Yes,,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Clin/Lwnsky,Experience,Better,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,21.0,Second call,1.0,65 and over,White,Male,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,,,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,22.0,Third call,1.0,30-39,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,Yes,No effect,Yes,Yes,Yes,Same,Perot,Republican,College grad,30 to 50K,Conservative,18 to 64,Too strict,State,Complete,Mountain/West,30 to 44,30 to 39,Republican,30 to 39,1.104,Clin/Lwnsky,My party,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,23.0,Third call,1.0,50-59,White,Female,Faircloth,Less,Disapprove,Approve,No,Neither,Disapprove,No,Think worse,No,No,Yes,Same,Dole,Republican,Some college,100K or more,Moderate,18 to 64,About right,State,Complete,Mountain/West,45 to 59,50 to 59,Republican,50 to 64,1.104,Taxes,Stands up,Worse,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,24.0,Third call,1.0,40-44,White,Female,Edwards,Less,Approve,Approve,No,Neither,Approve,No,No effect,No,No,No,Same,Did not vote,Something else,Some college,,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,30 to 44,40 to 49,Independent/Other,40 to 49,0.9289999999999999,Health care,Honest,About the same,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,25.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Disapprove,Yes,Neither,Disapprove,No,No effect,,Yes,,Same,Dole,Republican,College grad,75 to 100K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Health care,My view,Better,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,26.0,Third call,1.0,65 and over,White,Female,Faircloth,More,Approve,Approve,Yes,Neither,Approve,No,No effect,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Democrat,65 and over,1.355,Taxes,Stands up,Better,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,27.0,Third call,1.0,65 and over,White,Female,Edwards,Less,Approve,Disapprove,No,Neither,Approve,No,No effect,No,No,No,Better,Dole,Democrat,Some college,,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Democrat,65 and over,1.14,Environment,Cares,Better,Unfavorable,Last month,Disapprove
1.0,0.0,G,34.0,52.0,28.0,Third call,1.0,65 and over,White,Male,Edwards,Less,Approve,Disapprove,No,Neither,Approve,No,No effect,No,Yes,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.125,Environment,My view,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,29.0,Third call,1.0,45-49,White,Male,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,Yes,Think worse,Yes,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Too strict,State,Complete,Mountain/West,45 to 59,40 to 49,Republican,40 to 49,1.089,Taxes,My view,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,30.0,Third call,1.0,65 and over,White,Female,Edwards,Less,Disapprove,Disapprove,No,Neither,,No,No effect,Yes,Yes,Yes,Same,Dole,Independent,College grad,30 to 50K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.14,Tabacco,Needed change,Better,,Last month,
1.0,0.0,G,34.0,52.0,31.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,Yes,,No,No,Yes,Same,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Social Security,Stands up,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,32.0,Third call,1.0,65 and over,White,Male,Faircloth,Less,Approve,Disapprove,No,Neither,Disapprove,No,No effect,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,Environment,Honest,About the same,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,33.0,Third call,1.0,65 and over,White,Male,Faircloth,Less,Disapprove,Disapprove,No,Neither,Disapprove,No,No effect,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Moderate,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,Health care,Honest,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,34.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Taxes,Honest,About the same,Unfavorable,Before that,
1.0,0.0,G,34.0,52.0,35.0,Third call,1.0,30-39,White,Female,Edwards,Less,Disapprove,Disapprove,No,Neither,Approve,No,No effect,,No,No,Same,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,About right,State,Complete,Mountain/West,30 to 44,30 to 39,Democrat,30 to 39,0.9289999999999999,Environment,Needed change,About the same,Unfavorable,Last week,Disapprove
1.0,0.0,G,34.0,52.0,36.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,Yes,Same,Dole,Independent,HS grad,15 to 30K,Conservative,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.355,Social Security,Honest,Worse,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,37.0,Third call,1.0,50-59,White,Male,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,No,No effect,Yes,Yes,No,Better,Dole,Something else,HS grad,75 to 100K,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,45 to 59,50 to 59,Independent/Other,50 to 64,1.089,Environment,Honest,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,38.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,No,Think worse,Yes,Yes,No,Worse,Dole,Independent,College grad,,Conservative,65 and over,,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.355,Clin/Lwnsky,Cares,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,39.0,Third call,1.0,60-64,White,Male,Edwards,Less,Disapprove,Disapprove,No,Neither,,No,Think worse,No,Yes,Yes,Better,Dole,Republican,Postgrad,,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,50 to 64,1.125,Environment,,About the same,Unfavorable,Last month,Approve
1.0,0.0,G,34.0,52.0,40.0,Third call,1.0,60-64,White,Female,Faircloth,Less,Disapprove,Approve,No,Oppose Clinton,Disapprove,Yes,No effect,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,50 to 64,1.355,,,Better,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,41.0,Third call,1.0,30-39,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Oppose Clinton,Disapprove,Yes,No effect,Yes,Yes,Yes,Same,Perot,Republican,College grad,30 to 50K,Conservative,18 to 64,,State,Complete,Mountain/West,30 to 44,30 to 39,Republican,30 to 39,1.104,Clin/Lwnsky,My party,About the same,Unfavorable,Before that,Approve
1.0,0.0,G,34.0,52.0,42.0,Third call,1.0,65 and over,White,Female,Faircloth,Less,Disapprove,Approve,No,Neither,Disapprove,No,Think worse,No,No,Yes,Same,Dole,Republican,Some college,100K or more,Moderate,65 and over,About right,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.355,Taxes,Stands up,Worse,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,43.0,Third call,1.0,65 and over,White,Female,Edwards,Less,Disapprove,Approve,No,Neither,Approve,No,No effect,No,No,No,Same,Did not vote,Something else,Some college,,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Independent/Other,65 and over,1.14,Environment,Honest,About the same,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,52.0,44.0,Third call,1.0,65 and over,White,Male,Faircloth,Less,Disapprove,Disapprove,Yes,Neither,Disapprove,No,No effect,,Yes,,Same,Dole,Republican,College grad,75 to 100K,Conservative,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Republican,65 and over,1.337,Health care,My view,Better,Unfavorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,52.0,45.0,Third call,1.0,65 and over,White,Female,Faircloth,More,Approve,Approve,Yes,Neither,Approve,No,No effect,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Not strict enough,State,Complete,Mountain/West,60 and over,60 and over,Democrat,65 and over,1.355,Taxes,Stands up,Better,Unfavorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,1.0,First call,1.0,60-64,Black,Male,Edwards,More,Approve,Approve,No,,,Yes,No effect,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,About right,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.459,,Honest,,Favorable,Before that,Approve
1.0,0.0,G,34.0,53.0,2.0,First call,1.0,40-44,White,Female,Faircloth,Less,Disapprove,Approve,Yes,Neither,Approve,Yes,No effect,,Yes,No,Worse,Perot,Republican,Postgrad,15 to 30K,Moderate,18 to 64,About right,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.38399999999999995,Health care,My view,Better,Unfavorable,Last 3 days,Approve
1.0,0.0,G,34.0,53.0,3.0,First call,1.0,30-39,Black,Male,Edwards,More,Approve,Approve,No,Neither,Approve,No,No effect,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.318,Economy/jobs,Needed change,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,4.0,First call,1.0,65 and over,Black,,Edwards,More,Approve,Disapprove,No,Neither,Approve,Yes,No effect,No,No,No,Better,Clinton,Democrat,Postgrad,15 to 30K,Moderate,65 and over,About right,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.40900000000000003,,Honest,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,5.0,First call,1.0,65 and over,Black,Male,Edwards,Less,Disapprove,Disapprove,No,Neither,Approve,Yes,No effect,No,No,Yes,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Not strict enough,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.459,Social Security,My party,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,6.0,Second call,1.0,60-64,,Female,Edwards,More,Approve,Approve,No,Support Clinton,Approve,No,No effect,No,No,No,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.528,Taxes,Honest,Better,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,53.0,7.0,Second call,1.0,60-64,Black,Female,Edwards,More,Approve,Disapprove,No,Support Clinton,Approve,,No effect,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.40900000000000003,Clin/Lwnsky,Cares,Better,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,53.0,8.0,Second call,1.0,25-29,Black,Female,Edwards,More,Approve,Approve,Yes,Neither,Approve,No,No effect,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Not strict enough,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.298,Health care,Honest,Better,Favorable,Last week,Disapprove
1.0,0.0,G,34.0,53.0,9.0,Second call,1.0,50-59,Black,Male,Edwards,Less,Approve,Approve,No,Neither,Approve,No,No effect,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,About right,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.318,Social Security,Needed change,About the same,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,53.0,10.0,Second call,1.0,45-49,Black,Male,Edwards,More,Approve,Disapprove,No,Neither,Approve,Yes,Think worse,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,About right,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.318,Economy/jobs,My view,About the same,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,11.0,Second call,1.0,45-49,Black,Female,Edwards,More,Approve,Approve,No,Neither,Approve,No,No effect,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,About right,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.283,Economy/jobs,Cares,Worse,Favorable,Last month,Disapprove
1.0,0.0,G,34.0,53.0,12.0,Second call,1.0,50-59,Black,Female,Edwards,Less,Disapprove,Disapprove,No,Neither,Approve,No,No effect,No,No,Yes,Same,Did not vote,Independent,No HS,Under 15K,Moderate,18 to 64,About right,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.283,Economy/jobs,Needed change,About the same,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,13.0,Third call,1.0,50-59,Black,Female,Edwards,More,Approve,Approve,No,Neither,Approve,Yes,No effect,No,No,No,Better,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Too strict,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.283,,Stands up,About the same,Favorable,Last week,Disapprove
1.0,0.0,G,34.0,53.0,14.0,Third call,1.0,50-59,Black,Male,Edwards,More,Approve,Disapprove,No,Neither,Approve,No,No effect,No,No,No,Better,Clinton,Republican,Some college,50 to 75K,Liberal,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.318,Social Security,My party,Better,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,15.0,Third call,1.0,40-44,Black,Female,Edwards,More,Approve,Disapprove,No,Neither,Disapprove,No,No effect,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,0.283,Tabacco,Needed change,About the same,Favorable,Before that,Disapprove
1.0,0.0,G,34.0,53.0,16.0,Third call,1.0,65 and over,Black,Male,Edwards,,,,No,,,Yes,No effect,,,,,,,,,,65 and over,Not strict enough,State,Not complete,Northeast,60 and over,60 and over,,65 and over,0.459,Economy/jobs,Needed change,,,Before that,
1.0,0.0,G,34.0,53.0,17.0,Third call,1.0,50-59,Black,Male,Edwards,Less,Approve,Disapprove,,Support Clinton,Approve,No,No effect,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Not strict enough,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.318,Health care,Needed change,Better,Favorable,Last 3 days,Disapprove
1.0,0.0,G,34.0,53.0,18.0,Third call,1.0,50-59,Black,Female,Edwards,Less,Approve,Disapprove,No,Neither,Approve,No,No effect,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,About right,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.283,Social Security,My view,About the same,Favorable,Last month,Disapprove
