State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
15.0,66.0,3.0,First call,30-39,Other,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Favorable,National,Complete,Marion County,30 to 44,30 to 39,Democrat,30 to 39,0.222,Favorable
15.0,66.0,4.0,First call,45-49,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,0.24,
15.0,66.0,5.0,First call,40-44,Black,Male,Bayh,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,0.269,
15.0,66.0,6.0,Second call,25-29,Black,Female,Helmke,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,National,Complete,Marion County,18 to 29,25 to 29,Democrat,25 to 29,0.229,Favorable
15.0,66.0,7.0,Second call,65 and over,Black,Female,Bayh,Disapprove,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.25,Favorable
15.0,66.0,8.0,Second call,45-49,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Something else,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,40 to 49,Independent/Other,40 to 49,0.13,Unfavorable
15.0,66.0,9.0,Second call,65 and over,Black,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.279,Favorable
15.0,66.0,10.0,Second call,30-39,Black,Female,Bayh,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Conservative,18 to 64,Favorable,National,Complete,Marion County,30 to 44,30 to 39,Democrat,30 to 39,0.24,Favorable
15.0,66.0,11.0,Second call,30-39,Black,Male,Bayh,Disapprove,,,,,,,Better,,Something else,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,0.269,
15.0,66.0,12.0,Second call,18-24,Black,Male,Bayh,Approve,,,,,,,Better,,Democrat,,15 to 30K,Moderate,18 to 64,,National,Complete,Marion County,18 to 29,18 to 24,Democrat,18 to 24,0.484,
15.0,66.0,13.0,Second call,45-49,Black,Female,Helmke,Approve,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,0.127,
15.0,66.0,14.0,Second call,60-64,Black,Male,Bayh,Approve,,,,,,,Worse,,Democrat,,Under 15K,Moderate,18 to 64,,National,Complete,Marion County,60 and over,60 and over,Democrat,50 to 64,0.279,
15.0,66.0,15.0,Second call,50-59,Black,Female,Bayh,Approve,,,,,,,Same,,Democrat,,,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.24,
15.0,66.0,16.0,Third call,45-49,Black,Female,Bayh,Approve,Approve,Support Clinton,,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,0.24,Favorable
15.0,66.0,17.0,Third call,30-39,Black,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favorable,National,Complete,Marion County,30 to 44,30 to 39,Democrat,30 to 39,0.24,Favorable
15.0,66.0,18.0,Third call,25-29,Black,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,National,Complete,Marion County,18 to 29,25 to 29,Democrat,25 to 29,0.435,Unfavorable
15.0,66.0,19.0,Third call,45-49,Black,Female,Bayh,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,0.24,Favorable
15.0,66.0,20.0,Third call,45-49,Black,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favorable,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,0.24,Favorable
15.0,66.0,21.0,Third call,40-44,Black,Female,Bayh,Approve,,,,,,,Worse,,Democrat,,Under 15K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,0.24,
15.0,66.0,22.0,Third call,50-59,Black,Male,Bayh,Approve,,,,,,,Same,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.269,
15.0,66.0,23.0,Third call,40-44,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,0.24,
15.0,66.0,24.0,Third call,65 and over,Black,Female,Bayh,Approve,,,,,,,Worse,,Democrat,,30 to 50K,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.25,
15.0,71.0,1.0,First call,50-59,Black,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,1.042,Favorable
15.0,71.0,2.0,First call,50-59,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,No,No,Same,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.96,Unfavorable
15.0,71.0,3.0,First call,50-59,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,50 to 59,Independent/Other,50 to 64,0.96,Unfavorable
15.0,71.0,4.0,First call,50-59,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,Some college,75 to 100K,Conservative,18 to 64,Favorable,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,1.067,Favorable
15.0,71.0,5.0,First call,40-44,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,,Conservative,18 to 64,Unfavorable,National,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,0.506,Unfavorable
15.0,71.0,6.0,First call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favorable,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,1.067,Unfavorable
15.0,71.0,7.0,First call,50-59,White,Female,Helmke,Approve,Disapprove,Neither,No,No,No,,Same,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,50 to 59,Independent/Other,50 to 64,0.506,Favorable
15.0,71.0,8.0,First call,50-59,White,Male,Bayh,Approve,,,,,,,Same,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,1.067,
15.0,71.0,9.0,First call,40-44,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,1.042,
15.0,71.0,10.0,First call,45-49,White,Female,Other,Approve,,,,,,,Same,,Something else,,100K or more,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,40 to 49,Independent/Other,40 to 49,1.998,
15.0,71.0,11.0,First call,60-64,White,Female,Helmke,Disapprove,,,,,,,Same,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,Marion County,60 and over,60 and over,Independent/Other,50 to 64,0.525,
15.0,71.0,12.0,First call,65 and over,White,Male,Helmke,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.5840000000000001,
15.0,71.0,13.0,First call,40-44,White,Female,Helmke,Disapprove,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Independent/Other,40 to 49,0.506,
15.0,71.0,14.0,First call,50-59,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,1.042,
15.0,71.0,15.0,Second call,45-49,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Favorable,National,Complete,Marion County,45 to 59,40 to 49,Independent/Other,40 to 49,0.96,Favorable
15.0,71.0,16.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,,Conservative,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.5840000000000001,Unfavorable
15.0,71.0,17.0,Second call,65 and over,White,Female,Helmke,Approve,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.525,Unfavorable
15.0,71.0,18.0,Second call,50-59,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.506,Unfavorable
15.0,71.0,19.0,Second call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.525,Unfavorable
15.0,71.0,20.0,Second call,60-64,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,No,No,Better,Dole,Republican,Postgrad,,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.5840000000000001,Unfavorable
15.0,71.0,21.0,Second call,65 and over,White,Female,Helmke,Disapprove,,Oppose Clinton,Yes,,Yes,,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.525,Unfavorable
15.0,71.0,22.0,Second call,65 and over,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Moderate,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.5840000000000001,Unfavorable
15.0,71.0,23.0,Second call,65 and over,White,Female,Bayh,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.997,Favorable
15.0,71.0,24.0,Second call,65 and over,White,Female,Helmke,Approve,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.525,Unfavorable
15.0,71.0,25.0,Second call,65 and over,White,Female,Bayh,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Something else,Some college,,Moderate,65 and over,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Independent/Other,65 and over,0.997,Unfavorable
15.0,71.0,26.0,Second call,50-59,Black,Male,Bayh,Approve,Approve,Neither,No,No,No,No,Better,Dole,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,1.158,Favorable
15.0,71.0,27.0,Second call,65 and over,White,Female,Bayh,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Moderate,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Independent/Other,65 and over,0.997,Favorable
15.0,71.0,28.0,Second call,65 and over,White,Female,Helmke,Disapprove,,,,,,,Same,,Independent,,,Conservative,65 and over,,National,Complete,Marion County,60 and over,60 and over,Independent/Other,65 and over,0.525,
15.0,71.0,29.0,Second call,40-44,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,1.042,
15.0,71.0,30.0,Second call,65 and over,Black,Male,Bayh,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,1.203,
15.0,71.0,31.0,Second call,65 and over,White,Male,Bayh,Disapprove,,,,,,,Worse,,Republican,,50 to 75K,Conservative,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,1.109,
15.0,71.0,32.0,Second call,65 and over,White,Male,Helmke,Disapprove,,,,,,,Better,,Republican,,,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.5840000000000001,
15.0,71.0,33.0,Second call,65 and over,White,Male,Helmke,Disapprove,,,,,,,Same,,Republican,,,Conservative,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.5840000000000001,
15.0,71.0,34.0,Second call,65 and over,Black,Male,Helmke,Disapprove,,,,,,,Same,,Republican,,100K or more,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.634,
15.0,71.0,35.0,Second call,65 and over,White,Male,Bayh,Approve,,,,,,,Same,,Democrat,,50 to 75K,Liberal,65 and over,,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,1.109,
15.0,71.0,36.0,Second call,65 and over,White,Female,Bayh,Approve,,,,,,,Better,,Republican,,100K or more,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.997,
15.0,71.0,37.0,Second call,50-59,Black,Male,Bayh,,,,,,,,,,,,,,18 to 64,,National,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,1.158,
15.0,71.0,38.0,Second call,65 and over,White,Female,Bayh,Approve,,,,,,,,,,,,,65 and over,,National,Not complete,Marion County,60 and over,60 and over,,65 and over,0.997,
15.0,71.0,39.0,Second call,45-49,Black,Male,Bayh,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,1.158,
15.0,71.0,40.0,Second call,60-64,White,Female,Helmke,Disapprove,,,,,,,Worse,,Republican,,,Conservative,18 to 64,,National,Complete,Marion County,60 and over,60 and over,Republican,50 to 64,0.525,
15.0,71.0,41.0,Third call,50-59,White,Female,Helmke,Disapprove,Disapprove,Neither,No,No,Yes,No,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,0.506,Unfavorable
15.0,71.0,42.0,Third call,18-24,White,Male,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Other,Independent,College grad,100K or more,Moderate,18 to 64,Favorable,National,Complete,Marion County,18 to 29,18 to 24,Independent/Other,18 to 24,4.006,Unfavorable
15.0,71.0,43.0,Third call,60-64,Black,Male,Bayh,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,60 and over,60 and over,Independent/Other,50 to 64,1.203,Favorable
15.0,71.0,44.0,Third call,65 and over,White,Female,Bayh,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Favorable,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.997,
15.0,71.0,45.0,Third call,60-64,White,Female,Bayh,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favorable,National,Complete,Marion County,60 and over,60 and over,Democrat,50 to 64,0.997,
15.0,71.0,46.0,Third call,40-44,Black,Female,Bayh,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,National,Complete,Marion County,30 to 44,40 to 49,Democrat,40 to 49,1.042,Favorable
15.0,71.0,47.0,Third call,30-39,Black,Female,Bayh,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,,,18 to 64,Favorable,National,Complete,Marion County,30 to 44,30 to 39,Democrat,30 to 39,1.042,Favorable
15.0,71.0,48.0,Third call,50-59,White,Female,Bayh,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Democrat,Some college,50 to 75K,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.96,Unfavorable
15.0,71.0,49.0,Third call,50-59,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,0.563,Unfavorable
15.0,71.0,50.0,Third call,50-59,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,0.563,Unfavorable
15.0,71.0,51.0,Third call,50-59,White,Female,Helmke,Disapprove,,,,,,,Same,,Republican,,75 to 100K,Liberal,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,0.506,
15.0,71.0,52.0,Third call,30-39,White,Male,Bayh,Disapprove,,,,,,,Same,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,1.067,
15.0,71.0,53.0,Third call,65 and over,White,Female,Bayh,Approve,,,,,,,Same,,Democrat,,75 to 100K,Moderate,65 and over,,National,Complete,Marion County,60 and over,60 and over,Democrat,65 and over,0.997,
15.0,71.0,54.0,Third call,30-39,White,Male,Helmke,Disapprove,,,,,,,Same,,Republican,,,Conservative,18 to 64,,National,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,0.563,
15.0,71.0,55.0,Third call,50-59,White,Male,Helmke,Disapprove,,,,,,,Same,,Republican,,Under 15K,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,0.563,
15.0,71.0,56.0,Third call,50-59,Black,Female,Bayh,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Democrat,50 to 64,1.042,
15.0,71.0,57.0,Third call,60-64,White,Female,Helmke,Disapprove,,,,,,,Same,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Marion County,60 and over,60 and over,Independent/Other,50 to 64,0.525,
15.0,71.0,58.0,Third call,30-39,Black,Female,Bayh,Disapprove,,,,,,,Same,,Something else,,100K or more,Liberal,18 to 64,,National,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,1.042,
15.0,71.0,59.0,Third call,65 and over,White,Female,Helmke,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Liberal,65 and over,,National,Complete,Marion County,60 and over,60 and over,Republican,65 and over,0.525,
15.0,71.0,60.0,Third call,50-59,Black,Male,Bayh,Approve,,,,,,,Worse,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,1.158,
15.0,76.0,1.0,First call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.6789999999999998,Unfavorable
15.0,76.0,2.0,First call,40-44,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,1.6789999999999998,Unfavorable
15.0,76.0,3.0,First call,30-39,White,Male,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.867,Unfavorable
15.0,76.0,4.0,First call,40-44,White,Male,Bayh,Approve,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,Marion County,30 to 44,40 to 49,Independent/Other,40 to 49,3.543,Unfavorable
15.0,76.0,5.0,First call,65 and over,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Unfavorable,State,Complete,Marion County,60 and over,60 and over,Republican,65 and over,1.7429999999999999,Unfavorable
15.0,76.0,6.0,First call,45-49,White,Female,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,45 to 59,40 to 49,Republican,40 to 49,1.6789999999999998,Unfavorable
15.0,76.0,7.0,First call,45-49,Black,Male,Bayh,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Marion County,45 to 59,40 to 49,Democrat,40 to 49,3.843,
15.0,76.0,8.0,First call,40-44,White,Male,Helmke,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,1.867,Unfavorable
15.0,76.0,9.0,First call,50-59,White,Male,Helmke,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Republican,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Marion County,45 to 59,50 to 59,Republican,50 to 64,1.867,Unfavorable
15.0,76.0,10.0,Second call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.6789999999999998,Unfavorable
15.0,76.0,11.0,Second call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.6789999999999998,Unfavorable
15.0,76.0,12.0,Second call,30-39,Black,Male,Bayh,Disapprove,Approve,Neither,Yes,,,,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Marion County,30 to 44,30 to 39,Democrat,30 to 39,3.843,Favorable
15.0,76.0,13.0,Second call,45-49,White,Male,Helmke,Disapprove,Approve,Neither,No,No,Yes,,Same,Dole,Republican,Postgrad,75 to 100K,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,45 to 59,40 to 49,Republican,40 to 49,1.867,Unfavorable
15.0,76.0,14.0,Second call,30-39,White,Male,Helmke,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,1.867,Unfavorable
15.0,76.0,15.0,Second call,65 and over,White,Female,Helmke,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,65 and over,Favorable,State,Complete,Marion County,60 and over,60 and over,Republican,65 and over,1.7429999999999999,Unfavorable
15.0,76.0,16.0,Second call,45-49,White,Male,Bayh,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Perot,Independent,Postgrad,100K or more,Moderate,18 to 64,Unfavorable,State,Complete,Marion County,45 to 59,40 to 49,Independent/Other,40 to 49,3.543,Unfavorable
15.0,76.0,17.0,Second call,40-44,White,Male,Bayh,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,3.543,Unfavorable
15.0,76.0,18.0,Second call,30-39,White,Female,Bayh,Approve,Approve,Support Clinton,No,Yes,Yes,Yes,Worse,Clinton,Something else,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Marion County,30 to 44,30 to 39,Independent/Other,30 to 39,3.185,Unfavorable
15.0,76.0,19.0,Second call,40-44,White,Female,Helmke,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,40 to 49,Republican,40 to 49,1.6789999999999998,Unfavorable
15.0,76.0,20.0,Second call,30-39,White,Female,Helmke,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.6789999999999998,Unfavorable
15.0,76.0,21.0,Second call,30-39,White,Female,Helmke,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,Some college,100K or more,Liberal,18 to 64,Unfavorable,State,Complete,Marion County,30 to 44,30 to 39,Republican,30 to 39,1.6789999999999998,Unfavorable
15.0,76.0,22.0,Third call,60-64,White,Female,Helmke,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,60 and over,60 and over,,50 to 64,1.7429999999999999,Unfavorable
15.0,79.0,1.0,First call,30-39,White,Male,Bayh,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,Marion County,30 to 44,30 to 39,,30 to 39,0.5529999999999999,Favorable
15.0,79.0,2.0,First call,65 and over,White,Male,Helmke,Disapprove,Approve,,No,,,,,,,,,,65 and over,Unfavorable,State,Not complete,Marion County,60 and over,60 and over,,65 and over,0.303,Unfavorable
15.0,79.0,3.0,First call,40-44,White,Female,Bayh,Disapprove,Disapprove,,Yes,,,,,,,,,,18 to 64,Favorable,State,Not complete,Marion County,30 to 44,40 to 49,,40 to 49,0.498,Unfavorable
15.0,79.0,4.0,First call,40-44,White,Male,Helmke,Disapprove,Approve,,No,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,30 to 44,40 to 49,,40 to 49,0.292,Unfavorable
15.0,79.0,5.0,First call,50-59,White,Female,Helmke,Disapprove,,,,,,,,,,,,,18 to 64,Unfavorable,State,Not complete,Marion County,45 to 59,50 to 59,,50 to 64,0.262,Unfavorable
