State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Hillary Opinion,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
4.0,68.0,38.0,Third call,45-49,White,Male,Boozman,Bristow,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Perot,Democrat,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.536,Unfavorable
4.0,68.0,39.0,Third call,30-39,White,Female,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.196,Favorable
4.0,68.0,40.0,Third call,40-44,White,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.095,Favorable
4.0,68.0,41.0,Third call,30-39,White,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.095,Favorable
4.0,72.0,1.0,First call,60-64,,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.9560000000000001,Favorable
4.0,72.0,2.0,First call,65 and over,White,Female,Other,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,No,,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,1.008,Unfavorable
4.0,72.0,3.0,First call,30-39,White,Female,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.89,Favorable
4.0,72.0,4.0,First call,25-29,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.779,Unfavorable
4.0,72.0,5.0,First call,60-64,White,Male,Lincoln,Bristow,Disapprove,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,No HS,,Moderate,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.965,Favorable
4.0,72.0,6.0,First call,65 and over,White,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.934,Favorable
4.0,72.0,7.0,First call,30-39,White,Male,Lincoln,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.899,Unfavorable
4.0,72.0,8.0,First call,45-49,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Other,Something else,HS grad,Under 15K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.918,Unfavorable
4.0,72.0,9.0,First call,60-64,White,,,Huckabee,Approve,Disapprove,Neither,,,No,No,Same,Clinton,Democrat,No HS,30 to 50K,,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,1.008,Unfavorable
4.0,72.0,10.0,First call,50-59,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.9269999999999999,Unfavorable
4.0,72.0,11.0,First call,60-64,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Democrat,Some college,30 to 50K,Liberal,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.934,Unfavorable
4.0,72.0,12.0,First call,65 and over,White,Female,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.925,Favorable
4.0,72.0,13.0,Second call,50-59,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.899,Unfavorable
4.0,72.0,14.0,Second call,45-49,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,No HS,Under 15K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.899,Unfavorable
4.0,72.0,15.0,Second call,65 and over,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.9560000000000001,Unfavorable
4.0,72.0,16.0,Second call,45-49,Asian,Female,Boozman,,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.115,Unfavorable
4.0,72.0,17.0,Second call,30-39,White,Male,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,,Democrat,HS grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.9269999999999999,Unfavorable
4.0,72.0,18.0,Second call,40-44,White,Female,Boozman,Bristow,Disapprove,Disapprove,Neither,Yes,Yes,,Yes,Same,Other,Independent,HS grad,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.137,Unfavorable
4.0,72.0,19.0,Second call,60-64,White,Female,Boozman,Bristow,Approve,Disapprove,,Yes,No,No,No,Worse,Clinton,Democrat,No HS,15 to 30K,,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,1.182,Favorable
4.0,72.0,20.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,,Yes,,,Same,Dole,Republican,HS grad,Under 15K,,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.1440000000000001,Unfavorable
4.0,72.0,21.0,Second call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Support Clinton,No,Yes,,,Worse,Dole,Independent,Some college,,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.156,Unfavorable
4.0,72.0,22.0,Second call,65 and over,White,Male,Boozman,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.171,Unfavorable
4.0,72.0,23.0,Second call,60-64,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,,Yes,,,Worse,Dole,Republican,Postgrad,,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,1.156,Unfavorable
4.0,72.0,24.0,Second call,50-59,White,Female,Lincoln,Bristow,Approve,Approve,Neither,Yes,No,,,Same,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.918,Favorable
4.0,72.0,25.0,Second call,65 and over,White,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,,No,No,No,Worse,Dole,Independent,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.934,Favorable
4.0,72.0,26.0,Third call,45-49,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,No,Yes,No,Same,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,1.102,Unfavorable
4.0,72.0,27.0,Third call,30-39,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,College grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.102,Unfavorable
4.0,72.0,28.0,Third call,45-49,White,Male,Lincoln,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.899,Favorable
4.0,72.0,29.0,Third call,60-64,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,1.156,Unfavorable
4.0,72.0,30.0,Third call,50-59,White,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,,Clinton,Democrat,No HS,15 to 30K,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.102,Favorable
4.0,72.0,31.0,Third call,30-39,White,Female,Boozman,Huckabee,Approve,Approve,Neither,Yes,No,No,Yes,Better,Dole,Something else,College grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.102,Unfavorable
4.0,72.0,32.0,Third call,18-24,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Better,Perot,Republican,College grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Northwest,18 to 29,18 to 24,Republican,18 to 24,0.955,Unfavorable
4.0,72.0,33.0,Third call,25-29,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,,Yes,Yes,,Better,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,25 to 29,Republican,25 to 29,0.955,Unfavorable
4.0,72.0,34.0,Third call,45-49,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Something else,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.89,Unfavorable
4.0,72.0,35.0,Third call,18-24,White,Male,Heffley,Huckabee,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Worse,Did not vote,Independent,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.528,Unfavorable
4.0,72.0,36.0,Third call,50-59,White,Female,Boozman,Huckabee,Disapprove,,,Yes,Yes,Yes,,Same,,Republican,Some college,,,18 to 64,,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.102,Unfavorable
4.0,72.0,38.0,Third call,65 and over,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.9560000000000001,Favorable
4.0,72.0,40.0,Third call,40-44,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Same,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.113,Unfavorable
4.0,72.0,42.0,Third call,45-49,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.102,Unfavorable
4.0,76.0,1.0,First call,45-49,White,Female,Lincoln,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.443,Unfavorable
4.0,76.0,2.0,First call,45-49,White,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.458,Favorable
4.0,76.0,3.0,First call,45-49,White,Female,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,1.443,Favorable
4.0,76.0,4.0,First call,50-59,White,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.5070000000000001,Favorable
4.0,76.0,5.0,First call,60-64,White,Male,Boozman,Huckabee,Approve,Disapprove,Oppose Clinton,Yes,No,No,No,Same,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,1.877,Unfavorable
4.0,76.0,6.0,First call,60-64,White,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,1.55,Unfavorable
4.0,76.0,7.0,First call,60-64,White,Female,Lincoln,Huckabee,Approve,Disapprove,Neither,No,No,No,Yes,Better,,,No HS,Under 15K,Moderate,18 to 64,Favorable,State,Complete,Northwest,60 and over,60 and over,,50 to 64,1.5,Unfavorable
4.0,76.0,8.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Perot,Independent,Postgrad,,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.807,Unfavorable
4.0,76.0,9.0,First call,50-59,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,College grad,75 to 100K,,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.807,Unfavorable
4.0,76.0,10.0,First call,65 and over,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,1.566,Favorable
4.0,76.0,11.0,First call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.491,Unfavorable
4.0,76.0,12.0,First call,25-29,White,Female,Lincoln,Bristow,Approve,,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,18 to 29,25 to 29,Democrat,25 to 29,1.293,Favorable
4.0,76.0,13.0,First call,40-44,White,Male,Lincoln,Bristow,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Favorable,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,1.5070000000000001,Favorable
4.0,76.0,14.0,Second call,45-49,White,Male,Heffley,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.989,Unfavorable
4.0,76.0,15.0,Second call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Perot,Republican,Some college,15 to 30K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.877,Unfavorable
4.0,76.0,16.0,Second call,30-39,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Perot,Republican,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,1.788,Unfavorable
4.0,76.0,17.0,Second call,65 and over,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,No HS,Under 15K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.877,Unfavorable
4.0,76.0,18.0,Second call,65 and over,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,HS grad,Under 15K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.857,Unfavorable
4.0,76.0,19.0,Second call,40-44,White,Male,Boozman,Huckabee,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,,Same,Dole,Independent,HS grad,Under 15K,,18 to 64,Unfavorable,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.807,Unfavorable
4.0,76.0,20.0,Second call,65 and over,White,Female,,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,,Republican,HS grad,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,1.6360000000000001,Unfavorable
4.0,76.0,21.0,Second call,50-59,White,Female,Lincoln,Huckabee,Approve,Approve,Neither,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.443,Unfavorable
4.0,76.0,22.0,Second call,60-64,White,Male,Boozman,Huckabee,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,1.877,Unfavorable
4.0,76.0,23.0,Second call,65 and over,White,Female,Heffley,Huckabee,Disapprove,Disapprove,Neither,No,No,No,No,Same,Did not vote,,HS grad,Under 15K,Moderate,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,,65 and over,1.019,Unfavorable
4.0,76.0,24.0,Third call,60-64,White,Female,Boozman,Huckabee,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Dole,Independent,No HS,15 to 30K,,18 to 64,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,1.857,Unfavorable
4.0,76.0,25.0,Third call,30-39,White,Male,Lincoln,Bristow,,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,18 to 64,Favorable,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,1.5070000000000001,Favorable
4.0,76.0,26.0,Third call,18-24,White,Female,Heffley,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,18 to 24,Independent/Other,18 to 24,0.847,Unfavorable
4.0,76.0,27.0,Third call,50-59,White,Female,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.491,Favorable
4.0,76.0,28.0,Third call,25-29,White,Female,Boozman,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,,Better,Dole,,Some college,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,18 to 29,25 to 29,,25 to 29,1.548,Unfavorable
4.0,76.0,29.0,Third call,50-59,White,Female,Lincoln,Huckabee,Disapprove,,Neither,Yes,Yes,Yes,,Worse,Clinton,Republican,HS grad,30 to 50K,Moderate,18 to 64,Unfavorable,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.443,Unfavorable
4.0,76.0,30.0,Third call,45-49,White,Female,,Huckabee,Disapprove,,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Independent,Some college,50 to 75K,Liberal,18 to 64,Favorable,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.573,Unfavorable
4.0,76.0,31.0,Third call,50-59,White,Male,Lincoln,Bristow,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favorable,State,Not complete,Northwest,45 to 59,50 to 59,,50 to 64,1.5070000000000001,Favorable
4.0,76.0,32.0,Third call,65 and over,White,Female,Boozman,Bristow,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,65 and over,Unfavorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.92,Unfavorable
4.0,76.0,33.0,Third call,50-59,White,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,,,18 to 64,Favorable,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.5070000000000001,Favorable
4.0,76.0,34.0,Third call,65 and over,White,Male,Boozman,Huckabee,Approve,Disapprove,Neither,No,No,Yes,Yes,Worse,Perot,Independent,Some college,50 to 75K,Moderate,65 and over,Favorable,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,1.877,Unfavorable
4.0,77.0,1.0,First call,50-59,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.269,Favorable
4.0,77.0,2.0,First call,50-59,Black,Male,Lincoln,Huckabee,Approve,Approve,Neither,No,Yes,Yes,No,Better,Clinton,Independent,Some college,,Conservative,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.23900000000000002,Unfavorable
4.0,77.0,3.0,First call,50-59,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,,,,Same,Clinton,Independent,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.23900000000000002,Favorable
4.0,77.0,4.0,First call,50-59,Black,Male,Lincoln,Bristow,Approve,Disapprove,,,No,No,,Better,Clinton,Democrat,,,Liberal,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.24800000000000003,Favorable
4.0,77.0,5.0,First call,50-59,Black,,Lincoln,Bristow,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,Favorable,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.24800000000000003,Favorable
4.0,77.0,6.0,First call,45-49,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,,Worse,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.269,Favorable
4.0,77.0,7.0,First call,65 and over,Black,Male,Lincoln,Bristow,,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,50 to 75K,Liberal,65 and over,Unfavorable,State,Complete,East,60 and over,60 and over,Democrat,65 and over,0.23299999999999998,Favorable
4.0,77.0,8.0,First call,40-44,Black,Male,Lincoln,Other,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.242,Favorable
4.0,77.0,9.0,First call,25-29,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,0.317,Favorable
4.0,77.0,10.0,First call,18-24,Black,Female,Lincoln,Bristow,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Unfavorable,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,0.317,Favorable
4.0,77.0,11.0,First call,30-39,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.24800000000000003,Favorable
4.0,77.0,12.0,First call,25-29,Black,Male,Lincoln,Bristow,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,Favorable,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,0.291,Favorable
4.0,77.0,13.0,First call,40-44,Black,Male,Lincoln,Huckabee,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.23900000000000002,Favorable
4.0,77.0,14.0,Second call,40-44,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,,Yes,No,No,Better,Clinton,Democrat,College grad,,Conservative,18 to 64,Favorable,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.269,Favorable
4.0,77.0,15.0,Second call,,,,,Bristow,,,,,,,,,,,,,,,,State,Not complete,East,,,,,0.131,
4.0,77.0,16.0,Second call,30-39,Black,Male,Lincoln,Bristow,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.24800000000000003,Favorable
4.0,77.0,18.0,Third call,30-39,Black,Female,Lincoln,Bristow,Approve,Disapprove,Support Clinton,Yes,No,No,,Same,Clinton,Democrat,College grad,,Liberal,18 to 64,Favorable,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.269,Favorable
4.0,79.0,1.0,First call,50-59,Other,Male,Lincoln,Huckabee,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,Favorable,State,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.541,Favorable
4.0,79.0,2.0,First call,65 and over,White,Female,Boozman,Huckabee,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,,Moderate,65 and over,Favorable,State,Complete,South,60 and over,60 and over,Democrat,65 and over,0.6449999999999999,
