V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48
1.0,0.0,G,33.0,68.0,10.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Approve,Both,White,For my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Independent,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Independent/Other,50 to 64,2.207,Economy/jobs,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,11.0,First call,1.0,30-39,White,Male,Schumer,Vallone,No,Disapprove,Approve,Both,White,For my candidate,Neither,No,,No,No,Yes,Better,Clinton,Independent,College grad,None,75 to 100K,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Independent/Other,30 to 39,2.35,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,12.0,First call,1.0,25-29,White,Male,D'Amato,Vallone,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,No,Better,Dole,Republican,College grad,None,50 to 75K,Conservative,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Republican,25 to 29,2.426,Taxes,Worse,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,13.0,First call,1.0,65 and over,White,Female,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,For my candidate,Neither,Yes,D'Amato,No,,Yes,Same,Dole,Republican,,Protestant,Under 15K,Conservative,65 and over,No,State,Complete,New York City,60 and over,60 and over,Republican,65 and over,2.475,SS/Medicare,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,14.0,First call,1.0,50-59,White,Male,D'Amato,Vallone,No,Approve,Disapprove,Schumer,White,Against my candidate,Support Clinton,Yes,Schumer,No,No,No,Worse,Clinton,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,2.644,SS/Medicare,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,15.0,First call,1.0,30-39,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Both,No,No,Yes,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,2.35,Gun Control,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,16.0,Second call,1.0,40-44,White,Male,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Neither,Yes,,No,No,No,Better,Clinton,Democrat,Some college,Jewish,100K or more,Conservative,18 to 64,No,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,2.372,Economy/jobs,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,17.0,Second call,1.0,40-44,Hispanic,Female,Schumer,Vallone,Yes,Approve,Approve,Both,Hispanic,For my candidate,Support Clinton,No,Both,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,2.8,,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,18.0,Second call,1.0,50-59,Black,Male,Schumer,Other,No,Approve,Approve,Neither,Black,Against my candidate,Support Clinton,No,Neither,No,No,No,Better,Clinton,Democrat,HS grad,Catholic,30 to 50K,,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,3.911,,Better,Favorable,No,Approve,No
1.0,0.0,G,33.0,68.0,19.0,Second call,1.0,60-64,White,Female,Schumer,Vallone,,,,Schumer,White,For my candidate,,,Schumer,,,,,,,,,,,18 to 64,,State,Not complete,New York City,60 and over,60 and over,,50 to 64,2.451,Abortion,About the same,,No,Disapprove,
1.0,0.0,G,33.0,68.0,20.0,Second call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Neither,No,No,Yes,Better,Clinton,Democrat,College grad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.98,Gun Control,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,21.0,Second call,1.0,65 and over,Black,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,Black,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,Some college,None,75 to 100K,Liberal,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,3.313,Education,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,22.0,Second call,1.0,40-44,White,Female,Schumer,Vallone,No,Disapprove,Approve,Schumer,White,Against my candidate,Neither,No,Schumer,Yes,Yes,Yes,Better,Perot,Independent,College grad,Other Christian,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Independent/Other,40 to 49,2.207,Economy/jobs,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,68.0,23.0,Second call,1.0,50-59,Black,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,Black,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,Some college,Catholic,30 to 50K,Conservative,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,2.982,Education,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,24.0,Third call,1.0,25-29,White,Male,D'Amato,Pataki,No,Disapprove,,,White,,,,,No,Yes,Yes,Better,Dole,,College grad,Protestant,100K or more,Moderate,18 to 64,,State,Complete,New York City,18 to 29,25 to 29,,25 to 29,2.176,Taxes,About the same,Unfavorable,No,,No
1.0,0.0,G,33.0,68.0,25.0,Third call,1.0,40-44,Black,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,Black,Against my candidate,Support Clinton,Yes,Schumer,No,No,No,Better,Clinton,Democrat,Postgrad,Catholic,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,2.982,Education,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,26.0,Third call,1.0,25-29,White,Female,D'Amato,Pataki,No,Approve,Disapprove,Both,White,,Neither,Yes,Both,No,No,No,Same,Dole,Republican,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,New York City,18 to 29,25 to 29,Republican,25 to 29,2.042,Taxes,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,27.0,Third call,1.0,25-29,White,Female,Schumer,Pataki,No,Approve,Approve,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Democrat,College grad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Democrat,25 to 29,1.8170000000000002,Abortion,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,28.0,Third call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Clinton,Republican,Postgrad,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Republican,50 to 64,1.98,Clin/Lwsky,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,29.0,Third call,1.0,65 and over,,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,,For my candidate,Support Clinton,No,Schumer,Yes,No,No,Better,Clinton,Democrat,Postgrad,,75 to 100K,Liberal,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,2.61,SS/Medicare,Better,Favorable,Yes,Disapprove,Yes
1.0,0.0,G,33.0,68.0,30.0,Third call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Worse,Other,Independent,Postgrad,None,50 to 75K,Moderate,18 to 64,No,State,Complete,New York City,30 to 44,40 to 49,Independent/Other,40 to 49,2.35,Economy/jobs,Worse,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,31.0,Third call,1.0,50-59,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,D'Amato,No,No,,Better,Clinton,Democrat,College grad,Jewish,50 to 75K,Conservative,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.98,Gun Control,About the same,,No,Disapprove,No
1.0,0.0,G,33.0,68.0,32.0,Third call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,2.207,,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,33.0,Third call,1.0,65 and over,White,Male,Schumer,Pataki,No,Approve,Disapprove,Schumer,White,Against my candidate,Support Clinton,No,Schumer,Yes,No,No,Worse,Clinton,Democrat,HS grad,Catholic,30 to 50K,Conservative,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,2.344,SS/Medicare,Better,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,34.0,Third call,1.0,60-64,White,Male,D'Amato,Pataki,No,Approve,Disapprove,D'Amato,White,For my candidate,Oppose Clinton,No,,No,No,Yes,Same,Clinton,Republican,College grad,,,Conservative,18 to 64,No,State,Complete,New York City,60 and over,60 and over,Republican,50 to 64,2.635,Economy/jobs,Better,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,35.0,Third call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Worse,Clinton,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,2.207,Education,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,36.0,Third call,1.0,30-39,White,Female,Schumer,Pataki,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Both,No,Yes,Yes,Better,Dole,Democrat,No HS,Protestant,100K or more,Moderate,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,1.98,Education,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,68.0,37.0,Third call,1.0,30-39,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Clinton,Democrat,Postgrad,Jewish,75 to 100K,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,2.35,Abortion,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,68.0,38.0,Third call,1.0,45-49,Asian,Female,Schumer,Pataki,No,Approve,Approve,Both,Asian,Against my candidate,Neither,No,Neither,No,Yes,No,Better,Dole,Republican,College grad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Republican,40 to 49,1.98,Taxes,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,1.0,First call,1.0,30-39,White,Male,Schumer,Other,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Other,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,1.815,Education,About the same,,Yes,Disapprove,No
1.0,0.0,G,33.0,72.0,2.0,First call,1.0,40-44,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,1.299,Gun Control,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,3.0,First call,1.0,65 and over,White,Male,Schumer,Vallone,,,,Both,White,For my candidate,,,Schumer,,,,,,,,,,,65 and over,,State,Not complete,New York City,60 and over,60 and over,,65 and over,1.536,Economy/jobs,Better,,Yes,Disapprove,
1.0,0.0,G,33.0,72.0,4.0,First call,1.0,45-49,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Democrat,College grad,Protestant,50 to 75K,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,1.299,,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,5.0,First call,1.0,,White,Male,Schumer,,No,Approve,Disapprove,,White,For my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,College grad,None,100K or more,Moderate,,Yes,State,Complete,New York City,,,Democrat,,1.282,,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,6.0,First call,1.0,60-64,White,Male,Schumer,Vallone,No,Disapprove,Disapprove,Both,White,Against my candidate,Neither,No,Schumer,No,No,Yes,Better,Clinton,Democrat,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,1.536,Gun Control,About the same,Unfavorable,Yes,Disapprove,No
1.0,0.0,G,33.0,72.0,7.0,First call,1.0,45-49,White,Female,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,1.299,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,8.0,First call,1.0,25-29,White,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,No,Better,Dole,Republican,Postgrad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Republican,25 to 29,1.281,Economy/jobs,About the same,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,72.0,9.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.299,Clin/Lwsky,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,10.0,First call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,No,Better,Other,Republican,Postgrad,Other Christian,100K or more,Conservative,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Republican,30 to 39,1.398,Taxes,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,72.0,11.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,D'Amato,No,No,Yes,Better,Clinton,Independent,Postgrad,Other Christian,100K or more,Liberal,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Independent/Other,50 to 64,1.299,Clin/Lwsky,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,12.0,First call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Same,Clinton,Democrat,HS grad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.299,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,13.0,First call,1.0,50-59,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Neither,No,No,No,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.384,SS/Medicare,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,14.0,First call,1.0,60-64,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Schumer,No,No,Yes,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,1.443,Abortion,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,15.0,First call,1.0,25-29,White,Male,D'Amato,Ross,No,Disapprove,Disapprove,Both,White,For my candidate,Neither,No,Neither,No,Yes,Yes,Same,Dole,Republican,Postgrad,Jewish,75 to 100K,Moderate,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Republican,25 to 29,1.125,,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,16.0,Second call,1.0,30-39,White,Male,Schumer,Pataki,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,Schumer,No,No,No,Same,Clinton,Democrat,Some college,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,1.242,,About the same,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,72.0,17.0,Second call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,College grad,Catholic,75 to 100K,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,1.384,Gun Control,Worse,Favorable,No,Disapprove,Yes
1.0,0.0,G,33.0,72.0,18.0,Second call,1.0,45-49,White,Male,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Oppose Clinton,Yes,D'Amato,Yes,Yes,No,Better,Dole,Democrat,Postgrad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,1.398,Clin/Lwsky,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,72.0,19.0,Second call,1.0,50-59,White,Female,D'Amato,Pataki,No,Disapprove,Approve,D'Amato,White,For my candidate,Neither,Yes,D'Amato,Yes,Yes,Yes,Worse,Dole,Independent,College grad,Jewish,75 to 100K,Liberal,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Independent/Other,50 to 64,1.312,Economy/jobs,About the same,Unfavorable,Yes,Approve,No
1.0,0.0,G,33.0,72.0,20.0,Second call,1.0,30-39,White,Male,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,College grad,Protestant,50 to 75K,Liberal,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,1.384,Clin/Lwsky,Worse,Favorable,Yes,Disapprove,Yes
1.0,0.0,G,33.0,72.0,21.0,Second call,1.0,65 and over,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Neither,No,Schumer,No,No,No,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,1.536,Gun Control,Better,Favorable,Yes,Disapprove,No
1.0,0.0,G,33.0,72.0,22.0,Second call,1.0,60-64,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,No,Better,Clinton,Democrat,Some college,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,50 to 64,1.443,Clin/Lwsky,Worse,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,23.0,Second call,1.0,45-49,White,Female,Schumer,Vallone,No,Approve,Disapprove,Neither,White,Against my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,1.299,SS/Medicare,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,24.0,Second call,1.0,25-29,White,Male,Schumer,Vallone,No,Disapprove,,Both,White,For my candidate,Neither,No,Both,Yes,Yes,No,Same,Perot,Democrat,Postgrad,Jewish,15 to 30K,Moderate,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Democrat,25 to 29,1.27,Economy/jobs,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,25.0,Second call,1.0,65 and over,White,Male,Schumer,Golisano,No,Approve,Disapprove,Schumer,White,For my candidate,Neither,No,Neither,No,No,No,Same,Clinton,Democrat,Some college,None,50 to 75K,Liberal,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Democrat,65 and over,1.216,SS/Medicare,About the same,Favorable,Yes,Disapprove,Yes
1.0,0.0,G,33.0,72.0,26.0,Second call,1.0,25-29,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Neither,No,Schumer,No,No,No,Better,Clinton,Democrat,College grad,Jewish,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Democrat,25 to 29,1.27,Abortion,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,27.0,Second call,1.0,,White,Male,Schumer,Pataki,No,Approve,Disapprove,Both,White,Against my candidate,Neither,No,,No,No,Yes,Better,Dole,Independent,College grad,Jewish,30 to 50K,Moderate,,Yes,State,Complete,New York City,,,Independent/Other,,1.242,Education,,,Yes,Disapprove,No
1.0,0.0,G,33.0,72.0,28.0,Second call,1.0,30-39,White,Male,Schumer,Vallone,No,,Approve,Both,White,Against my candidate,Neither,No,,Yes,Yes,Yes,Better,Clinton,Democrat,Postgrad,None,100K or more,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Democrat,30 to 39,1.384,,Worse,Unfavorable,No,,No
1.0,0.0,G,33.0,72.0,29.0,Second call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,Neither,No,No,Yes,Worse,Clinton,Democrat,College grad,Jewish,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,1.384,Economy/jobs,Worse,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,30.0,Second call,1.0,40-44,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,For my candidate,Support Clinton,No,Both,No,No,Yes,Better,Clinton,Democrat,Postgrad,Jewish,100K or more,Moderate,18 to 64,No,State,Complete,New York City,30 to 44,40 to 49,Democrat,40 to 49,1.384,Clin/Lwsky,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,31.0,Second call,1.0,50-59,Black,Male,D'Amato,Pataki,No,Disapprove,Disapprove,D'Amato,Black,For my candidate,Oppose Clinton,Yes,Neither,No,Yes,Yes,Same,Dole,Democrat,Postgrad,Jewish,100K or more,Liberal,18 to 64,No,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.7730000000000001,Clin/Lwsky,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,32.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Disapprove,Disapprove,,White,For my candidate,Neither,No,,,,Yes,Same,Clinton,,Some college,None,,,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,,40 to 49,1.384,Education,,,No,Disapprove,No
1.0,0.0,G,33.0,72.0,33.0,Third call,1.0,25-29,White,Male,D'Amato,Other,No,Disapprove,Disapprove,,White,Against my candidate,Neither,Yes,Neither,,,,Same,Dole,Republican,College grad,Catholic,30 to 50K,Conservative,18 to 64,Yes,State,Complete,New York City,18 to 29,25 to 29,Republican,25 to 29,1.872,Abortion,About the same,Unfavorable,No,,No
1.0,0.0,G,33.0,72.0,34.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,Yes,Both,No,No,No,Better,Clinton,Independent,College grad,Jewish,100K or more,Conservative,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Independent/Other,40 to 49,1.384,Economy/jobs,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,35.0,Third call,1.0,30-39,White,Male,Schumer,Other,,,,Both,White,Against my candidate,,,Schumer,,,,,,,,,,,18 to 64,,State,Not complete,New York City,30 to 44,30 to 39,,30 to 39,1.815,Abortion,,,Yes,Disapprove,
1.0,0.0,G,33.0,72.0,36.0,Third call,1.0,50-59,White,Female,Schumer,Vallone,No,Approve,Disapprove,Schumer,White,For my candidate,Support Clinton,No,Schumer,No,No,Yes,Better,Clinton,Democrat,Some college,Catholic,100K or more,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.299,Education,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,37.0,Third call,1.0,30-39,White,Female,D'Amato,Pataki,No,Approve,Approve,D'Amato,White,For my candidate,Neither,Yes,Neither,No,No,Yes,Same,Clinton,Independent,Postgrad,Jewish,100K or more,Moderate,18 to 64,No,State,Complete,New York City,30 to 44,30 to 39,Independent/Other,30 to 39,1.312,Economy/jobs,About the same,Unfavorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,38.0,Third call,1.0,45-49,White,Male,Schumer,Vallone,No,Approve,Disapprove,Both,White,Against my candidate,Support Clinton,No,Schumer,No,No,Yes,Same,Clinton,Democrat,Some college,Jewish,30 to 50K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Democrat,40 to 49,1.384,SS/Medicare,About the same,Favorable,No,Disapprove,No
1.0,0.0,G,33.0,72.0,39.0,Third call,1.0,45-49,Black,Male,Schumer,Vallone,No,Disapprove,Approve,Both,Black,Against my candidate,Support Clinton,,Schumer,No,No,No,Same,Clinton,Independent,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,Yes,State,Complete,New York City,45 to 59,40 to 49,Independent/Other,40 to 49,1.759,,Better,Favorable,Yes,Disapprove,Yes
1.0,0.0,G,33.0,72.0,40.0,Third call,1.0,65 and over,White,Male,Schumer,Pataki,No,Disapprove,Disapprove,Both,White,Against my candidate,Oppose Clinton,Yes,Neither,No,Yes,No,Better,Dole,Independent,Postgrad,Protestant,100K or more,Moderate,65 and over,Yes,State,Complete,New York City,60 and over,60 and over,Independent/Other,65 and over,1.379,Economy/jobs,Better,Unfavorable,No,Approve,No
1.0,0.0,G,33.0,72.0,41.0,Third call,1.0,50-59,,Female,Schumer,Golisano,No,Approve,Disapprove,Both,,Against my candidate,Neither,No,Schumer,No,No,No,Worse,Clinton,Democrat,Postgrad,Something else,50 to 75K,Liberal,18 to 64,Yes,State,Complete,New York City,45 to 59,50 to 59,Democrat,50 to 64,1.027,Education,Worse,Favorable,Yes,Approve,No
1.0,0.0,G,33.0,72.0,42.0,Third call,1.0,30-39,White,Male,D'Amato,Pataki,No,Disapprove,Approve,Both,White,Against my candidate,Oppose Clinton,Yes,Neither,Yes,Yes,No,Better,Dole,Republican,Postgrad,Protestant,100K or more,Conservative,18 to 64,Yes,State,Complete,New York City,30 to 44,30 to 39,Republican,30 to 39,1.398,Taxes,About the same,Unfavorable,No,Approve,No
