State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Kerrey good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Income,Init 413- Spending Cap,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
28.0,29.0,6.0,First call,60-64,White,Female,Johans,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Worse,Republican,15 to 30K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.241
28.0,29.0,7.0,First call,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
28.0,29.0,8.0,First call,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Same,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.973
28.0,29.0,9.0,First call,30-39,White,Male,Hoppner,Approve,Disapprove,Support Clinton,No,,No,No,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.0
28.0,29.0,10.0,First call,65 and over,White,Male,Johans,Approve,Approve,Neither,Yes,Yes,No,No,No,Same,Republican,Under 15K,Against,Moderate,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
28.0,29.0,11.0,First call,65 and over,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,30 to 50K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.939
28.0,29.0,12.0,First call,45-49,White,Female,Hoppner,Disapprove,Approve,Neither,No,,No,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,1.023
28.0,29.0,13.0,First call,60-64,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,Yes,Same,Democrat,15 to 30K,For,Moderate,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,1.272
28.0,29.0,14.0,First call,50-59,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,No,Yes,Yes,Same,Democrat,50 to 75K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.291
28.0,29.0,15.0,First call,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,30 to 50K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,1.241
28.0,29.0,16.0,First call,60-64,White,Female,Johans,Disapprove,Approve,Oppose Clinton,,No,,Yes,Yes,Same,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.241
28.0,29.0,17.0,First call,65 and over,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Liberal,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
28.0,29.0,18.0,First call,30-39,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.023
28.0,29.0,19.0,First call,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Democrat,15 to 30K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,1.212
28.0,29.0,20.0,First call,60-64,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,1.212
28.0,29.0,21.0,Second call,18-24,White,Male,Hoppner,Disapprove,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.898
28.0,29.0,22.0,Second call,65 and over,White,Female,Johans,Disapprove,Disapprove,Neither,No,Yes,No,,Yes,Better,Independent,30 to 50K,For,Moderate,65 and over,State,CD 2,60 and over,60 and over,Independent/Other,65 and over,1.241
28.0,29.0,23.0,Second call,45-49,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Republican,100K or more,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,0.973
28.0,29.0,24.0,Second call,18-24,White,Male,Johans,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Independent/Other,18 to 24,0.8740000000000001
28.0,29.0,25.0,Second call,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,Against,Liberal,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
28.0,29.0,26.0,Second call,65 and over,White,Female,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,,Same,Republican,50 to 75K,For,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,1.241
28.0,29.0,27.0,Second call,50-59,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,No,Yes,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
28.0,29.0,28.0,Second call,40-44,White,Female,Johans,Disapprove,,Neither,Yes,,Yes,Yes,No,,Independent,,,Liberal,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.1
28.0,29.0,29.0,Second call,50-59,White,Male,Johans,Disapprove,Approve,Neither,No,No,,,,Worse,Republican,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.973
28.0,29.0,30.0,Second call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
28.0,29.0,31.0,Second call,50-59,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,Yes,Yes,Same,Republican,30 to 50K,Against,Liberal,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.023
28.0,29.0,32.0,Second call,30-39,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,For,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.326
28.0,29.0,33.0,Second call,40-44,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,No,Yes,Yes,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,1.023
28.0,29.0,34.0,Second call,50-59,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
28.0,29.0,35.0,Second call,60-64,White,Male,Hoppner,Approve,Approve,Neither,No,No,No,No,No,Better,Democrat,15 to 30K,Against,Liberal,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,0.939
28.0,29.0,36.0,Second call,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Republican,30 to 50K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.914
28.0,29.0,37.0,Second call,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,No,Yes,No,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,1.291
28.0,29.0,38.0,Second call,30-39,White,Female,Johans,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.996
28.0,29.0,39.0,Second call,30-39,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Independent,15 to 30K,,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.13
28.0,29.0,40.0,Third call,50-59,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,No,No,No,Yes,Better,Republican,100K or more,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.0
28.0,29.0,41.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Neither,Yes,No,Yes,Yes,No,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Democrat,40 to 49,0.973
28.0,29.0,42.0,Third call,50-59,White,Male,Johans,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.973
28.0,29.0,43.0,Third call,45-49,White,Male,Johans,Disapprove,,Neither,No,Yes,No,No,Yes,Same,Republican,75 to 100K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Republican,40 to 49,0.973
28.0,29.0,44.0,Third call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,,,,Yes,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.326
28.0,29.0,45.0,Third call,65 and over,White,Female,Hoppner,Approve,Disapprove,Support Clinton,Yes,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.96
28.0,29.0,46.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Independent,15 to 30K,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,1.357
28.0,29.0,47.0,Third call,50-59,Black,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Same,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.88
28.0,29.0,48.0,Third call,18-24,White,Female,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,1.186
28.0,29.0,49.0,Third call,18-24,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,15 to 30K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.918
28.0,29.0,50.0,Third call,25-29,White,Female,Hoppner,Approve,Approve,Support Clinton,No,No,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
28.0,29.0,51.0,Third call,18-24,White,Male,Hoppner,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Better,Independent,30 to 50K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Independent/Other,18 to 24,0.898
28.0,29.0,52.0,Third call,25-29,White,Male,Hoppner,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Independent,30 to 50K,Against,Conservative,18 to 64,State,CD 2,18 to 29,25 to 29,Independent/Other,25 to 29,0.898
28.0,29.0,53.0,Third call,50-59,White,Male,Hoppner,Approve,Disapprove,Neither,No,,No,No,No,Better,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
28.0,29.0,54.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Yes,Better,Independent,,Against,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,0.973
28.0,29.0,55.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,1.291
28.0,29.0,56.0,Third call,40-44,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,1.322
28.0,29.0,57.0,Third call,25-29,Black,Female,Hoppner,Approve,Disapprove,Neither,No,No,No,No,Yes,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.79
28.0,29.0,58.0,Third call,18-24,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Worse,Republican,15 to 30K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,0.895
28.0,29.0,59.0,Third call,30-39,White,Male,Hoppner,Disapprove,Disapprove,Neither,No,Yes,No,No,Yes,Better,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,1.0
28.0,29.0,60.0,Third call,18-24,White,Male,Hoppner,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,1.189
28.0,29.0,61.0,Third call,50-59,White,Female,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Worse,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,1.322
28.0,29.0,62.0,Third call,30-39,White,Male,Johans,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,No,Better,Independent,,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,1.291
28.0,29.0,63.0,Third call,50-59,White,Male,Hoppner,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Same,Democrat,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.326
28.0,29.0,64.0,Third call,18-24,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Same,Democrat,30 to 50K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Democrat,18 to 24,0.918
28.0,29.0,65.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,30 to 50K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,1.291
28.0,29.0,66.0,Third call,18-24,White,Female,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,0.895
28.0,29.0,67.0,Third call,50-59,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.0
28.0,29.0,68.0,Third call,25-29,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Better,Democrat,75 to 100K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
28.0,29.0,69.0,Third call,25-29,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,100K or more,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.918
28.0,29.0,70.0,Third call,50-59,White,Female,Hoppner,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
28.0,29.0,71.0,Third call,50-59,White,Female,Hoppner,Approve,Disapprove,Neither,,No,No,No,No,Same,Democrat,,Against,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Democrat,50 to 64,1.023
28.0,29.0,72.0,Third call,45-49,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Democrat,,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,1.023
28.0,30.0,1.0,First call,25-29,White,Female,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Democrat,50 to 75K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.46900000000000003
28.0,30.0,2.0,First call,50-59,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,No,Yes,Yes,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.6599999999999999
28.0,30.0,3.0,First call,50-59,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Yes,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.6599999999999999
28.0,30.0,4.0,First call,65 and over,White,Female,Johans,Approve,Disapprove,,No,Yes,Yes,Yes,Yes,Worse,Democrat,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.47700000000000004
28.0,30.0,5.0,First call,30-39,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Liberal,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
28.0,30.0,6.0,First call,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Better,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6599999999999999
28.0,30.0,7.0,First call,40-44,White,Female,Johans,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,No,Same,Republican,100K or more,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6759999999999999
28.0,30.0,8.0,First call,45-49,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Worse,Democrat,15 to 30K,For,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Democrat,40 to 49,0.6599999999999999
28.0,30.0,9.0,First call,40-44,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Republican,100K or more,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.49700000000000005
28.0,30.0,10.0,First call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Better,Republican,15 to 30K,For,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
28.0,30.0,11.0,First call,60-64,White,Female,Hoppner,Approve,Disapprove,Support Clinton,No,No,No,No,Yes,Same,Democrat,30 to 50K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,0.6489999999999999
28.0,30.0,12.0,First call,65 and over,White,Female,Hoppner,Approve,Approve,Neither,No,No,No,No,No,Same,Democrat,15 to 30K,For,Moderate,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.6489999999999999
28.0,30.0,13.0,First call,18-24,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Worse,Republican,15 to 30K,Against,Moderate,18 to 64,State,CD 2,18 to 29,18 to 24,Republican,18 to 24,0.449
28.0,30.0,14.0,First call,60-64,White,Female,Hoppner,Approve,Disapprove,Support Clinton,,Yes,No,No,,Worse,Democrat,Under 15K,Against,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Democrat,50 to 64,0.49
28.0,30.0,15.0,First call,65 and over,White,Male,Hoppner,Approve,Disapprove,Support Clinton,No,Yes,No,No,No,Same,Democrat,Under 15K,Against,Moderate,65 and over,State,CD 2,60 and over,60 and over,Democrat,65 and over,0.47900000000000004
28.0,30.0,16.0,First call,40-44,White,Female,Hoppner,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Worse,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.693
28.0,30.0,17.0,Second call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,Yes,No,No,Yes,No,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
28.0,30.0,18.0,Second call,30-39,Hispanic,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Better,Republican,75 to 100K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.43000000000000005
28.0,30.0,19.0,Second call,60-64,White,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,No,Worse,Independent,50 to 75K,For,Conservative,18 to 64,State,CD 2,60 and over,60 and over,Independent/Other,50 to 64,0.62
28.0,30.0,20.0,Second call,65 and over,White,Female,Johans,Disapprove,Approve,,No,Yes,Yes,Yes,No,Same,Republican,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.47700000000000004
28.0,30.0,21.0,Second call,65 and over,White,Male,Johans,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Republican,15 to 30K,Against,Conservative,65 and over,State,CD 2,60 and over,60 and over,Republican,65 and over,0.467
28.0,30.0,22.0,Second call,30-39,White,Male,Johans,Approve,Disapprove,Neither,No,No,No,Yes,Yes,Better,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
28.0,30.0,23.0,Second call,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Better,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6599999999999999
28.0,30.0,24.0,Third call,25-29,Black,Male,Hoppner,Approve,Disapprove,Support Clinton,,Yes,No,No,,Better,Independent,75 to 100K,For,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Independent/Other,25 to 29,0.526
28.0,30.0,25.0,Third call,40-44,White,Female,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,Yes,Same,Republican,50 to 75K,For,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6759999999999999
28.0,30.0,26.0,Third call,45-49,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,No,Better,Independent,75 to 100K,Against,Liberal,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,0.523
28.0,30.0,27.0,Third call,40-44,,Male,Johans,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6599999999999999
28.0,30.0,28.0,Third call,45-49,White,Female,Hoppner,Disapprove,Disapprove,Oppose Clinton,Yes,No,Yes,Yes,No,Same,Independent,75 to 100K,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,0.693
28.0,30.0,29.0,Third call,50-59,White,,Hoppner,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,75 to 100K,For,Moderate,18 to 64,State,CD 2,45 to 59,50 to 59,Republican,50 to 64,0.693
28.0,30.0,30.0,Third call,40-44,White,Male,Hoppner,Disapprove,Approve,Neither,No,Yes,No,Yes,Yes,Same,Republican,30 to 50K,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.511
28.0,30.0,31.0,Third call,45-49,White,Male,Johans,Disapprove,Approve,Neither,Yes,No,No,Yes,No,Same,Independent,75 to 100K,Against,Moderate,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,0.49700000000000005
28.0,30.0,32.0,Third call,50-59,White,Female,Hoppner,Disapprove,Approve,Neither,Yes,Yes,No,Yes,Yes,Worse,Independent,30 to 50K,For,Conservative,18 to 64,State,CD 2,45 to 59,50 to 59,Independent/Other,50 to 64,0.693
28.0,30.0,33.0,Third call,60-64,White,Female,Johans,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 2,60 and over,60 and over,Republican,50 to 64,0.47700000000000004
28.0,30.0,34.0,Third call,40-44,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Independent,30 to 50K,Against,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Independent/Other,40 to 49,0.523
28.0,30.0,35.0,Third call,30-39,White,Male,Johans,Disapprove,Approve,Neither,No,,Yes,Yes,Yes,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005
28.0,30.0,36.0,Third call,40-44,White,Male,Johans,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Republican,30 to 50K,For,Moderate,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.6599999999999999
28.0,30.0,37.0,Third call,45-49,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Something else,100K or more,For,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,0.6769999999999999
28.0,30.0,38.0,Third call,30-39,White,Female,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,50 to 75K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Democrat,30 to 39,0.523
28.0,30.0,39.0,Third call,25-29,,Male,Johans,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Republican,30 to 50K,Against,Moderate,18 to 64,State,CD 2,18 to 29,25 to 29,Republican,25 to 29,0.449
28.0,30.0,40.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,No,Better,Independent,100K or more,For,Moderate,18 to 64,State,CD 2,30 to 44,30 to 39,Independent/Other,30 to 39,0.6599999999999999
28.0,30.0,41.0,Third call,45-49,White,Male,Johans,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Yes,Better,Independent,50 to 75K,Against,Conservative,18 to 64,State,CD 2,45 to 59,40 to 49,Independent/Other,40 to 49,0.49700000000000005
28.0,30.0,42.0,Third call,40-44,White,Female,Johans,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Yes,Better,Republican,,Against,Conservative,18 to 64,State,CD 2,30 to 44,40 to 49,Republican,40 to 49,0.5089999999999999
28.0,30.0,43.0,Third call,30-39,White,Male,Johans,Disapprove,Approve,Neither,No,No,Yes,Yes,No,Better,Republican,50 to 75K,Against,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.49700000000000005
28.0,30.0,44.0,Third call,25-29,White,Male,Hoppner,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Democrat,30 to 50K,Against,Conservative,18 to 64,State,CD 2,18 to 29,25 to 29,Democrat,25 to 29,0.458
28.0,30.0,45.0,Third call,30-39,White,Male,Johans,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,No,Same,Republican,50 to 75K,For,Conservative,18 to 64,State,CD 2,30 to 44,30 to 39,Republican,30 to 39,0.6599999999999999
28.0,30.0,46.0,Third call,18-24,White,Male,Hoppner,Approve,Disapprove,Neither,No,Yes,No,No,No,Same,Independent,15 to 30K,Against,Liberal,18 to 64,State,CD 2,18 to 29,18 to 24,Independent/Other,18 to 24,0.458
