State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Attorney Gen Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,State economy condition,Why improve schools?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Kerry good as Pres?,Party ID,Education,Religion,Income,Ideology,Age (65 and over),Child in public school,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Governor issues,Future of st economy,Clinton as person,Gov: decided to vote
22.0,62.0,12.0,First call,30-39,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Oppose Clinton,Excellent,Cellucci,Yes,Yes,No,Better,Dole,No,Republican,HS grad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.92,Economy/jobs,Same,Unfavorable,Before that
22.0,62.0,13.0,First call,40-44,White,Male,Bailey,Cellucci,Approve,Approve,Neither,Good,Both,,No,No,Same,Clinton,Yes,Independent,Some college,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.92,Economy/jobs,Same,Unfavorable,Last week
22.0,62.0,14.0,Second call,40-44,White,Female,Reilly,Cellucci,Disapprove,Approve,Neither,Good,Cellucci,Yes,Yes,Yes,Worse,Clinton,Yes,Democrat,College grad,Catholic,75 to 100K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.98,Health care,Worse,Unfavorable,Before that
22.0,62.0,15.0,Second call,50-59,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Oppose Clinton,Not so good,,No,Yes,Yes,Same,Clinton,No,Democrat,Some college,Catholic,15 to 30K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.997,Health care,Same,Unfavorable,Last month
22.0,62.0,16.0,Second call,18-24,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,Yes,Yes,No,Better,Dole,No,Republican,Postgrad,Protestant,75 to 100K,Conservative,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,1.3319999999999999,Ethic/moral,Worse,Unfavorable,Last month
22.0,62.0,17.0,Second call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,,Better,Clinton,,Democrat,HS grad,None,75 to 100K,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.861,,Same,Unfavorable,Before that
22.0,62.0,18.0,Second call,18-24,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,Yes,Better,Clinton,Yes,Independent,Some college,Other Christian,15 to 30K,Moderate,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Independent/Other,18 to 24,1.3319999999999999,Economy/jobs,Better,Unfavorable,Before that
22.0,62.0,19.0,Second call,25-29,White,Male,Reilly,Other,Approve,Disapprove,Neither,Excellent,Neither,No,No,No,Better,Clinton,Yes,Democrat,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Democrat,25 to 29,1.282,Ethic/moral,Worse,Favorable,Before that
22.0,62.0,20.0,Second call,30-39,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Worse,Clinton,,Democrat,College grad,Catholic,30 to 50K,Conservative,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,0.876,,Same,Unfavorable,Last week
22.0,62.0,21.0,Second call,30-39,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,No,Same,Perot,Yes,Independent,Some college,Catholic,50 to 75K,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.997,Ethic/moral,Better,Favorable,Before that
22.0,62.0,22.0,Second call,65 and over,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,,No,No,No,Same,Clinton,,Something else,Postgrad,Catholic,,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.158,Ethic/moral,,Favorable,Last month
22.0,62.0,23.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,,Neither,Good,Harshbarger,No,No,Yes,Same,Clinton,,Democrat,Postgrad,Catholic,,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.016,Ethic/moral,Same,Unfavorable,Before that
22.0,62.0,24.0,Second call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Neither,No,No,No,Better,Clinton,Yes,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.876,,Better,Favorable,Before that
22.0,62.0,25.0,Second call,40-44,White,Female,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,Yes,Yes,Better,Clinton,Yes,Independent,College grad,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.98,Education,Better,Unfavorable,Last 3 days
22.0,62.0,26.0,Second call,50-59,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,Yes,Yes,Better,Did not vote,No,Republican,Postgrad,Protestant,100K or more,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.92,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,62.0,27.0,Second call,45-49,White,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,No,Yes,Yes,Worse,Dole,No,Independent,Postgrad,Protestant,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.92,Education,Worse,Unfavorable,Last month
22.0,62.0,28.0,Second call,65 and over,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Same,Clinton,Yes,Democrat,Postgrad,Catholic,15 to 30K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.016,Health care,Same,Favorable,Before that
22.0,62.0,29.0,Second call,65 and over,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,No,Same,Clinton,No,Democrat,HS grad,Catholic,Under 15K,Moderate,65 and over,,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.179,Education,Same,Favorable,Last week
22.0,62.0,30.0,Second call,40-44,White,Male,Bailey,Cellucci,Approve,Approve,Neither,Good,Cellucci,No,,,Worse,Dole,No,Republican,College grad,Something else,15 to 30K,Conservative,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.92,State taxes,Same,Unfavorable,Before that
22.0,62.0,31.0,Second call,65 and over,White,Female,Reilly,Cellucci,,,,,Cellucci,,,,,,Yes,,,Protestant,,,65 and over,,State,Not complete,East,60 and over,60 and over,,65 and over,1.158,,,,Last month
22.0,62.0,32.0,Second call,65 and over,White,Male,Reilly,Cellucci,Approve,Disapprove,Support Clinton,Good,Both,No,No,Yes,Same,Clinton,Yes,Democrat,HS grad,Catholic,30 to 50K,Moderate,65 and over,No,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.179,,Same,Unfavorable,Before that
22.0,62.0,33.0,Second call,50-59,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Excellent,Both,No,No,No,Better,Clinton,No,Democrat,Postgrad,None,100K or more,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.997,Economy/jobs,Same,Unfavorable,Before that
22.0,62.0,34.0,Third call,60-64,White,Male,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Neither,No,Yes,Yes,Worse,Clinton,No,Independent,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.9540000000000001,,Worse,Unfavorable,Before that
22.0,62.0,35.0,Third call,30-39,White,Male,Reilly,Other,Approve,Approve,Neither,Excellent,Neither,No,Yes,Yes,Better,Did not vote,No,Independent,College grad,Something else,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.887,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,62.0,36.0,Third call,45-49,White,Male,Reilly,Cellucci,Approve,,Neither,Good,Both,No,No,No,Better,Clinton,,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,0.997,Economy/jobs,Better,Favorable,Before that
22.0,62.0,37.0,Third call,50-59,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,No,Better,Dole,No,Republican,HS grad,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Republican,50 to 64,0.92,Ethic/moral,Better,Unfavorable,Before that
22.0,62.0,38.0,Third call,50-59,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,,Yes,No,Same,Dole,No,Independent,HS grad,Catholic,30 to 50K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.903,Ethic/moral,Same,Unfavorable,Before that
22.0,62.0,39.0,Third call,50-59,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,No,Yes,Worse,Dole,No,Independent,College grad,Protestant,Under 15K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.903,Ethic/moral,Same,Unfavorable,Before that
22.0,62.0,40.0,Third call,50-59,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,No,Yes,Better,Clinton,No,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.98,Economy/jobs,Better,Unfavorable,Before that
22.0,62.0,41.0,Third call,60-64,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Both,No,Yes,No,Better,Dole,No,Independent,Postgrad,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,1.179,Economy/jobs,Same,Unfavorable,Last month
22.0,62.0,42.0,Third call,50-59,White,Female,Bailey,Cellucci,Approve,,Neither,Good,Cellucci,No,Yes,Yes,Worse,Perot,No,Democrat,Some college,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.903,Education,Better,Unfavorable,Last week
22.0,62.0,43.0,Third call,30-39,Hispanic,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Both,No,No,No,Better,Clinton,Yes,Independent,Some college,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Independent/Other,30 to 39,0.702,Education,Better,Favorable,Last 3 days
22.0,62.0,44.0,Third call,40-44,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Neither,No,No,Yes,Better,Clinton,No,Independent,Postgrad,Protestant,100K or more,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.997,State taxes,Same,Unfavorable,Last month
22.0,62.0,45.0,Third call,45-49,White,Female,Reilly,Harschbarger,Disapprove,Approve,Neither,Good,Neither,Yes,Yes,Yes,Same,Dole,,Republican,Postgrad,Protestant,75 to 100K,Conservative,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,0.861,Education,Same,Unfavorable,Last month
22.0,62.0,46.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,Not so good,Harshbarger,No,No,Yes,Worse,Perot,Yes,Independent,Some college,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.876,Education,Same,Unfavorable,Last month
22.0,62.0,47.0,Third call,50-59,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Good,Both,No,Yes,,Same,Clinton,Yes,Independent,Postgrad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.876,Ethic/moral,Worse,Unfavorable,Before that
22.0,62.0,48.0,Third call,60-64,White,Female,Reilly,Cellucci,Approve,Approve,Neither,Good,Both,No,Yes,Yes,Better,Clinton,Yes,Democrat,College grad,Catholic,75 to 100K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.158,Economy/jobs,Same,Unfavorable,Last 3 days
22.0,62.0,49.0,Third call,25-29,White,Female,,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,,No,No,Better,Perot,,Republican,Postgrad,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.211,Education,Better,Unfavorable,Last month
22.0,62.0,50.0,Third call,45-49,White,Male,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,Neither,No,No,No,Better,Clinton,No,Independent,College grad,Something else,30 to 50K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.81,Ethic/moral,Worse,Unfavorable,Last 3 days
22.0,62.0,51.0,Third call,60-64,Hispanic,Female,Bailey,Harschbarger,Approve,Disapprove,Neither,Good,,No,No,No,Same,Clinton,No,Independent,Some college,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,60 and over,60 and over,Independent/Other,50 to 64,0.767,Health care,Same,Favorable,Last 3 days
22.0,62.0,52.0,Third call,25-29,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,Yes,Better,Clinton,No,Independent,Postgrad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,18 to 29,25 to 29,Independent/Other,25 to 29,1.244,Education,Better,Unfavorable,Before that
22.0,62.0,53.0,Third call,45-49,White,Male,Reilly,Cellucci,Approve,Approve,Neither,Good,Neither,No,No,No,Same,Clinton,Yes,Independent,College grad,Catholic,100K or more,Conservative,18 to 64,Yes,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.997,Ethic/moral,Same,Unfavorable,Last 3 days
22.0,62.0,54.0,Third call,40-44,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,Good,Both,No,No,Yes,Better,Clinton,Yes,Democrat,College grad,Catholic,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.997,Ethic/moral,Better,Unfavorable,Before that
22.0,62.0,55.0,Third call,18-24,White,Female,Bailey,Cellucci,Disapprove,Approve,Neither,Good,Both,Yes,Yes,Yes,Same,Dole,No,Republican,Some college,Protestant,,Conservative,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,1.309,Ethic/moral,Better,Unfavorable,Before that
22.0,62.0,56.0,Third call,40-44,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,Good,Both,No,No,Yes,Worse,Clinton,No,Independent,HS grad,Catholic,30 to 50K,Moderate,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,0.876,Ethic/moral,Same,Favorable,Last week
22.0,62.0,57.0,Third call,30-39,White,Female,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Neither,No,No,Yes,Same,Clinton,,Republican,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,No,State,Complete,East,30 to 44,30 to 39,Republican,30 to 39,0.903,Economy/jobs,Worse,Unfavorable,Last month
22.0,62.0,58.0,Third call,50-59,White,Female,Reilly,Harschbarger,Approve,Approve,Neither,Good,Harshbarger,No,No,No,Better,Clinton,No,Democrat,,Catholic,50 to 75K,Liberal,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.861,Crime/drugs,Better,Favorable,Last month
22.0,62.0,59.0,Third call,40-44,White,Male,Bailey,Cellucci,Disapprove,Approve,Oppose Clinton,Good,Cellucci,Yes,Yes,No,Better,Dole,No,Republican,HS grad,Catholic,50 to 75K,Conservative,18 to 64,No,State,Complete,East,30 to 44,40 to 49,Republican,40 to 49,0.92,Ethic/moral,Better,Unfavorable,Before that
22.0,62.0,60.0,Third call,18-24,White,Male,Bailey,Cellucci,Approve,Disapprove,Neither,Good,Cellucci,No,No,No,Same,Clinton,No,Republican,College grad,Jewish,30 to 50K,Moderate,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Republican,18 to 24,1.3319999999999999,Environment,Same,Favorable,Last week
22.0,62.0,61.0,Third call,50-59,White,Male,Reilly,Cellucci,Disapprove,Disapprove,Neither,Good,Neither,Yes,Yes,Yes,Same,Dole,No,Independent,No HS,Catholic,100K or more,Moderate,18 to 64,No,State,Complete,East,45 to 59,50 to 59,Independent/Other,50 to 64,0.997,Economy/jobs,Same,Unfavorable,Last month
22.0,62.0,62.0,Third call,40-44,White,Female,Reilly,Harschbarger,Approve,Disapprove,Neither,Good,Harshbarger,No,No,No,Better,Clinton,No,Democrat,Postgrad,Jewish,50 to 75K,Liberal,18 to 64,Yes,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,0.861,Education,Same,Unfavorable,Before that
22.0,62.0,63.0,Third call,60-64,White,Male,Reilly,Harschbarger,Disapprove,Disapprove,Neither,Excellent,Neither,No,No,No,Same,Clinton,Yes,Democrat,Postgrad,Something else,50 to 75K,Liberal,18 to 64,No,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.034,Ethic/moral,Same,Unfavorable,Before that
22.0,62.0,64.0,Third call,18-24,White,Female,Reilly,Other,Disapprove,Approve,Support Clinton,Good,Both,Yes,Yes,Yes,Worse,Clinton,No,Democrat,HS grad,None,15 to 30K,Liberal,18 to 64,No,State,Complete,East,18 to 29,18 to 24,Democrat,18 to 24,1.2610000000000001,Ethic/moral,Same,Unfavorable,Last week
22.0,62.0,65.0,Third call,45-49,Hispanic,Female,,Harschbarger,Approve,Disapprove,Support Clinton,Good,Harshbarger,No,No,No,Better,Clinton,,Independent,College grad,Catholic,50 to 75K,Moderate,18 to 64,No,State,Complete,East,45 to 59,40 to 49,Independent/Other,40 to 49,0.6829999999999999,Economy/jobs,,Favorable,Before that
22.0,65.0,1.0,First call,45-49,White,Female,Reilly,Cellucci,Approve,Approve,Neither,,,No,No,No,Better,Clinton,,Independent,HS grad,Catholic,50 to 75K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,1.178,,,Favorable,
22.0,65.0,2.0,First call,30-39,White,Male,,Cellucci,,,,,,No,No,No,Better,Clinton,,Independent,College grad,Catholic,,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,1.185,,,Favorable,
22.0,65.0,3.0,First call,50-59,White,Female,Reilly,Cellucci,Approve,Disapprove,Neither,,,No,No,Yes,Same,Perot,,Independent,Some college,Catholic,50 to 75K,Conservative,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Independent/Other,50 to 64,1.178,,,Unfavorable,
22.0,65.0,4.0,First call,45-49,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,,,No,No,No,Better,Clinton,,Democrat,Postgrad,None,75 to 100K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.02,,,Unfavorable,
22.0,65.0,5.0,First call,30-39,White,Male,Reilly,Harschbarger,Approve,Approve,Neither,,,No,No,No,Same,Perot,,Independent,Some college,Catholic,75 to 100K,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,1.02,,,Unfavorable,
22.0,65.0,6.0,First call,45-49,White,Male,Bailey,Harschbarger,Approve,,,,,,,,Same,,,Independent,,,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Independent/Other,40 to 49,0.9420000000000001,,,,
22.0,65.0,7.0,First call,50-59,White,Male,Reilly,Harschbarger,Approve,,,,,,,,Same,,,Democrat,,,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.02,,,,
22.0,65.0,8.0,First call,40-44,White,Female,Reilly,Harschbarger,Approve,,,,,,,,Same,,,Democrat,,,15 to 30K,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,0.988,,,,
22.0,65.0,9.0,First call,40-44,White,Male,Reilly,Harschbarger,Approve,,,,,,,,Better,,,Democrat,,,100K or more,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.02,,,,
22.0,65.0,10.0,First call,45-49,White,Male,Reilly,Cellucci,Approve,,,,,,,,Better,,,Democrat,,,100K or more,Conservative,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.217,,,,
22.0,65.0,11.0,First call,45-49,White,Female,Reilly,Harschbarger,Approve,,,,,,,,Better,,,Democrat,,,75 to 100K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,0.988,,,,
22.0,65.0,12.0,First call,30-39,White,Female,Reilly,Harschbarger,Approve,,,,,,,,Better,,,Democrat,,,50 to 75K,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,0.988,,,,
22.0,65.0,13.0,Second call,30-39,White,Female,Reilly,Cellucci,Disapprove,Approve,Oppose Clinton,,,Yes,Yes,,Same,Dole,,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Republican,30 to 39,1.178,,,Unfavorable,
22.0,65.0,14.0,Second call,40-44,Other,Female,Reilly,Cellucci,Approve,Disapprove,Neither,,,No,No,No,Same,Clinton,,Democrat,HS grad,Catholic,15 to 30K,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,Democrat,40 to 49,1.178,,,Unfavorable,
22.0,65.0,15.0,Second call,45-49,,Female,Reilly,Cellucci,,Approve,Neither,,,No,No,No,Same,Clinton,,Democrat,Some college,Jewish,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.178,,,Unfavorable,
22.0,65.0,16.0,Second call,45-49,White,Female,Bailey,Harschbarger,Approve,Disapprove,Neither,,,No,No,No,Same,Clinton,,Democrat,Some college,Other Christian,15 to 30K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,0.912,,,,
22.0,65.0,17.0,Second call,25-29,White,,Bailey,Cellucci,Disapprove,Approve,Neither,,,No,No,No,Same,Dole,,Democrat,HS grad,Catholic,50 to 75K,Conservative,18 to 64,,National,Complete,Boston area,18 to 29,25 to 29,Democrat,25 to 29,1.171,,,,
22.0,65.0,18.0,Second call,45-49,White,Male,Reilly,Cellucci,Approve,Disapprove,Neither,,,Yes,Yes,No,Same,Clinton,,Democrat,Some college,Catholic,30 to 50K,Conservative,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.217,,,,
22.0,65.0,19.0,Second call,30-39,,Female,Bailey,Cellucci,Approve,Approve,Neither,,,Yes,,,Same,Clinton,,,,,,,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,,30 to 39,1.088,,,,
22.0,65.0,20.0,Second call,45-49,White,Female,Reilly,Harschbarger,,Disapprove,Neither,,,No,,,Same,Clinton,,Democrat,,,15 to 30K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,0.988,,,,
22.0,65.0,21.0,Second call,40-44,White,Male,Reilly,Harschbarger,,,,,,,,,Better,,,,,,30 to 50K,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,,40 to 49,1.02,,,,
22.0,65.0,22.0,Second call,25-29,White,Female,Bailey,Harschbarger,Approve,,,,,,,,Same,,,Democrat,,,50 to 75K,Conservative,18 to 64,,National,Complete,Boston area,18 to 29,25 to 29,Democrat,25 to 29,0.9820000000000001,,,,
22.0,65.0,23.0,Second call,65 and over,White,Female,Bailey,Cellucci,Approve,,,,,,,,Same,,,Republican,,,30 to 50K,Moderate,65 and over,,National,Complete,Boston area,60 and over,60 and over,Republican,65 and over,1.596,,,,
22.0,65.0,24.0,Second call,45-49,White,Male,Reilly,Harschbarger,Approve,,,,,,,,Same,,,,,,15 to 30K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,,40 to 49,1.02,,,,
22.0,65.0,25.0,Second call,45-49,White,Male,Reilly,Cellucci,Approve,,,,,,,,Same,,,Democrat,,,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,1.217,,,,
22.0,65.0,26.0,Second call,45-49,White,Female,Reilly,Harschbarger,,,,,,,,,Same,,,,,,15 to 30K,,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,,40 to 49,0.988,,,,
22.0,65.0,27.0,Second call,30-39,White,Male,Reilly,Cellucci,,,,,,,,,Same,,,,,,15 to 30K,Conservative,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,,30 to 39,1.217,,,,
22.0,65.0,28.0,Third call,30-39,White,Female,Reilly,Harschbarger,Approve,Disapprove,,,,No,No,No,Same,Clinton,,Democrat,No HS,Jewish,30 to 50K,Liberal,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,0.988,,,Unfavorable,
22.0,65.0,29.0,Third call,40-44,White,Female,Reilly,Cellucci,Disapprove,Approve,Oppose Clinton,,,Yes,Yes,,Same,Dole,,Independent,College grad,Catholic,,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,40 to 49,Independent/Other,40 to 49,1.178,,,Unfavorable,
22.0,65.0,30.0,Third call,45-49,Hispanic,Male,Bailey,Cellucci,Disapprove,Disapprove,Neither,,,No,No,No,Same,Clinton,,Democrat,HS grad,Catholic,15 to 30K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,0.7920000000000001,,,,
22.0,65.0,31.0,Third call,50-59,White,Male,Bailey,Cellucci,,Disapprove,Neither,,,No,No,Yes,Same,Dole,,Republican,Some college,Other Christian,30 to 50K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Republican,50 to 64,1.124,,,,
22.0,65.0,32.0,Third call,30-39,Black,Male,Bailey,Other,Disapprove,,Neither,,,No,,No,Same,Clinton,,Democrat,College grad,Other Christian,30 to 50K,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Democrat,30 to 39,0.6769999999999999,,,,
22.0,65.0,33.0,Third call,30-39,White,Male,Bailey,Harschbarger,Disapprove,Disapprove,Neither,,,No,No,No,Same,Perot,,Independent,HS grad,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,0.9420000000000001,,,,
22.0,65.0,34.0,Third call,45-49,Black,Female,Bailey,Cellucci,Disapprove,Disapprove,Neither,,,,No,No,Same,Perot,,Democrat,College grad,Catholic,15 to 30K,Liberal,18 to 64,,National,Complete,Boston area,45 to 59,40 to 49,Democrat,40 to 49,0.767,,,Unfavorable,
22.0,65.0,35.0,Third call,50-59,White,Male,Reilly,Harschbarger,Approve,Disapprove,Neither,,,No,No,Yes,Same,Clinton,,Democrat,Some college,Catholic,50 to 75K,Moderate,18 to 64,,National,Complete,Boston area,45 to 59,50 to 59,Democrat,50 to 64,1.02,,,Favorable,
22.0,65.0,36.0,Third call,30-39,White,Female,Reilly,Cellucci,Approve,,,,,,,,Better,,,Independent,,,100K or more,Conservative,18 to 64,,National,Complete,Boston area,30 to 44,30 to 39,Independent/Other,30 to 39,1.178,,,,
