State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
51.0,18.0,45.0,Third call,25-29,White,Female,Vinich,Cubin,Approve,Disapprove,Oppose Clinton,No,Yes,No,Better,Did Not Vote,Something else,Under 15K,Liberal,18 to 64,State,South,18 to 29,25 to 29,Independent/Other,25 to 29,1.4220000000000002
51.0,18.0,46.0,Third call,30-39,White,Male,Geringer,Cubin,,Approve,,,Yes,,,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.419
51.0,18.0,47.0,Third call,30-39,White,Female,Vinich,Farris,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.014
51.0,18.0,48.0,Third call,30-39,White,Female,Geringer,Cubin,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,Under 15K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.264
51.0,18.0,49.0,Third call,60-64,White,Male,,Farris,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,30 to 50K,,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.4220000000000002
51.0,18.0,50.0,Third call,18-24,White,Female,Geringer,Farris,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Same,Dole,Independent,Under 15K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.223
51.0,18.0,51.0,Third call,45-49,,Female,Vinich,Farris,,Approve,Support Clinton,No,No,No,Better,Clinton,Republican,15 to 30K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.014
51.0,18.0,52.0,Third call,50-59,Black,Male,Vinich,Cubin,Approve,Disapprove,Neither,No,No,Yes,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.9500000000000001
51.0,18.0,53.0,Third call,50-59,White,Female,Vinich,Farris,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Liberal,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.014
51.0,18.0,54.0,Third call,18-24,White,Female,Vinich,Farris,Approve,Disapprove,Oppose Clinton,No,No,Yes,Better,Dole,Something else,Under 15K,Moderate,18 to 64,State,South,18 to 29,18 to 24,Independent/Other,18 to 24,1.18
51.0,18.0,55.0,Third call,45-49,White,Male,Geringer,Farris,Approve,Approve,Support Clinton,No,No,Yes,Worse,Perot,Republican,,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.177
51.0,18.0,56.0,Third call,30-39,White,Male,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,No,,Better,Dole,Democrat,,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.367
51.0,18.0,57.0,Third call,45-49,White,Female,Vinich,Cubin,Disapprove,Disapprove,Neither,No,No,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.219
51.0,18.0,58.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,No,No,Better,Perot,Independent,Under 15K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.264
51.0,18.0,59.0,Third call,25-29,White,Male,Geringer,Cubin,Disapprove,Disapprove,,Yes,No,,Worse,Perot,Independent,15 to 30K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Independent/Other,25 to 29,1.651
51.0,18.0,60.0,Third call,18-24,White,Female,Vinich,Farris,Disapprove,Approve,Oppose Clinton,No,Yes,No,Better,Dole,Democrat,30 to 50K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,1.18
51.0,18.0,61.0,Third call,25-29,White,Female,Geringer,Farris,Disapprove,Disapprove,,,No,No,Better,Perot,Democrat,,Moderate,18 to 64,State,South,18 to 29,25 to 29,Democrat,25 to 29,1.223
51.0,23.0,1.0,First call,65 and over,White,Male,Geringer,Cubin,Approve,Approve,Neither,No,No,Yes,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.623
51.0,23.0,2.0,First call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.301
51.0,23.0,3.0,First call,50-59,White,Male,Geringer,Cubin,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Independent,Under 15K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.337
51.0,23.0,4.0,First call,60-64,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,1.301
51.0,23.0,5.0,First call,40-44,White,Female,Geringer,Cubin,Approve,Disapprove,Neither,No,No,No,Better,Perot,Republican,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,1.193
51.0,23.0,6.0,First call,30-39,White,Female,Other,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.3679999999999999
51.0,23.0,7.0,First call,50-59,White,Female,Vinich,Farris,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.9580000000000001
51.0,23.0,8.0,First call,50-59,White,,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Perot,Democrat,30 to 50K,Liberal,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.073
51.0,23.0,9.0,First call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.9580000000000001
51.0,23.0,10.0,First call,65 and over,White,Male,Vinich,Other,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.759
51.0,23.0,11.0,First call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.193
51.0,23.0,12.0,First call,50-59,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Independent,15 to 30K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.152
51.0,23.0,13.0,First call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.301
51.0,23.0,14.0,First call,60-64,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.623
51.0,23.0,15.0,First call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.073
51.0,23.0,16.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.337
51.0,23.0,17.0,First call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,No,Yes,Better,Did Not Vote,Independent,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.193
51.0,23.0,18.0,First call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.193
51.0,23.0,19.0,Second call,45-49,White,Male,Vinich,Farris,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.073
51.0,23.0,20.0,Second call,45-49,Hispanic,Female,Vinich,Farris,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.6649999999999999
51.0,23.0,21.0,Second call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.623
51.0,23.0,22.0,Second call,25-29,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Did Not Vote,Republican,50 to 75K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.558
51.0,23.0,23.0,Second call,25-29,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Did Not Vote,Republican,30 to 50K,Liberal,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.392
51.0,23.0,24.0,Second call,45-49,White,Male,Vinich,Farris,Approve,Disapprove,,No,No,No,Worse,Other,Democrat,Under 15K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.073
51.0,23.0,25.0,Second call,50-59,,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.337
51.0,23.0,26.0,Second call,40-44,White,Female,Vinich,Other,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.293
51.0,23.0,27.0,Second call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.9580000000000001
51.0,23.0,28.0,Second call,65 and over,White,Male,Vinich,Farris,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.301
51.0,23.0,29.0,Second call,65 and over,White,Female,Vinich,Cubin,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.4
51.0,23.0,30.0,Second call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.449
51.0,23.0,31.0,Second call,65 and over,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Republican,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.301
51.0,23.0,32.0,Second call,65 and over,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.162
51.0,23.0,33.0,Second call,45-49,White,Male,Other,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.535
51.0,23.0,34.0,Second call,40-44,White,Female,Vinich,Farris,,,Neither,,,,Worse,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.9580000000000001
51.0,23.0,35.0,Second call,30-39,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Dole,Democrat,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.073
51.0,23.0,36.0,Second call,60-64,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,,,75 to 100K,Moderate,18 to 64,State,South,60 and over,60 and over,,50 to 64,1.623
51.0,23.0,37.0,Second call,30-39,White,Female,Vinich,Farris,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.9580000000000001
51.0,23.0,38.0,Third call,,White,Female,Vinich,Cubin,Disapprove,,,Yes,Yes,,Same,,Democrat,,,,State,South,,,Democrat,,1.152
51.0,23.0,39.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,0.9580000000000001
51.0,23.0,40.0,Third call,30-39,White,Female,Vinich,Farris,,,Neither,No,Yes,No,Same,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.9580000000000001
51.0,23.0,41.0,Third call,18-24,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.392
51.0,23.0,42.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,,Yes,Yes,,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.193
51.0,23.0,43.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,,Oppose Clinton,Yes,Yes,,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.337
51.0,23.0,44.0,Third call,50-59,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.193
51.0,23.0,45.0,Third call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.449
51.0,23.0,46.0,Third call,30-39,White,Female,Vinich,,Approve,Disapprove,Support Clinton,No,No,No,Same,Other,Democrat,15 to 30K,Liberal,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,1.072
51.0,23.0,47.0,Third call,30-39,White,Female,Geringer,Cubin,,,Neither,Yes,Yes,,Better,Dole,Independent,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.193
51.0,23.0,48.0,Third call,45-49,White,Female,Vinich,Farris,,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.9580000000000001
51.0,23.0,49.0,Third call,45-49,White,Female,Vinich,Cubin,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Republican,15 to 30K,Liberal,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.152
51.0,23.0,50.0,Third call,45-49,White,Female,Vinich,Farris,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Independent,30 to 50K,,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.9580000000000001
51.0,23.0,51.0,Third call,50-59,White,Male,Vinich,Farris,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.073
51.0,23.0,52.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,1.193
51.0,23.0,53.0,Third call,,White,Female,Geringer,Cubin,Disapprove,Disapprove,,,,,,Clinton,,,,,State,South,,,,,1.193
51.0,23.0,54.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Perot,Independent,Under 15K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.193
51.0,23.0,55.0,Third call,45-49,White,Female,Geringer,Farris,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.99
51.0,23.0,56.0,Third call,45-49,White,Male,Vinich,Farris,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,1.073
51.0,23.0,57.0,Third call,30-39,White,Male,Vinich,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.29
51.0,23.0,58.0,Third call,30-39,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.193
51.0,23.0,59.0,Third call,50-59,White,Female,Vinich,Farris,Approve,Disapprove,Neither,,Yes,Yes,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.9580000000000001
51.0,23.0,60.0,Third call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,1.337
51.0,23.0,61.0,Third call,30-39,White,Male,,Other,Disapprove,Approve,Neither,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,1.494
51.0,23.0,62.0,Third call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.337
51.0,28.0,1.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Liberal,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.9720000000000001
51.0,28.0,2.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,3.0,First call,30-39,White,Male,Vinich,,Disapprove,Disapprove,Neither,,Yes,Yes,Same,Perot,Republican,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.873
51.0,28.0,4.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,5.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Clinton,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.9720000000000001
51.0,28.0,6.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,7.0,First call,25-29,White,Male,,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Perot,Republican,Under 15K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.126
51.0,28.0,8.0,First call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,,Worse,Perot,Republican,50 to 75K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,9.0,First call,65 and over,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Conservative,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.179
51.0,28.0,10.0,First call,30-39,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.9720000000000001
51.0,28.0,11.0,First call,30-39,White,Female,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Did Not Vote,Republican,30 to 50K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.867
51.0,28.0,12.0,First call,60-64,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,Under 15K,Conservative,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,1.051
51.0,28.0,13.0,First call,30-39,White,Female,Geringer,Cubin,Disapprove,,Neither,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.867
51.0,28.0,14.0,First call,40-44,White,Female,Other,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.996
51.0,28.0,15.0,First call,40-44,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,No,No,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,16.0,First call,65 and over,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Perot,Independent,Under 15K,Conservative,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.051
51.0,28.0,17.0,First call,25-29,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Did Not Vote,Republican,15 to 30K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,1.009
51.0,28.0,18.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,19.0,Second call,65 and over,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,,,Yes,Same,Dole,Independent,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,1.051
51.0,28.0,20.0,Second call,60-64,White,Male,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,,Republican,,Moderate,18 to 64,State,South,60 and over,60 and over,Republican,50 to 64,1.179
51.0,28.0,21.0,Second call,65 and over,White,Male,Geringer,Cubin,Approve,,Neither,No,No,Yes,Worse,Dole,Republican,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,1.179
51.0,28.0,22.0,Second call,45-49,White,Female,,Cubin,Approve,Approve,Neither,No,No,No,Worse,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.8620000000000001
51.0,28.0,23.0,Second call,25-29,Black,Male,Geringer,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Perot,Independent,15 to 30K,Conservative,18 to 64,State,South,18 to 29,25 to 29,Independent/Other,25 to 29,0.786
51.0,28.0,24.0,Second call,40-44,White,Female,Geringer,Farris,Disapprove,Disapprove,Neither,No,No,No,Worse,Did Not Vote,Republican,Under 15K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.721
51.0,28.0,25.0,Second call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,,Republican,,,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,26.0,Second call,18-24,White,Female,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,South,18 to 29,18 to 24,Republican,18 to 24,1.009
51.0,28.0,27.0,Second call,40-44,White,Male,Geringer,Farris,Approve,Disapprove,Neither,No,No,No,Same,Dole,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,0.807
51.0,28.0,28.0,Second call,50-59,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,30 to 50K,Conservative,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,0.9720000000000001
51.0,28.0,29.0,Second call,30-39,White,Female,Vinich,Cubin,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.8360000000000001
51.0,28.0,30.0,Second call,65 and over,Black,Male,Geringer,Farris,Approve,Disapprove,Oppose Clinton,No,No,No,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,0.6799999999999999
51.0,28.0,31.0,Second call,50-59,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Dole,Independent,,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.867
51.0,28.0,32.0,Third call,45-49,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.867
51.0,28.0,33.0,Third call,30-39,White,Female,Vinich,,Disapprove,,,,Yes,,Same,,,15 to 30K,,18 to 64,State,South,30 to 44,30 to 39,,30 to 39,0.778
51.0,28.0,34.0,Third call,45-49,White,Male,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,,Conservative,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,0.9720000000000001
51.0,28.0,35.0,Third call,18-24,White,Female,Geringer,Cubin,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Perot,Democrat,30 to 50K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,1.009
51.0,28.0,36.0,Third call,50-59,White,,Geringer,Cubin,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Did Not Vote,Something else,,Conservative,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.867
51.0,28.0,37.0,Third call,40-44,White,Female,Geringer,Cubin,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,,Conservative,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,0.867
