V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39
1.0,0.0,G,6.0,27.0,35.0,Third call,1.0,25-29,White,Female,Lamm,Schoettler,More,No,Disapprove,,White,,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.8220000000000001,Abortion
1.0,0.0,G,6.0,27.0,36.0,Third call,1.0,18-24,White,Male,Lamm,Schoettler,More,,Disapprove,Disapprove,White,Neither,No,No,No,No,Same,Other,Independent,Some college,Under 15K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.799,Environment
1.0,0.0,G,6.0,27.0,37.0,Third call,1.0,45-49,White,Male,Lamm,Schoettler,Less,No,Disapprove,Disapprove,White,Support Clinton,No,No,No,No,Better,Perot,Independent,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Independent/Other,40 to 49,0.768,Social Security
1.0,0.0,G,6.0,27.0,38.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.8140000000000001,Abortion
1.0,0.0,G,6.0,27.0,39.0,Third call,1.0,40-44,White,Male,,Owens,Less,No,Disapprove,Disapprove,White,Neither,Yes,Yes,Yes,No,Better,Other,Something else,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.59,Education
1.0,0.0,G,6.0,27.0,40.0,Third call,1.0,25-29,White,Female,Campbell,Owens,More,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Same,Dole,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Republican,25 to 29,0.618,Abortion
1.0,0.0,G,6.0,27.0,41.0,Third call,1.0,18-24,White,Female,Campbell,,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Other,Republican,Some college,100K or more,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Republican,18 to 24,0.713,Environment
1.0,0.0,G,6.0,27.0,42.0,Third call,1.0,18-24,Other,Male,Lamm,Owens,Less,No,Approve,Disapprove,Other,Neither,No,No,No,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Republican,18 to 24,0.656,Taxes
1.0,0.0,G,6.0,27.0,43.0,Third call,1.0,50-59,White,Male,Other,Schoettler,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.473,Education
1.0,0.0,G,6.0,27.0,44.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.578,Clin/Lwnsky
1.0,0.0,G,6.0,27.0,45.0,Third call,1.0,18-24,White,Male,Campbell,Owens,More,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Better,Did not vote,Independent,Some college,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.602,Environment
1.0,0.0,G,6.0,27.0,46.0,Third call,1.0,18-24,White,Male,Campbell,Owens,Less,No,Approve,Disapprove,White,Neither,No,,,,Better,Other,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.602,Taxes
1.0,0.0,G,6.0,27.0,47.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.79,Environment
1.0,0.0,G,6.0,27.0,48.0,Third call,1.0,50-59,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.768,Abortion
1.0,0.0,G,6.0,27.0,49.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Worse,Clinton,Democrat,Postgrad,Under 15K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.79,
1.0,0.0,G,6.0,27.0,50.0,Third call,1.0,30-39,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Did not vote,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.768,Environment
1.0,0.0,G,6.0,27.0,51.0,Third call,1.0,30-39,White,Male,Lamm,Schoettler,Less,No,Approve,,White,Support Clinton,No,No,No,No,Same,Did not vote,Independent,Postgrad,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.768,Education
1.0,0.0,G,6.0,27.0,52.0,Third call,1.0,18-24,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Better,Did not vote,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Independent/Other,18 to 24,0.799,Abortion
1.0,0.0,G,6.0,27.0,53.0,Third call,1.0,30-39,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.768,Environment
1.0,0.0,G,6.0,27.0,54.0,Third call,1.0,40-44,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.768,
1.0,0.0,G,6.0,27.0,55.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.6349999999999999,Clin/Lwnsky
1.0,0.0,G,6.0,33.0,1.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,Yes,No,No,No,Same,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.7189999999999999,Education
1.0,0.0,G,6.0,33.0,2.0,First call,1.0,50-59,White,Male,Lamm,Owens,Less,No,Approve,Approve,White,Neither,Yes,No,Yes,No,Better,Clinton,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Independent/Other,50 to 64,0.59,Health Care
1.0,0.0,G,6.0,33.0,3.0,First call,1.0,45-49,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,No,Yes,Yes,Better,Perot,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Independent/Other,40 to 49,0.554,Environment
1.0,0.0,G,6.0,33.0,4.0,First call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.577,Taxes
1.0,0.0,G,6.0,33.0,5.0,First call,1.0,25-29,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Approve,Hispanic,Neither,Yes,No,No,Yes,Better,Did not vote,Republican,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Republican,25 to 29,0.646,Education
1.0,0.0,G,6.0,33.0,6.0,First call,1.0,25-29,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.767,Health Care
1.0,0.0,G,6.0,33.0,7.0,First call,1.0,25-29,White,Female,Campbell,Schoettler,More,No,Approve,Disapprove,White,Neither,No,Yes,No,No,Same,Did not vote,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.75,Taxes
1.0,0.0,G,6.0,33.0,8.0,First call,1.0,30-39,White,Female,Lamm,Schoettler,,No,Disapprove,Approve,White,Neither,No,No,Yes,No,Better,Clinton,Democrat,Postgrad,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.7349999999999999,
1.0,0.0,G,6.0,33.0,9.0,First call,1.0,30-39,Hispanic,Female,Lamm,Schoettler,More,Yes,Approve,Approve,Other,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.638,Education
1.0,0.0,G,6.0,33.0,10.0,First call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Approve,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.7349999999999999,Education
1.0,0.0,G,6.0,33.0,11.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.767,
1.0,0.0,G,6.0,33.0,12.0,First call,1.0,40-44,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Approve,Hispanic,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.621,Health Care
1.0,0.0,G,6.0,33.0,13.0,First call,1.0,30-39,White,Female,Campbell,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.674,Education
1.0,0.0,G,6.0,33.0,14.0,Second call,1.0,30-39,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.7349999999999999,Abortion
1.0,0.0,G,6.0,33.0,15.0,Second call,1.0,30-39,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Republican,30 to 39,0.554,Education
1.0,0.0,G,6.0,33.0,16.0,Second call,1.0,18-24,White,Male,Campbell,Owens,More,No,Disapprove,Approve,White,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Republican,18 to 24,0.562,Abortion
1.0,0.0,G,6.0,33.0,17.0,Second call,1.0,50-59,White,Male,Campbell,Schoettler,,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,Yes,Better,Other,Republican,College grad,,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.6749999999999999,Education
1.0,0.0,G,6.0,33.0,18.0,Second call,1.0,60-64,Black,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,Black,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Independent,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,60 and over,60 and over,Independent/Other,50 to 64,0.7,Social Security
1.0,0.0,G,6.0,33.0,19.0,Second call,1.0,25-29,White,Female,Lamm,Schoettler,More,No,Disapprove,Approve,White,Neither,No,No,Yes,,Better,Did not vote,Democrat,Some college,100K or more,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.767,
1.0,0.0,G,6.0,33.0,20.0,Second call,1.0,40-44,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.7349999999999999,Education
1.0,0.0,G,6.0,33.0,21.0,Second call,1.0,40-44,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Independent,Some college,Under 15K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.7349999999999999,Education
1.0,0.0,G,6.0,33.0,22.0,Second call,1.0,25-29,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.767,Education
1.0,0.0,G,6.0,33.0,23.0,Second call,1.0,25-29,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Disapprove,Hispanic,,No,No,No,Yes,Better,Did not vote,,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,,25 to 29,0.646,Education
1.0,0.0,G,6.0,33.0,24.0,Third call,1.0,30-39,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Approve,Hispanic,Neither,No,No,No,No,Same,Clinton,Democrat,No HS,50 to 75K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.621,Education
1.0,0.0,G,6.0,33.0,25.0,Third call,1.0,40-44,Hispanic,Male,Other,,More,Yes,Disapprove,Disapprove,Hispanic,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Perot,Something else,No HS,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Independent/Other,40 to 49,0.363,Abortion
1.0,0.0,G,6.0,33.0,26.0,Third call,1.0,30-39,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Neither,No,Yes,Yes,,Better,Dole,Something else,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.554,Education
1.0,0.0,G,6.0,33.0,27.0,Third call,1.0,40-44,White,Male,Campbell,Schoettler,,No,Disapprove,Approve,White,Neither,No,Yes,Yes,No,Better,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.6569999999999999,Abortion
1.0,0.0,G,6.0,33.0,28.0,Third call,1.0,30-39,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.621,Health Care
1.0,0.0,G,6.0,33.0,29.0,Third call,1.0,50-59,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.7349999999999999,Health Care
1.0,0.0,G,6.0,33.0,30.0,Third call,1.0,45-49,Hispanic,Female,Lamm,Schoettler,More,Yes,Approve,Disapprove,Hispanic,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.638,Taxes
1.0,0.0,G,6.0,33.0,31.0,Third call,1.0,40-44,White,Male,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,,Better,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.7189999999999999,Education
1.0,0.0,G,6.0,33.0,32.0,Third call,1.0,30-39,White,Male,Campbell,Owens,More,No,Approve,Approve,White,Neither,No,No,Yes,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.5389999999999999,Education
1.0,0.0,G,6.0,33.0,33.0,Third call,1.0,30-39,Other,Male,Campbell,Owens,Less,No,Approve,Approve,Other,Oppose Clinton,Yes,No,Yes,,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.5549999999999999,Taxes
1.0,0.0,G,6.0,33.0,34.0,Third call,1.0,40-44,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.7349999999999999,Abortion
1.0,0.0,G,6.0,33.0,35.0,Third call,1.0,45-49,Hispanic,Male,Lamm,Schoettler,More,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.662,Education
1.0,0.0,G,6.0,33.0,36.0,Third call,1.0,25-29,White,Female,Lamm,Schoettler,,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,0.767,Clin/Lwnsky
1.0,0.0,G,6.0,33.0,37.0,Third call,1.0,50-59,White,Female,Campbell,Owens,Less,,Disapprove,Approve,White,Oppose Clinton,No,Yes,Yes,,Same,Did not vote,Republican,No HS,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.591,
1.0,0.0,G,6.0,33.0,38.0,Third call,1.0,30-39,Hispanic,Female,Campbell,Schoettler,Less,Yes,Approve,Disapprove,Hispanic,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.625,
1.0,0.0,G,6.0,33.0,39.0,Third call,1.0,45-49,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.7349999999999999,Abortion
1.0,0.0,G,6.0,33.0,40.0,Third call,1.0,25-29,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,No,No,Yes,Better,Other,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Republican,25 to 29,0.562,Education
1.0,0.0,G,6.0,33.0,41.0,Third call,1.0,40-44,Hispanic,Male,Campbell,Owens,Less,Yes,Disapprove,Disapprove,Hispanic,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.466,Education
1.0,0.0,G,6.0,33.0,42.0,Third call,1.0,25-29,Hispanic,Female,Other,Other,Less,Yes,Approve,Disapprove,Other,Neither,No,No,No,Yes,Same,Clinton,Independent,No HS,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.973,Abortion
1.0,0.0,G,6.0,33.0,43.0,Third call,1.0,30-39,White,Male,Campbell,Schoettler,,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.6569999999999999,Environment
1.0,0.0,G,6.0,33.0,44.0,Third call,1.0,25-29,White,Female,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,Yes,No,Better,Did not vote,Independent,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.8200000000000001,Taxes
1.0,0.0,G,6.0,33.0,45.0,Third call,1.0,30-39,White,Male,Campbell,Owens,Less,No,Approve,Approve,White,Neither,No,No,Yes,Yes,Better,Perot,Something else,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.5389999999999999,Environment
1.0,0.0,G,6.0,33.0,46.0,Third call,1.0,30-39,White,Female,Lamm,Schoettler,Less,No,Approve,Approve,White,Neither,No,No,No,No,Better,Dole,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Democrat,30 to 39,0.7349999999999999,
1.0,0.0,G,6.0,33.0,47.0,Third call,1.0,25-29,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Worse,Clinton,Independent,Postgrad,Under 15K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Independent/Other,25 to 29,0.7469999999999999,Health Care
1.0,0.0,G,6.0,33.0,48.0,Third call,1.0,18-24,White,Female,Lamm,Schoettler,More,No,Approve,Approve,White,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,Complete,Denver/Boulder,18 to 29,18 to 24,Democrat,18 to 24,0.767,Education
1.0,0.0,G,6.0,33.0,49.0,Third call,1.0,45-49,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Better,Perot,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.7349999999999999,Education
1.0,0.0,G,6.0,34.0,1.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Independent/Other,40 to 49,0.975,Environment
1.0,0.0,G,6.0,34.0,2.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Oppose Clinton,No,No,No,Yes,Same,Dole,Democrat,Postgrad,30 to 50K,Conservative,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.977,Education
1.0,0.0,G,6.0,34.0,3.0,First call,1.0,45-49,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.9500000000000001,Education
1.0,0.0,G,6.0,34.0,4.0,First call,1.0,50-59,White,Male,Campbell,Owens,Less,No,Disapprove,Approve,White,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,,100K or more,Conservative,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.766,
1.0,0.0,G,6.0,34.0,5.0,First call,1.0,,White,Female,Lamm,,More,,,,White,Neither,,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Conservative,,State,Complete,Denver/Boulder,,,Republican,,0.9500000000000001,Education
1.0,0.0,G,6.0,34.0,6.0,First call,1.0,40-44,White,Female,Campbell,Owens,Less,No,Disapprove,Disapprove,White,Oppose Clinton,No,Yes,Yes,Yes,Same,Clinton,Republican,College grad,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Republican,40 to 49,0.786,Abortion
1.0,0.0,G,6.0,34.0,7.0,First call,1.0,25-29,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,1.015,Abortion
1.0,0.0,G,6.0,34.0,8.0,First call,1.0,45-49,White,Male,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Neither,No,No,No,No,Better,Clinton,Independent,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Independent/Other,40 to 49,0.9500000000000001,Abortion
1.0,0.0,G,6.0,34.0,9.0,First call,1.0,30-39,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,30 to 44,30 to 39,Independent/Other,30 to 39,0.9500000000000001,Education
1.0,0.0,G,6.0,34.0,10.0,First call,1.0,50-59,White,Male,Lamm,Schoettler,More,No,Approve,Disapprove,White,Neither,No,No,Yes,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001,Social Security
1.0,0.0,G,6.0,34.0,11.0,First call,1.0,45-49,White,Female,Lamm,Schoettler,Less,No,Approve,Disapprove,White,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,100K or more,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,40 to 49,Democrat,40 to 49,0.975,Education
1.0,0.0,G,6.0,34.0,12.0,First call,1.0,25-29,White,Female,Lamm,Schoettler,More,No,Approve,Disapprove,White,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,1.015,Abortion
1.0,0.0,G,6.0,34.0,13.0,First call,1.0,40-44,White,Female,Lamm,Schoettler,More,No,Disapprove,Approve,White,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Complete,Denver/Boulder,30 to 44,40 to 49,Democrat,40 to 49,0.975,
1.0,0.0,G,6.0,34.0,14.0,First call,1.0,50-59,White,Female,Campbell,Owens,Less,No,Disapprove,Approve,White,Oppose Clinton,No,No,Yes,Yes,Same,Dole,Republican,College grad,,Moderate,18 to 64,State,Complete,Denver/Boulder,45 to 59,50 to 59,Republican,50 to 64,0.736,Clin/Lwnsky
1.0,0.0,G,6.0,34.0,15.0,First call,1.0,25-29,White,Female,Lamm,Schoettler,,No,,,White,Neither,No,,,,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Denver/Boulder,18 to 29,25 to 29,Democrat,25 to 29,1.015,Abortion
