State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,State lottery,Beasley: Personal life,Reason for Cong Vote,Religious Right,Hollings: Too long?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Video Poker,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Governor issues,Clinton as person
41.0,49.0,15.0,Third call,18-24,Asian,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Same,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,18 to 24,Democrat,18 to 24,0.201,Education,Education,Favorable
41.0,49.0,16.0,Third call,25-29,Other,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.201,Economy/jobs,Economy/jobs,Favorable
41.0,49.0,17.0,Third call,60-64,Black,Female,Inglis,Hodges,Approve,Approve,Oppose,,Support Clinton,Yes,Yes,No,Yes,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Democrat,50 to 64,0.217,Social Security,Education,
41.0,49.0,18.0,Third call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Something else,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,0.184,,Education,
41.0,49.0,19.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Support Clinton,,,No,Yes,,Same,Clinton,Independent,HS grad,,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.179,,Moral/ethic,
41.0,49.0,20.0,Third call,65 and over,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,0.245,Economy/jobs,Education,Favorable
41.0,49.0,21.0,Third call,40-44,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Same,Clinton,Democrat,College grad,100K or more,,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.179,Taxes,Economy/jobs,Favorable
41.0,49.0,22.0,Third call,40-44,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.179,Education,Education,Favorable
41.0,49.0,23.0,Third call,30-39,Black,Female,Hollings,Beasley,Approve,Approve,Favor,One factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.177,Social Security,State taxes,Favorable
41.0,49.0,24.0,Third call,40-44,Black,Female,Hollings,Hodges,Disapprove,Approve,Oppose,Not a factor,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.179,Health Care,Moral/ethic,Unfavorable
41.0,49.0,25.0,Third call,30-39,Black,Female,Inglis,Hodges,Approve,Approve,Oppose,One factor,Support Clinton,No,No,Yes,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.16,Health Care,State taxes,Favorable
41.0,49.0,26.0,Third call,45-49,Black,,,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Democrat,40 to 49,0.175,Economy/jobs,Economy/jobs,Favorable
41.0,49.0,27.0,Third call,25-29,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.188,Education,Education,Favorable
41.0,49.0,28.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Support Clinton,Yes,No,No,No,No,Same,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.179,Economy/jobs,Education,Favorable
41.0,49.0,29.0,Third call,40-44,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Democrat,40 to 49,0.184,Taxes,Education,Favorable
41.0,49.0,30.0,Third call,30-39,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Worse,Clinton,Democrat,College grad,15 to 30K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.179,Economy/jobs,Economy/jobs,Favorable
41.0,49.0,31.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,No,No,No,No,Better,Clinton,Something else,College grad,15 to 30K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,0.182,Education,Education,Favorable
41.0,49.0,32.0,Third call,25-29,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Did not vote,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,0.182,,Education,Favorable
41.0,51.0,1.0,First call,30-39,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Most important,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,1.124,Health Care,Economy/jobs,Unfavorable
41.0,51.0,2.0,First call,30-39,White,Male,Inglis,Beasley,,,,One factor,,,No,,,,,,,,,,18 to 64,,State,Not complete,Swing counties,30 to 44,30 to 39,,30 to 39,1.014,,Gambling,
41.0,51.0,3.0,First call,25-29,White,Female,Hollings,Beasley,Disapprove,Disapprove,Favor,Not a factor,Neither,No,No,Yes,Yes,Yes,Better,Dole,Something else,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,1.1280000000000001,Education,Education,Unfavorable
41.0,51.0,4.0,First call,40-44,Other,Male,Inglis,Beasley,Disapprove,Approve,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,No,Better,Dole,Independent,College grad,100K or more,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Independent/Other,40 to 49,1.014,,,Unfavorable
41.0,51.0,5.0,First call,25-29,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Democrat,25 to 29,1.065,Economy/jobs,Economy/jobs,Favorable
41.0,51.0,6.0,First call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,Yes,No,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.986,Economy/jobs,Moral/ethic,Unfavorable
41.0,51.0,7.0,First call,40-44,White,Male,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,No,No,No,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,1.028,Education,State taxes,Unfavorable
41.0,51.0,8.0,First call,45-49,White,Female,Inglis,Hodges,Disapprove,,Favor,Most important,Neither,No,Yes,No,Yes,Yes,Same,Dole,Something else,,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,0.999,Taxes,Gambling,Unfavorable
41.0,51.0,9.0,First call,25-29,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Support Clinton,No,Yes,No,No,No,Better,Clinton,Something else,College grad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Swing counties,18 to 29,25 to 29,Independent/Other,25 to 29,1.143,Taxes,Gambling,Favorable
41.0,51.0,10.0,Second call,30-39,White,Female,Hollings,Hodges,Approve,Disapprove,Favor,,Support Clinton,Yes,No,No,No,Yes,Better,Did not vote,Independent,,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,1.124,Health Care,Gambling,Favorable
41.0,51.0,11.0,Second call,30-39,White,Male,Inglis,Beasley,Approve,Disapprove,Oppose,One factor,Neither,Yes,Yes,No,No,No,Same,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.014,Economy/jobs,Moral/ethic,Favorable
41.0,51.0,12.0,Second call,18-24,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,Yes,No,No,No,Yes,Better,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,18 to 24,Republican,18 to 24,1.032,,,Unfavorable
41.0,51.0,13.0,Second call,25-29,White,Female,Hollings,Beasley,Disapprove,Approve,Oppose,Not a factor,Neither,No,Yes,No,No,No,Better,Dole,Republican,Postgrad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,Republican,25 to 29,1.1280000000000001,Education,Education,Unfavorable
41.0,51.0,14.0,Second call,30-39,White,Male,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Same,Clinton,Republican,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.028,Social Security,Confederate flag,Favorable
41.0,51.0,15.0,Second call,45-49,White,Female,Inglis,,Disapprove,,Oppose,,,Yes,Yes,Yes,,,Same,Other,Republican,HS grad,15 to 30K,,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.986,Education,,Unfavorable
41.0,51.0,16.0,Second call,30-39,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,1.014,Taxes,Moral/ethic,Unfavorable
41.0,51.0,17.0,Second call,50-59,White,Male,Hollings,Beasley,Disapprove,Disapprove,Favor,Not a factor,Neither,Yes,,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,1.141,Education,State taxes,Unfavorable
41.0,51.0,18.0,Second call,45-49,White,Male,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,Yes,No,Worse,Other,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,1.028,Social Security,Education,Unfavorable
41.0,51.0,19.0,Second call,25-29,White,Female,,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,Yes,No,No,No,Better,Did not vote,,HS grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,18 to 29,25 to 29,,25 to 29,1.087,,Moral/ethic,
41.0,51.0,20.0,Second call,65 and over,White,Female,Hollings,Beasley,Approve,Disapprove,Favor,Not a factor,Neither,No,No,No,Yes,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,1.514,Social Security,State taxes,Favorable
41.0,51.0,21.0,Second call,30-39,White,Female,Inglis,Hodges,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,No,Same,Perot,Democrat,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.999,Health Care,State taxes,Unfavorable
41.0,51.0,22.0,Second call,30-39,White,Female,Inglis,Hodges,Approve,Approve,Favor,Not a factor,Neither,,Yes,No,No,Yes,Better,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,0.999,Education,Education,Unfavorable
41.0,51.0,23.0,Third call,45-49,White,Female,Inglis,Beasley,,Disapprove,Oppose,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,0.986,Health Care,Gambling,Unfavorable
41.0,51.0,24.0,Third call,30-39,White,Female,Inglis,Hodges,Disapprove,Disapprove,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,0.999,Health Care,Education,Unfavorable
41.0,51.0,25.0,Third call,50-59,White,Male,Hollings,Hodges,Approve,Approve,Favor,One factor,Neither,No,No,No,No,No,Better,Clinton,Something else,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.155,Social Security,Economy/jobs,Favorable
41.0,51.0,26.0,Third call,60-64,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Neither,No,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Republican,50 to 64,1.347,Taxes,Gambling,Unfavorable
41.0,51.0,27.0,Third call,65 and over,White,Female,Inglis,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Favor,State,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,1.363,Education,Education,Unfavorable
41.0,51.0,28.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Disapprove,Oppose,One factor,Oppose Clinton,No,Yes,Yes,Yes,No,Same,Dole,Independent,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,50 to 59,Independent/Other,50 to 64,1.014,Clin/Lwnsky,Confederate flag,Unfavorable
41.0,51.0,29.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,No,No,Yes,Worse,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,1.014,Economy/jobs,Economy/jobs,Favorable
41.0,51.0,30.0,Third call,50-59,Black,Female,Hollings,Hodges,Approve,Disapprove,Favor,Not a factor,Neither,,No,No,No,No,Better,Clinton,Democrat,College grad,,Moderate,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,1.02,Education,Education,Favorable
41.0,51.0,31.0,Third call,50-59,White,Female,Inglis,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,,No,No,No,Worse,Dole,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Democrat,50 to 64,0.999,,Gambling,Favorable
41.0,51.0,32.0,Third call,60-64,White,Female,Hollings,Beasley,Approve,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,Yes,Same,Clinton,Independent,HS grad,Under 15K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,60 and over,60 and over,Independent/Other,50 to 64,1.514,Health Care,Education,Unfavorable
41.0,51.0,33.0,Third call,30-39,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,Not a factor,Neither,No,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Republican,30 to 39,0.986,Economy/jobs,State taxes,Unfavorable
41.0,51.0,34.0,Third call,50-59,White,Female,Inglis,Beasley,Disapprove,Approve,Favor,One factor,Oppose Clinton,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Favor,State,Complete,Swing counties,45 to 59,50 to 59,Republican,50 to 64,0.986,Education,Moral/ethic,Unfavorable
41.0,51.0,35.0,Third call,30-39,Black,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,State,Complete,Swing counties,30 to 44,30 to 39,Democrat,30 to 39,1.048,Education,Education,Unfavorable
41.0,51.0,36.0,Third call,45-49,White,Female,Hollings,Hodges,Disapprove,Disapprove,Oppose,Not a factor,Neither,No,Yes,No,No,Yes,Better,Dole,Something else,College grad,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Independent/Other,40 to 49,1.124,Taxes,,Unfavorable
41.0,51.0,37.0,Third call,45-49,White,Male,Inglis,Hodges,,Disapprove,Oppose,Not a factor,Neither,No,Yes,No,No,No,Same,Clinton,Republican,HS grad,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Swing counties,45 to 59,40 to 49,Republican,40 to 49,1.028,Education,Education,Favorable
41.0,51.0,38.0,Third call,30-39,Black,Male,Hollings,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,No,No,Yes,Same,Clinton,Independent,College grad,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,30 to 39,Independent/Other,30 to 39,1.035,Clin/Lwnsky,Moral/ethic,Favorable
41.0,51.0,39.0,Third call,65 and over,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Oppose Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Oppose,State,Complete,Swing counties,60 and over,60 and over,Democrat,65 and over,1.429,Social Security,Confederate flag,Favorable
41.0,51.0,40.0,Third call,40-44,White,Female,Inglis,Beasley,Disapprove,Approve,Oppose,Most important,Neither,Yes,Yes,Yes,Yes,No,Better,Other,Republican,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Swing counties,30 to 44,40 to 49,Republican,40 to 49,0.986,Foreign Policy,Moral/ethic,Unfavorable
41.0,55.0,1.0,First call,40-44,White,Male,Inglis,Beasley,Approve,Approve,Oppose,One factor,Neither,Yes,Yes,Yes,Yes,No,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Rural,30 to 44,40 to 49,Democrat,40 to 49,1.023,Social Security,Gambling,Favorable
41.0,55.0,2.0,First call,50-59,Black,Male,Inglis,Hodges,Approve,Approve,Oppose,Most important,Neither,Yes,No,No,No,No,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.244,Social Security,Gambling,Favorable
41.0,55.0,3.0,First call,45-49,Black,Male,Hollings,Hodges,Disapprove,Approve,Favor,One factor,Neither,No,Yes,No,No,No,Better,Perot,Democrat,College grad,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Democrat,40 to 49,1.362,Economy/jobs,Moral/ethic,Favorable
41.0,55.0,4.0,First call,50-59,White,Male,Inglis,Moultrie,Approve,Disapprove,Oppose,Most important,Support Clinton,Yes,No,No,No,No,Better,Clinton,Democrat,Some college,75 to 100K,Liberal,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,0.6829999999999999,Economy/jobs,Gambling,Favorable
41.0,55.0,5.0,First call,,,Male,Hollings,,,,,,,,,,,,,,,,,,,,State,Not complete,Rural,,,,,1.12,Health Care,,
41.0,55.0,6.0,First call,60-64,Other,Male,Hollings,Moultrie,Disapprove,Disapprove,Favor,Most important,Support Clinton,Yes,Yes,No,Yes,Yes,Better,Did not vote,Independent,HS grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,Rural,60 and over,60 and over,Independent/Other,50 to 64,0.902,Foreign Policy,Economy/jobs,Favorable
41.0,55.0,7.0,First call,65 and over,Asian,Female,Inglis,Beasley,Approve,Approve,Oppose,Most important,Neither,Yes,Yes,Yes,Yes,Yes,Better,Other,Democrat,College grad,50 to 75K,Liberal,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.222,Taxes,Economy/jobs,
41.0,55.0,8.0,First call,25-29,Black,Female,Inglis,Beasley,Approve,Approve,Favor,Most important,Oppose Clinton,Yes,No,,,,Worse,Other,Democrat,College grad,,Moderate,18 to 64,Oppose,State,Complete,Rural,18 to 29,25 to 29,Democrat,25 to 29,1.282,Education,Intl trade,Favorable
41.0,55.0,9.0,First call,40-44,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Most important,Oppose Clinton,No,Yes,No,Yes,Yes,Worse,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.014,Education,Gambling,Unfavorable
41.0,55.0,10.0,Second call,50-59,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Better,Clinton,Democrat,HS grad,,Liberal,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.135,Education,Education,Unfavorable
41.0,55.0,11.0,Second call,40-44,White,Female,Inglis,Beasley,Approve,Disapprove,Favor,Not a factor,Neither,No,Yes,No,No,No,Better,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,30 to 44,40 to 49,Republican,40 to 49,1.014,Education,Education,Unfavorable
41.0,55.0,12.0,Second call,60-64,White,Male,Hollings,Hodges,Disapprove,Disapprove,Favor,Not a factor,Support Clinton,Yes,No,No,No,Yes,Better,Clinton,Democrat,No HS,75 to 100K,Liberal,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,1.3679999999999999,Social Security,Education,Unfavorable
41.0,55.0,13.0,Second call,60-64,Black,Male,Hollings,Hodges,Approve,Approve,Oppose,Not a factor,Neither,Yes,No,No,No,Yes,Better,Clinton,Democrat,No HS,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,1.6440000000000001,Education,Gambling,Favorable
41.0,55.0,14.0,Second call,60-64,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Same,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Oppose,State,Complete,Rural,60 and over,60 and over,Democrat,50 to 64,1.3679999999999999,Education,Education,Unfavorable
41.0,55.0,15.0,Second call,50-59,Black,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,Yes,No,No,No,Yes,Better,Clinton,Democrat,No HS,Under 15K,Liberal,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.349,Social Security,,Unfavorable
41.0,55.0,16.0,Second call,30-39,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Neither,No,No,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,30 to 39,Democrat,30 to 39,1.362,Economy/jobs,Confederate flag,Unfavorable
41.0,55.0,17.0,Second call,65 and over,White,Male,Inglis,Beasley,,Disapprove,Oppose,Not a factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,Oppose,State,Complete,Rural,60 and over,60 and over,Republican,65 and over,1.234,Social Security,Economy/jobs,Unfavorable
41.0,55.0,18.0,Second call,50-59,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,No,No,No,Worse,Did not vote,Independent,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Independent/Other,50 to 64,1.014,Foreign Policy,Gambling,Unfavorable
41.0,55.0,19.0,Second call,45-49,White,Female,,Hodges,Disapprove,Approve,Favor,One factor,Oppose Clinton,No,No,Yes,Yes,Yes,Better,Dole,Republican,HS grad,75 to 100K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,40 to 49,Republican,40 to 49,1.095,Education,Education,Unfavorable
41.0,55.0,20.0,Second call,50-59,Black,Female,Hollings,Hodges,,,,Not a factor,,,No,,,,,,,,,,18 to 64,,State,Not complete,Rural,45 to 59,50 to 59,,50 to 64,1.349,Education,Education,
41.0,55.0,21.0,Second call,50-59,White,Female,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.124,Education,Education,Unfavorable
41.0,55.0,22.0,Second call,50-59,Black,Male,Hollings,Hodges,Approve,Disapprove,Favor,One factor,Neither,Yes,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,45 to 59,50 to 59,Democrat,50 to 64,1.362,Education,State taxes,Unfavorable
41.0,55.0,23.0,Third call,40-44,Other,Male,Hollings,Beasley,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Same,Other,Independent,No HS,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Rural,30 to 44,40 to 49,Independent/Other,40 to 49,1.12,Foreign Policy,Intl trade,Unfavorable
41.0,55.0,24.0,Third call,50-59,White,Male,Inglis,Beasley,Disapprove,Approve,Oppose,Not a factor,Oppose Clinton,No,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Rural,45 to 59,50 to 59,Republican,50 to 64,1.023,Taxes,Education,Unfavorable
41.0,55.0,25.0,Third call,18-24,White,Female,Inglis,Beasley,Approve,Approve,Oppose,Not a factor,Neither,Yes,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,HS grad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,Rural,18 to 29,18 to 24,Republican,18 to 24,1.068,Education,Education,Favorable
41.0,55.0,26.0,Third call,65 and over,White,Male,Hollings,Hodges,Approve,Approve,Favor,Not a factor,Neither,No,No,No,No,Yes,Better,Clinton,Democrat,No HS,75 to 100K,Liberal,65 and over,Favor,State,Complete,Rural,60 and over,60 and over,Democrat,65 and over,1.3679999999999999,Taxes,Education,Unfavorable
