State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,I694: Ban Partial Birth,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,I200: Ban pref treatment,Ideology,Age (65 and over),I692: Allow med mrjna,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Clinton as person,Telephone survey
48.0,58.0,8.0,First call,45-49,White,Male,Smith,Approve,Approve,Yes,Neither,Yes,No,No,No,Better,Dole,Republican,College grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,40 to 49,Republican,40 to 49,0.7369999999999999,Social Security,Unfavorable,Exit poll
48.0,58.0,9.0,Second call,40-44,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,No,No,Better,Perot,Republican,Some college,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.7369999999999999,Taxes,Unfavorable,Exit poll
48.0,58.0,10.0,Second call,30-39,Asian,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.758,Environment,Favorable,Exit poll
48.0,58.0,11.0,Second call,65 and over,White,Male,Smith,Disapprove,Disapprove,Yes,Neither,No,No,No,Yes,Worse,Other,Independent,Postgrad,50 to 75K,Yes,Moderate,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,0.891,Economy/jobs,Favorable,Exit poll
48.0,58.0,12.0,Second call,50-59,White,Female,Smith,Disapprove,Approve,Yes,,Yes,,,,,Dole,Republican,Some college,30 to 50K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.589,Taxes,Unfavorable,Exit poll
48.0,58.0,13.0,Second call,40-44,White,Male,Murray,Disapprove,Disapprove,No,Neither,No,,,,Same,Other,Independent,HS grad,,No,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.9420000000000001,Education,Unfavorable,Exit poll
48.0,58.0,14.0,Second call,40-44,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.758,Environment,Favorable,Exit poll
48.0,58.0,15.0,Second call,40-44,White,Male,Smith,Approve,Approve,Yes,Neither,No,No,Yes,No,,Dole,Republican,College grad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.6789999999999999,Education,Unfavorable,Exit poll
48.0,58.0,16.0,Second call,50-59,White,Female,Smith,Disapprove,Approve,No,Neither,Yes,No,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.732,Taxes,Unfavorable,Exit poll
48.0,58.0,17.0,Second call,50-59,White,Female,Smith,Disapprove,Approve,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.732,,Unfavorable,Exit poll
48.0,58.0,18.0,Second call,45-49,White,Female,Smith,Disapprove,Approve,No,Neither,No,No,No,Yes,Same,Dole,Republican,HS grad,,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Republican,40 to 49,0.674,Economy/jobs,Favorable,Exit poll
48.0,58.0,19.0,Second call,18-24,White,Male,Murray,Approve,Disapprove,No,,No,No,No,Yes,Worse,Other,Something else,College grad,Under 15K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,18 to 24,Independent/Other,18 to 24,0.886,Environment,Favorable,Exit poll
48.0,58.0,20.0,Second call,50-59,White,Male,Smith,Disapprove,Disapprove,No,Neither,No,Yes,Yes,No,Same,Perot,Republican,HS grad,Under 15K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.8400000000000001,Social Security,Unfavorable,Exit poll
48.0,58.0,21.0,Second call,45-49,Asian,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Worse,Other,Independent,College grad,100K or more,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,40 to 49,Independent/Other,40 to 49,1.394,Economy/jobs,Favorable,Exit poll
48.0,58.0,22.0,Second call,45-49,White,Female,Smith,Disapprove,Disapprove,No,Neither,Yes,No,Yes,No,Worse,Dole,Republican,Some college,30 to 50K,No,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Republican,40 to 49,0.454,,Favorable,Exit poll
48.0,58.0,23.0,Second call,65 and over,White,,Smith,Disapprove,Disapprove,No,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,1.103,Education,Unfavorable,Exit poll
48.0,58.0,24.0,Second call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Better,Clinton,Independent,College grad,50 to 75K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.869,Social Security,Favorable,Exit poll
48.0,58.0,25.0,Second call,40-44,White,Female,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Same,Dole,Something else,HS grad,30 to 50K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.589,Economy/jobs,Unfavorable,Exit poll
48.0,58.0,26.0,Third call,40-44,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,30 to 50K,Yes,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Democrat,40 to 49,1.12,Social Security,Favorable,Exit poll
48.0,58.0,27.0,Third call,65 and over,White,Male,Smith,Disapprove,Approve,No,Neither,No,No,Yes,No,Same,Perot,Republican,Some college,30 to 50K,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,1.103,Taxes,Unfavorable,Exit poll
48.0,58.0,28.0,Third call,45-49,White,Male,Smith,Approve,Approve,No,Neither,No,No,No,Yes,Same,Dole,Republican,College grad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,40 to 49,Republican,40 to 49,0.8400000000000001,Taxes,Unfavorable,Exit poll
48.0,58.0,29.0,Third call,25-29,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Democrat,25 to 29,0.773,Environment,Unfavorable,Exit poll
48.0,58.0,30.0,Third call,50-59,White,Female,Smith,Disapprove,Approve,No,Neither,No,Yes,No,No,Better,Dole,Republican,College grad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.732,Taxes,Unfavorable,Exit poll
48.0,58.0,31.0,Third call,30-39,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,No,No,Better,Dole,Something else,No HS,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.7369999999999999,Economy/jobs,Unfavorable,Exit poll
48.0,58.0,32.0,Third call,50-59,White,Male,Smith,Disapprove,Approve,No,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,75 to 100K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.775,,Unfavorable,Exit poll
48.0,58.0,33.0,Third call,30-39,White,Female,Murray,Approve,Approve,No,Neither,No,No,No,No,Better,Dole,Democrat,College grad,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.758,Education,Unfavorable,Exit poll
48.0,58.0,34.0,Third call,25-29,Asian,Female,Murray,Approve,Approve,No,Neither,No,No,,No,Better,Dole,Independent,College grad,30 to 50K,No,Moderate,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,0.8380000000000001,,Favorable,Exit poll
48.0,58.0,35.0,Third call,50-59,White,Male,Smith,Approve,Approve,No,Neither,No,No,No,Yes,Worse,Dole,Republican,College grad,75 to 100K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.775,Taxes,Unfavorable,Exit poll
48.0,58.0,36.0,Third call,40-44,White,Male,Murray,Approve,Approve,No,Neither,No,No,No,No,Worse,Dole,Republican,HS grad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.869,,Unfavorable,Exit poll
48.0,58.0,37.0,Third call,60-64,White,Female,Smith,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,100K or more,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,50 to 64,0.9620000000000001,Taxes,Unfavorable,Exit poll
48.0,58.0,38.0,Third call,30-39,Black,Male,Smith,Approve,Approve,Yes,Neither,No,No,Yes,No,Worse,Dole,Republican,College grad,75 to 100K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.568,Taxes,Favorable,Exit poll
48.0,58.0,39.0,Third call,25-29,White,Female,Smith,Disapprove,Approve,Yes,Neither,No,No,Yes,No,Better,Perot,Independent,Some college,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,0.40700000000000003,Economy/jobs,Unfavorable,Exit poll
48.0,58.0,40.0,Third call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Yes,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,1.12,,Favorable,Exit poll
48.0,58.0,41.0,Third call,18-24,White,Male,Murray,Approve,Approve,No,Neither,No,No,No,No,,Other,Something else,Some college,Under 15K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,18 to 24,Independent/Other,18 to 24,0.886,Environment,Unfavorable,Exit poll
48.0,58.0,42.0,Third call,60-64,White,Male,Smith,Disapprove,Approve,,Neither,Yes,No,No,No,Same,Dole,Republican,HS grad,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,50 to 64,1.04,Economy/jobs,,Exit poll
48.0,58.0,43.0,Third call,18-24,White,Female,Smith,Disapprove,Approve,Yes,Neither,Yes,Yes,No,No,Same,Dole,Republican,Some college,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,18 to 24,Republican,18 to 24,0.6549999999999999,Intl trade,Unfavorable,Exit poll
48.0,58.0,44.0,Third call,25-29,White,Male,Murray,Approve,Approve,No,Neither,Yes,No,No,No,,Clinton,Democrat,Some college,30 to 50K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Democrat,25 to 29,0.886,,Favorable,Exit poll
48.0,58.0,45.0,Third call,50-59,White,Male,Smith,Disapprove,Approve,No,Neither,No,Yes,No,No,Same,Dole,Republican,HS grad,30 to 50K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.775,Economy/jobs,Unfavorable,Exit poll
48.0,58.0,46.0,Third call,40-44,White,Female,Smith,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.454,,Unfavorable,Exit poll
48.0,58.0,47.0,Third call,65 and over,White,Male,Smith,Disapprove,Disapprove,No,,No,Yes,,,Same,Dole,Republican,Some college,,Yes,Conservative,65 and over,No,State,Complete,Olympic Mountains,60 and over,60 and over,Republican,65 and over,1.103,Taxes,Unfavorable,Exit poll
48.0,61.0,1.0,First call,50-59,,Male,Smith,Disapprove,Disapprove,Yes,Oppose Clinton,Yes,Yes,No,No,Worse,Dole,Independent,Postgrad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.484,Taxes,Unfavorable,Exit poll
48.0,61.0,2.0,First call,45-49,White,Male,Smith,Disapprove,Approve,Yes,Neither,Yes,,,,Better,Dole,Republican,Postgrad,15 to 30K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,40 to 49,Republican,40 to 49,0.484,Taxes,Unfavorable,Exit poll
48.0,61.0,3.0,First call,45-49,White,Female,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.65,Clin/Lwnsky,Favorable,Exit poll
48.0,61.0,4.0,First call,30-39,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Worse,Did not vote,Democrat,Some college,30 to 50K,Yes,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.8500000000000001,Education,Favorable,Exit poll
48.0,61.0,5.0,Second call,45-49,Other,Female,Murray,Approve,Disapprove,Yes,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.43600000000000005,Social Security,Favorable,Exit poll
48.0,61.0,6.0,Second call,65 and over,White,Female,Murray,Approve,,,,,No,No,,,Clinton,Democrat,No HS,,Yes,Liberal,65 and over,Yes,State,Complete,Olympic Mountains,60 and over,60 and over,Democrat,65 and over,0.916,Clin/Lwnsky,,Exit poll
48.0,61.0,7.0,Second call,50-59,White,Female,Smith,Disapprove,Disapprove,No,Neither,No,No,Yes,Yes,Same,Dole,Independent,HS grad,,No,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.3,Taxes,Unfavorable,Exit poll
48.0,61.0,8.0,Second call,25-29,White,Male,,Disapprove,Disapprove,No,Neither,No,No,Yes,No,Better,Dole,Republican,Postgrad,50 to 75K,No,Moderate,18 to 64,No,State,Complete,Olympic Mountains,18 to 29,25 to 29,Republican,25 to 29,0.499,,Unfavorable,Exit poll
48.0,61.0,9.0,Second call,60-64,White,Male,Murray,Approve,Disapprove,Yes,,No,,,,,,,,,Yes,,18 to 64,Yes,State,Not complete,Olympic Mountains,60 and over,60 and over,,50 to 64,0.977,Education,Unfavorable,Exit poll
48.0,61.0,10.0,Second call,30-39,White,Female,Smith,Approve,Disapprove,Yes,Neither,,No,Yes,Yes,Same,Dole,Republican,,30 to 50K,No,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.28800000000000003,,Unfavorable,Exit poll
48.0,61.0,11.0,Second call,50-59,White,Female,Smith,Disapprove,Disapprove,No,Neither,No,,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Republican,50 to 64,0.481,,Unfavorable,Exit poll
48.0,61.0,12.0,Second call,50-59,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,No,Same,Dole,Independent,College grad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.484,Taxes,Unfavorable,Exit poll
48.0,61.0,13.0,Second call,65 and over,White,Male,Murray,Approve,Disapprove,,Neither,No,No,,,Same,Clinton,Independent,HS grad,50 to 75K,Yes,Moderate,65 and over,,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,65 and over,1.089,,,Exit poll
48.0,61.0,14.0,Second call,50-59,,,Smith,Disapprove,Disapprove,Yes,,,,,,,,,,,Yes,,18 to 64,Yes,State,Not complete,Olympic Mountains,45 to 59,50 to 59,,50 to 64,0.39099999999999996,,Unfavorable,Exit poll
48.0,61.0,15.0,Second call,40-44,White,Female,Smith,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.424,Clin/Lwnsky,Unfavorable,Exit poll
48.0,61.0,16.0,Second call,60-64,White,Female,Smith,Approve,Approve,Yes,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,60 and over,60 and over,Independent/Other,50 to 64,0.556,Taxes,Unfavorable,Exit poll
48.0,61.0,17.0,Second call,40-44,Other,Female,Smith,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Yes,Better,Clinton,Democrat,Postgrad,75 to 100K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.424,Education,Unfavorable,Exit poll
48.0,61.0,18.0,Second call,65 and over,White,Female,Murray,Approve,Disapprove,No,,No,,,,,,,,,No,,65 and over,Yes,State,Not complete,Olympic Mountains,60 and over,60 and over,,65 and over,0.656,,Favorable,Exit poll
48.0,61.0,19.0,Second call,25-29,,Male,,Approve,Approve,,Support Clinton,,No,No,No,Better,Perot,Independent,College grad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Independent/Other,25 to 29,0.644,,Favorable,Exit poll
48.0,61.0,20.0,Second call,30-39,White,Female,Smith,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,100K or more,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.424,Taxes,Unfavorable,Exit poll
48.0,61.0,21.0,Second call,45-49,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.499,Education,Favorable,Exit poll
48.0,61.0,22.0,Second call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,No,Liberal,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.541,Education,Unfavorable,Exit poll
48.0,61.0,23.0,Second call,30-39,White,Male,Smith,Approve,Approve,No,,No,,,,,,,,,Yes,,18 to 64,Yes,State,Not complete,Olympic Mountains,30 to 44,30 to 39,,30 to 39,0.508,Taxes,Unfavorable,Exit poll
48.0,61.0,24.0,Second call,45-49,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.8500000000000001,Social Security,Favorable,Exit poll
48.0,61.0,25.0,Second call,50-59,White,Male,Murray,Approve,Disapprove,No,,No,,,,,,,,,No,,18 to 64,No,State,Not complete,Olympic Mountains,45 to 59,50 to 59,,50 to 64,0.623,Education,Favorable,Exit poll
48.0,61.0,26.0,Second call,40-44,White,Female,Smith,Disapprove,Disapprove,Yes,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,College grad,30 to 50K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.424,Clin/Lwnsky,Unfavorable,Exit poll
48.0,61.0,27.0,Second call,50-59,White,Male,Smith,Disapprove,Approve,Yes,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,Some college,30 to 50K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.484,Social Security,Unfavorable,Exit poll
48.0,61.0,28.0,Third call,30-39,White,Female,Murray,Disapprove,Approve,Yes,Neither,No,No,No,Yes,Same,Dole,Republican,Some college,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.43600000000000005,Social Security,Unfavorable,Exit poll
48.0,61.0,29.0,Third call,30-39,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,No,Liberal,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.541,Education,Favorable,Exit poll
48.0,61.0,30.0,Third call,40-44,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Perot,Republican,Some college,30 to 50K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.9189999999999999,Social Security,Unfavorable,Exit poll
48.0,61.0,31.0,Third call,40-44,White,Male,Murray,Approve,Disapprove,No,Neither,,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Democrat,40 to 49,0.573,Education,Favorable,Exit poll
48.0,61.0,32.0,Third call,30-39,White,Female,Smith,Disapprove,Disapprove,Yes,Neither,Yes,No,Yes,Yes,Same,Did not vote,Independent,HS grad,50 to 75K,No,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.28800000000000003,Taxes,Unfavorable,Exit poll
48.0,61.0,33.0,Third call,45-49,White,Female,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,100K or more,No,Liberal,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.499,Social Security,Unfavorable,Exit poll
48.0,61.0,34.0,Third call,30-39,White,Male,Murray,Approve,Disapprove,No,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,30 to 50K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Democrat,30 to 39,0.8500000000000001,Taxes,Favorable,Exit poll
48.0,61.0,35.0,Third call,50-59,White,Male,Other,Approve,Approve,No,Neither,No,No,No,No,Same,Clinton,Independent,Postgrad,50 to 75K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Independent/Other,50 to 64,0.6689999999999999,,Unfavorable,Exit poll
48.0,61.0,36.0,Third call,25-29,White,Female,Murray,Approve,Approve,Yes,Neither,No,No,No,Yes,Same,Clinton,Democrat,College grad,Under 15K,Yes,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,18 to 29,25 to 29,Democrat,25 to 29,0.6609999999999999,Education,Unfavorable,Exit poll
48.0,61.0,37.0,Third call,50-59,White,Female,Murray,Approve,Disapprove,Yes,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,45 to 59,50 to 59,Democrat,50 to 64,0.43600000000000005,Taxes,Favorable,Exit poll
48.0,61.0,38.0,Third call,45-49,Black,Male,Murray,Approve,Approve,Yes,Neither,No,No,,No,Better,Clinton,Democrat,Some college,75 to 100K,No,Moderate,18 to 64,No,State,Complete,Olympic Mountains,45 to 59,40 to 49,Democrat,40 to 49,0.46,Environment,Favorable,Exit poll
48.0,61.0,39.0,Third call,30-39,White,Male,Smith,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Yes,Moderate,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.484,,Unfavorable,Exit poll
48.0,61.0,40.0,Third call,30-39,Other,Male,Murray,Disapprove,Disapprove,No,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Independent,College grad,100K or more,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,30 to 39,Independent/Other,30 to 39,0.573,Economy/jobs,Unfavorable,Exit poll
48.0,61.0,41.0,Third call,30-39,White,Female,Smith,Disapprove,Approve,Yes,Neither,No,No,Yes,,Better,Dole,Republican,Some college,,Yes,Conservative,18 to 64,,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.403,,Unfavorable,Exit poll
48.0,61.0,42.0,Third call,40-44,White,Male,Smith,Approve,Disapprove,Yes,Neither,No,No,No,Yes,Worse,Dole,Republican,Some college,50 to 75K,Yes,Conservative,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Republican,40 to 49,0.445,Intl trade,Unfavorable,Exit poll
48.0,61.0,43.0,Third call,40-44,White,Male,Smith,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Independent,College grad,15 to 30K,No,Moderate,18 to 64,Yes,State,Complete,Olympic Mountains,30 to 44,40 to 49,Independent/Other,40 to 49,0.302,Taxes,Unfavorable,Exit poll
48.0,61.0,44.0,Third call,30-39,White,Female,Smith,Disapprove,Approve,Yes,Neither,Yes,,No,,Better,Dole,Republican,Some college,,Yes,Conservative,18 to 64,No,State,Complete,Olympic Mountains,30 to 44,30 to 39,Republican,30 to 39,0.424,,,Exit poll
48.0,68.0,1.0,First call,50-59,White,Male,Smith,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Yes,Conservative,18 to 64,No,State,Complete,Puget Snd/E Shore,45 to 59,50 to 59,Republican,50 to 64,0.7599999999999999,Clin/Lwnsky,Unfavorable,Exit poll
48.0,68.0,2.0,First call,65 and over,White,Male,Murray,Approve,Disapprove,No,Neither,No,No,No,No,Same,Dole,Republican,Postgrad,100K or more,Yes,Moderate,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,65 and over,0.998,Social Security,Favorable,Exit poll
48.0,68.0,3.0,First call,65 and over,White,Female,Smith,Approve,Approve,No,Neither,No,No,No,Yes,Worse,Clinton,Independent,College grad,30 to 50K,Yes,Conservative,65 and over,No,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Independent/Other,65 and over,0.6609999999999999,Taxes,Unfavorable,Exit poll
48.0,68.0,4.0,First call,40-44,White,Female,Murray,Approve,Disapprove,No,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,No,Moderate,18 to 64,Yes,State,Complete,Puget Snd/E Shore,30 to 44,40 to 49,Democrat,40 to 49,0.42000000000000004,Social Security,Unfavorable,Exit poll
48.0,68.0,5.0,First call,60-64,White,Female,Smith,Disapprove,Disapprove,Yes,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Yes,Conservative,18 to 64,Yes,State,Complete,Puget Snd/E Shore,60 and over,60 and over,Republican,50 to 64,0.532,Economy/jobs,Unfavorable,Exit poll
