State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Amend A: Bar prop tax,Income,Ideology,Age (65 and over),Daschle: Clin-Lwnsky,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
42.0,26.0,28.0,Second call,60-64,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.5269999999999999
42.0,26.0,29.0,Second call,65 and over,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Yes,50 to 75K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.5720000000000001
42.0,26.0,30.0,Second call,30-39,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,1.048
42.0,26.0,31.0,Second call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.703
42.0,26.0,32.0,Third call,40-44,White,Male,Daschle,Janklow,Thune,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.186
42.0,26.0,33.0,Third call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Liberal,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.186
42.0,26.0,34.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.768
42.0,26.0,35.0,Third call,45-49,White,Male,Schmidt,Janklow,Moser,Disapprove,Approve,Neither,No,No,Yes,Better,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.905
42.0,26.0,36.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Clinton,Democrat,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.703
42.0,26.0,37.0,Third call,30-39,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.048
42.0,26.0,38.0,Third call,65 and over,White,Female,Daschle,Janklow,Thune,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Democrat,Yes,,Liberal,65 and over,,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.8520000000000001
42.0,26.0,39.0,Third call,50-59,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,Yes,Worse,Clinton,Democrat,Yes,15 to 30K,Conservative,18 to 64,,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.741
42.0,26.0,40.0,Third call,40-44,Black,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,No,Better,Dole,Republican,No,75 to 100K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,1.054
42.0,26.0,41.0,Third call,40-44,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Clinton,Independent,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.646
42.0,26.0,42.0,Third call,50-59,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Perot,Republican,No,75 to 100K,Conservative,18 to 64,,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.725
42.0,26.0,43.0,Third call,40-44,White,Male,Daschle,Janklow,Moser,,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.018
42.0,26.0,44.0,Third call,60-64,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.699
42.0,26.0,45.0,Third call,40-44,White,Female,Schmidt,Hunhoff,Thune,,Disapprove,Neither,No,No,Yes,Worse,Other,Republican,No,15 to 30K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,0.646
42.0,26.0,46.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.768
42.0,26.0,47.0,Third call,50-59,White,Female,Daschle,Hunhoff,Moser,Approve,,Support Clinton,No,No,No,Same,Clinton,Independent,,,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.593
42.0,26.0,48.0,Third call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,Yes,50 to 75K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.575
42.0,27.0,1.0,First call,50-59,White,Male,Daschle,Other,Moser,Approve,Approve,Neither,No,No,Yes,Worse,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,1.822
42.0,27.0,2.0,First call,50-59,White,Female,Schmidt,Hunhoff,Thune,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Democrat,No,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.717
42.0,27.0,3.0,First call,65 and over,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Neither,No,No,No,Same,Dole,Republican,No,Under 15K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,0.797
42.0,27.0,4.0,First call,45-49,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,1.173
42.0,27.0,5.0,First call,65 and over,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,No,No,Same,Dole,Republican,No,30 to 50K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.026
42.0,27.0,6.0,First call,50-59,White,Female,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,No,No,Yes,Same,Clinton,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,1.166
42.0,27.0,7.0,First call,30-39,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.811
42.0,27.0,8.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,,Yes,Yes,,Same,,Republican,Yes,,,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.072
42.0,27.0,9.0,First call,45-49,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,Yes,Yes,Yes,Worse,Other,Independent,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,40 to 49,Independent/Other,40 to 49,0.69
42.0,27.0,10.0,First call,45-49,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Democrat,40 to 49,0.69
42.0,27.0,11.0,First call,60-64,White,Female,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,Yes,75 to 100K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.6569999999999999
42.0,27.0,12.0,First call,40-44,,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,1.084
42.0,27.0,13.0,First call,25-29,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.8420000000000001
42.0,27.0,14.0,First call,18-24,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Oppose Clinton,No,No,No,Better,Clinton,Democrat,Yes,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,1.323
42.0,27.0,15.0,First call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,,15 to 30K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.654
42.0,27.0,16.0,First call,18-24,White,Female,Daschle,Hunhoff,Thune,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Republican,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Republican,18 to 24,0.983
42.0,27.0,17.0,First call,60-64,White,Female,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,Yes,100K or more,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.947
42.0,27.0,18.0,First call,65 and over,White,Male,,Janklow,Moser,Approve,Disapprove,Support Clinton,No,No,,Worse,Clinton,Democrat,No,30 to 50K,Conservative,65 and over,Disapprove,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.069
42.0,27.0,19.0,First call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,Yes,,Same,Dole,Democrat,No,,Conservative,65 and over,,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.988
42.0,27.0,20.0,Second call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,Yes,Yes,No,Worse,Perot,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,0.7820000000000001
42.0,27.0,21.0,Second call,40-44,White,Male,Other,Other,Thune,Approve,,Neither,No,No,No,Same,Clinton,Independent,Yes,15 to 30K,Conservative,18 to 64,,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,1.554
42.0,27.0,22.0,Second call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,1.166
42.0,27.0,23.0,Second call,40-44,White,Female,Daschle,Janklow,Thune,Disapprove,Approve,Oppose Clinton,No,No,Yes,Same,,Republican,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Republican,40 to 49,1.166
42.0,27.0,24.0,Second call,60-64,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.6829999999999999
42.0,27.0,25.0,Second call,65 and over,White,Female,Schmidt,Hunhoff,Moser,Approve,Approve,Neither,No,No,,Same,Clinton,Democrat,No,15 to 30K,,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.608
42.0,27.0,26.0,Second call,45-49,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Same,Perot,Republican,Yes,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.9640000000000001
42.0,27.0,27.0,Second call,30-39,White,Male,Schmidt,Hunhoff,Moser,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Democrat,30 to 39,0.696
42.0,27.0,28.0,Second call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Clinton,Republican,No,75 to 100K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.036
42.0,27.0,29.0,Second call,25-29,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,No,Yes,Yes,Worse,Perot,Democrat,No,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Democrat,25 to 29,0.983
42.0,27.0,30.0,Second call,30-39,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.084
42.0,27.0,31.0,Second call,25-29,White,Male,Schmidt,Hunhoff,Moser,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.849
42.0,27.0,32.0,Second call,25-29,White,Male,Schmidt,,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,1.271
42.0,27.0,33.0,Second call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,15 to 30K,Liberal,65 and over,,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.988
42.0,27.0,34.0,Second call,30-39,White,Male,Daschle,Janklow,Moser,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Republican,No,Under 15K,Conservative,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,1.131
42.0,27.0,35.0,Second call,60-64,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Yes,Under 15K,Moderate,18 to 64,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,50 to 64,0.638
42.0,27.0,36.0,Second call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,Yes,Worse,Clinton,Republican,Yes,15 to 30K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.072
42.0,27.0,37.0,Third call,25-29,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,18 to 29,25 to 29,Republican,25 to 29,0.873
42.0,27.0,38.0,Third call,65 and over,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,No,Under 15K,Moderate,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Republican,65 and over,1.151
42.0,27.0,39.0,Third call,50-59,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Democrat,Yes,,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.6629999999999999
42.0,27.0,40.0,Third call,60-64,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,,Worse,Dole,Republican,Yes,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,60 and over,60 and over,Republican,50 to 64,0.843
42.0,27.0,41.0,Third call,50-59,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Worse,Clinton,Republican,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Republican,50 to 64,1.166
42.0,27.0,42.0,Third call,45-49,White,Female,Schmidt,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Republican,No,Under 15K,Moderate,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,40 to 49,Republican,40 to 49,0.615
42.0,27.0,43.0,Third call,18-24,White,Male,,,,Approve,Approve,Neither,No,No,No,Same,Did not vote,Independent,No,,Moderate,18 to 64,,State,Complete,Northeast,18 to 29,18 to 24,Independent/Other,18 to 24,1.31
42.0,27.0,44.0,Third call,50-59,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Support Clinton,No,No,No,Worse,Clinton,Independent,Yes,15 to 30K,Liberal,18 to 64,Disapprove,State,Complete,Northeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.644
42.0,27.0,45.0,Third call,40-44,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Independent,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.998
42.0,27.0,46.0,Third call,30-39,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.8520000000000001
42.0,27.0,47.0,Third call,18-24,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Other,Democrat,Yes,30 to 50K,,18 to 64,Approve,State,Complete,Northeast,18 to 29,18 to 24,Democrat,18 to 24,0.693
42.0,27.0,48.0,Third call,40-44,White,Female,Daschle,Janklow,Thune,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,40 to 49,Democrat,40 to 49,1.166
42.0,27.0,49.0,Third call,65 and over,White,Female,Daschle,Janklow,Moser,Approve,Approve,Support Clinton,No,No,No,Worse,Clinton,Democrat,No,30 to 50K,Liberal,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,0.988
42.0,27.0,50.0,Third call,65 and over,White,Male,Daschle,Janklow,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,No,30 to 50K,Conservative,65 and over,Approve,State,Complete,Northeast,60 and over,60 and over,Democrat,65 and over,1.118
42.0,27.0,51.0,Third call,50-59,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,Yes,15 to 30K,Conservative,18 to 64,Approve,State,Complete,Northeast,45 to 59,50 to 59,Democrat,50 to 64,0.8220000000000001
42.0,27.0,52.0,Third call,30-39,White,Female,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,No,15 to 30K,Moderate,18 to 64,Approve,State,Complete,Northeast,30 to 44,30 to 39,Republican,30 to 39,0.998
42.0,30.0,1.0,First call,45-49,White,Male,Schmidt,Janklow,Thune,Approve,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,100K or more,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.3719999999999999
42.0,30.0,2.0,First call,30-39,White,Male,,Hunhoff,Thune,Approve,Approve,,,,,,,,No,,,18 to 64,Approve,State,Not complete,West,30 to 44,30 to 39,,30 to 39,1.505
42.0,30.0,3.0,First call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.3719999999999999
42.0,30.0,4.0,First call,40-44,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,West,30 to 44,40 to 49,,40 to 49,1.3719999999999999
42.0,30.0,5.0,First call,18-24,White,Female,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,West,18 to 29,18 to 24,Republican,18 to 24,2.953
42.0,30.0,6.0,First call,50-59,White,Male,Schmidt,Hunhoff,Moser,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Independent,No,30 to 50K,Moderate,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Independent/Other,50 to 64,1.201
42.0,30.0,7.0,First call,65 and over,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,Yes,15 to 30K,Moderate,65 and over,Approve,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.45
42.0,30.0,8.0,First call,65 and over,White,Male,Daschle,Hunhoff,Thune,Approve,Disapprove,Neither,No,No,Yes,,Clinton,Democrat,No,50 to 75K,Moderate,65 and over,Approve,State,Complete,West,60 and over,60 and over,Democrat,65 and over,2.051
42.0,30.0,9.0,First call,30-39,White,Male,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,No,30 to 50K,Moderate,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Independent/Other,30 to 39,1.349
42.0,30.0,10.0,First call,65 and over,White,Male,Schmidt,Janklow,Thune,Disapprove,,Neither,,Yes,Yes,Same,Dole,Republican,No,,Moderate,65 and over,,State,Complete,West,60 and over,60 and over,Republican,65 and over,1.79
42.0,30.0,11.0,First call,65 and over,White,Female,Daschle,Hunhoff,Moser,Approve,Disapprove,Neither,,,,Worse,Clinton,Democrat,Yes,,,65 and over,Approve,State,Complete,West,60 and over,60 and over,Democrat,65 and over,1.804
42.0,30.0,12.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Disapprove,,,,,,,,No,,,18 to 64,Disapprove,State,Not complete,West,45 to 59,50 to 59,,50 to 64,1.7109999999999999
42.0,30.0,13.0,First call,40-44,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,No,50 to 75K,Moderate,18 to 64,Disapprove,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,1.538
42.0,30.0,14.0,First call,65 and over,White,Male,Daschle,Janklow,Thune,Approve,Approve,Neither,No,No,No,Same,Clinton,Republican,No,50 to 75K,Moderate,65 and over,Approve,State,Complete,West,60 and over,60 and over,Republican,65 and over,2.01
42.0,30.0,15.0,First call,45-49,White,Male,Daschle,Janklow,Thune,Disapprove,Approve,Neither,No,No,No,Same,Dole,Republican,Yes,50 to 75K,Conservative,18 to 64,Approve,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.267
42.0,30.0,16.0,First call,50-59,White,Female,Schmidt,Janklow,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.7109999999999999
42.0,30.0,17.0,First call,25-29,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,,,,,Better,Dole,Republican,,,Conservative,18 to 64,Disapprove,State,Complete,West,18 to 29,25 to 29,Republican,25 to 29,2.015
42.0,30.0,18.0,First call,25-29,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,18 to 29,25 to 29,Republican,25 to 29,2.6879999999999997
42.0,30.0,19.0,First call,30-39,White,Male,Schmidt,Janklow,Thune,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,No,30 to 50K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.3719999999999999
42.0,30.0,20.0,Second call,50-59,White,Male,Schmidt,Janklow,Thune,Disapprove,,Neither,No,No,Yes,Same,Dole,Republican,No,,Conservative,18 to 64,Disapprove,State,Complete,West,45 to 59,50 to 59,Republican,50 to 64,1.3719999999999999
42.0,30.0,21.0,Second call,30-39,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Disapprove,State,Complete,West,30 to 44,30 to 39,Republican,30 to 39,1.4020000000000001
42.0,30.0,22.0,Second call,60-64,White,Female,Schmidt,Hunhoff,Thune,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Republican,No,15 to 30K,Conservative,18 to 64,Disapprove,State,Complete,West,60 and over,60 and over,Republican,50 to 64,2.277
42.0,30.0,23.0,Second call,45-49,White,Male,Other,Hunhoff,Moser,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Something else,No,30 to 50K,Liberal,18 to 64,Approve,State,Complete,West,45 to 59,40 to 49,Independent/Other,40 to 49,1.198
42.0,30.0,24.0,Second call,45-49,White,Female,Schmidt,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Worse,Dole,Republican,No,50 to 75K,Conservative,18 to 64,Approve,State,Complete,West,45 to 59,40 to 49,Republican,40 to 49,1.499
42.0,30.0,25.0,Second call,40-44,White,Female,Daschle,Hunhoff,Thune,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Independent,Yes,30 to 50K,Liberal,18 to 64,Disapprove,State,Complete,West,30 to 44,40 to 49,Independent/Other,40 to 49,1.616
42.0,30.0,26.0,Second call,30-39,White,Female,Daschle,Hunhoff,Moser,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,No,50 to 75K,Moderate,18 to 64,Approve,State,Complete,West,30 to 44,30 to 39,Democrat,30 to 39,1.6829999999999998
42.0,30.0,27.0,Second call,40-44,White,Male,Schmidt,Hunhoff,Thune,Disapprove,Disapprove,Neither,No,No,No,Same,Dole,Independent,No,30 to 50K,Conservative,18 to 64,Disapprove,State,Complete,West,30 to 44,40 to 49,Independent/Other,40 to 49,1.4020000000000001
42.0,30.0,28.0,Second call,40-44,White,Male,Daschle,Janklow,Moser,Approve,Approve,Neither,No,No,No,Better,Clinton,Republican,No,15 to 30K,Conservative,18 to 64,Approve,State,Complete,West,30 to 44,40 to 49,Republican,40 to 49,1.32
42.0,30.0,29.0,Second call,60-64,White,Male,Daschle,Janklow,Thune,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,,Republican,,75 to 100K,Moderate,18 to 64,Disapprove,State,Complete,West,60 and over,60 and over,Republican,50 to 64,1.919
