State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),In touch with avg person,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl,Clinton as person
37.0,37.0,18.0,Second call,45-49,White,Male,Nickles,Keating,Approve,Approve,Neither,No,No,Yes,Yes,Better,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Okla City area,45 to 59,40 to 49,Independent/Other,40 to 49,0.51,Unfavorable
37.0,37.0,19.0,Second call,65 and over,White,Female,Nickles,Keating,Approve,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Moderate,65 and over,Keating is,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,0.758,Unfavorable
37.0,37.0,20.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,,Yes,No,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Both are,State,Complete,Okla City area,30 to 44,40 to 49,Republican,40 to 49,0.6449999999999999,Unfavorable
37.0,37.0,21.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,No,No,No,Better,Dole,Republican,HS grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,0.51,Unfavorable
37.0,37.0,22.0,Second call,30-39,White,Male,Nickles,Boyd,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Dole,Independent,College grad,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Independent/Other,30 to 39,0.618,Unfavorable
37.0,37.0,23.0,Second call,25-29,White,Male,Carroll,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Okla City area,18 to 29,25 to 29,Independent/Other,25 to 29,0.8400000000000001,Unfavorable
37.0,37.0,24.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.51,Unfavorable
37.0,37.0,25.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,0.6449999999999999,Unfavorable
37.0,37.0,26.0,Second call,30-39,White,Male,Nickles,Boyd,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.618,Unfavorable
37.0,37.0,27.0,Second call,30-39,Black,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.41600000000000004,Unfavorable
37.0,37.0,28.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,No HS,100K or more,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,0.51,Unfavorable
37.0,37.0,29.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Both are,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.51,Unfavorable
37.0,37.0,30.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,,Yes,Yes,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Both are,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,0.51,Unfavorable
37.0,37.0,31.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,40 to 49,Republican,40 to 49,0.6449999999999999,Unfavorable
37.0,37.0,32.0,Second call,60-64,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,60 and over,60 and over,Democrat,50 to 64,0.758,Unfavorable
37.0,37.0,33.0,Second call,45-49,White,Male,Nickles,Boyd,Disapprove,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,0.618,Unfavorable
37.0,37.0,34.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,,Same,Dole,Republican,Some college,50 to 75K,Conservative,65 and over,Keating is,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,0.758,Unfavorable
37.0,37.0,35.0,Second call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,HS grad,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,60 and over,60 and over,Republican,50 to 64,0.758,Unfavorable
37.0,37.0,36.0,Second call,30-39,Other,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Both are,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.6449999999999999,Unfavorable
37.0,37.0,37.0,Third call,50-59,White,Female,Nickles,Keating,Approve,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,0.6449999999999999,Unfavorable
37.0,37.0,38.0,Third call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,0.51,Unfavorable
37.0,37.0,39.0,Third call,40-44,Black,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,Okla City area,30 to 44,40 to 49,Democrat,40 to 49,0.551,Favorable
37.0,37.0,40.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Dole,Republican,College grad,15 to 30K,Moderate,18 to 64,Neither are,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,0.51,Favorable
37.0,37.0,41.0,Third call,65 and over,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Same,Perot,Republican,College grad,100K or more,Moderate,65 and over,Both are,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,0.758,Unfavorable
37.0,37.0,42.0,Third call,65 and over,White,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,Yes,Yes,,Same,Perot,Republican,Some college,100K or more,Conservative,65 and over,Neither are,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,0.599,Unfavorable
37.0,37.0,43.0,Third call,45-49,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Both are,State,Complete,Okla City area,45 to 59,40 to 49,Democrat,40 to 49,0.6759999999999999,Favorable
37.0,37.0,44.0,Third call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,65 and over,Boyd is,State,Complete,Okla City area,60 and over,60 and over,Democrat,65 and over,0.63,Favorable
37.0,44.0,1.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Democrat,50 to 64,2.099,Unfavorable
37.0,44.0,2.0,First call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Worse,Dole,Something else,Postgrad,75 to 100K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,40 to 49,Independent/Other,40 to 49,2.099,Unfavorable
37.0,44.0,3.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,2.099,Unfavorable
37.0,44.0,4.0,First call,60-64,Black,Female,Carroll,Boyd,Approve,,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Okla City area,60 and over,60 and over,Democrat,50 to 64,2.665,Favorable
37.0,44.0,5.0,First call,40-44,Black,Female,Carroll,Boyd,Approve,Approve,Neither,,No,No,No,Better,Other,Republican,Some college,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,Okla City area,30 to 44,40 to 49,Republican,40 to 49,2.267,Favorable
37.0,44.0,6.0,First call,60-64,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,Okla City area,60 and over,60 and over,Democrat,50 to 64,3.273,Favorable
37.0,44.0,7.0,First call,60-64,Asian,Male,Nickles,Keating,Approve,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Something else,Some college,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,60 and over,60 and over,Independent/Other,50 to 64,2.47,Favorable
37.0,44.0,8.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,2.099,Unfavorable
37.0,44.0,9.0,First call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,,Better,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,2.099,Unfavorable
37.0,44.0,10.0,First call,50-59,Asian,Male,Nickles,Keating,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Democrat,50 to 64,2.099,Favorable
37.0,44.0,11.0,First call,30-39,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,2.653,Unfavorable
37.0,44.0,12.0,First call,50-59,Black,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,No,No,Worse,Dole,Independent,Some college,30 to 50K,Liberal,18 to 64,Neither are,State,Complete,Okla City area,45 to 59,50 to 59,Independent/Other,50 to 64,1.71,Unfavorable
37.0,44.0,13.0,First call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Okla City area,45 to 59,50 to 59,Democrat,50 to 64,2.7840000000000003,Favorable
37.0,44.0,14.0,First call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,2.099,Unfavorable
37.0,44.0,15.0,First call,40-44,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,,Dole,Republican,Some college,,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,40 to 49,Republican,40 to 49,2.099,Unfavorable
37.0,44.0,16.0,First call,18-24,White,Male,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Better,Dole,Something else,HS grad,15 to 30K,Moderate,18 to 64,Keating is,State,Complete,Okla City area,18 to 29,18 to 24,Independent/Other,18 to 24,3.287,Unfavorable
37.0,44.0,17.0,Second call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,2.099,Unfavorable
37.0,44.0,18.0,Second call,50-59,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Independent,Postgrad,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Okla City area,45 to 59,50 to 59,Independent/Other,50 to 64,2.099,Unfavorable
37.0,44.0,19.0,Second call,60-64,White,Female,Nickles,Keating,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,75 to 100K,Liberal,18 to 64,Keating is,State,Complete,Okla City area,60 and over,60 and over,Democrat,50 to 64,3.123,Unfavorable
37.0,44.0,20.0,Second call,65 and over,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,,No,Worse,Dole,Republican,Some college,,Conservative,65 and over,Keating is,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,3.123,Unfavorable
37.0,44.0,21.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,2.099,Unfavorable
37.0,44.0,22.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Worse,Dole,Something else,Some college,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Independent/Other,40 to 49,2.099,Unfavorable
37.0,44.0,23.0,Second call,65 and over,White,Female,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Both are,State,Complete,Okla City area,60 and over,60 and over,Democrat,65 and over,2.702,Unfavorable
37.0,44.0,24.0,Second call,40-44,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,40 to 49,Republican,40 to 49,2.653,Unfavorable
37.0,44.0,25.0,Second call,65 and over,White,Female,Nickles,Keating,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Republican,Some college,15 to 30K,Moderate,65 and over,Both are,State,Complete,Okla City area,60 and over,60 and over,Republican,65 and over,3.123,
37.0,44.0,26.0,Second call,50-59,Black,Female,Carroll,Keating,Approve,,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Democrat,50 to 64,1.869,Favorable
37.0,44.0,27.0,Second call,45-49,White,Male,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,40 to 49,Republican,40 to 49,2.099,Unfavorable
37.0,44.0,28.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,Both are,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,2.653,Unfavorable
37.0,44.0,29.0,Second call,50-59,White,Female,Nickles,Keating,Disapprove,Approve,,Yes,Yes,Yes,,Same,Other,Republican,Some college,15 to 30K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,45 to 59,50 to 59,Republican,50 to 64,2.653,Unfavorable
37.0,44.0,30.0,Third call,40-44,White,Male,Carroll,Other,Approve,Approve,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,Okla City area,30 to 44,40 to 49,Democrat,40 to 49,1.006,Unfavorable
37.0,44.0,31.0,Third call,40-44,Black,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Boyd is,State,Complete,Okla City area,30 to 44,40 to 49,Democrat,40 to 49,2.071,Favorable
37.0,44.0,32.0,Third call,45-49,Other,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Boyd is,State,Complete,Okla City area,45 to 59,40 to 49,Democrat,40 to 49,2.201,Favorable
37.0,44.0,33.0,Third call,30-39,White,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Something else,Some college,50 to 75K,Moderate,18 to 64,Both are,State,Complete,Okla City area,30 to 44,30 to 39,Independent/Other,30 to 39,2.7840000000000003,Unfavorable
37.0,44.0,34.0,Third call,30-39,Black,Female,Carroll,Boyd,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,Okla City area,30 to 44,30 to 39,Democrat,30 to 39,2.267,Favorable
37.0,44.0,35.0,Third call,30-39,Black,Female,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,Okla City area,30 to 44,30 to 39,Democrat,30 to 39,2.267,Favorable
37.0,44.0,36.0,Third call,30-39,White,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Keating is,State,Complete,Okla City area,30 to 44,30 to 39,Republican,30 to 39,2.099,Unfavorable
37.0,50.0,1.0,First call,40-44,White,Male,Nickles,Boyd,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Democrat,Postgrad,75 to 100K,Conservative,18 to 64,Both are,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.321,Unfavorable
37.0,50.0,2.0,First call,30-39,White,Male,Nickles,Keating,Approve,Approve,Support Clinton,No,No,No,No,,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Keating is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.109,Favorable
37.0,50.0,3.0,First call,65 and over,White,Female,Carroll,Boyd,Approve,Approve,Neither,Yes,No,,Yes,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.905,Favorable
37.0,50.0,4.0,First call,30-39,White,Male,Nickles,Boyd,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.321,Unfavorable
37.0,50.0,5.0,First call,30-39,White,Female,Carroll,Boyd,Disapprove,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,No HS,,Liberal,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.611,Unfavorable
37.0,50.0,6.0,First call,60-64,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.354,Unfavorable
37.0,50.0,7.0,First call,65 and over,White,Male,Carroll,Keating,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,50 to 75K,Conservative,65 and over,Keating is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.136,Unfavorable
37.0,50.0,8.0,First call,65 and over,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,65 and over,Both are,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.311,Unfavorable
37.0,50.0,9.0,First call,30-39,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Boyd is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.143,Favorable
37.0,50.0,10.0,First call,65 and over,White,,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,65 and over,Both are,State,Complete,East,60 and over,60 and over,Republican,65 and over,1.311,Unfavorable
37.0,50.0,11.0,First call,45-49,White,Male,Nickles,Keating,Disapprove,Disapprove,Oppose Clinton,No,No,No,No,Same,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,Both are,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.109,Unfavorable
37.0,50.0,12.0,First call,50-59,White,Male,Carroll,Keating,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,0.961,Unfavorable
37.0,50.0,13.0,First call,65 and over,Asian,,,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,,,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,2.134,Favorable
37.0,50.0,14.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Independent,College grad,30 to 50K,Moderate,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Independent/Other,65 and over,1.354,Unfavorable
37.0,50.0,15.0,First call,65 and over,White,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,Boyd is,State,Complete,East,60 and over,60 and over,Democrat,65 and over,1.354,Favorable
37.0,50.0,16.0,First call,50-59,,Male,Carroll,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.143,Favorable
37.0,50.0,17.0,Second call,45-49,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,Both are,State,Complete,East,45 to 59,40 to 49,Republican,40 to 49,1.561,Unfavorable
37.0,50.0,18.0,Second call,25-29,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.7109999999999999,Unfavorable
37.0,50.0,19.0,Second call,30-39,White,Male,Carroll,Boyd,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Boyd is,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.143,Unfavorable
37.0,50.0,20.0,Second call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Perot,Democrat,Some college,30 to 50K,Moderate,18 to 64,Keating is,State,Complete,East,60 and over,60 and over,Democrat,50 to 64,1.847,Unfavorable
37.0,50.0,21.0,Third call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,No HS,50 to 75K,Conservative,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.611,Favorable
37.0,50.0,22.0,Third call,30-39,White,Female,Other,Boyd,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,3.516,Favorable
37.0,50.0,23.0,Third call,40-44,White,Female,,Boyd,Approve,Disapprove,Neither,No,Yes,Yes,No,Same,Clinton,Independent,Some college,50 to 75K,Liberal,18 to 64,Boyd is,State,Complete,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.804,Unfavorable
37.0,50.0,24.0,Third call,45-49,White,Male,Nickles,Boyd,Approve,Disapprove,Neither,No,No,No,Yes,Better,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Neither are,State,Complete,East,45 to 59,40 to 49,Democrat,40 to 49,1.321,Unfavorable
37.0,50.0,25.0,Third call,40-44,Other,Male,Nickles,Keating,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Democrat,College grad,30 to 50K,Conservative,18 to 64,,State,Complete,East,30 to 44,40 to 49,Democrat,40 to 49,1.109,Unfavorable
37.0,50.0,26.0,Third call,60-64,White,Female,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,Both are,State,Complete,East,60 and over,60 and over,Republican,50 to 64,1.847,Unfavorable
37.0,50.0,27.0,Third call,30-39,White,Male,Nickles,Keating,,Disapprove,Neither,No,Yes,Yes,Yes,Worse,Dole,Democrat,Some college,30 to 50K,Conservative,18 to 64,Both are,State,Complete,East,30 to 44,30 to 39,Democrat,30 to 39,1.109,Unfavorable
37.0,50.0,28.0,Third call,50-59,White,Male,Carroll,Boyd,Approve,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.143,Unfavorable
37.0,50.0,29.0,Third call,25-29,White,Male,Nickles,Keating,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,Both are,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.215,Unfavorable
37.0,50.0,30.0,Third call,50-59,Other,Male,Nickles,Keating,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Both are,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.109,Unfavorable
37.0,50.0,31.0,Third call,50-59,White,Female,Carroll,Boyd,Approve,Disapprove,Neither,No,No,,No,Same,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,Boyd is,State,Complete,East,45 to 59,50 to 59,Democrat,50 to 64,1.611,Favorable
37.0,50.0,32.0,Third call,25-29,White,Female,Nickles,Keating,Disapprove,Approve,Neither,Yes,No,No,No,Better,Dole,Republican,Postgrad,30 to 50K,Moderate,18 to 64,,State,Complete,East,18 to 29,25 to 29,Republican,25 to 29,1.7109999999999999,Unfavorable
