V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46
1.0,0.0,G,44.0,67.0,6.0,First call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Excellent,Serve out Term,No,Yes,Yes,Same,Dole,Independent,College Graduate,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Independent/Other,65 and Over,1.5779999999999998,,Better,Unfavorable
1.0,0.0,G,44.0,67.0,7.0,First call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,College Graduate,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Republican,65 and Over,1.633,,Same,Unfavorable
1.0,0.0,G,44.0,67.0,8.0,First call,1.0,40-44,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Good,Run for President,No,No,No,Same,Clinton,Independent,Postgrad,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,East,30-44,40-49,Independent/Other,40-49,1.337,Economy/Jobs,Same,
1.0,0.0,G,44.0,67.0,9.0,First call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Good,Run for President,No,Yes,Yes,Same,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.405,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,67.0,10.0,First call,1.0,50-59,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Independent,Postgrad,"100,000 or More",Moderate,18-64,,State,Complete,East,45-59,50-59,Independent/Other,50-64,1.382,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,67.0,11.0,First call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Serve out Term,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.405,,Better,Unfavorable
1.0,0.0,G,44.0,67.0,12.0,First call,1.0,25-29,,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,,Local Level,Neither,No,Good,Run for President,Yes,Yes,No,Better,Dole,Independent,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,East,18-29,25-29,Independent/Other,25-29,2.031,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,67.0,13.0,Second call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,No,No,Yes,Better,Clinton,Republican,Postgrad,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.453,Taxes,Same,Favorable
1.0,0.0,G,44.0,67.0,14.0,Second call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.453,,Same,Unfavorable
1.0,0.0,G,44.0,67.0,15.0,Second call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,No,No,No,Same,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,East,30-44,40-49,Republican,40-49,1.453,,Worse,Unfavorable
1.0,0.0,G,44.0,67.0,16.0,Second call,1.0,60-64,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,,Neither,No,Good,Serve out Term,No,No,Yes,Better,Clinton,Democrat,College Graduate,"$75,000-$100,000",Liberal,18-64,,State,Complete,East,60 and Over,60 and Over,Democrat,50-64,1.499,Education,Same,Unfavorable
1.0,0.0,G,44.0,67.0,17.0,Second call,1.0,40-44,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Excellent,Serve out Term,No,No,No,Same,Clinton,Democrat,High School Graduate,"$30,000-$50,000",Moderate,18-64,No,State,Complete,East,30-44,40-49,Democrat,40-49,1.382,,Same,Favorable
1.0,0.0,G,44.0,67.0,18.0,Second call,1.0,40-44,White,Female,Bush,Perry,,No,Approve,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,No,No,No,Same,Dole,Republican,College Graduate,"100,000 or More",Conservative,18-64,Yes,State,Complete,East,30-44,40-49,Republican,40-49,1.329,Education,Better,Favorable
1.0,0.0,G,44.0,67.0,19.0,Second call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,Yes,Worse,Perot,Independent,Some College,"$15,000-$30,000",Moderate,18-64,Yes,State,Complete,East,45-59,40-49,Independent/Other,40-49,1.405,Education,Same,Unfavorable
1.0,0.0,G,44.0,67.0,20.0,Second call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Black,Local Level,Neither,No,Good,Run for President,No,No,Yes,Better,Clinton,Democrat,College Graduate,"$50,000-$75,000",Liberal,18-64,Yes,State,Complete,East,45-59,50-59,Democrat,50-64,0.863,Education,Better,Favorable
1.0,0.0,G,44.0,67.0,21.0,Second call,1.0,30-39,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,College Graduate,"$50,000-$75,000",Moderate,18-64,Yes,State,Complete,East,30-44,30-39,Republican,30-39,1.453,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,22.0,Second call,1.0,50-59,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,,Support Clinton,No,Good,Serve out Term,No,No,No,Same,Did Not Vote,Independent,Some College,"$50,000-$75,000",Liberal,18-64,No,State,Complete,East,45-59,50-59,Independent/Other,50-64,1.337,,Same,Favorable
1.0,0.0,G,44.0,67.0,23.0,Second call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,High School Graduate,"$30,000-$50,000",Conservative,18-64,Yes,State,Complete,East,30-44,30-39,Republican,30-39,1.405,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,67.0,24.0,Second call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,No,Good,Serve out Term,Yes,Yes,No,Same,Dole,Republican,Some College,"$15,000-$30,000",Conservative,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Republican,65 and Over,1.5779999999999998,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,67.0,25.0,Second call,1.0,40-44,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Some College,"100,000 or More",Conservative,18-64,Yes,State,Complete,East,30-44,40-49,Republican,40-49,1.453,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,67.0,26.0,Second call,1.0,60-64,White,Female,Bush,Perry,Cornyn,No,Approve,Disapprove,No Effect,White,Local Level,Oppose Clinton,No,Good,Run for President,No,No,Yes,Worse,Clinton,Independent,Some College,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,East,60 and Over,60 and Over,Independent/Other,50-64,1.5779999999999998,Education,Same,Unfavorable
1.0,0.0,G,44.0,67.0,27.0,Second call,1.0,45-49,White,Male,Bush,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,,Neither,No,Good,Serve out Term,No,Yes,No,Same,Dole,Republican,,,Moderate,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.318,Taxes,Better,Unfavorable
1.0,0.0,G,44.0,67.0,28.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,,,,Better,Clinton,Independent,College Graduate,"$75,000-$100,000",Moderate,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Independent/Other,65 and Over,1.633,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,29.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Approve,Disapprove,Less Likely,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Dole,Independent,Some College,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Independent/Other,65 and Over,1.633,Economy/Jobs,Worse,Unfavorable
1.0,0.0,G,44.0,67.0,30.0,Third call,1.0,45-49,Black,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,Black,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,Some College,"$50,000-$75,000",Liberal,18-64,No,State,Complete,East,45-59,40-49,Democrat,40-49,0.863,,Better,Favorable
1.0,0.0,G,44.0,67.0,31.0,Third call,1.0,30-39,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Other,Something Else,High School Graduate,"$50,000-$75,000",Liberal,18-64,No,State,Complete,East,30-44,30-39,Independent/Other,30-39,1.337,,Same,Favorable
1.0,0.0,G,44.0,67.0,32.0,Third call,1.0,45-49,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,Yes,Same,Dole,Republican,College Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,East,45-59,40-49,Republican,40-49,1.405,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,33.0,Third call,1.0,30-39,White,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Democrat,College Graduate,"100,000 or More",Moderate,18-64,No,State,Complete,East,30-44,30-39,Democrat,30-39,1.337,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,67.0,34.0,Third call,1.0,,White,Female,Bush,,,,,,Less Likely,White,,,,,,,,,,,,,,,,,State,Not Complete,East,,,,,1.357,,,
1.0,0.0,G,44.0,67.0,35.0,Third call,1.0,50-59,White,Female,Bush,Sharp,Mattox,No,Approve,,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,,Yes,Better,Perot,Democrat,College Graduate,"$30,000-$50,000",Moderate,18-64,,State,Complete,East,45-59,50-59,Democrat,50-64,1.274,Education,Better,
1.0,0.0,G,44.0,67.0,36.0,Third call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,State Level,Neither,No,Good,Run for President,,Yes,,Better,Clinton,Republican,College Graduate,"100,000 or More",,18-64,Yes,State,Complete,East,30-44,30-39,Republican,30-39,1.405,,Worse,Unfavorable
1.0,0.0,G,44.0,67.0,37.0,Third call,1.0,18-24,White,Male,Bush,Perry,Mattox,No,Disapprove,Approve,No Effect,White,State Level,Oppose Clinton,Yes,Not So Good,,Yes,Yes,Yes,Better,Perot,Independent,No High School,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,East,18-29,18-24,Independent/Other,18-24,1.8780000000000001,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,38.0,Third call,1.0,30-39,White,Female,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,East,30-44,30-39,Republican,30-39,1.405,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,39.0,Third call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Oppose Clinton,Yes,Good,Run for President,No,Yes,Yes,Same,Dole,Republican,College Graduate,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,East,60 and Over,60 and Over,Republican,65 and Over,1.5779999999999998,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,67.0,40.0,Third call,1.0,60-64,Hispanic,Male,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,More Likely,Hispanic,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$30,000-$50,000",Liberal,18-64,No,State,Complete,East,60 and Over,60 and Over,Democrat,50-64,1.002,Education,Same,Favorable
1.0,0.0,G,44.0,67.0,41.0,Third call,1.0,45-49,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Better,Perot,Independent,Some College,"$30,000-$50,000",Moderate,18-64,Yes,State,Complete,East,45-59,40-49,Independent/Other,40-49,1.337,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,67.0,42.0,Third call,1.0,45-49,White,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,No,Better,Clinton,Republican,College Graduate,"$50,000-$75,000",Liberal,18-64,No,State,Complete,East,45-59,40-49,Republican,40-49,1.337,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,67.0,43.0,Third call,1.0,30-39,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,Support Clinton,No,Good,Run for President,No,No,No,Better,Clinton,Independent,College Graduate,"$50,000-$75,000",Liberal,18-64,,State,Complete,East,30-44,30-39,Independent/Other,30-39,1.382,Education,Better,Favorable
1.0,0.0,G,44.0,67.0,44.0,Third call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,Yes,Same,Dole,Independent,High School Graduate,"$50,000-$75,000",Conservative,18-64,Yes,State,Complete,East,45-59,50-59,Independent/Other,50-64,1.453,Education,Better,Unfavorable
1.0,0.0,G,44.0,67.0,45.0,Third call,1.0,18-24,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,Local Level,Neither,No,Excellent,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Some College,"$30,000-$50,000",Liberal,18-64,No,State,Complete,East,18-29,18-24,Democrat,18-24,1.991,State Surplus,Worse,Favorable
1.0,0.0,G,44.0,79.0,1.0,First call,1.0,45-49,White,Female,Bush,Sharp,Mattox,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Good,Run for President,No,Yes,Yes,Same,Dole,Republican,College Graduate,"$75,000-$100,000",Moderate,18-64,Yes,State,Complete,Houston,45-59,40-49,Republican,40-49,1.302,Education,Same,Unfavorable
1.0,0.0,G,44.0,79.0,2.0,First call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,Local Level,Neither,Yes,Good,Run for President,Yes,,,Same,Dole,Independent,College Graduate,,Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Independent/Other,50-64,1.355,Education,Better,Unfavorable
1.0,0.0,G,44.0,79.0,3.0,First call,1.0,65 and over,Asian,Male,Bush,Perry,Cornyn,No,Approve,Approve,,Asian,State Level,Neither,Yes,Good,Run for President,No,No,No,Better,Dole,Republican,High School Graduate,"$50,000-$75,000",Conservative,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.327,International Trade,Better,Favorable
1.0,0.0,G,44.0,79.0,4.0,First call,1.0,30-39,White,Female,Bush,Sharp,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Good,Serve out Term,No,Yes,No,Better,Perot,Republican,Some College,"100,000 or More",Moderate,18-64,Yes,State,Complete,Houston,30-44,30-39,Republican,30-39,1.46,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,79.0,5.0,First call,1.0,60-64,White,Female,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,No,Same,Clinton,Democrat,College Graduate,"$75,000-$100,000",Conservative,18-64,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,1.387,Taxes,Better,Favorable
1.0,0.0,G,44.0,79.0,6.0,First call,1.0,18-24,White,Male,Mauro,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,Yes,Yes,Yes,Same,Did Not Vote,Independent,Postgrad,"$30,000-$50,000",Conservative,18-64,No,State,Complete,Houston,18-29,18-24,Independent/Other,18-24,1.157,Welfare,Same,Unfavorable
1.0,0.0,G,44.0,79.0,7.0,First call,1.0,65 and over,White,Male,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Clinton,Democrat,Postgrad,"$75,000-$100,000",Liberal,65 and Over,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,65 and Over,1.301,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,79.0,8.0,First call,1.0,60-64,White,Male,Bush,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Excellent,Serve out Term,No,No,Yes,Better,Clinton,Democrat,Postgrad,"$75,000-$100,000",Liberal,18-64,No,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,1.199,Education,Worse,Unfavorable
1.0,0.0,G,44.0,79.0,9.0,First call,1.0,40-44,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Independent,Postgrad,"$75,000-$100,000",Moderate,18-64,No,State,Complete,Houston,30-44,40-49,Independent/Other,40-49,1.416,,Same,Favorable
1.0,0.0,G,44.0,79.0,10.0,First call,1.0,60-64,White,Female,Mauro,Other,Other,,,,More Likely,White,,,No,,Serve out Term,,,,,,,,,,18-64,No,State,Not Complete,Houston,60 and Over,60 and Over,,50-64,3.205,,,
1.0,0.0,G,44.0,79.0,11.0,First call,1.0,30-39,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Better,Clinton,Republican,College Graduate,"100,000 or More",Moderate,18-64,No,State,Complete,Houston,30-44,30-39,Republican,30-39,1.333,International Trade,Worse,Favorable
1.0,0.0,G,44.0,79.0,12.0,First call,1.0,40-44,Black,Male,Mauro,Sharp,Mattox,No,Approve,Approve,No Effect,Black,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Clinton,Democrat,College Graduate,"$50,000-$75,000",Moderate,18-64,,State,Complete,Houston,30-44,40-49,Democrat,40-49,1.208,,Worse,Unfavorable
1.0,0.0,G,44.0,79.0,13.0,Second call,1.0,50-59,White,Female,Mauro,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,No,No,Same,Dole,Independent,College Graduate,"$50,000-$75,000",Conservative,18-64,No,State,Complete,Houston,45-59,50-59,Independent/Other,50-64,1.416,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,79.0,14.0,Second call,1.0,50-59,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,No Effect,White,Local Level,Oppose Clinton,Yes,Good,Run for President,Yes,Yes,No,Better,Dole,Republican,Postgrad,"100,000 or More",Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,1.355,Education,Same,Unfavorable
1.0,0.0,G,44.0,79.0,15.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Approve,No Effect,White,Local Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,No,Same,Dole,Independent,Postgrad,"$15,000-$30,000",Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Independent/Other,65 and Over,1.327,Economy/Jobs,Better,Unfavorable
1.0,0.0,G,44.0,79.0,16.0,Second call,1.0,65 and over,White,Male,Bush,Sharp,Cornyn,No,Approve,Disapprove,Less Likely,White,Local Level,Neither,No,Excellent,Serve out Term,No,No,Yes,Better,Perot,Republican,Postgrad,,Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.345,Education,Same,Unfavorable
1.0,0.0,G,44.0,79.0,17.0,Second call,1.0,50-59,White,Female,Bush,Sharp,Cornyn,No,Approve,Approve,No Effect,White,Local Level,Neither,No,Good,Serve out Term,No,,Yes,Same,Clinton,Democrat,Some College,"100,000 or More",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,1.46,,Same,
1.0,0.0,G,44.0,79.0,18.0,Second call,1.0,50-59,White,Female,Mauro,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,No,Same,Clinton,Independent,Postgrad,"$50,000-$75,000",Moderate,18-64,No,State,Complete,Houston,45-59,50-59,Independent/Other,50-64,1.416,Crime/Drugs,Same,Unfavorable
1.0,0.0,G,44.0,79.0,19.0,Second call,1.0,60-64,White,Female,,Sharp,Mattox,No,Disapprove,Disapprove,No Effect,White,State Level,Neither,No,Good,Serve out Term,No,No,Yes,Same,Clinton,Democrat,Some College,,Liberal,18-64,Yes,State,Complete,Houston,60 and Over,60 and Over,Democrat,50-64,1.311,,Same,Unfavorable
1.0,0.0,G,44.0,79.0,20.0,Second call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,Postgrad,"Under $15,000",Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.408,Education,Better,Unfavorable
1.0,0.0,G,44.0,79.0,21.0,Second call,1.0,65 and over,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,Neither,No,Good,Serve out Term,No,,Yes,Better,Clinton,Democrat,Postgrad,"100,000 or More",Moderate,65 and Over,,State,Complete,Houston,60 and Over,60 and Over,Democrat,65 and Over,1.301,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,79.0,22.0,Second call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Disapprove,Approve,Less Likely,White,State Level,Neither,No,Good,Serve out Term,No,Yes,No,Same,Dole,Independent,Some College,"$75,000-$100,000",Conservative,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Independent/Other,65 and Over,1.408,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,79.0,23.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,No,Excellent,Run for President,Yes,Yes,Yes,Better,Dole,Republican,College Graduate,"$50,000-$75,000",Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.327,Education,Better,Unfavorable
1.0,0.0,G,44.0,79.0,24.0,Second call,1.0,50-59,Hispanic,Female,Bush,Perry,Cornyn,Yes,Disapprove,Disapprove,No Effect,Hispanic,Local Level,Oppose Clinton,No,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,Some College,"100,000 or More",Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,1.308,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,79.0,25.0,Second call,1.0,50-59,Hispanic,Male,Bush,Perry,Cornyn,Yes,Disapprove,Approve,No Effect,White,Local Level,Neither,No,Good,Run for President,Yes,Yes,No,Same,Dole,Republican,College Graduate,"100,000 or More",Conservative,18-64,Yes,State,Complete,Houston,45-59,50-59,Republican,50-64,1.229,Taxes,Same,Unfavorable
1.0,0.0,G,44.0,79.0,26.0,Second call,1.0,65 and over,White,Female,Bush,Perry,Cornyn,No,Approve,Approve,No Effect,White,State Level,Neither,No,Not So Good,Run for President,No,No,Yes,Same,Perot,Republican,Some College,"$75,000-$100,000",Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.408,State Surplus,Same,Unfavorable
1.0,0.0,G,44.0,79.0,27.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Approve,,No Effect,White,Local Level,Neither,No,Good,Run for President,No,,,Same,Dole,Independent,Postgrad,"$50,000-$75,000",Moderate,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Independent/Other,65 and Over,1.327,,Same,Unfavorable
1.0,0.0,G,44.0,79.0,28.0,Second call,1.0,40-44,White,Male,Bush,Sharp,Mattox,No,Approve,Disapprove,No Effect,White,Local Level,Neither,No,Good,Run for President,No,No,No,Better,Clinton,Democrat,College Graduate,"100,000 or More",Moderate,18-64,Yes,State,Complete,Houston,30-44,40-49,Democrat,40-49,1.225,Economy/Jobs,Same,Favorable
1.0,0.0,G,44.0,79.0,29.0,Second call,1.0,50-59,Hispanic,Female,Mauro,Sharp,Mattox,Yes,Approve,Disapprove,No Effect,Hispanic,Local Level,Neither,No,Good,Serve out Term,No,No,No,Worse,Clinton,Democrat,College Graduate,,Liberal,18-64,No,State,Complete,Houston,45-59,50-59,Democrat,50-64,1.285,Economy/Jobs,Same,Unfavorable
1.0,0.0,G,44.0,79.0,30.0,Second call,1.0,65 and over,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Oppose Clinton,No,Excellent,Run for President,Yes,Yes,No,Same,Dole,Republican,Some College,"100,000 or More",Conservative,65 and Over,Yes,State,Complete,Houston,60 and Over,60 and Over,Republican,65 and Over,1.327,International Trade,Better,Unfavorable
1.0,0.0,G,44.0,79.0,31.0,Second call,1.0,65 and over,White,Male,Mauro,Sharp,Mattox,No,Approve,Disapprove,More Likely,White,State Level,Support Clinton,No,Good,Serve out Term,No,No,No,Same,Clinton,Independent,College Graduate,"Under $15,000",Liberal,65 and Over,No,State,Complete,Houston,60 and Over,60 and Over,Independent/Other,65 and Over,1.301,Welfare,Same,Favorable
1.0,0.0,G,44.0,79.0,32.0,Second call,1.0,45-49,White,Male,Bush,Perry,Cornyn,No,Disapprove,Disapprove,Less Likely,White,Local Level,Neither,Yes,Good,Run for President,Yes,Yes,Yes,Worse,Dole,Independent,College Graduate,"$75,000-$100,000",Conservative,18-64,Yes,State,Complete,Houston,45-59,40-49,Independent/Other,40-49,1.355,Taxes,Worse,Unfavorable
1.0,0.0,G,44.0,79.0,33.0,Third call,1.0,50-59,White,Female,Bush,Sharp,,No,Disapprove,Disapprove,Less Likely,White,,Neither,No,Not So Good,,Yes,Yes,Yes,Worse,Dole,Republican,Some College,"$50,000-$75,000",Conservative,18-64,,State,Complete,Houston,45-59,50-59,Republican,50-64,1.379,Education,Worse,
1.0,0.0,G,44.0,80.0,1.0,First call,1.0,50-59,Black,Female,Mauro,Sharp,Mattox,,Approve,,No Effect,Black,,,,Not So Good,Serve out Term,No,No,,Same,Clinton,Democrat,High School Graduate,,,18-64,,State,Complete,Houston,45-59,50-59,Democrat,50-64,0.143,,Same,Favorable
