V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40
1.0,0.0,G,10.0,91.0,21.0,Third call,1.0,30-39,White,Female,Graham,MacKay,No,Approve,Approve,White,Support,Support Clinton,,No,No,No,Better,Clinton,Democrat,,30 to 50K,Conservative,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Democrat,30 to 39,0.28099999999999997,Honest/Trust,Favorable
1.0,0.0,G,10.0,91.0,22.0,Third call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Approve,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Democrat,30 to 39,0.282,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,23.0,Third call,1.0,45-49,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,,Yes,Yes,,Worse,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,State,Complete,Tampa Bay area,45 to 59,40 to 49,Independent/Other,40 to 49,0.35,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,24.0,Third call,1.0,45-49,White,Female,,MacKay,No,Approve,Disapprove,White,,Support Clinton,,No,No,,Better,Clinton,Democrat,HS grad,30 to 50K,,18 to 64,State,Complete,Tampa Bay area,45 to 59,40 to 49,Democrat,40 to 49,0.269,My view of govt.,Favorable
1.0,0.0,G,10.0,91.0,25.0,Third call,1.0,45-49,White,Female,Graham,MacKay,No,Approve,Approve,White,Oppose,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Tampa Bay area,45 to 59,40 to 49,Democrat,40 to 49,0.28099999999999997,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,26.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Approve,Approve,White,Oppose,Neither,No,No,No,No,Same,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Tampa Bay area,45 to 59,50 to 59,Republican,50 to 64,0.39699999999999996,Honest/Trust,Favorable
1.0,0.0,G,10.0,91.0,27.0,Third call,1.0,45-49,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,Yes,Yes,Yes,Worse,Clinton,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Tampa Bay area,45 to 59,40 to 49,Republican,40 to 49,0.35,My view of govt.,Unfavorable
1.0,0.0,G,10.0,91.0,28.0,Third call,1.0,60-64,White,Female,Graham,MacKay,No,Approve,,White,Oppose,Support Clinton,,No,No,,Better,Clinton,Democrat,College grad,30 to 50K,,18 to 64,State,Complete,Tampa Bay area,60 and over,60 and over,Democrat,50 to 64,0.348,Honest/Trust,Favorable
1.0,0.0,G,10.0,91.0,29.0,Third call,1.0,40-44,White,Female,Crist,MacKay,No,Disapprove,Disapprove,White,Oppose,,Yes,Yes,Yes,Yes,Better,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Tampa Bay area,30 to 44,40 to 49,Republican,40 to 49,0.25,My view of govt.,Unfavorable
1.0,0.0,G,10.0,91.0,30.0,Third call,1.0,30-39,White,Male,Crist,Bush,No,Approve,Disapprove,White,Oppose,Neither,Yes,No,No,No,Same,Dole,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Independent/Other,30 to 39,0.351,,Unfavorable
1.0,0.0,G,10.0,91.0,31.0,Third call,1.0,30-39,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,Oppose,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Republican,30 to 39,0.35,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,32.0,Third call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Tampa Bay area,30 to 44,40 to 49,Republican,40 to 49,0.351,My view of govt.,Unfavorable
1.0,0.0,G,10.0,91.0,33.0,Third call,1.0,40-44,Black,Male,Graham,MacKay,No,Approve,Approve,Black,Oppose,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,75 to 100K,Moderate,18 to 64,State,Complete,Tampa Bay area,30 to 44,40 to 49,Democrat,40 to 49,0.259,Cares about me,Favorable
1.0,0.0,G,10.0,91.0,34.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,,Disapprove,White,Oppose,Neither,No,No,No,Yes,Better,Clinton,Democrat,No HS,Under 15K,Conservative,18 to 64,State,Complete,Tampa Bay area,45 to 59,50 to 59,Democrat,50 to 64,0.39699999999999996,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,35.0,Third call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Oppose,,Yes,Yes,Yes,Yes,Same,Dole,Democrat,Some college,50 to 75K,,18 to 64,State,Complete,Tampa Bay area,45 to 59,50 to 59,Democrat,50 to 64,0.351,,Unfavorable
1.0,0.0,G,10.0,91.0,36.0,Third call,1.0,18-24,White,Female,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,Yes,Yes,Yes,,Better,Dole,Republican,Some college,,Conservative,18 to 64,State,Complete,Tampa Bay area,18 to 29,18 to 24,Republican,18 to 24,0.37999999999999995,Honest/Trust,Unfavorable
1.0,0.0,G,10.0,91.0,37.0,Third call,1.0,65 and over,White,Female,Crist,MacKay,No,Approve,Disapprove,White,Oppose,Neither,,No,No,Yes,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,State,Complete,Tampa Bay area,60 and over,60 and over,Democrat,65 and over,0.308,,Unfavorable
1.0,0.0,G,10.0,91.0,38.0,Third call,1.0,50-59,White,Male,Graham,Bush,No,Approve,,White,Oppose,Neither,No,No,No,No,Better,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Tampa Bay area,45 to 59,50 to 59,Independent/Other,50 to 64,0.39799999999999996,Get things done,Favorable
1.0,0.0,G,10.0,91.0,39.0,Third call,1.0,30-39,White,Female,Graham,,No,Approve,Approve,White,Oppose,Neither,Yes,No,No,Yes,Better,,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Democrat,30 to 39,0.337,,Unfavorable
1.0,0.0,G,10.0,91.0,40.0,Third call,1.0,65 and over,White,Male,Crist,MacKay,No,Approve,Disapprove,White,Oppose,Neither,Yes,No,No,No,Same,Clinton,Independent,Some college,15 to 30K,Moderate,65 and over,State,Complete,Tampa Bay area,60 and over,60 and over,Independent/Other,65 and over,0.31,,Favorable
1.0,0.0,G,10.0,91.0,41.0,Third call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,Approve,White,Support,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Tampa Bay area,30 to 44,30 to 39,Republican,30 to 39,0.351,My view of govt.,Unfavorable
1.0,0.0,G,10.0,91.0,42.0,Third call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,Support,Neither,Yes,Yes,Yes,Yes,Same,Dole,Democrat,HS grad,50 to 75K,Conservative,18 to 64,State,Complete,Tampa Bay area,45 to 59,50 to 59,Democrat,50 to 64,0.351,My view of govt.,Unfavorable
1.0,0.0,G,10.0,97.0,1.0,First call,1.0,65 and over,White,Female,Crist,Bush,No,Approve,Approve,White,,Neither,Yes,No,Yes,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.774,,Favorable
1.0,0.0,G,10.0,97.0,2.0,First call,1.0,65 and over,,Female,Graham,Bush,,Disapprove,Approve,,,,,,,,,,,,,,65 and over,National,Not complete,Central,60 and over,60 and over,,65 and over,2.006,,
1.0,0.0,G,10.0,97.0,3.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Neither,,No,Yes,Yes,Same,Dole,Republican,HS grad,,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.696,,Unfavorable
1.0,0.0,G,10.0,97.0,4.0,First call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Under 15K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.774,,Unfavorable
1.0,0.0,G,10.0,97.0,5.0,First call,1.0,60-64,White,Male,Crist,MacKay,,Approve,Approve,White,,,,,,,,,,,,,18 to 64,National,Not complete,Central,60 and over,60 and over,,50 to 64,1.504,,
1.0,0.0,G,10.0,97.0,6.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,Yes,Yes,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.696,,Unfavorable
1.0,0.0,G,10.0,97.0,7.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.698,,Favorable
1.0,0.0,G,10.0,97.0,8.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,15 to 30K,Conservative,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.696,,
1.0,0.0,G,10.0,97.0,9.0,First call,1.0,65 and over,White,Female,Graham,Bush,No,Approve,,White,,,,,,,Same,,Republican,,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,2.006,,
1.0,0.0,G,10.0,97.0,10.0,First call,1.0,65 and over,White,Male,Graham,Bush,No,Approve,,White,,,,,,,Worse,,Republican,,Under 15K,Conservative,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.917,,
1.0,0.0,G,10.0,97.0,11.0,First call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Worse,,Independent,,30 to 50K,Moderate,18 to 64,National,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.774,,
1.0,0.0,G,10.0,97.0,12.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Worse,,Democrat,,50 to 75K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.698,,
1.0,0.0,G,10.0,97.0,13.0,Second call,1.0,65 and over,White,,Crist,Bush,No,Approve,Disapprove,White,,Neither,No,No,,Yes,Same,Perot,Independent,Some college,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.774,,Unfavorable
1.0,0.0,G,10.0,97.0,14.0,Second call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Support Clinton,Yes,No,No,No,Worse,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.698,,Favorable
1.0,0.0,G,10.0,97.0,15.0,Second call,1.0,65 and over,White,Female,Graham,Bush,No,Disapprove,Approve,White,,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Clinton,Republican,HS grad,Under 15K,Liberal,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,2.006,,Unfavorable
1.0,0.0,G,10.0,97.0,16.0,Second call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,No,Better,Clinton,Republican,Postgrad,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.698,,Unfavorable
1.0,0.0,G,10.0,97.0,17.0,Second call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,No,Yes,Yes,Better,Dole,Independent,HS grad,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.696,,Unfavorable
1.0,0.0,G,10.0,97.0,18.0,Second call,1.0,65 and over,White,Female,Graham,Bush,,Disapprove,,White,,,,,,,,,,,,,65 and over,National,Not complete,Central,60 and over,60 and over,,65 and over,2.006,,
1.0,0.0,G,10.0,97.0,19.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,,,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.774,,
1.0,0.0,G,10.0,97.0,20.0,Second call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Democrat,,30 to 50K,Liberal,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.698,,
1.0,0.0,G,10.0,97.0,21.0,Second call,1.0,65 and over,White,Male,Graham,Bush,No,Approve,,White,,,,,,,Better,,Independent,,30 to 50K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.917,,
1.0,0.0,G,10.0,97.0,22.0,Second call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Republican,,75 to 100K,Conservative,18 to 64,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.285,,
1.0,0.0,G,10.0,97.0,23.0,Second call,1.0,60-64,White,Male,Crist,Bush,No,Approve,,White,,,,,,,Worse,,Republican,,30 to 50K,Conservative,18 to 64,National,Complete,Central,60 and over,60 and over,Republican,50 to 64,1.696,,
1.0,0.0,G,10.0,97.0,24.0,Third call,1.0,65 and over,White,Male,Graham,MacKay,No,Disapprove,,White,,Neither,No,No,Yes,Yes,Same,Perot,Republican,Some college,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.698,,Unfavorable
1.0,0.0,G,10.0,97.0,25.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.779,,Unfavorable
1.0,0.0,G,10.0,97.0,26.0,Third call,1.0,65 and over,White,Male,Graham,Bush,No,Disapprove,Approve,White,,Neither,No,Yes,Yes,Yes,Worse,Clinton,Republican,HS grad,Under 15K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.917,,Unfavorable
1.0,0.0,G,10.0,97.0,27.0,Third call,1.0,65 and over,White,Male,Crist,Bush,No,Approve,Disapprove,White,,Support Clinton,No,No,No,No,Same,Dole,Independent,No HS,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.696,,
1.0,0.0,G,10.0,97.0,28.0,Third call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Support Clinton,No,No,No,Yes,Better,Perot,Republican,College grad,30 to 50K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.698,,Unfavorable
1.0,0.0,G,10.0,97.0,29.0,Third call,1.0,65 and over,White,Male,Graham,MacKay,No,Disapprove,Disapprove,White,,Oppose Clinton,Yes,Yes,Yes,,Same,Perot,Republican,HS grad,50 to 75K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.698,,Unfavorable
1.0,0.0,G,10.0,97.0,30.0,Third call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Something else,,15 to 30K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.774,,
1.0,0.0,G,10.0,97.0,31.0,Third call,1.0,65 and over,White,,Graham,MacKay,No,Approve,,White,,,,,,,Same,,Democrat,,30 to 50K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.698,,
1.0,0.0,G,10.0,97.0,32.0,Third call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Worse,,Republican,,Under 15K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.774,,
1.0,0.0,G,10.0,97.0,33.0,Third call,1.0,60-64,White,Female,Graham,MacKay,,,,White,,,,,,,,,Democrat,,,,18 to 64,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.779,,
1.0,0.0,G,10.0,97.0,34.0,Third call,1.0,65 and over,White,Male,Graham,MacKay,,Disapprove,,White,,,,,,,Worse,,Democrat,,Under 15K,Moderate,65 and over,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.698,,
1.0,0.0,G,10.0,97.0,35.0,Third call,1.0,60-64,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Same,,Independent,,,Liberal,18 to 64,National,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.779,,
1.0,0.0,G,10.0,100.0,1.0,First call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.4889999999999999,,Unfavorable
1.0,0.0,G,10.0,100.0,2.0,First call,1.0,,White,Female,Crist,Bush,,Disapprove,Disapprove,White,,,,,,,,,,,,,,National,Not complete,South,,,,,1.319,,
1.0,0.0,G,10.0,100.0,3.0,First call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,100K or more,Conservative,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.089,,Unfavorable
1.0,0.0,G,10.0,100.0,4.0,First call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.089,,Unfavorable
1.0,0.0,G,10.0,100.0,5.0,First call,1.0,50-59,Hispanic,Male,Crist,Bush,Yes,Disapprove,Approve,White,,Neither,No,Yes,Yes,No,Better,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.029,,Unfavorable
1.0,0.0,G,10.0,100.0,6.0,First call,1.0,45-49,Hispanic,Male,Crist,Bush,Yes,Disapprove,Disapprove,Hispanic,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,National,Complete,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.029,,Unfavorable
1.0,0.0,G,10.0,100.0,7.0,First call,1.0,65 and over,White,Female,Graham,Bush,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.23,,Unfavorable
1.0,0.0,G,10.0,100.0,8.0,First call,1.0,30-39,White,Male,Graham,Bush,No,Approve,,White,,,,,,,Same,,Independent,,75 to 100K,Conservative,18 to 64,National,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.6179999999999999,,
1.0,0.0,G,10.0,100.0,9.0,First call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Worse,,Republican,,50 to 75K,Conservative,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.182,,
1.0,0.0,G,10.0,100.0,10.0,First call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Independent,,100K or more,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.4849999999999999,,
1.0,0.0,G,10.0,100.0,11.0,First call,1.0,50-59,White,Male,Crist,Bush,No,Approve,,White,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.431,,
1.0,0.0,G,10.0,100.0,12.0,First call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Independent,,100K or more,Conservative,18 to 64,National,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.431,,
1.0,0.0,G,10.0,100.0,13.0,First call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.319,,
1.0,0.0,G,10.0,100.0,14.0,First call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,National,Complete,South,60 and over,60 and over,Republican,50 to 64,1.089,,
1.0,0.0,G,10.0,100.0,15.0,Second call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.4849999999999999,,Unfavorable
1.0,0.0,G,10.0,100.0,16.0,Second call,1.0,50-59,White,Male,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,Yes,Yes,No,Same,Perot,Democrat,Postgrad,100K or more,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Democrat,50 to 64,1.431,,Unfavorable
1.0,0.0,G,10.0,100.0,17.0,Second call,1.0,65 and over,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.089,,Unfavorable
1.0,0.0,G,10.0,100.0,18.0,Second call,1.0,50-59,White,Male,Crist,Bush,,Approve,Disapprove,White,,,,,,,,,,,,,18 to 64,National,Not complete,South,45 to 59,50 to 59,,50 to 64,1.431,,
1.0,0.0,G,10.0,100.0,19.0,Second call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,Yes,,Better,Clinton,Independent,College grad,100K or more,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.367,,
1.0,0.0,G,10.0,100.0,20.0,Second call,1.0,60-64,White,Female,Graham,Bush,No,Approve,,White,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,National,Complete,South,60 and over,60 and over,Democrat,50 to 64,1.23,,
1.0,0.0,G,10.0,100.0,21.0,Second call,1.0,30-39,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Better,,Republican,,50 to 75K,Conservative,18 to 64,National,Complete,South,30 to 44,30 to 39,Republican,30 to 39,1.431,,
1.0,0.0,G,10.0,100.0,22.0,Second call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Worse,,Something else,,50 to 75K,,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.182,,
1.0,0.0,G,10.0,100.0,23.0,Second call,1.0,65 and over,White,Female,Crist,Bush,,Disapprove,,White,,,,,,,Worse,,Republican,,30 to 50K,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Republican,65 and over,1.089,,
1.0,0.0,G,10.0,100.0,24.0,Second call,1.0,18-24,White,Male,Graham,Bush,No,Disapprove,,White,,,,,,,Same,,Independent,,15 to 30K,Moderate,18 to 64,National,Complete,South,18 to 29,18 to 24,Independent/Other,18 to 24,2.774,,
1.0,0.0,G,10.0,100.0,25.0,Third call,1.0,50-59,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Neither,No,No,No,Yes,Better,Other,Republican,College grad,100K or more,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.319,,Unfavorable
1.0,0.0,G,10.0,100.0,26.0,Third call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,National,Complete,South,60 and over,60 and over,Republican,50 to 64,1.089,,Unfavorable
1.0,0.0,G,10.0,100.0,27.0,Third call,1.0,50-59,Other,Male,Graham,MacKay,No,Approve,Disapprove,Other,,Neither,No,No,No,No,Better,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.799,,Favorable
1.0,0.0,G,10.0,100.0,28.0,Third call,1.0,40-44,Black,Female,Graham,MacKay,No,Approve,Disapprove,Black,,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,National,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.191,,Unfavorable
1.0,0.0,G,10.0,100.0,29.0,Third call,1.0,50-59,White,Female,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,Yes,Better,Clinton,Independent,Postgrad,50 to 75K,Moderate,18 to 64,National,Complete,South,45 to 59,50 to 59,Independent/Other,50 to 64,1.6549999999999998,,Unfavorable
1.0,0.0,G,10.0,100.0,30.0,Third call,1.0,60-64,White,Female,Crist,Bush,No,Disapprove,Disapprove,White,,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,,Conservative,18 to 64,National,Complete,South,60 and over,60 and over,Independent/Other,50 to 64,1.089,,Unfavorable
1.0,0.0,G,10.0,100.0,31.0,Third call,1.0,30-39,White,Male,Graham,MacKay,No,Approve,Disapprove,White,,Neither,No,No,No,No,Better,Other,Something else,Postgrad,15 to 30K,Liberal,18 to 64,National,Complete,South,30 to 44,30 to 39,Independent/Other,30 to 39,1.799,,Favorable
1.0,0.0,G,10.0,100.0,32.0,Third call,1.0,40-44,White,Male,Crist,Bush,No,Disapprove,Approve,White,,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,National,Complete,South,30 to 44,40 to 49,Republican,40 to 49,1.431,,Unfavorable
1.0,0.0,G,10.0,100.0,33.0,Third call,1.0,50-59,White,Female,Graham,Bush,No,Disapprove,Disapprove,White,,,No,Yes,Yes,No,Worse,Clinton,Republican,Postgrad,75 to 100K,Conservative,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.4889999999999999,,Unfavorable
1.0,0.0,G,10.0,100.0,34.0,Third call,1.0,65 and over,White,Male,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Independent,,75 to 100K,Liberal,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.4849999999999999,,
1.0,0.0,G,10.0,100.0,35.0,Third call,1.0,65 and over,White,Male,Crist,Bush,,Disapprove,,White,,,,,,,,,,,,,65 and over,National,Not complete,South,60 and over,60 and over,,65 and over,1.182,,
1.0,0.0,G,10.0,100.0,36.0,Third call,1.0,65 and over,White,Female,Graham,MacKay,No,Approve,,White,,,,,,,Better,,Independent,,,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.367,,
1.0,0.0,G,10.0,100.0,37.0,Third call,1.0,50-59,White,Male,Graham,Bush,No,Disapprove,,White,,,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,National,Complete,South,45 to 59,50 to 59,Republican,50 to 64,1.6179999999999999,,
1.0,0.0,G,10.0,100.0,38.0,Third call,1.0,65 and over,White,Male,Crist,Bush,No,Disapprove,,White,,,,,,,Same,,Independent,,50 to 75K,Moderate,65 and over,National,Complete,South,60 and over,60 and over,Independent/Other,65 and over,1.182,,
