State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Ashcroft good Pres?,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Senate importance,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
26.0,61.0,5.0,Second call,50-59,White,Female,Nixon,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Something else,Some college,75 to 100K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.566,Favorable
26.0,61.0,6.0,Second call,30-39,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,No,Same,Dole,Something else,Some college,50 to 75K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.474,Unfavorable
26.0,61.0,7.0,Second call,30-39,White,Male,Bond,Disapprove,Disapprove,Neither,No,,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.474,Unfavorable
26.0,61.0,8.0,Second call,65 and over,White,Male,Bond,Disapprove,Approve,,Yes,,Yes,Yes,Yes,Same,Dole,Republican,No HS,Under 15K,Conservative,65 and over,,National,Complete,Southwest,60 and over,60 and over,Republican,65 and over,2.137,Unfavorable
26.0,61.0,9.0,Second call,30-39,White,Male,Bond,Approve,Approve,Neither,No,,No,No,No,Same,Clinton,Republican,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.474,Favorable
26.0,61.0,10.0,Second call,50-59,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,,Yes,Yes,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.474,Unfavorable
26.0,61.0,11.0,Second call,60-64,White,Female,Bond,Disapprove,,,,,,,,Same,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Southwest,60 and over,60 and over,Republican,50 to 64,1.861,
26.0,61.0,12.0,Second call,60-64,White,Female,Bond,Disapprove,,,,,,,,,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,Southwest,60 and over,60 and over,Republican,50 to 64,1.861,
26.0,61.0,13.0,Second call,25-29,White,Female,Nixon,Approve,,,,,,,,Worse,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Southwest,18 to 29,25 to 29,Republican,25 to 29,2.162,
26.0,61.0,14.0,Second call,65 and over,White,Male,Nixon,Approve,,,,,,,,Better,,Democrat,,Under 15K,Moderate,65 and over,,National,Complete,Southwest,60 and over,60 and over,Democrat,65 and over,2.605,
26.0,61.0,15.0,Second call,60-64,White,Male,Nixon,Approve,,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Southwest,60 and over,60 and over,Democrat,50 to 64,2.605,
26.0,61.0,16.0,Second call,50-59,White,Male,Nixon,Approve,,,,,,,,Better,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.798,
26.0,61.0,17.0,Second call,30-39,White,Male,Nixon,Disapprove,,,,,,,,Worse,,Something else,,Under 15K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Independent/Other,30 to 39,1.798,
26.0,61.0,18.0,Third call,45-49,White,,Nixon,,,Neither,No,,No,No,Yes,Better,Dole,Independent,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.566,Unfavorable
26.0,61.0,19.0,Third call,50-59,White,Female,Bond,Disapprove,Approve,Neither,Yes,,Yes,Yes,Yes,Worse,Perot,,No HS,Under 15K,Conservative,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,,50 to 64,1.284,Unfavorable
26.0,61.0,20.0,Third call,65 and over,White,,Bond,Disapprove,Disapprove,Neither,No,,Yes,Yes,Yes,Same,Dole,Republican,No HS,15 to 30K,Conservative,65 and over,,National,Complete,Southwest,60 and over,60 and over,Republican,65 and over,2.137,Unfavorable
26.0,61.0,21.0,Third call,50-59,White,Female,Bond,Disapprove,Approve,Oppose Clinton,Yes,,Yes,Yes,Yes,Worse,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.284,Unfavorable
26.0,61.0,22.0,Third call,50-59,White,Male,Bond,Disapprove,Approve,Oppose Clinton,,,Yes,Yes,Yes,Same,Dole,Independent,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Independent/Other,50 to 64,1.474,Unfavorable
26.0,61.0,23.0,Third call,30-39,White,Female,Bond,Approve,Approve,Neither,No,,No,No,No,Better,Other,Republican,No HS,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.284,Favorable
26.0,61.0,24.0,Third call,40-44,White,Female,,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.387,Unfavorable
26.0,61.0,25.0,Third call,50-59,White,Female,Bond,Approve,Disapprove,Neither,No,,No,No,No,Same,Dole,Republican,HS grad,Under 15K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.284,Favorable
26.0,61.0,26.0,Third call,30-39,White,Female,Bond,Disapprove,Approve,Neither,No,,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.284,Unfavorable
26.0,61.0,27.0,Third call,30-39,White,Female,Bond,Approve,Approve,Neither,No,,No,No,Yes,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Democrat,30 to 39,1.284,Favorable
26.0,61.0,28.0,Third call,40-44,White,Male,Bond,Disapprove,Disapprove,Neither,Yes,,Yes,Yes,Yes,Same,Dole,Independent,,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.474,Unfavorable
26.0,61.0,29.0,Third call,50-59,White,Male,Bond,Approve,,,,,,,,,,,,15 to 30K,Moderate,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,,50 to 64,1.474,
26.0,61.0,30.0,Third call,30-39,White,Female,Bond,Disapprove,,,,,,,,Worse,,Republican,,75 to 100K,Moderate,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.284,
26.0,61.0,31.0,Third call,50-59,White,Female,Bond,Disapprove,,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Southwest,45 to 59,50 to 59,Republican,50 to 64,1.284,
26.0,61.0,32.0,Third call,30-39,White,Female,Nixon,Approve,,,,,,,,Worse,,Democrat,,15 to 30K,Liberal,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Democrat,30 to 39,1.566,
26.0,61.0,33.0,Third call,65 and over,White,Female,Bond,Approve,,,,,,,,Same,,Republican,,Under 15K,,65 and over,,National,Complete,Southwest,60 and over,60 and over,Republican,65 and over,1.861,
26.0,61.0,34.0,Third call,18-24,White,Female,Bond,Disapprove,,,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,Southwest,18 to 29,18 to 24,Republican,18 to 24,1.7730000000000001,
26.0,61.0,35.0,Third call,40-44,White,Female,Bond,Disapprove,,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,40 to 49,Republican,40 to 49,1.284,
26.0,61.0,36.0,Third call,60-64,White,Female,Bond,Approve,,,,,,,,Same,,Independent,,Under 15K,Conservative,18 to 64,,National,Complete,Southwest,60 and over,60 and over,Independent/Other,50 to 64,1.861,
26.0,61.0,37.0,Third call,30-39,White,Female,Bond,Disapprove,,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.284,
26.0,61.0,38.0,Third call,30-39,White,Male,Bond,,,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Democrat,30 to 39,1.474,
26.0,61.0,39.0,Third call,30-39,White,Female,Bond,Approve,,,,,,,,Same,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,Southwest,30 to 44,30 to 39,Republican,30 to 39,1.284,
26.0,65.0,1.0,First call,45-49,White,Female,Nixon,Approve,Approve,Neither,No,,No,No,Yes,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.971,Unfavorable
26.0,65.0,2.0,First call,65 and over,White,Male,Nixon,Approve,Disapprove,Neither,No,,No,No,Yes,Same,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.4060000000000001,Unfavorable
26.0,65.0,3.0,First call,45-49,White,Male,Bond,Approve,,,,,,,,Better,,Democrat,,Under 15K,Conservative,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.06,
26.0,65.0,4.0,Second call,50-59,White,Male,Nixon,Approve,Disapprove,Neither,No,,No,No,Yes,Same,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.083,Unfavorable
26.0,65.0,5.0,Second call,60-64,White,Male,Bond,Approve,Approve,Support Clinton,Yes,,No,No,Yes,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,18 to 64,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,50 to 64,1.376,Favorable
26.0,65.0,6.0,Second call,30-39,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,,No,No,No,Better,Clinton,Something else,Postgrad,15 to 30K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.083,Favorable
26.0,65.0,7.0,Second call,45-49,White,Male,Bond,Disapprove,,,,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.06,
26.0,65.0,8.0,Second call,65 and over,White,Male,Nixon,Approve,,,,,,,,Better,,Democrat,,50 to 75K,Liberal,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.4060000000000001,
26.0,65.0,9.0,Second call,65 and over,White,Male,Nixon,Disapprove,,,,,,,,Same,,Democrat,,30 to 50K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.4060000000000001,
26.0,65.0,10.0,Second call,50-59,White,Male,Bond,Approve,,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.06,
26.0,65.0,11.0,Third call,50-59,White,Male,Nixon,Approve,Approve,Neither,Yes,,No,Yes,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.083,Favorable
26.0,65.0,12.0,Third call,30-39,White,Male,Bond,Disapprove,Approve,Neither,No,,No,No,No,Same,Dole,Something else,College grad,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,1.06,Unfavorable
26.0,65.0,13.0,Third call,30-39,White,Female,Bond,Disapprove,Disapprove,Neither,Yes,,Yes,Yes,Yes,Better,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,0.9500000000000001,Unfavorable
26.0,65.0,14.0,Third call,40-44,White,Male,Bond,Approve,Approve,Neither,Yes,,No,No,Yes,Same,Clinton,Republican,HS grad,50 to 75K,Conservative,18 to 64,,National,Complete,North/Southeast,30 to 44,40 to 49,Republican,40 to 49,1.06,Unfavorable
26.0,65.0,15.0,Third call,18-24,White,Female,Bond,Disapprove,Approve,Neither,Yes,,No,Yes,Yes,Same,Clinton,Independent,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,North/Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,1.027,Unfavorable
26.0,65.0,16.0,Third call,45-49,White,Male,Nixon,Disapprove,Disapprove,Neither,No,,No,Yes,No,Same,Perot,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.083,Unfavorable
26.0,65.0,17.0,Third call,30-39,White,Female,Bond,Disapprove,Approve,Neither,Yes,,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,0.9500000000000001,Unfavorable
26.0,65.0,18.0,Third call,18-24,White,Female,Bond,Approve,Approve,Neither,No,,No,Yes,No,Same,Did not vote,Republican,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,North/Southeast,18 to 29,18 to 24,Republican,18 to 24,1.027,Unfavorable
26.0,65.0,19.0,Third call,50-59,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,,No,No,No,Better,Perot,Independent,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,1.083,Favorable
26.0,65.0,20.0,Third call,40-44,White,Female,Bond,Approve,Disapprove,Neither,No,,No,No,No,Same,Clinton,Independent,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,North/Southeast,30 to 44,40 to 49,Independent/Other,40 to 49,0.9500000000000001,Favorable
26.0,65.0,21.0,Third call,45-49,White,Male,Nixon,Approve,Disapprove,Neither,No,,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,1.083,Unfavorable
26.0,65.0,22.0,Third call,45-49,White,Male,,Approve,Disapprove,Support Clinton,,,No,No,No,Same,Clinton,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Republican,40 to 49,1.078,Favorable
26.0,65.0,23.0,Third call,30-39,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,Yes,No,Same,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,1.06,Unfavorable
26.0,65.0,24.0,Third call,18-24,White,Female,Other,Approve,Disapprove,Neither,No,,No,No,Yes,Worse,Clinton,Democrat,Some college,Under 15K,Liberal,18 to 64,,National,Complete,North/Southeast,18 to 29,18 to 24,Democrat,18 to 24,1.4020000000000001,Unfavorable
26.0,65.0,25.0,Third call,45-49,White,Male,Bond,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,No,Worse,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Independent/Other,40 to 49,1.06,Unfavorable
26.0,65.0,26.0,Third call,60-64,White,Female,Bond,Disapprove,Disapprove,Neither,,,No,Yes,,Worse,Clinton,Democrat,No HS,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,50 to 64,1.234,Unfavorable
26.0,65.0,27.0,Third call,65 and over,White,Female,Nixon,Disapprove,,Neither,No,,No,No,Yes,Worse,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Republican,65 and over,1.26,Unfavorable
26.0,65.0,28.0,Third call,30-39,White,Female,Bond,Disapprove,Approve,Oppose Clinton,No,,Yes,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,0.9500000000000001,Unfavorable
26.0,65.0,29.0,Third call,30-39,White,Female,Nixon,Approve,,,,,,,,Better,,Democrat,,50 to 75K,,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,0.971,
26.0,65.0,30.0,Third call,45-49,White,Female,Nixon,Disapprove,,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Democrat,40 to 49,0.971,
26.0,65.0,31.0,Third call,30-39,White,Female,Bond,Approve,,,,,,,,Same,,Republican,,30 to 50K,,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,0.9500000000000001,
26.0,65.0,32.0,Third call,30-39,White,Male,Bond,Approve,,,,,,,,Same,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,1.06,
26.0,65.0,33.0,Third call,50-59,White,Female,Bond,Disapprove,,,,,,,,Worse,,Independent,,50 to 75K,Conservative,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Independent/Other,50 to 64,0.9500000000000001,
26.0,65.0,34.0,Third call,50-59,White,Male,Other,Disapprove,,,,,,,,Better,,Democrat,,75 to 100K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Democrat,50 to 64,1.448,
26.0,65.0,35.0,Third call,30-39,White,Male,Bond,Disapprove,,,,,,,,Worse,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,1.06,
26.0,65.0,36.0,Third call,30-39,Black,Female,Bond,Disapprove,,,,,,,,Worse,,Republican,,Under 15K,Liberal,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Republican,30 to 39,0.741,
26.0,65.0,37.0,Third call,65 and over,White,Male,Bond,Disapprove,,,,,,,,Same,,Republican,,15 to 30K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Republican,65 and over,1.376,
26.0,65.0,38.0,Third call,30-39,White,Male,Nixon,Disapprove,,,,,,,,Worse,,Democrat,,50 to 75K,Conservative,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Democrat,30 to 39,1.083,
26.0,65.0,39.0,Third call,45-49,White,Female,Bond,Disapprove,,,,,,,,Worse,,Republican,,50 to 75K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,40 to 49,Republican,40 to 49,0.9500000000000001,
26.0,65.0,40.0,Third call,65 and over,White,Female,Bond,Disapprove,,,,,,,,Same,,Independent,,15 to 30K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Independent/Other,65 and over,1.234,
26.0,65.0,41.0,Third call,65 and over,White,Male,Nixon,Approve,,,,,,,,Same,,Republican,,15 to 30K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Republican,65 and over,1.4060000000000001,
26.0,65.0,42.0,Third call,18-24,White,Male,Bond,Disapprove,,,,,,,,Worse,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,18 to 29,18 to 24,Independent/Other,18 to 24,1.146,
26.0,65.0,43.0,Third call,50-59,White,Female,Nixon,Approve,,,,,,,,Worse,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Republican,50 to 64,0.971,
26.0,65.0,44.0,Third call,50-59,White,Female,Bond,Disapprove,,,,,,,,Better,,Republican,,15 to 30K,Conservative,18 to 64,,National,Complete,North/Southeast,45 to 59,50 to 59,Republican,50 to 64,0.9500000000000001,
26.0,65.0,45.0,Third call,25-29,White,Female,Bond,Disapprove,,,,,,,,Worse,,Republican,,15 to 30K,Moderate,18 to 64,,National,Complete,North/Southeast,18 to 29,25 to 29,Republican,25 to 29,1.027,
26.0,65.0,46.0,Third call,30-39,White,Female,Bond,Disapprove,,,,,,,,Better,,Something else,,30 to 50K,Moderate,18 to 64,,National,Complete,North/Southeast,30 to 44,30 to 39,Independent/Other,30 to 39,0.9500000000000001,
26.0,65.0,47.0,Third call,65 and over,Black,Male,Nixon,Disapprove,,,,,,,,Worse,,Democrat,,15 to 30K,Moderate,65 and over,,National,Complete,North/Southeast,60 and over,60 and over,Democrat,65 and over,1.097,
26.0,70.0,1.0,Second call,65 and over,White,Male,Nixon,Approve,Disapprove,Support Clinton,Yes,No,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Conservative,65 and over,Issues,State,Complete,St. Louis suburbs,60 and over,60 and over,Democrat,65 and over,4.993,Favorable
26.0,70.0,2.0,Second call,65 and over,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Dole,Independent,Postgrad,100K or more,Moderate,65 and over,,State,Complete,St. Louis suburbs,60 and over,60 and over,Independent/Other,65 and over,5.0,Unfavorable
26.0,70.0,3.0,Second call,50-59,White,Female,Nixon,Approve,Approve,Neither,No,No,No,No,Yes,Worse,Clinton,Independent,College grad,30 to 50K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,4.993,Favorable
26.0,70.0,4.0,Second call,18-24,White,Male,Bond,Approve,Approve,Oppose Clinton,,No,No,No,Yes,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,18 to 29,18 to 24,Democrat,18 to 24,3.202,Favorable
26.0,70.0,5.0,Second call,25-29,White,Female,Other,Approve,Disapprove,Neither,No,Yes,No,No,Yes,Better,Other,Independent,College grad,50 to 75K,Moderate,18 to 64,,State,Complete,St. Louis suburbs,18 to 29,25 to 29,Independent/Other,25 to 29,4.15,Favorable
26.0,70.0,6.0,Second call,60-64,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,60 and over,60 and over,Democrat,50 to 64,4.993,Unfavorable
26.0,70.0,7.0,Second call,30-39,White,Male,Nixon,Approve,Disapprove,Neither,No,Yes,No,No,No,Better,Perot,Democrat,College grad,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Democrat,30 to 39,4.993,Unfavorable
26.0,70.0,8.0,Second call,50-59,White,Female,Bond,Approve,Approve,Neither,No,Yes,No,No,Yes,Better,Dole,Republican,Some college,75 to 100K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,45 to 59,50 to 59,Republican,50 to 64,5.0,Unfavorable
26.0,70.0,9.0,Third call,45-49,White,Female,Bond,Disapprove,Approve,Neither,No,Yes,No,Yes,,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,45 to 59,40 to 49,Democrat,40 to 49,5.0,Unfavorable
26.0,70.0,10.0,Third call,50-59,White,Male,Nixon,Disapprove,Disapprove,Neither,No,Yes,,Yes,Yes,Better,Perot,Independent,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,45 to 59,50 to 59,Independent/Other,50 to 64,4.993,Unfavorable
26.0,70.0,11.0,Third call,30-39,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Democrat,30 to 39,4.993,Unfavorable
26.0,70.0,12.0,Third call,18-24,White,Female,Bond,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Yes,Worse,Dole,Independent,College grad,15 to 30K,Moderate,18 to 64,Moral Values,State,Complete,St. Louis suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,3.129,Unfavorable
26.0,70.0,13.0,Third call,30-39,White,Female,Bond,Approve,Approve,Neither,No,Yes,No,Yes,Yes,Better,Did not vote,Independent,Some college,50 to 75K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,5.0,Unfavorable
26.0,70.0,14.0,Third call,40-44,White,Female,Bond,Disapprove,Disapprove,Neither,No,,No,No,Yes,Better,Perot,Republican,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,40 to 49,Republican,40 to 49,5.0,Unfavorable
26.0,70.0,15.0,Third call,50-59,White,Female,Bond,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Issues,State,Complete,St. Louis suburbs,45 to 59,50 to 59,Republican,50 to 64,5.0,Unfavorable
26.0,70.0,16.0,Third call,60-64,White,Male,Nixon,Approve,Disapprove,Neither,No,No,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,60 and over,60 and over,Democrat,50 to 64,4.993,Favorable
26.0,70.0,17.0,Third call,30-39,Black,Male,Nixon,Approve,Approve,Neither,Yes,No,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Democrat,30 to 39,2.963,Unfavorable
26.0,70.0,18.0,Third call,40-44,White,Male,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Moral Values,State,Complete,St. Louis suburbs,30 to 44,40 to 49,Democrat,40 to 49,4.993,Favorable
26.0,70.0,19.0,Third call,25-29,White,Male,Bond,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,No,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,St. Louis suburbs,18 to 29,25 to 29,Republican,25 to 29,3.202,Unfavorable
26.0,70.0,20.0,Third call,30-39,White,Male,Nixon,Approve,Approve,Support Clinton,No,No,No,No,Yes,Better,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Independent/Other,30 to 39,4.993,Unfavorable
26.0,70.0,21.0,Third call,18-24,White,Male,Nixon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,No,Better,Dole,Something else,Some college,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,St. Louis suburbs,18 to 29,18 to 24,Independent/Other,18 to 24,3.071,Unfavorable
26.0,70.0,22.0,Third call,50-59,White,Female,Nixon,Approve,Disapprove,Support Clinton,No,No,No,No,No,Better,Clinton,Republican,Some college,30 to 50K,Liberal,18 to 64,Issues,State,Complete,St. Louis suburbs,45 to 59,50 to 59,Republican,50 to 64,4.993,Favorable
26.0,70.0,23.0,Third call,30-39,White,Male,Bond,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,75 to 100K,Conservative,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Republican,30 to 39,5.0,Unfavorable
26.0,70.0,24.0,Third call,60-64,White,Male,Bond,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Yes,Better,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Moral Values,State,Complete,St. Louis suburbs,60 and over,60 and over,Republican,50 to 64,5.0,Unfavorable
26.0,70.0,25.0,Third call,30-39,White,Female,Nixon,Approve,Disapprove,Neither,No,No,No,Yes,Yes,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Issues,State,Complete,St. Louis suburbs,30 to 44,30 to 39,Democrat,30 to 39,4.993,Unfavorable
