State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Race,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Finanacial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Lottery to fund educ,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 decimal pl
1.0,43.0,8.0,First call,65 and over,Black,Female,,Siegelman,,,,Yes,,,,,,,,,,65 and over,Favor,State,Not complete,Jefferson County,60 and over,65 and over,,65 and over,0.459
1.0,43.0,9.0,First call,65 and over,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Liberal,65 and over,Favor,State,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,0.5599999999999999
1.0,43.0,10.0,First call,45-49,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.499
1.0,43.0,11.0,First call,45-49,Black,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.517
1.0,43.0,12.0,First call,25-29,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,No HS,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,25 to 29,Democrat,25 to 29,0.458
1.0,43.0,13.0,First call,50-59,Black,Female,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,15 to 30K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.499
1.0,43.0,14.0,Second call,50-59,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.499
1.0,43.0,15.0,Second call,30-39,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.499
1.0,43.0,16.0,Second call,50-59,Black,Female,Sudith,Siegelman,,,Support Clinton,Yes,No,No,No,Better,,Democrat,,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,0.499
1.0,43.0,17.0,Second call,18-24,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Democrat,18 to 24,0.441
1.0,43.0,18.0,Second call,18-24,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Democrat,18 to 24,0.441
1.0,43.0,19.0,Second call,18-24,Black,Male,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Democrat,18 to 24,0.458
1.0,43.0,20.0,Second call,45-49,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Conservative,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.499
1.0,43.0,21.0,Second call,30-39,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Something else,College grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Independent/Other,30 to 39,0.517
1.0,43.0,22.0,Second call,45-49,Black,,Shelby,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.37
1.0,43.0,23.0,Second call,40-44,Black,Female,,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,,Conservative,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.41100000000000003
1.0,43.0,24.0,Second call,40-44,Black,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.37
1.0,43.0,25.0,Second call,25-29,Black,Female,,Siegelman,Approve,Approve,,Yes,,,,,,,,,,18 to 64,Favor,State,Not complete,Jefferson County,18 to 29,25 to 29,,25 to 29,0.363
1.0,43.0,26.0,Second call,40-44,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,0.517
1.0,43.0,27.0,Third call,18-24,Black,Female,,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Same,,Something else,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,18 to 29,18 to 24,Independent/Other,18 to 24,0.363
1.0,43.0,28.0,Third call,30-39,Black,Male,Sudith,Siegelman,Approve,Approve,Support Clinton,No,No,,No,Same,Clinton,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Independent/Other,30 to 39,0.517
1.0,43.0,29.0,Third call,30-39,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.517
1.0,43.0,30.0,Third call,45-49,Black,Female,Sudith,Siegelman,Approve,,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,HS grad,Under 15K,Liberal,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.499
1.0,43.0,31.0,Third call,45-49,Black,Male,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Independent/Other,40 to 49,0.517
1.0,43.0,32.0,Third call,25-29,Black,Male,,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,25 to 29,Democrat,25 to 29,0.37499999999999994
1.0,43.0,33.0,Third call,60-64,Black,Male,Sudith,Siegelman,Approve,Disapprove,Support Clinton,,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Independent/Other,50 to 64,0.58
1.0,43.0,34.0,Third call,45-49,Black,Female,Sudith,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.499
1.0,43.0,35.0,Third call,45-49,Black,Female,Sudith,Siegelman,Approve,,Support Clinton,,No,No,,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,40 to 49,Democrat,40 to 49,0.499
1.0,43.0,36.0,Third call,30-39,Black,Female,Sudith,Siegelman,Disapprove,Approve,Support Clinton,Yes,Yes,Yes,,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,0.499
1.0,49.0,1.0,First call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,2.007
1.0,49.0,2.0,First call,65 and over,Black,,Sudith,Siegelman,Approve,Approve,Neither,,,,,Better,Clinton,Democrat,College grad,30 to 50K,,65 and over,Favor,State,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,2.332
1.0,49.0,3.0,First call,65 and over,White,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,,Under 15K,Moderate,65 and over,Favor,State,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,2.196
1.0,49.0,4.0,First call,18-24,White,Female,,Siegelman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Perot,Democrat,Some college,100K or more,Liberal,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Democrat,18 to 24,1.419
1.0,49.0,5.0,First call,50-59,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,50 to 59,Republican,50 to 64,1.377
1.0,49.0,6.0,First call,60-64,White,Female,Shelby,James,Disapprove,Approve,Neither,No,,,,Worse,Dole,Republican,HS grad,,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,1.543
1.0,49.0,7.0,First call,45-49,Other,Male,Shelby,James,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Independent,Postgrad,100K or more,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,40 to 49,Independent/Other,40 to 49,1.427
1.0,49.0,8.0,First call,50-59,White,Male,Shelby,Siegelman,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Democrat,HS grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,1.5
1.0,49.0,9.0,First call,40-44,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,,,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,1.427
1.0,49.0,10.0,First call,65 and over,White,,Shelby,James,Disapprove,Approve,,Yes,,,,,,,,,,65 and over,Oppose,State,Not complete,Jefferson County,60 and over,65 and over,,65 and over,1.543
1.0,49.0,11.0,First call,65 and over,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,Some college,Under 15K,Moderate,65 and over,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,1.621
1.0,49.0,12.0,First call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,1.9569999999999999
1.0,49.0,13.0,Second call,65 and over,White,Female,Shelby,James,,,,,,,,Same,Clinton,Republican,No HS,Under 15K,,65 and over,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,1.543
1.0,49.0,14.0,Second call,40-44,White,Female,Shelby,James,Disapprove,Approve,Neither,Yes,Yes,Yes,,Same,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,40 to 49,Republican,40 to 49,1.377
1.0,49.0,15.0,Second call,30-39,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,30 to 39,Democrat,30 to 39,2.007
1.0,49.0,16.0,Second call,65 and over,White,,Shelby,James,Disapprove,Approve,,No,,,,,,,,,,65 and over,Oppose,State,Not complete,Jefferson County,60 and over,65 and over,,65 and over,1.597
1.0,49.0,17.0,Second call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Perot,Independent,Some college,30 to 50K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,1.427
1.0,49.0,18.0,Second call,50-59,Black,Female,,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Worse,Clinton,Democrat,College grad,Under 15K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,1.649
1.0,49.0,19.0,Second call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Republican,50 to 64,1.427
1.0,49.0,20.0,Third call,30-39,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,No,Yes,No,Better,Dole,Republican,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,30 to 39,Republican,30 to 39,1.377
1.0,49.0,21.0,Third call,50-59,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Neither,Yes,No,Yes,Yes,Same,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Independent/Other,50 to 64,1.447
1.0,49.0,22.0,Third call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,Jefferson County,45 to 59,50 to 59,,50 to 64,1.9569999999999999
1.0,49.0,23.0,Third call,40-44,Black,Female,Sudith,James,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,1.9100000000000001
1.0,49.0,24.0,Third call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Better,Dole,Republican,HS grad,,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,50 to 64,1.543
1.0,49.0,25.0,Third call,45-49,White,Male,Shelby,James,Disapprove,Disapprove,Neither,Yes,Yes,Yes,,Worse,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,Oppose,State,Complete,Jefferson County,45 to 59,40 to 49,Republican,40 to 49,1.427
1.0,49.0,26.0,Third call,65 and over,White,Female,Shelby,Siegelman,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Conservative,65 and over,Favor,State,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,1.621
1.0,49.0,27.0,Third call,50-59,Black,Female,,Siegelman,Approve,Approve,Neither,Yes,No,No,Yes,Better,Clinton,Democrat,Some college,Under 15K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,45 to 59,50 to 59,Democrat,50 to 64,1.649
1.0,49.0,28.0,Third call,40-44,Black,Female,Sudith,Siegelman,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,Favor,State,Complete,Jefferson County,30 to 44,40 to 49,Democrat,40 to 49,2.007
1.0,49.0,29.0,Third call,65 and over,White,Female,Shelby,James,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Democrat,Some college,,Conservative,65 and over,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Democrat,65 and over,1.543
1.0,49.0,30.0,Third call,18-24,White,Female,Sudith,Siegelman,Approve,Disapprove,Oppose Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,100K or more,Liberal,18 to 64,Favor,State,Complete,Jefferson County,18 to 29,18 to 24,Democrat,18 to 24,1.728
1.0,49.0,31.0,Third call,50-59,White,Female,Shelby,James,,Approve,,Yes,,,,,,,,,,18 to 64,Oppose,State,Not complete,Jefferson County,45 to 59,50 to 59,,50 to 64,1.377
1.0,49.0,32.0,Third call,65 and over,White,,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Same,,Republican,HS grad,15 to 30K,Conservative,65 and over,Oppose,State,Complete,Jefferson County,60 and over,65 and over,Republican,65 and over,1.543
1.0,62.0,1.0,First call,50-59,White,Female,Shelby,James,Disapprove,,Neither,,No,Yes,Yes,Same,Dole,Republican,College grad,100K or more,Conservative,18 to 64,Favor,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.365
1.0,62.0,2.0,First call,60-64,White,Male,Shelby,James,Disapprove,Approve,Neither,Yes,,,,Same,Dole,,,,Conservative,18 to 64,Oppose,State,Complete,North,60 and over,65 and over,,50 to 64,1.4100000000000001
1.0,62.0,3.0,First call,50-59,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,,Same,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.7720000000000001
1.0,62.0,4.0,First call,65 and over,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,,,,Same,Clinton,Something else,Some college,,Conservative,65 and over,Favor,State,Complete,North,60 and over,65 and over,Independent/Other,65 and over,0.827
1.0,62.0,5.0,First call,50-59,White,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.045
1.0,62.0,6.0,First call,25-29,White,Male,Shelby,Siegelman,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,North,18 to 29,25 to 29,Democrat,25 to 29,0.835
1.0,62.0,7.0,First call,50-59,White,Female,Shelby,James,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Independent,Some college,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.365
1.0,62.0,8.0,First call,65 and over,White,Male,Shelby,Siegelman,Disapprove,,,No,,,,,,,,,,65 and over,,State,Not complete,North,60 and over,65 and over,,65 and over,0.812
1.0,62.0,9.0,First call,60-64,White,Female,Sudith,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Oppose,State,Not complete,North,60 and over,65 and over,,50 to 64,1.12
1.0,62.0,10.0,First call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,,No,,,,,,,,,,18 to 64,Favor,State,Not complete,North,45 to 59,50 to 59,,50 to 64,1.065
1.0,62.0,11.0,First call,40-44,White,Female,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,,Conservative,18 to 64,Favor,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,1.365
1.0,62.0,12.0,First call,60-64,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Moderate,18 to 64,Favor,State,Complete,North,60 and over,65 and over,Democrat,50 to 64,0.812
1.0,62.0,13.0,Second call,65 and over,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,,Yes,Yes,Same,Clinton,Independent,College grad,75 to 100K,Liberal,65 and over,Favor,State,Complete,North,60 and over,65 and over,Independent/Other,65 and over,1.12
1.0,62.0,14.0,Second call,45-49,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,Yes,No,Same,Clinton,Independent,College grad,30 to 50K,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,40 to 49,Independent/Other,40 to 49,1.065
1.0,62.0,15.0,Second call,65 and over,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,75 to 100K,Conservative,65 and over,Oppose,State,Complete,North,60 and over,65 and over,Independent/Other,65 and over,1.4100000000000001
1.0,62.0,16.0,Second call,30-39,White,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,1.045
1.0,62.0,17.0,Second call,45-49,White,Male,Sudith,Siegelman,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,1.045
1.0,62.0,18.0,Second call,65 and over,White,Male,,Siegelman,,Approve,Neither,No,,,Yes,Better,Dole,Something else,Postgrad,100K or more,Moderate,65 and over,Favor,State,Complete,North,60 and over,65 and over,Independent/Other,65 and over,0.902
1.0,62.0,19.0,Third call,30-39,White,Male,Sudith,Siegelman,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,Favor,State,Complete,North,30 to 44,30 to 39,Democrat,30 to 39,1.045
1.0,62.0,20.0,Third call,25-29,White,Male,Shelby,Siegelman,Approve,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Something else,Some college,30 to 50K,Moderate,18 to 64,Favor,State,Complete,North,18 to 29,25 to 29,Independent/Other,25 to 29,0.835
1.0,62.0,21.0,Third call,50-59,White,Male,Sudith,James,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,75 to 100K,Conservative,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Independent/Other,50 to 64,1.814
1.0,62.0,22.0,Third call,50-59,White,Male,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.045
1.0,62.0,23.0,Third call,50-59,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Postgrad,,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,0.786
1.0,62.0,24.0,Third call,40-44,White,Female,Shelby,Other,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,Oppose,State,Complete,North,30 to 44,40 to 49,Republican,40 to 49,0.967
1.0,62.0,25.0,Third call,45-49,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.7720000000000001
1.0,62.0,26.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Perot,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.3399999999999999
1.0,62.0,27.0,Third call,30-39,White,Male,Sudith,Other,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Other,Independent,College grad,30 to 50K,Liberal,18 to 64,Oppose,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.285
1.0,62.0,28.0,Third call,50-59,White,Female,Shelby,Siegelman,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,0.786
1.0,62.0,29.0,Third call,45-49,White,Female,,Siegelman,Approve,Disapprove,Neither,,No,No,No,Same,Clinton,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,,State,Complete,North,45 to 59,40 to 49,Democrat,40 to 49,0.8740000000000001
1.0,62.0,30.0,Third call,60-64,White,Female,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,15 to 30K,Liberal,18 to 64,Favor,State,Complete,North,60 and over,65 and over,Independent/Other,50 to 64,0.827
1.0,62.0,31.0,Third call,60-64,White,Female,Shelby,James,Disapprove,,Neither,No,Yes,Yes,,Same,Dole,Independent,Postgrad,,Moderate,18 to 64,,State,Complete,North,60 and over,65 and over,Independent/Other,50 to 64,1.437
1.0,62.0,32.0,Third call,50-59,White,Female,Sudith,Siegelman,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Favor,State,Complete,North,45 to 59,50 to 59,Democrat,50 to 64,1.065
1.0,62.0,33.0,Third call,60-64,White,Female,Shelby,James,Disapprove,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,Some college,50 to 75K,Conservative,18 to 64,Oppose,State,Complete,North,60 and over,65 and over,Independent/Other,50 to 64,1.437
1.0,62.0,34.0,Third call,30-39,White,Female,Shelby,Siegelman,Approve,Approve,Neither,No,No,,Yes,Same,Perot,Independent,Some college,100K or more,Moderate,18 to 64,Favor,State,Complete,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.786
1.0,62.0,35.0,Third call,50-59,White,Male,Shelby,James,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Moderate,18 to 64,Oppose,State,Complete,North,45 to 59,50 to 59,Republican,50 to 64,1.3399999999999999
1.0,62.0,36.0,Third call,60-64,White,Male,Shelby,Siegelman,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Postgrad,75 to 100K,Liberal,18 to 64,Favor,State,Complete,North,60 and over,65 and over,Independent/Other,50 to 64,0.812
1.0,70.0,1.0,First call,40-44,Black,Female,Shelby,Siegelman,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Something else,College grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.3679999999999999
1.0,70.0,2.0,First call,30-39,White,Female,Sudith,Siegelman,Approve,Approve,Neither,Yes,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,30 to 44,30 to 39,Democrat,30 to 39,3.291
1.0,70.0,3.0,First call,30-39,White,Female,Shelby,James,Approve,Disapprove,Neither,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,Oppose,State,Complete,South,30 to 44,30 to 39,Republican,30 to 39,3.225
1.0,70.0,4.0,First call,45-49,White,Male,Shelby,James,Approve,Disapprove,Neither,,No,Yes,Yes,Worse,Clinton,,College grad,,Moderate,18 to 64,Oppose,State,Complete,South,45 to 59,40 to 49,,40 to 49,2.63
1.0,70.0,5.0,First call,25-29,White,Male,Shelby,James,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,No HS,30 to 50K,Moderate,18 to 64,Favor,State,Complete,South,18 to 29,25 to 29,Republican,25 to 29,2.457
1.0,70.0,6.0,First call,45-49,White,Female,Shelby,Siegelman,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Did not vote,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Favor,State,Complete,South,45 to 59,40 to 49,Democrat,40 to 49,2.432
