State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
20.0,33.0,50.0,Third call,18-24,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Other,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #1,18 to 29,18 to 24,Democrat,18 to 24,0.797
20.0,33.0,51.0,Third call,25-29,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,18 to 29,25 to 29,Republican,25 to 29,0.999
20.0,33.0,52.0,Third call,50-59,Other,Male,Connelly,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.662
20.0,41.0,1.0,First call,65 and over,White,Female,King,Approve,Approve,Neither,,,,Same,Clinton,,Under 15K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,,65 and over,0.706
20.0,41.0,2.0,First call,65 and over,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.885
20.0,41.0,3.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.706
20.0,41.0,4.0,First call,65 and over,White,Female,Other,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Better,Clinton,Independent,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.752
20.0,41.0,5.0,First call,65 and over,White,Male,King,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Other,Republican,15 to 30K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.762
20.0,41.0,6.0,First call,18-24,White,Male,King,Approve,Approve,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Independent/Other,18 to 24,0.5720000000000001
20.0,41.0,7.0,First call,60-64,White,Male,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,0.762
20.0,41.0,8.0,First call,25-29,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,Same,Dole,Democrat,Under 15K,Conservative,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.717
20.0,41.0,9.0,First call,30-39,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Perot,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.586
20.0,41.0,10.0,First call,45-49,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,75 to 100K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.7429999999999999
20.0,41.0,11.0,First call,65 and over,White,Male,Other,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.81
20.0,41.0,12.0,First call,65 and over,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,75 to 100K,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.043
20.0,41.0,13.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,,Liberal,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.706
20.0,41.0,14.0,First call,65 and over,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.885
20.0,41.0,15.0,First call,40-44,White,Male,King,Approve,Disapprove,Neither,No,Yes,No,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.586
20.0,41.0,16.0,First call,65 and over,White,Female,Other,Disapprove,Disapprove,Oppose Clinton,,Yes,,Same,Dole,Republican,50 to 75K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,0.752
20.0,41.0,17.0,First call,50-59,White,Male,Other,Disapprove,Disapprove,Neither,No,No,No,Better,Other,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.624
20.0,41.0,18.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.706
20.0,41.0,19.0,First call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.762
20.0,41.0,20.0,First call,30-39,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.586
20.0,41.0,21.0,First call,30-39,White,Female,Other,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.578
20.0,41.0,22.0,First call,45-49,White,Female,Other,Approve,Disapprove,Support Clinton,No,No,No,Same,Other,Something else,Under 15K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.578
20.0,41.0,23.0,First call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.586
20.0,41.0,24.0,First call,65 and over,White,Male,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.762
20.0,41.0,25.0,First call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.5429999999999999
20.0,41.0,26.0,First call,40-44,White,Male,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.734
20.0,41.0,27.0,First call,45-49,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Other,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.5429999999999999
20.0,41.0,28.0,First call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Dole,Independent,50 to 75K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,0.706
20.0,41.0,29.0,Second call,25-29,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.5640000000000001
20.0,41.0,30.0,Second call,40-44,White,Female,Other,Approve,Disapprove,Neither,No,Yes,No,Same,Clinton,Something else,50 to 75K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.578
20.0,41.0,31.0,Second call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.5429999999999999
20.0,41.0,32.0,Second call,60-64,White,Male,Longley,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,0.955
20.0,41.0,33.0,Second call,40-44,White,Female,King,Approve,Disapprove,Neither,No,Yes,Yes,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.5429999999999999
20.0,41.0,34.0,Second call,25-29,White,Female,Other,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.5640000000000001
20.0,41.0,35.0,Second call,30-39,White,Female,Other,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.578
20.0,41.0,36.0,Second call,25-29,White,Male,Connelly,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Democrat,25 to 29,0.783
20.0,41.0,37.0,Second call,60-64,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,0.706
20.0,41.0,38.0,Second call,50-59,White,Male,Other,Disapprove,Disapprove,Neither,No,No,No,Better,Other,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.624
20.0,41.0,39.0,Second call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.5429999999999999
20.0,41.0,40.0,Second call,30-39,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.586
20.0,41.0,41.0,Second call,50-59,White,Female,Other,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.578
20.0,41.0,42.0,Second call,45-49,White,Female,Connelly,Approve,Approve,Neither,Yes,Yes,Yes,Better,Perot,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.7429999999999999
20.0,41.0,43.0,Second call,50-59,White,Male,Longley,Disapprove,Approve,Oppose Clinton,No,No,No,Same,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.734
20.0,41.0,44.0,Second call,60-64,White,Male,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Perot,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,0.81
20.0,41.0,45.0,Second call,45-49,White,Female,Connelly,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.7429999999999999
20.0,41.0,46.0,Second call,45-49,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.734
20.0,41.0,47.0,Second call,30-39,White,Female,King,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.5429999999999999
20.0,41.0,48.0,Second call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.624
20.0,41.0,49.0,Second call,40-44,White,Male,Other,Approve,Disapprove,Neither,No,No,No,Same,Other,Independent,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.624
20.0,41.0,50.0,Second call,50-59,White,Male,Longley,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Republican,50 to 64,0.734
20.0,41.0,51.0,Second call,50-59,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Something else,75 to 100K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.5429999999999999
20.0,42.0,1.0,First call,30-39,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,75 to 100K,Liberal,18 to 64,State,Cd #2,30 to 44,30 to 39,Democrat,30 to 39,0.77
20.0,42.0,2.0,First call,65 and over,White,Female,Longley,Disapprove,Approve,Neither,Yes,Yes,No,Same,Dole,,30 to 50K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,,65 and over,1.254
20.0,42.0,3.0,First call,30-39,White,Female,King,Approve,Approve,Neither,No,Yes,No,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.77
20.0,42.0,4.0,First call,50-59,White,Female,Other,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.819
20.0,42.0,5.0,First call,45-49,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Republican,40 to 49,1.041
20.0,42.0,6.0,First call,40-44,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,1.137
20.0,42.0,7.0,First call,60-64,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,,,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,1.254
20.0,42.0,8.0,First call,40-44,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.77
20.0,42.0,9.0,First call,65 and over,Black,Female,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,0.999
20.0,42.0,10.0,First call,65 and over,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.479
20.0,42.0,11.0,Second call,50-59,White,Female,King,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.77
20.0,42.0,12.0,Second call,65 and over,White,Female,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.001
20.0,42.0,13.0,Second call,50-59,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Independent,50 to 75K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.8300000000000001
20.0,42.0,14.0,Second call,65 and over,White,Female,King,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Worse,Perot,Republican,15 to 30K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.001
20.0,42.0,15.0,Second call,60-64,White,Male,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Republican,50 to 64,1.08
20.0,42.0,16.0,Second call,18-24,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,,Democrat,,Conservative,18 to 64,State,Cd #2,18 to 29,18 to 24,Democrat,18 to 24,0.752
20.0,42.0,17.0,Second call,30-39,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Same,Perot,Independent,Under 15K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.8300000000000001
20.0,42.0,18.0,Second call,45-49,White,Female,Longley,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Worse,Dole,Independent,100K or more,Conservative,18 to 64,State,Cd #2,45 to 59,40 to 49,Independent/Other,40 to 49,0.965
20.0,42.0,19.0,Second call,65 and over,White,Female,Other,Disapprove,Approve,Neither,,Yes,,Worse,Dole,Republican,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.065
20.0,42.0,20.0,Second call,65 and over,White,Male,King,Approve,Approve,Neither,No,No,Yes,Better,Dole,Republican,Under 15K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Republican,65 and over,1.08
20.0,42.0,21.0,Second call,60-64,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Worse,Perot,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.001
20.0,42.0,22.0,Second call,65 and over,White,Male,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Cd #2,60 and over,60 and over,Democrat,65 and over,1.479
20.0,42.0,23.0,Second call,65 and over,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Conservative,65 and over,State,Cd #2,60 and over,60 and over,Independent/Other,65 and over,1.08
20.0,42.0,24.0,Second call,30-39,White,Male,King,Disapprove,Approve,,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,0.8300000000000001
20.0,42.0,25.0,Second call,40-44,White,Male,Other,Approve,Approve,Neither,Yes,Yes,,Better,Dole,,,,18 to 64,State,Cd #2,30 to 44,40 to 49,,40 to 49,0.8840000000000001
20.0,42.0,26.0,Second call,40-44,White,Female,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,100K or more,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.77
20.0,42.0,27.0,Third call,50-59,White,Female,Connelly,Approve,Disapprove,Neither,No,No,No,Same,Other,Democrat,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,1.054
20.0,42.0,28.0,Third call,40-44,White,Female,Other,,Disapprove,Support Clinton,,,,Same,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.819
20.0,42.0,29.0,Third call,60-64,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Democrat,50 to 64,1.001
20.0,42.0,30.0,Third call,40-44,White,Male,Other,Approve,Disapprove,Support Clinton,No,No,No,Same,Perot,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.8840000000000001
20.0,42.0,31.0,Third call,30-39,White,Male,Longley,Disapprove,Approve,Neither,No,No,No,Same,Other,Republican,30 to 50K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Republican,30 to 39,1.041
20.0,42.0,32.0,Third call,50-59,White,Male,King,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Independent,30 to 50K,Conservative,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.8300000000000001
20.0,42.0,33.0,Third call,40-44,White,Female,King,Approve,Approve,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cd #2,30 to 44,40 to 49,Democrat,40 to 49,0.77
20.0,42.0,34.0,Third call,50-59,White,Female,King,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,30 to 50K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Independent/Other,50 to 64,0.77
20.0,42.0,35.0,Third call,30-39,White,Male,King,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,30 to 39,Independent/Other,30 to 39,0.8300000000000001
20.0,42.0,36.0,Third call,25-29,White,Male,King,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #2,18 to 29,25 to 29,Independent/Other,25 to 29,0.811
20.0,42.0,37.0,Third call,45-49,White,Male,Other,Approve,Disapprove,Neither,No,Yes,Yes,Same,Clinton,Democrat,,Liberal,18 to 64,State,Cd #2,45 to 59,40 to 49,Democrat,40 to 49,0.8840000000000001
20.0,42.0,38.0,Third call,60-64,White,Male,Longley,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Perot,Independent,15 to 30K,Conservative,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,1.354
20.0,42.0,39.0,Third call,60-64,White,Male,King,Approve,Disapprove,Neither,No,No,Yes,Better,Perot,Independent,30 to 50K,Liberal,18 to 64,State,Cd #2,60 and over,60 and over,Independent/Other,50 to 64,1.08
20.0,42.0,40.0,Third call,40-44,White,Female,King,Disapprove,Disapprove,,Yes,Yes,Yes,Better,Dole,Independent,15 to 30K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,0.77
20.0,42.0,41.0,Third call,40-44,White,Male,Longley,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Independent,75 to 100K,Conservative,18 to 64,State,Cd #2,30 to 44,40 to 49,Independent/Other,40 to 49,1.041
20.0,42.0,42.0,Third call,40-44,White,Female,Longley,Disapprove,Approve,Neither,No,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #2,30 to 44,40 to 49,Republican,40 to 49,0.965
20.0,42.0,43.0,Third call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #2,45 to 59,50 to 59,Democrat,50 to 64,0.77
20.0,43.0,1.0,First call,65 and over,White,Female,King,Disapprove,Disapprove,Neither,Yes,,,Same,Dole,Republican,30 to 50K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.187
20.0,43.0,2.0,First call,60-64,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Independent,50 to 75K,Liberal,18 to 64,State,Cd #1,60 and over,60 and over,Independent/Other,50 to 64,1.187
20.0,43.0,3.0,First call,40-44,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.754
20.0,43.0,4.0,First call,65 and over,White,Female,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,Under 15K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.187
20.0,43.0,5.0,First call,65 and over,White,Female,Other,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Republican,15 to 30K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Republican,65 and over,1.033
20.0,43.0,6.0,First call,40-44,White,Male,Longley,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Better,Dole,Independent,100K or more,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Independent/Other,40 to 49,0.725
20.0,43.0,7.0,First call,30-39,White,Female,King,Approve,,Neither,No,No,Yes,Same,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Independent/Other,30 to 39,0.9560000000000001
20.0,43.0,8.0,First call,45-49,White,Male,Longley,Disapprove,,Neither,,Yes,,Worse,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,40 to 49,Republican,40 to 49,0.725
20.0,43.0,9.0,First call,50-59,White,Female,King,Approve,Disapprove,Neither,No,No,Yes,Same,Dole,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.9560000000000001
20.0,43.0,10.0,First call,40-44,White,Female,Longley,Disapprove,,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,30 to 44,40 to 49,Republican,40 to 49,0.754
20.0,43.0,11.0,Second call,60-64,White,Male,King,Approve,Disapprove,Support Clinton,Yes,No,Yes,Worse,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #1,60 and over,60 and over,Democrat,50 to 64,1.141
20.0,43.0,12.0,Second call,65 and over,White,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Cd #1,60 and over,60 and over,Democrat,65 and over,1.141
20.0,43.0,13.0,Second call,50-59,White,Male,Connelly,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.602
20.0,43.0,14.0,Second call,50-59,White,Male,King,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,30 to 50K,Liberal,18 to 64,State,Cd #1,45 to 59,50 to 59,Independent/Other,50 to 64,0.9189999999999999
20.0,43.0,15.0,Second call,50-59,White,Female,King,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Dole,Republican,50 to 75K,Moderate,18 to 64,State,Cd #1,45 to 59,50 to 59,Republican,50 to 64,0.9560000000000001
20.0,43.0,16.0,Second call,30-39,White,Female,Longley,Approve,Approve,Neither,,Yes,Yes,Same,Perot,Democrat,15 to 30K,Moderate,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.754
20.0,43.0,17.0,Second call,50-59,White,Male,Longley,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cd #1,45 to 59,50 to 59,Democrat,50 to 64,0.725
20.0,43.0,18.0,Second call,45-49,White,Female,King,Approve,Disapprove,Neither,No,No,No,Worse,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,Cd #1,45 to 59,40 to 49,Democrat,40 to 49,0.9560000000000001
20.0,43.0,19.0,Second call,30-39,White,Female,Other,Approve,Disapprove,Neither,No,No,No,Same,Perot,Democrat,15 to 30K,Liberal,18 to 64,State,Cd #1,30 to 44,30 to 39,Democrat,30 to 39,0.8320000000000001
20.0,43.0,20.0,Second call,30-39,White,Female,Longley,Disapprove,Disapprove,Oppose Clinton,No,Yes,No,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Cd #1,30 to 44,30 to 39,Republican,30 to 39,0.754
20.0,43.0,21.0,Second call,65 and over,,Male,King,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Conservative,65 and over,State,Cd #1,60 and over,60 and over,Independent/Other,65 and over,1.141
