V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38
1.0,0.0,G,38.0,52.0,17.0,Second call,1.0,18-24,Other,Female,,Kitzhaber,,Disapprove,,No,No,No,Yes,,Dole,Democrat,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,18 to 29,18 to 24,Democrat,18 to 24,0.6679999999999999,,Exit poll
1.0,0.0,G,38.0,52.0,18.0,Second call,1.0,,Black,Female,Wyden,Sizemore,,,,No,Yes,Yes,,,Dole,Democrat,No HS,15 to 30K,Conservative,,Pro-environment,State,Complete,Suburbs/Capitol,,,Democrat,,0.401,Unfavorable,Exit poll
1.0,0.0,G,38.0,52.0,19.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,,Neither,Yes,,,Yes,Better,Clinton,Democrat,Some college,15 to 30K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Democrat,50 to 64,0.48700000000000004,,Exit poll
1.0,0.0,G,38.0,52.0,20.0,Third call,1.0,60-64,White,Male,Lim,Sizemore,Disapprove,Approve,,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,0.7649999999999999,Favorable,Exit poll
1.0,0.0,G,38.0,52.0,21.0,Third call,1.0,50-59,White,Female,Lim,Sizemore,,Disapprove,Neither,Yes,No,Yes,Yes,Worse,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,Pro-growth,State,Complete,Suburbs/Capitol,45 to 59,50 to 59,Republican,50 to 64,0.528,Unfavorable,Exit poll
1.0,0.0,G,38.0,52.0,22.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,,Disapprove,Neither,Yes,No,No,No,Same,Perot,Democrat,HS grad,,Conservative,65 and over,Pro-growth,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,65 and over,0.705,Favorable,Exit poll
1.0,0.0,G,38.0,52.0,23.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Republican,Postgrad,30 to 50K,Moderate,65 and over,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,65 and over,0.705,Unfavorable,Exit poll
1.0,0.0,G,38.0,52.0,24.0,Third call,1.0,60-64,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Independent/Other,50 to 64,0.705,Unfavorable,Exit poll
1.0,0.0,G,38.0,52.0,25.0,Third call,1.0,60-64,White,Female,Lim,Sizemore,,,,,,,,Same,,Republican,HS grad,Under 15K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,0.628,,Exit poll
1.0,0.0,G,38.0,52.0,26.0,Third call,1.0,60-64,White,Male,Lim,Sizemore,,,,,,,,,Did not vote,Republican,No HS,Under 15K,Moderate,18 to 64,,State,Complete,Suburbs/Capitol,60 and over,60 and over,Republican,50 to 64,0.7649999999999999,,Exit poll
1.0,0.0,G,38.0,52.0,27.0,Third call,1.0,60-64,White,Female,Wyden,Kitzhaber,,,,,No,,,,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Suburbs/Capitol,60 and over,60 and over,Democrat,50 to 64,0.58,,Exit poll
1.0,0.0,G,38.0,57.0,1.0,First call,1.0,45-49,Hispanic,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,40 to 49,Democrat,40 to 49,0.27499999999999997,,Exit poll
1.0,0.0,G,38.0,57.0,2.0,First call,1.0,40-44,Other,Male,Wyden,Kitzhaber,,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.33199999999999996,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,3.0,First call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,Yes,No,Same,Clinton,Democrat,Postgrad,15 to 30K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.33199999999999996,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,4.0,Second call,1.0,25-29,Black,Male,,Sizemore,Disapprove,Approve,Neither,No,No,Yes,Yes,Same,Perot,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.20299999999999999,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,5.0,Second call,1.0,30-39,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,0.33199999999999996,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,6.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,Yes,Yes,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.33199999999999996,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,7.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.1,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,8.0,Second call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.33199999999999996,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,9.0,Second call,1.0,45-49,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Clinton,Independent,Some college,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,40 to 49,Independent/Other,40 to 49,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,10.0,Second call,1.0,60-64,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,50 to 64,0.42600000000000005,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,11.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Disapprove,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,Postgrad,100K or more,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.33199999999999996,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,12.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.1,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,13.0,Third call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.42600000000000005,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,14.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Democrat,,30 to 50K,Liberal,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.349,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,15.0,Third call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.349,Favorable,Exit poll
1.0,0.0,G,38.0,57.0,16.0,Third call,1.0,50-59,White,Female,Wyden,Kitzhaber,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Better,Perot,Independent,Postgrad,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.40499999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,17.0,Third call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.1,Unfavorable,Exit poll
1.0,0.0,G,38.0,57.0,18.0,Third call,1.0,50-59,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.12300000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,60.0,1.0,First call,1.0,45-49,White,Female,Lim,Kitzhaber,Approve,,Neither,,No,No,,Worse,Perot,Democrat,HS grad,,Moderate,18 to 64,,State,Complete,Multnomah County,45 to 59,40 to 49,Democrat,40 to 49,0.181,Favorable,Exit poll
1.0,0.0,G,38.0,60.0,2.0,Second call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Approve,,,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,0.14800000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,3.0,Second call,1.0,45-49,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,40 to 49,Republican,40 to 49,0.14800000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,4.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.631,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,5.0,Second call,1.0,40-44,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,,No,No,No,Same,Clinton,Independent,,Under 15K,Conservative,18 to 64,,State,Complete,Multnomah County,30 to 44,40 to 49,Independent/Other,40 to 49,0.491,Favorable,Exit poll
1.0,0.0,G,38.0,60.0,6.0,Second call,1.0,18-24,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Dole,,Some college,Under 15K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,,18 to 24,0.18299999999999997,Favorable,Exit poll
1.0,0.0,G,38.0,60.0,7.0,Second call,1.0,18-24,White,Female,Lim,Sizemore,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,College grad,Under 15K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Republican,18 to 24,0.22400000000000003,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,8.0,Third call,1.0,18-24,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Republican,18 to 24,0.22400000000000003,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,9.0,Third call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,No,No,Yes,Yes,Better,Did not vote,Republican,College grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.18299999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,10.0,Third call,1.0,18-24,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,18 to 24,Republican,18 to 24,0.18299999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,11.0,Third call,1.0,60-64,White,Female,Lim,Kitzhaber,Disapprove,Disapprove,Neither,No,No,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Republican,50 to 64,0.191,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,12.0,Third call,1.0,40-44,White,Female,Wyden,Kitzhaber,,,Neither,No,No,No,,Better,Clinton,Democrat,College grad,15 to 30K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.6,,Exit poll
1.0,0.0,G,38.0,60.0,13.0,Third call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,,Neither,,Yes,Yes,,Same,,Republican,HS grad,Under 15K,Conservative,18 to 64,,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.18299999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,14.0,Third call,1.0,30-39,White,Female,Wyden,Kitzhaber,,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Something else,Some college,30 to 50K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.6,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,15.0,Third call,1.0,40-44,White,Male,Lim,Sizemore,,Disapprove,Neither,Yes,No,No,Yes,Worse,Dole,,Some college,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,,40 to 49,0.14800000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,16.0,Third call,1.0,40-44,White,Male,,Sizemore,,,,,,,,Same,Dole,,Postgrad,15 to 30K,Conservative,18 to 64,,State,Complete,Multnomah County,30 to 44,40 to 49,,40 to 49,0.356,,Exit poll
1.0,0.0,G,38.0,60.0,17.0,Third call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,No,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,0.14800000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,18.0,Third call,1.0,18-24,White,Male,Wyden,Kitzhaber,Approve,Approve,Neither,No,No,No,,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Democrat,18 to 24,0.612,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,19.0,Third call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,Under 15K,Conservative,18 to 64,,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,0.18,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,20.0,Third call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Independent,Postgrad,50 to 75K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Independent/Other,40 to 49,0.14800000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,21.0,Third call,1.0,25-29,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,,Yes,Yes,Yes,Worse,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.18299999999999997,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,22.0,Third call,1.0,25-29,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,,Yes,Yes,Yes,Worse,Dole,Republican,Postgrad,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.22400000000000003,Unfavorable,Exit poll
1.0,0.0,G,38.0,60.0,23.0,Third call,1.0,30-39,White,Male,Lim,Kitzhaber,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Did not vote,Independent,Postgrad,,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.149,,Exit poll
1.0,0.0,G,38.0,64.0,1.0,First call,1.0,40-44,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,No,No,No,Better,Dole,Democrat,College grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Democrat,40 to 49,0.293,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,2.0,First call,1.0,50-59,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.293,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,3.0,First call,1.0,30-39,White,Female,Wyden,Kitzhaber,Approve,,Neither,No,No,,,Same,,Democrat,College grad,30 to 50K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,30 to 39,Democrat,30 to 39,0.973,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,4.0,First call,1.0,65 and over,White,Male,Wyden,Kitzhaber,,Disapprove,Neither,No,No,No,No,Same,Other,Democrat,HS grad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,5.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,College grad,75 to 100K,Liberal,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.797,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,6.0,First call,1.0,50-59,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.797,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,7.0,Second call,1.0,45-49,White,Male,,Sizemore,Disapprove,Disapprove,Neither,No,,Yes,No,Same,Perot,Something else,College grad,Under 15K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,40 to 49,Independent/Other,40 to 49,0.576,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,8.0,Second call,1.0,18-24,White,Female,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Republican,18 to 24,0.36399999999999993,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,9.0,Second call,1.0,18-24,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,Yes,Yes,Yes,Yes,Better,Did not vote,Republican,College grad,15 to 30K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,18 to 29,18 to 24,Republican,18 to 24,0.299,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,10.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Worse,Dole,Something else,HS grad,15 to 30K,Conservative,18 to 64,,State,Complete,Multnomah County,45 to 59,50 to 59,Independent/Other,50 to 64,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,11.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Same,Did not vote,Something else,Some college,15 to 30K,Moderate,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Independent/Other,65 and over,1.023,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,12.0,Second call,1.0,50-59,White,Male,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,13.0,Second call,1.0,25-29,White,Female,Lim,Sizemore,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Did not vote,Republican,College grad,15 to 30K,Conservative,18 to 64,,State,Complete,Multnomah County,18 to 29,25 to 29,Republican,25 to 29,0.36399999999999993,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,14.0,Second call,1.0,45-49,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,40 to 49,Democrat,40 to 49,0.797,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,15.0,Second call,1.0,40-44,White,Male,Lim,Sizemore,Disapprove,Disapprove,Neither,,Yes,Yes,Yes,Better,Dole,Republican,College grad,,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,16.0,Second call,1.0,65 and over,,,Lim,Sizemore,Disapprove,Disapprove,,,,Yes,,,,,Some college,,,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,,65 and over,0.253,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,17.0,Second call,1.0,65 and over,White,Male,Lim,Sizemore,Approve,Disapprove,Neither,No,No,No,Yes,Same,Dole,Independent,College grad,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Independent/Other,65 and over,0.253,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,18.0,Second call,1.0,60-64,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Independent,No HS,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Independent/Other,50 to 64,1.023,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,19.0,Second call,1.0,40-44,Black,,Lim,Sizemore,Approve,Approve,Neither,Yes,No,No,No,Better,Perot,Republican,Some college,75 to 100K,Moderate,18 to 64,Pro-environment,State,Complete,Multnomah County,30 to 44,40 to 49,Republican,40 to 49,0.199,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,20.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Neither,,No,No,No,Better,Clinton,Democrat,,,,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.023,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,21.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,22.0,Second call,1.0,50-59,White,Female,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Other,Republican,College grad,50 to 75K,Conservative,18 to 64,Pro-environment,State,Complete,Multnomah County,45 to 59,50 to 59,Republican,50 to 64,0.293,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,23.0,Second call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Conservative,18 to 64,,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,24.0,Second call,1.0,65 and over,White,Female,Lim,Sizemore,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Independent,No HS,15 to 30K,Conservative,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Independent/Other,65 and over,0.308,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,25.0,Second call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Approve,Neither,No,No,Yes,No,Same,Perot,Independent,HS grad,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,30 to 39,Independent/Other,30 to 39,0.23900000000000002,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,26.0,Second call,1.0,30-39,White,Male,Lim,Sizemore,Disapprove,Approve,Support Clinton,Yes,Yes,No,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,Pro-growth,State,Complete,Multnomah County,30 to 44,30 to 39,Republican,30 to 39,0.23900000000000002,,Exit poll
1.0,0.0,G,38.0,64.0,27.0,Second call,1.0,65 and over,White,Female,Other,Sizemore,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Republican,Some college,15 to 30K,Conservative,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Republican,65 and over,3.66,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,28.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,65 and over,Pro-growth,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,Favorable,Exit poll
1.0,0.0,G,38.0,64.0,29.0,Second call,1.0,65 and over,White,Female,Wyden,Kitzhaber,Approve,Disapprove,Oppose Clinton,No,No,,,Same,Clinton,Democrat,College grad,30 to 50K,Moderate,65 and over,,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,1.023,,Exit poll
1.0,0.0,G,38.0,64.0,30.0,Second call,1.0,50-59,White,Female,Wyden,Kitzhaber,Approve,Approve,Neither,Yes,No,No,No,Same,Dole,Democrat,No HS,30 to 50K,Moderate,18 to 64,Pro-growth,State,Complete,Multnomah County,45 to 59,50 to 59,Democrat,50 to 64,0.973,Unfavorable,Exit poll
1.0,0.0,G,38.0,64.0,31.0,Second call,1.0,65 and over,White,Male,Wyden,Kitzhaber,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,No HS,Under 15K,Moderate,65 and over,Pro-environment,State,Complete,Multnomah County,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,,Exit poll
