State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
19.0,28.0,51.0,Third call,40-44,White,Female,Breaux,Disapprove,,,,,,,Same,,Independent,,Conservative,18 to 64,National,Protestant North,30 to 44,40 to 49,Independent/Other,40 to 49,0.9520000000000001
19.0,28.0,52.0,Third call,25-29,White,Female,Donelon,Disapprove,,,,,,,Worse,,Something else,15 to 30K,Moderate,18 to 64,National,Protestant North,18 to 29,25 to 29,Independent/Other,25 to 29,1.246
19.0,28.0,53.0,Third call,30-39,Other,Female,Donelon,Disapprove,,,,,,,Better,,Republican,50 to 75K,Conservative,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.965
19.0,28.0,54.0,Third call,50-59,White,Female,Donelon,Disapprove,,,,,,,Same,,Republican,75 to 100K,Conservative,18 to 64,National,Protestant North,45 to 59,50 to 59,Republican,50 to 64,0.965
19.0,28.0,55.0,Third call,30-39,White,Female,Breaux,Disapprove,,,,,,,Better,,Republican,100K or more,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Republican,30 to 39,0.9520000000000001
19.0,28.0,56.0,Third call,30-39,White,Female,Breaux,Approve,,,,,,,Better,,Independent,15 to 30K,Moderate,18 to 64,National,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,0.9520000000000001
19.0,29.0,1.0,First call,40-44,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Republican,40 to 49,1.7189999999999999
19.0,29.0,2.0,First call,40-44,White,Female,Breaux,Disapprove,Approve,Neither,Yes,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Republican,40 to 49,1.835
19.0,29.0,3.0,First call,40-44,White,Male,Donelon,Approve,Approve,Neither,No,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Republican,40 to 49,1.7189999999999999
19.0,29.0,4.0,First call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,,,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.835
19.0,29.0,5.0,First call,65 and over,White,Female,Breaux,Approve,Approve,Neither,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.9809999999999999
19.0,29.0,6.0,First call,30-39,White,Male,Breaux,Approve,Approve,Neither,No,Yes,Yes,No,Same,Clinton,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,1.6949999999999998
19.0,29.0,7.0,Second call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,Yes,Yes,Yes,Better,Dole,Independent,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,1.835
19.0,29.0,8.0,Second call,40-44,White,Male,Breaux,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Perot,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,1.6949999999999998
19.0,29.0,9.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Same,Other,Republican,,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Republican,65 and over,1.83
19.0,29.0,10.0,Second call,40-44,White,Female,Breaux,Disapprove,Approve,Neither,Yes,No,Yes,Yes,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Republican,40 to 49,1.835
19.0,29.0,11.0,Second call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,No,No,Yes,Yes,Better,Clinton,Democrat,75 to 100K,Moderate,18 to 64,State,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,1.835
19.0,29.0,12.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.83
19.0,29.0,13.0,Second call,50-59,White,Male,Donelon,Disapprove,Disapprove,Neither,Yes,Yes,Yes,No,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,1.7189999999999999
19.0,29.0,14.0,Second call,18-24,White,Female,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Dole,Republican,Under 15K,Conservative,18 to 64,State,Protestant North,18 to 29,18 to 24,Republican,18 to 24,2.402
19.0,29.0,15.0,Third call,65 and over,White,Female,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,,Yes,Yes,Same,Dole,Democrat,Under 15K,,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,2.009
19.0,29.0,16.0,Third call,50-59,Black,Female,Breaux,Approve,,Neither,,No,No,,Better,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Democrat,50 to 64,2.578
19.0,29.0,17.0,Third call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,1.835
19.0,29.0,18.0,Third call,65 and over,White,Female,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Republican,15 to 30K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Republican,65 and over,2.009
19.0,29.0,19.0,Third call,45-49,White,Female,Breaux,Disapprove,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,75 to 100K,Moderate,18 to 64,State,Protestant North,45 to 59,40 to 49,Republican,40 to 49,1.835
19.0,29.0,20.0,Third call,18-24,White,Female,Donelon,Approve,Approve,Neither,Yes,No,Yes,Yes,Better,Did not vote,Independent,50 to 75K,Conservative,18 to 64,State,Protestant North,18 to 29,18 to 24,Independent/Other,18 to 24,2.402
19.0,29.0,21.0,Third call,65 and over,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,No,Yes,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.856
19.0,29.0,22.0,Third call,45-49,White,Male,Donelon,Disapprove,Approve,,Yes,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,Protestant North,45 to 59,40 to 49,Republican,40 to 49,1.7189999999999999
19.0,29.0,23.0,Third call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,Yes,Yes,,Same,Did not vote,Something else,75 to 100K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Independent/Other,30 to 39,1.835
19.0,29.0,24.0,Third call,30-39,White,Female,Breaux,Disapprove,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Protestant North,30 to 44,30 to 39,Democrat,30 to 39,1.835
19.0,29.0,25.0,Third call,60-64,White,Female,Donelon,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,60 and over,60 and over,Republican,50 to 64,2.009
19.0,29.0,26.0,Third call,40-44,Black,Female,Breaux,Approve,Disapprove,Neither,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,Protestant North,30 to 44,40 to 49,Democrat,40 to 49,2.578
19.0,29.0,27.0,Third call,65 and over,White,,Breaux,Approve,Approve,Support Clinton,No,No,No,,Same,Clinton,Democrat,15 to 30K,,65 and over,State,Protestant North,60 and over,60 and over,Democrat,65 and over,1.9809999999999999
19.0,29.0,28.0,Third call,30-39,White,Male,Donelon,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,Protestant North,30 to 44,30 to 39,Republican,30 to 39,1.7189999999999999
19.0,29.0,29.0,Third call,40-44,White,Male,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,Protestant North,30 to 44,40 to 49,Republican,40 to 49,1.7189999999999999
19.0,29.0,30.0,Third call,50-59,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,,Conservative,18 to 64,State,Protestant North,45 to 59,50 to 59,Republican,50 to 64,1.7189999999999999
19.0,40.0,1.0,First call,45-49,White,Male,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,30 to 50K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,0.632
19.0,40.0,2.0,First call,40-44,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,,Yes,Yes,No,Better,Dole,Republican,100K or more,,18 to 64,National,New Orleans area,30 to 44,40 to 49,Republican,40 to 49,0.632
19.0,40.0,3.0,First call,40-44,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.502
19.0,40.0,4.0,First call,45-49,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.6699999999999999
19.0,40.0,5.0,First call,25-29,Black,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,No,Same,Clinton,Republican,15 to 30K,Moderate,18 to 64,National,New Orleans area,18 to 29,25 to 29,Republican,25 to 29,0.4
19.0,40.0,6.0,First call,60-64,Black,Female,Breaux,Approve,Disapprove,,,,,,,,,,,18 to 64,National,New Orleans area,60 and over,60 and over,,50 to 64,0.666
19.0,40.0,7.0,First call,30-39,Hispanic,Male,Donelon,Disapprove,,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,New Orleans area,30 to 44,30 to 39,Republican,30 to 39,0.474
19.0,40.0,8.0,First call,45-49,White,Male,Breaux,Approve,,,,,,,Better,,Democrat,50 to 75K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.625
19.0,40.0,9.0,First call,50-59,White,Female,Breaux,Approve,,,,,,,Better,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.6699999999999999
19.0,40.0,10.0,First call,40-44,Black,Male,Breaux,Approve,,,,,,,Better,,Democrat,Under 15K,Moderate,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.468
19.0,40.0,11.0,First call,45-49,White,Female,Breaux,Approve,,,,,,,Same,,Democrat,50 to 75K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.6699999999999999
19.0,40.0,12.0,First call,25-29,White,Female,Breaux,Approve,,,,,,,Worse,,Independent,Under 15K,Liberal,18 to 64,National,New Orleans area,18 to 29,25 to 29,Independent/Other,25 to 29,0.534
19.0,40.0,13.0,Second call,65 and over,White,Male,,Approve,Approve,,,,,,,,,,,65 and over,National,New Orleans area,60 and over,60 and over,,65 and over,0.857
19.0,40.0,14.0,Second call,65 and over,White,Male,Breaux,Approve,Approve,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.827
19.0,40.0,15.0,Second call,65 and over,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Under 15K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.827
19.0,40.0,16.0,Second call,65 and over,White,Female,Breaux,Approve,Disapprove,,,Yes,Yes,,Same,,,,,65 and over,National,New Orleans area,60 and over,60 and over,,65 and over,0.888
19.0,40.0,17.0,Second call,40-44,Black,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,National,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,0.468
19.0,40.0,18.0,Second call,30-39,Black,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.502
19.0,40.0,19.0,Second call,30-39,Black,Male,Breaux,Approve,Approve,Support Clinton,Yes,Yes,Yes,Yes,Worse,Clinton,Democrat,,Conservative,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.468
19.0,40.0,20.0,Second call,40-44,White,Male,Donelon,Approve,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Republican,15 to 30K,Conservative,18 to 64,National,New Orleans area,30 to 44,40 to 49,Republican,40 to 49,0.632
19.0,40.0,21.0,Second call,65 and over,,Female,Breaux,Approve,,,,,,,Better,,Independent,,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Independent/Other,65 and over,0.888
19.0,40.0,22.0,Second call,65 and over,White,Female,Breaux,Approve,,,,,,,Same,,Democrat,15 to 30K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.888
19.0,40.0,23.0,Second call,60-64,White,Male,Breaux,Approve,,,,,,,Same,,Democrat,15 to 30K,Conservative,18 to 64,National,New Orleans area,60 and over,60 and over,Democrat,50 to 64,0.827
19.0,40.0,24.0,Second call,45-49,White,Male,Donelon,Disapprove,,,,,,,Better,,Republican,75 to 100K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,0.632
19.0,40.0,25.0,Second call,50-59,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,15 to 30K,Conservative,18 to 64,National,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,0.632
19.0,40.0,26.0,Second call,30-39,Black,Female,Breaux,Approve,,,,,,,Worse,,,15 to 30K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,,30 to 39,0.502
19.0,40.0,27.0,Second call,45-49,White,Female,Donelon,Disapprove,,,,,,,Worse,,Republican,15 to 30K,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,0.6789999999999999
19.0,40.0,28.0,Third call,50-59,White,Male,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Same,Clinton,Independent,15 to 30K,Conservative,18 to 64,National,New Orleans area,45 to 59,50 to 59,Independent/Other,50 to 64,0.625
19.0,40.0,29.0,Third call,30-39,Black,Male,Breaux,Disapprove,Disapprove,Neither,No,Yes,Yes,,Same,Clinton,Democrat,30 to 50K,Liberal,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.468
19.0,40.0,30.0,Third call,65 and over,White,Female,Breaux,Approve,Approve,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,Under 15K,Liberal,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.888
19.0,40.0,31.0,Third call,50-59,White,Male,Donelon,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,,Liberal,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.632
19.0,40.0,32.0,Third call,65 and over,Black,Male,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.621
19.0,40.0,33.0,Third call,50-59,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.625
19.0,40.0,34.0,Third call,30-39,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Better,Dole,Something else,30 to 50K,Conservative,18 to 64,National,New Orleans area,30 to 44,30 to 39,Independent/Other,30 to 39,0.632
19.0,40.0,35.0,Third call,45-49,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,75 to 100K,Liberal,18 to 64,National,New Orleans area,45 to 59,40 to 49,Democrat,40 to 49,0.502
19.0,40.0,36.0,Third call,60-64,Hispanic,Female,Donelon,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Republican,15 to 30K,Liberal,18 to 64,National,New Orleans area,60 and over,60 and over,Republican,50 to 64,0.6749999999999999
19.0,40.0,37.0,Third call,25-29,White,Female,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,No,Same,Dole,Independent,75 to 100K,Moderate,18 to 64,National,New Orleans area,18 to 29,25 to 29,Independent/Other,25 to 29,0.541
19.0,40.0,38.0,Third call,25-29,White,Female,Breaux,Approve,Approve,Neither,No,No,No,No,Better,Dole,Republican,50 to 75K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Republican,25 to 29,0.534
19.0,40.0,39.0,Third call,50-59,White,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.6699999999999999
19.0,40.0,40.0,Third call,45-49,White,Male,Breaux,Approve,,,,,,,Same,,Independent,50 to 75K,Moderate,18 to 64,National,New Orleans area,45 to 59,40 to 49,Independent/Other,40 to 49,0.625
19.0,40.0,41.0,Third call,65 and over,White,Female,Breaux,Approve,,,,,,,Better,,Democrat,15 to 30K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.888
19.0,40.0,42.0,Third call,30-39,White,Female,Breaux,Approve,,,,,,,Better,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,0.6699999999999999
19.0,40.0,43.0,Third call,50-59,Black,Female,Breaux,Approve,,,,,,,,,Democrat,50 to 75K,Liberal,18 to 64,National,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,0.502
19.0,40.0,44.0,Third call,65 and over,White,Female,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Liberal,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.888
19.0,40.0,45.0,Third call,18-24,Black,Male,,Approve,,,,,,,Better,,Democrat,15 to 30K,Moderate,18 to 64,National,New Orleans area,18 to 29,18 to 24,Democrat,18 to 24,0.386
19.0,40.0,46.0,Third call,25-29,White,Male,Donelon,Disapprove,,,,,,,Same,,Independent,30 to 50K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Independent/Other,25 to 29,0.503
19.0,40.0,47.0,Third call,65 and over,White,Female,Breaux,Approve,,,,,,,Same,,Democrat,Under 15K,Moderate,65 and over,National,New Orleans area,60 and over,60 and over,Democrat,65 and over,0.888
19.0,40.0,48.0,Third call,45-49,White,Male,,Disapprove,,,,,,,Worse,,Independent,,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Independent/Other,40 to 49,0.646
19.0,40.0,49.0,Third call,50-59,White,Male,Donelon,Disapprove,,,,,,,Same,,Republican,50 to 75K,Moderate,18 to 64,National,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,0.632
19.0,40.0,50.0,Third call,25-29,White,Male,Breaux,Approve,,,,,,,Same,,Republican,50 to 75K,Conservative,18 to 64,National,New Orleans area,18 to 29,25 to 29,Republican,25 to 29,0.49700000000000005
19.0,40.0,51.0,Third call,45-49,White,Male,Donelon,Disapprove,,,,,,,Better,,Republican,100K or more,Conservative,18 to 64,National,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,0.632
19.0,44.0,1.0,First call,60-64,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,New Orleans area,60 and over,60 and over,Democrat,50 to 64,2.423
19.0,44.0,2.0,First call,65 and over,White,Male,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,65 and over,State,New Orleans area,60 and over,60 and over,Democrat,65 and over,2.258
19.0,44.0,3.0,First call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,New Orleans area,30 to 44,30 to 39,Democrat,30 to 39,1.829
19.0,44.0,4.0,First call,50-59,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,1.852
19.0,44.0,5.0,First call,65 and over,White,Male,Donelon,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,,Same,Dole,Republican,30 to 50K,Conservative,65 and over,State,New Orleans area,60 and over,60 and over,Republican,65 and over,2.286
19.0,44.0,6.0,First call,50-59,White,Male,Breaux,Approve,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,100K or more,Moderate,18 to 64,State,New Orleans area,45 to 59,50 to 59,Independent/Other,50 to 64,1.7029999999999998
19.0,44.0,7.0,Second call,40-44,White,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.829
19.0,44.0,8.0,Second call,65 and over,White,Female,Breaux,Approve,Approve,Neither,,No,No,No,Same,Clinton,Democrat,Under 15K,Conservative,65 and over,State,New Orleans area,60 and over,60 and over,Democrat,65 and over,2.423
19.0,44.0,9.0,Second call,45-49,White,Female,Donelon,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Clinton,Republican,Under 15K,Conservative,18 to 64,State,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,1.852
19.0,44.0,10.0,Second call,40-44,White,Female,Donelon,Disapprove,Disapprove,Neither,No,Yes,Yes,No,Worse,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,New Orleans area,30 to 44,40 to 49,Independent/Other,40 to 49,1.852
19.0,44.0,11.0,Second call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Republican,30 to 50K,Moderate,18 to 64,State,New Orleans area,30 to 44,30 to 39,Republican,30 to 39,1.829
19.0,44.0,12.0,Second call,30-39,White,Female,Breaux,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,New Orleans area,30 to 44,30 to 39,Republican,30 to 39,1.829
19.0,44.0,13.0,Second call,45-49,White,Female,Donelon,Disapprove,Disapprove,Neither,No,No,No,No,Same,Dole,Republican,30 to 50K,Liberal,18 to 64,State,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,1.852
19.0,44.0,14.0,Second call,50-59,White,Female,Donelon,Approve,Approve,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,New Orleans area,45 to 59,50 to 59,Democrat,50 to 64,1.852
19.0,44.0,15.0,Third call,45-49,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,100K or more,Moderate,18 to 64,State,New Orleans area,45 to 59,40 to 49,Republican,40 to 49,1.852
19.0,44.0,16.0,Third call,18-24,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,New Orleans area,18 to 29,18 to 24,Republican,18 to 24,1.476
19.0,44.0,17.0,Third call,50-59,White,Male,Donelon,Approve,Disapprove,Neither,No,No,No,No,Same,Perot,Independent,,Moderate,18 to 64,State,New Orleans area,45 to 59,50 to 59,Independent/Other,50 to 64,1.725
19.0,44.0,18.0,Third call,30-39,White,Male,Donelon,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,New Orleans area,30 to 44,30 to 39,Independent/Other,30 to 39,1.725
19.0,44.0,19.0,Third call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.829
19.0,44.0,20.0,Third call,60-64,White,Male,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,50 to 75K,Conservative,18 to 64,State,New Orleans area,60 and over,60 and over,Independent/Other,50 to 64,2.258
19.0,44.0,21.0,Third call,40-44,White,Female,Breaux,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,,Moderate,18 to 64,State,New Orleans area,30 to 44,40 to 49,Democrat,40 to 49,1.829
19.0,44.0,22.0,Third call,50-59,White,Female,Donelon,Disapprove,Approve,Oppose Clinton,Yes,No,Yes,Yes,Same,Dole,Republican,100K or more,Conservative,18 to 64,State,New Orleans area,45 to 59,50 to 59,Republican,50 to 64,1.852
19.0,51.0,1.0,Second call,50-59,Black,Female,Breaux,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,2.23
19.0,51.0,2.0,Second call,60-64,Black,Male,Breaux,,,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cajun County,60 and over,60 and over,Democrat,50 to 64,2.092
19.0,51.0,3.0,Second call,30-39,Black,Female,Breaux,Approve,Approve,Support Clinton,Yes,No,No,Yes,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,Cajun County,30 to 44,30 to 39,Democrat,30 to 39,2.23
19.0,51.0,4.0,Second call,50-59,Black,Male,Breaux,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,1.9569999999999999
19.0,51.0,5.0,Second call,30-39,White,Male,Breaux,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Other,Independent,30 to 50K,Conservative,18 to 64,State,Cajun County,30 to 44,30 to 39,Independent/Other,30 to 39,1.838
19.0,51.0,6.0,Second call,50-59,Black,Female,Breaux,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,50 to 75K,Conservative,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,2.23
19.0,51.0,7.0,Second call,40-44,White,Male,Breaux,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,Cajun County,30 to 44,40 to 49,Democrat,40 to 49,1.838
19.0,51.0,8.0,Second call,65 and over,Black,Female,Breaux,Approve,Disapprove,Support Clinton,Yes,No,No,Yes,Better,Clinton,Democrat,Under 15K,Conservative,65 and over,State,Cajun County,60 and over,60 and over,Democrat,65 and over,2.385
19.0,51.0,9.0,Second call,50-59,White,Female,Breaux,Approve,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,Cajun County,45 to 59,50 to 59,Democrat,50 to 64,2.095
19.0,51.0,10.0,Second call,45-49,Black,Female,Other,Approve,Approve,Support Clinton,Yes,No,No,No,Same,Clinton,Democrat,Under 15K,Liberal,18 to 64,State,Cajun County,45 to 59,40 to 49,Democrat,40 to 49,9.319
