State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,House Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
35.0,37.0,44.0,Second call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,,No,No,No,,Clinton,Independent,,Conservative,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,1.127
35.0,37.0,45.0,Second call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Something else,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.717
35.0,37.0,46.0,Second call,50-59,White,Female,Dorgan,Pomeroy,Approve,,Neither,No,No,No,Same,Clinton,Independent,,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,0.717
35.0,37.0,47.0,Second call,30-39,White,Male,Dorgan,Cramer,Disapprove,Approve,Neither,No,No,Yes,Better,Perot,Republican,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,0.8130000000000001
35.0,37.0,48.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,No,Same,Other,Independent,30 to 50K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.717
35.0,37.0,49.0,Second call,45-49,White,Male,Dorgan,Other,Disapprove,Disapprove,Neither,No,No,Yes,Worse,Clinton,Independent,15 to 30K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,1.447
35.0,37.0,50.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Other,Something else,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.717
35.0,37.0,51.0,Second call,30-39,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,,Yes,Same,Clinton,Democrat,Under 15K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.8740000000000001
35.0,37.0,52.0,Second call,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Worse,Dole,Independent,15 to 30K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,0.8740000000000001
35.0,37.0,53.0,Second call,65 and over,White,Female,Dorgan,Cramer,Approve,Disapprove,Neither,No,No,,Worse,Clinton,Democrat,Under 15K,,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,0.863
35.0,37.0,54.0,Second call,30-39,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Perot,Democrat,15 to 30K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.8740000000000001
35.0,37.0,55.0,Second call,45-49,White,Female,Dorgan,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Democrat,15 to 30K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Democrat,40 to 49,0.6679999999999999
35.0,37.0,56.0,Second call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Dole,Independent,15 to 30K,Conservative,18 to 64,State,South,30 to 44,40 to 49,Independent/Other,40 to 49,1.189
35.0,37.0,57.0,Second call,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,0.717
35.0,37.0,58.0,Second call,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Democrat,30 to 39,0.717
35.0,37.0,59.0,Second call,45-49,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,,,,Same,Perot,Independent,100K or more,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,0.8740000000000001
35.0,38.0,1.0,First call,25-29,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,1.017
35.0,38.0,2.0,First call,65 and over,White,Female,Nalewaja,Cramer,Approve,Disapprove,Neither,No,Yes,Yes,Worse,Dole,Independent,30 to 50K,Conservative,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.203
35.0,38.0,3.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.285
35.0,38.0,4.0,First call,40-44,White,Male,Nalewaja,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,No,Better,Dole,Republican,100K or more,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.176
35.0,38.0,5.0,First call,65 and over,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,No,No,Yes,Better,Dole,Republican,,Moderate,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.255
35.0,38.0,6.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Liberal,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.233
35.0,38.0,7.0,First call,50-59,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,100K or more,Liberal,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.233
35.0,38.0,8.0,First call,,White,Male,Nalewaja,Cramer,,,,,,,,,,,,,State,East,,,,,1.095
35.0,38.0,9.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Clinton,Democrat,75 to 100K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.285
35.0,38.0,10.0,First call,60-64,White,Female,Dorgan,,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.384
35.0,38.0,11.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.285
35.0,38.0,12.0,First call,50-59,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Clinton,Independent,15 to 30K,Liberal,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.285
35.0,38.0,13.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,Yes,Yes,Yes,Same,Clinton,Independent,75 to 100K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Independent/Other,40 to 49,1.285
35.0,38.0,14.0,First call,60-64,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,East,60 and over,60 and over,Democrat,50 to 64,1.416
35.0,38.0,15.0,Second call,50-59,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,East,45 to 59,50 to 59,Democrat,50 to 64,1.233
35.0,38.0,16.0,Second call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,75 to 100K,Conservative,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.095
35.0,38.0,17.0,Second call,45-49,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Dole,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,40 to 49,Independent/Other,40 to 49,1.05
35.0,38.0,18.0,Second call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Independent,100K or more,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.095
35.0,38.0,19.0,Second call,60-64,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,,Yes,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,East,60 and over,60 and over,Democrat,50 to 64,1.416
35.0,38.0,20.0,Second call,60-64,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,50 to 75K,Conservative,18 to 64,State,East,60 and over,60 and over,Republican,50 to 64,1.203
35.0,38.0,21.0,Second call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,,Oppose Clinton,Yes,Yes,Yes,,Dole,Independent,30 to 50K,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.203
35.0,38.0,22.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Same,Clinton,Republican,Under 15K,Liberal,65 and over,State,East,60 and over,60 and over,Republican,65 and over,1.416
35.0,38.0,23.0,Second call,30-39,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.05
35.0,38.0,24.0,Second call,50-59,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,No,Yes,Same,Perot,Independent,50 to 75K,Moderate,18 to 64,State,East,45 to 59,50 to 59,Independent/Other,50 to 64,1.285
35.0,38.0,25.0,Second call,40-44,White,Female,Dorgan,Cramer,Approve,Approve,Support Clinton,No,No,,Same,Dole,Republican,,Moderate,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.145
35.0,38.0,26.0,Second call,30-39,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,No,Worse,Dole,Independent,,Moderate,18 to 64,State,East,30 to 44,30 to 39,Independent/Other,30 to 39,1.095
35.0,38.0,27.0,Second call,,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,,Yes,Same,Dole,Republican,30 to 50K,Moderate,,State,East,,,Republican,,1.285
35.0,38.0,28.0,Second call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,Yes,No,Better,Clinton,Democrat,30 to 50K,Liberal,18 to 64,State,East,60 and over,60 and over,Democrat,50 to 64,1.478
35.0,38.0,29.0,Second call,65 and over,White,Female,Dorgan,Pomeroy,Approve,,Neither,No,No,,Same,Clinton,Democrat,,Conservative,65 and over,State,East,60 and over,60 and over,Democrat,65 and over,1.416
35.0,38.0,30.0,Third call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.233
35.0,38.0,31.0,Third call,18-24,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,,Same,Did not vote,Democrat,50 to 75K,Liberal,18 to 64,State,East,18 to 29,18 to 24,Democrat,18 to 24,1.1440000000000001
35.0,38.0,32.0,Third call,30-39,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.285
35.0,38.0,33.0,Third call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,Yes,Worse,Perot,Democrat,30 to 50K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.233
35.0,38.0,34.0,Third call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Independent,30 to 50K,Moderate,65 and over,State,East,60 and over,60 and over,Independent/Other,65 and over,1.416
35.0,38.0,35.0,Third call,30-39,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,30 to 39,Democrat,30 to 39,1.233
35.0,38.0,36.0,Third call,25-29,White,Male,Nalewaja,Pomeroy,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Perot,Republican,30 to 50K,Conservative,18 to 64,State,East,18 to 29,25 to 29,Republican,25 to 29,1.094
35.0,38.0,37.0,Third call,60-64,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Independent,50 to 75K,Moderate,18 to 64,State,East,60 and over,60 and over,Independent/Other,50 to 64,1.478
35.0,38.0,38.0,Third call,18-24,Other,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,,Yes,,Worse,Dole,Something else,Under 15K,Conservative,18 to 64,State,East,18 to 29,18 to 24,Independent/Other,18 to 24,1.017
35.0,38.0,39.0,Third call,18-24,White,Female,Nalewaja,Cramer,Disapprove,,Oppose Clinton,Yes,Yes,,,Dole,Republican,,Conservative,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,0.9720000000000001
35.0,38.0,40.0,Third call,18-24,White,Female,Dorgan,Cramer,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Clinton,Republican,75 to 100K,Conservative,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,1.065
35.0,38.0,41.0,Third call,40-44,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Democrat,40 to 49,1.233
35.0,38.0,42.0,Third call,18-24,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,Under 15K,Conservative,18 to 64,State,East,18 to 29,18 to 24,Republican,18 to 24,0.9720000000000001
35.0,38.0,43.0,Third call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Better,Dole,Republican,30 to 50K,Moderate,18 to 64,State,East,30 to 44,40 to 49,Republican,40 to 49,1.285
35.0,48.0,1.0,First call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Neither,Yes,No,No,Worse,Dole,Independent,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.8820000000000001
35.0,48.0,2.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Neither,No,No,No,Same,,Republican,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.871
35.0,48.0,3.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,,Yes,,Same,Dole,Republican,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.871
35.0,48.0,4.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,1.014
35.0,48.0,5.0,First call,18-24,White,Female,Dorgan,,Approve,Approve,Neither,No,No,No,Same,Did not vote,Independent,15 to 30K,Moderate,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,1.11
35.0,48.0,6.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,No,Worse,Clinton,Democrat,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,7.0,First call,65 and over,White,,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,,,,Clinton,Democrat,,,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,8.0,First call,40-44,White,Male,Dorgan,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,Under 15K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,0.9440000000000001
35.0,48.0,9.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,10.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Worse,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,11.0,First call,65 and over,White,,Nalewaja,Cramer,Approve,Disapprove,,,Yes,,Better,Clinton,,,Conservative,65 and over,State,North,60 and over,60 and over,,65 and over,0.8840000000000001
35.0,48.0,12.0,First call,65 and over,White,,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Independent,Under 15K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.001
35.0,48.0,13.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,50 to 75K,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,14.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,15.0,First call,65 and over,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Republican,,Conservative,65 and over,State,North,60 and over,60 and over,Republican,65 and over,0.871
35.0,48.0,16.0,First call,65 and over,White,,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,17.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Conservative,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,18.0,First call,18-24,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,No,Same,Did not vote,Democrat,30 to 50K,Conservative,18 to 64,State,North,18 to 29,18 to 24,Democrat,18 to 24,1.151
35.0,48.0,19.0,First call,50-59,White,,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Something else,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.999
35.0,48.0,20.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,15 to 30K,Liberal,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.999
35.0,48.0,21.0,First call,40-44,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Democrat,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.999
35.0,48.0,22.0,First call,60-64,White,Male,Nalewaja,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Dole,Independent,15 to 30K,Conservative,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,1.573
35.0,48.0,23.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,1.014
35.0,48.0,24.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Better,Clinton,Democrat,15 to 30K,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,25.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,26.0,First call,18-24,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Clinton,Something else,,,18 to 64,State,North,18 to 29,18 to 24,Independent/Other,18 to 24,1.0
35.0,48.0,27.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Better,Clinton,Republican,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Republican,40 to 49,1.014
35.0,48.0,28.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Something else,30 to 50K,Moderate,65 and over,State,North,60 and over,60 and over,Independent/Other,65 and over,1.001
35.0,48.0,29.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Better,Clinton,Democrat,,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,48.0,30.0,First call,30-39,White,Female,Dorgan,Pomeroy,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Something else,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,0.999
35.0,48.0,31.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,32.0,First call,40-44,White,Male,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Worse,Dole,Republican,30 to 50K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.8820000000000001
35.0,48.0,33.0,First call,65 and over,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.001
35.0,48.0,34.0,First call,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,Yes,Better,Clinton,Democrat,,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,1.014
35.0,48.0,35.0,First call,65 and over,White,Male,Dorgan,Pomeroy,Disapprove,Approve,Neither,Yes,Yes,,Same,Clinton,,15 to 30K,Moderate,65 and over,State,North,60 and over,60 and over,,65 and over,1.016
35.0,48.0,36.0,First call,50-59,White,Female,Nalewaja,Cramer,Approve,Disapprove,Neither,No,,No,Same,Dole,Republican,15 to 30K,Moderate,18 to 64,State,North,45 to 59,50 to 59,Republican,50 to 64,0.869
35.0,48.0,37.0,Second call,30-39,White,Male,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,No,No,Yes,Better,Clinton,Independent,50 to 75K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Independent/Other,30 to 39,1.014
35.0,48.0,38.0,Second call,40-44,White,Male,Dorgan,Pomeroy,Approve,Approve,Neither,No,Yes,No,Better,Clinton,Democrat,,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,1.014
35.0,48.0,39.0,Second call,50-59,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Independent,,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.869
35.0,48.0,40.0,Second call,40-44,White,Female,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,40 to 49,Democrat,40 to 49,0.999
35.0,48.0,41.0,Second call,25-29,White,Female,Nalewaja,Cramer,Disapprove,Approve,Oppose Clinton,Yes,Yes,,Same,Dole,Republican,15 to 30K,Conservative,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,0.9840000000000001
35.0,48.0,42.0,Second call,45-49,White,Male,Dorgan,Pomeroy,Approve,Approve,Support Clinton,No,No,Yes,Better,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,45 to 59,40 to 49,Democrat,40 to 49,1.014
35.0,48.0,43.0,Second call,60-64,White,Male,Nalewaja,Cramer,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Independent,,Moderate,18 to 64,State,North,60 and over,60 and over,Independent/Other,50 to 64,0.8840000000000001
35.0,48.0,44.0,Second call,45-49,White,Female,Dorgan,Pomeroy,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Perot,Independent,30 to 50K,Conservative,18 to 64,State,North,45 to 59,40 to 49,Independent/Other,40 to 49,0.999
35.0,48.0,45.0,Second call,25-29,White,Male,Dorgan,Cramer,Approve,Approve,Neither,No,No,Yes,Better,Clinton,Republican,15 to 30K,Moderate,18 to 64,State,North,18 to 29,25 to 29,Republican,25 to 29,1.072
35.0,48.0,46.0,Second call,40-44,White,Female,Nalewaja,Cramer,Disapprove,Approve,Neither,No,Yes,Yes,Same,Dole,Republican,75 to 100K,Conservative,18 to 64,State,North,30 to 44,40 to 49,Republican,40 to 49,0.869
35.0,48.0,47.0,Second call,40-44,White,Female,Other,Cramer,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Same,Dole,Independent,100K or more,Conservative,18 to 64,State,North,30 to 44,40 to 49,Independent/Other,40 to 49,1.742
35.0,48.0,48.0,Second call,50-59,White,Male,Nalewaja,Cramer,Disapprove,Approve,Neither,No,No,Yes,Same,Dole,Independent,30 to 50K,Conservative,18 to 64,State,North,45 to 59,50 to 59,Independent/Other,50 to 64,0.8820000000000001
35.0,48.0,49.0,Second call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,Yes,No,Same,Dole,,,Moderate,18 to 64,State,North,30 to 44,30 to 39,,30 to 39,0.999
35.0,48.0,50.0,Second call,30-39,White,Female,Dorgan,Pomeroy,Disapprove,Approve,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,0.999
35.0,48.0,51.0,Second call,30-39,Hispanic,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,,No,No,Better,Clinton,Democrat,30 to 50K,Conservative,18 to 64,State,North,30 to 44,30 to 39,Democrat,30 to 39,1.014
35.0,48.0,52.0,Second call,65 and over,White,Male,Dorgan,Pomeroy,Approve,Approve,,,Yes,Yes,Same,Clinton,Democrat,30 to 50K,Liberal,65 and over,State,North,60 and over,60 and over,Democrat,65 and over,1.016
35.0,49.0,1.0,First call,65 and over,White,,Dorgan,Cramer,Approve,Approve,,,,,,Clinton,Democrat,,,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.248
35.0,49.0,2.0,First call,65 and over,Other,Male,Dorgan,Pomeroy,Approve,Disapprove,Support Clinton,No,No,Yes,Same,Clinton,Democrat,15 to 30K,Moderate,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,1.343
35.0,49.0,3.0,First call,,White,Female,Dorgan,Pomeroy,Approve,Disapprove,,,No,,,Clinton,Democrat,,,,State,South,,,Democrat,,0.855
35.0,49.0,4.0,First call,40-44,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,Yes,Same,Clinton,Democrat,50 to 75K,Moderate,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,1.038
35.0,49.0,5.0,First call,50-59,White,Male,Dorgan,Pomeroy,Approve,Disapprove,Neither,No,No,No,Same,Clinton,Democrat,15 to 30K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Democrat,50 to 64,1.038
