State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Q9: Allow med marjna?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Senate issues,Clinton as person
29.0,34.0,43.0,Third call,30-39,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,15 to 30K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.42200000000000004,Economy/jobs,Favorable
29.0,34.0,44.0,Third call,30-39,White,Female,Reid,Guinn,Approve,Approve,Yes,Support Clinton,No,No,No,Worse,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.45,Nuclear waste,Favorable
29.0,38.0,1.0,First call,60-64,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,Same,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,60 and over,60 and over,Republican,50 to 64,0.6749999999999999,Taxes,Unfavorable
29.0,38.0,2.0,First call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.708,,Favorable
29.0,38.0,3.0,First call,50-59,Other,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.616,Taxes,Unfavorable
29.0,38.0,4.0,First call,45-49,White,Male,Reid,Jones,Approve,Approve,No,Neither,No,No,Yes,Same,Did not vote,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,0.625,Social Security,Favorable
29.0,38.0,5.0,First call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Better,Clinton,Independent,Some college,15 to 30K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Independent/Other,65 and over,0.708,Social Security,Favorable
29.0,38.0,6.0,First call,50-59,White,Male,Ensign,Guinn,Disapprove,Approve,No,,,,,,,,,,,18 to 64,State,Not complete,Clark County,45 to 59,50 to 59,,50 to 64,0.616,Clin/Lwnsky,Unfavorable
29.0,38.0,7.0,First call,50-59,White,Female,Ensign,Guinn,,Approve,Yes,Neither,No,No,No,Worse,Dole,Republican,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.489,Crime/drugs,Unfavorable
29.0,38.0,8.0,First call,50-59,White,Female,Reid,Jones,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Worse,Dole,Republican,College grad,100K or more,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.495,Taxes,Unfavorable
29.0,38.0,9.0,First call,40-44,Black,Female,Reid,Jones,Approve,Approve,No,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,0.6369999999999999,,Favorable
29.0,38.0,10.0,First call,30-39,White,Male,Ensign,Guinn,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,No,Same,Dole,Independent,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Independent/Other,30 to 39,0.616,Taxes,Unfavorable
29.0,38.0,11.0,First call,65 and over,White,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,HS grad,50 to 75K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.558,Social Security,Unfavorable
29.0,38.0,12.0,First call,65 and over,White,Male,Ensign,Guinn,Approve,Approve,Yes,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,0.57,Social Security,Favorable
29.0,38.0,13.0,First call,40-44,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,No,No,Same,Dole,Independent,Some college,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Independent/Other,40 to 49,0.625,Nuclear waste,Unfavorable
29.0,38.0,14.0,Second call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.578,Social Security,Favorable
29.0,38.0,15.0,Second call,50-59,White,Female,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Same,Clinton,Republican,HS grad,Under 15K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.489,Nuclear waste,Favorable
29.0,38.0,16.0,Second call,65 and over,White,Female,Reid,Guinn,Approve,Approve,No,Neither,No,No,No,Same,Clinton,Independent,HS grad,15 to 30K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Independent/Other,65 and over,0.7469999999999999,Economy/jobs,Favorable
29.0,38.0,17.0,Second call,65 and over,White,Female,Ensign,Guinn,Approve,Disapprove,Yes,,Yes,No,Yes,Better,Clinton,Republican,No HS,30 to 50K,Liberal,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,0.55,Nuclear waste,Unfavorable
29.0,38.0,18.0,Second call,45-49,White,Male,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,0.512,Social Security,Unfavorable
29.0,38.0,19.0,Second call,50-59,White,Male,Reid,Other,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Perot,Independent,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,1.299,Nuclear waste,Favorable
29.0,38.0,20.0,Second call,65 and over,White,,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Democrat,Some college,30 to 50K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.578,Nuclear waste,Favorable
29.0,38.0,21.0,Second call,30-39,Hispanic,Female,None of the above,Guinn,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Better,Did not vote,Democrat,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.28600000000000003,Clin/Lwnsky,Unfavorable
29.0,38.0,22.0,Second call,65 and over,White,Female,,Guinn,Disapprove,Approve,Yes,Neither,No,No,,Same,Dole,Republican,Some college,15 to 30K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,0.563,Social Security,Unfavorable
29.0,38.0,23.0,Second call,60-64,White,Female,Reid,Jones,Approve,Approve,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,0.558,Social Security,Unfavorable
29.0,38.0,24.0,Second call,50-59,White,Female,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Clinton,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.489,Crime/drugs,Unfavorable
29.0,38.0,25.0,Second call,65 and over,White,Male,Ensign,Guinn,Disapprove,Approve,,Neither,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,100K or more,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,0.615,,Unfavorable
29.0,38.0,26.0,Second call,25-29,Asian,Female,Reid,Guinn,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Better,Dole,Independent,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Independent/Other,25 to 29,0.703,Education,Unfavorable
29.0,38.0,27.0,Second call,25-29,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Other,Something else,College grad,15 to 30K,Conservative,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Independent/Other,25 to 29,0.526,Clin/Lwnsky,Favorable
29.0,38.0,28.0,Second call,45-49,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,No,Same,Other,Independent,Postgrad,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,0.505,Economy/jobs,Unfavorable
29.0,38.0,29.0,Second call,45-49,Black,Male,Ensign,Guinn,Approve,Disapprove,Yes,,,,,,,,,,,18 to 64,State,Not complete,Clark County,45 to 59,40 to 49,,40 to 49,0.53,Social Security,Unfavorable
29.0,38.0,30.0,Second call,65 and over,White,,None of the above,Guinn,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Other,Democrat,Some college,,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.306,,Unfavorable
29.0,38.0,31.0,Second call,65 and over,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Same,Dole,Independent,Some college,,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Independent/Other,65 and over,0.55,,Favorable
29.0,38.0,32.0,Second call,18-24,White,Female,Reid,Jones,Disapprove,Disapprove,No,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Republican,18 to 24,0.642,Nuclear waste,Unfavorable
29.0,38.0,33.0,Second call,45-49,White,Female,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Perot,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,0.489,Clin/Lwnsky,Favorable
29.0,38.0,34.0,Third call,65 and over,White,Male,Reid,Jones,Approve,Disapprove,No,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,0.708,Economy/jobs,Favorable
29.0,38.0,35.0,Third call,60-64,White,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,0.558,Social Security,Unfavorable
29.0,38.0,36.0,Third call,65 and over,White,,Reid,Guinn,,Disapprove,Yes,,,,,,,,,,,65 and over,State,Not complete,Clark County,60 and over,60 and over,,65 and over,0.63,Crime/drugs,Favorable
29.0,38.0,37.0,Third call,18-24,Other,Male,None of the above,None of the above,Approve,Approve,Yes,,,,,,,,,,,18 to 64,State,Not complete,Clark County,18 to 29,18 to 24,,18 to 24,0.309,Crime/drugs,Favorable
29.0,38.0,38.0,Third call,25-29,White,Female,Reid,Guinn,Approve,Disapprove,No,Neither,Yes,Yes,Yes,Better,,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Democrat,25 to 29,0.703,Crime/drugs,Unfavorable
29.0,38.0,39.0,Third call,50-59,White,Male,,,Approve,Approve,Yes,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.514,,Unfavorable
29.0,38.0,40.0,Third call,65 and over,White,Female,Ensign,Jones,Disapprove,Approve,No,Oppose Clinton,No,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,0.614,Social Security,Unfavorable
29.0,38.0,41.0,Third call,50-59,White,Female,Reid,Jones,,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.495,Nuclear waste,Favorable
29.0,38.0,42.0,Third call,18-24,White,Female,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Independent/Other,18 to 24,0.526,Taxes,Favorable
29.0,38.0,43.0,Third call,30-39,White,Male,Reid,Guinn,Approve,Approve,No,Neither,No,No,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,0.6849999999999999,Education,Unfavorable
29.0,38.0,44.0,Third call,50-59,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.616,Social Security,Unfavorable
29.0,38.0,45.0,Third call,45-49,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Democrat,40 to 49,0.512,,Favorable
29.0,38.0,46.0,Third call,65 and over,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,15 to 30K,Liberal,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.558,Social Security,Favorable
29.0,43.0,1.0,First call,65 and over,Other,Male,Ensign,Guinn,Approve,Disapprove,Yes,Neither,No,No,No,Same,Clinton,Democrat,No HS,15 to 30K,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Democrat,65 and over,0.998,Social Security,Favorable
29.0,43.0,2.0,First call,40-44,White,Male,Ensign,Jones,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.811,,Unfavorable
29.0,43.0,3.0,First call,50-59,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.87,Economy/jobs,Unfavorable
29.0,43.0,4.0,First call,45-49,White,Male,Ensign,Guinn,Disapprove,Disapprove,No,Neither,Yes,Yes,No,Same,Dole,Independent,Postgrad,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,1.081,Economy/jobs,Unfavorable
29.0,43.0,5.0,First call,18-24,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,Yes,Better,Did not vote,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Clark County,18 to 29,18 to 24,Republican,18 to 24,1.1480000000000001,,Unfavorable
29.0,43.0,6.0,First call,50-59,White,Female,Reid,Guinn,,,Yes,Neither,No,No,No,Same,Clinton,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.9500000000000001,Economy/jobs,Unfavorable
29.0,43.0,7.0,First call,45-49,White,Female,Ensign,Guinn,Disapprove,Approve,No,Neither,No,Yes,No,Better,Clinton,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.048,Taxes,Unfavorable
29.0,43.0,8.0,First call,40-44,White,Male,Ensign,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Dole,,HS grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,,40 to 49,0.885,Taxes,Unfavorable
29.0,43.0,9.0,First call,50-59,White,Female,Reid,Jones,,Disapprove,Yes,Neither,No,No,Yes,Better,Dole,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,0.87,Social Security,Favorable
29.0,43.0,10.0,First call,60-64,White,Female,None of the above,None of the above,Disapprove,Disapprove,Yes,Neither,No,Yes,Yes,Better,Perot,Independent,Some college,100K or more,Moderate,18 to 64,State,Complete,Clark County,60 and over,60 and over,Independent/Other,50 to 64,0.5549999999999999,Nuclear waste,Unfavorable
29.0,43.0,11.0,First call,65 and over,White,Male,None of the above,None of the above,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Better,Perot,Republican,College grad,100K or more,Moderate,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,0.5740000000000001,Nuclear waste,Unfavorable
29.0,43.0,12.0,First call,65 and over,Hispanic,Male,Ensign,Guinn,Disapprove,,No,Neither,No,No,Yes,Same,Dole,Republican,HS grad,30 to 50K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,1.285,Taxes,Unfavorable
29.0,43.0,13.0,First call,30-39,White,Male,Reid,Jones,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.898,Social Security,Unfavorable
29.0,43.0,14.0,First call,25-29,White,Male,Ensign,Jones,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Better,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,1.052,Clin/Lwnsky,Unfavorable
29.0,43.0,15.0,Second call,50-59,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Same,Clinton,Independent,Some college,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.87,Nuclear waste,Favorable
29.0,43.0,16.0,Second call,60-64,Hispanic,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,Yes,Better,Clinton,Democrat,HS grad,15 to 30K,Conservative,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,1.03,Social Security,Favorable
29.0,43.0,17.0,Second call,45-49,White,Female,Ensign,Guinn,,Disapprove,No,Neither,Yes,Yes,Yes,Better,Dole,Republican,College grad,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Republican,40 to 49,1.048,Economy/jobs,Unfavorable
29.0,43.0,18.0,Second call,30-39,Black,Male,Reid,Jones,Approve,Disapprove,Yes,Neither,No,No,No,Worse,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.945,Taxes,Favorable
29.0,43.0,19.0,Second call,50-59,White,Female,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,Yes,Yes,No,Worse,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,1.048,Clin/Lwnsky,Unfavorable
29.0,43.0,20.0,Second call,45-49,White,Female,Reid,Guinn,Disapprove,Approve,Yes,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Something else,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Independent/Other,40 to 49,0.9500000000000001,Social Security,Unfavorable
29.0,43.0,21.0,Second call,25-29,White,Male,Reid,None of the above,Approve,Disapprove,No,Neither,No,No,No,Better,Perot,Independent,HS grad,15 to 30K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Independent/Other,25 to 29,1.609,Economy/jobs,Unfavorable
29.0,43.0,22.0,Second call,50-59,White,Male,Reid,Jones,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.898,Taxes,Unfavorable
29.0,43.0,23.0,Second call,50-59,White,Male,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,No,No,No,Same,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.885,Social Security,Unfavorable
29.0,43.0,24.0,Second call,30-39,White,Female,Ensign,Guinn,Disapprove,Approve,No,Oppose Clinton,No,Yes,No,Same,Dole,Republican,HS grad,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Republican,30 to 39,1.048,Education,Unfavorable
29.0,43.0,25.0,Second call,30-39,White,Female,Reid,Jones,Approve,Approve,Yes,Neither,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.87,,Favorable
29.0,43.0,26.0,Second call,50-59,White,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.857,Taxes,Unfavorable
29.0,43.0,27.0,Second call,40-44,White,Male,Ensign,Guinn,Approve,Approve,Yes,Neither,No,No,No,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.885,Crime/drugs,Unfavorable
29.0,43.0,28.0,Second call,25-29,White,Male,Ensign,Guinn,Disapprove,Approve,No,Neither,Yes,Yes,No,Better,Dole,Republican,Some college,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,18 to 29,25 to 29,Republican,25 to 29,1.1480000000000001,Education,Unfavorable
29.0,43.0,29.0,Second call,45-49,Asian,Male,Reid,Jones,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,40 to 49,Democrat,40 to 49,1.099,,Favorable
29.0,43.0,30.0,Third call,50-59,White,Female,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Better,Dole,Republican,Some college,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.857,Social Security,Unfavorable
29.0,43.0,31.0,Third call,40-44,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,No,No,Better,Did not vote,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,1.048,Taxes,Unfavorable
29.0,43.0,32.0,Third call,30-39,White,Male,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.898,Economy/jobs,Favorable
29.0,43.0,33.0,Third call,60-64,White,Female,Reid,Jones,Approve,Disapprove,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,60 and over,60 and over,Democrat,50 to 64,0.9820000000000001,Social Security,Favorable
29.0,43.0,34.0,Third call,65 and over,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,No,No,Same,Other,Republican,College grad,50 to 75K,Conservative,65 and over,State,Complete,Clark County,60 and over,60 and over,Republican,65 and over,1.184,Social Security,Unfavorable
29.0,43.0,35.0,Third call,40-44,Hispanic,Female,Reid,Jones,Approve,Approve,Yes,Support Clinton,No,No,No,Same,Clinton,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,0.915,Crime/drugs,Favorable
29.0,43.0,36.0,Third call,30-39,Black,Male,Reid,Jones,Disapprove,Disapprove,Yes,Neither,Yes,Yes,Yes,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,30 to 39,Democrat,30 to 39,0.945,Economy/jobs,Unfavorable
29.0,43.0,37.0,Third call,40-44,White,Female,Reid,Jones,Approve,Approve,No,Neither,No,No,No,Better,Clinton,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Democrat,40 to 49,1.063,Economy/jobs,Favorable
29.0,43.0,38.0,Third call,60-64,White,Male,Ensign,Guinn,Disapprove,Disapprove,Yes,Neither,No,No,No,Same,Did not vote,Republican,College grad,50 to 75K,Liberal,18 to 64,State,Complete,Clark County,60 and over,60 and over,Republican,50 to 64,0.998,Social Security,Unfavorable
29.0,43.0,39.0,Third call,40-44,White,Female,Ensign,Guinn,Disapprove,Disapprove,No,Neither,No,No,No,Better,Dole,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,1.048,Taxes,Unfavorable
29.0,43.0,40.0,Third call,50-59,White,Female,Ensign,Guinn,Approve,Disapprove,Yes,Neither,No,Yes,No,Better,Other,Republican,Some college,50 to 75K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.857,Social Security,Unfavorable
29.0,43.0,41.0,Third call,50-59,White,Male,Reid,Guinn,Approve,Disapprove,Yes,Neither,No,No,Yes,Better,Clinton,Independent,Postgrad,75 to 100K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.981,Education,Unfavorable
29.0,43.0,42.0,Third call,50-59,White,Male,Reid,Jones,Approve,Disapprove,No,Neither,No,Yes,Yes,Better,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Democrat,50 to 64,1.099,Nuclear waste,Unfavorable
29.0,43.0,43.0,Third call,50-59,Hispanic,Female,Ensign,Guinn,Approve,Approve,Yes,Neither,No,Yes,Yes,Better,Did not vote,Republican,HS grad,30 to 50K,Conservative,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Republican,50 to 64,0.901,Education,Unfavorable
29.0,43.0,44.0,Third call,40-44,Hispanic,Male,Ensign,Guinn,,Approve,Yes,Neither,No,Yes,Yes,Same,Did not vote,Republican,No HS,30 to 50K,Liberal,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,0.932,Economy/jobs,Favorable
29.0,43.0,45.0,Third call,50-59,White,Male,None of the above,None of the above,Disapprove,Approve,Yes,Neither,Yes,Yes,Yes,Worse,Did not vote,Independent,HS grad,Under 15K,,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.508,Nuclear waste,Unfavorable
29.0,43.0,46.0,Third call,40-44,White,Male,Ensign,Guinn,Disapprove,Disapprove,No,Neither,Yes,Yes,Yes,Same,Dole,Republican,Some college,100K or more,Conservative,18 to 64,State,Complete,Clark County,30 to 44,40 to 49,Republican,40 to 49,1.081,Taxes,Unfavorable
29.0,43.0,47.0,Third call,50-59,White,Female,Reid,Guinn,Disapprove,Approve,Yes,Neither,No,Yes,Yes,Same,Other,Something else,HS grad,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.9500000000000001,Nuclear waste,Unfavorable
29.0,43.0,48.0,Third call,50-59,White,Male,Reid,Guinn,,Approve,Yes,Neither,No,Yes,Yes,Same,Other,Independent,HS grad,100K or more,Moderate,18 to 64,State,Complete,Clark County,45 to 59,50 to 59,Independent/Other,50 to 64,0.981,Nuclear waste,Unfavorable
