State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Who attacked unfairly?,Who had more ads?,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,How to improve Gov tax plan,Party ID,Education,Religion,Income,Ideology,Age (65 and over),State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight 3 implied dec,Senate issues,Future of state economy,Clinton as person,Union memeber in HH
50.0,25.0,41.0,Third call,40-44,White,Female,Neumann,Thompson,Approve,Approve,Feingold,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,Some college,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Southern cities,30 to 44,40 to 49,Democrat,40 to 49,0.785,Social Security,Better,Favorable,No
50.0,25.0,42.0,Third call,45-49,White,Male,Feingold,Garvey,Approve,Approve,Neither,Feingold,Support Clinton,No,No,No,Same,Clinton,Not a factor,Democrat,Some college,Catholic,50 to 75K,Conservative,18 to 64,State,Complete,Southern cities,45 to 59,40 to 49,Democrat,40 to 49,0.534,Foreign policy,Better,Favorable,No
50.0,25.0,43.0,Third call,45-49,White,Male,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,No,Yes,Better,Perot,One factor,Democrat,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Southern cities,45 to 59,40 to 49,Democrat,40 to 49,0.8170000000000001,Social Security,Better,Favorable,Yes
50.0,25.0,44.0,Third call,30-39,White,Female,Feingold,Garvey,Approve,Approve,Both,About the same,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,Some college,Catholic,50 to 75K,Liberal,18 to 64,State,Complete,Southern cities,30 to 44,30 to 39,Democrat,30 to 39,0.514,Education,Better,Favorable,No
50.0,25.0,45.0,Third call,30-39,White,Female,Neumann,Garvey,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,Yes,Worse,Perot,Not a factor,Something else,Some college,Protestant,15 to 30K,Conservative,18 to 64,State,Complete,Southern cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.699,Eonomy/jobs,Same,Unfavorable,Yes
50.0,25.0,46.0,Third call,30-39,White,Male,Neumann,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,No,Worse,Perot,One factor,Something else,Some college,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Southern cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.8170000000000001,Eonomy/jobs,Better,,Yes
50.0,25.0,47.0,Third call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,Yes,Same,Clinton,Most important,Democrat,HS grad,Catholic,50 to 75K,Liberal,18 to 64,State,Complete,Southern cities,30 to 44,40 to 49,Democrat,40 to 49,0.514,,Same,Favorable,No
50.0,25.0,48.0,Third call,60-64,White,Male,Neumann,Thompson,Disapprove,Approve,Both,Neumann,Neither,Yes,Yes,Yes,Better,Dole,One factor,Republican,College grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Southern cities,60 and over,60 and over,Republican,50 to 64,1.14,Eonomy/jobs,Same,Unfavorable,No
50.0,25.0,49.0,Third call,18-24,White,Male,Neumann,Thompson,Disapprove,Approve,Both,About the same,Neither,Yes,Yes,No,Same,Dole,One factor,Republican,College grad,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Southern cities,18 to 29,18 to 24,Republican,18 to 24,0.8200000000000001,Social Security,Better,Unfavorable,Yes
50.0,25.0,50.0,Third call,18-24,White,Male,Feingold,Thompson,Disapprove,Disapprove,Neither,Feingold,Oppose Clinton,Yes,Yes,Yes,Same,Did not vote,Not a factor,Republican,HS grad,None,15 to 30K,Moderate,18 to 64,State,Complete,Southern cities,18 to 29,18 to 24,Republican,18 to 24,0.602,Eonomy/jobs,Better,Unfavorable,No
50.0,25.0,51.0,Third call,45-49,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Neither,Yes,Yes,No,Same,Dole,One factor,Independent,Postgrad,Protestant,50 to 75K,Moderate,18 to 64,State,Complete,Southern cities,45 to 59,40 to 49,Independent/Other,40 to 49,0.8170000000000001,Taxes,Same,Unfavorable,No
50.0,25.0,52.0,Third call,65 and over,White,Female,Feingold,Thompson,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,Clinton,Not a factor,Independent,Postgrad,Protestant,30 to 50K,Moderate,65 and over,State,Complete,Southern cities,60 and over,60 and over,Independent/Other,65 and over,0.808,Eonomy/jobs,Same,Unfavorable,No
50.0,25.0,53.0,Third call,30-39,White,Female,Neumann,Thompson,Disapprove,Approve,Feingold,Neumann,Neither,Yes,Yes,Yes,Better,Dole,One factor,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Southern cities,30 to 44,30 to 39,Republican,30 to 39,0.785,Abortion,Better,Unfavorable,No
50.0,25.0,54.0,Third call,50-59,White,Female,Neumann,Thompson,Disapprove,Approve,Both,About the same,Oppose Clinton,Yes,Yes,Yes,Better,Dole,One factor,Republican,Some college,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Southern cities,45 to 59,50 to 59,Republican,50 to 64,0.785,Abortion,Better,Unfavorable,No
50.0,25.0,55.0,Third call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,Yes,Same,Dole,One factor,Republican,Some college,Catholic,50 to 75K,Moderate,18 to 64,State,Complete,Southern cities,30 to 44,40 to 49,Republican,40 to 49,0.514,Education,Better,Unfavorable,No
50.0,25.0,56.0,Third call,30-39,White,Male,Feingold,Garvey,Approve,Disapprove,Both,About the same,Support Clinton,No,No,No,Better,Clinton,One factor,Something else,Some college,None,75 to 100K,Liberal,18 to 64,State,Complete,Southern cities,30 to 44,30 to 39,Independent/Other,30 to 39,0.534,Eonomy/jobs,Better,Favorable,No
50.0,25.0,57.0,Third call,40-44,White,Female,Neumann,Thompson,Disapprove,Approve,Neither,About the same,Neither,Yes,Yes,Yes,Better,Perot,Not a factor,Democrat,Some college,Other Christian,50 to 75K,Moderate,18 to 64,State,Complete,Southern cities,30 to 44,40 to 49,Democrat,40 to 49,0.785,Eonomy/jobs,Better,Unfavorable,No
50.0,25.0,58.0,Third call,25-29,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,Yes,Better,Did not vote,One factor,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Southern cities,18 to 29,25 to 29,Republican,25 to 29,0.8200000000000001,Eonomy/jobs,Better,Unfavorable,No
50.0,25.0,59.0,Third call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Not a factor,Republican,College grad,Other Christian,50 to 75K,Conservative,18 to 64,State,Complete,Southern cities,30 to 44,40 to 49,Republican,40 to 49,0.8170000000000001,Abortion,Better,Unfavorable,No
50.0,25.0,60.0,Third call,65 and over,White,Female,Feingold,Thompson,Disapprove,Disapprove,Feingold,About the same,Support Clinton,Yes,Yes,Yes,Better,Dole,Most important,Something else,Postgrad,Protestant,50 to 75K,Conservative,65 and over,State,Complete,Southern cities,60 and over,60 and over,Independent/Other,65 and over,0.808,Education,Better,Unfavorable,No
50.0,25.0,61.0,Third call,50-59,White,Female,Feingold,Thompson,,Approve,Both,About the same,Neither,,,Yes,Same,,One factor,Independent,Postgrad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Southern cities,45 to 59,50 to 59,Independent/Other,50 to 64,0.577,Education,Better,Unfavorable,No
50.0,33.0,1.0,First call,65 and over,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,Yes,Yes,Same,Clinton,One factor,Democrat,HS grad,Protestant,,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.857,Abortion,Same,Unfavorable,No
50.0,33.0,2.0,First call,45-49,White,Male,Feingold,Thompson,Approve,Disapprove,Feingold,About the same,Support Clinton,No,No,No,Worse,Did not vote,Most important,Independent,Some college,Other Christian,15 to 30K,Liberal,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,1.047,Taxes,Better,Favorable,No
50.0,33.0,3.0,First call,60-64,White,Female,Neumann,Thompson,Disapprove,Disapprove,Both,Neumann,Oppose Clinton,Yes,Yes,No,Same,Dole,One factor,Republican,Some college,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.837,Abortion,Same,Unfavorable,No
50.0,33.0,4.0,First call,50-59,White,Female,Neumann,Thompson,Disapprove,Disapprove,Feingold,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Not a factor,Something else,HS grad,Protestant,75 to 100K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.9089999999999999,Abortion,Better,Unfavorable,Yes
50.0,33.0,5.0,First call,45-49,White,Female,Neumann,Thompson,Disapprove,Disapprove,Both,Neumann,Neither,Yes,Yes,No,Better,Clinton,One factor,Republican,Some college,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,0.9089999999999999,Abortion,Same,Unfavorable,No
50.0,33.0,6.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,,Yes,Yes,Yes,Better,Other,,Republican,HS grad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.9289999999999999,Taxes,Same,Unfavorable,No
50.0,33.0,7.0,First call,65 and over,White,Male,Feingold,Thompson,Approve,Disapprove,Neumann,About the same,Support Clinton,No,No,No,Same,Clinton,One factor,Democrat,No HS,Catholic,Under 15K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.9640000000000001,Social Security,Same,Favorable,No
50.0,33.0,8.0,First call,60-64,White,Female,Feingold,Thompson,Approve,Disapprove,Neither,About the same,Neither,No,No,No,Same,Clinton,Not a factor,Democrat,HS grad,Catholic,,,18 to 64,State,Complete,Northwest,60 and over,60 and over,Democrat,50 to 64,0.945,Social Security,Same,Favorable,No
50.0,33.0,9.0,First call,65 and over,White,Female,Neumann,Garvey,Approve,Approve,Both,Feingold,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,No HS,Catholic,50 to 75K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.746,Taxes,Same,Favorable,No
50.0,33.0,10.0,First call,65 and over,White,Male,Neumann,Thompson,Approve,,,,,No,,No,Better,Clinton,,,,Catholic,15 to 30K,,65 and over,State,Complete,Northwest,60 and over,60 and over,,65 and over,0.857,,Same,,No
50.0,33.0,11.0,First call,65 and over,White,Female,Feingold,Garvey,Approve,Approve,,,,No,No,No,,Clinton,,Democrat,No HS,Catholic,,,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,Eonomy/jobs,Same,Favorable,
50.0,33.0,12.0,First call,65 and over,White,Female,Feingold,Thompson,Approve,Disapprove,Neumann,Neumann,,No,No,Yes,Worse,Clinton,,,HS grad,Protestant,,,65 and over,State,Complete,Northwest,60 and over,60 and over,,65 and over,0.945,Social Security,Same,Unfavorable,No
50.0,33.0,13.0,First call,45-49,White,Male,Neumann,Garvey,Approve,Disapprove,Neither,About the same,Neither,No,No,Yes,Worse,Clinton,Not a factor,Something else,HS grad,,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.8250000000000001,Social Security,Same,Favorable,No
50.0,33.0,14.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,Neumann,Neither,Yes,Yes,Yes,Better,Dole,One factor,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.9289999999999999,Education,Better,Unfavorable,Yes
50.0,33.0,15.0,First call,65 and over,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,Clinton,One factor,Democrat,HS grad,Other Christian,Under 15K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.8380000000000001,,Same,Favorable,Yes
50.0,33.0,16.0,First call,65 and over,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,,Yes,,Same,Clinton,,Democrat,HS grad,Protestant,15 to 30K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.857,,Same,,No
50.0,33.0,17.0,First call,65 and over,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,Neumann,Neither,No,Yes,Yes,Worse,Dole,,,No HS,Other Christian,15 to 30K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,,65 and over,0.857,,Same,Unfavorable,Yes
50.0,33.0,18.0,First call,30-39,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Neither,Yes,Yes,No,Same,Dole,One factor,Independent,HS grad,Protestant,Under 15K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.9289999999999999,Clin/Lewinsky,Same,Unfavorable,No
50.0,33.0,19.0,First call,25-29,White,Male,Feingold,Garvey,Disapprove,Disapprove,Neumann,Neumann,Neither,No,Yes,Yes,Same,Perot,One factor,Independent,Some college,Catholic,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,18 to 29,25 to 29,Independent/Other,25 to 29,0.926,,Same,Unfavorable,No
50.0,33.0,20.0,First call,65 and over,White,Male,Feingold,Garvey,Disapprove,Disapprove,Neumann,Feingold,Oppose Clinton,Yes,Yes,Yes,Same,Perot,Most important,Something else,HS grad,Protestant,30 to 50K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.857,Social Security,Better,Unfavorable,No
50.0,33.0,21.0,First call,65 and over,White,Female,Neumann,Thompson,Disapprove,Approve,Both,Neumann,Oppose Clinton,No,No,Yes,Same,Dole,One factor,Independent,Some college,Protestant,Under 15K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Independent/Other,65 and over,0.837,Social Security,Same,Unfavorable,No
50.0,33.0,22.0,First call,65 and over,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,Some college,Catholic,30 to 50K,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.857,,Better,Favorable,No
50.0,33.0,23.0,First call,50-59,White,Female,Neumann,Thompson,Disapprove,Disapprove,Feingold,About the same,Neither,Yes,,,Same,Dole,One factor,Republican,Some college,Protestant,Under 15K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,0.9089999999999999,Abortion,Same,Unfavorable,No
50.0,33.0,24.0,First call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,No,Better,Clinton,One factor,Independent,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.911,Eonomy/jobs,Same,Favorable,No
50.0,33.0,25.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Oppose Clinton,Yes,Yes,No,Better,Dole,One factor,Something else,HS grad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,0.9289999999999999,Abortion,Same,Unfavorable,No
50.0,33.0,26.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Feingold,Feingold,Oppose Clinton,Yes,Yes,Yes,Better,Dole,One factor,Republican,HS grad,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Republican,40 to 49,0.9289999999999999,Abortion,Same,Unfavorable,No
50.0,33.0,27.0,First call,65 and over,White,Female,Neumann,Thompson,,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,One factor,Republican,HS grad,Protestant,,Moderate,65 and over,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.837,Social Security,Same,Unfavorable,No
50.0,33.0,28.0,First call,65 and over,White,Female,Feingold,Thompson,Disapprove,Disapprove,Neumann,Neumann,Neither,Yes,Yes,No,Worse,Dole,One factor,Republican,No HS,Protestant,50 to 75K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.945,Social Security,Worse,Unfavorable,Yes
50.0,33.0,29.0,First call,65 and over,White,Female,,Thompson,Approve,Approve,Both,About the same,Neither,,Yes,Yes,Same,Other,One factor,Republican,No HS,Protestant,Under 15K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Republican,65 and over,0.891,Social Security,Same,Unfavorable,No
50.0,33.0,30.0,First call,50-59,White,Male,Neumann,Thompson,Disapprove,Disapprove,Feingold,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,One factor,Independent,HS grad,Protestant,Under 15K,Conservative,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.9289999999999999,Social Security,Worse,Unfavorable,No
50.0,33.0,31.0,First call,50-59,White,Male,Feingold,Garvey,Approve,Approve,Neither,About the same,Neither,No,No,No,Better,Clinton,Not a factor,Democrat,Some college,Protestant,Under 15K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.931,Foreign policy,Better,Favorable,No
50.0,33.0,32.0,Second call,45-49,White,Male,Feingold,Garvey,Disapprove,Disapprove,Neumann,Neumann,Neither,No,No,No,Same,,One factor,Independent,Postgrad,Something else,15 to 30K,Liberal,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Independent/Other,40 to 49,0.931,,Same,Unfavorable,Yes
50.0,33.0,33.0,Second call,65 and over,White,Male,Neumann,Garvey,Disapprove,Disapprove,Both,Neumann,Neither,No,No,No,Same,Perot,Not a factor,Democrat,HS grad,Other Christian,15 to 30K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.7609999999999999,Social Security,Same,Unfavorable,Yes
50.0,33.0,34.0,Second call,60-64,White,Female,Neumann,Thompson,Disapprove,Approve,Feingold,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,One factor,Republican,Some college,Protestant,50 to 75K,Conservative,18 to 64,State,Complete,Northwest,60 and over,60 and over,Republican,50 to 64,0.837,Abortion,Better,Unfavorable,Yes
50.0,33.0,35.0,Second call,40-44,White,Male,Neumann,Garvey,Approve,Disapprove,Both,About the same,Oppose Clinton,No,No,Yes,Same,Clinton,One factor,Democrat,Some college,Catholic,Under 15K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,0.8250000000000001,Abortion,Same,Favorable,Yes
50.0,33.0,36.0,Second call,45-49,White,Female,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Support Clinton,No,No,,Better,Clinton,One factor,Democrat,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Democrat,40 to 49,0.911,Social Security,Better,Favorable,No
50.0,33.0,37.0,Second call,50-59,White,Female,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,No,Yes,Worse,Clinton,One factor,,HS grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,,50 to 64,0.9089999999999999,Abortion,Same,Unfavorable,Yes
50.0,33.0,38.0,Second call,45-49,White,Male,Neumann,Thompson,Approve,Approve,Neither,Neumann,Neither,No,No,No,Same,Did not vote,One factor,Republican,HS grad,Other Christian,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,40 to 49,Republican,40 to 49,0.9289999999999999,Social Security,Same,Favorable,No
50.0,33.0,39.0,Second call,50-59,White,Female,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Neither,No,No,No,Worse,Clinton,One factor,Independent,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Independent/Other,50 to 64,0.911,Education,Same,Unfavorable,Yes
50.0,33.0,40.0,Second call,18-24,White,Female,Neumann,Garvey,Approve,Approve,Feingold,Neumann,Neither,No,No,No,Better,Clinton,Not a factor,Republican,College grad,Catholic,15 to 30K,Liberal,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Republican,18 to 24,0.805,,Better,Favorable,No
50.0,33.0,41.0,Second call,40-44,White,Male,Feingold,Thompson,Disapprove,Disapprove,Both,Neumann,Neither,No,Yes,No,Same,Perot,One factor,Independent,HS grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Independent/Other,40 to 49,1.047,Taxes,Same,Unfavorable,Yes
50.0,33.0,42.0,Second call,50-59,White,Male,Feingold,Thompson,Approve,Disapprove,Neumann,Neumann,Neither,No,No,Yes,Better,Perot,One factor,Democrat,No HS,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.047,Eonomy/jobs,Worse,Favorable,No
50.0,33.0,43.0,Second call,30-39,White,Female,Neumann,Thompson,Disapprove,Disapprove,Feingold,About the same,Neither,Yes,Yes,Yes,Better,Other,One factor,Independent,HS grad,Other Christian,15 to 30K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Independent/Other,30 to 39,0.9089999999999999,Taxes,,Unfavorable,No
50.0,33.0,44.0,Second call,50-59,White,Female,Feingold,Thompson,Approve,Approve,Neumann,Neumann,Neither,No,No,Yes,Better,Dole,One factor,Democrat,College grad,Protestant,30 to 50K,Liberal,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,1.024,,Same,Unfavorable,No
50.0,33.0,45.0,Second call,40-44,White,Male,Feingold,Thompson,Approve,Disapprove,Both,Neumann,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,HS grad,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,40 to 49,Democrat,40 to 49,1.047,Social Security,Same,Unfavorable,Yes
50.0,33.0,46.0,Second call,18-24,White,Male,Feingold,Thompson,Approve,Approve,Neumann,About the same,Neither,No,No,No,Same,Clinton,Most important,Republican,College grad,,50 to 75K,Conservative,18 to 64,State,Complete,Northwest,18 to 29,18 to 24,Republican,18 to 24,1.041,,Better,Favorable,No
50.0,33.0,47.0,Second call,30-39,White,Female,Neumann,Thompson,Approve,Approve,Both,About the same,Neither,No,Yes,Yes,Same,Clinton,One factor,Democrat,College grad,Catholic,75 to 100K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,0.9089999999999999,Taxes,Same,Unfavorable,No
50.0,33.0,48.0,Second call,50-59,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,Some college,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Democrat,50 to 64,0.931,Eonomy/jobs,Same,Unfavorable,Yes
50.0,33.0,49.0,Second call,60-64,White,Male,Neumann,Thompson,Disapprove,Disapprove,Both,About the same,Oppose Clinton,Yes,Yes,Yes,Same,Dole,Not a factor,Independent,HS grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,60 and over,60 and over,Independent/Other,50 to 64,0.857,Abortion,Same,Unfavorable,No
50.0,33.0,50.0,Second call,30-39,White,Female,Neumann,Thompson,Disapprove,Approve,Both,About the same,Neither,Yes,Yes,Yes,Same,Dole,Not a factor,Republican,College grad,Protestant,30 to 50K,Conservative,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Republican,30 to 39,0.9089999999999999,Social Security,Better,Unfavorable,No
50.0,33.0,51.0,Second call,50-59,White,Male,Feingold,Thompson,Disapprove,Disapprove,Both,Neumann,Neither,Yes,Yes,Yes,Same,Clinton,One factor,Republican,HS grad,Protestant,15 to 30K,Moderate,18 to 64,State,Complete,Northwest,45 to 59,50 to 59,Republican,50 to 64,1.047,Education,Same,Unfavorable,No
50.0,33.0,52.0,Second call,65 and over,White,Female,Feingold,Thompson,Approve,Disapprove,Both,Feingold,Neither,No,No,Yes,Better,Clinton,One factor,Democrat,HS grad,Other Christian,15 to 30K,Conservative,65 and over,State,Complete,Northwest,60 and over,60 and over,Democrat,65 and over,0.945,,Worse,Unfavorable,No
50.0,33.0,53.0,Second call,30-39,White,Male,Feingold,Thompson,Approve,Approve,Neumann,Neumann,Neither,No,No,Yes,Same,Clinton,One factor,Democrat,HS grad,Other Christian,30 to 50K,Moderate,18 to 64,State,Complete,Northwest,30 to 44,30 to 39,Democrat,30 to 39,1.047,Taxes,Better,Favorable,No
50.0,38.0,1.0,First call,30-39,White,Female,Feingold,Thompson,Approve,Disapprove,Both,About the same,Neither,No,No,No,Same,Clinton,Not a factor,Something else,College grad,Catholic,30 to 50K,Moderate,18 to 64,State,Complete,Milwaukee,30 to 44,30 to 39,Independent/Other,30 to 39,0.875,Social Security,Better,Favorable,No
50.0,38.0,2.0,First call,45-49,Black,Male,Feingold,Garvey,Approve,Approve,Both,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,HS grad,Protestant,30 to 50K,Liberal,18 to 64,State,Complete,Milwaukee,45 to 59,40 to 49,Democrat,40 to 49,0.967,Eonomy/jobs,Same,Favorable,Yes
50.0,38.0,3.0,First call,45-49,Black,Male,Feingold,Garvey,Approve,Disapprove,Neumann,Neumann,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,No HS,Something else,75 to 100K,Conservative,18 to 64,State,Complete,Milwaukee,45 to 59,40 to 49,Democrat,40 to 49,0.967,Social Security,Same,Favorable,Yes
50.0,38.0,4.0,First call,50-59,White,Male,Feingold,Thompson,Approve,Approve,Both,About the same,Support Clinton,No,No,No,Better,Clinton,One factor,Democrat,HS grad,Catholic,30 to 50K,Liberal,18 to 64,State,Complete,Milwaukee,45 to 59,50 to 59,Democrat,50 to 64,0.996,Social Security,Better,Favorable,No
50.0,38.0,5.0,First call,30-39,White,Male,Feingold,Garvey,Disapprove,Disapprove,Both,About the same,Neither,Yes,Yes,No,Worse,Other,One factor,Something else,College grad,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Milwaukee,30 to 44,30 to 39,Independent/Other,30 to 39,0.887,Education,Worse,Unfavorable,No
50.0,38.0,6.0,First call,40-44,White,Male,Neumann,Thompson,Disapprove,Disapprove,Neither,About the same,Oppose Clinton,Yes,Yes,No,Same,Clinton,One factor,Republican,Some college,Other Christian,30 to 50K,Conservative,18 to 64,State,Complete,Milwaukee,30 to 44,40 to 49,Republican,40 to 49,0.93,Clin/Lewinsky,Worse,Unfavorable,No
50.0,38.0,7.0,First call,40-44,White,Female,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Neither,No,Yes,Yes,Same,Clinton,Not a factor,Independent,Postgrad,Protestant,30 to 50K,Liberal,18 to 64,State,Complete,Milwaukee,30 to 44,40 to 49,Independent/Other,40 to 49,0.779,Education,Same,Unfavorable,No
50.0,38.0,8.0,First call,50-59,White,Male,Feingold,Garvey,Approve,Disapprove,Neumann,About the same,Neither,No,No,No,Worse,Other,One factor,Independent,College grad,None,30 to 50K,Liberal,18 to 64,State,Complete,Milwaukee,45 to 59,50 to 59,Independent/Other,50 to 64,0.887,Eonomy/jobs,Worse,Unfavorable,No
50.0,38.0,9.0,First call,30-39,White,Female,Feingold,Garvey,Approve,Disapprove,Both,Neumann,Neither,No,No,Yes,Same,Clinton,One factor,Democrat,Some college,Protestant,30 to 50K,Moderate,18 to 64,State,Complete,Milwaukee,30 to 44,30 to 39,Democrat,30 to 39,0.779,Taxes,Better,Favorable,No
