State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,Party ID,Education,Income,Ideology,Age (65 and over),State or national poll,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places)
30.0,54.0,35.0,Second call,50-59,White,Female,Gregg,Other,Disapprove,Disapprove,Neither,Yes,Yes,No,Same,Republican,Some college,30 to 50K,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Republican,50 to 64,1.944
30.0,54.0,36.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,2.442
30.0,54.0,37.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Democrat,College grad,100K or more,Moderate,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,2.442
30.0,54.0,38.0,Second call,60-64,White,Male,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,,Yes,,Same,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Industrial areas,60 and over,60 and over,Democrat,50 to 64,2.648
30.0,54.0,39.0,Second call,25-29,White,Female,Gregg,Lucas,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Worse,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Republican,25 to 29,2.698
30.0,54.0,40.0,Second call,30-39,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,2.442
30.0,54.0,41.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,HS grad,,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,2.442
30.0,54.0,42.0,Second call,30-39,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,Yes,No,Better,Independent,Postgrad,50 to 75K,Liberal,18 to 64,State,Industrial areas,30 to 44,30 to 39,Independent/Other,30 to 39,2.442
30.0,54.0,43.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,Yes,No,Better,Something else,Postgrad,,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Independent/Other,40 to 49,2.442
30.0,54.0,44.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Industrial areas,30 to 44,40 to 49,Republican,40 to 49,2.442
30.0,54.0,45.0,Third call,25-29,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,Yes,No,Same,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Industrial areas,18 to 29,25 to 29,Republican,25 to 29,2.797
30.0,55.0,1.0,First call,50-59,White,Female,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,HS grad,75 to 100K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,3.081
30.0,55.0,2.0,First call,45-49,White,Male,Gregg,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Independent,HS grad,75 to 100K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,2.44
30.0,55.0,3.0,First call,30-39,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Better,Independent,HS grad,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,3.639
30.0,55.0,4.0,First call,40-44,White,Female,Condodematraky,Lucas,Approve,Approve,Neither,No,Yes,No,Better,Republican,Some college,100K or more,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,2.278
30.0,55.0,5.0,First call,45-49,White,Female,Gregg,Lucas,Disapprove,,Neither,Yes,Yes,No,Same,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,2.598
30.0,55.0,6.0,First call,60-64,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Independent,Some college,30 to 50K,Moderate,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,2.496
30.0,55.0,7.0,First call,50-59,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Worse,Independent,,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,3.081
30.0,55.0,8.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,3.069
30.0,55.0,9.0,First call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Republican,HS grad,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,2.949
30.0,55.0,10.0,First call,18-24,White,Male,Condodematraky,Shaheen,Approve,Approve,Support Clinton,No,No,No,Same,Democrat,Some college,100K or more,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,3.447
30.0,55.0,11.0,First call,18-24,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,Yes,Yes,Better,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,South,18 to 29,18 to 24,Democrat,18 to 24,3.938
30.0,55.0,12.0,First call,65 and over,White,Male,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,No,Same,Independent,Some college,30 to 50K,Conservative,65 and over,State,South,60 and over,60 and over,Independent/Other,65 and over,2.489
30.0,55.0,13.0,First call,60-64,White,Male,Gregg,Lucas,Approve,Approve,Neither,Yes,Yes,No,Better,Independent,Some college,50 to 75K,Conservative,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,2.489
30.0,55.0,14.0,First call,25-29,White,Female,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,No,No,Yes,Better,Republican,Postgrad,75 to 100K,Moderate,18 to 64,State,South,18 to 29,25 to 29,Republican,25 to 29,3.334
30.0,55.0,15.0,First call,30-39,White,Male,Gregg,Other,Disapprove,Approve,Neither,No,Yes,No,Same,Republican,College grad,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,2.44
30.0,55.0,16.0,First call,65 and over,White,Female,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,Yes,,,Worse,Republican,Some college,30 to 50K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,2.107
30.0,55.0,17.0,First call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,,Same,Democrat,College grad,30 to 50K,Liberal,18 to 64,State,South,30 to 44,40 to 49,Democrat,40 to 49,2.697
30.0,55.0,18.0,First call,65 and over,White,Female,,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Democrat,Some college,15 to 30K,Liberal,65 and over,State,South,60 and over,60 and over,Democrat,65 and over,2.455
30.0,55.0,19.0,Second call,50-59,White,Female,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,HS grad,75 to 100K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Republican,50 to 64,3.081
30.0,55.0,20.0,Second call,45-49,White,Male,Gregg,Other,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Independent,HS grad,75 to 100K,Conservative,18 to 64,State,South,45 to 59,40 to 49,Independent/Other,40 to 49,2.44
30.0,55.0,21.0,Second call,30-39,White,Male,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Better,Independent,Postgrad,50 to 75K,Moderate,18 to 64,State,South,30 to 44,30 to 39,Independent/Other,30 to 39,3.639
30.0,55.0,22.0,Second call,40-44,White,Female,Condodematraky,Lucas,Approve,Approve,Neither,No,Yes,No,Better,Republican,Some college,100K or more,Moderate,18 to 64,State,South,30 to 44,40 to 49,Republican,40 to 49,2.278
30.0,55.0,23.0,Second call,45-49,White,Female,Gregg,Lucas,Disapprove,,Neither,Yes,Yes,No,Same,Republican,Postgrad,50 to 75K,Moderate,18 to 64,State,South,45 to 59,40 to 49,Republican,40 to 49,2.598
30.0,55.0,24.0,Second call,60-64,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Independent,Some college,30 to 50K,Moderate,18 to 64,State,South,60 and over,60 and over,Independent/Other,50 to 64,2.496
30.0,55.0,25.0,Second call,50-59,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Worse,Independent,,30 to 50K,Moderate,18 to 64,State,South,45 to 59,50 to 59,Independent/Other,50 to 64,3.081
30.0,55.0,26.0,Second call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,Postgrad,50 to 75K,Conservative,18 to 64,State,South,30 to 44,30 to 39,Republican,30 to 39,3.069
30.0,55.0,27.0,Second call,65 and over,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,,Same,Republican,HS grad,Under 15K,Moderate,65 and over,State,South,60 and over,60 and over,Republican,65 and over,2.949
30.0,59.0,1.0,First call,45-49,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Industrial areas,45 to 59,40 to 49,Democrat,40 to 49,1.029
30.0,59.0,2.0,First call,45-49,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Neither,No,No,Yes,Better,Democrat,HS grad,75 to 100K,Liberal,18 to 64,State,Industrial areas,45 to 59,40 to 49,Democrat,40 to 49,1.176
30.0,59.0,3.0,First call,30-39,White,Female,,Shaheen,Approve,,Neither,No,No,,Same,Democrat,HS grad,,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Democrat,30 to 39,1.115
30.0,59.0,4.0,First call,25-29,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Independent,Postgrad,50 to 75K,Liberal,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,1.083
30.0,59.0,5.0,First call,50-59,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,Postgrad,50 to 75K,Moderate,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.029
30.0,59.0,6.0,First call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Democrat,College grad,75 to 100K,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,0.993
30.0,59.0,7.0,First call,30-39,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,Yes,Better,Republican,College grad,75 to 100K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,0.993
30.0,59.0,8.0,First call,65 and over,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,,,Same,Democrat,HS grad,15 to 30K,Moderate,65 and over,State,Industrial areas,60 and over,60 and over,Democrat,65 and over,0.99
30.0,59.0,9.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,Yes,No,No,Better,Republican,College grad,50 to 75K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,1.082
30.0,59.0,10.0,First call,50-59,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,Yes,Yes,Better,Independent,College grad,50 to 75K,Liberal,18 to 64,State,Industrial areas,45 to 59,50 to 59,Independent/Other,50 to 64,1.134
30.0,59.0,11.0,First call,30-39,White,Male,,Shaheen,Approve,Disapprove,Neither,No,Yes,Yes,Same,Democrat,College grad,15 to 30K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Democrat,30 to 39,1.157
30.0,59.0,12.0,First call,50-59,Black,Female,Other,Shaheen,Disapprove,,Oppose Clinton,Yes,,No,Worse,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Republican,50 to 64,1.783
30.0,59.0,13.0,First call,40-44,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Better,Democrat,Postgrad,50 to 75K,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,1.029
30.0,59.0,14.0,First call,50-59,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,Yes,Yes,Worse,Democrat,Postgrad,30 to 50K,Liberal,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.029
30.0,59.0,15.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Same,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,1.082
30.0,59.0,16.0,First call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,Postgrad,100K or more,Liberal,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,0.993
30.0,59.0,17.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,No,No,No,Same,Something else,No HS,75 to 100K,Liberal,18 to 64,State,Industrial areas,30 to 44,30 to 39,Independent/Other,30 to 39,1.082
30.0,59.0,18.0,First call,40-44,Black,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,Yes,No,No,Better,Democrat,HS grad,30 to 50K,Conservative,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,0.7649999999999999
30.0,59.0,19.0,Second call,40-44,White,Female,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,Yes,,,Worse,Independent,College grad,15 to 30K,Conservative,18 to 64,State,Industrial areas,30 to 44,40 to 49,Independent/Other,40 to 49,1.042
30.0,59.0,20.0,Second call,65 and over,White,Male,Gregg,Shaheen,,,Support Clinton,,,,Better,Democrat,,,,65 and over,State,Industrial areas,60 and over,60 and over,Democrat,65 and over,1.171
30.0,59.0,21.0,Second call,30-39,White,Female,,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Worse,Democrat,College grad,75 to 100K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Democrat,30 to 39,1.115
30.0,59.0,22.0,Second call,,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,,,,,,,HS grad,,,,State,Industrial areas,,,,,0.993
30.0,59.0,23.0,Second call,30-39,White,Female,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,No,No,No,Same,Democrat,Some college,30 to 50K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Democrat,30 to 39,0.993
30.0,59.0,24.0,Second call,65 and over,White,Female,,Shaheen,Disapprove,Disapprove,Neither,No,No,No,Better,Democrat,HS grad,Under 15K,Conservative,65 and over,State,Industrial areas,60 and over,60 and over,Democrat,65 and over,1.111
30.0,59.0,25.0,Second call,50-59,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,No,No,No,Better,Democrat,Some college,75 to 100K,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.042
30.0,59.0,26.0,Second call,25-29,White,Male,Gregg,Shaheen,,,Neither,No,No,Yes,Better,Independent,College grad,15 to 30K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,1.237
30.0,59.0,27.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Approve,Neither,No,No,Yes,Better,Democrat,HS grad,50 to 75K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Democrat,40 to 49,0.993
30.0,59.0,28.0,Second call,30-39,White,Female,Gregg,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Same,Republican,HS grad,50 to 75K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,1.134
30.0,59.0,29.0,Second call,50-59,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Same,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,0.993
30.0,59.0,30.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,,Better,Something else,College grad,100K or more,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.993
30.0,59.0,31.0,Second call,50-59,White,Male,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Republican,Postgrad,75 to 100K,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Republican,50 to 64,1.176
30.0,59.0,32.0,Second call,30-39,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Republican,College grad,50 to 75K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,1.042
30.0,59.0,33.0,Second call,65 and over,White,Female,Gregg,Shaheen,Approve,Disapprove,Neither,No,No,Yes,Same,Independent,Some college,Under 15K,Moderate,65 and over,State,Industrial areas,60 and over,60 and over,Independent/Other,65 and over,1.13
30.0,59.0,34.0,Second call,45-49,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Same,Independent,Postgrad,30 to 50K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.993
30.0,59.0,35.0,Second call,40-44,White,Female,Condodematraky,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Independent,Postgrad,75 to 100K,Moderate,18 to 64,State,Industrial areas,30 to 44,40 to 49,Independent/Other,40 to 49,0.993
30.0,59.0,36.0,Third call,45-49,White,Female,Gregg,Shaheen,Approve,,Neither,No,No,No,Better,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Democrat,40 to 49,1.134
30.0,59.0,37.0,Third call,30-39,White,Female,Gregg,Shaheen,Approve,Approve,Neither,No,No,No,Better,Independent,College grad,30 to 50K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Independent/Other,30 to 39,1.134
30.0,59.0,38.0,Third call,45-49,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Better,Independent,College grad,100K or more,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,1.134
30.0,59.0,39.0,Third call,30-39,White,Male,Gregg,Shaheen,Disapprove,Disapprove,Neither,No,Yes,Yes,Worse,Republican,Postgrad,100K or more,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,1.176
30.0,59.0,40.0,Third call,50-59,White,Male,,Shaheen,Approve,Disapprove,,,,,Same,Democrat,,,,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.157
30.0,59.0,41.0,Third call,45-49,White,Female,Gregg,Shaheen,Disapprove,Approve,Neither,No,No,Yes,Better,Democrat,Postgrad,75 to 100K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Democrat,40 to 49,1.134
30.0,59.0,42.0,Third call,50-59,White,Female,Gregg,Shaheen,Approve,,Support Clinton,No,No,,Better,Democrat,HS grad,,,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.134
30.0,59.0,43.0,Third call,40-44,Asian,Female,Gregg,Shaheen,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Independent,Some college,50 to 75K,Moderate,18 to 64,State,Industrial areas,30 to 44,40 to 49,Independent/Other,40 to 49,1.134
30.0,59.0,44.0,Third call,50-59,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,College grad,100K or more,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Republican,50 to 64,1.042
30.0,59.0,45.0,Third call,50-59,White,Female,Gregg,Shaheen,Approve,Disapprove,Support Clinton,No,No,No,Better,Democrat,No HS,15 to 30K,Conservative,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.134
30.0,59.0,46.0,Third call,50-59,White,Male,Condodematraky,Shaheen,Approve,Disapprove,Neither,No,No,No,Better,Democrat,College grad,75 to 100K,Liberal,18 to 64,State,Industrial areas,45 to 59,50 to 59,Democrat,50 to 64,1.029
30.0,59.0,47.0,Third call,25-29,White,Female,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,Yes,No,Better,Republican,Some college,50 to 75K,Conservative,18 to 64,State,Industrial areas,18 to 29,25 to 29,Republican,25 to 29,1.097
30.0,59.0,48.0,Third call,40-44,White,Male,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,Yes,Yes,No,Better,Democrat,Postgrad,75 to 100K,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,1.029
30.0,59.0,49.0,Third call,60-64,White,Female,,Shaheen,Approve,Disapprove,,No,No,Yes,Better,Democrat,College grad,30 to 50K,Moderate,18 to 64,State,Industrial areas,60 and over,60 and over,Democrat,50 to 64,1.111
30.0,63.0,1.0,First call,45-49,White,Male,,Shaheen,Disapprove,Approve,Neither,No,No,No,Better,Republican,HS grad,30 to 50K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Republican,40 to 49,0.425
30.0,63.0,2.0,First call,45-49,Black,Male,Gregg,Lucas,Approve,Approve,Neither,No,No,No,Same,Republican,College grad,15 to 30K,Conservative,18 to 64,State,Industrial areas,45 to 59,40 to 49,Republican,40 to 49,0.306
30.0,63.0,3.0,First call,40-44,White,Female,Gregg,Lucas,Disapprove,Disapprove,Neither,No,Yes,Yes,Same,Republican,College grad,30 to 50K,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Republican,40 to 49,0.38299999999999995
30.0,63.0,4.0,First call,45-49,White,Male,Condodematraky,Lucas,Approve,Disapprove,Neither,No,Yes,No,Same,Independent,Some college,30 to 50K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.349
30.0,63.0,5.0,First call,25-29,Black,Female,Gregg,Shaheen,Disapprove,Disapprove,,,,,,Independent,Some college,Under 15K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.336
30.0,63.0,6.0,First call,40-44,White,Female,,Shaheen,Disapprove,Disapprove,Neither,No,Yes,No,Better,Democrat,Postgrad,15 to 30K,Conservative,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,0.41000000000000003
30.0,63.0,7.0,First call,25-29,Other,Male,Gregg,,Disapprove,Approve,Oppose Clinton,No,Yes,No,Same,Independent,HS grad,Under 15K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.43600000000000005
30.0,63.0,8.0,First call,30-39,White,Male,Other,Lucas,Approve,Disapprove,Neither,No,Yes,No,Same,Independent,HS grad,Under 15K,Moderate,18 to 64,State,Industrial areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.812
30.0,63.0,9.0,First call,25-29,White,Female,Condodematraky,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Republican,College grad,15 to 30K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Republican,25 to 29,0.38299999999999995
30.0,63.0,10.0,First call,25-29,Black,Male,Condodematraky,Shaheen,Disapprove,Disapprove,Neither,Yes,No,No,Same,Independent,HS grad,30 to 50K,,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.307
30.0,63.0,11.0,First call,25-29,White,Male,Gregg,Lucas,Approve,Approve,Neither,No,No,No,Worse,Republican,College grad,,Conservative,18 to 64,State,Industrial areas,18 to 29,25 to 29,Republican,25 to 29,0.41700000000000004
30.0,63.0,12.0,First call,50-59,White,Female,,Lucas,Disapprove,Disapprove,Neither,No,No,,Same,Something else,College grad,50 to 75K,Moderate,18 to 64,State,Industrial areas,45 to 59,50 to 59,Independent/Other,50 to 64,0.377
30.0,63.0,13.0,First call,45-49,White,Male,Condodematraky,Lucas,Disapprove,Disapprove,Neither,No,No,No,Better,Independent,Postgrad,75 to 100K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.349
30.0,63.0,14.0,First call,45-49,White,Male,Condodematraky,Shaheen,Approve,Approve,Neither,No,,Yes,Same,Something else,HS grad,30 to 50K,,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.378
30.0,63.0,15.0,First call,25-29,White,,Condodematraky,Lucas,Disapprove,Approve,Oppose Clinton,No,No,Yes,Better,Something else,HS grad,15 to 30K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.366
30.0,63.0,16.0,First call,45-49,White,Male,Gregg,Lucas,Disapprove,Disapprove,Oppose Clinton,No,No,No,Same,Independent,,30 to 50K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.39699999999999996
30.0,63.0,17.0,First call,40-44,White,Female,Condodematraky,Shaheen,Disapprove,Approve,Oppose Clinton,No,Yes,No,Same,Democrat,College grad,15 to 30K,Liberal,18 to 64,State,Industrial areas,30 to 44,40 to 49,Democrat,40 to 49,0.36499999999999994
30.0,63.0,18.0,First call,30-39,White,Male,Gregg,Lucas,Disapprove,Approve,Neither,No,No,No,Worse,Something else,No HS,50 to 75K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Independent/Other,30 to 39,0.39699999999999996
30.0,63.0,19.0,Second call,30-39,Black,Female,Condodematraky,Lucas,Disapprove,Approve,Neither,Yes,Yes,Yes,Same,Republican,Some college,15 to 30K,Liberal,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,0.258
30.0,63.0,20.0,Second call,45-49,White,Male,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,No,Yes,No,Worse,Something else,Some college,15 to 30K,Liberal,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.39699999999999996
30.0,63.0,21.0,Second call,60-64,White,Female,Condodematraky,Shaheen,Approve,Approve,Support Clinton,No,No,No,Better,Democrat,College grad,100K or more,Liberal,18 to 64,State,Industrial areas,60 and over,60 and over,Democrat,50 to 64,0.36399999999999993
30.0,63.0,22.0,Second call,25-29,Black,Female,Condodematraky,Shaheen,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Better,Independent,HS grad,Under 15K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.295
30.0,63.0,23.0,Second call,30-39,,,Gregg,Lucas,Disapprove,Approve,Oppose Clinton,Yes,,,Worse,Republican,College grad,30 to 50K,Conservative,18 to 64,State,Industrial areas,30 to 44,30 to 39,Republican,30 to 39,0.38299999999999995
30.0,63.0,24.0,Second call,25-29,White,Male,,Lucas,Approve,Disapprove,Oppose Clinton,No,Yes,No,Worse,Something else,College grad,30 to 50K,Moderate,18 to 64,State,Industrial areas,18 to 29,25 to 29,Independent/Other,25 to 29,0.41100000000000003
30.0,63.0,25.0,Second call,45-49,White,Female,,Lucas,,Disapprove,Oppose Clinton,Yes,Yes,Yes,Worse,Something else,College grad,15 to 30K,Moderate,18 to 64,State,Industrial areas,45 to 59,40 to 49,Independent/Other,40 to 49,0.377
