State ID Number,Precint Number,Sequence Number Within Precinct,Call Number,Age,Race,Sex,Senator Vote,Governor Vote,Clinton Approval,Congress Approval,Reason for Cong Vote,Religious Right,Cong impeach Clin?,Should Clin resign?,Cong censure Clin?,Financial Situation,1996 vote,Party ID,Education,Income,Ideology,Age (65 and over),Which is more important,State or national poll,Backside,Geocode,Age (4 categories),Age (ABC categories),Party ID,Age (6 categories),Weight (3 implied dec places),Clinton as person
16.0,67.0,34.0,Third call,25-29,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,Yes,Worse,Dole,Republican,HS grad,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.14,Unfavorable
16.0,67.0,35.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,No,Better,Clinton,Republican,College grad,50 to 75K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.194,Unfavorable
16.0,67.0,36.0,Third call,18-24,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,Yes,Better,Clinton,Republican,Some college,30 to 50K,Conservative,18 to 64,Spend on educ,State,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.153,Unfavorable
16.0,67.0,37.0,Third call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,100K or more,Moderate,65 and over,,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.379,
16.0,67.0,38.0,Third call,40-44,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,HS grad,50 to 75K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.214,Favorable
16.0,67.0,39.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Independent,Some college,75 to 100K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.181,Unfavorable
16.0,67.0,40.0,Third call,18-24,White,Female,Osterberg,Lightfoot,Approve,Disapprove,Support Clinton,No,No,No,No,Better,Clinton,Republican,College grad,30 to 50K,Moderate,18 to 64,Spend on educ,State,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.151,Favorable
16.0,67.0,41.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,No,No,Better,Dole,Democrat,College grad,75 to 100K,Liberal,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.181,Unfavorable
16.0,67.0,42.0,Third call,50-59,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,30 to 50K,Conservative,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.194,Favorable
16.0,67.0,43.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Independent,College grad,15 to 30K,Liberal,18 to 64,Spend on educ,State,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.227,Favorable
16.0,67.0,44.0,Third call,65 and over,White,,Osterberg,Vilsack,,Disapprove,Support Clinton,No,No,No,No,Same,Clinton,Democrat,HS grad,Under 15K,Moderate,65 and over,Spend on educ,State,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.362,Favorable
16.0,67.0,45.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,No,Yes,No,Better,Dole,Republican,College grad,50 to 75K,Moderate,18 to 64,Spend on educ,State,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.194,Unfavorable
16.0,67.0,46.0,Third call,50-59,White,Female,Grassley,Lightfoot,Approve,Approve,Oppose Clinton,No,No,No,No,Better,Clinton,Republican,HS grad,50 to 75K,Liberal,18 to 64,Cut taxes,State,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.181,Unfavorable
16.0,68.0,1.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,30 to 50K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.338,Unfavorable
16.0,68.0,2.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Better,Did not vote,Republican,HS grad,15 to 30K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.338,Unfavorable
16.0,68.0,3.0,First call,60-64,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.3599999999999999,Unfavorable
16.0,68.0,4.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,No,Yes,Same,Dole,Independent,Some college,50 to 75K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.338,Unfavorable
16.0,68.0,5.0,First call,50-59,White,Male,Grassley,Lightfoot,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Republican,College grad,100K or more,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.191,Unfavorable
16.0,68.0,6.0,First call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Disapprove,Neither,Yes,Yes,Yes,Yes,Same,Dole,Republican,College grad,15 to 30K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.338,Unfavorable
16.0,68.0,7.0,First call,50-59,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Better,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.211,Favorable
16.0,68.0,8.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,HS grad,15 to 30K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.323,Unfavorable
16.0,68.0,9.0,First call,65 and over,White,Female,Grassley,Vilsack,Approve,,,,,,,Better,,Independent,,,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.345,
16.0,68.0,10.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,,,,,,,Worse,,Republican,,Under 15K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.359,
16.0,68.0,11.0,First call,25-29,White,Male,Osterberg,Lightfoot,Disapprove,,,,,,,Same,,Independent,,15 to 30K,Conservative,18 to 64,,National,Complete,Central,18 to 29,25 to 29,Independent/Other,25 to 29,1.162,
16.0,68.0,12.0,First call,65 and over,White,Male,Osterberg,Vilsack,Approve,,,,,,,,,,,,,65 and over,,National,Not complete,Central,60 and over,60 and over,,65 and over,1.376,
16.0,68.0,13.0,First call,45-49,White,Male,Osterberg,Vilsack,Approve,,,,,,,Better,,Independent,,75 to 100K,Moderate,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.225,
16.0,68.0,14.0,First call,30-39,White,Female,Grassley,Vilsack,Approve,,,,,,,Better,,Democrat,,50 to 75K,Liberal,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.199,
16.0,68.0,15.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,30 to 50K,,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.323,
16.0,68.0,16.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,15 to 30K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.323,
16.0,68.0,17.0,First call,50-59,White,Male,Grassley,Vilsack,Disapprove,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.212,
16.0,68.0,18.0,Second call,45-49,White,Female,,Lightfoot,Disapprove,,Oppose Clinton,Yes,Yes,Yes,Yes,Same,Dole,Independent,College grad,100K or more,Conservative,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.189,Unfavorable
16.0,68.0,19.0,Second call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Same,Dole,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.178,Unfavorable
16.0,68.0,20.0,Second call,40-44,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Better,Clinton,Democrat,HS grad,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.212,Unfavorable
16.0,68.0,21.0,Second call,30-39,White,Female,Osterberg,Vilsack,Approve,Approve,Support Clinton,No,No,No,Yes,Better,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.211,Unfavorable
16.0,68.0,22.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Worse,Clinton,Republican,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.178,Unfavorable
16.0,68.0,23.0,Second call,60-64,White,Female,Other,Vilsack,Approve,Disapprove,Neither,No,,No,Yes,Worse,Clinton,Something else,College grad,15 to 30K,Conservative,18 to 64,,National,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,2.697,Unfavorable
16.0,68.0,24.0,Second call,18-24,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.15,
16.0,68.0,25.0,Second call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,15 to 30K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.323,
16.0,68.0,26.0,Second call,65 and over,White,Female,Grassley,Vilsack,Approve,,,,,,,Better,,Republican,,30 to 50K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.345,
16.0,68.0,27.0,Second call,60-64,White,Male,Grassley,Lightfoot,Approve,,,,,,,Better,,Democrat,,100K or more,Moderate,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.338,
16.0,68.0,28.0,Second call,60-64,White,Female,Grassley,Lightfoot,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.323,
16.0,68.0,29.0,Third call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,Yes,Worse,Dole,Republican,Some college,75 to 100K,Conservative,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,1.191,Unfavorable
16.0,68.0,30.0,Third call,40-44,White,Male,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Clinton,Republican,College grad,100K or more,Liberal,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.212,Favorable
16.0,68.0,31.0,Third call,25-29,White,Male,Osterberg,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Better,Did not vote,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Central,18 to 29,25 to 29,Democrat,25 to 29,1.183,Favorable
16.0,68.0,32.0,Third call,30-39,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,Yes,,Worse,Perot,Republican,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.178,Unfavorable
16.0,68.0,33.0,Third call,30-39,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.199,Unfavorable
16.0,68.0,34.0,Third call,50-59,Hispanic,Male,Osterberg,Vilsack,Disapprove,Approve,Neither,No,No,,,Same,Did not vote,Republican,Some college,15 to 30K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.571,Favorable
16.0,68.0,35.0,Third call,45-49,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,Yes,Worse,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.212,Unfavorable
16.0,68.0,36.0,Third call,30-39,White,Female,Grassley,Vilsack,Approve,Approve,Neither,No,No,No,Yes,Better,Dole,Independent,College grad,15 to 30K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.199,Favorable
16.0,68.0,37.0,Third call,45-49,White,Male,Grassley,Lightfoot,Approve,Disapprove,Oppose Clinton,No,Yes,Yes,Yes,Better,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Republican,40 to 49,1.191,Unfavorable
16.0,68.0,38.0,Third call,45-49,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,Yes,No,No,Yes,Same,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.225,Favorable
16.0,68.0,39.0,Third call,45-49,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Clinton,Democrat,Some college,30 to 50K,Liberal,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.199,Unfavorable
16.0,68.0,40.0,Third call,18-24,White,Female,Osterberg,Vilsack,Approve,,,,,,,Worse,,Democrat,,Under 15K,Liberal,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Democrat,18 to 24,1.168,
16.0,68.0,41.0,Third call,,Other,,Other,Lightfoot,Disapprove,,,,,,,Same,,Independent,,,Conservative,,,National,Complete,Central,,,Independent/Other,,2.383,
16.0,68.0,42.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,100K or more,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.191,
16.0,68.0,43.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.191,
16.0,68.0,44.0,Third call,18-24,White,Female,Osterberg,Vilsack,Disapprove,,,,,,,Worse,,Democrat,,Under 15K,Moderate,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Democrat,18 to 24,1.168,
16.0,68.0,45.0,Third call,40-44,White,Male,Grassley,Vilsack,Approve,,,,,,,Better,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Independent/Other,40 to 49,1.212,
16.0,68.0,46.0,Third call,50-59,White,Female,Grassley,Lightfoot,Approve,,,,,,,Same,,Independent,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.178,
16.0,68.0,47.0,Third call,25-29,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,18 to 29,25 to 29,Republican,25 to 29,1.15,
16.0,68.0,48.0,Third call,50-59,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Worse,,Democrat,,30 to 50K,Liberal,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.191,
16.0,68.0,49.0,Third call,45-49,White,Male,Grassley,Vilsack,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Democrat,40 to 49,1.212,
16.0,68.0,50.0,Third call,30-39,White,Female,Grassley,Vilsack,Approve,,,,,,,Same,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.199,
16.0,68.0,51.0,Third call,50-59,White,Male,Grassley,Vilsack,Approve,,,,,,,Better,,Independent,,100K or more,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.212,
16.0,74.0,1.0,First call,50-59,White,Female,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,Some college,30 to 50K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.073,Unfavorable
16.0,74.0,2.0,First call,30-39,White,Female,Osterberg,Vilsack,Approve,Approve,Neither,No,No,No,No,Better,Clinton,Independent,HS grad,75 to 100K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.103,Unfavorable
16.0,74.0,3.0,First call,65 and over,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Independent/Other,65 and over,1.2530000000000001,Favorable
16.0,74.0,4.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,Approve,Neither,No,No,No,No,Same,Dole,Republican,No HS,Under 15K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.206,Unfavorable
16.0,74.0,5.0,First call,65 and over,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,College grad,15 to 30K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.239,Unfavorable
16.0,74.0,6.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Republican,Postgrad,50 to 75K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.085,Unfavorable
16.0,74.0,7.0,First call,60-64,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Liberal,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.227,Favorable
16.0,74.0,8.0,First call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,Neither,No,,No,No,Same,Clinton,Independent,HS grad,30 to 50K,Liberal,18 to 64,,National,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.239,Unfavorable
16.0,74.0,9.0,First call,40-44,Black,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,Yes,Same,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.415,Favorable
16.0,74.0,10.0,First call,65 and over,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,15 to 30K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.206,
16.0,74.0,11.0,First call,50-59,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,75 to 100K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Republican,50 to 64,1.085,
16.0,74.0,12.0,First call,60-64,White,Female,Grassley,Vilsack,Approve,,,,,,,Same,,Independent,,15 to 30K,Moderate,18 to 64,,National,Complete,Central,60 and over,60 and over,Independent/Other,50 to 64,1.227,
16.0,74.0,13.0,First call,50-59,White,Male,Osterberg,Vilsack,Approve,,,,,,,Better,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.116,
16.0,74.0,14.0,First call,60-64,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,30 to 50K,Conservative,18 to 64,,National,Complete,Central,60 and over,60 and over,Republican,50 to 64,1.22,
16.0,74.0,15.0,First call,50-59,Other,Male,Osterberg,Vilsack,Approve,,,,,,,Same,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.116,
16.0,74.0,16.0,First call,65 and over,White,Female,Grassley,Vilsack,Approve,,,,,,,Same,,Democrat,,50 to 75K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.227,
16.0,74.0,17.0,First call,65 and over,White,Male,Grassley,Vilsack,Approve,,,,,,,Same,,Democrat,,,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Democrat,65 and over,1.241,
16.0,74.0,18.0,First call,30-39,White,Female,Grassley,Vilsack,Approve,,,,,,,Same,,Independent,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.092,
16.0,74.0,19.0,Second call,65 and over,White,Female,Grassley,Vilsack,Approve,,Neither,No,No,No,No,Same,Clinton,,Some college,,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,,65 and over,1.227,Favorable
16.0,74.0,20.0,Second call,60-64,White,Female,Osterberg,Vilsack,Approve,Disapprove,Support Clinton,No,No,No,No,Worse,Clinton,Democrat,HS grad,Under 15K,,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,1.239,Favorable
16.0,74.0,21.0,Second call,65 and over,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,No,Yes,Yes,No,Same,Dole,Republican,HS grad,50 to 75K,Conservative,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.22,Unfavorable
16.0,74.0,22.0,Second call,50-59,White,Male,Grassley,Lightfoot,Approve,Disapprove,Neither,No,No,Yes,No,Better,Dole,Independent,HS grad,50 to 75K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.085,Unfavorable
16.0,74.0,23.0,Second call,60-64,White,,Other,Other,,Disapprove,Support Clinton,Yes,No,,No,Same,Clinton,Democrat,HS grad,30 to 50K,Moderate,18 to 64,,National,Complete,Central,60 and over,60 and over,Democrat,50 to 64,2.7089999999999996,Favorable
16.0,74.0,24.0,Second call,65 and over,White,,Osterberg,Lightfoot,Disapprove,Disapprove,Neither,No,No,No,Yes,Better,Dole,Republican,Some college,50 to 75K,Moderate,65 and over,,National,Complete,Central,60 and over,60 and over,Republican,65 and over,1.231,Unfavorable
16.0,74.0,25.0,Second call,50-59,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Independent,,75 to 100K,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.073,
16.0,74.0,26.0,Second call,40-44,White,Male,Osterberg,Vilsack,Approve,,,,,,,Worse,,Democrat,,50 to 75K,Moderate,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.116,
16.0,74.0,27.0,Second call,18-24,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,Under 15K,Conservative,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.048,
16.0,74.0,28.0,Second call,45-49,White,Male,Osterberg,Vilsack,Approve,,,,,,,Same,,,,30 to 50K,,18 to 64,,National,Complete,Central,45 to 59,40 to 49,,40 to 49,1.116,
16.0,74.0,29.0,Second call,30-39,White,Male,Grassley,Vilsack,Disapprove,,,,,,,Better,,Republican,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Republican,30 to 39,1.104,
16.0,74.0,30.0,Second call,50-59,White,Female,Osterberg,Vilsack,Approve,,,,,,,Better,,Democrat,,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.103,
16.0,74.0,31.0,Third call,45-49,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,Yes,Same,Dole,Independent,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Central,45 to 59,40 to 49,Independent/Other,40 to 49,1.085,Unfavorable
16.0,74.0,32.0,Third call,50-59,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Same,Clinton,Democrat,Some college,50 to 75K,Moderate,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Democrat,50 to 64,1.092,Unfavorable
16.0,74.0,33.0,Third call,30-39,Black,Male,Grassley,Vilsack,Approve,Approve,Support Clinton,No,No,No,No,Better,Clinton,Democrat,College grad,50 to 75K,Liberal,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.416,Favorable
16.0,74.0,34.0,Third call,18-24,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Better,Did not vote,Republican,HS grad,75 to 100K,Conservative,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.048,Unfavorable
16.0,74.0,35.0,Third call,40-44,White,Female,Grassley,Vilsack,Disapprove,Disapprove,Oppose Clinton,Yes,Yes,Yes,No,Better,Clinton,Democrat,,50 to 75K,,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Democrat,40 to 49,1.092,Unfavorable
16.0,74.0,36.0,Third call,30-39,White,Male,Grassley,Lightfoot,Disapprove,Approve,Neither,No,Yes,Yes,No,Worse,Dole,Independent,College grad,50 to 75K,Conservative,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.085,Unfavorable
16.0,74.0,37.0,Third call,18-24,White,Male,Grassley,Vilsack,Approve,Disapprove,Neither,No,No,Yes,No,Same,Did not vote,Independent,HS grad,Under 15K,Moderate,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Independent/Other,18 to 24,1.066,Favorable
16.0,74.0,38.0,Third call,30-39,White,Female,Grassley,Vilsack,Approve,Disapprove,Neither,Yes,No,No,No,Same,Clinton,Democrat,HS grad,15 to 30K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Democrat,30 to 39,1.092,Favorable
16.0,74.0,39.0,Third call,40-44,White,Male,Grassley,Lightfoot,Disapprove,Approve,Oppose Clinton,Yes,Yes,Yes,No,Same,Dole,Republican,College grad,30 to 50K,Conservative,18 to 64,,National,Complete,Central,30 to 44,40 to 49,Republican,40 to 49,1.085,Unfavorable
16.0,74.0,40.0,Third call,30-39,White,Male,Osterberg,Vilsack,Approve,Disapprove,Neither,No,No,No,No,Worse,Other,Independent,Some college,30 to 50K,Moderate,18 to 64,,National,Complete,Central,30 to 44,30 to 39,Independent/Other,30 to 39,1.116,Unfavorable
16.0,74.0,41.0,Third call,50-59,White,Female,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Independent,,30 to 50K,Liberal,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.073,
16.0,74.0,42.0,Third call,50-59,White,Female,Grassley,Vilsack,Approve,,,,,,,Same,,Independent,,100K or more,Conservative,18 to 64,,National,Complete,Central,45 to 59,50 to 59,Independent/Other,50 to 64,1.092,
16.0,74.0,43.0,Third call,18-24,White,Male,Grassley,Lightfoot,Disapprove,,,,,,,Same,,Republican,,50 to 75K,Conservative,18 to 64,,National,Complete,Central,18 to 29,18 to 24,Republican,18 to 24,1.048,
