ID,SENNJ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHUGIN,ETHMENENDEZ,ETHNJ18,FAVHUGIN,FAVMENENDEZ,FAVSENNJ18,FTVOTER18,GEOCODE,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRUMP2,TRUMP4,TRUMPIMM,VERSION,WEIGHT,WHNCLINC,ZIPCODE
31020.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,3.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does,Only Bob Menendez does,Unfavorable,Favorable,Only Bob Menendez,Yes,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Poor,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,87.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.397260874509811,No,8753.0
31016.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 1,7.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,3.0,Minor changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Health care,Yes,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,114.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Democratic candidate,Female,Latino women,Suburbs,Suburbs,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.597455680370331,No,8886.0
31015.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,No,3.0,,,,,,,,,,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,102.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.33763754367828,,7860.0
67474.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 3,8.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Favorable,Both,No,1.0,Minor changes,Yes,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Immigration,Yes,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,35.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Democratic candidate,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",Spanish,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,1.27225041389465,No,7104.0
31009.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Not complete,Call 1,2.0,,,,,,,,,,,,,,5.0,,,,,,,,,,No,,,45+,65+,,,,,,,,,38.0,,,Black,Black,National questionnaire,Black,Non-white,Black,East,,The Democratic candidate,Male,Black men,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 2,0.536415100097656,,8312.0
62813.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,4.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,4.0,,,,,,,,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,61.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,1.06292331218719,,7717.0
42588.0,Bob Menendez,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,Call 2,12.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,No,4.0,,,,,,,,,,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,50.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Democratic candidate,Female,Latino women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.01864314079285,,8618.0
30998.0,Bob Menendez,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,4.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,Yes,4.0,,,,,,,,,,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,61.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,1.71333968639374,,7717.0
30997.0,Bob Menendez,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 1,3.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,87.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.528920471668243,No,8753.0
61890.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,2.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,5.0,Omit,Yes,,,,,,,Health care,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,38.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,Not tough enough,Version 2,0.577043652534485,,8312.0
30993.0,Bob Menendez,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Call 1,6.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,4.0,Major changes,Yes,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,58.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.365003734827042,No,8854.0
32923.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,8.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,1.0,Omit,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Omit,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,46.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.832818269729614,No,7302.0
61818.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,8.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,1.0,Major changes,Yes,,,,,,,Immigration,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,108.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,Justified,The Democratic candidate,Male,Black men,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,Too tough,Version 2,1.01543498039246,,7202.0
63812.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,7.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Favorable,Only Bob Menendez,No,3.0,Major changes,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,No,Poor,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,113.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,Helped,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,1.79208409786224,Yes,8808.0
63914.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 3,8.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,1.0,Major changes,Omit,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,46.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.832818269729614,No,7302.0
63808.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,11.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,Omit,Omit,Unfavorable,Favorable,Only Bob Menendez,No,1.0,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,No,Not so good,Not so good or poor,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,31.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Male,White men,Suburbs,Suburbs,English,New Jersey,White suburban men,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,0.656832993030548,No,7003.0
42565.0,Bob Menendez,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Call 2,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,5.0,,,,,,,,,Gun policy,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,42.0,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,0.882027328014374,,8080.0
30976.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Immigration,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,27.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.397260874509811,No,8037.0
30974.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,,,,,,,,,Gun policy,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,42.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.402629256248474,,8080.0
30973.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Call 1,8.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Bob Hugin does not,Bob Menendez does,Only Bob Menendez does,Unfavorable,Favorable,Only Bob Menendez,No,1.0,Minor changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,No,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,35.0,Moderate/Liberal Republicans,Moderate Independents,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Hurt,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,About right,Version 1,0.970217168331146,No,7104.0
30971.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,No,5.0,,,,,,,,,,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,96.0,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,0.723076462745667,,8318.0
30968.0,Bob Menendez,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Call 1,3.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Favorable,Both,Yes,5.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,Yes,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,87.0,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Justified,The Democratic candidate,Male,Latino men,Suburbs,Suburbs,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.783627986907959,No,8753.0
30967.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Call 1,4.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,4.0,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",,No,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,61.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,No impact,Election day exit poll,,,,Version 4,1.04131317138672,No,7717.0
32896.0,Bob Menendez,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Complete,Call 1,8.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Unfavorable,Only Bob Hugin,Yes,1.0,Minor changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and non white",Immigration,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,46.0,Liberal Democrats,Liberal Democrats,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Justified,The Democratic candidate,Female,All other races,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Helped,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.574594974517822,No,7302.0
30964.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,Major changes,Yes,,,,,,,Omit,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,,38.0,,,White,White,National questionnaire,White,White,White,East,Politically motivated,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,Too tough,Version 2,0.431805312633514,,8312.0
42541.0,Bob Menendez,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Not complete,Call 2,1.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,5.0,,,,,,,,,,Yes,,,45+,65+,,,,,,,,,42.0,,,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,,The Democratic candidate,Female,Latino women,Suburbs,Suburbs,English,New Jersey,Other,,Election day exit poll,,,,Version 1,1.13728988170624,,8080.0
43240.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,3.0,,,,,,,,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,102.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,0.654997289180756,,7860.0
42538.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Call 2,12.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,4.0,Minor changes,Yes,,,,,,,Immigration,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,50.0,Liberal Democrats,Liberal Democrats,Black,Black,National questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,,Election day exit poll,,,Too tough,Version 2,0.776816487312317,,8618.0
61228.0,Bob Menendez,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Complete,Call 3,7.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Omit,Omit,Omit,Omit,Favorable,Omit,No,3.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,No,Good,Excellent or good,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,114.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Black,Non-white,Black,East,Politically motivated,The Democratic candidate,Female,Black women,Suburbs,Suburbs,English,New Jersey,Other,No impact,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,1.01154172420502,No,8886.0
63776.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 3,8.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Omit,Omit,Omit,Yes,1.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",Gun policy,No,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,46.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Omit,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.657344222068787,No,7302.0
30948.0,Bob Menendez,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Call 1,1.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Favorable,Favorable,Both,No,5.0,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Omit,No,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,27.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,"Cities 10,000-50,000",Small Cities/Rural,English,New Jersey,Other,Omit,Election day exit poll,Strongly or somewhat approve,Strongly approve,Too tough,Version 1,0.397260874509811,No,8037.0
30944.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,1.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,5.0,Minor changes,Yes,,,,,,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,42.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,White,White,White,East,Justified,The Democratic candidate,Female,White women,Suburbs,Suburbs,English,New Jersey,White suburban women,,Election day exit poll,,,Too tough,Version 2,0.402629256248474,,8080.0
32874.0,Bob Menendez,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Call 1,8.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Bob Hugin does not,Bob Menendez does not,Neither does,Unfavorable,Unfavorable,Neither,No,1.0,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Gun policy,No,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,46.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,East,Justified,The Democratic candidate,Male,White men,"Cities 50,000-500,000","Cities over 50,000",English,New Jersey,Other,Helped,Election day exit poll,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,0.832818269729614,No,7302.0
