ID,SENFL18,GOVFL18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CLIMATECHANGE,CONTROLHOUSE,CONTROLSEN,CUBAN,CUBANPR4,DESANTISLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVDEM2,FAVNELSON,FAVPARTY,FAVREP2,FAVSCOTT,FAVSENFL18,FINSIT2,FLENVIRO18,FORTRUMPS,FTVOTER18,GEOCODE,GILLUMLIB,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,HURRICANEFL18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVFL18,KAVFL18A,KAVFL18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,PUERTORICAN,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,WORK,ZIPCODE
35166.0,Rick Scott,Ron DeSantis,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,,Only Republican Party,Favorable,,,Better,,,,1.0,,The Republican candidate,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",,,,,No,,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,99.0,Independent/Something else,Conservative Republicans,No,White,White,National questionnaire,White,,,White,White,,South,,The Republican candidate,Female,White women,,,,Suburbs,Suburbs,English,Florida,White suburban women,No impact,Election day exit poll,,,,Helped,,,,Version 4,,0.450316667556763,No,,,,,32579.0
35167.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,Latino 45-59,Latino 45-64,Complete,,Call 1,7.0,,,The Democratic Party,No,"Yes, Puerto Rican",,,,,,,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Worse,,Omit,Yes,2.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,Yes,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,106.0,Liberal Democrats,Liberal Democrats,Yes,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Very important,Important,Non-white,Hispanic/Latino,,South,,The Democratic candidate,Male,Latino men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.175936475396156,,,Very important,Important,,32825.0
35171.0,Rick Scott,Andrew Gillum,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,8.0,,,,No,No,,,,,,,,,,,,,,,,,2.0,,The Democratic candidate,,,Minor changes,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",The economy,,,,No,Yes,Good,Excellent or good,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,Independent Men,All others,Moderate,10.0,Moderate/Liberal Republicans,Moderate Independents,No,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Omit,The Republican candidate,Male,Black men,,,Married men,Suburbs,Suburbs,English,Florida,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Other,0.340872704982758,,,,,Yes,32922.0
35172.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,2.0,Yes,The Republican Party,,No,No,About right,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,Government is doing enough to protect it,,,4.0,About right,The Republican candidate,Support,No,,The Republican Party,No hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,94.0,Conservative Republicans,Mod./Liberal Republicans,No,White,White,State questionnaire,White,,,White,White,No group is favored,South,,The Republican candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,1.04146683216095,,All others,,,,34481.0
35194.0,Rick Scott,Ron DeSantis,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,11.0,,,The Republican Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,About the same,,Donald Trump was not a factor,No,4.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,33.0,Conservative Republicans,Mod./Liberal Republicans,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Republican candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban women,,Election day exit poll,,,,No impact,,,,Version 2,,0.286978870630264,,,Somewhat important,Important,,34436.0
35202.0,Rick Scott,Ron DeSantis,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,4.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,1.0,,The Republican candidate,,,Minor changes,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,Yes,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,97.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,English,Florida,White suburban women,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,About right,Version 1,Donald Trump,0.367647975683212,No,,,,No,32034.0
35204.0,Bill Nelson,Andrew Gillum,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,20.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,5.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Gun policy,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,13.0,Liberal Democrats,Liberal Democrats,No,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Justified,The Democratic candidate,Female,Black women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Election day exit poll,In the last week,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,0.332038223743439,No,,,,No,33319.0
35208.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,6.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,1.0,,The Republican candidate,,,,,,,,,,,,,,,,,No,,,,45+,65+,,,,,,,,,68.0,,,No,White,White,National questionnaire,White,,,White,White,,South,,The Republican candidate,Male,White men,,,,Suburbs,Suburbs,English,Florida,White suburban men,,Election day exit poll,,,,,,,,Version 1,,0.728427171707153,,,,,,32110.0
35216.0,Bill Nelson,Andrew Gillum,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,6.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Minor changes,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Gun policy,,,,No,No,Not so good,Not so good or poor,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,156.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Justified,The Democratic candidate,Female,Black women,,,Non married women,Suburbs,Suburbs,English,Florida,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,About right,Version 1,Hillary Clinton,0.184368073940277,No,,,,Yes,32128.0
35232.0,Rick Scott,Ron DeSantis,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,21.0,,,The Republican Party,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Both parties,Favorable,Unfavorable,Neither,Better,,Donald Trump was not a factor,No,5.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,115.0,Moderate/Liberal Republicans,Liberal Independents,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban women,,Election day exit poll,,,,Helped,,,,Version 2,,0.607616901397705,,,Not at all important,Not important,,33472.0
35233.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Yes,Call 1,11.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,4.0,,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Immigration,,,,No,Yes,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,80.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,English,Florida,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,0.797227919101715,,White Born-again/Evangelical Christians,Somewhat important,Important,,32735.0
35235.0,Bill Nelson,Andrew Gillum,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,3.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,1.0,,The Democratic candidate,Support,Yes,,The Democratic Party,,,,,,,,,Health care,,,,No,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,4.0,Liberal Democrats,Liberal Democrats,No,White,White,National questionnaire,White,,,White,White,,South,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.290633469820023,,All others,Very important,Important,,32611.0
35236.0,Bill Nelson,Andrew Gillum,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Complete,Yes,Call 1,7.0,Yes,The Democratic Party,,No,No,Too conservative,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,Government should do more to protect it,,,2.0,About right,The Democratic candidate,Support,Yes,,The Democratic Party,No hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,No,Yes,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,107.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Black,Black,State questionnaire,Black,,,Non-white,Black,Whites are favored over minorities,South,,The Democratic candidate,Male,Black men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.383322328329086,,All others,,,,32803.0
35243.0,Bill Nelson,Andrew Gillum,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,Call 1,27.0,,,,No,"Yes, other Hispanic",,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,5.0,,The Democratic candidate,,,Minor changes,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Gun policy,,,,Yes,Yes,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Liberal,50.0,Conservative Republicans,Mod./Liberal Republicans,No,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Politically motivated,The Democratic candidate,Female,Latino women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,Helped,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,Donald Trump,0.499846935272217,No,,,,Yes,33135.0
35244.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,Call 1,24.0,,,The Democratic Party,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Worse,,Donald Trump was not a factor,Yes,5.0,,The Democratic candidate,,,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,25.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,Black,Black,State questionnaire,Black,Somewhat important,Important,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,Hurt,,,,Version 2,,0.755286395549774,,,Very important,Important,,33024.0
35252.0,Bill Nelson,Andrew Gillum,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,7.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,106.0,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,,,White,White,,South,Justified,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,No impact,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.173840031027794,No,,,,Yes,32825.0
35256.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,21.0,,,,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,5.0,,The Democratic candidate,,,Major changes,,,Yes,,,,,,,Health care,,,,No,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,113.0,Liberal Democrats,Liberal Democrats,No,Black,Black,National questionnaire,Black,Very important,Important,Non-white,Black,Whites are favored over minorities,South,Justified,The Democratic candidate,Male,Black men,,,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,,,,Too tough,Version 2,,0.66396689414978,,,,,,33463.0
35258.0,Bill Nelson,Andrew Gillum,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,,Call 1,10.0,,,,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Gun policy,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,102.0,Liberal Democrats,Liberal Democrats,No,Black,Black,State questionnaire,Black,,,Non-white,Black,,South,Justified,The Democratic candidate,Male,Black men,,,Non married men,Suburbs,Suburbs,English,Florida,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Didn't vote,0.377038359642029,No,,,,Yes,32712.0
35266.0,Rick Scott,Ron DeSantis,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,2.0,,,The Republican Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Only Republican Party,Favorable,Favorable,Only Rick Scott,Better,,To express support for Donald Trump,No,4.0,,The Republican candidate,,,,,,No,,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,94.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,The Republican candidate,Female,White women,Not at all serious,Not serious,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,Omit,,,,Version 2,,1.04146683216095,,,Not at all important,Not important,,34481.0
35268.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,12.0,,,The Democratic Party,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Only Democratic Party,Unfavorable,Unfavorable,Only Bill Nelson,Worse,,Omit,No,3.0,,The Democratic candidate,,,,,,Omit,,,,,,,,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,133.0,Liberal Democrats,Liberal Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban women,,Election day exit poll,,,,Hurt,,,,Version 2,,0.464310199022293,,,Very important,Important,,34685.0
35271.0,Bill Nelson,Ron DeSantis,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,Call 1,8.0,,,The Democratic Party,No,No,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Unfavorable,Only Democratic Party,Unfavorable,Unfavorable,Neither,Worse,,To express opposition to Donald Trump,No,2.0,,The Republican candidate,,,,,,Yes,,,,,,,,,,,No,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Conservative,10.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,No,White,White,State questionnaire,White,Very important,Important,White,White,,South,,The Democratic candidate,Male,White men,Somewhat serious,Serious,,Suburbs,Suburbs,English,Florida,White suburban men,,Election day exit poll,,,,Hurt,,,,Version 2,,0.591740608215332,,,Very important,Important,,32922.0
35274.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,6.0,Yes,The Democratic Party,,No,No,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,Government should do more to protect it,,,4.0,About right,The Democratic candidate,Support,Yes,,Omit,No hardship,,,,,,,,,Not a factor at all,Not important,Not a factor,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,,83.0,,,No,White,White,State questionnaire,White,,,White,White,Omit,South,,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,English,Florida,White suburban women,,Election day exit poll,,,,,,,,Version 3,,0.444837659597397,,All others,,,,32776.0
35275.0,Bill Nelson,Andrew Gillum,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Complete,,Call 1,1.0,,The Democratic Party,,No,"Yes, Puerto Rican",,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,No,1.0,,The Democratic candidate,,,,,,,,,,,,,,,,,Yes,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,99.0,Liberal Democrats,Liberal Democrats,Yes,Other,Hispanic/Latino,National questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,,The Democratic candidate,Female,Latino women,,,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Hillary Clinton,0.414509803056717,,,,,,32579.0
35276.0,Rick Scott,Other,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,11.0,,,,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,4.0,,Other,,,Major changes,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,No,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,33.0,Independent/Something else,Conservative Republicans,No,White,White,State questionnaire,White,,,White,White,,South,Justified,The Republican candidate,Male,White men,,,Non married men,Suburbs,Suburbs,English,Florida,White suburban men,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat disapprove,Strongly disapprove,Not tough enough,Version 1,Hillary Clinton,1.49020862579346,Yes,,,,No,34436.0
35277.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Call 1,13.0,,,,No,No,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,3.0,,The Democratic candidate,,,Minor changes,,,Yes,,,,,,,Health care,,,,No,,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,124.0,Liberal Democrats,Liberal Democrats,No,White,White,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Justified,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,Too tough,Version 2,,0.799045443534851,,,,,,33701.0
35286.0,Bill Nelson,Andrew Gillum,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 1,20.0,Yes,The Democratic Party,,No,No,Too conservative,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,Government should do more to protect it,,,5.0,About right,The Democratic candidate,Support,No,,The Democratic Party,No hardship,,,,,,,,,The most important factor,Important,A factor,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,13.0,Moderate/Liberal Republicans,Moderate Independents,No,White,White,State questionnaire,White,,,White,White,Whites are favored over minorities,South,,The Democratic candidate,Male,White men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.305079132318497,,All others,,,,33319.0
35294.0,Bill Nelson,Andrew Gillum,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Not complete,,Call 1,21.0,,,,No,No,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,,,,,,5.0,,The Democratic candidate,,,,,,,,,,,,,,,,,No,,,,45+,18-64,,,,,,,,,113.0,,,No,Black,Black,National questionnaire,Black,,,Non-white,Black,,South,,The Democratic candidate,Female,Black women,,,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,,,,,Version 2,,0.611292958259583,,,,,,33463.0
35303.0,Bill Nelson,Andrew Gillum,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,White 65+,Complete,,Call 1,8.0,,,,No,"Yes, other Hispanic",,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,2.0,,The Democratic candidate,,,Major changes,,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,,,,Yes,No,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Liberal,11.0,Moderate/Liberal Republicans,Liberal Independents,No,Other,White,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Justified,The Democratic candidate,Male,Latino men,,,Non married men,Suburbs,Suburbs,English,Florida,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.742420554161072,No,,,,Yes,32903.0
35304.0,Other,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,Latino 65+,Not complete,Yes,Call 1,6.0,,,,No,No,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,1.0,,,,No,,,,,,,,,,,,,,,No,Yes,,,18-44,18-64,,,,,,,,,68.0,,,No,Other,Other,National questionnaire,Other,,,Non-white,Other,,South,,Other,Female,All other races,,,Married women,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,,,,,Version 3,,0.0,,All others,,,,32110.0
35308.0,Bill Nelson,Andrew Gillum,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,12.0,,,The Democratic Party,No,No,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Both parties,Favorable,Favorable,Only Rick Scott,About the same,,Donald Trump was not a factor,No,3.0,,The Democratic candidate,,,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Moderate,121.0,Moderate/Liberal Republicans,Moderate Independents,No,Black,Black,State questionnaire,Black,Very important,Important,Non-white,Black,,South,,The Democratic candidate,Female,Black women,Very serious,Serious,,Suburbs,Suburbs,English,Florida,Other,,Election day exit poll,,,,No impact,,,,Version 2,,0.592889130115509,,,Very important,Important,,34668.0
