ID,SENAZ18,GOVAZ18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,CALL,CDNUM,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVFLAKE,FORTRUMPS,FTVOTER18,GEOCODE,GOV,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,LATINO,MCSALLYLIB,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SINEMALIB,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC
29901.0,Martha McSally,David Garcia,,,,,,,,,,,Complete,,8.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Unfavorable,To express support for Donald Trump,No,1.0,The Democratic candidate,Major changes,No,,,,,,,Health care,,Too conservative,Excellent,Excellent or good,,,Independent/Something else,,,Independent women,Independent,Independent Women,,Moderate,,Moderate/Liberal Republicans,Moderate Independents,,,State questionnaire,,,,West,Politically motivated,The Republican candidate,Female,,Too liberal,Suburbs,Suburbs,,Arizona,,Helped,Telephone survey,Omit,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,No,Donald Trump,0.484382152557373,
29506.0,Martha McSally,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,8.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Omit,To express support for Donald Trump,No,1.0,,Minor changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,No,About right,Excellent,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Republican candidate,Male,White men,Too liberal,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,Yes,Donald Trump,0.207530319690704,No
28951.0,Kyrsten Sinema,Other,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,7.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,To express opposition to Donald Trump,No,1.0,Other,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Male,White men,Too conservative,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Hillary Clinton,5.56309413909912,No
29020.0,Kyrsten Sinema,Other,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,9.0,Omit,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Donald Trump was not a factor,No,1.0,Other,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Too conservative,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Other,1.80069994926453,No
29266.0,Kyrsten Sinema,Other,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,8.0,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Donald Trump was not a factor,No,1.0,Other,Major changes,No,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,No,Omit,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,Omit,Telephone survey,Omit,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Yes,Other,0.903523027896881,No
29277.0,Kyrsten Sinema,Other,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,5.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,To express opposition to Donald Trump,No,3.0,Other,Minor changes,Yes,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Omit,No,Omit,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Yes,Other,0.817096531391144,Yes
29630.0,Kyrsten Sinema,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,8.0,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,To express opposition to Donald Trump,No,1.0,Other,Minor changes,Yes,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,Too conservative,Omit,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,Omit,Telephone survey,Omit,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,No,Didn't vote,0.401250600814819,Yes
26211.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,No,1.0,The Republican candidate,,,,,,,,,,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,English,Arizona,White suburban men,,Telephone survey,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Yes,Hillary Clinton,0.167380467057228,
26217.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,6.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,No,1.0,The Republican candidate,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Female,White women,,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,,Telephone survey,,Strongly or somewhat approve,Strongly approve,,Version 1,No,Donald Trump,1.37447595596313,
26219.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,No,1.0,The Republican candidate,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Female,White women,,Suburbs,Suburbs,English,Arizona,White suburban women,,Telephone survey,,Strongly or somewhat approve,Strongly approve,,Version 1,No,Donald Trump,1.37447595596313,
26983.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,,2.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,2.0,The Republican candidate,,,,,,,,,Health care,Yes,,,,45+,65+,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,Independent Women,All others,Conservative,,Moderate/Liberal Republicans,Conservative Independents,Other,American Indian,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,,The Democratic candidate,Female,Latino women,,Suburbs,Suburbs,English,Arizona,Other,,Telephone survey,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,,1.2591460943222,
27417.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,1.0,The Republican candidate,Major changes,Omit,,,,,,,Gun policy,No,,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,National questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,,Telephone survey,,,,Too tough,Version 2,,,0.840560138225555,
27425.0,Kyrsten Sinema,Doug Ducey,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,White 45-64,Complete,,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,1.0,The Republican candidate,Major changes,No,,,,,,,Health care,Yes,,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,White,National questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Justified,The Democratic candidate,Female,Latino women,,Suburbs,Suburbs,English,Arizona,Other,,Telephone survey,,,,Too tough,Version 2,,,0.823070108890533,
28336.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,8.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,1.0,The Republican candidate,,,,,,,,,,No,,Omit,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Female,White women,,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,Omit,,,,Version 4,,,0.513189256191254,No
28337.0,Kyrsten Sinema,Doug Ducey,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,1.0,The Republican candidate,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,,Not so good,Not so good or poor,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,No impact,,,,Version 4,,,0.420280069112778,No
28358.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,1.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,3.0,The Republican candidate,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,No,,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,National questionnaire,White,White,White,West,,The Democratic candidate,Male,White men,,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,,,,Version 4,,,6.37700319290161,Yes
28883.0,Kyrsten Sinema,Doug Ducey,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,,3.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Donald Trump was not a factor,Yes,3.0,The Republican candidate,Major changes,Yes,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",Health care,Yes,Too conservative,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,Independent Men,All others,Liberal,,Moderate/Liberal Republicans,Liberal Independents,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Justified,The Democratic candidate,Male,Latino men,About right,Suburbs,Suburbs,English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Other,1.235595703125,No
28910.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,7.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,To express opposition to Donald Trump,No,1.0,The Republican candidate,Major changes,Yes,,,,,,,Health care,No,Too conservative,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Didn't vote,0.365042209625244,No
28916.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,2.0,The Republican Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,To express support for Donald Trump,Yes,2.0,The Republican candidate,No changes at all,No,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Immigration,Yes,Too liberal,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Politically motivated,The Democratic candidate,Female,Latino women,Too conservative,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,14.3491897583008,No
28918.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,1.0,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,To express opposition to Donald Trump,No,3.0,The Republican candidate,Minor changes,No,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,About right,Not so good,Not so good or poor,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Other,3.10176873207092,No
28923.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,3.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,No,Too conservative,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,No,Other,1.11993479728699,No
28924.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Complete,,5.0,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Donald Trump was not a factor,Yes,1.0,The Republican candidate,Major changes,Yes,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and non white",Health care,Yes,Too conservative,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,,Liberal Democrats,Liberal Democrats,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Justified,The Democratic candidate,Male,Latino men,About right,Suburbs,Suburbs,English,Arizona,Other,Hurt,Telephone survey,Hurt,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,No,Hillary Clinton,12.9041128158569,No
28972.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,6.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,Helped,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,No,Other,2.01300287246704,No
28976.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,4.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Omit,To express support for Donald Trump,No,3.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,Helped,Telephone survey,Helped,Strongly or somewhat approve,Strongly approve,About right,Version 1,No,Donald Trump,6.1050386428833,No
28981.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,All others,Complete,,5.0,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and non white",Health care,Yes,Too conservative,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,Independent Men,All others,Moderate,,Moderate/Liberal Republicans,Moderate Independents,Other,American Indian,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Politically motivated,The Democratic candidate,Male,Latino men,About right,"Cities 50,000-500,000","Cities over 50,000",Spanish,Arizona,Other,Helped,Telephone survey,Helped,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Other,1.41325950622559,No
28983.0,Kyrsten Sinema,Doug Ducey,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,5.0,Omit,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Major changes,No,,,,,,,Health care,No,Too conservative,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Male,White men,About right,"Cities 50,000-500,000","Cities over 50,000",English,Arizona,Other,Helped,Telephone survey,No impact,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,Yes,Other,0.418055951595306,No
28998.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,5.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,To express opposition to Donald Trump,No,1.0,The Republican candidate,Major changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Other,0.357657104730606,No
29023.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,9.0,Omit,,,,,,Unfavorable,To express opposition to Donald Trump,No,1.0,The Republican candidate,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,About right,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,White,White,White,West,Omit,The Democratic candidate,Male,White men,About right,Suburbs,Suburbs,English,Arizona,White suburban men,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Yes,Hillary Clinton,4.52688026428223,No
29025.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,9.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Donald Trump was not a factor,No,1.0,The Republican candidate,Minor changes,No,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Excellent,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Male,White men,About right,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,Omit,Telephone survey,Hurt,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,No,Other,1.39251792430878,No
29035.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,7.0,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Donald Trump was not a factor,Yes,1.0,The Republican candidate,Major changes,Yes,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,No,Too conservative,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,White,White,West,Politically motivated,The Democratic candidate,Female,White women,About right,"Cities over 500,000","Cities over 50,000",English,Arizona,Other,No impact,Telephone survey,No impact,Strongly or somewhat disapprove,Somewhat disapprove,About right,Version 1,No,Donald Trump,3.61547183990479,Yes
29072.0,Kyrsten Sinema,Doug Ducey,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,8.0,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,To express opposition to Donald Trump,Yes,1.0,The Republican candidate,Major changes,Yes,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,Too conservative,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,White,White,West,Justified,The Democratic candidate,Female,White women,About right,Suburbs,Suburbs,English,Arizona,White suburban women,Hurt,Telephone survey,Hurt,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,No,Hillary Clinton,0.255314558744431,No
