ID,GOVGA18,ABRAMSLIB,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND16,ATTEND16B,BACKSIDE,BORNINGA14,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ELECTSECURITY18,FAVABRAMS,FAVDEM2,FAVGOVGA18,FAVKEMP,FAVPARTY,FAVREP2,FINSIT2,FORTRUMPG,FTVOTER18,GEOCODE,GOV,GUN16,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,KEMPLIB,LATINO,MARRIED,MOVETOGA14,MOVETOGA10YR,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,RACE,RACE18,RACE18B,RACE2B,RACEAI,RACEFACTOR,REGION,RUSSIA18,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18GOV,TIME18GOVMONTH,TIME18GOVWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,VOTEISS18,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
57073.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,,,Call 3,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,Yes,1.0,The Republican candidate,,,,,No,,,,,,,,,,Yes,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,118.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,,South,,Female,Latino women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.467053085565567,,,Somewhat important,Important,30542.0
57077.0,Brian Kemp,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 3,11.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,29.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Female,White women,Very serious,Serious,Married women,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Strongly approve,,Version 2,,,,1.06556594371796,,,Somewhat important,Important,30114.0
57083.0,Brian Kemp,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 3,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Unfavorable,Neither,Unfavorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,,,No,,,,,,,,,,No,No,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,110.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,Male,White men,Not at all serious,Not serious,Non married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.913342297077179,,,Not too important,Not important,30024.0
57111.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,A few times a year,A few times a year or less,Complete,Moved to Georgia,No,Call 3,6.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,,,,,,,,3.0,The Republican candidate,Support,Yes,,The Democratic Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,Independent Men,All others,Moderate,98.0,Moderate/Liberal Republicans,Moderate Independents,Other,Asian,State questionnaire,Asian,,,Non-white,Asian,No group is favored,South,,Male,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,1.11156237125397,,All others,,,30022.0
57115.0,Brian Kemp,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,,,Complete,,,Call 3,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Unfavorable,Both,Favorable,Only Republican Party,Favorable,About the same,Donald Trump was not a factor,No,3.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,96.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,Very important,Important,White,White,,South,,Male,White men,Very serious,Serious,Married men,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,1.32693123817444,,,Very important,Important,30097.0
57116.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,Latino 65+,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 3,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,No,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,All others,Conservative,110.0,Independent/Something else,Conservative Republicans,Other,Other,State questionnaire,Other,,,Non-white,Other,Minorities are favored over whites,South,,Male,All other races,,,,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,,,0.394015401601791,,All others,,,30024.0
57122.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Yes,Call 3,9.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,,,No,Yes,,,Excellent,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,118.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Male,White men,,,Married men,Suburbs,Suburbs, Georgia,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,Shouldn't be able to vote will cast ballots,0.491263628005981,No,White Born-again/Evangelical Christians,,,30542.0
57125.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,Complete,,Yes,Call 3,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,4.0,The Republican candidate,Support,No,,The Republican Party,,,,,,,,The economy,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,,,,0.243424788117409,,White Born-again/Evangelical Christians,Not too important,Not important,30263.0
57131.0,Brian Kemp,Too liberal,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 3,3.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Yes,,,,,,,,,,4.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.457374215126038,,White Born-again/Evangelical Christians,,,30117.0
57144.0,Brian Kemp,Too liberal,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,A few times a year,A few times a year or less,Complete,Moved to Georgia,Yes,Call 3,7.0,The Republican Party,,,,,,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,No,,The Republican Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,110.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.913342297077179,,White Born-again/Evangelical Christians,,,30024.0
57177.0,Brian Kemp,Too liberal,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week or more,At least monthly,Complete,Born in Georgia,Yes,Call 3,3.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,4.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.79485422372818,,White Born-again/Evangelical Christians,,,30117.0
57182.0,Brian Kemp,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,,,Call 3,9.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,1.0,The Republican candidate,,,Major changes,,,,,,,,,Health care,,,Yes,No,,,Not so good,Not so good or poor,18-44,18-64,,,,,,,,,118.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,,,Non-white,Hispanic/Latino,,South,Omit,Female,Latino women,,,Non married women,Suburbs,Suburbs, Georgia,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Omit,Omit,Omit,Version 1,,Hillary Clinton,Omit,0.247631534934044,No,All others,,,30542.0
57183.0,Brian Kemp,Too liberal,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,A few times a month,At least monthly,Complete,Born in Georgia,Yes,Call 3,8.0,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,,,,,,,,4.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.391945779323578,,White Born-again/Evangelical Christians,,,31210.0
57192.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,A few times a year or less,Complete,Moved to Georgia,No,Call 3,7.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,Yes,,The Democratic Party,,,,,,,,,Support,Too conservative,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,83.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.564217388629913,,All others,,,30041.0
57200.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 3,3.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,Unfavorable,,,Only Republican Party,Favorable,Better,,,4.0,The Republican candidate,,,,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",,,,No,,,,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,Helped,Election day exit poll,,,,No impact,,,,Version 4,,,,0.457374215126038,Yes,,,,30263.0
57210.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 3,10.0,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,No,1.0,The Republican candidate,,,,,,,,,,,,,Support,,No,,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,133.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,0.398605436086655,,,,,30628.0
57219.0,Brian Kemp,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 3,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,6.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Very important,Important,White,White,,South,,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.266406863927841,,,Somewhat important,Important,31210.0
57221.0,Brian Kemp,Too liberal,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,A few times a month,At least monthly,Complete,Born in Georgia,No,Call 3,3.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,4.0,The Republican candidate,Support,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,I was born in Georgia,More than 10 years,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Somewhat approve,,Version 3,No,,,0.79485422372818,,All others,,,30117.0
57239.0,Brian Kemp,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,,,Call 3,9.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,118.0,Independent/Something else,Conservative Republicans,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Somewhat important,Important,Non-white,Hispanic/Latino,,South,,Female,Latino women,Somewhat serious,Serious,Married women,Suburbs,Suburbs, Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.467053085565567,,,Somewhat important,Important,30542.0
57250.0,Brian Kemp,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 3,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,4.0,The Republican candidate,,,Major changes,,No,,,,,,,Immigration,,,No,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,55.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,Somewhat important,Important,White,White,No group is favored,South,Politically motivated,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,,,About right,Version 2,,,,0.950369656085968,,,,,30263.0
57254.0,Brian Kemp,About right,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,A few times a year,A few times a year or less,Complete,Born in Georgia,No,Call 3,11.0,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,Yes,,Omit,,,,,,,,,Oppose,Omit,No,,I was born in Georgia,More than 10 years,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,29.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,,,White,White,Omit,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,No,,,0.876826405525208,,All others,,,30114.0
57258.0,Brian Kemp,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,,,Call 3,10.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,No,1.0,The Republican candidate,,,,,,,,,,,,,Support,,No,,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,133.0,Independent/Something else,Conservative Republicans,White,White,National questionnaire,White,,,White,White,,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 1,No,Donald Trump,Shouldn't be able to vote will cast ballots,0.797581672668457,,,,,30628.0
57260.0,Brian Kemp,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,,,Call 3,8.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,To express support for Donald Trump,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,6.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Omit,Omit,White,White,,South,,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,,,0.240179121494293,,,Omit,Omit,31210.0
57292.0,Brian Kemp,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,,Call 3,8.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Unfavorable,Only Brian Kemp,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,Yes,,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Moderate,6.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,White,Not too important,Not important,White,White,,South,,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.451275885105133,,,Somewhat important,Important,31210.0
57302.0,Brian Kemp,Too liberal,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 3,9.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,,,,,,,,1.0,The Republican candidate,Oppose,,,The Republican Party,,,,,,,,,Support,About right,No,,Less than 10 years,Less than 10 years,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,118.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.290013283491135,,White Born-again/Evangelical Christians,,,30542.0
57318.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,,Yes,Call 3,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,4.0,The Republican candidate,,,Minor changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,No,Yes,,,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,13.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,,South,Politically motivated,Male,White men,,,Married men,Suburbs,Suburbs, Georgia,White suburban men,Helped,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,,Donald Trump,Omit,0.270006954669952,No,White Born-again/Evangelical Christians,,,30117.0
57319.0,Brian Kemp,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,,,Complete,,Yes,Call 3,6.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,3.0,The Republican candidate,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and non white",The economy,,,No,No,,,Good,Excellent or good,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,Independent Women,All others,Conservative,98.0,Moderate/Liberal Republicans,Conservative Independents,Other,Asian,State questionnaire,Asian,,,Non-white,Asian,,South,Omit,Female,All other races,,,Non married women,Suburbs,Suburbs, Georgia,Other,Omit,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat approve,Somewhat approve,About right,Version 1,,Other,Shouldn't be able to vote will cast ballots,1.2558456659317,No,All others,,,30022.0
57342.0,Brian Kemp,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,,,Call 3,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Unfavorable,Both,Favorable,Only Republican Party,Favorable,Better,Donald Trump was not a factor,No,4.0,The Republican candidate,,,,,No,,,,,,,,,,No,No,,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,6.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,Somewhat important,Important,White,White,,South,,Male,White men,Somewhat serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000", Georgia,Other,,Election day exit poll,,,,Helped,Strongly or somewhat approve,Somewhat approve,,Version 2,,,,0.937698066234589,,,Not too important,Not important,31210.0
57343.0,Brian Kemp,Too liberal,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 3,7.0,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,No,,The Republican Party,,,,,,,,,Support,About right,No,,Less than 10 years,Less than 10 years,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,83.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,Minorities are favored over whites,South,,Female,White women,,,,Suburbs,Suburbs, Georgia,White suburban women,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.490038633346558,,White Born-again/Evangelical Christians,,,30041.0
57351.0,Brian Kemp,Too liberal,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Once a week or more,At least monthly,Complete,Moved to Georgia,Yes,Call 3,11.0,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,,,,,,,,2.0,The Republican candidate,Oppose,Yes,,The Republican Party,,,,,,,,,Support,About right,No,,10+ years but not born here,More than 10 years,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,29.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,White,,,White,White,No group is favored,South,,Male,White men,,,,Suburbs,Suburbs, Georgia,White suburban men,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,No,,,0.658253610134125,,White Born-again/Evangelical Christians,,,30114.0
