ID,SENTN18,GOVTN18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BLACKBURNLIB,BREDESENLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBLACKBURN,FAVBREDESEN,FAVDEM2,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENTN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GOV,GUNOWNER12,HEALTHCARE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVANAUGH18,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2
9132.0,Marsha Blackburn,Bill Lee,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Omit,Omit,Unfavorable,,Only Republican Party,,Favorable,Omit,About the same,Donald Trump was not a factor,No,2.0,The Republican candidate,,,No,,,,,,,,,No,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Very serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.253776520490646,,,Very important,Important
9133.0,Marsha Blackburn,Bill Lee,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,No,,,,,,,,,No,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Very serious,Serious,Non married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.202085644006729,,,Not at all important,Not important
9134.0,Marsha Blackburn,Bill Lee,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,3.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Not too serious,Not serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.549771189689636,,,Somewhat important,Important
9135.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Neither,Better,To express support for Donald Trump,Yes,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.354351580142975,,,Very important,Important
9136.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Not too serious,Not serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.299503087997437,,,Not too important,Not important
9137.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.464750200510025,,,Somewhat important,Important
9138.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,,Only Republican Party,,Favorable,Both,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Strongly approve,,Version 2,,0.464750200510025,,,Somewhat important,Important
9139.0,Marsha Blackburn,Bill Lee,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,,,,,3.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Omit,Favorable,Unfavorable,,Only Republican Party,,Favorable,Omit,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Black non-Democrat,All Republicans,Republican women,Republican,Republican Women,All others,Conservative,,Independent/Something else,Conservative Republicans,Black,Black,State questionnaire,,Black,Non-white,Black,South,,The Republican candidate,Female,Black women,Not too serious,Not serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.303245395421982,,,Not at all important,Not important
9140.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,,Only Republican Party,,Favorable,Both,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Not too serious,Not serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.354351580142975,,,Very important,Important
9141.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,3.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.549771189689636,,,Not at all important,Not important
9142.0,Marsha Blackburn,Bill Lee,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,3.0,,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Unfavorable,,Neither party,,Unfavorable,Both,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,Yes,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.253776520490646,,,Somewhat important,Important
9143.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,3.0,,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Liberal,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.648825883865356,,,Very important,Important
9144.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,3.0,,The Republican Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,About the same,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Strongly approve,,Version 2,,0.549771189689636,,,Not at all important,Not important
9145.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,2.0,The Republican candidate,,,No,,,,,,,,,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Non married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.253776520490646,,,Somewhat important,Important
9146.0,Marsha Blackburn,Bill Lee,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.299503087997437,,,Not too important,Not important
9147.0,Marsha Blackburn,Bill Lee,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,3.0,,The Democratic Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,Unfavorable,Only Phil Bredesen,Better,Donald Trump was not a factor,No,2.0,The Republican candidate,,,Yes,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Very serious,Serious,Married men,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.299503087997437,,,Very important,Important
9152.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,2.0,,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Favorable,Unfavorable,,Only Republican Party,,Favorable,Both,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Not too serious,Not serious,Non married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.22572898864746,,,Not too important,Not important
9153.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,2.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,Yes,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.90192055702209,,,Very important,Important
9154.0,Marsha Blackburn,Bill Lee,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,1.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Unfavorable,,Only Republican Party,,Favorable,Both,About the same,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,No,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Non married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.61165642738342,,,Very important,Important
9155.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,1.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.15439081192017,,,Somewhat important,Important
9156.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,1.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Worse,Donald Trump was not a factor,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,1.90192055702209,,,Not too important,Not important
9157.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,2.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,About the same,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Suburbs,Suburbs,Tennessee,White suburban men,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.36232388019562,,,Not too important,Not important
9158.0,Marsha Blackburn,Bill Lee,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,2.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,About the same,Donald Trump was not a factor,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,Suburbs,Suburbs,Tennessee,White suburban women,,In person early exit poll,,,,No impact,Strongly or somewhat approve,Somewhat approve,,Version 2,,0.743904411792755,,,Very important,Important
9162.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,1.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,About the same,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Very serious,Serious,Married women,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.743904411792755,,,Somewhat important,Important
9163.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,1.0,,The Republican Party,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.22572898864746,,,Not too important,Not important
9164.0,Marsha Blackburn,Bill Lee,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,,,1.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Somewhat serious,Serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.877926468849182,,,Not too important,Not important
9165.0,Marsha Blackburn,Bill Lee,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,,,1.0,,The Republican Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Unfavorable,,Only Republican Party,,Favorable,Both,About the same,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Very serious,Serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.36232388019562,,,Very important,Important
9166.0,Marsha Blackburn,Bill Lee,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,,,1.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.502056539058685,,,Somewhat important,Important
9167.0,Marsha Blackburn,Bill Lee,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,,,,1.0,,The Republican Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,To express support for Donald Trump,No,1.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Male,White men,Very serious,Serious,Married men,Rural,Small Cities/Rural,Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,1.90192055702209,,,Very important,Important
9179.0,Marsha Blackburn,Bill Lee,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,,,2.0,,The Republican Party,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,Favorable,Only Marsha Blackburn,Better,Donald Trump was not a factor,Yes,2.0,The Republican candidate,,,No,,,,,,,,,No,Yes,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,South,,The Republican candidate,Female,White women,Very serious,Serious,Married women,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,,In person early exit poll,,,,Helped,Strongly or somewhat approve,Strongly approve,,Version 2,,0.369203925132751,,,Very important,Important
