ID,SENMO18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,ETHHAWLEY,ETHMCCAS,ETHMO18,FAVDEM2,FAVHAWLEY,FAVMCCASKILL,FAVMCONL,FAVPARTY,FAVPELOSI,FAVREP2,FAVSENMO18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUN16,GUNOWNER12,HAWLEYLIB,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVMO18,KAVMO18A,KAVMO18B,LATINO,MARRIED,MCCASLIB,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
63843.0,Claire McCaskill,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,No,Call 3,1.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does,Only Claire McCaskill does,,,,,,,,,,,,1.0,,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,,No,Yes,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,144.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Hillary Clinton,1.19363188743591,No,All others,,,63116.0
39545.0,Claire McCaskill,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,,Call 1,1.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,Omit,,,,,,1.0,,,,Major changes,,Yes,,,,,,,The economy,,,,No,,,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,,141.0,,,Black,Black,National questionnaire,,Black,Non-white,Black,Midwest,Justified,The Democratic candidate,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,,,Too tough,Version 2,,0.39473295211792,,,,,63110.0
39541.0,Claire McCaskill,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,1.0,,The Democratic Party,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,Favorable,Unfavorable,Favorable,,Only Democratic Party,,Unfavorable,Only Claire McCaskill,About the same,Donald Trump was not a factor,No,1.0,,,,,,Yes,,,,,,,,,,,No,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,146.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,Shares my view of government,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.264477372169495,,,Very important,Important,63103.0
65751.0,Claire McCaskill,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,2.0,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,Favorable,,,,,,1.0,,,,Major changes,,Yes,,,,,,,Health care,,,,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,131.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,Missouri,White suburban men,,Election day exit poll,,,,,,,Too tough,Version 2,,1.24044096469879,,,,,63043.0
35487.0,Claire McCaskill,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,1.0,,,,,,,,Josh Hawley does not,Claire McCaskill does,Only Claire McCaskill does,,,,,,,,,,,,1.0,,,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,,,,,No,,Omit,Omit,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,,130.0,,,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Omit,The Democratic candidate,Male,Black men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Omit,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Omit,Version 1,Hillary Clinton,0.589509725570679,,All others,,,63135.0
39535.0,Claire McCaskill,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,No,Call 1,5.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,Unfavorable,,Favorable,,,,,,3.0,Support,No,Too liberal,,The Democratic Party,,,,,,,,The economy,An important factor,Important,A factor,No,Yes,About right,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.401445120573044,,All others,,,64119.0
63826.0,Claire McCaskill,Overturn it,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 3,6.0,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Omit,,Omit,,,,,,3.0,Oppose,Yes,Omit,,The Republican Party,,,,,,,,Health care,Omit,Omit,Omit,No,Yes,Too liberal,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,92.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,Suburbs,Suburbs,Missouri,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 3,,0.446927189826965,,White Born-again/Evangelical Christians,,,64028.0
63825.0,Claire McCaskill,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,1.0,,The Democratic Party,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,Favorable,Unfavorable,Favorable,,Only Democratic Party,,Unfavorable,Only Claire McCaskill,Worse,Donald Trump was not a factor,No,1.0,,,,,,Yes,,,,,,,,,,,No,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,110.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,Suburbs,Suburbs,Missouri,White suburban women,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.98916757106781,,,Very important,Important,63074.0
41931.0,Claire McCaskill,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,4.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,,No,3.0,,,,,,,,,,,,,,,,,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,17.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,Missouri,White suburban men,,Election day exit poll,,,,,Strongly or somewhat disapprove,Somewhat disapprove,,Version 1,Hillary Clinton,0.552335321903229,,,,,64083.0
63330.0,Claire McCaskill,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,No,Call 3,1.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does,Only Claire McCaskill does,,,,,,,,,,,,1.0,,,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,,,Yes,,Good,Excellent or good,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,144.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,No impact,Election day exit poll,In the last few days,In the last month,In the last week,,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,Didn't vote,1.52401387691498,No,All others,,,63116.0
35471.0,Claire McCaskill,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 1,7.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Josh Hawley does,Claire McCaskill does,Both do,,,,,,,,,,,,5.0,,,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Gun policy,,,,No,No,,Good,Excellent or good,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,67.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,Missouri,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Hillary Clinton,0.513607680797577,Yes,All others,,,64870.0
50685.0,Claire McCaskill,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,Call 2,1.0,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,Favorable,,,,,,1.0,,,,Major changes,,Yes,,,,,,,Immigration,,,,No,,,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Moderate,141.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Other,Asian,National questionnaire,,Asian,Non-white,Asian,Midwest,Justified,The Democratic candidate,Female,All other races,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,,,Too tough,Version 2,,0.429813891649246,,,,,63110.0
39516.0,Claire McCaskill,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Complete,,Call 1,1.0,,The Democratic Party,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,Favorable,Omit,Favorable,,Only Democratic Party,,Unfavorable,Omit,Better,To express opposition to Donald Trump,No,1.0,,,,,,Yes,,,,,,,,,,,No,,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,146.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,Shares my view of government,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.578500092029572,,,Very important,Important,63103.0
35464.0,Claire McCaskill,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,Call 1,5.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,Favorable,,,,Only Democratic Party,,Unfavorable,,About the same,,,3.0,,,,,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",,,,,No,,,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,56.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Hurt,Election day exit poll,,,,No impact,,,,Version 4,,0.408634305000305,No,,,,64136.0
51658.0,Claire McCaskill,Keep it as is,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,No,Call 2,5.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,,Favorable,,,,,,3.0,Support,Yes,Too conservative,,The Democratic Party,,,,,,,,Gun policy,The most important factor,Important,A factor,No,No,About right,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,61.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,Suburbs,Suburbs,Missouri,White suburban women,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.464357167482376,,All others,,,64081.0
63804.0,Claire McCaskill,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Not complete,,Call 3,8.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Josh Hawley does,Claire McCaskill does,Both do,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,No,,,Good,Excellent or good,18-44,18-64,,,,,,,,,151.0,,,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,Rural,Small Cities/Rural,Missouri,Other,,Election day exit poll,Before that,Before that,Before that,,,,,Version 1,,0.554668843746185,,,,,65466.0
38521.0,Claire McCaskill,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 1,1.0,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Favorable,,,,Only Democratic Party,,Unfavorable,,About the same,,,1.0,,,,,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000",$200.000 or more,"Over $50,000 and white",,,,,No,,,Good,Excellent or good,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,141.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Hurt,Election day exit poll,,,,Hurt,,,,Version 4,,0.841564416885376,No,,,,63110.0
35457.0,Claire McCaskill,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 1,2.0,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,,Favorable,,,,,,1.0,,Yes,,,The Democratic Party,,,,,,,,,,,,No,,,,,45+,65+,,,,,,,,,129.0,,,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,,,,Version 3,,0.898674428462982,,,,,63131.0
35456.0,Claire McCaskill,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Call 1,6.0,,The Democratic Party,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,Favorable,Unfavorable,Favorable,,Only Democratic Party,,Unfavorable,Only Claire McCaskill,About the same,To express opposition to Donald Trump,No,3.0,,,,,,Yes,,,,,,,,,,,No,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,92.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Is my party's candidate,White,White,White,Midwest,,The Democratic candidate,Male,White men,Somewhat serious,Serious,,Suburbs,Suburbs,Missouri,White suburban men,,Election day exit poll,,,,Hurt,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.885331392288208,,,Somewhat important,Important,64028.0
40272.0,Claire McCaskill,Keep it as is,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,No,Call 1,1.0,The Democratic Party,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Favorable,,Favorable,,,,,,1.0,Support,No,About right,,The Democratic Party,,,,,,,,Health care,An important factor,Important,A factor,No,No,About right,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Liberal,146.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,,,Non married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.521974325180054,,All others,,,63103.0
35453.0,Claire McCaskill,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Yes,Call 1,6.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,,Favorable,,,,,,3.0,Support,Yes,Too conservative,,The Democratic Party,,,,,,,,Health care,Not a factor at all,Not important,Not a factor,No,Yes,About right,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,91.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.429955273866653,,White Born-again/Evangelical Christians,,,64151.0
39501.0,Claire McCaskill,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Complete,,Call 1,1.0,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,,,,,,,,,,,,,No,1.0,,,,,,,,,,,,,,,,,No,,,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,141.0,Liberal Democrats,Liberal Democrats,Other,Asian,National questionnaire,,Asian,Non-white,Asian,Midwest,,The Democratic candidate,Female,All other races,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Hillary Clinton,0.429813891649246,,,,,63110.0
39756.0,Claire McCaskill,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 1,5.0,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Josh Hawley does not,Claire McCaskill does,Only Claire McCaskill does,,,,,,,,,,,,3.0,,,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,,,No,Yes,,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,22.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Hurt,Election day exit poll,In the last month,In the last month,Before that,,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,Other,0.763751089572906,Yes,All others,,,64119.0
51642.0,Claire McCaskill,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 2,2.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,,No,1.0,,,,,,,,,,,,,,,,,No,,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Liberal,131.0,Liberal Democrats,Liberal Democrats,White,White,National questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,,Suburbs,Suburbs,Missouri,White suburban men,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 1,Hillary Clinton,1.24044096469879,,,,,63043.0
63788.0,Claire McCaskill,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Call 3,6.0,,The Democratic Party,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,Favorable,Unfavorable,Favorable,,Only Democratic Party,,Unfavorable,Only Claire McCaskill,Better,To express opposition to Donald Trump,No,3.0,,,,,,Yes,,,,,,,,,,,No,,,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,91.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,No impact,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,0.594528019428253,,,Very important,Important,64151.0
63784.0,Claire McCaskill,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,No,Call 3,6.0,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,,,4.0,Support,No,,,The Democratic Party,,,,,,,,Health care,,,,No,Yes,,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,87.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,National questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,Married women,Rural,Small Cities/Rural,Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.848359704017639,,All others,Very important,Important,64468.0
39488.0,Claire McCaskill,Keep it as is,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,No,Call 1,4.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,Unfavorable,,Omit,,,,,,4.0,Support,No,Too conservative,,The Democratic Party,,,,,,,,Health care,An important factor,Important,A factor,No,No,About right,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,Independent Women,White Independent,Moderate,7.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.735100448131561,,All others,,,65202.0
63779.0,Claire McCaskill,Overturn it,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Yes,Call 3,1.0,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,Unfavorable,,Favorable,,,,,,1.0,Oppose,No,Omit,,The Republican Party,,,,,,,,Gun policy,Not a factor at all,Not important,Not a factor,No,Yes,Too liberal,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Liberal,144.0,Moderate/Liberal Republicans,Liberal Independents,White,White,State questionnaire,,White,White,White,Midwest,,The Democratic candidate,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat approve,Strongly approve,,Version 3,,0.863219738006592,,White Born-again/Evangelical Christians,,,63116.0
51630.0,Claire McCaskill,Keep it as is,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Yes,Call 2,8.0,The Democratic Party,,,,,,,,,,,,,Omit,,Omit,,,,,,5.0,Support,No,Too conservative,,The Democratic Party,,,,,,,,Gun policy,A minor factor,Not important,A factor,No,Yes,Too conservative,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Moderate,152.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Male,Black men,,,Married men,Rural,Small Cities/Rural,Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.397972524166107,,All others,,,63735.0
63775.0,Claire McCaskill,Keep it as is,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,Complete,Yes,Call 3,4.0,The Democratic Party,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,Favorable,,Favorable,,,,,,4.0,Support,No,Too liberal,,The Democratic Party,,,,,,,,Gun policy,The most important factor,Important,A factor,No,,About right,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Conservative,7.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,,Election day exit poll,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,0.81678569316864,,All others,,,65202.0
