ID,SENIN18,ABORTION18,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BRAUNLIB,BRNAGAIN,CALL,CDNUM,CONTROLHOUSE,CONTROLSEN,DONNELLYLIB,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBRAUN,FAVDEM2,FAVDONNELLY,FAVMCONL,FAVPARTY,FAVPELOSI,FAVPENCE,FAVREP2,FAVSENIN18,FINSIT2,FORTRUMPS,FTVOTER18,GEOCODE,GUNOWNER12,HEALTHCARE18,HEALTHPRE18,IMPEACH18,INC100K,INC30K,INC50K,INCOME3,INCOME18GEN,INCWHITE,ISSUE18,KAVIN18,KAVIN18A,KAVIN18B,LATINO,MARRIED,NEC,NEC2,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYSEX,PARTYWHITE,PHIL3,PRECINCT,PTYIDEO,PTYIDEO7,QRACE3,QRACEAI,QTYPE,QUALSEN18,RACE,RACE2B,RACEAI,REGION,RUSSIA18,SEN,SEX,SEXBYRACE,SEXUALHARASS,SEXUALHARASSB,SEXWED,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TAXCUTS18,TELEPOLL,TIME18SEN,TIME18SENMONTH,TIME18SENWEEK,TRADE18,TRADEBRAUN,TRADEDONNELLY,TRADEIN18,TRUMP2,TRUMP4,TRUMPIMM,VERSION,VETVOTER,VOTE2016,WEIGHT,WHNCLINC,WHTEVANG,WOMEN,WOMEN2,ZIPCODE
43509.0,Mike Braun,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Yes,Call 2,4.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,2.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,No,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,7.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men,,,Non married men,Suburbs,Suburbs,Indiana,White suburban men,Helped,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,1.13544034957886,No,White Born-again/Evangelical Christians,,,47944.0
43512.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,Yes,Call 2,1.0,,,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,,1.0,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and non white",Health care,,,,No,No,Not so good,Not so good or poor,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Democratic Women,Non-White Democrats,Liberal,54.0,Liberal Democrats,Liberal Democrats,Black,Black,State questionnaire,,Black,Non-white,Black,Midwest,Politically motivated,The Democratic candidate,Female,Black women,,,Non married women,Suburbs,Suburbs,Indiana,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.861084878444672,No,All others,,,46410.0
43518.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Yes,Call 2,8.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,Yes,Not so good,Not so good or poor,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,16.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Indiana,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.993175208568573,Yes,White Born-again/Evangelical Christians,,,47546.0
43519.0,Mike Braun,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,No,Call 2,7.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,3.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,No,Excellent,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,71.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Male,White men,,,Non married men,"Cities over 500,000","Cities over 50,000",Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Trust Joe Donnelly,Both of them,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,1.20001459121704,No,All others,,,46259.0
43528.0,Joe Donnelly,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,No,Call 2,6.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,2.0,,Minor changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,,No,No,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,14.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Non married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,In the last month,In the last month,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Somewhat disapprove,Too tough,Version 1,,Hillary Clinton,0.863846123218536,No,All others,,,47342.0
43539.0,Joe Donnelly,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 2,9.0,,The Democratic Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Only Joe Donnelly,About the same,To express opposition to Donald Trump,No,4.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,Independent Women,White Independent,Moderate,38.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,Suburbs,Suburbs,Indiana,White suburban women,,Election day exit poll,,,,Hurt,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.674530982971191,,,Very important,Important,46131.0
43541.0,Mike Braun,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,No,Call 2,6.0,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,,,5.0,,Minor changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Immigration,,,,No,Yes,Not so good,Not so good or poor,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,6.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,0.830136954784393,Yes,All others,,,47201.0
43552.0,Joe Donnelly,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,Yes,Call 2,9.0,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",The economy,,,,No,No,Not so good,Not so good or poor,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,82.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Democratic candidate,Female,White women,,,Non married women,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,No impact,Election day exit poll,In the last month,In the last month,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Didn't vote,0.620337665081024,Yes,White Born-again/Evangelical Christians,,,47401.0
43560.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,Yes,Call 2,2.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,2.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Health care,,,,No,Yes,Good,Excellent or good,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Indiana,Other,No impact,Election day exit poll,In the last week,In the last month,In the last week,,Trust Mike Braun,Do not trust Joe Donnelly,Only Mike Braun,Strongly or somewhat approve,Somewhat approve,Not tough enough,Version 1,,Donald Trump,0.679030001163483,No,White Born-again/Evangelical Christians,,,46580.0
43562.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,Call 2,1.0,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,1.0,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Health care,,,,No,Yes,Good,Excellent or good,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,54.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,In the last month,In the last month,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat approve,Somewhat approve,About right,Version 1,,Donald Trump,1.04269886016846,Yes,All others,,,46410.0
43563.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,No,Call 2,6.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,2.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,,,,No,,Not so good,Not so good or poor,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Moderate,15.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Female,White women,,,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,No impact,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.730944335460663,No,All others,,,47304.0
43567.0,Mike Braun,,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,,Yes,Call 2,9.0,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Omit,,,,No,Yes,Excellent,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,10.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,Suburbs,Suburbs,Indiana,White suburban women,No impact,Election day exit poll,Before that,Before that,Before that,,Omit,Omit,Omit,Strongly or somewhat approve,Strongly approve,About right,Version 1,,Donald Trump,1.06818759441376,No,White Born-again/Evangelical Christians,,,47130.0
43569.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,,,Call 2,1.0,,,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,,,,,Favorable,,,,,,,1.0,,Major changes,,Yes,,,,,,,Health care,,,,No,,,,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Democratic Men,Non-White Democrats,Conservative,51.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,Black,Black,National questionnaire,,Black,Non-white,Black,Midwest,Omit,The Democratic candidate,Male,Black men,,,,Suburbs,Suburbs,Indiana,Other,,Election day exit poll,,,,,,,,,,Omit,Version 2,,,0.844056308269501,,,,,46324.0
43580.0,Mike Braun,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,No,Call 2,8.0,,,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",The economy,,,,No,Yes,Good,Excellent or good,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,16.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,The Republican candidate,Female,White women,,,Married women,Rural,Small Cities/Rural,Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Trust Mike Braun,Trust Joe Donnelly,Both of them,Strongly or somewhat approve,Somewhat approve,Too tough,Version 1,,Donald Trump,0.602853298187256,No,All others,,,47546.0
43583.0,Joe Donnelly,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 2,2.0,,The Democratic Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,,Only Democratic Party,,,Unfavorable,Both,About the same,Omit,No,1.0,,,,Yes,,,,,,,,,,,No,,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,Democratic Women,White Democrat,Liberal,93.0,Liberal Democrats,Liberal Democrats,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Democratic candidate,Female,White women,Very serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,,Election day exit poll,,,,Omit,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 2,,,0.900745272636414,,,Very important,Important,46614.0
43593.0,Lucy Brenton,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,Call 2,9.0,,,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Immigration,,,,No,Yes,Good,Excellent or good,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,82.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,,White,White,White,Midwest,Politically motivated,Other,Male,White men,,,Married men,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,Helped,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Do not trust Joe Donnelly,Neither of them,Strongly or somewhat approve,Strongly approve,Not tough enough,Version 1,,Donald Trump,0.58878767490387,No,White Born-again/Evangelical Christians,,,47401.0
43597.0,Mike Braun,,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 2,1.0,,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,,Only Republican Party,,,Favorable,Both,Better,Donald Trump was not a factor,Yes,1.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Moderate,52.0,Moderate/Liberal Republicans,Moderate Independents,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Republican candidate,Male,White men,Somewhat serious,Serious,,Suburbs,Suburbs,Indiana,White suburban men,,Election day exit poll,,,,No impact,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.517583012580872,,,Very important,Important,46321.0
43598.0,Mike Braun,,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 2,2.0,,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Omit,Unfavorable,Omit,,Only Republican Party,,,Favorable,Omit,Worse,Donald Trump was not a factor,No,2.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,41.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Republican candidate,Female,White women,Very serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,No impact,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,,,0.719762206077576,,,Very important,Important,46580.0
43606.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,,Call 2,6.0,,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,About the same,To express support for Donald Trump,No,5.0,,,,No,,,,,,,,,,,No,,,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,6.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,,"Cities 10,000-50,000",Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,1.09242510795593,,,Not too important,Not important,47201.0
43614.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,Call 2,9.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,,,,,,,,,,,,4.0,,Minor changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,,,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Conservative,38.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,Indiana,White suburban men,No impact,Election day exit poll,In the last month,In the last month,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.986979305744171,No,All others,,,46131.0
43617.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,Yes,Call 2,8.0,,,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,,,,,,,,,,,,,5.0,,Major changes,,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,,,,No,Yes,Not so good,Not so good or poor,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,Independent Men,White Independent,Conservative,16.0,Moderate/Liberal Republicans,Conservative Independents,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,Rural,Small Cities/Rural,Indiana,Other,Hurt,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,Too tough,Version 1,,Hillary Clinton,0.839166581630707,Yes,White Born-again/Evangelical Christians,,,47546.0
43623.0,Mike Braun,,65+,60+,65 or over,45+,50+,60+,65+,,,,Not complete,,,Call 2,9.0,,,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,Omit,,Omit,,,,,,Omit,,Donald Trump was not a factor,No,5.0,,,,,,,,,,,,,,,No,,,,45+,65+,,,,,,,,,82.0,,,,,State questionnaire,,,,,Midwest,,The Republican candidate,Male,,,,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,,Election day exit poll,,,,,,,,,,,Version 2,,,0.649561643600464,,,,,47401.0
43625.0,Mike Braun,,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,,,Call 2,7.0,,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Unfavorable,Favorable,,Only Republican Party,,,Favorable,Both,About the same,To express support for Donald Trump,Yes,3.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Moderate,71.0,Conservative Republicans,Mod./Liberal Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Republican candidate,Female,White women,Omit,Omit,,"Cities over 500,000","Cities over 50,000",Indiana,Other,,Election day exit poll,,,,No impact,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.898608207702637,,,Not too important,Not important,46259.0
43641.0,Mike Braun,,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 2,2.0,,The Republican Party,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,Better,To express support for Donald Trump,No,2.0,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,41.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Is willing to compromise,White,White,White,Midwest,,The Republican candidate,Female,White women,Somewhat serious,Serious,,Rural,Small Cities/Rural,Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Strongly approve,,Version 2,,,0.719762206077576,,,Very important,Important,46580.0
43648.0,Joe Donnelly,,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,,Yes,Call 2,1.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,,,,,,,,,,1.0,No,,The Democratic Party,,,,,,,,The economy,,,,No,Yes,,,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,Independent Women,All others,Liberal,51.0,Moderate/Liberal Republicans,Liberal Independents,Black,Black,National questionnaire,,Black,Non-white,Black,Midwest,,The Democratic candidate,Female,Black women,Very serious,Serious,Married women,Suburbs,Suburbs,Indiana,Other,,Election day exit poll,,,,,,,,Strongly or somewhat disapprove,Strongly disapprove,,Version 3,,,0.576853156089783,,All others,Somewhat important,Important,46324.0
43675.0,Joe Donnelly,,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,,No,Call 2,6.0,,,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,,,,,,,,,,,,,2.0,,Major changes,,,"Under $100,000","Under $30,000","Under $50,000","Under $50,000","Under $30,000","Under $50,000 and white",Gun policy,,,,No,Yes,Good,Excellent or good,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,Democratic Men,White Democrat,Moderate,14.0,Moderate/Conservative Democrats,Mod/Conserv. Democrats,White,White,State questionnaire,,White,White,White,Midwest,Justified,The Democratic candidate,Male,White men,,,Married men,Suburbs,Suburbs,Indiana,White suburban men,Hurt,Election day exit poll,Before that,Before that,Before that,,Do not trust Mike Braun,Trust Joe Donnelly,Only Joe Donnelly,Strongly or somewhat disapprove,Strongly disapprove,About right,Version 1,,Hillary Clinton,1.20497596263886,Yes,All others,,,47342.0
43688.0,Mike Braun,,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,,,Call 2,9.0,,The Republican Party,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,,Only Republican Party,,,Favorable,Only Mike Braun,Better,To express support for Donald Trump,No,4.0,,,,No,,,,,,,,,,,No,,,,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,Republican Men,White Republican,Conservative,38.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Cares about people like me,White,White,White,Midwest,,The Republican candidate,Male,White men,Somewhat serious,Serious,,Suburbs,Suburbs,Indiana,White suburban men,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,,,0.929788112640381,,,Somewhat important,Important,46131.0
43696.0,Joe Donnelly,,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,,,Call 2,6.0,,The Republican Party,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Favorable,Favorable,,Both parties,,,Favorable,Only Joe Donnelly,Better,Donald Trump was not a factor,No,2.0,,,,No,,,,,,,,,,,No,,,,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,Republican Women,White Republican,Conservative,15.0,Independent/Something else,Conservative Republicans,White,White,State questionnaire,Shares my view of government,White,White,White,Midwest,,The Democratic candidate,Female,White women,Somewhat serious,Serious,,"Cities 50,000-500,000","Cities over 50,000",Indiana,Other,,Election day exit poll,,,,Helped,,,,Strongly or somewhat approve,Somewhat approve,,Version 2,,,0.730944335460663,,,Very important,Important,47304.0
