ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,GOVIL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,UNION4,CHILD,LATINO,BUSH4,COUNTACC,IRAQWAR,IMPCORR,FAVHAST,OBAMAPRS,STECIL,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
17748.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.988236725330353,Judy Baar Topinka (Rep),Male,White,50-59,Republican,Conservative,$15k-$30k,Other Christian,,,No,No,Strongly approve,,Strongly approve,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,,,,All others,Men without children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
17756.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.19049978256226,Rod Blagojevich (Dem),Female,White,40-44,Democratic,Moderate,$75k-$100k,Other Christian,Some college or associate degree,No one does,Yes,No,Somewhat disapprove,Very confident,Somewhat disapprove,Somewhat important,Favorable,No,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
17758.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858331501483917,Rod Blagojevich (Dem),Male,White,50-59,Democratic,Liberal,$50k-$75k,None,Postgraduate study,No one does,Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
17766.0, Illinois,137.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.857145190238953,Judy Baar Topinka (Rep),Male,White,75 or over,Independent,Moderate,$100k-$150k,Other Christian,,,No,No,Somewhat approve,,Somewhat approve,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,,,,All others,Men without children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
17777.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.318407565355301,Rod Blagojevich (Dem),Male,White,75 or over,Democratic,Liberal,,Protestant,High school graduate,"Yes, I do",No,,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
17781.0, Illinois,88.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18885719776154,Rich Whitney (Green),Male,White,75 or over,Democratic,Moderate,$15k-$30k,Protestant,,,No,No,Strongly disapprove,,Somewhat disapprove,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others,Men without children,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Strong Republican,North,Suburb,Urban,Urban Core,Upscale
17782.0, Illinois,8.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.901970505714417,Rod Blagojevich (Dem),Female,White,50-59,Democratic,Moderate,$150k-$200k,Something else,,,Yes,No,Strongly disapprove,,Strongly disapprove,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,,,Disapprove,Disapprove,,,,,Women with children,Women with children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
17817.0, Illinois,59.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.989554524421692,Judy Baar Topinka (Rep),Female,White,60-64,Republican,Conservative,$30k-$50k,Protestant,,,No,No,Somewhat approve,,Somewhat approve,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,,,,All others, Women without children,White,English,"Cities 10,000-50,000",Small Cities/Rural,17.0,Competitive,North,Suburb,Rural,Rural,Downscale
17823.0, Illinois,94.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.69928228855133,Judy Baar Topinka (Rep),Male,White,45-49,Republican,Conservative,$100k-$150k,Protestant,,,Yes,No,Strongly approve,,Strongly approve,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,,,,All others,Men with children,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
17824.0, Illinois,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678284525871277,Rich Whitney (Green),Male,White,50-59,Independent,Liberal,$150k-$200k,None,Postgraduate study,"Yes, I do and someone else does",Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Unfavorable,No Answer,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men with children,White,English,Suburbs,Suburbs,7.0,Strong Democratic,Cook Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
17836.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294218182563782,Rod Blagojevich (Dem),Male,White,45-49,Democratic,Moderate,,Other Christian,College graduate,No one does,No,No,Strongly disapprove,Very confident,Strongly disapprove,No answer,Unfavorable,Yes,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
17838.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853667497634888,Rich Whitney (Green),Male,White,60-64,Democratic,Moderate,,Protestant,,,No,No,Somewhat disapprove,,Strongly disapprove,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others,Men without children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
17839.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858331501483917,Rod Blagojevich (Dem),Male,White,50-59,Independent,Moderate,$150k-$200k,,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Poor,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men without children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
17844.0, Illinois,88.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.2375077009201,Rod Blagojevich (Dem),Male,White,75 or over,,,,,,,No,No,Strongly disapprove,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,Disapprove,,,,,,All others,Men without children,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Strong Republican,North,Suburb,Urban,Urban Core,Upscale
17869.0, Illinois,8.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07851755619049,Judy Baar Topinka (Rep),Male,Black,45-49,Republican,Conservative,$100k-$150k,Protestant,,,No,No,Strongly approve,,Strongly approve,,,,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,,,Approve,Approve,,,,,All others,Men without children,Black,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
17872.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.77152419090271,Rich Whitney (Green),Female,White,40-44,Democratic,Conservative,$50k-$75k,None,High school graduate,"Yes, I do",No,No,Somewhat approve,Very confident,Somewhat approve,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others, Women without children,White,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
17880.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.272427439689636,Rod Blagojevich (Dem),Female,White,30-39,Something else,Moderate,$30k-$50k,Other Christian,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Favorable,Yes,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
17881.0, Illinois,137.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.792028069496155,Judy Baar Topinka (Rep),Male,Asian,30-39,Republican,Moderate,$50k-$75k,Catholic,,,No,No,Strongly approve,,Somewhat approve,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,Non-White,,,Approve,Approve,,,,,All others,Men without children,Asian,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
17892.0, Illinois,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.628048598766327,Rich Whitney (Green),Female,White,30-39,Republican,Moderate,$200k or more,Catholic,College graduate,No one does,Yes,No,Somewhat disapprove,Very confident,Somewhat disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,7.0,Strong Democratic,Cook Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
17912.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858331501483917,Rod Blagojevich (Dem),Male,White,40-44,Democratic,Moderate,$50k-$75k,Mormon/LDS,Some college or associate degree,"Yes, I do",Yes,No,Somewhat disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Unfavorable,Yes,Not so good,Not so good/Poor,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Men with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
17917.0, Illinois,94.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.44753289222717,Rod Blagojevich (Dem),Female,White,25-29,Republican,Conservative,$75k-$100k,Catholic,,,No,No,Somewhat approve,,Somewhat approve,,,,,,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,,,Approve,Approve,,,,,All others, Women without children,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Democratic,Chicago,Extremely High Density Urban,Urban,Urban Core,Very downscale
17933.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.823053479194641,Rod Blagojevich (Dem),Male,White,65-74,Democratic,Moderate,$30k-$50k,Protestant,,,,,Strongly disapprove,,Strongly disapprove,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others,,White,,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
17936.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.272427439689636,Rod Blagojevich (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,College graduate,No one does,No,No,Strongly disapprove,Not at all confident,Strongly disapprove,Extremely important,Unfavorable,No,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
17960.0, Illinois,8.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.787797927856445,Rich Whitney (Green),Male,White,45-49,Independent,Moderate,$200k or more,Protestant,,,Yes,No,Strongly disapprove,,Strongly disapprove,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others,Men with children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
17970.0, Illinois,88.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0588036775589,Rod Blagojevich (Dem),Female,White,50-59,Independent,,$50k-$75k,,,,No,No,Strongly disapprove,,No answer,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,Disapprove,No answer,,,,,All others, Women without children,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Strong Republican,North,Suburb,Urban,Urban Core,Upscale
17980.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294825255870819,Rod Blagojevich (Dem),Female,White,65-74,Independent,Moderate,Under $15k,Protestant,High school graduate,No one does,No,No,Strongly disapprove,Very confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
17981.0, Illinois,134.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.794760763645172,Rod Blagojevich (Dem),Female,White,50-59,Independent,Moderate,$100k-$150k,None,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Strongly disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,9.0,Strong Democratic,Cook Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
17991.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.707766175270081,Rod Blagojevich (Dem),,White,75 or over,,,,,,,No,No,Strongly disapprove,,,,,,,,,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,,,,Disapprove,,,,,,All others,,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
17998.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.19049978256226,Rod Blagojevich (Dem),Female,White,45-49,Democratic,Moderate,$75k-$100k,Catholic,Some college or associate degree,No one does,Yes,No,Somewhat disapprove,Very confident,Somewhat disapprove,Somewhat important,Unfavorable,No,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
18029.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294218182563782,Rod Blagojevich (Dem),Male,Other,40-44,Democratic,Moderate,,,Some college or associate degree,No one does,No,No,Somewhat disapprove,Very confident,Strongly approve,Somewhat important,No Answer,Yes,Good,Excellent/Good,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,,,,Non-White,Did not graduate from college,At least some college,Disapprove,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,American Indian,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18035.0, Illinois,8.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02247059345245,Judy Baar Topinka (Rep),Female,White,45-49,Democratic,Moderate,,Protestant,,,No,No,Strongly disapprove,,Somewhat disapprove,,,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,,,Disapprove,Disapprove,,,,,All others, Women without children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
18080.0, Illinois,141.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.807612776756287,Other,Male,White,50-59,Republican,Conservative,$100k-$150k,Other Christian,College graduate,No one does,No,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,7.0,Strong Democratic,Cook Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very upscale
18083.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294825255870819,Rod Blagojevich (Dem),Female,Hispanic/Latino,75 or over,Democratic,Moderate,$15k-$30k,Protestant,High school graduate,No one does,No,Yes,Somewhat disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Unfavorable,Yes,Good,Excellent/Good,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18095.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.823053479194641,Rod Blagojevich (Dem),Male,White,75 or over,Democratic,Liberal,,Jewish,,,No,No,Strongly disapprove,,No answer,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Jewish,White Jewish,,,Disapprove,No answer,,,,,All others,Men without children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
18123.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294825255870819,Rod Blagojevich (Dem),Female,White,65-74,Republican,Moderate,Under $15k,Protestant,Did not complete high school,No one does,No,No,Somewhat approve,Somewhat confident,Strongly approve,Extremely important,Unfavorable,No,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others, Women without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18131.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.4831428527832,Judy Baar Topinka (Rep),Female,White,50-59,Republican,Conservative,$75k-$100k,None,High school graduate,"Yes, I do",Yes,No,Somewhat disapprove,Very confident,Somewhat approve,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,Did not graduate from college,High school graduate or less,Disapprove,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),Women with children,Women with children,White,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
18136.0, Illinois,8.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.974116683006287,Rod Blagojevich (Dem),Male,White,45-49,Independent,Moderate,$200k or more,,College graduate,"Yes, someone else does",No,No,,Very confident,Strongly disapprove,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,College graduate,At least some college,,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
18166.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294218182563782,Rod Blagojevich (Dem),Male,White,50-59,Democratic,Conservative,$50k-$75k,Something else,College graduate,"Yes, someone else does",No,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Favorable,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,Men without children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18173.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.988236725330353,Judy Baar Topinka (Rep),Male,White,30-39,Independent,Moderate,$30k-$50k,Protestant,,,No,No,Somewhat approve,,Somewhat disapprove,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Disapprove,,,,,All others,Men without children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
18205.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.294218182563782,Rod Blagojevich (Dem),Male,White,30-39,Democratic,Liberal,$50k-$75k,Other Christian,Some college or associate degree,No one does,Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,Yes,Not so good,Not so good/Poor,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18207.0, Illinois,8.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.10425519943237,Judy Baar Topinka (Rep),Male,White,45-49,Independent,Moderate,$100k-$150k,,Postgraduate study,No one does,Yes,No,,Very confident,Strongly disapprove,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,College graduate,At least some college,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Men with children,White,English,"Cities 50,000-500,000","Cities over 50,000",13.0,Strong Republican,Collar Counties,Suburb,Urban,Urban Core,Very upscale
18239.0, Illinois,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.37059330940247,Rod Blagojevich (Dem),Female,White,60-64,Democratic,Moderate,$75k-$100k,Other Christian,Some college or associate degree,No one does,Yes,No,Somewhat disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Unfavorable,Yes,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Women with children,Women with children,White,English,Suburbs,Suburbs,13.0,Strong Republican,Collar Counties,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
18244.0, Illinois,21.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.760526299476624,Rod Blagojevich (Dem),Male,White,50-59,Democratic,Liberal,$50k-$75k,Catholic,,,No,No,Strongly disapprove,,Strongly disapprove,,,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,,,Disapprove,Disapprove,,,,,All others,Men without children,White,English,Rural,Small Cities/Rural,12.0,Unoppsed Democratic,South,Extremely Low Density Rural,Rural,Rural,Downscale
18248.0, Illinois,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.309198319911957,Rod Blagojevich (Dem),Female,,18-24,Democratic,Moderate,Under $15k,None,High school graduate,"Yes, someone else does",Yes,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Unfavorable,No,Good,Excellent/Good,,,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Women with children,Women with children,,English,Rural,Small Cities/Rural,15.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale
18280.0, Illinois,88.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.23983335494995,Judy Baar Topinka (Rep),Female,Hispanic/Latino,25-29,,,,,,,,Yes,,No answer,No answer,,,,,,Non-white female,Non-white,18-29,25-29,18-64,18-29,,,,,,,,,No answer,No answer,,,,All others,,White,English,"Cities 50,000-500,000","Cities over 50,000",16.0,Strong Republican,North,Suburb,Urban,Urban Core,Upscale
