ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,GOVGA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,BRNAGAIN,LATINO,BUSH4,IRAQWAR,NEWTPRES,STECGA,STEC2,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,WHTEVANG,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
28668.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62848591804504,Sonny Perdue (Rep),Female,White,65-74,Republican,Conservative,$100k-$150k,Yes,No,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28691.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.33773803710938,Mark Taylor (Dem),Female,Black,18-24,Democratic,Liberal,Under $15k,Yes,No,Somewhat approve,Somewhat disapprove,No,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Approve,Disapprove,Black,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28698.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47486698627472,Sonny Perdue (Rep),Female,White,50-59,Republican,Conservative,$75k-$100k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28703.0, Georgia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.360255479812622,Mark Taylor (Dem),Female,Black,45-49,Independent,Moderate,$200k or more,Yes,No,Strongly disapprove,Somewhat disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
28705.0, Georgia,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.171459257602692,Mark Taylor (Dem),Male,Black,50-59,Democratic,Liberal,$30k-$50k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
28712.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43631887435913,Mark Taylor (Dem),Male,Black,40-44,Democratic,Moderate,$75k-$100k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28723.0, Georgia,95.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.80055010318756,Sonny Perdue (Rep),Male,White,30-39,Republican,Moderate,$100k-$150k,Yes,No,Strongly approve,Strongly approve,,,,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,10.0,Strong Republican,North,Suburb,Rural,Rural,Downscale,30501.0
28735.0, Georgia,67.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.85413932800293,Other,Male,White,18-24,Something else,Liberal,$200k or more,,No,,Strongly disapprove,,,,,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,,,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
28746.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62848591804504,Sonny Perdue (Rep),Female,White,65-74,,Conservative,$30k-$50k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,No answer,White female,White female,60 or over,65 or over,65 or over,60 or over,,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Disapprove,Disapprove,White,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28747.0, Georgia,40.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.444981336593628,Sonny Perdue (Rep),Female,White,40-44,Republican,Moderate,$150k-$200k,Yes,No,Somewhat disapprove,Somewhat disapprove,,,,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
28749.0, Georgia,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.33478918671608,Mark Taylor (Dem),Male,White,25-29,Republican,Liberal,$100k-$150k,Yes,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Deported to the country they came from,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
28755.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.60843539237976,Sonny Perdue (Rep),Female,White,50-59,Republican,Moderate,$50k-$75k,No,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28759.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47486698627472,Sonny Perdue (Rep),Female,White,50-59,Independent,Moderate,$100k-$150k,No,No,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28761.0, Georgia,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.318949848413467,Mark Taylor (Dem),Female,Other,60-64,Democratic,Moderate,$15k-$30k,,No,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Other,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
28762.0, Georgia,134.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.01002585887909,Sonny Perdue (Rep),Female,White,50-59,Republican,Conservative,$75k-$100k,,No,,Somewhat approve,,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,White,Suburbs,Suburbs,8.0,Competitive,North,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30223.0
28772.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33720076084137,Sonny Perdue (Rep),Female,White,60-64,Republican,Conservative,$100k-$150k,No,,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
28783.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33766901493073,Sonny Perdue (Rep),Male,White,45-49,Independent,Moderate,$50k-$75k,Yes,No,Strongly disapprove,Strongly approve,No Answer,Good,Excellent/Good,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,White Evangelical Born Again Christians,Disapprove,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28789.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.963019490242,Mark Taylor (Dem),Female,White,18-24,Democratic,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28791.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.963019490242,Mark Taylor (Dem),Female,White,18-24,Democratic,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28800.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.33773803710938,Mark Taylor (Dem),Female,Black,18-24,Democratic,Conservative,Under $15k,Yes,No,Strongly disapprove,Strongly disapprove,Yes,Excellent,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28803.0, Georgia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.326743125915527,Mark Taylor (Dem),Male,Black,50-59,Independent,Moderate,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,Poor,Good/Not so good,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
28815.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47486698627472,Sonny Perdue (Rep),Female,White,45-49,Republican,Conservative,$50k-$75k,Yes,No,Somewhat approve,Strongly approve,Yes,Excellent,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28817.0, Georgia,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.212535038590431,Mark Taylor (Dem),Male,Other,18-24,Democratic,Moderate,$30k-$50k,,No,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Other,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
28826.0, Georgia,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.45502170920372,Mark Taylor (Dem),Female,Other,40-44,Independent,Conservative,$30k-$50k,Yes,No,Strongly approve,No answer,Yes,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Approve,No answer,Other,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
28827.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.666862308979034,Mark Taylor (Dem),Male,Black,50-59,Democratic,Moderate,$50k-$75k,No,No,Somewhat disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
28830.0, Georgia,95.0,National questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.2076735496521,Mark Taylor (Dem),Male,Hispanic/Latino,65-74,,,,,Yes,Somewhat approve,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,Approve,,Hispanic/Latino,"Cities 10,000-50,000",Small Cities/Rural,10.0,Strong Republican,North,Suburb,Rural,Rural,Downscale,30501.0
28836.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.58363473415375,Mark Taylor (Dem),Female,Black,45-49,Democratic,Liberal,$150k-$200k,Yes,No,Strongly disapprove,Somewhat approve,No,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Approve,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28837.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08515596389771,Sonny Perdue (Rep),Male,White,18-24,Republican,Conservative,Under $15k,Yes,No,Strongly approve,Somewhat approve,Yes,Excellent,Excellent/Good,Deported to the country they came from,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28849.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.33773803710938,Mark Taylor (Dem),Female,Other,65-74,Independent,Liberal,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Other,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28851.0, Georgia,40.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.49132964015007,Sonny Perdue (Rep),Female,White,65-74,Republican,Conservative,,Yes,No,Somewhat approve,Somewhat approve,,,,Deported to the country they came from,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
28855.0, Georgia,67.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.43396615982056,Mark Taylor (Dem),Male,White,18-24,Independent,Moderate,,,No,,Strongly disapprove,,,,,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,,,,,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
28859.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.33773803710938,Mark Taylor (Dem),Female,White,50-59,Democratic,Liberal,$30k-$50k,No,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28863.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21105933189392,Sonny Perdue (Rep),Female,White,30-39,Republican,Conservative,$200k or more,No,No,Strongly approve,Somewhat approve,Yes,Excellent,Excellent/Good,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,All others,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
28869.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43631887435913,Mark Taylor (Dem),Male,Black,40-44,Democratic,Moderate,$50k-$75k,No,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28873.0, Georgia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.326743125915527,Mark Taylor (Dem),Male,Black,40-44,Democratic,Moderate,$100k-$150k,Yes,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
28877.0, Georgia,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Female,Black,30-39,Something else,Moderate,$15k-$30k,,No,Somewhat disapprove,Somewhat approve,No,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Approve,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
28892.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.19310927391052,Sonny Perdue (Rep),Male,,65-74,Republican,Conservative,$50k-$75k,Yes,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Deported to the country they came from,,,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28900.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21280908584595,Sonny Perdue (Rep),Male,White,65-74,Republican,Moderate,$50k-$75k,No,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,All others,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
28901.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28469038009644,Mark Taylor (Dem),Female,Black,25-29,Something else,Moderate,$30k-$50k,Yes,No,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28904.0, Georgia,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.33478918671608,Mark Taylor (Dem),Male,White,18-24,Democratic,Moderate,$15k-$30k,No,,Strongly disapprove,Strongly disapprove,No,Poor,Good/Not so good,Deported to the country they came from,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
28917.0, Georgia,134.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.11522805690765,Sonny Perdue (Rep),Female,White,75 or over,Republican,Moderate,$15k-$30k,,,,Somewhat approve,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,Approve,White,Suburbs,Suburbs,8.0,Competitive,North,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale,30223.0
28921.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47486698627472,Sonny Perdue (Rep),Female,White,30-39,Republican,Conservative,$100k-$150k,Yes,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28924.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.875432252883911,Sonny Perdue (Rep),Male,Black,30-39,Republican,Moderate,Under $15k,Yes,No,Somewhat approve,Somewhat disapprove,No,Not so good,Good/Not so good,Deported to the country they came from,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,All others,Approve,Disapprove,Black,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28935.0, Georgia,54.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.474140673875809,Sonny Perdue (Rep),Male,,18-24,Democratic,Moderate,$100k-$150k,Yes,No,Somewhat disapprove,Strongly disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,,,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,All others,Disapprove,Disapprove,,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,High Density Urban,70s Suburbs,Urban Perimeter,Upscale,30083.0
28940.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21280908584595,Sonny Perdue (Rep),Male,White,60-64,Republican,Conservative,$200k or more,Yes,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Offered a chance to apply for legal status,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
28948.0, Georgia,67.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,3.18323755264282,Sonny Perdue (Rep),Male,Black,18-24,Democratic,Liberal,$50k-$75k,,No,,Strongly disapprove,,,,,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,,,Disapprove,Black,"Cities 50,000-500,000","Cities over 50,000",5.0,Unoppsed Democratic,Atlanta,Suburb,Urban,Urban Core,Downscale,30318.0
28950.0, Georgia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.326743125915527,Mark Taylor (Dem),Male,Hispanic/Latino,50-59,Democratic,Moderate,$50k-$75k,Yes,Yes,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,4.0,Strong Democratic,Atlanta,Suburb,70s Suburbs,Urban Perimeter,Upscale,30034.0
28952.0, Georgia,91.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43631887435913,Mark Taylor (Dem),Male,Hispanic/Latino,30-39,Independent,Moderate,$50k-$75k,No,Yes,Strongly disapprove,Strongly disapprove,No,Not so good,Good/Not so good,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,All others,Disapprove,Disapprove,Black,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,30044.0
28955.0, Georgia,98.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.65049421787262,Other,Female,White,50-59,Republican,Conservative,$200k or more,Yes,No,Strongly approve,Somewhat disapprove,No Answer,Good,Excellent/Good,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,8.0,Competitive,Central,Suburb,Rural,Rural,Very upscale,31005.0
28958.0, Georgia,40.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.36098176240921,Sonny Perdue (Rep),Female,White,25-29,Democratic,Moderate,$30k-$50k,No,No,Somewhat disapprove,Somewhat approve,,,,Deported to the country they came from,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,All others,Disapprove,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,South,Extremely Low Density Rural,Rural,Rural,Very downscale,31554.0
28967.0, Georgia,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.232801333069801,Sonny Perdue (Rep),Female,Black,18-24,Republican,Liberal,$30k-$50k,No,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,Deported to the country they came from,Non-white female,Non-white,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,All others,Approve,Approve,Black,"Cities 50,000-500,000","Cities over 50,000",12.0,Competitive,South,Suburb,Urban,Urban Core,Very downscale,31404.0
28971.0, Georgia,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.47699785232544,Sonny Perdue (Rep),Male,White,65-74,Republican,Conservative,$200k or more,Yes,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,White Evangelical Born Again Christians,Approve,Approve,White,Rural,Small Cities/Rural,9.0,Strong Republican,Central,Extremely Low Density Rural,Rural,Rural,Very downscale,30673.0
28985.0, Georgia,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01897215843201,Mark Taylor (Dem),Male,White,45-49,Independent,Conservative,$100k-$150k,No,No,Strongly approve,Strongly approve,Yes,Excellent,Excellent/Good,Deported to the country they came from,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,All others,Approve,Approve,White,Suburbs,Suburbs,7.0,Strong Republican,Atlanta Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,30518.0
