ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENME06,GOVME06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BUSH4,IRAQWAR,GUNOWNER,STECME,STEC2,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
32105.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.945729672908783,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,45-49,Independent,Conservative,$15k-$30k,Protestant,Somewhat approve,Strongly approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32134.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.887331664562225,Jean Hay Bright (Dem),Barbara Merrill (Independent),Female,White,40-44,Democratic,Liberal,$50k-$75k,Protestant,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32147.0,Maine,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.892596364021301,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,65-74,Republican,Conservative,$30k-$50k,Protestant,Somewhat approve,Strongly disapprove,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32152.0,Maine,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.811753630638123,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,65-74,Democratic,Liberal,$30k-$50k,None,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
32174.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14193391799927,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,75 or over,Democratic,Moderate,$75k-$100k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32176.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.637966632843018,Jean Hay Bright (Dem),Chandler Woodcock (Rep),Male,White,30-39,Republican,Liberal,$30k-$50k,Something else,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Something else,White Something else,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32178.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01432132720947,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,Hispanic/Latino,18-24,Republican,Moderate,$30k-$50k,Other Christian,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,No answer,Non-white male,Non-white,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,Hispanic/Latino,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32209.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.729765176773071,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,50-59,Democratic,Moderate,$75k-$100k,Protestant,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32212.0,Maine,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.890361785888672,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,40-44,Independent,Moderate,$75k-$100k,Protestant,Somewhat approve,Somewhat disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
32221.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.12760639190674,Olympia Snowe (Rep),John Baldacci (Dem),Male,,45-49,Democratic,Liberal,$150k-$200k,None,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,No answer,,,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,None,Non-White,Disapprove,Disapprove,,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32225.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.48794734477997,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,45-49,Independent,Conservative,$75k-$100k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32232.0,Maine,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00908756256104,Olympia Snowe (Rep),Barbara Merrill (Independent),,White,75 or over,Republican,Conservative,$30k-$50k,Protestant,Somewhat approve,Somewhat approve,,,,,,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32237.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.26223826408386,Did not vote,John Baldacci (Dem),Female,White,45-49,Independent,Conservative,$150k-$200k,Jewish,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Jewish,White Jewish,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32241.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.674692749977112,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Liberal,$50k-$75k,None,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32263.0,Maine,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.771866977214813,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,50-59,Democratic,Liberal,Under $15k,None,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
32264.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.804067015647888,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,45-49,Republican,Moderate,$30k-$50k,Other Christian,Somewhat disapprove,Somewhat disapprove,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32276.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.957560062408447,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,50-59,Republican,Conservative,,Protestant,Somewhat approve,Somewhat approve,Yes,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32286.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.945729672908783,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,40-44,Democratic,Liberal,$50k-$75k,Protestant,Somewhat approve,Strongly approve,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32308.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2318629026413,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,50-59,Democratic,Moderate,$200k or more,Protestant,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32315.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02473330497742,Olympia Snowe (Rep),Patricia LaMarche (Green),Male,White,18-24,Independent,Liberal,$50k-$75k,None,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,To express opposition to George W Bush,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32317.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.833863973617554,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,18-24,Something else,Moderate,,Catholic,Somewhat disapprove,Somewhat disapprove,No,Good,Excellent/Good,To express support for George W Bush,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,,,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32326.0,Maine,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.817748308181763,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,50-59,Democratic,Moderate,$50k-$75k,,Strongly disapprove,No answer,No answer,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Disapprove,No answer,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Downscale
32335.0,Maine,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08987510204315,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,50-59,Independent,Moderate,$100k-$150k,None,Strongly disapprove,Strongly disapprove,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32349.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.957560062408447,Olympia Snowe (Rep),Chandler Woodcock (Rep),Male,White,40-44,Republican,Conservative,Under $15k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32356.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.30806314945221,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,45-49,Independent,Moderate,$75k-$100k,Catholic,Strongly disapprove,Strongly disapprove,No,No Answer,No Answer,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32360.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2318629026413,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,40-44,Independent,Moderate,$200k or more,Catholic,Somewhat disapprove,Somewhat approve,No,Poor,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32372.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.804067015647888,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Conservative,$100k-$150k,Catholic,Strongly approve,Strongly approve,No,Poor,Not so good/Poor,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32387.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.674692749977112,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,65-74,Democratic,Liberal,$100k-$150k,Jewish,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32411.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11033999919891,Olympia Snowe (Rep),John Baldacci (Dem),Female,White,40-44,Democratic,Liberal,Under $15k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32421.0,Maine,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.958115518093109,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,30-39,Independent,Moderate,Under $15k,Protestant,Strongly approve,Strongly approve,,,,,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32425.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2318629026413,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,40-44,Independent,Liberal,$100k-$150k,Protestant,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32431.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.948536515235901,Olympia Snowe (Rep),Patricia LaMarche (Green),Male,White,18-24,Democratic,Liberal,$100k-$150k,None,Strongly disapprove,Strongly disapprove,No,Poor,Not so good/Poor,George W Bush was not a factor,White male,White male,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32448.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.869488000869751,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,75 or over,Republican,Moderate,Under $15k,Protestant,Strongly approve,Somewhat approve,Yes,Good,Excellent/Good,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32465.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.841425001621246,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Moderate,$50k-$75k,Catholic,Somewhat disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32467.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.555555105209351,Jean Hay Bright (Dem),Patricia LaMarche (Green),Female,White,18-24,Something else,Liberal,$15k-$30k,None,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32481.0,Maine,30.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.00762665271759,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,65-74,Independent,Moderate,$75k-$100k,Catholic,Strongly disapprove,Strongly disapprove,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32486.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29552006721497,Olympia Snowe (Rep),Barbara Merrill (Independent),Female,White,60-64,Independent,Moderate,$75k-$100k,Catholic,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32500.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.841425001621246,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Liberal,$30k-$50k,Catholic,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32508.0,Maine,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.885296881198883,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,65-74,Republican,Conservative,$15k-$30k,Catholic,Somewhat approve,Somewhat approve,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Low Density Rural,Rural,Rural,Downscale
32541.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.845617651939392,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,65-74,Republican,Conservative,,Catholic,Strongly approve,Strongly approve,Yes,Not so good,Not so good/Poor,To express support for George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Catholic,White Catholic,Approve,Approve,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32544.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.887646377086639,Jean Hay Bright (Dem),Barbara Merrill (Independent),Female,White,40-44,Democratic,Moderate,,Protestant,Strongly disapprove,Strongly disapprove,No,Not so good,Not so good/Poor,To express opposition to George W Bush,White female,White female,30-44,40-49,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32551.0,Maine,30.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.14619505405426,Olympia Snowe (Rep),Barbara Merrill (Independent),Male,White,65-74,Republican,Moderate,$75k-$100k,,,Strongly disapprove,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,,,,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32572.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.841425001621246,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,60-64,Democratic,Liberal,$50k-$75k,Protestant,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32589.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.826764523983002,Olympia Snowe (Rep),Chandler Woodcock (Rep),Female,White,50-59,Republican,Conservative,$150k-$200k,,No answer,No answer,Yes,Poor,Not so good/Poor,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,,,No answer,No answer,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
32600.0,Maine,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1335551738739,Olympia Snowe (Rep),Patricia LaMarche (Green),Female,White,40-44,Republican,Moderate,$75k-$100k,Other Christian,Somewhat disapprove,Somewhat disapprove,No,Not so good,Not so good/Poor,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Very upscale
32607.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.39688110351563,Other,Chandler Woodcock (Rep),Male,White,45-49,Independent,Moderate,$50k-$75k,None,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32631.0,Maine,30.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.888170778751373,Jean Hay Bright (Dem),John Baldacci (Dem),Female,White,65-74,Independent,Liberal,$30k-$50k,,,Strongly disapprove,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,Disapprove,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32648.0,Maine,30.0,National questionnaire,Version 2,Call 2,Not complete,Election day exit poll,0.93015331029892,Olympia Snowe (Rep),,Male,White,,,,,,,,,,,,White male,White male,,,,,,,,,,,,White,Suburbs,Suburbs,1.0,Strong Democratic,Congressional District 1,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
32661.0,Maine,34.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.684626281261444,Jean Hay Bright (Dem),Patricia LaMarche (Green),Male,White,45-49,Independent,Liberal,$30k-$50k,Other Christian,Somewhat disapprove,Strongly disapprove,Yes,Good,Excellent/Good,To express opposition to George W Bush,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Democratic,Congressional District 1,Town,Rural,Rural,Very upscale
32664.0,Maine,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.716733634471893,Jean Hay Bright (Dem),John Baldacci (Dem),Male,White,30-39,Independent,Moderate,Under $15k,Catholic,No answer,Strongly approve,Yes,Good,Excellent/Good,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,No answer,Approve,White,Rural,Small Cities/Rural,2.0,Strong Democratic,Congressional District 2,Extremely Low Density Rural,Rural,Rural,Very downscale
