ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENOH06,GOVOH06,AMD2OH,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,VOTE2004,IMPIRAQS,IMPTERRS,IMPECONS,PTYETH,ETHDEM,ETHREP,STECOH,STEC2,JOBSIT2,FALLBHND,FORBUSHS,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
17584.0,Ohio,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.94528257846832,Sherrod Brown (Dem),Ted Strickland (Dem),No,Female,White,65-74,Independent,Moderate,,Protestant,No answer,Some college or associate degree,No one does,Yes,Somewhat disapprove,Very confident,Withdraw some troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are falling behind financially,George W Bush was not a factor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,No answer,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Married women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
17648.0,Ohio,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.42129063606262,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),,Female,White,75 or over,Independent,Conservative,$30k-$50k,Protestant,More than once a week,Some college or associate degree,No one does,No,Strongly approve,Very confident,Send more troops,Somewhat approve,George W. Bush (Rep),Somewhat important,Extremely important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Good,Excellent/Good,Better today,Have just enough money to maintain your standard of living,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
17659.0,Ohio,107.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.62871968746185,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,40-44,Something else,Conservative,$100k-$150k,Something else,A few time a year,,,Yes,Somewhat approve,,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,White Something else,Ocassionally,All others,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45377.0
17679.0,Ohio,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.57797193527222,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Female,White,30-39,Republican,Conservative,$50k-$75k,Protestant,Once a week,High school graduate,"Yes, someone else does",Yes,Somewhat approve,Very confident,Maintain the same number of troops,Strongly approve,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Good,Excellent/Good,Better today,Are getting ahead financially,To express support for George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",Married women,Married women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
17722.0,Ohio,85.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28846859931946,Sherrod Brown (Dem),Ted Strickland (Dem),,Female,White,75 or over,Republican,Moderate,$15k-$30k,Protestant,More than once a week,Some college or associate degree,No one does,No,Strongly disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Did not vote,Somewhat important,Extremely important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,White,Suburbs,Suburbs,18.0,Competitive,Central,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,43056.0
17726.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6795774102211,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Hispanic/Latino,18-24,Democratic,Liberal,$15k-$30k,Catholic,A few time a year,,,No,Strongly disapprove,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,Single women,Hispanic/Latino,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
17744.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.454894989728928,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,18-24,Independent,Conservative,$15k-$30k,Other Christian,A few times a month,Some college or associate degree,No one does,No,Somewhat approve,Somewhat confident,Withdraw some troops,Strongly disapprove,Did not vote,Somewhat important,Somewhat important,Somewhat important,Only the Republican Party does,"No, the Democratic Party does not","Yes, the Republican Party does",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
17791.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.678360164165497,Sherrod Brown (Dem),Ted Strickland (Dem),,Male,White,45-49,Democratic,Moderate,$50k-$75k,,,College graduate,"Yes, someone else does",,,Not at all confident,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,Are falling behind financially,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,Not very/Not at all confident,Yes,No,"Else in HH (member in household, but not voter",,,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
17793.0,Ohio,107.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.56023061275482,Mike DeWine (Rep),Ted Strickland (Dem),No,Female,White,25-29,Democratic,Moderate,$50k-$75k,Protestant,Once a week,,,Yes,Somewhat disapprove,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,Married women,Married women,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45377.0
17855.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.20267403125763,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,40-44,Republican,Liberal,$75k-$100k,,,College graduate,No one does,,,Somewhat confident,,Somewhat approve,George W. Bush (Rep),,,,,,,,,,Are getting ahead financially,,,,,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Approve,Very/Somewhat confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
17903.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.452040582895279,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,Black,30-39,Democratic,Liberal,$75k-$100k,Something else,Once a week,High school graduate,No one does,No,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,Non-White,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
17916.0,Ohio,107.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.5504403114318799,Mike DeWine (Rep),Ted Strickland (Dem),No,Male,White,45-49,Republican,Conservative,$100k-$150k,Protestant,A few times a month,,,Yes,Somewhat approve,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45377.0
17929.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.675313115119934,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,Hispanic/Latino,30-39,Democratic,Moderate,$50k-$75k,Catholic,A few time a year,,,,Strongly disapprove,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,,Hispanic/Latino,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
17963.0,Ohio,107.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.5504403114318799,Mike DeWine (Rep),Ted Strickland (Dem),No,Male,White,45-49,Republican,Conservative,$100k-$150k,Protestant,A few times a month,,,Yes,Somewhat approve,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,,All others,Married men,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,60s Suburbs,Urban Perimeter,Upscale,45377.0
18006.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.675313115119934,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,30-39,Democratic,Liberal,$50k-$75k,Catholic,A few time a year,,,Yes,Strongly disapprove,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,Married men,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18059.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.454894989728928,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,18-24,Democratic,Moderate,$15k-$30k,None,A few time a year,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Not at all important,Not at all important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
18087.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.587876200675964,Sherrod Brown (Dem),Ted Strickland (Dem),,Female,,30-39,Democratic,Liberal,$50k-$75k,,,Some college or associate degree,"Yes, I do and someone else does",,,Not very confident,,Somewhat disapprove,Did not vote,,,,,,,,,,Have just enough money to maintain your standard of living,,,,,,,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,,Did not graduate from college,At least some college,,,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),,,,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18153.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20267403125763,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,30-39,Republican,Liberal,$100k-$150k,Catholic,Once a week,,,Yes,Somewhat approve,,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Approve,Withdraw all or some troops,Disapprove,,,,,All others,Married men,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18203.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.675231873989105,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),Yes,Male,White,45-49,Democratic,Conservative,$75k-$100k,Protestant,A few time a year,Some college or associate degree,"Yes, I do and someone else does",Yes,Somewhat approve,Very confident,Withdraw all troops,Somewhat disapprove,George W. Bush (Rep),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are getting ahead financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,Married men,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
18213.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678360164165497,Sherrod Brown (Dem),Ted Strickland (Dem),,Male,White,50-59,Democratic,,$30k-$50k,Catholic,Once a week,,,No,Strongly disapprove,,Withdraw some troops,Strongly approve,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Approve,,,,,All others,Single men,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18286.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.806251049041748,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),,Female,White,40-44,Republican,Liberal,$75k-$100k,Protestant,Once a week,,,Yes,Somewhat approve,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Approve,Same number or more troops,Approve,,,,,Married women,Married women,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18338.0,Ohio,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.187478125095367,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,Black,50-59,Democratic,Moderate,Under $15k,Protestant,A few time a year,Postgraduate study,No one does,Yes,Strongly disapprove,Not very confident,Withdraw some troops,Somewhat disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Are falling behind financially,George W Bush was not a factor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),Married women,Married women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
18356.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.63546180725098,Mike DeWine (Rep),J. Kenneth Blackwell (Rep),No,Male,White,65-74,Independent,Moderate,$75k-$100k,,,Postgraduate study,No one does,,,Very confident,,Strongly approve,George W. Bush (Rep),,,,,,,,,,Are getting ahead financially,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,,,,,College graduate,At least some college,,,Approve,Very/Somewhat confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18421.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.641984701156616,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,30-39,Democratic,Conservative,Under $15k,Other Christian,Once a week,,,No,Strongly approve,,Withdraw some troops,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,,,Approve,Withdraw all or some troops,Approve,,,,,All others,Single women,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18439.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.423813372850418,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,45-49,Democratic,Liberal,Under $15k,Protestant,A few time a year,Some college or associate degree,"Yes, I do and someone else does",No,Strongly disapprove,Not at all confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Extremely important,Extremely important,Extremely important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Poor,Not so good/Poor,Worse today,Are falling behind financially,To express opposition to George W Bush,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,Single men,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
18459.0,Ohio,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.219299003481865,Sherrod Brown (Dem),J. Kenneth Blackwell (Rep),Yes,Male,Black,25-29,Something else,Moderate,$15k-$30k,Other Christian,A few time a year,High school graduate,"Yes, I do",No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Not at all important,Somewhat important,Somewhat important,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Better today,Have just enough money to maintain your standard of living,George W Bush was not a factor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white male,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
18492.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.675313115119934,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,White,30-39,Democratic,Conservative,$15k-$30k,,,College graduate,No one does,,,Somewhat confident,,Somewhat disapprove,John Kerry (Dem),,,,,,,,,,Are falling behind financially,,,,,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18558.0,Ohio,65.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.197210997343063,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Male,Black,30-39,Independent,Conservative,$30k-$50k,None,A few time a year,Some college or associate degree,No one does,Yes,Strongly disapprove,Not very confident,Withdraw all troops,Somewhat disapprove,John Kerry (Dem),Somewhat important,Somewhat important,Somewhat important,Neither does,"No, the Democratic Party does not","No, the Republican Part does not",Not so good,Not so good/Poor,About the same,Have just enough money to maintain your standard of living,George W Bush was not a factor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,Married men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
18561.0,Ohio,90.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.534915089607239,Sherrod Brown (Dem),,Yes,Male,White,50-59,Democratic,Liberal,$30k-$50k,,,Some college or associate degree,No one does,,,Not very confident,,Strongly disapprove,John Kerry (Dem),,,,,,,,,,Are falling behind financially,,,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,Did not graduate from college,At least some college,,,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),,,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18600.0,Ohio,65.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.199774354696274,Did not vote,Ted Strickland (Dem),Yes,Female,Black,18-24,,,,,,,,,No answer,,,,,,,,,,,Excellent,Excellent/Good,No Answer,No Answer,To express opposition to George W Bush,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,18-24,18-64,18-29,,,,,,,,,,No answer,,,,,,,All others,,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Southwest,Suburb,Urban,Urban Core,Very downscale,45232.0
18649.0,Ohio,90.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.641984701156616,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,Female,White,30-39,Democratic,Conservative,$50k-$75k,None,A few time a year,,,Yes,Somewhat approve,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Ocassionally,All others,,,Approve,Withdraw all or some troops,Disapprove,,,,,Married women,Married women,White,Suburbs,Suburbs,13.0,Competitive,Northeast,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,44055.0
18657.0,Ohio,21.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.41088205575943,Sherrod Brown (Dem),Ted Strickland (Dem),Yes,,White,50-59,Democratic,Moderate,Under $15k,None,Never,Did not complete high school,No one does,Yes,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,John Kerry (Dem),Somewhat important,No answer,No answer,Only the Democratic Party does,"Yes, the Democratic Party does","No, the Republican Part does not",Not so good,Not so good/Poor,Worse today,Are falling behind financially,George W Bush was not a factor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,,White,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Cuyahoga County,High Density Urban,Urban,Urban Core,Very downscale,44110.0
