ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMD06,GOVMD06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,MARRIED,CHILD,BUSH4,COUNTACC,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,DESCRIBS,RACEREL,STECMD,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,COUNT2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
29597.0, Maryland,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.606160342693329,Michael Steele (Rep),Robert Ehlich (Rep),Female,Black,50-59,Democratic,Conservative,$75k-$100k,Catholic,Once a week,Postgraduate study,No one does,Yes,No,Somewhat disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0
29613.0, Maryland,138.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.720399022102356,Ben Cardin (Dem),Martin O'Malley (Dem),Male,,50-59,Democratic,Moderate,,Catholic,A few time a year,College graduate,No one does,Yes,No,Strongly disapprove,Very confident,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,,,45-59,50-64,18-64,30-59,Democratic,,,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Rest of State,Low Density Rural,Rural,Rural,Downscale,21811.0
29614.0, Maryland,115.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.91679435968399,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,30-39,Democratic,Moderate,$100k-$150k,Catholic,No answer,College graduate,No one does,Yes,Yes,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Somewhat important,I like my candidate but with reservations,Neither does,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,No answer,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,DC Suburbs,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20782.0
29621.0, Maryland,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.718203127384186,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,30-39,Something else,Liberal,$30k-$50k,Something else,More than once a week,Postgraduate study,"Yes, I do",No,No,Somewhat disapprove,Very confident,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Not at all important,Not at all important,I like my candidate but with reservations,Neither does,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,5.0,Strong Democratic,Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,20616.0
29647.0, Maryland,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.803808450698853,Michael Steele (Rep),Did not vote,Male,White,45-49,Republican,Conservative,$150k-$200k,Jewish,A few time a year,Postgraduate study,"Yes, someone else does",Yes,Yes,Strongly approve,Somewhat confident,Withdraw some troops,Strongly approve,Somewhat important,Extremely important,Somewhat important,Not at all important,I strongly favor my candidate,Only the Republican Party,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express support for George W Bush,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Jewish,White Jewish,Ocassionally,All others,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
29649.0, Maryland,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.908252954483032,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,50-59,Independent,Moderate,$75k-$100k,Protestant,More than once a week,Postgraduate study,No one does,Yes,Yes,Strongly disapprove,Somewhat confident,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I dislike the other candidate,Neither does,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,Black,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,21904.0
29655.0, Maryland,120.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.55748760700226,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,18-24,Democratic,Liberal,$30k-$50k,Other Christian,Once a week,Some college or associate degree,"Yes, I do",Yes,No,Somewhat disapprove,Very confident,Maintain the same number of troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Neither does,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20748.0
29658.0, Maryland,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02283430099487,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,65-74,Democratic,Moderate,$50k-$75k,Other Christian,A few time a year,Postgraduate study,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Only the Democratic Party,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21032.0
29671.0, Maryland,30.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.846343398094177,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,30-39,Democratic,Moderate,$50k-$75k,Something else,A few time a year,College graduate,No one does,Yes,Yes,Strongly disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Somewhat important,I like my candidate but with reservations,Neither does,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,21136.0
29673.0, Maryland,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.938592612743378,,Martin O'Malley (Dem),Male,White,18-24,Independent,Moderate,,Other Christian,No answer,High school graduate,No one does,No,No,Somewhat approve,Somewhat confident,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Extremely important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,No answer,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21237.0
29674.0, Maryland,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.648980915546417,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,30-39,Democratic,Liberal,$15k-$30k,None,Never,Some college or associate degree,No one does,No,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Only the Democratic Party,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,Never,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,Black,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21211.0
29681.0, Maryland,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.542467415332794,Ben Cardin (Dem),Martin O'Malley (Dem),Male,Black,50-59,Democratic,Liberal,$50k-$75k,Other Christian,A few times a month,High school graduate,"Yes, I do",No,No,Strongly disapprove,Not very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Only the Democratic Party,Not so good,Not so good/Poor,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,To express opposition to George W Bush,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Not very/Not at all confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Single men,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,20874.0
29687.0, Maryland,14.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.884580075740814,Michael Steele (Rep),Robert Ehlich (Rep),Female,Black,40-44,Republican,,$200k or more,Catholic,A few times a month,,,Yes,Yes,Strongly approve,,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,,Married women,Women with children,Married with children,Married women with children,Women with children,Married women,Black,Suburbs,Suburbs,5.0,Strong Democratic,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21037.0
29689.0, Maryland,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.52862882614136,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,40-44,Republican,Conservative,,Catholic,A few time a year,College graduate,No one does,Yes,Yes,Somewhat approve,Not at all confident,No answer,Somewhat disapprove,Not at all important,Not at all important,Somewhat important,Not at all important,I strongly favor my candidate,Neither does,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,30-44,40-49,18-64,30-59,Republican,,,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,No answer,Disapprove,Not very/Not at all confident,No,No,No (no union member in household),All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21082.0
29690.0, Maryland,89.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.51156783103943,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,65-74,Democratic,Liberal,$75k-$100k,None,Never,College graduate,"Yes, I do and someone else does",Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Only the Democratic Party,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,8.0,Strong Democratic,DC Suburbs,High Density Urban,70s Suburbs,Urban Perimeter,Very upscale,20852.0
29692.0, Maryland,109.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.757384538650513,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,30-39,Independent,Moderate,$100k-$150k,Other Christian,A few time a year,,,Yes,Yes,Strongly disapprove,,No answer,Strongly disapprove,,,,,,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,,,Disapprove,No answer,Disapprove,,,,,All others,All others,Married with children,All men,Men with children,Married men,White,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,Suburb,80s Suburbs,Urban Perimeter,Very upscale,20721.0
29697.0, Maryland,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07717955112457,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,45-49,Republican,Moderate,$50k-$75k,Something else,A few times a month,College graduate,"Yes, I do",Yes,No,Somewhat approve,Somewhat confident,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,5.0,Strong Democratic,Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,20616.0
29700.0, Maryland,60.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.07694363594055,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,65-74,,,,,,,,Yes,No,Strongly disapprove,Very confident,,,,,,,I strongly favor my candidate,Only the Democratic Party,Excellent,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,Very/Somewhat confident,,,,All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,21904.0
29715.0, Maryland,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07717955112457,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,50-59,Republican,Conservative,$100k-$150k,Other Christian,A few times a month,High school graduate,No one does,Yes,Yes,No answer,Somewhat confident,Withdraw all troops,No answer,Somewhat important,Somewhat important,Extremely important,Extremely important,No Answer,Both do,No Answer,No Answer, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,No answer,Withdraw all or some troops,No answer,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Rest of State,Suburb,Rural,Rural,Very downscale,21740.0
29721.0, Maryland,24.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.828154802322388,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,50-59,Independent,Moderate,$30k-$50k,Catholic,A few time a year,High school graduate,"Yes, I do and someone else does",Yes,No,Somewhat approve,Somewhat confident,Send more troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,I like my candidate but with reservations,Only the Democratic Party,Good,Excellent/Good,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,2.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21237.0
29724.0, Maryland,15.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.44354236125946,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Something else,A few times a month,,,No,No,Strongly disapprove,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,,,,,All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,7.0,Unoppsed Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Downscale,21244.0
29726.0, Maryland,138.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.64559757709503,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,65-74,Republican,Conservative,$75k-$100k,Catholic,More than once a week,Postgraduate study,No one does,Yes,No,Strongly approve,Very confident,Withdraw some troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Rest of State,Low Density Rural,Rural,Rural,Downscale,21811.0
29730.0, Maryland,120.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14836120605469,Ben Cardin (Dem),Martin O'Malley (Dem),Female,Black,45-49,Independent,Moderate,$50k-$75k,,A few times a month,College graduate,"Yes, I do and someone else does",No,No,Somewhat disapprove,Very confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,I like my candidate but with reservations,Both do,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,Non-white female,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,Yes,I am (voter is member),All others,All others,All others,Other women, Women without children,Single women,Black,Suburbs,Suburbs,4.0,Strong Democratic,DC Suburbs,High Density Urban,60s Suburbs,Urban Perimeter,Downscale,20748.0
29731.0, Maryland,27.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.843874871730804,Michael Steele (Rep),Martin O'Malley (Dem),Female,Black,30-39,Independent,Conservative,,Other Christian,Once a week,Some college or associate degree,No one does,Yes,No,Somewhat disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,I strongly favor my candidate,Neither does,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,George W Bush was not a factor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,,,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Urban Perimeter,Very upscale,21208.0
29734.0, Maryland,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.83281284570694,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,50-59,Democratic,Liberal,$150k-$200k,Protestant,A few times a month,Postgraduate study,No one does,Yes,No,Strongly disapprove,Somewhat confident,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,3.0,Strong Democratic,Baltimore Suburbs,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,21032.0
29752.0, Maryland,63.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3661564588546802,Michael Steele (Rep),Robert Ehlich (Rep),Male,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,A few times a month,High school graduate,No one does,Yes,No,Somewhat disapprove,Very confident,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Somewhat important,I like my candidate but with reservations,Both do,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,5.0,Strong Democratic,Rest of State,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale,20616.0
29754.0, Maryland,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.62655645608902,Ben Cardin (Dem),Martin O'Malley (Dem),Female,White,30-39,Democratic,Moderate,$50k-$75k,Other Christian,Once a week,Did not complete high school,No one does,Yes,Yes,Somewhat approve,Very confident,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,I strongly favor my candidate,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities over 500,000","Cities over 50,000",3.0,Strong Democratic,Baltimore City,High Density Urban,Urban,Urban Core,Very downscale,21211.0
29755.0, Maryland,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.48029255867004,Michael Steele (Rep),Robert Ehlich (Rep),Female,White,50-59,Republican,Moderate,$75k-$100k,Protestant,A few time a year,College graduate,No one does,Yes,Yes,Somewhat approve,Somewhat confident,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Extremely important,I like my candidate but with reservations,Both do,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Very/Somewhat confident,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,21082.0
29759.0, Maryland,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.876869797706604,Ben Cardin (Dem),Martin O'Malley (Dem),Male,White,50-59,Democratic,Moderate,,Catholic,Once a week,Some college or associate degree,"Yes, someone else does",Yes,No,Strongly disapprove,Very confident,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Neither does,Good,Excellent/Good, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Very/Somewhat confident,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Republican,Baltimore Suburbs,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,21904.0
