ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWI06,GOVWI06,AMD1WI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORR,FEINPRES,STECWI,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
35137.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.728915214538574,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,Hispanic/Latino,18-24,Democratic,Liberal,$100k-$150k,Protestant,A few times a month,High school graduate,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Not at all important,Somewhat important,Yes,Good,Excellent/Good,Non-white male,Non-white,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Hispanic/Latino,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35148.0,Wisconsin,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.74177622795105,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,40-44,Republican,Conservative,$50k-$75k,Other Christian,A few times a month,Some college or associate degree,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Yes,Not so good,Not so good/Poor,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
35154.0,Wisconsin,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.51024067401886,Robert Lorge (Rep),Mark Green (Rep),No,Male,White,50-59,Republican,Conservative,$150k-$200k,Protestant,A few time a year,College graduate,"Yes, I do and someone else does",Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,7.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale,54403.0
35155.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.964708745479584,Herb Kohl (Dem),Mark Green (Rep),No,Male,White,45-49,Independent,Moderate,$75k-$100k,Other Christian,Never,Some college or associate degree,No one does,Strongly approve,Somewhat approve,Extremely important,Extremely important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35167.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,Asian,18-24,Something else,Moderate,Under $15k,Something else,Never,High school graduate,No one does,Somewhat disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,No Answer,Not so good,Not so good/Poor,Non-white female,Non-white,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Something else,Non-White,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Asian,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
35170.0,Wisconsin,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.932036340236664,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,60-64,Republican,Conservative,$75k-$100k,Catholic,More than once a week,Some college or associate degree,No one does,Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
35180.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.597377717494965,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,50-59,Republican,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,"Yes, I do and someone else does",Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35185.0,Wisconsin,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01737534999847,Herb Kohl (Dem),Jim Doyle (Dem),Did not vote,Male,White,18-24,Democratic,Liberal,Under $15k,None,Never,Some college or associate degree,"Yes, I do",Strongly disapprove,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
35198.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Democratic,Liberal,$150k-$200k,Other Christian,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35200.0,Wisconsin,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1884169578552197,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,50-59,,,,Other Christian,No answer,,No one does,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,,,,Protestant/Other Christian,White Protestant/Other Christian,No answer,All others,,,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,7.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale,54403.0
35209.0,Wisconsin,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.740742027759552,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,45-49,Republican,,$100k-$150k,Catholic,Once a week,High school graduate,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
35218.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.972103536128998,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,25-29,Democratic,Liberal,$50k-$75k,Other Christian,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,No,Not so good,Not so good/Poor,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35227.0,Wisconsin,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.71575927734375,Herb Kohl (Dem),Mark Green (Rep),Yes,Male,White,60-64,Independent,Conservative,$50k-$75k,None,A few time a year,Postgraduate study,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,None,White None,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
35229.0,Wisconsin,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.723695039749146,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,65-74,Democratic,Moderate,,Catholic,A few time a year,High school graduate,"Yes, I do",Somewhat approve,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
35231.0,Wisconsin,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.10695242881775,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,18-24,,Moderate,$75k-$100k,Catholic,A few time a year,Some college or associate degree,No one does,Somewhat disapprove,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
35235.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01794505119324,Robert Lorge (Rep),Mark Green (Rep),No,Female,Asian,30-39,Something else,Moderate,$50k-$75k,Catholic,Once a week,Some college or associate degree,"Yes, I do",Somewhat disapprove,Somewhat disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,Non-white female,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,Non-White,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Asian,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35239.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.728915214538574,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,25-29,Independent,Moderate,,Other Christian,A few time a year,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No Answer,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
35244.0,Wisconsin,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.770715892314911,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,50-59,Republican,Conservative,,Catholic,A few times a month,Postgraduate study,No one does,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,Not so good,Not so good/Poor,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
35253.0,Wisconsin,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.641642451286316,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Male,White,30-39,Something else,Moderate,$15k-$30k,Other Christian,A few times a month,High school graduate,No one does,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Not so good,Not so good/Poor,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
35257.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Something else,Liberal,$75k-$100k,Something else,A few time a year,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35259.0,Wisconsin,96.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.561521530151367,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,50-59,Republican,Conservative,$50k-$75k,,,College graduate,No one does,,Strongly approve,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,,,College graduate,At least some college,,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,53072.0
35277.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.69361352920532,Other,Mark Green (Rep),No,Female,White,30-39,Republican,Moderate,$30k-$50k,Protestant,A few times a month,College graduate,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35289.0,Wisconsin,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.740742027759552,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,30-39,Republican,Conservative,,Mormon/LDS,No answer,Postgraduate study,No one does,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Excellent,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,No answer,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
35304.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.620353817939758,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,30-39,Democratic,Moderate,$200k or more,Something else,A few time a year,College graduate,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Something else,White Something else,Ocassionally,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
35307.0,Wisconsin,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.727898299694061,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,30-39,Republican,Conservative,$75k-$100k,Other Christian,More than once a week,College graduate,No one does,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
35322.0,Wisconsin,61.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.48942291736603,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,White,45-49,Republican,Moderate,$150k-$200k,Protestant,A few times a month,College graduate,No one does,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,8.0,Competitive,Northeast,Suburb,70s Suburbs,Urban Perimeter,Very upscale,54914.0
35323.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Something else,Liberal,Under $15k,Catholic,A few time a year,College graduate,"Yes, I do",Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Not at all important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35326.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15789604187012,Herb Kohl (Dem),Jim Doyle (Dem),Yes,Female,Black,30-39,,Moderate,$30k-$50k,None,Never,High school graduate,"Yes, someone else does",Somewhat approve,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,Non-white female,Non-white,30-44,30-39,18-64,30-59,,Less than $50k,Less than $100k,None,Non-White,Never,All others,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",Black,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35333.0,Wisconsin,55.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.802626669406891,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,65-74,Republican,Conservative,,Catholic,Once a week,High school graduate,No one does,Somewhat approve,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,No,Excellent,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Strong Republican,Milwaukee,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53154.0
35336.0,Wisconsin,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.948776423931122,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,30-39,Democratic,Liberal,$50k-$75k,None,Never,College graduate,"Yes, someone else does",Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Yes,Not so good,Not so good/Poor,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,South,Suburb,Urban,Urban Core,Upscale,53546.0
35340.0,Wisconsin,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.813668549060822,Herb Kohl (Dem),Mark Green (Rep),No,Male,White,65-74,Republican,Moderate,$30k-$50k,Catholic,A few time a year,High school graduate,No one does,Somewhat approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Rural,Rural,Upscale,54935.0
35353.0,Wisconsin,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.740742027759552,Robert Lorge (Rep),Mark Green (Rep),Yes,Female,White,45-49,Republican,Conservative,$200k or more,Protestant,Once a week,Postgraduate study,No one does,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53012.0
35370.0,Wisconsin,10.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.832148015499115,Herb Kohl (Dem),Mark Green (Rep),Yes,Female,White,75 or over,Republican,Moderate,,Protestant,Once a week,Some college or associate degree,No one does,Strongly approve,Somewhat approve,Somewhat important,Extremely important,Somewhat important,No answer,No,No Answer,No Answer,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,7.0,Strong Democratic,Northwest,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,54729.0
35371.0,Wisconsin,17.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.645456194877625,Herb Kohl (Dem),Jim Doyle (Dem),No,Male,White,50-59,Democratic,Conservative,$100k-$150k,Protestant,A few times a month,High school graduate,"Yes, I do",Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Democratic,South,Extremely High Density Urban,Urban,Urban Core,Very downscale,53715.0
35376.0,Wisconsin,14.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.0430052280426,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,25-29,Independent,Liberal,$50k-$75k,Protestant,Once a week,College graduate,No one does,Strongly approve,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Good,Excellent/Good,White male,White male,18-29,25-29,18-64,18-29,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,80s Suburbs,Urban Perimeter,Very upscale,53597.0
35384.0,Wisconsin,66.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.727898299694061,Robert Lorge (Rep),Mark Green (Rep),Yes,Male,White,30-39,Republican,Conservative,$30k-$50k,Catholic,Once a week,Some college or associate degree,No one does,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Milwaukee Vicinity,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale,53074.0
35387.0,Wisconsin,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.700567066669464,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,18-24,Democratic,Liberal,$150k-$200k,None,Never,Some college or associate degree,No one does,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Not so good,Not so good/Poor,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,$100k or more,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Democratic,South,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,53511.0
35399.0,Wisconsin,82.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.766265332698822,Herb Kohl (Dem),Jim Doyle (Dem),No,Female,White,60-64,Independent,Moderate,,Catholic,Once a week,Postgraduate study,No one does,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,No,Good,Excellent/Good,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,Milwaukee Vicinity,Suburb,Urban,Urban Core,Downscale,53081.0
