ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNV06,GOVNV06,QUES6NV,QUES7NV,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,LATINO,BUSH4,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPIMMIGS,SAFER06,MOVETONV,REIDJOB,REIDJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
25917.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.84193658828735,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Male,White,50-59,Something else,Conservative,$50k-$75k,,No one does,No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
25948.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.701780915260315,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,White,25-29,Democratic,Liberal,$15k-$30k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White female,White female,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
25953.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.581052243709564,John Ensign (Rep),Dina Titus (Dem),Yes,No,Female,White,45-49,Republican,Conservative,$100k-$150k,College graduate,No one does,No,Somewhat approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
25961.0,Nevada,40.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.835828423500061,Jack Carter (Dem),Jim Gibbons (Rep),Yes,Yes,Female,White,30-39,Democratic,Conservative,$15k-$30k,High school graduate,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Extremely important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
25970.0,Nevada,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.705367505550385,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,75 or over,Independent,Moderate,$50k-$75k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada in the last four years,Strongly approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
25975.0,Nevada,59.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.6196174621582,John Ensign (Rep),Jim Gibbons (Rep),Yes,Yes,Female,White,40-44,Independent,Moderate,$75k-$100k,Some college or associate degree,No one does,No,Somewhat disapprove,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Approve,No,No,No (no union member in household),White,English,Rural,Small Cities/Rural,2.0,Competitive,Clark County,Extremely Low Density Rural,Rural,Rural,Upscale
25982.0,Nevada,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.2549295425415,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Male,White,75 or over,Republican,Conservative,$30k-$50k,Some college or associate degree,No one does,No,Somewhat approve,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,No Answer,No Answer,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,Suburbs,Suburbs,3.0,Competitive,Rural Counties,Suburb,80s Suburbs,Urban Perimeter,Very downscale
25990.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.798111855983734,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,18-24,Democratic,Liberal,$30k-$50k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White male,White male,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26001.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.772543907165527,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,60-64,Democratic,Liberal,$150k-$200k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26009.0,Nevada,40.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.78693687915802,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,Hispanic/Latino,30-39,,,,,,Yes,Somewhat approve,,,,,,Safer from terrorism,I moved to Nevada five to 10 years ago,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,,,,,,Approve,,,,,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
26010.0,Nevada,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21206903457642,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,30-39,Democratic,Liberal,$15k-$30k,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada in the last four years,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
26032.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,2.05369806289673,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Female,Hispanic/Latino,75 or over,Republican,Liberal,Under $15k,High school graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
26035.0,Nevada,28.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.668498635292053,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,White,30-39,Democratic,Moderate,$200k or more,Postgraduate study,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,I was born in Nevada,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
26057.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.817814826965332,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,White,45-49,Democratic,Moderate,$75k-$100k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26081.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.616272151470184,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,Hispanic/Latino,30-39,Democratic,Conservative,$50k-$75k,Some college or associate degree,"Yes, I do",Yes,Somewhat disapprove,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I was born in Nevada,Somewhat approve,Approve,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26088.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.778203904628754,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Male,White,30-39,Republican,Conservative,$15k-$30k,Some college or associate degree,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I was born in Nevada,Somewhat disapprove,Disapprove,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26092.0,Nevada,40.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.82543957233429,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,Hispanic/Latino,25-29,Democratic,Moderate,$50k-$75k,High school graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Somewhat disapprove,Disapprove,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,Spanish,Suburbs,Suburbs,1.0,Strong Democratic,Rural Counties,Extremely High Density Urban,70s Suburbs,Urban Perimeter,Very downscale
26111.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00992548465729,,Dina Titus (Dem),Yes,Yes,Male,White,30-39,Democratic,Liberal,$50k-$75k,Postgraduate study,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26123.0,Nevada,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.21206903457642,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,40-44,Democratic,Moderate,$100k-$150k,College graduate,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
26163.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.66851133108139,John Ensign (Rep),Jim Gibbons (Rep),Yes,No,Female,,30-39,Republican,Conservative,$75k-$100k,Some college or associate degree,No one does,No,Somewhat approve,Strongly approve,Somewhat important,Extremely important,Extremely important,Somewhat important,Safer from terrorism,I was born in Nevada,Strongly disapprove,Disapprove,,,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26194.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.73396170139313,Jack Carter (Dem),Did not vote,Yes,Yes,Male,Black,65-74,Democratic,Moderate,$30k-$50k,College graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Not at all important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Black,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
26200.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.824785947799683,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,Asian,50-59,Independent,Moderate,$100k-$150k,College graduate,No one does,No,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Asian,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26216.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.85713917016983,John Ensign (Rep),Jim Gibbons (Rep),No,No,Male,White,30-39,Republican,Conservative,$75k-$100k,Postgraduate study,No one does,No,Strongly approve,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly disapprove,Disapprove,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26218.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947751820087433,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,45-49,Republican,Conservative,$30k-$50k,Some college or associate degree,No one does,No,Strongly approve,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26273.0,Nevada,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00486516952515,John Ensign (Rep),Dina Titus (Dem),Yes,Yes,Female,Other,30-39,Democratic,Moderate,$50k-$75k,High school graduate,"Yes, I do",No,Strongly disapprove,Somewhat approve,Extremely important,Extremely important,Extremely important,Not at all important,Safer from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,Yes,Yes,I am (voter is member),Other,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
26286.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.969184577465057,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Female,Black,25-29,Democratic,Moderate,$50k-$75k,Some college or associate degree,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Less safe from terrorism,I moved to Nevada five to 10 years ago,Strongly approve,Approve,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",Black,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26294.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.588716328144073,Jack Carter (Dem),Dina Titus (Dem),No,No,,Asian,30-39,Democratic,Moderate,$50k-$75k,Postgraduate study,No one does,No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Asian,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26299.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.858158230781555,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,60-64,Republican,Conservative,$30k-$50k,Some college or associate degree,No one does,No,Strongly approve,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26318.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.866927862167358,Jack Carter (Dem),Dina Titus (Dem),Yes,No,Male,White,50-59,Democratic,Liberal,$30k-$50k,High school graduate,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
26347.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.678492307662964,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,30-39,Democratic,Liberal,$75k-$100k,College graduate,No one does,No,Strongly disapprove,No answer,Extremely important,Not at all important,Somewhat important,Not at all important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,No answer,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26362.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.53909820318222,John Ensign (Rep),Dina Titus (Dem),Yes,Yes,Female,White,75 or over,Democratic,Moderate,Under $15k,Some college or associate degree,No one does,,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26402.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.767986655235291,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,Hispanic/Latino,25-29,Democratic,Moderate,$50k-$75k,High school graduate,No one does,Yes,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,I was born in Nevada,Strongly disapprove,Disapprove,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26425.0,Nevada,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.35689973831177,John Ensign (Rep),Dina Titus (Dem),No,No,Female,White,30-39,Democratic,Liberal,$100k-$150k,Some college or associate degree,No one does,No,Strongly disapprove,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I moved to Nevada five to 10 years ago,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",1.0,Strong Democratic,Rural Counties,High Density Urban,Urban,Urban Core,Very upscale
26433.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.961132824420929,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Male,Hispanic/Latino,30-39,Republican,Moderate,$75k-$100k,Did not complete high school,No one does,Yes,Somewhat approve,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly disapprove,Disapprove,Non-white male,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),Hispanic/Latino,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26434.0,Nevada,77.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.646493017673492,Jack Carter (Dem),Dina Titus (Dem),No,Yes,Male,Hispanic/Latino,25-29,Republican,Moderate,$50k-$75k,College graduate,No one does,Yes,Somewhat disapprove,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Safer from terrorism,I was born in Nevada,Somewhat approve,Approve,Non-white male,Non-white,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,High Density Urban,Urban,Urban Core,Upscale
26441.0,Nevada,64.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19690358638763,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Male,White,75 or over,Democratic,,$15k-$30k,Did not complete high school,No one does,No,Strongly disapprove,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada in the last four years,Somewhat disapprove,Disapprove,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),White,English,"Cities 10,000-50,000",Small Cities/Rural,2.0,Competitive,Clark County,Low Density Rural,Rural,Rural,Very downscale
26500.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.961132824420929,John Ensign (Rep),Jim Gibbons (Rep),No,Yes,Male,White,50-59,Republican,Conservative,$50k-$75k,Some college or associate degree,No one does,No,Somewhat approve,Somewhat approve,Not at all important,Not at all important,Not at all important,Not at all important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
26507.0,Nevada,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.652882218360901,Jack Carter (Dem),Dina Titus (Dem),Yes,Yes,Female,Other,50-59,Something else,Moderate,$30k-$50k,Some college or associate degree,"Yes, I do and someone else does",No,Strongly disapprove,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Less safe from terrorism,I moved to Nevada more than 10 years ago,Strongly approve,Approve,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),Other,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Competitive,Washoe County,Low Density Rural,Urban,Urban Core,Upscale
26560.0,Nevada,53.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.947751820087433,John Ensign (Rep),Jim Gibbons (Rep),No,No,Female,White,45-49,Republican,Conservative,$30k-$50k,College graduate,No one does,No,Strongly approve,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Safer from terrorism,I moved to Nevada more than 10 years ago,Somewhat disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),White,English,"Cities over 500,000","Cities over 50,000",3.0,Competitive,Rural Counties,High Density Urban,Urban,Urban Core,Downscale
