ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMN06,GOVMN06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCRIMES,IMPVALUES,TIMESEN,TIMESEN3D,TIMESENWK,UNFRMN06,UNFRKLOB,UNFRKENN,VOTE2004,FORBUSHS,STECMN,STEC2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
25758.0,Minnesota,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.889089286327362,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,Hispanic/Latino,25-29,Democratic,Liberal,$150k-$200k,Catholic,A few time a year,Postgraduate study,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Minneapolis/St. Paul,Suburb,Urban,Urban Core,Very upscale,55441.0
25759.0,Minnesota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.587118029594421,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,75 or over,Independent,Moderate,$150k-$200k,Protestant,Once a week,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
25765.0,Minnesota,7.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.822719156742096,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,25-29,Democratic,Moderate,$75k-$100k,Other Christian,A few time a year,,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Twin City Suburbs,Suburb,60s Suburbs,Urban Perimeter,Upscale,55432.0
25769.0,Minnesota,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.20625686645508,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Male,White,65-74,Independent,Moderate,$50k-$75k,Catholic,A few time a year,College graduate,No,Strongly disapprove,No answer,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
25784.0,Minnesota,25.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.04339981079102,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,40-44,Republican,Moderate,$150k-$200k,Protestant,Once a week,Postgraduate study,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Women with children,Women with children,White,Suburbs,Suburbs,4.0,Strong Democratic,Twin City Suburbs,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,55076.0
25795.0,Minnesota,49.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.429671198129654,Amy Klobuchar (Dem),Peter Hutchinson (Independence),Female,White,60-64,Independent,Liberal,Under $15k,,,Postgraduate study,No,,,Strongly disapprove,,,,,,,,,,,,John Kerry (Dem),,,,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,,College graduate,At least some college,,,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
25802.0,Minnesota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80004620552063,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,40-44,Independent,Moderate,$50k-$75k,Protestant,A few times a month,Postgraduate study,No,Strongly approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Neither did,"No, Klobuchar did not","No, Kennedy did not",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55405.0
25809.0,Minnesota,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.835809528827667,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Other Christian,More than once a week,College graduate,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,Suburb,60s Suburbs,Urban Perimeter,Very upscale,55427.0
25829.0,Minnesota,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09611237049103,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Female,White,50-59,Republican,Moderate,$100k-$150k,Protestant,A few time a year,Some college or associate degree,Yes,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Minneapolis/St. Paul,Suburb,Urban,Urban Core,Very upscale,55441.0
25832.0,Minnesota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.773204028606415,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,65-74,Independent,Conservative,$100k-$150k,Protestant,More than once a week,High school graduate,No,Somewhat approve,Send more troops,Somewhat approve,Not at all important,Somewhat important,Somewhat important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
25837.0,Minnesota,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.712049663066864,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,Once a week,,No,Somewhat disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,2.0,Competitive,Twin City Suburbs,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55033.0
25839.0,Minnesota,75.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14759337902069,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,65-74,Democratic,Moderate,$30k-$50k,Catholic,More than once a week,,Yes,Strongly approve,No answer,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Approve,No answer,Approve,Women with children,Women with children,White,Suburbs,Suburbs,7.0,Strong Democratic,West,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,56542.0
25840.0,Minnesota,7.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.815653920173645,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Black,50-59,Democratic,Moderate,$30k-$50k,Catholic,A few time a year,,No,Somewhat disapprove,Withdraw some troops,Strongly approve,,,,,,,,,,,,,,,,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Approve,All others,Men without children,Black,Suburbs,Suburbs,5.0,Strong Democratic,Twin City Suburbs,Suburb,60s Suburbs,Urban Perimeter,Upscale,55432.0
25847.0,Minnesota,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46651089191437,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,60-64,Republican,Conservative,$100k-$150k,Catholic,More than once a week,Some college or associate degree,No,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Very important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),To express support for George W Bush,Excellent,Excellent/Good,White male,White male,60 or over,50-64,18-64,60 or over,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
25875.0,Minnesota,49.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.460353910923004,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,60-64,Democratic,Conservative,$200k or more,,,High school graduate,No,,,Strongly disapprove,,,,,,,,,,,,John Kerry (Dem),,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
25898.0,Minnesota,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.94732844829559,Other,Tim Pawlenty (Rep),Male,White,50-59,Republican,Moderate,$100k-$150k,Other Christian,Never,Some college or associate degree,Yes,Somewhat approve,Withdraw all troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Both did,"Yes, Klobuchar did","Yes, Kennedy did",George W. Bush (Rep),George W Bush was not a factor,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Minneapolis/St. Paul,Suburb,Urban,Urban Core,Very upscale,55441.0
25904.0,Minnesota,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06687319278717,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,65-74,Independent,Moderate,$200k or more,None,Never,Some college or associate degree,No,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,None,White None,Never,All others,Did not graduate from college,At least some college,Disapprove,No answer,Disapprove,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
25908.0,Minnesota,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80004620552063,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,,No answer,College graduate,No,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,No answer,No answer,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,Suburb,60s Suburbs,Urban Perimeter,Very upscale,55427.0
25912.0,Minnesota,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.718577444553375,,,Male,White,60-64,Republican,Conservative,,Catholic,Once a week,,No,Strongly approve,No answer,Strongly approve,,,,,,,,,,,,,,,,White male,White male,60 or over,50-64,18-64,60 or over,Republican,,,Catholic,White Catholic,Weekly,Catholic/Attend weekly,,,Approve,No answer,Approve,All others,Men without children,White,Suburbs,Suburbs,2.0,Competitive,Twin City Suburbs,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55033.0
25924.0,Minnesota,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.613363146781921,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,65-74,Independent,Moderate,$75k-$100k,Something else,A few times a month,College graduate,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Not at all important, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,Suburbs,Suburbs,4.0,Strong Democratic,Minneapolis/St. Paul,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55109.0
25931.0,Minnesota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80004620552063,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,30-39,Democratic,Liberal,$15k-$30k,None,Never,Postgraduate study,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Good,Excellent/Good,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55405.0
25941.0,Minnesota,7.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.75825172662735,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,50-59,Independent,Moderate,$30k-$50k,Protestant,A few time a year,,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Twin City Suburbs,Suburb,60s Suburbs,Urban Perimeter,Upscale,55432.0
25979.0,Minnesota,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.0329601764679,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,40-44,Republican,Conservative,,Protestant,More than once a week,College graduate,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Not at all important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,No Answer,No Answer,No Answer,George W. Bush (Rep),To express support for George W Bush,Excellent,Excellent/Good,White female,White female,30-44,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Minneapolis/St. Paul,Suburb,Urban,Urban Core,Very upscale,55441.0
25980.0,Minnesota,49.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.474891781806946,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,40-44,Democratic,Liberal,$75k-$100k,,Once a week,,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,Extremely High Density Urban,Urban,Urban Core,Downscale,55407.0
25985.0,Minnesota,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.05361938476563,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,50-59,Something else,,$15k-$30k,Something else,Never,High school graduate,No,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",John Kerry (Dem),George W Bush was not a factor,Not so good,Not so good/Poor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Never,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,All others, Women without children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,Suburb,60s Suburbs,Urban Perimeter,Very upscale,55427.0
25987.0,Minnesota,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.46651089191437,Mark Kennedy (Rep),Tim Pawlenty (Rep),Male,White,65-74,Republican,Conservative,$50k-$75k,Protestant,A few time a year,High school graduate,No,Strongly approve,Send more troops,Strongly approve,Not at all important,Extremely important,Extremely important,Extremely important,Extremely important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Amy Klobuchar did,"Yes, Klobuchar did","No, Kennedy did not",George W. Bush (Rep),George W Bush was not a factor,Excellent,Excellent/Good,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
25995.0,Minnesota,26.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.929574429988861,Mark Kennedy (Rep),Tim Pawlenty (Rep),Female,White,45-49,Republican,Moderate,$75k-$100k,Other Christian,More than once a week,,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,All others,,,Approve,Same number or more troops,Approve,Women with children,Women with children,White,Suburbs,Suburbs,2.0,Competitive,Twin City Suburbs,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,55033.0
26024.0,Minnesota,7.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.75825172662735,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,White,45-49,Democratic,Liberal,$75k-$100k,Protestant,More than once a week,,Yes,Strongly disapprove,No answer,Somewhat disapprove,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,,,Disapprove,No answer,Disapprove,All others,Men with children,White,Suburbs,Suburbs,5.0,Strong Democratic,Twin City Suburbs,Suburb,60s Suburbs,Urban Perimeter,Upscale,55432.0
26045.0,Minnesota,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.80004620552063,Amy Klobuchar (Dem),Mike Hatch (Dem),Male,Hispanic/Latino,40-44,Independent,Liberal,$50k-$75k,None,Never,Postgraduate study,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Very important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Both did,"Yes, Klobuchar did","Yes, Kennedy did",Did not vote,To express opposition to George W Bush,Not so good,Not so good/Poor,Non-white male,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men without children,Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Minneapolis/St. Paul,High Density Urban,Urban,Urban Core,Upscale,55405.0
26072.0,Minnesota,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.819421112537384,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,30-39,Democratic,Moderate,$30k-$50k,Other Christian,A few time a year,Some college or associate degree,No,Strongly disapprove,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,No answer,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Republican,Minneapolis/St. Paul,Suburb,Urban,Urban Core,Very upscale,55441.0
26077.0,Minnesota,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07019519805908,Amy Klobuchar (Dem),Tim Pawlenty (Rep),Male,White,40-44,Independent,Moderate,$100k-$150k,Other Christian,Never,College graduate,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Not at all important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),George W Bush was not a factor,Good,Excellent/Good,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,All others,Men with children,White,Suburbs,Suburbs,5.0,Strong Democratic,Minneapolis/St. Paul,Suburb,60s Suburbs,Urban Perimeter,Very upscale,55427.0
26078.0,Minnesota,94.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.11456406116486,Amy Klobuchar (Dem),Mike Hatch (Dem),Female,White,65-74,Democratic,Liberal,$15k-$30k,Catholic,A few times a month,High school graduate,No,Strongly disapprove,Withdraw all troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Somewhat important,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Only Mark Kennedy did,"No, Klobuchar did not","Yes, Kennedy did",John Kerry (Dem),To express opposition to George W Bush,Not so good,Not so good/Poor,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,All others, Women without children,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,East,Suburb,Urban,Urban Core,Upscale,55811.0
