ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNM06,GOVNM06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,LATINO,BUSH4,IRAQWAR,RICHPRES,STECNM,STEC2,IMMFENCE,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,BUSH,IRAQWAR2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
19931.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6615851521492,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,40-44,Republican,Moderate,$30k-$50k,No,Somewhat approve,Somewhat approve,Yes,Poor,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
19946.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.07868623733521,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,50-59,Republican,Conservative,$50k-$75k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
19948.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.77715277671814,Jeff Bingaman (Dem),John Dendahl (Rep),Female,White,45-49,Republican,Moderate,$75k-$100k,No,Strongly approve,Strongly approve,No,Not so good,Not so good/Poor,Not much,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
19958.0, New Mexico,88.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.06929957866669,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,45-49,Independent,Liberal,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Upscale
19962.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730868875980377,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,40-44,Democratic,Moderate,$15k-$30k,No,Strongly disapprove,Strongly disapprove,Yes,Poor,Not so good/Poor,Somewhat,Deported to the country they came from,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
19992.0, New Mexico,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.801430463790894,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Independent,Moderate,,,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Approve,Approve,White,,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
19997.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6615851521492,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,30-39,Republican,Conservative,$50k-$75k,Yes,Strongly approve,Somewhat approve,No,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
19998.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.715509474277496,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,40-44,Republican,Moderate,$50k-$75k,Yes,Somewhat approve,Strongly approve,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20000.0, New Mexico,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.933816075325012,Jeff Bingaman (Dem),John Dendahl (Rep),Male,White,65-74,Independent,Moderate,$30k-$50k,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20013.0, New Mexico,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.584356009960175,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,50-59,Republican,Moderate,$30k-$50k,No,Strongly approve,Somewhat approve,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20024.0, New Mexico,88.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.980568051338196,Jeff Bingaman (Dem),Did not vote,Male,,50-59,Independent,Moderate,$100k-$150k,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,,,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,,English,Suburbs,Suburbs,3.0,Strong Democratic,Northwest,Extremely Low Density Rural,No Answer,High-Growth Suburban Perimeter,Upscale
20025.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.958152651786804,Allen McCulloch (Rep),John Dendahl (Rep),Female,Hispanic/Latino,45-49,Republican,Conservative,,Yes,Strongly approve,Strongly approve,No,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,40-49,18-64,30-59,Republican,,,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20028.0, New Mexico,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844473540782928,Allen McCulloch (Rep),John Dendahl (Rep),Female,Hispanic/Latino,50-59,Republican,Moderate,$50k-$75k,Yes,Somewhat approve,Somewhat approve,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
20048.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.771627843379974,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,50-59,Democratic,Moderate,Under $15k,No,Somewhat approve,Somewhat approve,Yes,Excellent,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
20054.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6615851521492,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,No,Strongly disapprove,Strongly disapprove,No Answer,No Answer,No Answer,A great deal,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20062.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677714824676514,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,50-59,Democratic,Moderate,$100k-$150k,No,Somewhat disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,White,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20071.0, New Mexico,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.666977047920227,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Democratic,Liberal,,Yes,Strongly disapprove,Strongly disapprove,Yes,Not so good,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,,,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20095.0, New Mexico,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.665064871311188,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,60-64,Republican,Conservative,$75k-$100k,No,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20101.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.748977780342102,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,25-29,Democratic,Liberal,$15k-$30k,Yes,Strongly disapprove,Somewhat disapprove,Yes,Poor,Not so good/Poor,Somewhat,Deported to the country they came from,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Other,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20109.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.15130305290222,Allen McCulloch (Rep),John Dendahl (Rep),Male,Hispanic/Latino,60-64,Republican,Conservative,$30k-$50k,Yes,Strongly approve,Strongly approve,No,Excellent,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20124.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677714824676514,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,40-44,Democratic,Moderate,$30k-$50k,Yes,Somewhat approve,Somewhat disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Approve,Disapprove,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20125.0, New Mexico,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.961108863353729,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,60-64,Republican,Conservative,$50k-$75k,No,Strongly approve,Strongly approve,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Republican,$50k or more,Less than $100k,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
20135.0, New Mexico,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.702090382575989,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,40-44,Independent,Moderate,$50k-$75k,Yes,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
20138.0, New Mexico,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.666977047920227,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,40-44,Independent,Conservative,$100k-$150k,Yes,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,Non-white female,Non-white,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20140.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.878202021121979,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,65-74,Democratic,Conservative,$15k-$30k,No,Somewhat disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Deported to the country they came from,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
20143.0, New Mexico,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01158678531647,Allen McCulloch (Rep),John Dendahl (Rep),Male,Other,40-44,Republican,Conservative,$100k-$150k,No,Strongly approve,Strongly approve,No,Not so good,Not so good/Poor,A great deal,Deported to the country they came from,Non-white male,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,American Indian,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20151.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.861157298088074,Allen McCulloch (Rep),Bill Richardson (Dem),Male,White,30-39,Republican,Moderate,$75k-$100k,No,Somewhat disapprove,Somewhat approve,Yes,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Disapprove,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20188.0, New Mexico,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.504736065864563,Allen McCulloch (Rep),John Dendahl (Rep),Female,,65-74,Republican,Conservative,Under $15k,No,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Deported to the country they came from,,,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20193.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.514336407184601,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,,50-59,Democratic,Liberal,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,,,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20203.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.28224849700928,Other,John Dendahl (Rep),Female,Hispanic/Latino,60-64,Republican,Moderate,$15k-$30k,Yes,Strongly approve,Somewhat approve,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20205.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.83181357383728,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,60-64,Independent,Moderate,$50k-$75k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
20212.0, New Mexico,7.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.839159667491913,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,18-24,Something else,Liberal,Under $15k,No,Strongly disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,1.0,Competitive,Albuquerque Area,Suburb,60s Suburbs,Urban Perimeter,Very downscale
20216.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.589489936828613,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Black,65-74,Democratic,Moderate,$15k-$30k,,Strongly disapprove,Strongly disapprove,No Answer,Good,Excellent/Good,Somewhat,Deported to the country they came from,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Black,,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20221.0, New Mexico,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.704172909259796,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,50-59,Independent,Conservative,$100k-$150k,Yes,Strongly disapprove,Somewhat disapprove,No,Good,Excellent/Good,Not at all,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20234.0, New Mexico,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.698480308055878,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,30-39,Democratic,Moderate,$100k-$150k,Yes,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Not at all,Deported to the country they came from,Non-white male,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20240.0, New Mexico,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.891567945480347,Allen McCulloch (Rep),John Dendahl (Rep),Male,White,50-59,Republican,Conservative,$75k-$100k,No,Somewhat approve,No answer,No,Good,Excellent/Good,Somewhat,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,No answer,White,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
20256.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.514336407184601,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,,50-59,Democratic,Liberal,$50k-$75k,No,Somewhat disapprove,Somewhat disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,,,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20275.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.771627843379974,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,Hispanic/Latino,50-59,Democratic,Moderate,$75k-$100k,Yes,Somewhat disapprove,Somewhat disapprove,Yes,Not so good,Not so good/Poor,Not much,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
20277.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.964648962020874,Did not vote,Bill Richardson (Dem),Female,White,30-39,Independent,Moderate,$50k-$75k,No,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,No answer,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20283.0, New Mexico,84.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.504736065864563,Allen McCulloch (Rep),John Dendahl (Rep),Female,,75 or over,Independent,Moderate,,No,Somewhat approve,Strongly approve,No,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Approve,Approve,,English,Rural,Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20292.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.08472061157227,Allen McCulloch (Rep),John Dendahl (Rep),Female,Hispanic/Latino,25-29,Republican,Conservative,$30k-$50k,Yes,Strongly approve,Somewhat approve,No,Not so good,Not so good/Poor,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Approve,Approve,Hispanic/Latino,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20299.0, New Mexico,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759097278118134,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,65-74,Democratic,Moderate,$15k-$30k,Yes,Strongly disapprove,Somewhat disapprove,Yes,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,Hispanic/Latino,English,"Cities 10,000-50,000",Small Cities/Rural,3.0,Strong Democratic,Northwest,Low Density Rural,Rural,Rural,Upscale
20312.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6615851521492,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,40-44,Democratic,Liberal,$30k-$50k,No,Strongly disapprove,Strongly disapprove,No,Good,Excellent/Good,Somewhat,Offered a chance to apply for legal status,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20317.0, New Mexico,55.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.677714824676514,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,Hispanic/Latino,50-59,Independent,Moderate,$50k-$75k,Yes,Somewhat approve,Somewhat approve,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,Rural,Small Cities/Rural,2.0,Strong Republican,South/East,Extremely Low Density Rural,Rural,Rural,Downscale
20342.0, New Mexico,42.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.730868875980377,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,30-39,Democratic,Liberal,$30k-$50k,No,Strongly disapprove,Strongly disapprove,Yes,Good,Excellent/Good,Not much,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South/East,Low Density Rural,Urban,Urban Core,Upscale
20347.0, New Mexico,100.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.844473540782928,Allen McCulloch (Rep),John Dendahl (Rep),Female,White,45-49,Republican,Conservative,$100k-$150k,No,Strongly approve,Strongly approve,No,Poor,Not so good/Poor,A great deal,Deported to the country they came from,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Approve,Approve,White,English,Suburbs,Suburbs,2.0,Strong Republican,Albuquerque Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Downscale
20354.0, New Mexico,2.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.6615851521492,Jeff Bingaman (Dem),Bill Richardson (Dem),Female,White,45-49,Democratic,Liberal,$75k-$100k,No,Strongly disapprove,Strongly disapprove,No Answer,Not so good,Not so good/Poor,Not at all,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Disapprove,Disapprove,White,English,"Cities 50,000-500,000","Cities over 50,000",1.0,Competitive,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
20360.0, New Mexico,80.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.790746569633484,Jeff Bingaman (Dem),Bill Richardson (Dem),Male,White,25-29,Democratic,Moderate,$30k-$50k,No,Somewhat disapprove,Somewhat disapprove,Yes,Good,Excellent/Good,Not at all,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Disapprove,Disapprove,White,English,Suburbs,Suburbs,3.0,Strong Democratic,Albuquerque Area,Suburb,80s Suburbs,Urban Perimeter,Very upscale
20362.0, New Mexico,12.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.820492923259735,Jeff Bingaman (Dem),John Dendahl (Rep),Male,Hispanic/Latino,40-44,Republican,Liberal,$75k-$100k,Yes,Strongly approve,Strongly approve,No,Good,Excellent/Good,A great deal,Offered a chance to apply for legal status,Non-white male,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Approve,Approve,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",3.0,Strong Democratic,Albuquerque Area,Suburb,Urban,Urban Core,Very upscale
