ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENFL06,GOVFL06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,EDUC,CUBAN3,BUSH4,COUNTACC,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPINSURG,DESCRIBS,JEBJOB4,JEBJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,COUNT2,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
10858.0,Florida,74.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.75068873167038,Bill Nelson (Dem),Jim Davis (Dem),Male,White,50-59,Something else,Liberal,$100k-$150k,,Postgraduate study,No,,Not very confident,Strongly disapprove,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,,,College graduate,At least some college,,Disapprove,Not very/Not at all confident,White,English,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Tampa Bay Area,Suburb,Urban,Urban Core,Very downscale
10859.0,Florida,10.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.358033865690231,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,60-64,,,,Other Christian,,No,Somewhat approve,Very confident,,,,,Extremely important,I strongly favor my candidate,,,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,,,,Protestant/Other Christian,Non-White,,,Approve,,Very/Somewhat confident,Black,English,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
10862.0,Florida,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.245974138379097,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,50-59,Democratic,Liberal,$15k-$30k,Other Christian,High school graduate,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Extremely important,I like my candidate but with reservations,Strongly disapprove,Disapprove,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,Black,English,"Cities 50,000-500,000","Cities over 50,000",17.0,Unoppsed Democratic,Miami/Gold Coast,Extremely High Density Urban,Urban,Urban Core,Very downscale
10865.0,Florida,15.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.942370295524597,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,40-44,Democratic,Conservative,Under $15k,,Some college or associate degree,No,,Very confident,Strongly disapprove,,,,,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,At least some college,,Disapprove,Very/Somewhat confident,Black,English,Suburbs,Suburbs,23.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
10869.0,Florida,42.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.840567767620087,Bill Nelson (Dem),Jim Davis (Dem),Female,Hispanic/Latino,50-59,Democratic,Moderate,Under $15k,,High school graduate,"Yes, other Hispanic",,Very confident,Strongly disapprove,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,Very/Somewhat confident,Hispanic/Latino,English,Suburbs,Suburbs,21.0,Strong Republican,Miami/Gold Coast,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
10871.0,Florida,161.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.853049218654633,Katherine Harris (Rep),Charlie Crist (Rep),Female,Hispanic/Latino,50-59,Republican,Conservative,$50k-$75k,Catholic,Some college or associate degree,"Yes, Cuban",Strongly approve,Very confident,Strongly approve,Somewhat important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,Non-White,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,Hispanic/Latino,English,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
10880.0,Florida,106.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.903242766857147,Bill Nelson (Dem),Charlie Crist (Rep),Female,Other,50-59,Republican,Conservative,$100k-$150k,,College graduate,No,,Not at all confident,Strongly disapprove,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,,,College graduate,At least some college,,Disapprove,Not very/Not at all confident,American Indian,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Town,Rural,Rural,Downscale
10886.0,Florida,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.926709055900574,Bill Nelson (Dem),Jim Davis (Dem),Male,White,25-29,Democratic,Liberal,$200k or more,Catholic,,No,Strongly disapprove,,Somewhat disapprove,,,,,,,,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,White Catholic,,,Disapprove,Disapprove,,White,English,"Cities 50,000-500,000","Cities over 50,000",22.0,Competitive,Miami/Gold Coast,High Density Urban,Urban,Urban Core,Downscale
10908.0,Florida,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.39664077758789,Katherine Harris (Rep),Charlie Crist (Rep),Female,Black,50-59,Republican,Conservative,$150k-$200k,Protestant,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Somewhat approve,Approve,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,Non-White,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,Black,English,Suburbs,Suburbs,1.0,Strong Republican,North,Suburb,60s Suburbs,Urban Perimeter,Very downscale
10913.0,Florida,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.267421513795853,Bill Nelson (Dem),Jim Davis (Dem),Male,White,50-59,Democratic,Liberal,$30k-$50k,None,Some college or associate degree,No,Strongly disapprove,Not very confident,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,I strongly favor my candidate,Strongly disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Did not graduate from college,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
10918.0,Florida,128.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.02400374412537,Bill Nelson (Dem),Jim Davis (Dem),Male,White,65-74,Democratic,Liberal,$150k-$200k,Jewish,Some college or associate degree,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,19.0,Unoppsed Democratic,Miami/Gold Coast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
10925.0,Florida,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.24896132946014,Katherine Harris (Rep),Charlie Crist (Rep),Male,Black,30-39,Independent,Liberal,$15k-$30k,Something else,College graduate,No,Somewhat approve,Somewhat confident,Somewhat approve,Extremely important,Extremely important,Extremely important,Very important,I like my candidate but with reservations,Strongly Approve,Approve,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,Non-White,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,Black,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Republican,North,Suburb,Urban,Urban Core,Very upscale
10926.0,Florida,146.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.736252427101135,Bill Nelson (Dem),Jim Davis (Dem),Male,White,50-59,Democratic,Liberal,$100k-$150k,Catholic,Postgraduate study,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Strongly disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",9.0,Competitive,Tampa Bay Area,Suburb,Urban,Urban Core,Downscale
10928.0,Florida,83.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.19542872905731,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,18-24,Democratic,Liberal,$30k-$50k,Other Christian,,No,Strongly disapprove,,Strongly disapprove,,,,,,,,Non-white female,Non-white,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,,,Disapprove,Disapprove,,Black,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
10955.0,Florida,161.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.691435217857361,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Liberal,$100k-$150k,Jewish,Postgraduate study,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I like my candidate but with reservations,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
10957.0,Florida,35.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.201849833130836,Bill Nelson (Dem),Jim Davis (Dem),Female,Hispanic/Latino,45-49,Democratic,Conservative,$15k-$30k,Catholic,College graduate,"Yes, other Hispanic",Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly disapprove,Disapprove,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,Hispanic/Latino,English,"Cities 50,000-500,000","Cities over 50,000",17.0,Unoppsed Democratic,Miami/Gold Coast,Extremely High Density Urban,Urban,Urban Core,Very downscale
10963.0,Florida,106.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.940905809402466,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,30-39,Republican,Conservative,$50k-$75k,,Postgraduate study,No,,Somewhat confident,Strongly approve,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,,,College graduate,At least some college,,Approve,Very/Somewhat confident,White,English,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Town,Rural,Rural,Downscale
10968.0,Florida,42.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.957922041416168,,Jim Davis (Dem),,Hispanic/Latino,75 or over,Democratic,Moderate,Under $15k,,Did not complete high school,"Yes, Cuban",,Somewhat confident,Somewhat disapprove,,,,,,,,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,Very/Somewhat confident,Hispanic/Latino,Spanish,Suburbs,Suburbs,21.0,Strong Republican,Miami/Gold Coast,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
10973.0,Florida,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.329927802085876,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,45-49,Republican,Conservative,$30k-$50k,Other Christian,Some college or associate degree,No,Strongly approve,Very confident,Strongly approve,Somewhat important,Extremely important,Somewhat important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
10979.0,Florida,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.14610314369202,Katherine Harris (Rep),Charlie Crist (Rep),Female,White,40-44,Republican,Conservative,$100k-$150k,Protestant,Postgraduate study,No,Strongly approve,Not very confident,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly Approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Not very/Not at all confident,White,English,Suburbs,Suburbs,1.0,Strong Republican,North,Suburb,60s Suburbs,Urban Perimeter,Very downscale
10983.0,Florida,15.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.925345063209534,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,45-49,Democratic,Conservative,$50k-$75k,,Some college or associate degree,No,,Not very confident,Somewhat disapprove,,,,,,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,,,Did not graduate from college,At least some college,,Disapprove,Not very/Not at all confident,Black,English,Suburbs,Suburbs,23.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
10994.0,Florida,146.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.749798595905304,Bill Nelson (Dem),Jim Davis (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Other Christian,College graduate,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",9.0,Competitive,Tampa Bay Area,Suburb,Urban,Urban Core,Downscale
11000.0,Florida,16.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.721472799777985,Bill Nelson (Dem),Jim Davis (Dem),Male,White,,Independent,,$30k-$50k,,Did not complete high school,No,,Very confident,Somewhat approve,,,,,,,,White male,White male,,,,,Independent/Something else,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Approve,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",22.0,Competitive,Miami/Gold Coast,High Density Urban,Urban,Urban Core,Downscale
11022.0,Florida,83.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.773827016353607,Bill Nelson (Dem),Jim Davis (Dem),Male,White,30-39,Independent,Moderate,$75k-$100k,,Postgraduate study,No,,Somewhat confident,Strongly disapprove,,,,,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,College graduate,At least some college,,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
11029.0,Florida,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.325879752635956,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,50-59,Democratic,Liberal,$30k-$50k,None,Some college or associate degree,No,Strongly disapprove,Not at all confident,Strongly disapprove,Extremely important,Extremely important,Not at all important,Extremely important,I strongly favor my candidate,Strongly disapprove,Disapprove,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,Did not graduate from college,At least some college,Disapprove,Disapprove,Not very/Not at all confident,Black,English,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
11034.0,Florida,106.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.940905809402466,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,50-59,Republican,Moderate,$50k-$75k,,College graduate,,,Very confident,Strongly approve,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,College graduate,At least some college,,Approve,Very/Somewhat confident,White,,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,North,Town,Rural,Rural,Downscale
11037.0,Florida,161.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.691435217857361,Bill Nelson (Dem),Jim Davis (Dem),Female,White,45-49,Democratic,Moderate,$75k-$100k,Catholic,College graduate,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Somewhat approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
11038.0,Florida,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.696745216846466,Bill Nelson (Dem),Jim Davis (Dem),Male,White,50-59,Republican,Moderate,$100k-$150k,None,College graduate,No,Strongly disapprove,Somewhat confident,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,I dislike the other candidate,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,None,White None,College graduate,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Republican,North,Suburb,Urban,Urban Core,Very upscale
11039.0,Florida,42.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.19108355045319,Katherine Harris (Rep),Charlie Crist (Rep),Female,Hispanic/Latino,65-74,Republican,Moderate,$15k-$30k,,High school graduate,"Yes, Cuban",,Not very confident,Somewhat disapprove,,,,,,,,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,Not very/Not at all confident,,English,Suburbs,Suburbs,21.0,Strong Republican,Miami/Gold Coast,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
11046.0,Florida,74.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.914789021015167,Bill Nelson (Dem),Jim Davis (Dem),Male,Hispanic/Latino,30-39,Independent,Moderate,$15k-$30k,,High school graduate,"Yes, Cuban",,Not very confident,Strongly disapprove,,,,,,,,Non-white male,Non-white,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,Not very/Not at all confident,Black,English,"Cities 50,000-500,000","Cities over 50,000",11.0,Strong Democratic,Tampa Bay Area,Suburb,Urban,Urban Core,Very downscale
11053.0,Florida,58.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.875588834285736,Katherine Harris (Rep),Jim Davis (Dem),Male,White,65-74,Democratic,Moderate,,Protestant,Did not complete high school,No,Strongly disapprove,Very confident,Strongly disapprove,Not at all important,Extremely important,Extremely important,Extremely important,I dislike the other candidate,Strongly Approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,1.0,Strong Republican,North,Suburb,60s Suburbs,Urban Perimeter,Very downscale
11060.0,Florida,136.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.12626230716705,Bill Nelson (Dem),Charlie Crist (Rep),Male,White,40-44,Republican,Moderate,$50k-$75k,Other Christian,,No,Strongly approve,,Somewhat approve,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,,,Approve,Approve,,White,English,Suburbs,Suburbs,5.0,Strong Republican,Tampa Bay Area,Low Density Rural,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale
11063.0,Florida,146.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.9137042760849,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,40-44,Democratic,Moderate,$30k-$50k,Other Christian,Postgraduate study,No,Strongly approve,Very confident,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,I like my candidate but with reservations,Strongly disapprove,Disapprove,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,College graduate,At least some college,Approve,Disapprove,Very/Somewhat confident,Black,English,"Cities 50,000-500,000","Cities over 50,000",9.0,Competitive,Tampa Bay Area,Suburb,Urban,Urban Core,Downscale
11085.0,Florida,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.351565480232239,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,75 or over,Democratic,Conservative,,Other Christian,Did not complete high school,,Strongly approve,Very confident,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No Answer,Strongly Approve,Approve,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,Non-White,Did not graduate from college,High school graduate or less,Approve,Approve,Very/Somewhat confident,Black,,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
11086.0,Florida,83.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.850179433822632,Bill Nelson (Dem),Jim Davis (Dem),Female,White,75 or over,,,,,,No,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
11087.0,Florida,120.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.00332653522491,Katherine Harris (Rep),Charlie Crist (Rep),Male,White,25-29,Republican,Conservative,$30k-$50k,Protestant,College graduate,No,Strongly approve,Somewhat confident,Strongly approve,Somewhat important,Extremely important,Extremely important,No Answer,I strongly favor my candidate,Strongly Approve,Approve,White male,White male,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,College graduate,At least some college,Approve,Approve,Very/Somewhat confident,White,English,Suburbs,Suburbs,16.0,Competitive,Miami/Gold Coast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
11111.0,Florida,16.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.23572742938995,,Charlie Crist (Rep),Male,Other,40-44,Republican,Liberal,$50k-$75k,Protestant,,No,Somewhat disapprove,,Somewhat disapprove,,,,,,,,Non-white male,Non-white,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,,,Disapprove,Disapprove,,American Indian,English,"Cities 50,000-500,000","Cities over 50,000",22.0,Competitive,Miami/Gold Coast,High Density Urban,Urban,Urban Core,Downscale
11114.0,Florida,15.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.942370295524597,Bill Nelson (Dem),Jim Davis (Dem),Female,Black,50-59,Democratic,Conservative,$15k-$30k,,High school graduate,No,,Not very confident,Strongly disapprove,,,,,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,Did not graduate from college,High school graduate or less,,Disapprove,Not very/Not at all confident,Black,English,Suburbs,Suburbs,23.0,Unoppsed Democratic,Miami/Gold Coast,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
11121.0,Florida,50.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.709564507007599,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Liberal,$50k-$75k,Something else,Postgraduate study,No,Strongly disapprove,Not very confident,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,I dislike the other candidate,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,College graduate,At least some college,Disapprove,Disapprove,Not very/Not at all confident,White,English,"Cities over 500,000","Cities over 50,000",4.0,Strong Republican,North,Suburb,Urban,Urban Core,Very upscale
11131.0,Florida,42.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.840567767620087,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Liberal,$30k-$50k,,College graduate,No,,Somewhat confident,Strongly disapprove,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,College graduate,At least some college,,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,21.0,Strong Republican,Miami/Gold Coast,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
11140.0,Florida,146.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.749798595905304,Bill Nelson (Dem),Jim Davis (Dem),Female,White,30-39,Democratic,Liberal,$30k-$50k,None,High school graduate,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,I strongly favor my candidate,Strongly disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,Very/Somewhat confident,White,English,"Cities 50,000-500,000","Cities over 50,000",9.0,Competitive,Tampa Bay Area,Suburb,Urban,Urban Core,Downscale
11148.0,Florida,161.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.827360272407532,Bill Nelson (Dem),Jim Davis (Dem),Male,Black,40-44,Democratic,Moderate,$100k-$150k,Protestant,College graduate,No,Somewhat approve,Very confident,Somewhat disapprove,Extremely important,Somewhat important,Somewhat important,Very important,I like my candidate but with reservations,Somewhat disapprove,Disapprove,Non-white male,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,College graduate,At least some college,Approve,Disapprove,Very/Somewhat confident,Black,English,Suburbs,Suburbs,7.0,Strong Republican,Central,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
11149.0,Florida,83.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.834819793701172,Bill Nelson (Dem),Jim Davis (Dem),Male,White,65-74,,,,,,No,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,White,English,Suburbs,Suburbs,14.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very downscale
11156.0,Florida,10.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.189559668302536,Bill Nelson (Dem),Other,Male,White,65-74,Democratic,Moderate,$100k-$150k,Protestant,Some college or associate degree,No,Strongly disapprove,Somewhat confident,Somewhat disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,I strongly favor my candidate,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Did not graduate from college,At least some college,Disapprove,Disapprove,Very/Somewhat confident,White,English,Suburbs,Suburbs,15.0,Strong Republican,Central,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Upscale
