ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,HOUMT06,SENMT06,INIT151,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,GUNOWNER,BURNSTOOLONG,TESTLIB,ETHMT06,ETHTEST,ETHBURNS,FORCANDS,FALLBHND,FORBUSHS,VOTE2004,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
39591.0,Montana,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.698822855949402,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,50-59,Republican,Conservative,$75k-$100k,Protestant,Once a week,Yes,Some college or associate degree,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0
39593.0,Montana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09659433364868,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,60-64,Republican,Moderate,$15k-$30k,Mormon/LDS,Once a week,No,High school graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Upscale,59725.0
39599.0,Montana,29.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.973147809505463,Monica Lindeen (Dem),Jon Tester (Dem),No,Female,White,45-49,Republican,Moderate,Under $15k,Other Christian,A few times a month,No,,Somewhat disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Upscale,59635.0
39609.0,Montana,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.873848617076874,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,65-74,Republican,Conservative,$15k-$30k,Protestant,More than once a week,Yes,Postgraduate study,Strongly approve,Send more troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
39612.0,Montana,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27744221687317,Denny Rehberg (Rep),Conrad Burns (Rep),No,Female,White,30-39,Republican,Conservative,$100k-$150k,Other Christian,A few time a year,Yes,High school graduate,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale,59868.0
39614.0,Montana,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.824995040893555,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,45-49,Independent,Moderate,$50k-$75k,Protestant,Never,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
39615.0,Montana,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.894615292549133,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,18-24,Republican,Conservative,$30k-$50k,Other Christian,More than once a week,Yes,College graduate,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,To express support for George W Bush,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
39617.0,Montana,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09659433364868,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,75 or over,Democratic,Moderate,$30k-$50k,Protestant,Once a week,No,Some college or associate degree,No answer,No answer,No answer,Somewhat important,No answer,No answer,Not at all important,Yes,No,No Answer,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,No answer,No answer,No answer,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59436.0
39619.0,Montana,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16131114959717,Denny Rehberg (Rep),Conrad Burns (Rep),No,Female,White,30-39,Republican,Conservative,$50k-$75k,Catholic,Once a week,No,Postgraduate study,Strongly approve,Maintain the same number of troops,Somewhat approve,Not at all important,Not at all important,Not at all important,Not at all important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59486.0
39622.0,Montana,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0446252822876,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,65-74,Democratic,Liberal,$30k-$50k,Catholic,Once a week,No,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
39628.0,Montana,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.00446105003357,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Male,White,60-64,Republican,Conservative,$30k-$50k,Protestant,A few times a month,No,Some college or associate degree,Somewhat approve,Maintain the same number of troops,Somewhat disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Yes,No,No Answer,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59923.0
39635.0,Montana,40.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.888456165790558,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,30-39,Independent,Moderate,$50k-$75k,Something else,Never,No,Some college or associate degree,Strongly disapprove,Send more troops,Somewhat disapprove,Somewhat important,Not at all important,Extremely important,Somewhat important,No,Yes,Too liberal,Only Jon Tester does,"Yes, Tester does","No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Never,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,Low Density Rural,Urban,Urban Core,Upscale,59802.0
39638.0,Montana,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.01684200763702,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,65-74,Republican,Moderate,,Other Christian,A few time a year,No,Some college or associate degree,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,59825.0
39640.0,Montana,29.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.746291041374207,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,Black,50-59,Independent,Conservative,$15k-$30k,Protestant,More than once a week,Yes,,Strongly approve,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,,,,,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,,,Approve,Same number or more troops,Approve,Black,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Upscale,59635.0
39642.0,Montana,47.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.18460822105408,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Male,White,45-49,Something else,Liberal,$50k-$75k,None,Never,No,,Strongly disapprove,No answer,Strongly disapprove,,,,,,,,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,,,Disapprove,No answer,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59047.0
39651.0,Montana,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02491545677185,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,60-64,Independent,Liberal,$100k-$150k,Catholic,A few time a year,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Are getting ahead financially,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
39656.0,Montana,70.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.871544897556305,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,50-59,Republican,Moderate,$30k-$50k,Other Christian,Never,No,College graduate,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Extremely important,No,Yes,Too liberal,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
39660.0,Montana,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.975327849388123,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,18-24,Independent,Moderate,Under $15k,None,A few time a year,No,High school graduate,No answer,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,Yes,About right,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Have just enough money to maintain your standard of living,George W Bush was not a factor,Did not vote, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,No answer,Withdraw all or some troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Low Density Rural,Urban,Urban Core,Very upscale,59105.0
39673.0,Montana,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.970009207725525,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,75 or over,Democratic,Moderate,,Protestant,A few times a month,No,High school graduate,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,1.0,Strong Republican,East,Extremely Low Density Rural,Rural,Rural,Upscale,59523.0
39674.0,Montana,68.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.821578562259674,Denny Rehberg (Rep),Conrad Burns (Rep),,Male,White,18-24,Republican,Conservative,Under $15k,Other Christian,More than once a week,Yes,High school graduate,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Somewhat important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Extremely Low Density Rural,Urban,Urban Core,Very downscale,59101.0
39682.0,Montana,29.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0019154548645,Denny Rehberg (Rep),Conrad Burns (Rep),No,Female,White,30-39,Republican,Conservative,$30k-$50k,Other Christian,Once a week,No,,Strongly approve,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,,,,,White female,White female,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,All others,,,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Upscale,59635.0
39685.0,Montana,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.894615292549133,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,Other,25-29,Something else,Moderate,$30k-$50k,None,A few time a year,No,Postgraduate study,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Yes,Yes,No Answer,Neither does,No Tester does not,"No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,Someone else,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Other,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,East,Suburb,Urban,Urban Core,Very upscale,59102.0
39686.0,Montana,33.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.735872507095337,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,65-74,Republican,Conservative,$15k-$30k,Other Christian,Once a week,Yes,Did not complete high school,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Yes,No,Too liberal,Only Conrad Burns does,No Tester does not,"Yes, Burns does",For your candidate,Are getting ahead financially,To express support for George W Bush,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Urban West,Extremely Low Density Rural,Rural,Rural,Very upscale,59602.0
39687.0,Montana,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.20705759525299,Denny Rehberg (Rep),Conrad Burns (Rep),No,Male,White,50-59,Independent,Moderate,$30k-$50k,Catholic,A few times a month,No,High school graduate,Somewhat approve,No answer,Strongly approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Yes,No,Too liberal,Both do,"Yes, Tester does","Yes, Burns does",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,No answer,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Very downscale,59486.0
39689.0,Montana,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.897309124469757,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Female,White,45-49,Independent,Conservative,$15k-$30k,Catholic,A few times a month,No,Some college or associate degree,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Not at all important,Yes,No,Too liberal,Neither does,No Tester does not,"No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,George W. Bush (Rep), During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Upscale,59725.0
39690.0,Montana,58.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.932655990123749,Denny Rehberg (Rep),Conrad Burns (Rep),Yes,Male,White,30-39,,,,,No answer,,,Strongly approve,Withdraw some troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Yes,Too liberal,No Answer,No Answer,No Answer,Against his opponent,Are getting ahead financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,,,,,,,All others,No answer,No answer,,,Approve,Withdraw all or some troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,Rural West,Extremely Low Density Rural,Rural,Rural,Downscale,59436.0
39695.0,Montana,42.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.919058918952942,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,18-24,Democratic,Moderate,$75k-$100k,Catholic,A few time a year,No,Some college or associate degree,Strongly disapprove,Send more troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,No,Yes,About right,Only Jon Tester does,"Yes, Tester does","No, Burns does not",For your candidate,Have just enough money to maintain your standard of living,To express opposition to George W Bush,John Kerry (Dem),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
39698.0,Montana,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.54594027996063,Denny Rehberg (Rep),Jon Tester (Dem),Yes,Female,White,50-59,Something else,Moderate,$30k-$50k,Protestant,Never,No,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Yes,Yes,Too conservative,Neither does,No Tester does not,"No, Burns does not",Against his opponent,Are falling behind financially,George W Bush was not a factor,George W. Bush (Rep),Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Approve,White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Strong Republican,Rural West,Low Density Rural,Rural,Rural,Upscale,59901.0
39716.0,Montana,38.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.0,Other,Other,Yes,Female,White,45-49,Something else,Liberal,Under $15k,Something else,Never,No,,Strongly disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Extremely important,No,Yes,About right,Neither does,No Tester does not,"No, Burns does not",No Answer,Are falling behind financially,George W Bush was not a factor,Someone else, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,Urban West,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Upscale,59825.0
39719.0,Montana,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.02491545677185,Monica Lindeen (Dem),Jon Tester (Dem),Yes,Female,White,65-74,Something else,,$30k-$50k,Something else,A few times a month,No,Some college or associate degree,No answer,No answer,No answer,No answer,No answer,No answer,No answer,Yes,Yes,About right,No Answer,No Answer,No Answer,For your candidate,Have just enough money to maintain your standard of living,George W Bush was not a factor,Someone else,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,No answer,No answer,No answer,White,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Republican,Urban West,High Density Urban,Urban,Urban Core,Downscale,59801.0
