ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMI06,GOVMI06,PROPBMI,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,IMPHEALTHS,JOBSIT2,STECMI,STEC2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
21102.0, Michigan,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.07079946994781,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,65-74,Independent,Conservative,$30k-$50k,,,,Some college or associate degree,No one does,,,,Strongly approve,,,,,,,,,,,,Are falling behind financially,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Approve,No,No,No (no union member in household),All others,,White,Rural,Small Cities/Rural,4.0,Strong Republican,North/Northeast,Low Density Rural,Rural,Rural,Downscale
21119.0, Michigan,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.763746023178101,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,40-44,Democratic,Moderate,$200k or more,Jewish,A few time a year,No,Postgraduate study,No one does,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Somewhat important,Somewhat important,Somewhat important,Very important,Worse today,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
21147.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847733497619629,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,60-64,Democratic,Moderate,$30k-$50k,Catholic,A few time a year,No,High school graduate,"Yes, someone else does",No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Extremely important,About the same,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",All others, Women without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21149.0, Michigan,1.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,0.683282732963562,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Male,White,30-39,,,,,,,,No one does,,Strongly disapprove,,,,,,,,Worse today,Not so good,Not so good/Poor,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),,,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
21154.0, Michigan,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.7614466547966,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Did not vote,Male,White,50-59,Independent,Moderate,$75k-$100k,None,Never,No,Postgraduate study,No one does,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Men without children,White,"Cities 10,000-50,000",Small Cities/Rural,5.0,Strong Democratic,University Belt,Suburb,Rural,Rural,Very downscale
21157.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.729434609413147,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,50-59,Democratic,Liberal,$100k-$150k,,,,College graduate,"Yes, I do",No,,,Strongly disapprove,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21200.0, Michigan,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09161758422852,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,40-44,Something else,Moderate,$30k-$50k,None,Never,No,College graduate,No one does,No,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Not at all important,Somewhat important,Extremely important,Somewhat important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale
21218.0, Michigan,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.00092780590057,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,60-64,Independent,Moderate,$50k-$75k,,,,Some college or associate degree,"Yes, I do",No,,,Strongly approve,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,Rural,Small Cities/Rural,4.0,Strong Republican,North/Northeast,Low Density Rural,Rural,Rural,Downscale
21228.0, Michigan,2.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.959564745426178,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,60-64,Democratic,Liberal,$30k-$50k,Catholic,A few time a year,No,,,No,Strongly disapprove,No answer,Strongly disapprove,,,,,,,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,No answer,Disapprove,,,,All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
21246.0, Michigan,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759353220462799,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,50-59,Democratic,Liberal,$75k-$100k,Catholic,Once a week,No,Postgraduate study,No one does,Yes,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Not at all important,Extremely important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
21260.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847733497619629,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,60-64,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,Yes,Postgraduate study,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21267.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847733497619629,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,60-64,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,Yes,Postgraduate study,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21276.0, Michigan,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01075923442841,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,75 or over,Democratic,,,Catholic,Once a week,No,,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,5.0,Strong Democratic,University Belt,Suburb,Rural,Rural,Very downscale
21281.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.12274610996246,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,50-59,Something else,Moderate,$75k-$100k,,,,Some college or associate degree,No one does,Yes,,,Strongly approve,,,,,,,,,,,,Are getting ahead financially,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Approve,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21285.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.847733497619629,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,60-64,Democratic,Moderate,$75k-$100k,Protestant,A few time a year,Yes,Postgraduate study,No one does,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21307.0, Michigan,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.01075923442841,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,75 or over,Democratic,Conservative,$15k-$30k,Catholic,Once a week,No,Some college or associate degree,No one does,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Extremely important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,5.0,Strong Democratic,University Belt,Suburb,Rural,Rural,Very downscale
21319.0, Michigan,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.38792324066162,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,60-64,Something else,Conservative,,None,Never,No,High school graduate,No one does,No,Somewhat disapprove,No answer,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Worse today,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,,,None,White None,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,No answer,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale
21321.0, Michigan,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.18650650978088,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,65-74,Independent,Conservative,$15k-$30k,,,,High school graduate,No one does,No,,,Strongly disapprove,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,4.0,Strong Republican,North/Northeast,Low Density Rural,Rural,Rural,Downscale
21352.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67060923576355,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,Never,No,High school graduate,"Yes, I do",No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Extremely important,About the same,Good,Excellent/Good,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Are getting ahead financially,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21364.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.42707872390747,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,25-29,Republican,Conservative,$50k-$75k,,,,College graduate,No one does,Yes,,,Somewhat approve,,,,,,,,,,,,Are falling behind financially,,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,,,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21365.0, Michigan,2.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.61310040950775,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Male,White,65-74,Democratic,Moderate,,Protestant,A few times a month,No,,,No,Somewhat disapprove,Send more troops,Strongly disapprove,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Same number or more troops,Disapprove,,,,All others,Men without children,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
21372.0, Michigan,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.763746023178101,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,Other,45-49,Independent,Moderate,$100k-$150k,Muslim,Once a week,No,College graduate,No one does,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Something else,Non-White,All others,All others,Weekly,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Men with children,Other,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
21422.0, Michigan,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,0.70638382434845,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,45-49,Democratic,Moderate,$15k-$30k,,,,College graduate,No one does,No,,,Strongly disapprove,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,,,College graduate,At least some college,,,Disapprove,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,4.0,Strong Republican,North/Northeast,Low Density Rural,Rural,Rural,Downscale
21430.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,0.725239157676697,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,45-49,,,,,,,,No one does,,,,,,,,,,,,,,,,,,White female,White female,45-59,40-49,18-64,30-59,,,,,,,,,,,,,,,No,No,No (no union member in household),,,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21433.0, Michigan,45.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.09161758422852,Debbie Stabenow (Dem),Jennifer Granholm (Dem),Yes,Female,White,45-49,Republican,Liberal,$50k-$75k,Catholic,A few time a year,Yes,High school graduate,No one does,No,Somewhat approve,Withdraw some troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Somewhat important,Very important,Worse today,Not so good,Not so good/Poor, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,White Evangelical Born Again Christians,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others, Women without children,White,Suburbs,Suburbs,3.0,Strong Republican,Southwest,Suburb,70s Suburbs,Urban Perimeter,Very upscale
21442.0, Michigan,5.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.5642977952957202,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,18-24,Republican,Conservative,$50k-$75k,Protestant,Once a week,No,Some college or associate degree,No one does,Yes,Strongly approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Extremely important,Somewhat important,Somewhat important,Very important,Worse today,Poor,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,Men with children,White,"Cities 10,000-50,000",Small Cities/Rural,5.0,Strong Democratic,University Belt,Suburb,Rural,Rural,Very downscale
21455.0, Michigan,66.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.67060923576355,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,Never,No,High school graduate,"Yes, I do",No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Extremely important,About the same,Good,Excellent/Good,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Are getting ahead financially,To express opposition to George W Bush,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Never,Catholic/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,White,Rural,Small Cities/Rural,1.0,Strong Democratic,University Belt,Low Density Rural,Rural,Rural,Downscale
21482.0, Michigan,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.759353220462799,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Female,White,30-39,Independent,Moderate,$75k-$100k,Catholic,A few times a month,No,College graduate,No one does,Yes,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Not at all important,Somewhat important,About the same,Not so good,Not so good/Poor,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
21484.0, Michigan,105.0,State questionnaire,Version 1,Call 1,Not complete,Election day exit poll,1.7304368019104,Debbie Stabenow (Dem),Did not vote,No,Female,White,45-49,,,,,,,,No one does,,Somewhat disapprove,,,,,,,,About the same,Not so good,Not so good/Poor,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Are falling behind financially,George W Bush was not a factor,White female,White female,45-59,40-49,18-64,30-59,,,,,,,,,,,,Disapprove,,,No,No,No (no union member in household),,,White,Suburbs,Suburbs,4.0,Strong Republican,University Belt,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
21505.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Not complete,Election day exit poll,1.60063982009888,Michael Bouchard (Rep),Jennifer Granholm (Dem),Yes,Male,White,75 or over,,,,,,,,No one does,,,,,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,,,,,,No,No,No (no union member in household),,,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21513.0, Michigan,2.0,National questionnaire,Version 1,Call 1,Complete,Election day exit poll,1.8211829662323,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Female,White,60-64,Republican,Conservative,$30k-$50k,Protestant,A few time a year,Yes,,,No,Strongly approve,Maintain the same number of troops,Strongly approve,,,,,,,,,,,,,,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,,,Approve,Same number or more troops,Approve,,,,All others, Women without children,White,"Cities 10,000-50,000",Small Cities/Rural,6.0,Strong Republican,Southwest,Low Density Rural,Rural,Rural,Downscale
21583.0, Michigan,75.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.07079946994781,Michael Bouchard (Rep),Dick DeVos (Rep),No,Female,White,75 or over,Republican,Conservative,Under $15k,,,,Some college or associate degree,No one does,No,,,Somewhat approve,,,,,,,,,,,,Have just enough money to maintain your standard of living,,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,,,,,,,Did not graduate from college,At least some college,,,Approve,No,No,No (no union member in household),All others, Women without children,White,Rural,Small Cities/Rural,4.0,Strong Republican,North/Northeast,Low Density Rural,Rural,Rural,Downscale
21595.0, Michigan,11.0,National questionnaire,Version 2,Call 1,Complete,Election day exit poll,1.12274610996246,Michael Bouchard (Rep),Dick DeVos (Rep),Yes,Male,White,30-39,Republican,Conservative,$100k-$150k,,,,Postgraduate study,No one does,Yes,,,Strongly approve,,,,,,,,,,,,Are getting ahead financially,,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,,,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,University Belt,Suburb,Urban,Urban Core,Upscale
21607.0, Michigan,81.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.763746023178101,Debbie Stabenow (Dem),Jennifer Granholm (Dem),No,Male,White,50-59,Democratic,Moderate,$100k-$150k,Jewish,A few times a month,No,Postgraduate study,No one does,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Not at all important,Very important,Better today,Good,Excellent/Good,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Jewish,White Jewish,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Men with children,White,"Cities 50,000-500,000","Cities over 50,000",9.0,Strong Republican,Suburban Oakland & Macomb Counties,Suburb,Urban,Urban Core,Very upscale
