ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENCA06,GOVCA06,AGCA06,PROOP85CA,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,EDUC,UNION4,CHILD,LATINO,BUSH4,IRAQWAR,ARNDJOB4,ARNDJOB2,ARNLDLIB,SAFER06,BORNUSA,STECCA,STEC2,ABORTION,ABORT2,IMMDEPORT,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,COLLEDUC,HSEDUC,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,MOMS,PARENTS,QRACEAI,SPANISHQ,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
41261.0,California,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.872858881950378,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,White,30-39,Republican,Moderate,$150k-$200k,Postgraduate study,No one does,Yes,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,High Density Urban,Urban,Urban Core,Very upscale
41267.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.4860759973526,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),Yes,Female,Hispanic/Latino,75 or over,Republican,Moderate,$15k-$30k,High school graduate,No one does,No,Yes,Somewhat approve,Somewhat disapprove,Strongly Approve,Approve,About right,Safer from terrorism,No,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,60+,65+,65+,60+,Republican,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Disapprove,No,No,No (no union member in household),All others,Women without children,,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41268.0,California,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.04084575176239,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,Other,50-59,Republican,Conservative,Under $15k,Some college or associate degree,No one does,No,No,Somewhat approve,Strongly disapprove,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Approve,Disapprove,No,No,No (no union member in household),All others,Women without children,Other,English,Suburbs,Suburbs,18.0,Strong Democratic,Inland/Valley,Low Density Rural,80s Surburbs,High-Growth Suburban Perimeter,Very downscale
41271.0,California,103.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.7453335523605298,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,White,45-49,Democratic,Moderate,$75k-$100k,College graduate,No one does,Yes,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Very upscale
41273.0,California,111.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.6307373046875,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,75 or over,Republican,Conservative,$100k-$150k,High school graduate,No one does,No,No,Strongly approve,Somewhat approve,Strongly Approve,Approve,About right,Less safe from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,White female,White female,60+,65+,65+,60+,Republican,$50k or more,$100k or more,Did not graduate from college,High school graduate or less,Approve,Approve,No,No,No (no union member in household),All others,Women without children,White,English,Suburbs,Suburbs,11.0,Competitive,Bay Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
41276.0,California,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.55216813087463,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,White,65-74,Independent,Moderate,,College graduate,"Yes, someone else does",No,,Somewhat approve,Somewhat approve,Somewhat approve,Approve,Too liberal,Safer from terrorism,No,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Deported to the country they came from,White female,White female,60+,65+,65+,60+,Independent/Something else,,,College graduate,At least some college,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter)",All others,Women without children,White,,Suburbs,Suburbs,40.0,Strong Republican,Southern California,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41280.0,California,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33705651760101,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Female,White,18-24,Democratic,Liberal,$30k-$50k,Some college or associate degree,"Yes, someone else does",Yes,No,Strongly disapprove,Somewhat disapprove,Somewhat approve,Approve,About right,Safer from terrorism,No,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter)",Women with children,Women with children,White,English,"Cities over 500,000","Cities over 50,000",31.0,Unopposed Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very downscale
41281.0,California,68.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.31650245189667,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,50-59,Republican,Conservative,$200k or more,Postgraduate study,No one does,No,No,,Strongly approve,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,,Approve,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,4.0,Competitive,Inland/Valley,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
41290.0,California,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.86915135383606,Did not vote for U.S. senator,Peter Camejo (Green),Did not vote for attorney general,Yes,Male,White,30-39,Something else,Liberal,$50k-$75k,Postgraduate study,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,47.0,Strong Democratic,Southern California,Extremely High Density Urban,60s Suburbs,High-Growth Suburban Perimeter,Downscale
41291.0,California,103.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11256277561188,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,Hispanic/Latino,50-59,Republican,Moderate,$150k-$200k,College graduate,No one does,No,Yes,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,No,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,Hispanic/Latino,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Very upscale
41294.0,California,21.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.2588951587677,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Female,,50-59,Republican,Conservative,$50k-$75k,,,No,No,Strongly approve,Strongly approve,,,,,,,,,,Offered a chance to apply for legal status,,,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Women without children,,English,"Cities 50,000 - 500,000","Cities over 50,000",37.0,Unopposed Democratic,Los Angeles County,High Density Urban,Urban,Urban Core,Very downscale
41297.0,California,62.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.753655016422272,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,50-59,Republican,Conservative,$150k-$200k,College graduate,"Yes, someone else does",No,No,,Somewhat approve,,,,,,,,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,$100k or more,College graduate,At least some college,,Approve,Yes,No,"Else in HH (member in household, but not voter)",All others,Men without children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,80s Surburbs,High-Growth Suburban Perimeter,Very upscale
41298.0,California,61.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.962994992733002,Dick Mountjoy (Rep),Peter Camejo (Green),Jerry Brown (Dem),No,Male,Hispanic/Latino,18-24,Republican,Liberal,$75k-$100k,,,Yes,Yes,Somewhat approve,Somewhat approve,,,,,,,,,,Offered a chance to apply for legal status,Non-white male,Non-white,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,All others,Men with children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41299.0,California,100.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.94089412689209,Other,Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),,Male,White,65-74,Independent,Conservative,$75k-$100k,Postgraduate study,No one does,No,No,,Strongly disapprove,,,,,,,,,,,White male,White male,60+,65+,65+,60+,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,,Disapprove,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,12.0,Strong Democratic,Bay Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41300.0,California,111.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.43656003475189,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Male,White,65-74,Republican,,,College graduate,No one does,No,No,Somewhat approve,Somewhat approve,Strongly Approve,Approve,About right,Safer from terrorism,No,Good,Excellent/Good,No Answer,No Answer,Offered a chance to apply for legal status,White male,White male,60+,65+,65+,60+,Republican,,,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,11.0,Competitive,Bay Area,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
41302.0,California,65.0,National questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.727044701576233,Other,,,,Female,Hispanic/Latino,,,,,,,,,No Answer,,,,,,,,,,,No Answer,Non-white female,Non-white,,,,,,,,,,No Answer,,,,,All others,,Hispanic/Latino,,"Cities 50,000 - 500,000","Cities over 50,000",44.0,Strong Republican,Southern California,High Density Urban,Urban,Urban Core,Downscale
41305.0,California,113.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.31134855747223,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Other,25-29,Independent,Liberal,Under $15k,,,No,No,Strongly disapprove,Strongly disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,Other,English,Suburbs,Suburbs,17.0,Strong Democratic,Coastal,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
41307.0,California,26.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.853852808475494,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,White,40-44,Democratic,Liberal,$200k or more,Postgraduate study,"Yes, I do",No,No,Strongly disapprove,Strongly approve,Somewhat disapprove,Disapprove,Too conservative,Safer from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White male,White male,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,English,"Cities over 500,000","Cities over 50,000",31.0,Unopposed Democratic,Los Angeles County,Extremely High Density Urban,Urban,Urban Core,Very downscale
41311.0,California,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.819677710533142,Dick Mountjoy (Rep),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Hispanic/Latino,50-59,Independent,Liberal,$75k-$100k,Postgraduate study,"Yes, someone else does",Yes,Yes,Strongly approve,Somewhat disapprove,Somewhat disapprove,Disapprove,About right,Safer from terrorism,No,Excellent,Excellent/Good,Legal in all cases,Legal in all/most cases,Deported to the country they came from,Non-white male,Non-white,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Approve,Disapprove,Yes,No,"Else in HH (member in household, but not voter)",All others,Men with children,White,English,Suburbs,Suburbs,40.0,Strong Republican,Southern California,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41312.0,California,120.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.970152616500854,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,Other,50-59,Democratic,Conservative,$50k-$75k,High school graduate,"Yes, I do",No,No,Somewhat disapprove,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Approve,Yes,Yes,I am (voter is member),All others,Men without children,Other,English,Suburbs,Suburbs,21.0,Strong Republican,Inland/Valley,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
41314.0,California,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.29523932933807,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,50-59,Republican,Conservative,$75k-$100k,High school graduate,"Yes, I do",No,No,Strongly approve,Strongly approve,Strongly Approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Deported to the country they came from,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,22.0,Strong Republican,Coastal,Extremely Low Density Rural,Rural,Rural,Downscale
41316.0,California,103.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.965296983718872,Other,Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),No,Female,White,30-39,Independent,Moderate,$75k-$100k,Postgraduate study,No one does,Yes,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),Women with children,Women with children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Very upscale
41318.0,California,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.19235634803772,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Hispanic/Latino,75 or over,Democratic,Moderate,$15k-$30k,Did not complete high school,"Yes, I do",,Yes,Strongly disapprove,No Answer,Strongly disapprove,Disapprove,Too conservative,Less safe from terrorism,,Not so good,Not so good/Poor,Illegal in all cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,No Answer,Yes,Yes,I am (voter is member),All others,,Hispanic/Latino,English,Suburbs,Suburbs,39.0,Strong Democratic,Los Angeles County,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
41325.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.575865387916565,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Female,Black,45-49,Democratic,Moderate,$75k-$100k,College graduate,"Yes, someone else does",Yes,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,Too conservative,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in all cases,Legal in all/most cases,Deported to the country they came from,Non-white female,Non-white,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter)",Women with children,Women with children,Black,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41336.0,California,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.32374167442322,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),Jerry Brown (Dem),No,Male,Asian,45-49,Something else,Moderate,$100k-$150k,College graduate,No one does,No,No,Strongly approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Approve,Approve,No,No,No (no union member in household),All others,Men without children,Asian,English,"Cities 50,000 - 500,000","Cities over 50,000",9.0,Strong Democratic,Bay Area,Extremely High Density Urban,Urban,Urban Core,Downscale
41339.0,California,100.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.3646696805954,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,75 or over,Republican,Conservative,$50k-$75k,College graduate,No one does,No,No,,Strongly approve,,,,,,,,,,,White male,White male,60+,65+,65+,60+,Republican,$50k or more,Less than $100k,College graduate,At least some college,,Approve,No,No,No (no union member in household),All others,Men without children,White,English,Suburbs,Suburbs,12.0,Strong Democratic,Bay Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41344.0,California,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.1182667016983,Other,Arnold Schwarzenegger (Rep),Other,Yes,Female,White,50-59,Independent,Moderate,$50k-$75k,High school graduate,No one does,No,No,Strongly disapprove,Strongly disapprove,Strongly Approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Legal in most cases,Legal in all/most cases,Deported to the country they came from,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,White,English,Suburbs,Suburbs,47.0,Strong Democratic,Southern California,Extremely High Density Urban,60s Suburbs,High-Growth Suburban Perimeter,Downscale
41346.0,California,113.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3994816541671802,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),No,Male,White,25-29,Democratic,Liberal,$30k-$50k,,,No,No,Strongly disapprove,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Men without children,White,English,Suburbs,Suburbs,17.0,Strong Democratic,Coastal,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale
41350.0,California,21.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.646838843822479,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,Hispanic/Latino,75 or over,Democratic,Liberal,$15k-$30k,,,No,Yes,Strongly disapprove,Somewhat disapprove,,,,,,,,,,Offered a chance to apply for legal status,Non-white female,Non-white,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,,,Disapprove,Disapprove,,,,All others,Women without children,Hispanic/Latino,English,"Cities 50,000 - 500,000","Cities over 50,000",37.0,Unopposed Democratic,Los Angeles County,High Density Urban,Urban,Urban Core,Very downscale
41351.0,California,103.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.436333388090134,Dianne Feinstein (Dem),Peter Camejo (Green),Jerry Brown (Dem),No,Male,White,50-59,Independent,Moderate,$100k-$150k,College graduate,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,College graduate,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Men without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Very upscale
41352.0,California,120.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.444888919591904,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Female,Hispanic/Latino,50-59,Democratic,Moderate,Under $15k,Did not complete high school,No one does,No,Yes,Somewhat disapprove,Strongly disapprove,Somewhat disapprove,Disapprove,Too conservative,Less safe from terrorism,No,Not so good,Not so good/Poor,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Did not graduate from college,High school graduate or less,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,Hispanic/Latino,Spanish,Suburbs,Suburbs,21.0,Strong Republican,Inland/Valley,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
41366.0,California,62.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.444888919591904,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,White,45-49,Democratic,Liberal,$100k-$150k,Some college or associate degree,No one does,Yes,No,,Strongly disapprove,,,,,,,,,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Did not graduate from college,At least some college,,Disapprove,No,No,No (no union member in household),All others,Men with children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,80s Surburbs,High-Growth Suburban Perimeter,Very upscale
41368.0,California,72.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.58056378364563,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,Black,65-74,Democratic,Moderate,$75k-$100k,Some college or associate degree,"Yes, I do",No,No,Strongly disapprove,Strongly disapprove,Strongly disapprove,Disapprove,Too conservative,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Illegal in most cases,Illegal in all/most cases,Offered a chance to apply for legal status,Non-white male,Non-white,60+,65+,65+,60+,Democratic,$50k or more,Less than $100k,Did not graduate from college,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),All others,Men without children,Black,English,Suburbs,Suburbs,43.0,Strong Democratic,Southern California,Suburb,80s Surburbs,High-Growth Suburban Perimeter,Downscale
41371.0,California,103.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.35221910476685,Dianne Feinstein (Dem),Arnold Schwarzenegger (Rep),,No,Female,White,45-49,Independent,Moderate,$100k-$150k,Some college or associate degree,No one does,No,No,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Safer from terrorism,No,Good,Excellent/Good,Legal in all cases,Legal in all/most cases,Offered a chance to apply for legal status,White female,White female,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Did not graduate from college,At least some college,Disapprove,Disapprove,No,No,No (no union member in household),All others,Women without children,White,English,"Cities 50,000 - 500,000","Cities over 50,000",23.0,Strong Democratic,Coastal,Suburb,Urban,Urban Core,Very upscale
41372.0,California,61.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.590955913066864,,,,Yes,Female,White,45-49,Republican,Moderate,$75k-$100k,,,Yes,No,Somewhat approve,Somewhat approve,,,,,,,,,,No Answer,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,Approve,Approve,,,,Women with children,Women with children,White,English,Suburbs,Suburbs,48.0,Strong Republican,Southern California,High Density Urban,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41374.0,California,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.914871275424957,Dianne Feinstein (Dem),Other,Jerry Brown (Dem),No,Female,Hispanic/Latino,40-44,Democratic,Moderate,$30k-$50k,College graduate,"Yes, I do and someone else does",No,Yes,Strongly disapprove,Strongly disapprove,Somewhat approve,Approve,About right,Less safe from terrorism,Yes,Not so good,Not so good/Poor,Legal in most cases,Legal in all/most cases,No Answer,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,College graduate,At least some college,Disapprove,Disapprove,Yes,Yes,I am (voter is member),All others,Women without children,White,English,Suburbs,Suburbs,40.0,Strong Republican,Southern California,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
41375.0,California,41.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.19235634803772,Dianne Feinstein (Dem),Phil Angelides (Dem),Jerry Brown (Dem),Yes,Male,White,75 or over,Democratic,Liberal,$30k-$50k,,"Yes, I do",,No,No Answer,Strongly disapprove,Strongly disapprove,Disapprove,Too liberal,Less safe from terrorism,Yes,Not so good,Not so good/Poor,No Answer,No Answer,Deported to the country they came from,White male,White male,60+,65+,65+,60+,Democratic,Less than $50k,Less than $100k,,,No Answer,Disapprove,Yes,Yes,I am (voter is member),All others,,White,English,Suburbs,Suburbs,39.0,Strong Democratic,Los Angeles County,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Upscale
41382.0,California,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.37433040142059,Dick Mountjoy (Rep),Arnold Schwarzenegger (Rep),Chuck Poochigian (Rep),Yes,Male,White,65-74,,Moderate,,High school graduate,"Yes, I do",No,No,Somewhat approve,Somewhat approve,Somewhat approve,Approve,About right,Safer from terrorism,Yes,Good,Excellent/Good,Illegal in most cases,Illegal in all/most cases,Deported to the country they came from,White male,White male,60+,65+,65+,60+,,,,Did not graduate from college,High school graduate or less,Approve,Approve,Yes,Yes,I am (voter is member),All others,Men without children,White,English,"Cities 10,000 - 50,000",Small Cities/Rural,22.0,Strong Republican,Coastal,Extremely Low Density Rural,Rural,Rural,Downscale
