ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMO06,AMEND2MO,PROPBMO,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,UNION4,MARRIED,CHILD,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPVALUES,ABORTION,ABORT2,TIMESEN,TIMESEN3D,TIMESENWK,FALLBHND,FORBUSHS,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,WOMENWED,MOMS,MARCHILD,MARRIEDMOM,PARENTS,SEXWED,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
29099.0,Missouri,102.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05186676979065,Claire McCaskill (Dem),Yes,Yes,Male,White,25-29,Democratic,Liberal,$50k-$75k,Protestant,A few time a year,Yes,College graduate,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29107.0,Missouri,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0339480638504,Claire McCaskill (Dem),Yes,Yes,Male,White,30-39,Democratic,Liberal,$30k-$50k,None,Never,No,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Not at all important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White male,White male,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
29114.0,Missouri,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.966913282871246,Jim Talent (Rep),Yes,Yes,Female,White,50-59,Something else,Moderate,$30k-$50k,None,Never,No,Some college or associate degree,No one does,Yes,No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Not at all important,Legal in all cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,3.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
29127.0,Missouri,32.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.892236113548279,Claire McCaskill (Dem),No,Yes,Female,White,60-64,Independent,Moderate,$30k-$50k,Protestant,More than once a week,Yes,College graduate,"Yes, someone else does",No,No,Somewhat approve,Send more troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,Yes,No,"Else in HH (member in household, but not voter",All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,6.0,Strong Republican,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Very upscale
29133.0,Missouri,25.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11912488937378,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Something else,Conservative,Under $15k,Other Christian,A few time a year,No,,,No,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,,,Approve,Same number or more troops,Approve,,,,All others,Women with children,All others,Other women,Women with children,Single women,White,Suburbs,Suburbs,7.0,Strong Republican,Southwest,Extremely Low Density Rural,70s Suburbs,High-Growth Suburban Perimeter,Very downscale
29140.0,Missouri,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13968849182129,Jim Talent (Rep),Yes,Yes,Male,White,65-74,Independent,Conservative,$100k-$150k,Other Christian,A few time a year,No,College graduate,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,4.0,Strong Democratic,North and Southeast,Low Density Rural,Rural,Rural,Upscale
29141.0,Missouri,144.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.775801181793213,Jim Talent (Rep),No,Yes,Female,White,40-44,Independent,Conservative,Under $15k,Other Christian,More than once a week,Yes,Some college or associate degree,No one does,Yes,Yes,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Rural,Small Cities/Rural,8.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Very downscale
29144.0,Missouri,20.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.907969176769257,Claire McCaskill (Dem),Yes,Yes,Female,White,45-49,Democratic,Liberal,$30k-$50k,None,Never,No,Postgraduate study,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,4.0,Strong Democratic,Kansas City Area,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
29146.0,Missouri,15.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.21510303020477,Jim Talent (Rep),No,Yes,Male,White,65-74,Republican,Moderate,$50k-$75k,Protestant,A few time a year,Yes,College graduate,No one does,Yes,No,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Rural,Small Cities/Rural,9.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
29148.0,Missouri,119.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.925430178642273,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Democratic,Moderate,,Protestant,No answer,No,High school graduate,No one does,No,No,Strongly disapprove,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,No answer,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Very upscale
29149.0,Missouri,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.361874848604202,Claire McCaskill (Dem),Yes,Yes,Male,Black,45-49,Democratic,Liberal,$30k-$50k,None,A few time a year,No,High school graduate,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in all cases,Legal in all/most cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,Suburb,Urban,Urban Core,Very downscale
29150.0,Missouri,69.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08612167835236,Jim Talent (Rep),No,Yes,Female,White,50-59,Something else,,$30k-$50k,Protestant,More than once a week,Yes,Some college or associate degree,No one does,Yes,No,Strongly approve,Maintain the same number of troops,Strongly approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,Suburb,Urban,Urban Core,Upscale
29151.0,Missouri,142.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.456394106149673,Claire McCaskill (Dem),Yes,Yes,Male,Black,60-64,Democratic,Liberal,Under $15k,,No answer,,Did not complete high school,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,No answer,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white male,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,,Non-White,All others,All others,No answer,No answer,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Single men,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,High Density Urban,Urban,Urban Core,Very downscale
29163.0,Missouri,96.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15630769729614,Jim Talent (Rep),No,Yes,Male,White,65-74,Republican,Conservative,$30k-$50k,Catholic,A few time a year,No,Some college or associate degree,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,9.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
29165.0,Missouri,64.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08510553836823,Jim Talent (Rep),No,No,Male,White,45-49,Republican,Conservative,$75k-$100k,Protestant,More than once a week,Yes,Postgraduate study,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Somewhat important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,5.0,Strong Democratic,Kansas City Area,Suburb,70s Suburbs,Urban Perimeter,Upscale
29170.0,Missouri,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.402048856019974,Claire McCaskill (Dem),Yes,Yes,,Black,65-74,Democratic,Moderate,$50k-$75k,Other Christian,A few times a month,,Did not complete high school,No one does,Yes,No,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),All others,All others,All others,,,,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29172.0,Missouri,128.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.354406386613846,Claire McCaskill (Dem),No,Yes,Female,White,50-59,Democratic,Moderate,$30k-$50k,Other Christian,Never,No,High school graduate,"Yes, I do and someone else does",Yes,Yes,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29178.0,Missouri,102.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.907969176769257,Claire McCaskill (Dem),Yes,Yes,Female,White,40-44,Democratic,Liberal,$50k-$75k,Other Christian,A few time a year,Yes,High school graduate,No one does,Yes,Yes,Strongly disapprove,Send more troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Illegal in most cases,Illegal in most/all cases, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Downscale
29182.0,Missouri,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13149428367615,Jim Talent (Rep),Yes,Yes,Female,White,30-39,Republican,Moderate,$50k-$75k,Catholic,A few times a month,No,Postgraduate study,No one does,No,Yes,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,Women with children,All others,Other women,Women with children,Single women,White,Rural,Small Cities/Rural,6.0,Strong Republican,North and Southeast,Low Density Rural,Rural,Rural,Downscale
29184.0,Missouri,35.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.10338091850281,Jim Talent (Rep),No,,Female,White,30-39,Republican,Moderate,$50k-$75k,Catholic,Once a week,No,Some college or associate degree,No one does,Yes,Yes,No answer,Withdraw all troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in most cases,Illegal in most/all cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,No answer,Withdraw all or some troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,Suburbs,Suburbs,9.0,Strong Republican,North and Southeast,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Downscale
29191.0,Missouri,106.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.958893418312073,Claire McCaskill (Dem),Yes,Yes,Female,Black,50-59,Democratic,Liberal,$150k-$200k,Catholic,A few time a year,No,College graduate,No one does,Yes,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in all cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are getting ahead financially,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,Non-White,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,Black,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Very upscale
29201.0,Missouri,127.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0238801240921,Claire McCaskill (Dem),Yes,Yes,Female,White,50-59,Democratic,Moderate,$30k-$50k,Catholic,Once a week,No,Some college or associate degree,No one does,No,No,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express opposition to George W Bush,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,1.0,Strong Democratic,St. Louis Suburb,High Density Urban,60s Suburbs,Urban Perimeter,Upscale
29220.0,Missouri,94.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.19473373889923,Jim Talent (Rep),No,Yes,Female,White,50-59,Republican,Conservative,$15k-$30k,Protestant,More than once a week,Yes,Some college or associate degree,No one does,No,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,White,Suburbs,Suburbs,2.0,Strong Republican,St. Louis Suburb,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
29223.0,Missouri,20.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,1.11822044849396,Jim Talent (Rep),No,Yes,Female,White,,,,,,,,,,Yes,No,Somewhat disapprove,,,,,,,Illegal in most cases,Illegal in most/all cases,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,,George W Bush was not a factor,White female,White female,,,,,,,,,,,,,,,,Disapprove,,,,,,Married women,All others,All others,Other women, Women without children,Married women,White,Suburbs,Suburbs,4.0,Strong Democratic,Kansas City Area,Low Density Rural,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
29225.0,Missouri,15.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14914035797119,Jim Talent (Rep),No,No,Female,White,18-24,Republican,Moderate,$75k-$100k,Catholic,A few time a year,No,College graduate,No one does,Yes,No,Somewhat approve,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Illegal in all cases,Illegal in most/all cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),Married women,All others,All others,Other women, Women without children,Married women,White,Rural,Small Cities/Rural,9.0,Strong Republican,North and Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
29226.0,Missouri,135.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.358351141214371,Claire McCaskill (Dem),Yes,Yes,Female,Black,50-59,Democratic,Liberal,Under $15k,Protestant,More than once a week,,Some college or associate degree,No one does,No,No,Strongly disapprove,Send more troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Not at all important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Are falling behind financially,To express opposition to George W Bush,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),All others,All others,All others,Other women, Women without children,Single women,Black,"Cities 50,000-500,000","Cities over 50,000",1.0,Strong Democratic,St. Louis City,Suburb,Urban,Urban Core,Very downscale
29232.0,Missouri,69.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.874952137470245,Claire McCaskill (Dem),Yes,Yes,Female,White,40-44,Republican,Liberal,$50k-$75k,Something else,Never,No,High school graduate,No one does,Yes,Yes,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Legal in most cases,Legal in all/most cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,George W Bush was not a factor,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,No,No,No (no union member in household),Married women,Women with children,Married with children,Married women with children,Women with children,Married women,White,"Cities 50,000-500,000","Cities over 50,000",5.0,Strong Democratic,Kansas City Area,Suburb,Urban,Urban Core,Upscale
29235.0,Missouri,74.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.976420998573303,Jim Talent (Rep),Yes,Yes,Male,White,50-59,Republican,Moderate,$30k-$50k,Other Christian,A few time a year,No,Postgraduate study,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Legal in most cases,Legal in all/most cases,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,Are falling behind financially,To express support for George W Bush,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,Suburbs,Suburbs,3.0,Strong Democratic,St. Louis Suburb,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale
29244.0,Missouri,78.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13968849182129,Jim Talent (Rep),Yes,Yes,Male,White,60-64,Independent,Conservative,$15k-$30k,Protestant,Once a week,Yes,College graduate,No one does,Yes,No,Strongly approve,Send more troops,Strongly approve,Extremely important,Extremely important,Extremely important,Extremely important,Illegal in all cases,Illegal in most/all cases,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Have just enough money to maintain your standard of living,To express support for George W Bush,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),All others,All others,All others,All men,Men without children,Married men,White,"Cities 10,000-50,000",Small Cities/Rural,4.0,Strong Democratic,North and Southeast,Low Density Rural,Rural,Rural,Upscale
