ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENNJ06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,EDUC,UNION4,LATINO,BUSH4,VOTE2004,FORCANDS,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPCORRS,TERRWORR,TERWORR2,CORZJOB4,CORZJOB2,SENCNTL,ETHNJ06,ETHMEN,ETHKEAN,UNFRNJ06,UNFRMEN,UNFRKEAN,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
27546.0,New Jersey,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.11749637126923,"Thomas Kean, Jr (Rep)",Male,White,50-59,Independent,Liberal,$50k-$75k,None,Never,High school graduate,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Send more troops,Strongly disapprove,Not at all important,Not at all important,Extremely important,Extremely important,Not at all worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Does not matter to me,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8085.0
27553.0,New Jersey,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.610949277877808,Bob Menendez (Dem),Female,Black,30-39,Democratic,Moderate,$30k-$50k,Other Christian,Once a week,Some college or associate degree,"Yes, I do",No,Strongly disapprove,Someone else,For your candidate,Send more troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Same number or more troops,Approve,Yes,Yes,I am (voter is member),Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7305.0
27557.0,New Jersey,18.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.86212170124054,Bob Menendez (Dem),Female,White,50-59,Democratic,Moderate,$15k-$30k,Catholic,A few times a month,,,No,Strongly disapprove,,,Withdraw some troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,Bergen/Passaic Counties,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
27561.0,New Jersey,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15374994277954,Bob Menendez (Dem),Female,Asian,25-29,Democratic,Moderate,$50k-$75k,Something else,A few time a year,College graduate,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Strongly approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not","Only Thomas Kean, Jr did","No, Bob Menendez did not","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Something else,Non-White,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Asian,Suburbs,Suburbs,13.0,Strong Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
27562.0,New Jersey,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.826288163661957,Bob Menendez (Dem),Female,White,25-29,Independent,Liberal,$15k-$30k,Something else,Never,College graduate,No one does,No,Strongly disapprove,John Kerry (Dem),Against his opponent,No answer,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Something else,White Something else,Never,All others,College graduate,At least some college,Disapprove,No answer,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Central,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
27568.0,New Jersey,99.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.975727140903473,Bob Menendez (Dem),Female,White,75 or over,Independent,Moderate,$75k-$100k,,,High school graduate,No one does,,,Someone else,,,Strongly disapprove,,,,,,,,,,,,,,,,,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
27570.0,New Jersey,31.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.926171123981476,Bob Menendez (Dem),Male,White,45-49,Independent,,$75k-$100k,None,Never,High school graduate,"Yes, I do",,Somewhat disapprove,George W. Bush (Rep),No Answer,Withdraw some troops,Strongly approve,No answer,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,No answer,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,2.0,Strong Republican,South,Suburb,Rural,Rural,Very downscale,8332.0
27583.0,New Jersey,112.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15528416633606,"Thomas Kean, Jr (Rep)",Male,White,75 or over,Republican,Conservative,$50k-$75k,Catholic,A few time a year,Postgraduate study,No one does,No,Strongly approve,George W. Bush (Rep),Against his opponent,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Somewhat important,Somewhat worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,5.0,Strong Republican,Bergen/Passaic Counties,Suburb,60s Suburbs,Low-Growth Suburban Perimeter,Upscale,7465.0
27589.0,New Jersey,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.309529840946198,Bob Menendez (Dem),Female,White,50-59,Democratic,,Under $15k,Protestant,Once a week,High school graduate,No one does,No,Strongly disapprove,Did not vote,For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
27598.0,New Jersey,23.0,State questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.396562099456787,Bob Menendez (Dem),Female,Black,65-74,,,,,,,,No,Strongly disapprove,John Kerry (Dem),For your candidate,,,,,,,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,,,,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,,,,,,Disapprove,,,,,,Black,Suburbs,Suburbs,3.0,Strong Republican,South,High Density Urban,60s Suburbs,Urban Perimeter,Upscale,8046.0
27602.0,New Jersey,73.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.741034924983978,Bob Menendez (Dem),Female,White,50-59,,Moderate,$100k-$150k,,,Postgraduate study,No one does,No,,John Kerry (Dem),,,Somewhat approve,,,,,,,,,,,,,,,,,,,White female,White female,45-59,50-64,18-64,30-59,,$50k or more,$100k or more,,,,,College graduate,At least some college,,,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,12.0,Strong Democratic,Central,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Upscale,8902.0
27607.0,New Jersey,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.3259881734848,Bob Menendez (Dem),Female,White,75 or over,Democratic,Liberal,,None,Never,High school graduate,"Yes, someone else does",No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,None,White None,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8322.0
27609.0,New Jersey,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.943493127822876,"Thomas Kean, Jr (Rep)",Female,White,75 or over,Republican,Moderate,$75k-$100k,Catholic,More than once a week,High school graduate,No one does,No,Somewhat disapprove,George W. Bush (Rep),For your candidate,Withdraw all troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Only Bob Menendez did,"Yes, Bob Menendez did","No, Thomas Kean, Jr did not", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Weekly,Catholic/Attend weekly,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South,Suburb,Urban,Urban Core,Very downscale,8360.0
27613.0,New Jersey,60.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.09872233867645,Bob Menendez (Dem),Male,White,75 or over,Independent,Liberal,$50k-$75k,Catholic,Never,Postgraduate study,"Yes, someone else does",No,Strongly disapprove,John Kerry (Dem),No Answer,Maintain the same number of troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,No Answer,No Answer,No Answer,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Never,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,7.0,Competitive,Northwest,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale,8822.0
27617.0,New Jersey,76.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.693707048892975,Bob Menendez (Dem),Male,Hispanic/Latino,50-59,,,$50k-$75k,,,,No one does,Yes,,George W. Bush (Rep),,,No answer,,,,,,,,,,,,,,,,,,,Non-white male,Non-white,45-59,50-64,18-64,30-59,,$50k or more,Less than $100k,,,,,,,,,No answer,No,No,No (no union member in household),Hispanic/Latino,Suburbs,Suburbs,13.0,Strong Democratic,Central,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Very downscale,8861.0
27621.0,New Jersey,119.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.857698023319244,Bob Menendez (Dem),Female,Other,50-59,Democratic,Moderate,$75k-$100k,Other Christian,A few time a year,Some college or associate degree,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,No Answer,No Answer,No Answer,Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Other,Suburbs,Suburbs,7.0,Competitive,Northern Cities,High Density Urban,60s Suburbs,Urban Perimeter,Very upscale,7016.0
27625.0,New Jersey,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.80765426158905,Bob Menendez (Dem),Female,White,45-49,Democratic,Liberal,$30k-$50k,Protestant,A few time a year,High school graduate,"Yes, someone else does",No,Strongly approve,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Somewhat important,Very worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Withdraw all or some troops,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8096.0
27629.0,New Jersey,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.731398284435272,Other,Female,White,40-44,Independent,Liberal,$15k-$30k,Other Christian,A few time a year,Some college or associate degree,No one does,No,Strongly disapprove,John Kerry (Dem),No Answer,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Very worried,Very/Somewhat worried,Strongly disapprove,Disapprove,Does not matter to me,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8021.0
27648.0,New Jersey,57.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.28631222248077,Bob Menendez (Dem),Male,Hispanic/Latino,25-29,Democratic,Liberal,$150k-$200k,Catholic,A few time a year,College graduate,"Yes, I do",Yes,Somewhat approve,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Only Bob Menendez does,"Yes, Bob Menendez does","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,Non-White,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,Yes,Yes,I am (voter is member),Hispanic/Latino,Suburbs,Suburbs,9.0,Strong Democratic,Northern Cities,Suburb,60s Suburbs,Urban Perimeter,Upscale,7094.0
27655.0,New Jersey,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.13597571849823,"Thomas Kean, Jr (Rep)",Female,White,30-39,Republican,Moderate,$100k-$150k,Catholic,Once a week,College graduate,No one does,No,Somewhat approve,George W. Bush (Rep),For your candidate,Withdraw some troops,Somewhat approve,Somewhat important,Extremely important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Weekly,Catholic/Attend weekly,College graduate,At least some college,Approve,Withdraw all or some troops,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Upscale,8085.0
27668.0,New Jersey,99.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.959854602813721,Bob Menendez (Dem),Male,White,65-74,Democratic,Moderate,,,,High school graduate,No one does,No,,John Kerry (Dem),,,Strongly disapprove,,,,,,,,,,,,,,,,,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,3.0,Strong Republican,South,Suburb,80s Suburbs,Low-Growth Suburban Perimeter,Very downscale,8757.0
27669.0,New Jersey,18.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.848097264766693,Bob Menendez (Dem),Male,White,40-44,Something else,Moderate,$50k-$75k,Protestant,A few time a year,,,No,Strongly disapprove,,,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,,,,,,,,White male,White male,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,,,,White,Suburbs,Suburbs,9.0,Strong Democratic,Bergen/Passaic Counties,Extremely High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,7057.0
27672.0,New Jersey,52.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27015590667725,Bob Menendez (Dem),Female,White,65-74,Independent,Liberal,$200k or more,Protestant,Once a week,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),Against his opponent,Withdraw all troops,Strongly disapprove,Extremely important,Not at all important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,13.0,Strong Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Upscale,7030.0
27675.0,New Jersey,32.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.824498474597931,"Thomas Kean, Jr (Rep)",Female,White,50-59,Republican,Conservative,$50k-$75k,Other Christian,Never,College graduate,"Yes, I do",No,Somewhat approve,George W. Bush (Rep),For your candidate,No answer,Somewhat approve,Somewhat important,Somewhat important,Extremely important,Not at all important,Not too worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Republicans,"Only Thomas Kean, Jr does","No, Bob Menedez does not","Yes, Thomas Kean, Jr does",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Never,All others,College graduate,At least some college,Approve,No answer,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,South,Suburb,Urban,Urban Core,Very downscale,8360.0
27676.0,New Jersey,2.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.354202330112457,Bob Menendez (Dem),Female,White,60-64,Democratic,Moderate,$100k-$150k,Protestant,Never,Postgraduate study,No one does,No,Strongly disapprove,John Kerry (Dem),Against his opponent,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,No answer,Somewhat worried,Very/Somewhat worried,Strongly approve,Approve,Democrats,No Answer,No Answer,No Answer,No Answer,No Answer,No Answer,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Never,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8244.0
27680.0,New Jersey,77.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.78199702501297,Bob Menendez (Dem),Male,White,45-49,Democratic,Moderate,$30k-$50k,Catholic,A few time a year,Some college or associate degree,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",Both did,"Yes, Bob Menendez did","Yes, Thomas Kean, Jr did",Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Ocassionally,Catholic/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Central,Suburb,60s Suburbs,Urban Perimeter,Downscale,8879.0
27684.0,New Jersey,45.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.30441784858704,Bob Menendez (Dem),Male,White,60-64,Independent,Moderate,,Protestant,No answer,,"Yes, I do",No,Strongly disapprove,,No Answer,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Somewhat important,Very worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",No Answer,No Answer,No Answer,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,No answer,Protestant/Do not attend weekly,,,Disapprove,Withdraw all or some troops,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Strong Republican,South,Suburb,70s Suburbs,Low-Growth Suburban Perimeter,Downscale,8322.0
27689.0,New Jersey,49.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,2.04475617408752,"Thomas Kean, Jr (Rep)",Female,White,45-49,Republican,Conservative,$150k-$200k,Protestant,A few time a year,Some college or associate degree,"Yes, I do",No,Somewhat approve,George W. Bush (Rep),For your candidate,Send more troops,Strongly approve,Not at all important,Not at all important,Somewhat important,Somewhat important,Not too worried,Not too/Not at all worried,Strongly disapprove,Disapprove,Republicans,Both do,"Yes, Bob Menendez does","Yes, Thomas Kean, Jr does",Neither did,"No, Bob Menendez did not","No, Thomas Kean, Jr did not", During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Unoppsed Democratic,South,Suburb,60s Suburbs,Urban Perimeter,Downscale,8096.0
27690.0,New Jersey,54.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.598511219024658,Bob Menendez (Dem),,Black,50-59,Democratic,Liberal,,Other Christian,Once a week,Some college or associate degree,No one does,No,Strongly disapprove,John Kerry (Dem),For your candidate,Withdraw some troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Somewhat worried,Very/Somewhat worried,Somewhat approve,Approve,Democrats,Neither does,"No, Bob Menedez does not","No, Thomas Kean, Jr does not",No Answer,No Answer,No Answer,In the last three days,Just today/In the last three days,Just today/In the last three days/Sometime last week,,Non-white,45-59,50-64,18-64,30-59,Democratic,,,Protestant/Other Christian,Non-White,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,No,No,No (no union member in household),Black,Suburbs,Suburbs,10.0,Unoppsed Democratic,Northern Cities,Extremely High Density Urban,60s Suburbs,Urban Perimeter,Downscale,7305.0
