ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENVA06,VADEFMAR06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,ATTEND,BRNAGAIN,EDUC,BUSH4,IRAQTRP,IRAQWAR,IMPIRAQS,IMPTERRS,IMPECONS,IMPTAXESS,IMPVALUES,ALLENPRS,RESPALLN,RESPWEBB,VETVOTER,VOTE2004,FORBUSHS,IMMDEPORT,TIMESEN,TIMESEN3D,TIMESENWK,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,ATTEND2,ATTREL,COLLEDUC,HSEDUC,BUSH,IRAQTRP2,IRAQWAR2,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
27893.0, Virginia,69.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.759669542312622,Jim Webb (Dem),No,Female,White,50-59,Democratic,Moderate,$100k-$150k,Protestant,Once a week,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
27899.0, Virginia,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.16978251934052,Jim Webb (Dem),No,Female,Black,25-29,Democratic,Moderate,Under $15k,Other Christian,A few time a year,No,Some college or associate degree,Somewhat disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Rural,Small Cities/Rural,5.0,Strong Republican,East/Richmond,Low Density Rural,Rural,Rural,Very downscale
27903.0, Virginia,68.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.54793655872345,Jim Webb (Dem),No,Female,Black,40-44,Democratic,Conservative,$200k or more,Other Christian,More than once a week,No,,Strongly disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,$100k or more,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,,,Disapprove,Withdraw all or some troops,Disapprove,Black,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
27904.0, Virginia,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.5268816947937,George Allen (Rep),Yes,Female,White,60-64,Republican,Moderate,,Protestant,A few time a year,No,Postgraduate study,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Somewhat important,Extremely important,Extremely important,Not at all important,No,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,50-64,18-64,60 or over,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
27906.0, Virginia,29.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.967891156673431,Jim Webb (Dem),No,Male,White,60-64,Democratic,Liberal,$150k-$200k,Catholic,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat important,No,No,No,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Ocassionally,Catholic/Do not attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
27913.0, Virginia,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,50-59,Republican,Moderate,$30k-$50k,Protestant,A few time a year,No,High school graduate,Strongly approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Very important,Somewhat important,No,Yes,Yes,Yes,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,High school graduate or less,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Very downscale
27917.0, Virginia,50.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.545842111110687,Jim Webb (Dem),Yes,Female,White,30-39,Democratic,Moderate,$30k-$50k,Protestant,A few time a year,No,College graduate,Somewhat disapprove,Maintain the same number of troops,Strongly disapprove,Somewhat important,Extremely important,Somewhat important,Extremely important,Somewhat important,No,Yes,Yes,No,Someone else,To express opposition to George W Bush,Deported to the country they came from,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Disapprove,Same number or more troops,Disapprove,White,Suburbs,Suburbs,9.0,Strong Democratic,West/Shenandoah,Suburb,70s Suburbs,Urban Perimeter,Upscale
27918.0, Virginia,62.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.12610912322998,George Allen (Rep),Yes,Female,White,65-74,Independent,Moderate,,Protestant,No answer,Yes,Some college or associate degree,Strongly approve,Send more troops,No answer,Extremely important,Extremely important,Somewhat important,Somewhat important,Extremely important,Yes,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,No answer,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,No answer,White,"Cities 10,000-50,000",Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
27939.0, Virginia,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.991232693195343,George Allen (Rep),No,Female,White,40-44,Republican,Moderate,$100k-$150k,Something else,A few times a month,No,College graduate,Somewhat approve,Maintain the same number of troops,Somewhat approve,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,No,Yes,Yes,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Something else,White Something else,All others,All others,Ocassionally,All others,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
27947.0, Virginia,73.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.994388997554779,George Allen (Rep),Yes,Male,White,45-49,Republican,Conservative,$50k-$75k,Protestant,Once a week,Yes,Some college or associate degree,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Very important,Extremely important,Yes,No,Yes,Yes,Someone else,George W Bush was not a factor,No answer,Sometime last week,Sometime last week/During the last month/Before that,Just today/In the last three days/Sometime last week,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,Did not graduate from college,At least some college,Approve,Same number or more troops,Approve,White,"Cities 50,000-500,000","Cities over 50,000",6.0,Unopposed Republican,East/Richmond,Suburb,Urban,Urban Core,Very upscale
27968.0, Virginia,68.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.387168437242508,Jim Webb (Dem),Yes,Female,White,30-39,Democratic,Moderate,$50k-$75k,Other Christian,A few time a year,No,,Strongly disapprove,Withdraw some troops,Somewhat disapprove,,,,,,,,,,,,Deported to the country they came from,,,,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,All others,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
27977.0, Virginia,9.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.687375783920288,Jim Webb (Dem),Yes,Female,Hispanic/Latino,40-44,Democratic,Moderate,$50k-$75k,Other Christian,A few time a year,No,Postgraduate study,Strongly disapprove,Withdraw some troops,Strongly disapprove,Not at all important,Not at all important,Somewhat important,Very important,Not at all important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Ocassionally,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",7.0,Strong Republican,East/Richmond,Suburb,Urban,Urban Core,Downscale
27980.0, Virginia,69.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.690829992294312,Jim Webb (Dem),Yes,Female,White,30-39,Democratic,Moderate,$50k-$75k,Other Christian,A few time a year,Yes,Some college or associate degree,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,George W. Bush (Rep),To express opposition to George W Bush,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
27981.0, Virginia,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.18292832374573,Jim Webb (Dem),No,Male,Black,45-49,Democratic,Moderate,$30k-$50k,None,Never,No,Did not complete high school,Somewhat disapprove,Send more troops,Strongly disapprove,Somewhat important,Not at all important,Somewhat important,Extremely important,Somewhat important,No,No,No,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white male,Non-white,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,None,Non-White,All others,All others,Never,All others,Did not graduate from college,High school graduate or less,Disapprove,Same number or more troops,Disapprove,Black,Rural,Small Cities/Rural,5.0,Strong Republican,East/Richmond,Low Density Rural,Rural,Rural,Very downscale
27985.0, Virginia,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.5268816947937,George Allen (Rep),Yes,Female,White,65-74,Independent,Conservative,$100k-$150k,Protestant,More than once a week,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No,No,No,John Kerry (Dem),No answer,Deported to the country they came from,Just today,Just today/In the last three days,Just today/In the last three days/Sometime last week,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
27986.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.27915954589844,Jim Webb (Dem),No,Female,Black,60-64,Democratic,Moderate,$30k-$50k,Other Christian,More than once a week,No,High school graduate,Somewhat disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,Black,Rural,Small Cities/Rural,4.0,Unopposed Republican,Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
27991.0, Virginia,29.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.48094213008881,George Allen (Rep),No,Female,White,40-44,Independent,Conservative,$150k-$200k,Protestant,A few times a month,No,Some college or associate degree,Somewhat approve,Withdraw some troops,No answer,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Yes,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,No answer,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
27994.0, Virginia,18.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.93657910823822,Jim Webb (Dem),No,Female,White,30-39,Democratic,Liberal,$150k-$200k,None,Never,No,College graduate,Strongly disapprove,Withdraw some troops,Strongly disapprove,Extremely important,Extremely important,Somewhat important,Somewhat important,Somewhat important,No,No,Yes,Yes,John Kerry (Dem),To express opposition to George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
28009.0, Virginia,57.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.53381222486496,George Allen (Rep),Yes,Female,White,18-24,Republican,Conservative,$15k-$30k,Other Christian,More than once a week,Yes,,Strongly approve,Maintain the same number of troops,Somewhat approve,,,,,,,,,,,,Deported to the country they came from,,,,White female,White female,18-29,18-24,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,All others,,,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,1.0,Strong Republican,East/Richmond,Town,80s Suburbs,High-Growth Suburban Perimeter,Upscale
28011.0, Virginia,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.749263286590576,Jim Webb (Dem),No,Female,White,40-44,Independent,Moderate,$200k or more,None,Never,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,No,No Answer,No Answer,No,Did not vote,To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
28027.0, Virginia,68.0,National questionnaire,Version 1,Call 2,Not complete,Election day exit poll,0.533896446228027,George Allen (Rep),Yes,Female,White,30-39,,,,,,,,Strongly approve,,,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White female,White female,30-44,30-39,18-64,30-59,,,,,,,,,,,,Approve,,,White,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Downscale
28029.0, Virginia,28.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.880321264266968,Jim Webb (Dem),No,Female,White,50-59,Independent,Moderate,$200k or more,None,Never,No,College graduate,Strongly disapprove,Withdraw all troops,Strongly disapprove,Extremely important,Extremely important,Extremely important,Extremely important,Not at all important,No,No Answer,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,All others,All others,Never,All others,College graduate,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
28056.0, Virginia,69.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.922376751899719,George Allen (Rep),Yes,Male,White,50-59,Republican,Liberal,$75k-$100k,Protestant,More than once a week,Yes,College graduate,Strongly approve,Send more troops,Strongly approve,Somewhat important,Somewhat important,Extremely important,Extremely important,Extremely important,Yes,Yes,No,No,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,4.0,Unopposed Republican,Southeast,Suburb,70s Suburbs,High-Growth Suburban Perimeter,Upscale
28065.0, Virginia,43.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.22173857688904,Jim Webb (Dem),No,Female,Black,40-44,Democratic,Moderate,Under $15k,Other Christian,Once a week,Yes,Some college or associate degree,Strongly disapprove,Withdraw all troops,Strongly disapprove,Somewhat important,Somewhat important,Extremely important,Very important,Somewhat important,No,No,Yes,No,John Kerry (Dem),George W Bush was not a factor,Offered a chance to apply for legal status, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,Non-white female,Non-white,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,All others,All others,Weekly,All others,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,Black,Rural,Small Cities/Rural,5.0,Strong Republican,East/Richmond,Low Density Rural,Rural,Rural,Very downscale
28069.0, Virginia,56.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.842242300510406,Jim Webb (Dem),No,Female,White,30-39,Democratic,Conservative,$50k-$75k,Protestant,Never,No,Some college or associate degree,Strongly disapprove,Withdraw some troops,Somewhat disapprove,Extremely important,Extremely important,Somewhat important,Extremely important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Never,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,4.0,Unopposed Republican,Southeast,Extremely Low Density Rural,Rural,Rural,Downscale
28081.0, Virginia,29.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.535543203353882,Jim Webb (Dem),Yes,Female,White,50-59,Democratic,Conservative,$30k-$50k,Other Christian,A few time a year,Yes,Did not complete high school,Somewhat disapprove,Withdraw all troops,Somewhat disapprove,Somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,No,No,Yes,No,Someone else,To express opposition to George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Ocassionally,All others,Did not graduate from college,High school graduate or less,Disapprove,Withdraw all or some troops,Disapprove,White,Rural,Small Cities/Rural,10.0,Strong Republican,West/Shenandoah,Low Density Rural,Rural,Rural,Downscale
28085.0, Virginia,7.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.17345702648163,George Allen (Rep),Yes,Male,White,75 or over,Republican,Conservative,$15k-$30k,Protestant,More than once a week,Yes,Postgraduate study,Somewhat approve,Maintain the same number of troops,Strongly approve,Extremely important,Extremely important,Somewhat important,Very important,Extremely important,No Answer,Yes,No Answer,Yes,George W. Bush (Rep),To express support for George W Bush,Deported to the country they came from,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Weekly,Protestant/Attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Rural,Small Cities/Rural,1.0,Strong Republican,East/Richmond,Extremely Low Density Rural,Rural,Rural,Very downscale
28088.0, Virginia,16.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25277948379517,George Allen (Rep),Yes,Male,White,50-59,Independent,Moderate,$200k or more,Protestant,A few time a year,No,Postgraduate study,Somewhat approve,Maintain the same number of troops,Somewhat approve,Somewhat important,Somewhat important,Somewhat important,Extremely important,Somewhat important,No,Yes,No,No,George W. Bush (Rep),George W Bush was not a factor,Deported to the country they came from, During the last month,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Ocassionally,Protestant/Do not attend weekly,College graduate,At least some college,Approve,Same number or more troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
28093.0, Virginia,36.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.991232693195343,George Allen (Rep),No,Female,White,40-44,Republican,Conservative,$100k-$150k,Protestant,A few time a year,,Some college or associate degree,Somewhat approve,Withdraw some troops,Somewhat approve,Not at all important,Not at all important,Somewhat important,Very important,Somewhat important,No Answer,Yes,Yes,No,George W. Bush (Rep),George W Bush was not a factor,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,,All others,Ocassionally,Protestant/Do not attend weekly,Did not graduate from college,At least some college,Approve,Withdraw all or some troops,Approve,White,Suburbs,Suburbs,10.0,Strong Republican,North,Low Density Rural,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
28099.0, Virginia,62.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06478297710419,George Allen (Rep),Did not vote,Female,White,30-39,Independent,Moderate,$30k-$50k,Protestant,Once a week,No,Postgraduate study,Somewhat disapprove,No answer,Strongly disapprove,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,No,No Answer,No Answer,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Weekly,Protestant/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,White,"Cities 10,000-50,000",Small Cities/Rural,9.0,Strong Democratic,West/Shenandoah,Low Density Rural,Rural,Rural,Very downscale
28102.0, Virginia,57.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.446439445018768,Jim Webb (Dem),No,Male,White,50-59,Independent,Moderate,,None,Never,No,,Strongly disapprove,Withdraw all troops,Strongly disapprove,,,,,,,,,,,,Offered a chance to apply for legal status,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,,,None,White None,All others,All others,Never,All others,,,Disapprove,Withdraw all or some troops,Disapprove,White,Suburbs,Suburbs,1.0,Strong Republican,East/Richmond,Town,80s Suburbs,High-Growth Suburban Perimeter,Upscale
28122.0, Virginia,22.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.736797213554382,Jim Webb (Dem),No,Male,White,30-39,Independent,Moderate,$200k or more,Catholic,Once a week,No,Postgraduate study,Strongly disapprove,No answer,Strongly disapprove,Extremely important,Somewhat important,Extremely important,Somewhat important,Somewhat important,No,No,Yes,No,John Kerry (Dem),To express opposition to George W Bush,Offered a chance to apply for legal status,Before that,Sometime last week/During the last month/Before that, During the last month/Before that,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Weekly,Catholic/Attend weekly,College graduate,At least some college,Disapprove,No answer,Disapprove,White,"Cities 50,000-500,000","Cities over 50,000",8.0,Strong Democratic,North,Suburb,Urban,Urban Core,Very upscale
28127.0, Virginia,21.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.421422332525253,Jim Webb (Dem),Yes,Female,,65-74,Independent,Conservative,$100k-$150k,,,,High school graduate,,,Strongly disapprove,,,,,,,,,,John Kerry (Dem),,,,,,,,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,$100k or more,,,,,,,Did not graduate from college,High school graduate or less,,,Disapprove,,Suburbs,Suburbs,8.0,Strong Democratic,North,Suburb,60s Suburbs,High-Growth Suburban Perimeter,Very upscale
