ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENWV06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,BRNAGAIN,UNION4,BUSH4,IRAQWAR,BYRDAGE,MANCHJOB,MANCJOB2,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,WPROTBRN,WHTEVANG,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4
34945.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.974211037158966,John Raese (Rep),Male,White,50-59,Republican,Moderate,$15k-$30k,Other Christian,No,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
34947.0,West Virginia,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.912009477615356,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,$30k-$50k,Jewish,No,No one does,Strongly disapprove,Strongly disapprove,Yes,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Jewish,White Jewish,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
34948.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.23364722728729,Robert Byrd (Dem),Female,White,60-64,Democratic,Moderate,$15k-$30k,Protestant,No,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Strongly approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
34955.0,West Virginia,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,30-39,Republican,Moderate,$50k-$75k,Catholic,No,"Yes, someone else does",Strongly approve,Somewhat approve,No,Somewhat approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
34977.0,West Virginia,22.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.999945759773254,Robert Byrd (Dem),Female,White,50-59,Republican,,$15k-$30k,,Yes,,Strongly approve,Strongly approve,,,,White female,White female,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,,,,White Evangelical Born Again Christians,Approve,Approve,,,,White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
34982.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,45-49,Democratic,Conservative,$50k-$75k,Other Christian,No,"Yes, I do",Strongly disapprove,No answer,Yes,Strongly disapprove,Disapprove,White female,White female,45-59,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,No answer,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
34983.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.534824848175049,Robert Byrd (Dem),Female,White,60-64,Republican,,$30k-$50k,Protestant,Yes,"Yes, I do and someone else does",Strongly disapprove,Strongly disapprove,No,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
34990.0,West Virginia,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.05061972141266,John Raese (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,Protestant,Yes,No one does,Strongly approve,Somewhat approve,Yes,Somewhat approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
35004.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.23364722728729,Robert Byrd (Dem),Female,White,60-64,Democratic,Moderate,$15k-$30k,Protestant,Yes,No one does,Somewhat disapprove,Strongly disapprove,Yes,Somewhat disapprove,Disapprove,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35006.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,50-59,Independent,Moderate,$30k-$50k,Protestant,Yes,"Yes, someone else does",Somewhat disapprove,Strongly disapprove,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35026.0,West Virginia,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.851501286029816,Robert Byrd (Dem),Female,White,45-49,Democratic,Liberal,$30k-$50k,Protestant,No,"Yes, someone else does",Strongly disapprove,Somewhat disapprove,No,Strongly approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
35033.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.974211037158966,John Raese (Rep),Male,White,45-49,Republican,Moderate,$50k-$75k,None,No,No one does,Somewhat approve,Somewhat approve,Yes,Strongly approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,None,White None,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35037.0,West Virginia,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.08211374282837,Robert Byrd (Dem),Male,White,25-29,Democratic,Liberal,Under $15k,Protestant,No,"Yes, I do",Strongly disapprove,Strongly disapprove,No,Somewhat disapprove,Disapprove,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
35039.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0705634355545,Robert Byrd (Dem),Female,White,30-39,Democratic,Moderate,$75k-$100k,Something else,Yes,"Yes, someone else does",Somewhat disapprove,Somewhat disapprove,No,Strongly approve,Approve,White female,White female,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Something else,White Something else,All others,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35040.0,West Virginia,22.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07100248336792,Robert Byrd (Dem),Male,White,50-59,Something else,Moderate,$30k-$50k,None,No,,Somewhat approve,Somewhat approve,,,,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,None,White None,All others,All others,Approve,Approve,,,,White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
35046.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.572829782962799,Robert Byrd (Dem),Male,White,60-64,Democratic,,$30k-$50k,Protestant,Yes,"Yes, I do",Strongly disapprove,Somewhat disapprove,No,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
35050.0,West Virginia,29.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.848101675510406,Robert Byrd (Dem),Female,Black,50-59,Democratic,Moderate,,,,No one does,,Strongly disapprove,,,,Non-white female,Non-white,45-59,50-64,18-64,30-59,Democratic,,,,,,,,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
35068.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.998318552970886,John Raese (Rep),Female,White,25-29,Republican,Conservative,$50k-$75k,Protestant,Yes,No one does,Strongly approve,Strongly approve,Yes,Strongly approve,Approve,White female,White female,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35074.0,West Virginia,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.4304956197738599,Robert Byrd (Dem),Male,White,60-64,Democratic,Conservative,,Protestant,Yes,No one does,Strongly approve,Strongly approve,No,Strongly approve,Approve,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
35077.0,West Virginia,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.912009477615356,Robert Byrd (Dem),Male,White,45-49,Republican,Moderate,$50k-$75k,Other Christian,Yes,"Yes, I do",Somewhat approve,Somewhat disapprove,No,Somewhat approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
35079.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25850975513458,Robert Byrd (Dem),Male,White,18-24,Independent,Moderate,Under $15k,Other Christian,No,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat approve,Approve,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35080.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.509404957294464,Robert Byrd (Dem),Female,White,25-29,Democratic,Liberal,$100k-$150k,Catholic,No,No one does,Strongly disapprove,Strongly disapprove,No,Somewhat disapprove,Disapprove,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,$100k or more,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
35086.0,West Virginia,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.894688308238983,Robert Byrd (Dem),Female,White,50-59,Something else,Conservative,Under $15k,Protestant,Yes,No one does,No answer,Strongly approve,No,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,No answer,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
35103.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,50-59,Something else,Moderate,$30k-$50k,Protestant,Yes,"Yes, someone else does",Strongly approve,Strongly approve,Yes,Somewhat approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35108.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.25850975513458,Robert Byrd (Dem),Male,White,18-24,Independent,Moderate,$15k-$30k,Mormon/LDS,No,No one does,Somewhat disapprove,Somewhat approve,No,Somewhat approve,Approve,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Disapprove,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35113.0,West Virginia,22.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.32484805583954,John Raese (Rep),Female,White,45-49,Democratic,Moderate,Under $15k,,,No one does,,Somewhat approve,,,,White female,White female,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,,,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
35116.0,West Virginia,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.33558797836304,Robert Byrd (Dem),Female,White,65-74,Republican,Moderate,$30k-$50k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
35119.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.656989872455597,John Raese (Rep),Male,White,50-59,Republican,Moderate,$75k-$100k,Something else,No,No one does,Strongly approve,Strongly approve,Yes,Strongly disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,$50k or more,Less than $100k,Something else,White Something else,All others,All others,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
35123.0,West Virginia,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.920510470867157,Robert Byrd (Dem),Female,White,40-44,Democratic,Liberal,$75k-$100k,Protestant,Yes,No one does,Strongly approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,30-44,40-49,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
35124.0,West Virginia,1.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.37042331695557,Other,Female,White,25-29,Independent,Liberal,$15k-$30k,Catholic,No,No one does,Strongly disapprove,Strongly disapprove,No,No Answer,No Answer,White female,White female,18-29,25-29,18-64,18-29,Independent/Something else,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Appalachian Highlands,Low Density Rural,Rural,Rural,Very downscale
35138.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.04813575744629,John Raese (Rep),Female,White,60-64,Republican,Conservative,$15k-$30k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White female,White female,60 or over,50-64,18-64,60 or over,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35143.0,West Virginia,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.958265364170074,Robert Byrd (Dem),Male,White,50-59,Democratic,Moderate,$15k-$30k,Catholic,,"Yes, I do",Somewhat approve,Somewhat disapprove,No,Strongly approve,Approve,White male,White male,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Disapprove,Yes,Yes,I am (voter is member),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
35150.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14663827419281,Robert Byrd (Dem),Male,White,30-39,Republican,Moderate,$30k-$50k,Other Christian,Yes,No one does,Somewhat approve,Strongly approve,No,Somewhat approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35160.0,West Virginia,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.24138927459717,Robert Byrd (Dem),Male,White,45-49,Democratic,Liberal,$15k-$30k,Other Christian,No,No one does,Somewhat approve,Strongly approve,No,Strongly disapprove,Disapprove,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
35164.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.974211037158966,John Raese (Rep),Male,White,45-49,Republican,Conservative,$100k-$150k,Protestant,Yes,No one does,Strongly approve,Strongly approve,Yes,Strongly approve,Approve,White male,White male,45-59,40-49,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35179.0,West Virginia,29.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.21408760547638,Robert Byrd (Dem),Male,White,30-39,Independent,Moderate,$15k-$30k,,,"Yes, I do",,Somewhat disapprove,,,,White male,White male,30-44,30-39,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,,,,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",2.0,Strong Republican,Charleston/Huntington Areas,Suburb,Urban,Urban Core,Very upscale
35189.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.464122921228409,Robert Byrd (Dem),Female,White,30-39,Democratic,Moderate,$30k-$50k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,No,Somewhat disapprove,Disapprove,White female,White female,30-44,30-39,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
35194.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.0705634355545,Robert Byrd (Dem),Female,White,50-59,Something else,Conservative,$75k-$100k,Other Christian,No,"Yes, someone else does",Somewhat approve,Somewhat approve,No,Strongly disapprove,Disapprove,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35201.0,West Virginia,22.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.4189925193786599,John Raese (Rep),Male,White,50-59,Republican,Conservative,$30k-$50k,,,No one does,,Strongly approve,,,,White male,White male,45-59,50-64,18-64,30-59,Republican,Less than $50k,Less than $100k,,,,,,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Extremely Low Density Rural,Rural,Rural,Very downscale
35202.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.909575998783112,John Raese (Rep),Female,White,45-49,Republican,Moderate,$30k-$50k,Other Christian,Yes,"Yes, someone else does",Somewhat approve,Somewhat approve,Yes,Strongly approve,Approve,White female,White female,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35205.0,West Virginia,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.15902805328369,Robert Byrd (Dem),Female,White,50-59,Democratic,Moderate,$30k-$50k,Protestant,Yes,No one does,Somewhat disapprove,Somewhat disapprove,Yes,Strongly approve,Approve,White female,White female,45-59,50-64,18-64,30-59,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Disapprove,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
35212.0,West Virginia,46.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.06073594093323,Robert Byrd (Dem),Female,White,65-74,Democratic,Conservative,$30k-$50k,Catholic,No,No one does,Strongly approve,Somewhat approve,No,Somewhat approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,1.0,Competitive,Ohio River,Low Density Rural,60s Suburbs,Low-Growth Suburban Perimeter,Downscale
35213.0,West Virginia,23.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.03098022937775,Robert Byrd (Dem),Female,White,75 or over,Democratic,Moderate,,Protestant,Yes,No one does,Strongly approve,Strongly disapprove,No,Strongly approve,Approve,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,,,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Competitive,Monongahela River Valley,Town,Rural,Rural,Very downscale
35232.0,West Virginia,76.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.998318552970886,John Raese (Rep),Female,White,25-29,Republican,Moderate,$30k-$50k,Other Christian,No,No one does,Somewhat approve,Somewhat approve,No,Strongly approve,Approve,White female,White female,18-29,25-29,18-64,18-29,Republican,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Appalachian Highlands,Low Density Rural,Rural,Rural,Downscale
35236.0,West Virginia,86.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.757072031497955,John Raese (Rep),Male,White,65-74,Democratic,Conservative,$100k-$150k,Protestant,Yes,No one does,Somewhat approve,Somewhat approve,Yes,Somewhat approve,Approve,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Competitive,Ohio River,Town,Rural,Rural,Very upscale
35237.0,West Virginia,65.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.14663827419281,Robert Byrd (Dem),Male,White,30-39,Republican,Moderate,$100k-$150k,Other Christian,Yes,No one does,Strongly approve,Somewhat approve,Yes,Strongly approve,Approve,White male,White male,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Protestant/Other Christian,White Protestant/Other Christian,White Protestant/Other Christian Born-again,White Evangelical Born Again Christians,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,2.0,Strong Republican,Charleston/Huntington Areas,Suburb,80s Suburbs,High-Growth Suburban Perimeter,Very upscale
35249.0,West Virginia,39.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.64474129676819,John Raese (Rep),Male,White,50-59,Republican,Conservative,,Something else,No,No one does,Strongly approve,Somewhat approve,Yes,Somewhat disapprove,Disapprove,White male,White male,45-59,50-64,18-64,30-59,Republican,,,Something else,White Something else,All others,All others,Approve,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,2.0,Strong Republican,Monongahela River Valley,Low Density Rural,Rural,Rural,Very downscale
