ID,STANUM,PRECINCT,QTYPE,VERSION,CALL,BACKSIDE,TELEPOLL,WGT,SENMA06,GOVMA06,SEX,RACE,AGE9,PARTYID,PHIL3,INCOME05,RELIGN8,UNION4,LATINO,BUSH4,IRAQWAR,KERYPRES,ROMNPRES,SEXRACE,SEXWHITE,AGE60,AGE65,OVER65,AGE3,PARTY,INC50K,INC100K,REL5,WHITEREL,BUSH,IRAQWAR2,UNIONHH,UNIONVOT,UNIONMEM,QRACEAI,SIZEPLAC,SIZEPLC3,CDNUM,CDSTRATUM,GEOCODE,ZCODE1,ZCODE2,ZCODE3,ZCODE4,ZIPCODE
27120.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.414274841547012,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Independent,Conservative,$100k-$150k,None,"Yes, I do",No,Strongly disapprove,Somewhat approve,No,No,White male,White male,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,$100k or more,None,White None,Disapprove,Approve,Yes,Yes,I am (voter is member),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27131.0,Massachusetts,76.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,3.0198392868042,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,,No,Strongly disapprove,Strongly approve,,,White male,White male,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Approve,,,,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Boston Area,Suburb,Urban,Urban Core,Very upscale,2467.0
27137.0,Massachusetts,62.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.71531480550766,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$50k-$75k,Catholic,,No,Somewhat approve,Strongly approve,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1852.0
27167.0,Massachusetts,20.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.17371106147766,Ken Chase (Rep),Kerry Healey (Rep),Female,White,40-44,Republican,Moderate,,,No one does,No,,Somewhat approve,,,White female,White female,30-44,40-49,18-64,30-59,Republican,,,,,,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
27183.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.46475684642792,Ken Chase (Rep),Kerry Healey (Rep),Female,White,65-74,Independent,Moderate,$50k-$75k,Catholic,No one does,,Somewhat approve,Strongly approve,No,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27202.0,Massachusetts,99.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.449172854423523,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Black,60-64,Something else,Moderate,$50k-$75k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Black,"Cities 50,000-500,000","Cities over 50,000",2.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,1109.0
27225.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62966287136078,Edward Kennedy (Dem),Christy Mihos (Independent),Female,White,60-64,Democratic,Liberal,$30k-$50k,Protestant,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27234.0,Massachusetts,62.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.846182763576508,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Hispanic/Latino,60-64,Democratic,Conservative,$30k-$50k,Protestant,,Yes,Somewhat approve,Strongly disapprove,,,Non-white female,Non-white,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,Protestant/Other Christian,Non-White,Approve,Disapprove,,,,Hispanic/Latino,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1852.0
27235.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.46475684642792,Ken Chase (Rep),Kerry Healey (Rep),Male,White,65-74,Republican,Conservative,$100k-$150k,Catholic,No one does,,Strongly approve,Strongly approve,No,Yes,White male,White male,60 or over,65 or over,65 or over,60 or over,Republican,$50k or more,$100k or more,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27242.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.580243647098541,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Liberal,$50k-$75k,,No one does,No,,Strongly disapprove,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27281.0,Massachusetts,76.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,4.00307273864746,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,Democratic,Moderate,$75k-$100k,,"Yes, I do and someone else does",No,,Somewhat disapprove,,,White female,White female,45-59,50-64,18-64,30-59,Democratic,$50k or more,Less than $100k,,,,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Boston Area,Suburb,Urban,Urban Core,Very upscale,2467.0
27299.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.68181669712067,Ken Chase (Rep),Christy Mihos (Independent),Male,White,18-24,Republican,Conservative,$50k-$75k,Catholic,No one does,No,Strongly approve,Strongly approve,No,No,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27303.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.350338339805603,Edward Kennedy (Dem),Deval Patrick (Dem),Male,,50-59,Independent,Conservative,$75k-$100k,None,"Yes, I do",No,Strongly disapprove,Strongly disapprove,No,No,,,45-59,50-64,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,None,Non-White,Disapprove,Disapprove,Yes,Yes,I am (voter is member),,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27324.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.68640011548996,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Liberal,$50k-$75k,,No one does,,,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27334.0,Massachusetts,20.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.93980967998505,Ken Chase (Rep),Kerry Healey (Rep),Male,White,75 or over,Independent,,$30k-$50k,,No one does,No,,Somewhat approve,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,Less than $50k,Less than $100k,,,,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,9.0,Strong Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,2301.0
27350.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.881837427616119,Ken Chase (Rep),Did not vote,Male,White,18-24,Republican,Moderate,$75k-$100k,Catholic,"Yes, someone else does",No,Somewhat approve,Somewhat approve,No,Yes,White male,White male,18-29,18-24,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Approve,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27354.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.649628698825836,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,75 or over,Independent,Moderate,,Protestant,No one does,,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Independent/Something else,,,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27366.0,Massachusetts,62.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.4996737241745,Edward Kennedy (Dem),Kerry Healey (Rep),Female,White,25-29,Democratic,Liberal,$50k-$75k,Catholic,,No,Strongly disapprove,Strongly disapprove,,,White female,White female,18-29,25-29,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1852.0
27389.0,Massachusetts,49.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.34548091888428,Ken Chase (Rep),Kerry Healey (Rep),Male,Hispanic/Latino,45-49,Republican,Moderate,$30k-$50k,,"Yes, I do",Yes,,Somewhat approve,,,Non-white male,Non-white,45-59,40-49,18-64,30-59,Republican,Less than $50k,Less than $100k,,,,Approve,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
27404.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.808327913284302,Ken Chase (Rep),Other,Female,White,50-59,Independent,Moderate,$30k-$50k,,No one does,No,,Somewhat approve,,,White female,White female,45-59,50-64,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27407.0,Massachusetts,76.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,3.0198392868042,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,45-49,Democratic,Moderate,$15k-$30k,Catholic,,No,Somewhat approve,Somewhat disapprove,,,White male,White male,45-59,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Approve,Disapprove,,,,White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Boston Area,Suburb,Urban,Urban Core,Very upscale,2467.0
27410.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.649628698825836,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Moderate,$150k-$200k,Jewish,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,$100k or more,Jewish,White Jewish,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27418.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.62966287136078,Edward Kennedy (Dem),Christy Mihos (Independent),Male,White,60-64,Independent,Liberal,$75k-$100k,Catholic,"Yes, someone else does",No,Somewhat disapprove,Strongly disapprove,No,No,White male,White male,60 or over,50-64,18-64,60 or over,Independent/Something else,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27469.0,Massachusetts,62.0,National questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.5405153036117603,Ken Chase (Rep),Kerry Healey (Rep),Male,White,25-29,Republican,Conservative,$75k-$100k,Catholic,,No,Somewhat approve,Somewhat disapprove,,,White male,White male,18-29,25-29,18-64,18-29,Republican,$50k or more,Less than $100k,Catholic,White Catholic,Approve,Disapprove,,,,White,Suburbs,Suburbs,5.0,Unoppsed Democratic,East,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Very downscale,1852.0
27478.0,Massachusetts,49.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,1.78355777263641,Ken Chase (Rep),Kerry Healey (Rep),Female,White,45-49,Republican,Conservative,$50k-$75k,,"Yes, I do and someone else does",No,,Somewhat disapprove,,,White female,White female,45-59,40-49,18-64,30-59,Republican,$50k or more,Less than $100k,,,,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
27487.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.649628698825836,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Moderate,$50k-$75k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27497.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.67400777339935,Ken Chase (Rep),Kerry Healey (Rep),Female,White,30-39,Republican,Moderate,$100k-$150k,Catholic,No one does,No,Somewhat approve,Somewhat approve,No,No,White female,White female,30-44,30-39,18-64,30-59,Republican,$50k or more,$100k or more,Catholic,White Catholic,Approve,Approve,No,No,No (no union member in household),White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27502.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.437724381685257,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,45-49,Independent,Liberal,$15k-$30k,,No one does,,,Strongly disapprove,,,White male,White male,45-59,40-49,18-64,30-59,Independent/Something else,Less than $50k,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27538.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,0.938076674938202,Ken Chase (Rep),Deval Patrick (Dem),Female,White,30-39,Independent,Conservative,$75k-$100k,Protestant,"Yes, someone else does",No,Somewhat disapprove,Somewhat disapprove,No,No,White female,White female,30-44,30-39,18-64,30-59,Independent/Something else,$50k or more,Less than $100k,Protestant/Other Christian,White Protestant/Other Christian,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27554.0,Massachusetts,49.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,2.03072023391724,Edward Kennedy (Dem),Christy Mihos (Independent),Male,White,25-29,Democratic,Conservative,$30k-$50k,,"Yes, someone else does",,,Somewhat approve,,,White male,White male,18-29,25-29,18-64,18-29,Democratic,Less than $50k,Less than $100k,,,,Approve,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",7.0,Unoppsed Democratic,East,High Density Urban,Urban,Urban Core,Upscale,1702.0
27572.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.517806708812714,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,65-74,Independent,Moderate,$50k-$75k,,No one does,No,,Strongly disapprove,,,White male,White male,60 or over,65 or over,65 or over,60 or over,Independent/Something else,$50k or more,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27595.0,Massachusetts,95.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.37773811817169,Edward Kennedy (Dem),Deval Patrick (Dem),Male,Black,65-74,,,,,,,,No answer,No Answer,No Answer,Non-white male,Non-white,60 or over,65 or over,65 or over,60 or over,,,,,Non-White,,No answer,,,,Black,Suburbs,Suburbs,6.0,Strong Democratic,Boston Area,High Density Urban,60s Suburbs,Low-Growth Suburban Perimeter,Downscale,1970.0
27597.0,Massachusetts,87.0,State questionnaire,Version 1,Call 2,Complete,Election day exit poll,1.07689094543457,Ken Chase (Rep),Deval Patrick (Dem),Female,White,45-49,Republican,Moderate,,Protestant,No one does,No,Somewhat approve,Somewhat approve,No,Yes,White female,White female,45-59,40-49,18-64,30-59,Republican,,,Protestant/Other Christian,White Protestant/Other Christian,Approve,Approve,No,No,No (no union member in household),White,"Cities 10,000-50,000",Small Cities/Rural,1.0,Unoppsed Democratic,West,Suburb,Rural,Rural,Downscale,1201.0
27665.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.874635994434357,Edward Kennedy (Dem),Kerry Healey (Rep),Male,White,50-59,,Moderate,$15k-$30k,,No one does,No,,Somewhat approve,,,White male,White male,45-59,50-64,18-64,30-59,,Less than $50k,Less than $100k,,,,Approve,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27752.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.580243647098541,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,40-44,Democratic,Moderate,$15k-$30k,,No one does,No,,Strongly disapprove,,,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27843.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.370168834924698,Edward Kennedy (Dem),Deval Patrick (Dem),Male,,40-44,Independent,Liberal,,,No one does,No,,Strongly disapprove,,,,,30-44,40-49,18-64,30-59,Independent/Something else,,,,,,Disapprove,No,No,No (no union member in household),,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
27930.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.517806708812714,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,60-64,Democratic,Moderate,Under $15k,,No one does,No,,Strongly disapprove,,,White male,White male,60 or over,50-64,18-64,60 or over,Democratic,Less than $50k,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
28016.0,Massachusetts,54.0,National questionnaire,Version 2,Call 2,Complete,Election day exit poll,0.68640011548996,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,65-74,Democratic,Liberal,$15k-$30k,,No one does,No,,Strongly disapprove,,,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,,,,Disapprove,No,No,No (no union member in household),White,Rural,Small Cities/Rural,1.0,Unoppsed Democratic,West,Extremely Low Density Rural,Rural,Rural,Downscale,1346.0
28906.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.48786935210228,Edward Kennedy (Dem),Kerry Healey (Rep),Male,White,75 or over,Democratic,Liberal,$30k-$50k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,Yes,Yes,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
28983.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.426282644271851,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Hispanic/Latino,65-74,Democratic,Moderate,$30k-$50k,Catholic,No one does,Yes,Strongly disapprove,Strongly disapprove,No,No,Non-white female,Non-white,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29051.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.424024045467377,Edward Kennedy (Dem),Deval Patrick (Dem),Female,Hispanic/Latino,30-39,Democratic,Moderate,$50k-$75k,Other Christian,No one does,Yes,Somewhat disapprove,Somewhat disapprove,Yes,No,Non-white female,Non-white,30-44,30-39,18-64,30-59,Democratic,$50k or more,Less than $100k,Protestant/Other Christian,Non-White,Disapprove,Disapprove,No,No,No (no union member in household),Hispanic/Latino,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29128.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.407816052436829,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,30-39,Democratic,Liberal,$200k or more,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,30-44,30-39,18-64,30-59,Democratic,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29175.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.409988313913345,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,75 or over,Democratic,Moderate,,Catholic,"Yes, I do",No,Strongly disapprove,Strongly disapprove,Yes,No,White male,White male,60 or over,65 or over,65 or over,60 or over,Democratic,,,Catholic,White Catholic,Disapprove,Disapprove,Yes,Yes,I am (voter is member),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29241.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.451710909605026,Edward Kennedy (Dem),Deval Patrick (Dem),Male,White,18-24,Democratic,Conservative,$75k-$100k,Catholic,No one does,No,Strongly disapprove,Strongly disapprove,No,No,White male,White male,18-29,18-24,18-64,18-29,Democratic,$50k or more,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29297.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.472805291414261,Edward Kennedy (Dem),Deval Patrick (Dem),Female,,18-24,Democratic,Moderate,$15k-$30k,Catholic,No one does,No,Somewhat approve,Somewhat approve,Yes,No,,,18-29,18-24,18-64,18-29,Democratic,Less than $50k,Less than $100k,Catholic,Non-White,Approve,Approve,No,No,No (no union member in household),,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29343.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.426282644271851,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,75 or over,Democratic,Moderate,$30k-$50k,Catholic,"Yes, someone else does",No,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,60 or over,65 or over,65 or over,60 or over,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,Yes,No,"Else in HH (member in household, but not voter",White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29425.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.424024045467377,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,50-59,,Moderate,$30k-$50k,Catholic,No one does,,Strongly disapprove,Strongly disapprove,Yes,No,White female,White female,45-59,50-64,18-64,30-59,,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29466.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.92254775762558,Ken Chase (Rep),Deval Patrick (Dem),Male,White,18-24,Independent,Moderate,$150k-$200k,Catholic,No one does,No,Somewhat disapprove,Somewhat disapprove,No,No,White male,White male,18-29,18-24,18-64,18-29,Independent/Something else,$50k or more,$100k or more,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
29528.0,Massachusetts,75.0,State questionnaire,Version 1,Call 1,Complete,Election day exit poll,0.424024045467377,Edward Kennedy (Dem),Deval Patrick (Dem),Female,White,40-44,Democratic,,$30k-$50k,Catholic,No one does,No,Somewhat disapprove,Strongly disapprove,Yes,No,White female,White female,30-44,40-49,18-64,30-59,Democratic,Less than $50k,Less than $100k,Catholic,White Catholic,Disapprove,Disapprove,No,No,No (no union member in household),White,"Cities 50,000-500,000","Cities over 50,000",4.0,Unoppsed Democratic,Other Large Industrial Cities,High Density Urban,Urban,Urban Core,Very downscale,2740.0
