ID,WEIGHT,IADPRS20,BACKSIDE,CALL,CDNUM,DEMVOTE2016C,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYGENDER,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEM,QRACE4,QTYPE,RACE2B,RACEIA,REGION,SANDVOTE20162020,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEIA20,TIMEPRIFEWDAYS,TIMEPRIYEAR,TWITTER,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65
28649.0,0.763342201709747,Bernie Sanders,Complete,Call 3,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Democrat,Income inequality,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28650.0,0.780977725982666,Elizabeth Warren,Complete,Call 3,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Income inequality,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28651.0,0.687869489192963,Andrew Yang,Complete,Call 3,3.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Omit,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,31.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28652.0,1.26658582687378,Elizabeth Warren,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Income inequality,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,114.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28653.0,0.493055552244186,Uncommitted,Complete,Call 1,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Republican,Climate change,No,Republican,Republican men,Moderate,Moderate or Conservative,Moderate,40.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,Yes,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28654.0,0.827810943126678,Elizabeth Warren,Complete,Call 3,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,19.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28655.0,2.0632176399231,Bernie Sanders,Complete,Call 3,3.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,113.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28656.0,0.844396948814392,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Independent,Foreign policy,No,Independent/Something else,Independent women,Very liberal,Liberal,Liberal,15.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28657.0,0.178916841745377,Uncommitted,Complete,Call 3,3.0,Neither of these candidates,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Independent,Foreign policy,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,37.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28658.0,1.1402575969696,Elizabeth Warren,Complete,Call 3,2.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,96.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28659.0,0.693205535411835,Bernie Sanders,Complete,Call 3,3.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Health care,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,31.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28660.0,0.875582873821259,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28661.0,0.550076842308044,Elizabeth Warren,Complete,Call 3,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28662.0,1.48026061058044,Bernie Sanders,Complete,Call 3,2.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Democrat,Income inequality,Yes,Democrat,Democratic men,Very liberal,Liberal,Liberal,73.0,"Yes, I attended a caucus before",Hispanic/Latino,State questionnaire,Non-white,Hispanic/Latino,Midwest,Supported Clinton in 2016,Male,Latino men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28663.0,0.849345624446869,Amy Klobuchar,Complete,Call 3,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,19.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28664.0,0.755794525146484,Joe Biden,Complete,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Foreign policy,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,15.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28665.0,1.91273355484009,Bernie Sanders,Complete,Call 3,2.0,Neither of these candidates,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Independent,Income inequality,No,Independent/Something else,Independent women,Very liberal,Liberal,Liberal,68.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28666.0,0.875582873821259,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Democrat,Omit,,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28667.0,0.217526212334633,Uncommitted,Complete,Call 3,3.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,114.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Omit,Omit,Omit,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28668.0,1.0739541053772,Elizabeth Warren,Complete,Call 3,2.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28669.0,1.13793468475342,Bernie Sanders,Complete,Call 3,4.0,Bernie Sanders,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,160.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,Yes,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28670.0,0.792021036148071,Joe Biden,Complete,Call 3,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Independent,Foreign policy,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,19.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28671.0,1.51083433628082,Andrew Yang,Complete,Call 3,4.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28672.0,0.802455484867096,Joe Biden,Complete,Call 3,1.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Democrat,Income inequality,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,15.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28673.0,0.436215400695801,Uncommitted,Complete,Call 3,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Independent,Health care,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,73.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 but not in 2020,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28674.0,0.636075794696808,Bernie Sanders,Complete,Call 3,3.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,31.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28675.0,0.954224169254303,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Climate change,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28676.0,2.1155412197113,Pete Buttigieg,Complete,Call 1,1.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Independent,Health care,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,40.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28677.0,0.943189740180969,Bernie Sanders,Complete,Call 3,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,114.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28678.0,3.90007519721985,Amy Klobuchar,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,113.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28679.0,0.315764188766479,Michael Bloomberg,Complete,Call 3,4.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Democrat,Health care,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,19.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28680.0,0.700432240962982,Bernie Sanders,Complete,Call 3,2.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Independent,Health care,No,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28681.0,0.210509464144707,Michael Bloomberg,Complete,Call 3,3.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Democrat,Climate change,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,31.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28682.0,0.942253232002258,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Very liberal,Liberal,Liberal,83.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29
28683.0,1.46887099742889,Joe Biden,Complete,Call 3,1.0,Bernie Sanders,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Democrat,Health care,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,47.0,"No, this is my first caucus",Black,State questionnaire,Non-white,Black,Midwest,Supported Sanders in 2016 but not in 2020,Male,Black men,Support,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,Yes,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
28684.0,0.958914399147034,Pete Buttigieg,Complete,Call 3,3.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Democrat,Health care,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,37.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Oppose,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,In January,Earlier than that,Since January 1st,No,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
28685.0,0.765064716339111,Joe Biden,Complete,Call 3,1.0,Neither of these candidates,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Independent,Omit,No,Independent/Something else,Independent women,Moderate,Moderate or Conservative,Moderate,92.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28686.0,0.699870467185974,Elizabeth Warren,Complete,Call 3,1.0,Hillary Clinton,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,15.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64
28687.0,0.738006234169006,Bernie Sanders,Complete,Call 3,4.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,27.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28688.0,1.93523752689362,Elizabeth Warren,Complete,Call 3,2.0,Hillary Clinton,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Democrat,Health care,No,Democrat,Democratic women,Moderate,Moderate or Conservative,Moderate,73.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28689.0,0.943189740180969,Bernie Sanders,Complete,Call 3,3.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Income inequality,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,114.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000", Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28690.0,1.75020515918732,Bernie Sanders,Complete,Call 3,2.0,Bernie Sanders,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,2.0,Independent,Omit,No,Independent/Something else,Independent men,Moderate,Moderate or Conservative,Moderate,68.0,"Yes, I attended a caucus before",,State questionnaire,,,Midwest,Supported Sanders in 2016 and 2020,Male,,Omit,Suburbs,Suburbs, Iowa,,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49
28691.0,1.10797154903412,Joe Biden,Complete,Call 3,4.0,Neither of these candidates,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Democrat,Income inequality,No,Democrat,Democratic men,Moderate,Moderate or Conservative,Moderate,13.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported neither of them in 2016,Male,White men,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,In the last few days,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
28693.0,0.93844872713089,Joe Biden,Complete,Call 3,3.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Democrat,Health care,No,Democrat,Democratic women,Somewhat liberal,Liberal,Liberal,31.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Suburbs,Suburbs, Iowa,White suburban women,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
28694.0,1.04628455638885,Elizabeth Warren,Complete,Call 3,2.0,Hillary Clinton,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Independent,Health care,,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,96.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,No,Version 1,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64
28695.0,0.964177370071411,Pete Buttigieg,Complete,Call 3,4.0,Hillary Clinton,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Independent,Climate change,No,Independent/Something else,Independent women,Somewhat liberal,Liberal,Liberal,19.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Female,White women,Oppose,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Just today,Last few days,Since January 1st,No,Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
28696.0,0.954224169254303,Bernie Sanders,Complete,Call 3,1.0,Bernie Sanders,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Democrat,Health care,No,Democrat,Democratic men,Very liberal,Liberal,Liberal,83.0,"Yes, I attended a caucus before",White,State questionnaire,White,White,Midwest,Supported Sanders in 2016 and 2020,Male,White men,Support,Suburbs,Suburbs, Iowa,White suburban men,Election day exit poll,In January,Earlier than that,Since January 1st,Yes,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
28697.0,1.04887473583221,Pete Buttigieg,Complete,Call 3,4.0,Hillary Clinton,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Democrat,Climate change,No,Democrat,Democratic men,Somewhat liberal,Liberal,Liberal,160.0,"No, this is my first caucus",White,State questionnaire,White,White,Midwest,Supported Clinton in 2016,Male,White men,Support,Rural,Small Cities/Rural, Iowa,Other,Election day exit poll,Before that,Earlier than that,Before January 1st,Yes,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
