ID,WEIGHT,TXDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277218938.0,2.42527890205383,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,9.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,3.0,,Race relations,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,55.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Omit,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,77047.0
277218939.0,0.954378306865692,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,3.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Income inequality,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,12.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,Yes,Version 1,No,,Can beat Donald Trump,75074.0
277218940.0,1.17429602146149,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,31.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,4.0,,Race relations,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,4.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,76502.0
277218941.0,1.17429602146149,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Black 18-29,Black 18-29,Black 18-29,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,31.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,4.0,,Race relations,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,4.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,76502.0
277218951.0,0.677080094814301,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,25.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,4.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,101.0,Yes,Can unite the country,Other,Asian,State questionnaire,Asian,Non-white,Asian,Biden,South,Female,All other races,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78734.0
277218953.0,0.184754148125648,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 2,18.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,3.0,Yes,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Conservative,Moderate or Conservative,Conservative,50.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,77388.0
277218954.0,0.473581820726395,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,21.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,72.0,Yes,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Gabbard,South,Female,All other races,,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78028.0
277218957.0,0.916696846485138,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,8.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,1.0,,Income inequality,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,80.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77380.0
277218958.0,0.916696846485138,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,8.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,1.0,,Income inequality,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,80.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77380.0
277218960.0,0.434269160032272,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,Call 2,31.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,4.0,Yes,Health care,No,Yes,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Somewhat liberal,Liberal,Liberal,115.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,78717.0
277218962.0,0.231767773628235,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,Call 2,26.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Support,2.0,No,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,30.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,76205.0
277218965.0,0.899679005146027,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Omit,,,,Call 2,28.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Omit,Omit,6.0,Yes,Omit,Yes,No,Omit,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,,,,114.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,78046.0
277218966.0,1.02760934829712,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Not complete,,One of several important factors,A factor,Important,Call 2,21.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,6.0,,,No,,,45+,18-64,,,,,,,,,,82.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,,Version 1,,,,78259.0
277218967.0,0.898701548576355,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,Call 2,21.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,4.0,No,Health care,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,107.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,78704.0
277218968.0,0.289985597133636,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,18.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,3.0,,Race relations,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,50.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,77388.0
277218971.0,0.416256695985794,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Biden,,,,Call 2,35.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,4.0,Yes,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,106.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,78744.0
277218973.0,1.30847585201263,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 2,25.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,4.0,,Omit,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,98.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,78702.0
277218976.0,0.506439745426178,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 2,32.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Omit,Support,2.0,,Health care,No,Yes,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,15.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs,English,Texas,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,75081.0
277218980.0,0.137317672371864,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,Never,Complete,,One of several important factors,A factor,Important,Call 2,26.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Health care,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,30.0,Yes,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,76205.0
277218983.0,0.182920500636101,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,All others,All others,,,Complete,Sanders,,,,Call 2,18.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Oppose,3.0,No,Health care,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,50.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Support,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,77388.0
277218985.0,0.190209671854973,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,,,,Never,Never,Complete,,The most important factor,A factor,Important,Call 2,31.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,,,No,,,4.0,,Health care,No,,,18-44,18-64,Independent/Something else,,,Independent men,Independent,,Very liberal,Liberal,Liberal,115.0,Yes,Cares about people like me,,,State questionnaire,,,,Sanders,South,Male,,,Suburbs,Suburbs,English,Texas,,Election day exit poll,,,,,Yes,Version 1,No,,Agrees with you on major issues,78717.0
277218986.0,3.13500690460205,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Sanders,,,,Call 2,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,Yes,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,12.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Male,Latino men,Support,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,75074.0
277218987.0,1.68122410774231,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,,,Complete,Biden,,,,Call 2,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,3.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,55.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,No,Can beat Donald Trump,77047.0
277218988.0,1.01756370067596,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,Latino 60+,Latino 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 2,28.0,It is fair,,,,,,No,,,6.0,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,114.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Male,Latino men,,"Cities 50,000-500,000","Cities over 50,000",Spanish,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78046.0
277218990.0,2.46916389465332,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,21.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,6.0,,Health care,Yes,,,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,82.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78259.0
277218991.0,0.516213417053223,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 2,21.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,4.0,,Income inequality,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,107.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,78704.0
277218992.0,0.283758610486984,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,35.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,4.0,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,106.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,78744.0
277218993.0,0.839611768722534,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 2,21.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,5.0,,Health care,No,,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,72.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Rural,Small Cities/Rural,English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,78028.0
277219001.0,0.333424061536789,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Black 30-44,Black 30-44,Black 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,14.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,3.0,,Health care,No,,,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,42.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77590.0
277219006.0,0.622109591960907,Michael Bloomberg,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,9.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,3.0,,Health care,Yes,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,48.0,Yes,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Bloomberg,South,Female,Latino women,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,77006.0
277219007.0,0.625902473926544,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,Latino 45-59,Latino 45-64,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 2,21.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,6.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,82.0,Yes,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Male,Latino men,,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,,,,,No,Version 1,Yes,,Can beat Donald Trump,78259.0
277219008.0,0.496256858110428,Elizabeth Warren,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,Call 2,32.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,15.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,English,Texas,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,75081.0
277219009.0,0.798709511756897,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,,,Complete,Warren,,,,Call 2,28.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,6.0,No,Health care,Yes,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,114.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,78046.0
277219010.0,0.34412869811058,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,,,Complete,Sanders,,,,Call 2,21.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,4.0,No,Climate change,Yes,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,107.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,"Cities over 500,000","Cities over 50,000",English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,78704.0
277219011.0,0.154630392789841,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,,,Complete,Sanders,,,,Call 2,31.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,4.0,No,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,115.0,,,Other,Asian,State questionnaire,Asian,Non-white,Asian,,South,Female,All other races,Support,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,78717.0
277219013.0,1.68122410774231,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 2,9.0,It is fair,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Yes,,,3.0,,Omit,,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,55.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Gabbard,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",,Texas,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,77047.0
277219015.0,0.345038533210754,Other,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,,,Complete,Biden,,,,Call 2,26.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Omit,Support,2.0,Yes,Health care,No,No,Omit,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Something else,All others,Conservative,Moderate or Conservative,Conservative,30.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs,English,Texas,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,76205.0
