ID,WEIGHT,NVDPRS20,BACKSIDE,CALL,CDNUM,COUNTNV,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,GEOCODENVD,IAPARTYID,ISSDEM20CAU,LATINO,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVCAUCDEMNV,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMENV20,TIMEPRIFEWDAYS,TIMEPRIMTH,TWITTER,UNIONHH12,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65
276940057.0,0.727262675762177,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940056.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940055.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940054.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940053.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940052.0,0.429004073143005,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940051.0,0.781587421894073,Amy Klobuchar,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940047.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940046.0,0.429004073143005,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940039.0,1.0329030752182,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Independent,Health care,No,Independent/Something else,Black non-Democrat,Black Independent,Independent women,All others,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",Black,Black,State questionnaire,Black,Non-white,Black,West,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940034.0,0.566948235034943,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,2.0,Democrat,Health care,No,Democrat,Black Democrat,Black Democrat,Democratic women,Non-White Democrats,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",Black,Black,State questionnaire,Black,Non-white,Black,West,Female,Black women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940033.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940032.0,0.781587421894073,Amy Klobuchar,Complete,,4.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940023.0,0.752976536750793,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,2.0,Independent,Omit,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940022.0,0.429004073143005,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Omit,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940020.0,0.781587421894073,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940017.0,0.752976536750793,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,2.0,Independent,Climate change,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Conservative,Moderate or Conservative,Conservative,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940016.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276940010.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276940004.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276940003.0,0.727262675762177,Amy Klobuchar,Complete,,4.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276940001.0,0.429004073143005,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276940000.0,0.781587421894073,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939998.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Independent,Health care,,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939996.0,0.467056930065155,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939990.0,0.850914537906647,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939985.0,0.467056930065155,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939984.0,0.467056930065155,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Nevada,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939983.0,0.501944899559021,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64
276939974.0,0.501944899559021,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Independent,Income inequality,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,White Independent,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
276939971.0,0.850914537906647,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Very liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
276939970.0,0.467056930065155,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
276939965.0,0.850914537906647,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,2.0,1.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
276939964.0,0.501944899559021,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49
276939956.0,0.467056930065155,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,2.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39
276939955.0,1.03281486034393,Amy Klobuchar,Complete,,3.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,1.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Very liberal,Liberal,Liberal,,"No, this is my first caucus",Other,Other,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Spanish,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
276939954.0,1.1099636554718,Amy Klobuchar,Complete,,1.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,1.0,Democrat,Foreign policy,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,In January,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29
276939953.0,0.609245836734772,Amy Klobuchar,Complete,,2.0,Yes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,2.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Very liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Nevada,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Yes,No,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24
276939946.0,0.700640439987183,Amy Klobuchar,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,2.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939945.0,0.727262675762177,Amy Klobuchar,Complete,,3.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,1.0,Democrat,Climate change,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939941.0,0.399185866117477,Amy Klobuchar,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939940.0,0.752976536750793,Amy Klobuchar,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,2.0,Democrat,Health care,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939936.0,0.700640439987183,Amy Klobuchar,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,2.0,Democrat,Omit,No,Democrat,Non-black Democrat,White Democrat,Democratic women,White Democrat,Somewhat liberal,Liberal,Liberal,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Omit,Omit,Omit,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939931.0,0.781587421894073,Amy Klobuchar,Complete,,4.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Climate change,,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,,Nevada,White suburban men,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+
276939928.0,0.781587421894073,Amy Klobuchar,Complete,,3.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,1.0,Democrat,Income inequality,No,Democrat,Non-black Democrat,White Democrat,Democratic men,White Democrat,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939926.0,0.700640439987183,Amy Klobuchar,Complete,,2.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,2.0,Independent,Health care,No,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,White Independent,Moderate,Moderate or Conservative,Moderate,,"No, this is my first caucus",White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Rural,Small Cities/Rural,English,Nevada,Other,Telephone survey,Before that,Earlier than that,Earlier than that,No,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64
276939912.0,0.850914537906647,Amy Klobuchar,Complete,,4.0,Yes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,1.0,Democrat,Health care,Yes,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,"Yes, I attended a caucus before",Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Female,Latino women,Oppose,"Cities over 500,000","Cities over 50,000",English,Nevada,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,No,No,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49
