ID,WEIGHT,WADPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPJT,CALL,CDNUM,CORONAVIRUSWA,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MAJCRISISJT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SATBIDEN20,SATBIDEN20B,SATBLOOMBERG20,SATBLOOMBERG20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIMTH,TIMEWA20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,ZIPCODE
277227005.0,0.836145043373108,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Very concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Race relations,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98382.0
277227006.0,0.0634632632136345,Uncommitted,45-65,30-59,50-59,45+,50+,45-59,50-64,,,,Complete,Biden,,8.0,Somewhat concerned,Needs minor changes,,,,,,3.0,Health care,No,,Biden,Omit,45+,18-64,Democrat,,,Democratic women,Democrat,,Moderate,Moderate or Conservative,Moderate,,Can unite the country,,,State questionnaire,,,,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,,Oppose,Suburbs,Suburbs,Washington,,Telephone survey,In the last month,In March,Angry,,Yes,Agrees with you on major issues,98374.0
277227007.0,1.09346723556519,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,4.0,Somewhat concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,5.0,Income inequality,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98944.0
277227008.0,0.77322256565094,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,5.0,Somewhat concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,5.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,99208.0
277227009.0,0.0334994196891785,Uncommitted,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,8.0,Very concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98038.0
277227010.0,1.09346723556519,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Biden,,4.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,5.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Agrees with you on major issues,99352.0
277227011.0,0.40886116027832,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Very concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Income inequality,No,No,Warren,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98250.0
277227012.0,0.422721683979034,Bernie Sanders,,,,,,,,,,,Complete,Biden,,7.0,Very concerned,Needs minor changes,,,,,,2.0,Health care,,,Warren,Return to Barack Obama's policies,,,,,,,,,,,,,Cares about people like me,,,State questionnaire,,,,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98105.0
277227013.0,1.01186764240265,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,3.0,Not too concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Health care,No,No,Sanders,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Conservative,Moderate or Conservative,Conservative,,Is a fighter,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Support,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",,Yes,Can beat Donald Trump,98531.0
277227014.0,0.901651799678802,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,5.0,Very concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,99207.0
277227015.0,1.48831915855408,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,All others,All others,Complete,Biden,,9.0,Very concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Income inequality,No,No,Sanders,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Cares about people like me,Other,Asian,State questionnaire,Asian,Non-white,Asian,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,All other races,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,Last year,Angry,,Yes,Agrees with you on major issues,98112.0
277227016.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Very concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98284.0
277227017.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Very concerned,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98290.0
277227018.0,0.836145043373108,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Very concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Omit,No,No,Warren,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Omit,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98110.0
277227019.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Health care,No,No,Warren,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98275.0
277227020.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Very concerned,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Omit,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Omit,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98226.0
277227021.0,1.18011546134949,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,7.0,Somewhat concerned,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Climate change,No,No,Sanders,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,Omit,Omit,Angry,,Yes,Agrees with you on major issues,98166.0
277227022.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Very concerned,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Climate change,No,No,Biden,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,,,,,Omit,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Omit,Omit,Omit,,Yes,Can beat Donald Trump,98292.0
277227023.0,0.665857374668121,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Very concerned,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Race relations,No,No,Biden,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98225.0
277227024.0,1.00481104850769,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Rural,Small Cities/Rural,Washington,Other,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98592.0
277227025.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Somewhat concerned,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",,Yes,Can beat Donald Trump,98225.0
277227026.0,1.1360889673233,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,9.0,Somewhat concerned,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Omit,No,No,Biden,Change to more conservative policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Omit,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Oppose,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Agrees with you on major issues,98040.0
277227027.0,1.04500162601471,Other,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,6.0,Somewhat concerned,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,4.0,Health care,No,No,Biden,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,Oppose,Rural,Small Cities/Rural,Washington,Other,Telephone survey,Earlier than that,In February,"Dissatisfied, but not angry",,Yes,Can beat Donald Trump,98362.0
277227028.0,0.53292328119278,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,6.0,Somewhat concerned,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Omit,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,Last year,"Dissatisfied, but not angry",,Yes,Can beat Donald Trump,98403.0
277227029.0,0.0781659111380577,Uncommitted,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,3.0,Somewhat concerned,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,4.0,Income inequality,No,No,Biden,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Omit,Omit,Omit,Omit,Female,White women,Oppose,Rural,Small Cities/Rural,Washington,Other,Telephone survey,In the last month,In March,Omit,,Yes,Can beat Donald Trump,98531.0
277227030.0,0.941634654998779,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,1.0,Not too concerned,Needs a complete overhaul,,,,,,1.0,Health care,No,,Biden,Omit,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,Cares about people like me,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Angry,"Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,Support,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,Earlier than that,Last year,Angry,,Yes,Can beat Donald Trump,98290.0
277227031.0,1.44685351848602,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,2.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Climate change,No,Yes,Biden,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Omit,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98203.0
277227032.0,0.776453673839569,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,1.0,Very concerned,Omit,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,1.0,Omit,No,No,Sanders,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Omit,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Female,White women,Omit,Suburbs,Suburbs,Washington,White suburban women,Telephone survey,In the last month,In March,Angry,,Yes,Can beat Donald Trump,98251.0
277227033.0,0.97426700592041,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Biden,,1.0,Somewhat concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Climate change,No,No,Biden,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,All Other,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Can unite the country,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,All other races,Support,Suburbs,Suburbs,Washington,Other,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98072.0
277227034.0,1.3777779340744,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,7.0,Very concerned,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Health care,No,No,Biden,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Omit,Omit,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,Omit,"Cities over 500,000","Cities over 50,000",Washington,Other,Telephone survey,Earlier than that,In February,Angry,,Yes,Can beat Donald Trump,98133.0
277227035.0,0.536173939704895,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,1.0,Very concerned,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Income inequality,No,No,Warren,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Male,White men,Support,Suburbs,Suburbs,Washington,White suburban men,Telephone survey,Earlier than that,In January,Angry,,Yes,Can beat Donald Trump,98074.0
