ID,WEIGHT,MEDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVSOCIALISM,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277216955.0,1.05063855648041,Joe Biden,Complete,Biden,Call 2,2.0,,,,,,Favorable,4.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,101.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4986.0
277216960.0,0.856047511100769,Elizabeth Warren,Complete,Sanders,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4679.0
277216968.0,0.743302285671234,Elizabeth Warren,Complete,Warren,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,114.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4096.0
277216969.0,0.757258057594299,Joe Biden,Complete,Biden,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,1.0,Omit,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,37.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4032.0
277216977.0,0.570415556430817,Bernie Sanders,Complete,Sanders,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,3.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,4.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,East,Male,All other races,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,4210.0
277216979.0,1.29127478599548,Bernie Sanders,Complete,Biden,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Race relations,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,93.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4106.0
277216983.0,0.622244298458099,Bernie Sanders,Complete,Sanders,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,64.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4953.0
277216986.0,1.55510699748993,Joe Biden,Complete,Biden,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,94.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4858.0
277216991.0,1.03031575679779,Joe Biden,Complete,Biden,Call 2,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit,4.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,95.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4679.0
277216992.0,2.15320181846619,Joe Biden,Complete,Biden,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,101.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4986.0
277216993.0,2.15320181846619,Joe Biden,Complete,Biden,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,101.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4986.0
277216997.0,0.827162206172943,Bernie Sanders,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Omit,1.0,Climate change,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,93.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4106.0
277217002.0,0.430217385292053,Joe Biden,Complete,Biden,Call 2,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Unfavorable,3.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,4.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4210.0
277217008.0,0.6932732462883,Bernie Sanders,Complete,Sanders,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,37.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4032.0
277217010.0,0.790484726428986,Bernie Sanders,Complete,Sanders,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,114.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,4096.0
277217015.0,1.06142222881317,Joe Biden,Complete,Biden,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Omit,2.0,Health care,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,12.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Omit,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4005.0
277217018.0,2.20435333251953,Joe Biden,Complete,Biden,Call 2,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,2.0,Omit,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,94.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4858.0
277217021.0,1.03031575679779,Joe Biden,Complete,Biden,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,95.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4679.0
277217026.0,0.798506617546082,Bernie Sanders,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Income inequality,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Very liberal,Liberal,Liberal,93.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4106.0
277217027.0,0.426056683063507,Bernie Sanders,Complete,Sanders,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,3.0,Income inequality,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,4.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4210.0
277217028.0,1.16836535930634,Joe Biden,Complete,Biden,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,2.0,Climate change,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,96.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4084.0
277217039.0,1.28809416294098,Joe Biden,Complete,Bloomberg,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,64.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4953.0
277217041.0,0.36006423830986,Elizabeth Warren,Complete,Omit,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,1.0,Climate change,,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,37.0,Is a fighter,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Female,All other races,Oppose,Suburbs,Suburbs,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4032.0
277217042.0,1.46046531200409,Joe Biden,Complete,Biden,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,95.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4679.0
277217046.0,0.938734948635101,Bernie Sanders,Complete,Sanders,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,93.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4106.0
277217047.0,1.34791028499603,Joe Biden,Complete,Sanders,Call 2,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,114.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,4096.0
277217048.0,1.1197452545166,Bernie Sanders,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,94.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,4858.0
277217053.0,0.430217385292053,Joe Biden,Complete,Biden,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,3.0,Climate change,,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,4.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4210.0
277217065.0,1.4035040140152,Bernie Sanders,Complete,Warren,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,1.0,Health care,Yes,Yes,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,91.0,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4106.0
277217066.0,0.825124740600586,Joe Biden,Complete,Biden,Call 2,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,64.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4953.0
277217067.0,1.46046531200409,Joe Biden,Complete,Biden,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Race relations,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,4679.0
277217074.0,0.442909061908722,Bernie Sanders,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,1.0,Health care,Yes,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Very liberal,Liberal,Liberal,93.0,Can bring needed change,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Female,Latino women,Support,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,4106.0
277217076.0,0.879863202571869,Joe Biden,Complete,Biden,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,2.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,96.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4084.0
277217078.0,0.275587767362595,Joe Biden,Complete,Omit,Call 2,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Climate change,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,4.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4210.0
277217082.0,0.715243935585022,Bernie Sanders,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,37.0,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4032.0
277217083.0,1.11214399337769,Bernie Sanders,Complete,Sanders,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Income inequality,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,87.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,4074.0
277217085.0,0.935541868209839,Joe Biden,Complete,Biden,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,95.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4679.0
277217087.0,2.05499935150146,Bernie Sanders,Complete,Sanders,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,2.0,Health care,No,No,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,94.0,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Rural,Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4858.0
277217089.0,0.805956482887268,Elizabeth Warren,Complete,Warren,Call 2,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Income inequality,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,64.0,Is a fighter,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,4953.0
277217092.0,1.08920395374298,Bernie Sanders,Complete,Warren,Call 2,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,96.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Maine,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,4084.0
277217093.0,1.21420121192932,Elizabeth Warren,Complete,Warren,Call 2,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Climate change,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,93.0,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,"Cities 10,000-50,000",Small Cities/Rural,Maine,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,4106.0
277217095.0,1.39333653450012,Michael Bloomberg,Complete,Biden,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,114.0,Omit,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Maine,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,4096.0
