ID,WEIGHT,CODPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPST,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVBLOOMBERG,FAVBUTTIGIEG,FAVKLOBUCHAR,FAVSANDERS,FAVWARREN2,GEOCODE,GEOCODECOD,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VOTENOV20,WINORISS20,ZIPCODE
277205949.0,0.686156153678894,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit,,5.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,1.0,4.0,Climate change,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80860.0
277205948.0,1.04068064689636,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,3.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Omit,No,No,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,81504.0
277205947.0,1.40193295478821,Joe Biden,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Black 18-29,Black 18-29,Black 18-29,Complete,Sanders,,5.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,1.0,4.0,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,West,Male,Black men,Omit,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Agrees with you on major issues,80909.0
277205946.0,0.905698120594025,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,,,,Complete,Biden,,2.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,,,Favorable,Favorable,Omit,Favorable,Unfavorable,Unfavorable,2.0,1.0,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,,,Independent men,Independent,,Moderate,Moderate or Conservative,Moderate,,Can unite the country,,,State questionnaire,,,,West,Male,,Oppose,Suburbs,Suburbs,English,Colorado,,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80234.0
277205945.0,0.673599541187286,Elizabeth Warren,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Warren,,1.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80206.0
277205944.0,1.3985778093338,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Sanders,,6.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,2.0,1.0,Income inequality,Yes,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,,Is a fighter,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",No,Agrees with you on major issues,80120.0
277205943.0,0.728150844573975,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,1.0,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Favorable,Unfavorable,Unfavorable,Favorable,Unfavorable,2.0,1.0,Omit,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Agrees with you on major issues,80224.0
277205942.0,0.932568550109863,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,5.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,5.0,4.0,Omit,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Is a fighter,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,81212.0
277205941.0,1.40150451660156,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Biden,,2.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,3.0,2.0,Health care,Yes,Yes,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Something else,All others,Moderate,Moderate or Conservative,Moderate,,Cares about people like me,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80525.0
277205940.0,0.775460183620453,Elizabeth Warren,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,3.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,5.0,4.0,Income inequality,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,81623.0
277205939.0,1.08149552345276,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,All others,All others,Complete,Bloomberg,,2.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Unfavorable,3.0,2.0,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Can unite the country,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Female,All other races,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80301.0
277205938.0,1.48681795597076,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,Bloomberg,,4.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,4.0,3.0,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Very liberal,Liberal,Liberal,,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,West,Female,All other races,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80134.0
277205937.0,1.12975466251373,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,,7.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,4.0,3.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,No,Agrees with you on major issues,80004.0
277205936.0,0.887854337692261,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,1.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Omit,Favorable,Favorable,Unfavorable,Favorable,2.0,1.0,Income inequality,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80218.0
277205935.0,0.630676209926605,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,,5.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,1.0,4.0,Climate change,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Female,White women,Support,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80816.0
277205934.0,0.932568550109863,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,,3.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Unfavorable,5.0,4.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Rural,Small Cities/Rural,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,81230.0
277205933.0,0.772437810897827,Elizabeth Warren,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Warren,,7.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,4.0,3.0,Climate change,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80215.0
277205932.0,0.818697869777679,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Warren,,6.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Favorable,2.0,1.0,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Omit,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80120.0
277205931.0,1.07398653030396,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Complete,Sanders,,1.0,Works well enough as is,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,2.0,1.0,Race relations,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,American Indian,West,Female,All other races,Oppose,"Cities over 500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Can beat Donald Trump,80239.0
277205930.0,0.76995450258255,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,2.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Favorable,Unfavorable,Favorable,Favorable,4.0,3.0,Health care,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",No,Agrees with you on major issues,80425.0
277205929.0,0.543117702007294,Tom Steyer,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,,3.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,5.0,4.0,Climate change,No,Yes,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,No,Agrees with you on major issues,81501.0
277205928.0,1.01813054084778,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,7.0,Omit,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,4.0,3.0,Income inequality,No,No,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80215.0
277205927.0,0.824421942234039,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,2.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,Unfavorable,Omit,Omit,Favorable,Favorable,3.0,2.0,Climate change,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Female,White women,Oppose,Suburbs,Suburbs,English,Colorado,White suburban women,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",No,Can beat Donald Trump,80537.0
277205926.0,1.40150451660156,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Sanders,,4.0,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Unfavorable,Favorable,Omit,Omit,Favorable,Omit,3.0,2.0,Income inequality,Yes,Yes,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent men,Independent,All others,Very liberal,Liberal,Liberal,,Can unite the country,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Oppose,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Agrees with you on major issues,80504.0
277205925.0,0.623977482318878,Amy Klobuchar,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,5.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,1.0,4.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80917.0
277205924.0,0.623395621776581,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,5.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Unfavorable,Unfavorable,Favorable,Unfavorable,Unfavorable,Favorable,1.0,4.0,Income inequality,No,Yes,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80918.0
277205923.0,0.894061923027039,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,,2.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Favorable,Favorable,Favorable,Unfavorable,Favorable,3.0,2.0,Health care,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Is a fighter,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80528.0
277205922.0,0.764043986797333,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,3.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,5.0,4.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,81501.0
277205921.0,1.08510613441467,Pete Buttigieg,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Buttigieg,,7.0,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Unfavorable,Favorable,Favorable,Unfavorable,Unfavorable,4.0,3.0,Race relations,No,No,Change to more conservative policies,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,,Can bring needed change,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80004.0
277205920.0,0.744508445262909,Amy Klobuchar,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,,6.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Omit,Favorable,Favorable,Favorable,Omit,2.0,1.0,Omit,No,Yes,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,Is a fighter,White,White,State questionnaire,White,White,White,West,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Yes,Can beat Donald Trump,80012.0
277205919.0,0.671433985233307,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,,4.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,Favorable,2.0,1.0,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Cares about people like me,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Omit,Omit,Omit,Angry,Yes,Can beat Donald Trump,80015.0
277205918.0,1.25074219703674,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Bloomberg,,7.0,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Favorable,Favorable,Favorable,Favorable,Favorable,4.0,3.0,Omit,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Can unite the country,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,Suburbs,Suburbs,English,Colorado,White suburban men,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",No,Agrees with you on major issues,80127.0
277205917.0,0.623395621776581,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,,5.0,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Unfavorable,Favorable,Omit,Favorable,Unfavorable,1.0,4.0,Omit,No,No,Omit,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,Omit,White,White,State questionnaire,White,White,White,West,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",No,Agrees with you on major issues,80922.0
277205916.0,0.683950185775757,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,,3.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Favorable,Favorable,Unfavorable,Favorable,Favorable,1.0,4.0,Health care,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,Can unite the country,White,White,State questionnaire,White,White,White,West,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",English,Colorado,Other,Telephone survey,Earlier than that,In the last month,In February,Angry,Yes,Agrees with you on major issues,81007.0
277205915.0,1.40150451660156,Bernie Sanders,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Sanders,,4.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,Unfavorable,Unfavorable,Favorable,Favorable,Favorable,3.0,2.0,Climate change,Yes,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,Is a fighter,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,West,Male,Latino men,Support,Suburbs,Suburbs,English,Colorado,Other,Telephone survey,Earlier than that,Earlier than that,Before that,Angry,Yes,Can beat Donald Trump,80620.0
