ID,WEIGHT,TNDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GEOCODETND,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,ZIPCODE
277212594.0,1.0407989025116,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 1,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,1.0,1.0,No,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,2.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,Tennessee,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,37828.0
277212595.0,1.0407989025116,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 1,3.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Oppose,1.0,1.0,No,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,2.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,Tennessee,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,37828.0
277212598.0,1.21303045749664,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 1,3.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,28.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Omit,South,Female,White women,,Suburbs,Suburbs,Tennessee,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,37343.0
277212603.0,1.13501679897308,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,1.0,No,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,50.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,37931.0
277212604.0,0.793426930904388,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,,,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,1.0,1.0,Yes,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,1.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,No,Agrees with you on major issues,37716.0
277212605.0,1.85683214664459,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,A minor factor,A factor,Not important,Call 1,2.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Yes,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,48.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37917.0
277212608.0,0.780790388584137,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 1,3.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,2.0,1.0,,Health care,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,28.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37343.0
277212609.0,1.23380041122437,Michael Bloomberg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Bloomberg,,,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,1.0,1.0,Yes,Health care,No,No,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,1.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,No,Can beat Donald Trump,37716.0
277212610.0,1.23380041122437,Michael Bloomberg,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Bloomberg,,,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,1.0,1.0,Yes,Health care,No,No,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,1.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,No,Can beat Donald Trump,37716.0
277212614.0,0.730575442314148,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,A minor factor,A factor,Not important,Call 1,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,50.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,Yes,,Can beat Donald Trump,37931.0
277212615.0,1.16691589355469,Elizabeth Warren,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Warren,,,,Call 1,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,1.0,No,Omit,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,37917.0
277212619.0,0.613161981105804,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,Latino 30-44,Latino 30-44,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 1,3.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Yes,,,2.0,1.0,,Health care,Yes,,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,28.0,No,Is a fighter,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,Suburbs,Suburbs,Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37343.0
277212626.0,1.16691589355469,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Occasionally,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 1,2.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Climate change,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,37917.0
277212631.0,0.809227347373962,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 1,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Oppose,2.0,1.0,Yes,Income inequality,No,No,Change to more liberal policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,28.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs,Tennessee,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,37343.0
277212633.0,1.15329837799072,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,,,Complete,Biden,,,,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,1.0,Yes,Race relations,,No,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,50.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Agrees with you on major issues,37931.0
277212647.0,1.16691589355469,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Warren,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,1.0,No,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,48.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Agrees with you on major issues,37917.0
277212648.0,1.5163836479187,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,Call 1,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,2.0,1.0,Yes,Income inequality,No,Yes,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,28.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,Tennessee,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,37343.0
277212652.0,1.13501679897308,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,Complete,,A minor factor,A factor,Not important,Call 1,2.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Race relations,No,,,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,50.0,No,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37931.0
277212668.0,3.54625296592712,Michael Bloomberg,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Bloomberg,,,,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Unfavorable,Support,2.0,1.0,No,Income inequality,No,No,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,37917.0
277212670.0,1.22703969478607,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,Complete,,One of several important factors,A factor,Important,Call 1,3.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Health care,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,28.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37343.0
277212680.0,0.545864045619965,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Complete,Sanders,,,,Call 1,9.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Support,5.0,4.0,Yes,Health care,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,92.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,"Cities over 500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,No,Agrees with you on major issues,38103.0
277212682.0,1.80607342720032,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 1,2.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,2.0,1.0,Yes,Omit,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,50.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,37931.0
277212689.0,1.50436294078827,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 1,3.0,It is fair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,1.0,,Health care,No,,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,28.0,No,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,,Suburbs,Suburbs,Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37343.0
277212693.0,1.39131093025208,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 1,2.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,1.0,,Climate change,No,,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,48.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37917.0
277212708.0,0.802495121955872,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Biden,,,,Call 1,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,2.0,1.0,Yes,Race relations,No,No,Omit,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,50.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,37931.0
277212709.0,4.09727048873901,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Bloomberg,,,,Call 1,9.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,5.0,4.0,No,Omit,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,85.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,"Cities over 500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,38104.0
277212711.0,0.867558360099792,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Biden,,,,Call 1,3.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,2.0,1.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,28.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs,Tennessee,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,37343.0
277212714.0,1.26662158966064,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 1,2.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,1.0,,Income inequality,No,,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Somewhat liberal,Liberal,Liberal,48.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,Yes,,Can beat Donald Trump,37917.0
277212729.0,1.11466372013092,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Not complete,,,,,Call 1,9.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,,,5.0,4.0,,,No,,Return to Barack Obama's policies,18-44,18-64,,,,,,,,,,92.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,,"Cities over 500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Last few days,In the last month,In the last few days,,,Version 2,,,,38103.0
277212732.0,2.81899476051331,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Bloomberg,,,,Call 1,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,4.0,3.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,43.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Rural,Small Cities/Rural,Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,38242.0
277212737.0,0.952962934970856,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,,,,Call 1,3.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Oppose,2.0,1.0,No,Climate change,No,No,Change to more conservative policies,45+,18-64,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,28.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs,Tennessee,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,37343.0
277212738.0,0.464705020189285,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,All others,All others,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 1,2.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,1.0,,Race relations,No,,,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,50.0,Yes,Can unite the country,Other,Asian,State questionnaire,Asian,Non-white,Asian,Sanders,South,Female,All other races,,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,37931.0
277212741.0,3.1820867061615,Michael Bloomberg,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Omit,Omit,Omit,Call 1,9.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Yes,,,5.0,4.0,,Income inequality,No,,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,85.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,"Cities over 500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,No,Version 1,No,,Omit,38104.0
277212747.0,2.21389651298523,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Biden,,,,Call 1,2.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,2.0,1.0,Yes,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,48.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,37917.0
277212749.0,0.917462706565857,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,,One of several important factors,A factor,Important,Call 1,9.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,4.0,,Health care,No,,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,92.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,"Cities over 500,000","Cities over 50,000",Tennessee,Other,Election day exit poll,,,,,Yes,Version 1,No,,Agrees with you on major issues,38103.0
277212754.0,2.55078220367432,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,,,,Call 1,8.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,Unfavorable,Oppose,4.0,3.0,No,Income inequality,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,43.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Rural,Small Cities/Rural,Tennessee,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,38242.0
