ID,WEIGHT,MADPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,ZIPCODE
277216410.0,0.744103729724884,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Omit,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,103.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,2032.0
277216412.0,1.04293036460876,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Not complete,,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,,No,,Return to Barack Obama's policies,45+,65+,,,,,,,,,,111.0,,,White,White,State questionnaire,White,White,White,East,Female,White women,,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,,Version 1,,,2190.0
277216419.0,0.804491937160492,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,9.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,31.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,2332.0
277216421.0,0.630644619464874,Elizabeth Warren,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,Complete,Warren,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,19.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,2445.0
277216422.0,0.518971264362335,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,Climate change,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,32.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,1027.0
277216423.0,0.70125949382782,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,5.0,Income inequality,No,No,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,93.0,,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Omit,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,1075.0
277216430.0,0.900273323059082,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Health care,No,No,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,60.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,1904.0
277216432.0,1.58593809604645,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Biden,Call 2,9.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Omit,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,35.0,Yes,Omit,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,No,Agrees with you on major issues,2723.0
277216435.0,0.798041164875031,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,5.0,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,107.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,1570.0
277216443.0,0.680302023887634,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,93.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,1075.0
277216446.0,0.624768257141113,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,Call 2,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,103.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,No,Agrees with you on major issues,2032.0
277216448.0,0.738067924976349,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Warren,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,No,Change to more conservative policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,19.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,2445.0
277216450.0,1.35010695457458,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,9.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,31.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,2332.0
277216451.0,0.518971264362335,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,5.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,32.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,1027.0
277216452.0,1.42461168766022,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,Call 2,2.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,111.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,2190.0
277216454.0,1.19614624977112,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,All others,All others,Complete,Omit,Call 2,7.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Health care,No,No,Omit,45+,65+,Democrat,Non-black Democrat,All Other,,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,12.0,Yes,Is a fighter,Other,Other,State questionnaire,Other,Non-white,Other,East,,,Oppose,"Cities over 500,000","Cities over 50,000",Massachusetts,Other,Election day exit poll,Last few days,In the last month,Just today,Enthusiastic,Version 1,No,Agrees with you on major issues,2136.0
277216459.0,1.26854622364044,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,6.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,1.0,Health care,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,60.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,1904.0
277216460.0,1.5470165014267,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,6.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,64.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,1945.0
277216470.0,0.870943129062653,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,93.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,1075.0
277216473.0,0.941125392913818,Elizabeth Warren,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,2.0,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,5.0,Health care,No,No,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,107.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,1570.0
277216478.0,0.803713083267212,Elizabeth Warren,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,Call 2,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Income inequality,No,No,Return to Barack Obama's policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,45.0,,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,1930.0
277216479.0,0.587902009487152,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Income inequality,No,No,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,60.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,1904.0
277216481.0,1.28288376331329,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Sanders,Call 2,9.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,Income inequality,No,No,Change to more liberal policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,35.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,East,Female,White women,Support,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,2723.0
277216484.0,0.404195487499237,Bernie Sanders,30-44,30-59,40-44,18-44,18-49,30-44,40-49,,,,Complete,Omit,Call 2,1.0,Attended college but received no degree,No college degree,More than high school graduate,,,5.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,Democrat,,,Democratic women,Democrat,,Somewhat liberal,Liberal,Liberal,32.0,Yes,Cares about people like me,,,State questionnaire,,,,East,Female,,Support,Suburbs,Suburbs,Massachusetts,,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,1027.0
277216488.0,1.4698805809021,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Bloomberg,Call 2,7.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Climate change,,Yes,Return to Barack Obama's policies,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,12.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Omit,"Cities over 500,000","Cities over 50,000",Massachusetts,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,2136.0
277216490.0,0.522420227527618,Elizabeth Warren,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,All others,All others,Complete,Warren,Call 2,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,1.0,Health care,No,Yes,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,All Other,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,19.0,Yes,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,East,Female,All other races,Support,Suburbs,Suburbs,Massachusetts,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,2445.0
277216493.0,1.41912662982941,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Sanders,Call 2,9.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Health care,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,31.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,2332.0
277216494.0,0.624768257141113,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Biden,Call 2,8.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,4.0,Race relations,No,No,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,103.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,2032.0
277216495.0,3.14044189453125,Michael Bloomberg,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Biden,Call 2,5.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Health care,No,No,Change to more conservative policies,45+,18-64,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Somewhat liberal,Liberal,Liberal,39.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,East,Male,Black men,Oppose,Suburbs,Suburbs,Massachusetts,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,1702.0
277216499.0,0.415651470422745,Bernie Sanders,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Sanders,Call 2,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,5.0,Income inequality,No,No,Change to more liberal policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,93.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,East,Female,Black women,Support,Suburbs,Suburbs,Massachusetts,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Agrees with you on major issues,1075.0
277216504.0,0.900273323059082,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Sanders,Call 2,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,1.0,Health care,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,60.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,1904.0
277216512.0,0.993485808372498,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Sanders,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Income inequality,No,No,Change to more liberal policies,18-44,18-64,,,,,,,Somewhat liberal,Liberal,Liberal,111.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Omit,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,2190.0
277216513.0,0.475530952215195,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Complete,Sanders,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,5.0,Climate change,No,No,Change to more liberal policies,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,107.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,East,Male,White men,Support,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,1570.0
277216516.0,1.49485945701599,Michael Bloomberg,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Bloomberg,Call 2,6.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,Climate change,No,Yes,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,45.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,1930.0
277216517.0,1.29529643058777,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,1.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,Health care,No,No,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,32.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,1027.0
277216518.0,0.577722907066345,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,Latino 18-29,Latino 18-29,Complete,Sanders,Call 2,6.0,,,,,,2.0,Race relations,Yes,,Change to more conservative policies,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,,,,27.0,No,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,East,Male,Latino men,Oppose,Suburbs,Suburbs,Massachusetts,Other,Election day exit poll,Omit,Omit,Omit,Enthusiastic,Version 1,Yes,Can beat Donald Trump,1923.0
277216523.0,0.522148311138153,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Omit,Call 2,1.0,,,,,,5.0,Omit,No,,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,93.0,Yes,Omit,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Omit,Can beat Donald Trump,1075.0
277216530.0,0.879044532775879,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,19.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,2445.0
277216531.0,0.879044532775879,Elizabeth Warren,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Biden,Call 2,6.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Climate change,No,No,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,19.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Female,White women,Oppose,Suburbs,Suburbs,Massachusetts,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,2445.0
277216533.0,1.83052432537079,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Biden,Call 2,9.0,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,4.0,Omit,No,No,Return to Barack Obama's policies,45+,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,35.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,East,Male,White men,Oppose,Suburbs,Suburbs,Massachusetts,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,No,Can beat Donald Trump,2723.0
