ID,WEIGHT,NCDPRS20,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPST,BREAK12PRI,BREAKFACT,BREAKIMP,CALL,CDNUM,DEMMONEY20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FACEBOOK,FAVSOCIALISM,FREECOLLEGE,GEOCODE,GUNOWNER12,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20ST,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,TWITTER,VERSION,VETVOTER,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277213523.0,1.22889006137848,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 1,1.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,1.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,78.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27857.0
277213545.0,0.647402822971344,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,A minor factor,A factor,Not important,Call 1,1.0,It is unfair,,,,,,No,,,1.0,,Health care,No,,,Democrat,,,Democratic women,Democrat,,Moderate,Moderate or Conservative,Moderate,78.0,Yes,Can bring needed change,,,State questionnaire,,,,Bloomberg,South,Female,,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27857.0
277213570.0,0.661137700080872,Joe Biden,,,Complete,Biden,,,,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,1.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,78.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27857.0
277213571.0,0.661137700080872,Joe Biden,,,Complete,Biden,,,,Call 1,1.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Unfavorable,Support,1.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,78.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27857.0
277213900.0,1.3965402841568,Michael Bloomberg,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 1,6.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,No,,,2.0,,Climate change,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,16.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Omit,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277213916.0,0.642455279827118,Elizabeth Warren,,,Complete,Omit,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Support,2.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Omit,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27312.0
277213935.0,1.25933456420898,Elizabeth Warren,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 1,6.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,27312.0
277213953.0,0.642455279827118,Elizabeth Warren,,,Complete,Omit,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,,Omit,Support,2.0,No,Omit,No,No,Omit,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Omit,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27312.0
277213966.0,0.642455279827118,Elizabeth Warren,,,Complete,Biden,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Unfavorable,Support,2.0,No,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277213982.0,1.25933456420898,Elizabeth Warren,,,Complete,Omit,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,2.0,No,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27312.0
277213997.0,0.812457323074341,Bernie Sanders,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 1,6.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277214012.0,1.45277297496796,Bernie Sanders,,,Complete,Biden,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,2.0,No,Climate change,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277214027.0,1.48428297042847,Bernie Sanders,,,Complete,Sanders,,,,Call 1,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Favorable,Support,2.0,No,Health care,Yes,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,16.0,,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,,South,Female,Latino women,Support,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27312.0
277214043.0,1.48428297042847,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 1,6.0,It is unfair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,2.0,,Climate change,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,16.0,No,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27312.0
277214072.0,1.45277297496796,Bernie Sanders,,,Complete,Sanders,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,,Favorable,Support,2.0,No,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Omit,,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27312.0
277214089.0,0.980304718017578,Bernie Sanders,Never,Never,Complete,,A minor factor,A factor,Not important,Call 1,6.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Yes,,,2.0,,Health care,No,,,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,16.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,45-65,60+,60-64,45+,50+,60+,50-64,27312.0
277214103.0,0.744146347045898,Joe Biden,Never,Never,Complete,,One of several important factors,A factor,Important,Call 1,6.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Climate change,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,16.0,Yes,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277214122.0,0.435729146003723,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 1,6.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,2.0,,Income inequality,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,16.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,27312.0
277214134.0,0.848168015480042,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,The most important factor,A factor,Important,Call 1,6.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,2.0,,Race relations,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,16.0,Yes,Can unite the country,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Male,Latino men,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27312.0
277214154.0,0.641402781009674,Joe Biden,Never,Never,Complete,,Not a factor at all,Not a factor,Not important,Call 1,6.0,It is fair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,27312.0
277214176.0,0.80097770690918,Joe Biden,,,Complete,Bloomberg,,,,Call 1,6.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,,Favorable,Support,2.0,Yes,Omit,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,16.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Oppose,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27312.0
277214189.0,0.695706188678741,Joe Biden,,,Complete,Biden,,,,Call 1,6.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Support,2.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,27312.0
277214205.0,0.641402781009674,Joe Biden,,,Complete,Biden,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,,Favorable,Support,2.0,Yes,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,27312.0
277214222.0,0.773911595344543,Joe Biden,,,Complete,Biden,,,,Call 1,6.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,2.0,Yes,Health care,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,16.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Oppose,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277214234.0,0.713503897190094,Joe Biden,Never,Never,Complete,,One of several important factors,A factor,Important,Call 1,6.0,It is unfair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,16.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,27312.0
277214243.0,1.28943526744843,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 1,6.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,2.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,16.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,27312.0
277214258.0,0.848168015480042,Joe Biden,,,Complete,Biden,,,,Call 1,6.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,,Unfavorable,Support,2.0,Yes,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,16.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,Support,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,27312.0
277216184.0,2.34835457801819,Joe Biden,Never,Never,Complete,,One of several important factors,A factor,Important,Call 2,5.0,It is fair,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,No,,,5.0,,Health care,Yes,,,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,156.0,Yes,Can unite the country,Other,White,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Female,Latino women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28607.0
277216218.0,2.4422869682312,Joe Biden,,,Complete,Sanders,,,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Favorable,Support,5.0,No,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,156.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28607.0
277216228.0,0.776158452033997,Joe Biden,Never,Never,Complete,,A minor factor,A factor,Not important,Call 2,10.0,It is unfair,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,No,,,3.0,,Health care,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,46.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Bloomberg,South,Male,White men,,Suburbs,Suburbs, North Carolina,White suburban men,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,28120.0
277216248.0,2.38850164413452,Bernie Sanders,,,Complete,Biden,,,,Call 2,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,5.0,Yes,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,156.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216271.0,0.496279567480087,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 2,10.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,,Favorable,Oppose,3.0,No,Race relations,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,46.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Female,Black women,Support,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,No,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,28120.0
277216276.0,2.0307765007019,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,Not a factor at all,Not a factor,Not important,Call 2,11.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,5.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,,,10.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,Yes,,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,28655.0
277216286.0,1.43356502056122,Bernie Sanders,Never,Never,Complete,,Omit,Omit,Omit,Call 2,5.0,It is unfair,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,No,,,5.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,156.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,Yes,Version 1,No,,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216307.0,2.4422869682312,Joe Biden,,,Complete,Biden,,,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,,Unfavorable,Oppose,5.0,Yes,Climate change,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Somewhat liberal,Liberal,Liberal,156.0,,,White,White,State questionnaire,White,White,White,,South,Male,White men,Support,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",,Version 2,,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28607.0
277216314.0,2.64186239242554,Joe Biden,,,Complete,Biden,,,,Call 2,11.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Unfavorable,Support,5.0,No,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,10.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Oppose,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,28655.0
277216317.0,0.861706495285034,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,10.0,It is fair,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,No,,,3.0,,Climate change,No,,,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,46.0,Yes,Can bring needed change,Other,American Indian,State questionnaire,Other,Non-white,American Indian,Biden,South,Male,All other races,,Suburbs,Suburbs, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,28120.0
277216334.0,2.75205039978027,Joe Biden,,,Not complete,,One of several important factors,A factor,Important,Call 2,11.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,,,,5.0,,,No,,,,,,,,,,,,10.0,Yes,,White,White,State questionnaire,White,White,White,,South,Female,White women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,,Version 1,,,,45-65,60+,60-64,45+,50+,60+,50-64,28655.0
277216344.0,2.38850164413452,Bernie Sanders,Never,Never,Complete,,Omit,Omit,Omit,Call 2,5.0,It is unfair,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,No,,,5.0,,Climate change,No,,,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,156.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,,Rural,Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,Yes,Version 1,No,,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,28607.0
277216356.0,1.87226402759552,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,,One of several important factors,A factor,Important,Call 2,11.0,It is unfair,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,No,,,5.0,,Health care,No,,,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,10.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,,"Cities 10,000-50,000",Small Cities/Rural, North Carolina,Other,Election day exit poll,,,,,No,Version 1,No,,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,28655.0
277216357.0,0.722510278224945,Michael Bloomberg,,,Complete,Bloomberg,,,,Call 2,10.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,,Favorable,Support,3.0,Yes,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,46.0,,,White,White,State questionnaire,White,White,White,,South,Female,White women,Support,Suburbs,Suburbs, North Carolina,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,,Version 2,,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,28120.0
