ID,WEIGHT,FLDPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,BACKSIDE,BEATTRUMPMAR17,BIDENLIB,CALL,CDNUM,CUBAN,CUBANPR4,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVBIDEN2,FAVDEM20,FAVSANDERS,GEOCODE,GUNPOLICYDEM20,ISSDEM20B,LATINO,LGBT,MAJCRISISMAR17,MARRIED,OBAMAPLCY20,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,PUERTORICAN,QLT20DEMPRIB,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,REL5,RELIGN18,RELWHITE,SANDERSLIB,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,SOCSECDEM20,SPANISHQ,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNFAIRBIDEN20,UNFAIRDEM20,UNFAIRSANDERS20,VERSION,VOTENOV20,WINORISS20
277278188.0,2.82025051116943,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Complete,Joe Biden,,,2.0,No,No,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Both,Favorable,1.0,,,No,,,,Change to more liberal policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,None,None,,,Male,Black men,,Oppose,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278189.0,0.457540452480316,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,11.0,No,No,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,4.0,,,No,No,,,Change to more conservative policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Oppose,"Cities 10,000-50,000",Small Cities/Rural,,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Omit
277278190.0,0.446689903736115,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,21.0,No,No,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,5.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,None,None,None,,Female,White women,,Oppose,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278191.0,1.16747534275055,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Joe Biden,,,18.0,No,No,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Only Biden,Omit,5.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,Catholic,Catholic,,,Male,Black men,,Omit,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,In February,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278192.0,0.446689903736115,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,22.0,No,No,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Omit,5.0,,,No,No,,,Omit,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Omit,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Omit,Agrees with you on major issues
277278193.0,1.90997064113617,Other,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,9.0,No,No,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Both,Favorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,None,None,None,,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,In February,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278194.0,0.958902180194855,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,16.0,No,No,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Both,Favorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,None,None,None,,Female,White women,,Omit,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278195.0,0.565626978874207,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,16.0,No,No,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Omit,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278196.0,0.585573971271515,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,16.0,No,No,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,4.0,,,No,,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,,,,,Male,White men,,Omit,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,In February,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278197.0,0.803018033504486,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,16.0,No,No,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,4.0,,,No,Yes,,,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",,,,Version 2,Yes,Can beat Donald Trump
277278198.0,0.664541184902191,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,16.0,No,No,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Support,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Omit,Omit,Omit,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278199.0,0.626245617866516,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,5.0,No,No,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Omit,1.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Male,White men,,Oppose,Suburbs,Suburbs,,English,Florida,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Omit,Omit
277278200.0,0.565626978874207,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,16.0,No,No,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Omit,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Omit
277278201.0,0.533031582832336,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,3.0,No,No,Needs minor changes,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Both,Favorable,1.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Male,White men,,Oppose,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278202.0,0.609827816486359,Bernie Sanders,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Complete,Joe Biden,,,16.0,No,No,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Something else,Muslim,Something else,,Female,White women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Omit,Omit,Omit,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278203.0,0.983147025108337,Bernie Sanders,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,3.0,No,No,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,1.0,,,No,No,,,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278204.0,0.660335958003998,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Joe Biden,,,16.0,No,No,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,3.0,,,No,No,,,Change to more liberal policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278205.0,0.555239260196686,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,2.0,No,No,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,1.0,,,No,No,,,Change to more liberal policies,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Male,White men,,Oppose,"Cities 10,000-50,000",Small Cities/Rural,,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",,,,Version 2,Yes,Omit
277278206.0,1.10887610912323,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,Complete,Joe Biden,,,4.0,No,No,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,1.0,,,No,No,,,Return to Barack Obama's policies,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Female,White women,,Support,"Cities over 500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278207.0,2.20361351966858,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Joe Biden,,,3.0,No,No,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,1.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,Protestant/Other Non-Catholic Christian,Other Christian,,,Female,Black women,,Oppose,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",,,,Version 2,Yes,Agrees with you on major issues
277278208.0,1.39612185955048,Joe Biden,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Complete,Bernie Sanders,,,8.0,No,No,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,Only Sanders,Favorable,2.0,,,No,No,,,Change to more conservative policies,18-44,18-64,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Something else,Other,Something else,,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",,,,Version 2,Yes,Can beat Donald Trump
277278209.0,0.903643488883972,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,2.0,No,No,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,Only Biden,Unfavorable,1.0,,,No,Yes,,,Change to more liberal policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Male,White men,,Oppose,"Cities 10,000-50,000",Small Cities/Rural,,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278210.0,2.27048540115356,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Complete,Joe Biden,,,8.0,No,No,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,None,None,,,Female,Black women,,Support,Suburbs,Suburbs,,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278211.0,1.65567517280579,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Joe Biden,,,8.0,No,No,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,Only Biden,Omit,2.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,Protestant/Other Non-Catholic Christian,Other Christian,,,Female,Black women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278212.0,0.880299150943756,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,8.0,No,No,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,2.0,,,No,No,,,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Jewish,Jewish,Jewish,,Female,White women,,Support,"Cities 10,000-50,000",Small Cities/Rural,,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Agrees with you on major issues
277278213.0,0.727491855621338,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,8.0,No,No,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Both,Favorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Other Christian,Protestant/Other Non-Catholic Christian,,Female,White women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278214.0,0.530499041080475,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,8.0,No,No,Needs a complete overhaul,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Something else,Other,Something else,,Female,White women,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278215.0,0.429125130176544,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,8.0,No,No,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,Only Biden,Unfavorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Support,Suburbs,Suburbs,,English,Florida,White suburban women,Telephone survey,Before that,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278216.0,0.530499041080475,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,8.0,No,No,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,Only Biden,Unfavorable,2.0,,,No,No,,,Return to Barack Obama's policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Protestant/Other Non-Catholic Christian,Protestant,Protestant/Other Non-Catholic Christian,,Female,White women,,Oppose,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",,,,Version 2,Yes,Can beat Donald Trump
277278217.0,0.954627096652985,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Black 60+,Black 60+,Black 65+,Complete,Joe Biden,,,8.0,No,No,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,Both,Favorable,2.0,,,No,No,,,Omit,45+,65+,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,,,No,,Black,Black,State questionnaire,Black,Non-white,Black,South,Protestant/Other Non-Catholic Christian,Other Christian,,,Male,Black men,,Support,Suburbs,Suburbs,,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Satisfied, but not enthusiastic",,,,Version 2,Yes,Agrees with you on major issues
277278218.0,0.374073654413223,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,23.0,No,No,Needs minor changes,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,5.0,,,No,No,,,Omit,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Jewish,Jewish,Jewish,,Male,White men,,Oppose,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",,,,Version 2,Yes,Can beat Donald Trump
277278219.0,1.01641595363617,Other,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,20.0,No,No,Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,Favorable,Both,Favorable,5.0,,,No,No,,,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Jewish,Jewish,Jewish,,Male,White men,,Support,"Cities 50,000-500,000","Cities over 50,000",,English,Florida,Other,Telephone survey,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",,,,Version 2,Yes,Can beat Donald Trump
277278220.0,0.374073654413223,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Complete,Joe Biden,,,21.0,No,No,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Both,Favorable,5.0,,,No,No,,,Change to more liberal policies,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,,,No,,White,White,State questionnaire,White,White,White,South,Jewish,Jewish,Jewish,,Male,White men,,Omit,Suburbs,Suburbs,,English,Florida,White suburban men,Telephone survey,Earlier this month,Earlier than that,In the last month,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278221.0,0.803018033504486,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Complete,Joe Biden,,,25.0,No,No,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,Only Biden,Unfavorable,4.0,,,No,No,,,Return to Barack Obama's policies,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,,,No,,White,White,State questionnaire,White,White,White,South,Catholic,Catholic,Catholic,,Male,White men,,Oppose,Suburbs,Suburbs,,English,Florida,White suburban men,Telephone survey,In February,Earlier than that,Earlier than that,Angry,,,,Version 2,Yes,Can beat Donald Trump
277278222.0,1.13305687904358,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,Latino 60+,Latino 65+,Complete,Joe Biden,,,22.0,Yes,"Yes, Cuban",Needs a complete overhaul,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,Favorable,Both,Favorable,5.0,,,Yes,No,,,Change to more conservative policies,45+,65+,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,,,No,,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,South,None,None,,,Female,Latino women,,Support,"Cities 50,000-500,000","Cities over 50,000",,Spanish,Florida,Other,Telephone survey,Omit,Omit,Omit,Angry,,,,Version 2,Yes,Can beat Donald Trump
