ID,WEIGHT,MNDPRS20,BACKSIDE,BEATTRUMPST,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,FAVKLOBUCHAR,GEOCODE,ISSDEM20B,LATINO,LGBT,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,REGION,SEX,SEXBYRACE,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEPRIFEWDAYS,TIMEPRIMTH,TIMEST20,TRUMPANG,VERSION,VOTENOV20,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277220053.0,2.38392519950867,Pete Buttigieg,Complete,Biden,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,103.0,Is a fighter,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Rural,Small Cities/Rural,Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55912.0
277220054.0,2.38392519950867,Pete Buttigieg,Complete,Biden,Call 2,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,3.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,103.0,Is a fighter,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Rural,Small Cities/Rural,Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55912.0
277220055.0,0.605910301208496,Joe Biden,Complete,Biden,Call 2,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,74.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55412.0
277220056.0,0.461376786231995,Michael Bloomberg,Complete,Biden,Call 2,2.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Favorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,41.0,Is a fighter,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Male,Black men,Oppose,Suburbs,Suburbs,Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,55337.0
277220058.0,1.1846821308136,Elizabeth Warren,Complete,Omit,Call 2,8.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,4.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,133.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Omit,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55790.0
277220059.0,0.786338031291962,Bernie Sanders,Complete,Sanders,Call 2,5.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,72.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55414.0
277220060.0,1.20058262348175,Elizabeth Warren,Complete,Warren,Call 2,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,1.0,Race relations,No,No,Change to more liberal policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Very liberal,Liberal,Liberal,115.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55126.0
277220061.0,0.673597633838654,Joe Biden,Complete,Biden,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,149.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55115.0
277220062.0,0.690761148929596,Bernie Sanders,Complete,Sanders,Call 2,5.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,Unfavorable,1.0,Race relations,No,,Change to more liberal policies,Democrat,Non-black Democrat,All Other,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,73.0,Can bring needed change,Other,Asian,State questionnaire,Asian,Non-white,Asian,Midwest,Male,All other races,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55412.0
277220064.0,1.31062507629395,Joe Biden,Complete,Biden,Call 2,8.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,4.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,130.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,55779.0
277220065.0,0.813318848609924,Bernie Sanders,Complete,Sanders,Call 2,3.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,Favorable,1.0,Race relations,Yes,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,Latino Democrat,Democratic women,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,63.0,Can unite the country,Other,,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Midwest,Female,Latino women,Support,Suburbs,Suburbs,Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55369.0
277220067.0,0.635484933853149,Joe Biden,Complete,Biden,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,42.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55337.0
277220068.0,0.635484933853149,Joe Biden,Complete,Biden,Call 2,2.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Climate change,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,42.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55337.0
277220069.0,0.534863710403442,Bernie Sanders,Complete,Sanders,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,156.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55129.0
277220070.0,0.91137158870697,Bernie Sanders,Complete,Biden,Call 2,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Favorable,1.0,Health care,No,No,Omit,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,62.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55369.0
277220071.0,0.789477586746216,Elizabeth Warren,Complete,Warren,Call 2,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,55446.0
277220072.0,0.895526766777039,Elizabeth Warren,Complete,Biden,Call 2,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Race relations,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,74.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,No,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,55412.0
277220073.0,4.88758850097656,Amy Klobuchar,Complete,Sanders,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,2.0,Health care,No,No,Change to more conservative policies,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,41.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,Enthusiastic,Version 1,No,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,55337.0
277220074.0,0.565196096897125,Joe Biden,Complete,Biden,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,115.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,In the last month,In February,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55126.0
277220075.0,1.38528478145599,Bernie Sanders,Complete,Sanders,Call 2,5.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,Omit,1.0,Health care,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Very liberal,Liberal,Liberal,73.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55412.0
277220078.0,1.10189139842987,Joe Biden,Complete,Bloomberg,Call 2,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,4.0,Climate change,No,No,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,130.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55779.0
277220079.0,0.786338031291962,Bernie Sanders,Complete,Bloomberg,Call 2,5.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Income inequality,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,72.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55414.0
277220080.0,1.30004060268402,Joe Biden,Complete,Biden,Call 2,8.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,133.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55790.0
277220081.0,1.30004060268402,Joe Biden,Complete,Biden,Call 2,8.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,4.0,Income inequality,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,133.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55790.0
277220084.0,0.653534412384033,Joe Biden,Complete,Biden,Call 2,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,62.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55369.0
277220086.0,0.935455203056335,Bernie Sanders,Complete,Warren,Call 2,3.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Omit,1.0,Race relations,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,63.0,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Midwest,Male,Black men,Support,Suburbs,Suburbs,Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55369.0
277220087.0,0.768350005149841,Elizabeth Warren,Complete,Warren,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,,Favorable,1.0,Climate change,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,,Democrat,White Democrat,Very liberal,Liberal,Liberal,115.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,,,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,55126.0
277220088.0,0.663416802883148,Joe Biden,Complete,Biden,Call 2,3.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55446.0
277220089.0,1.34683477878571,Bernie Sanders,Complete,Sanders,Call 2,5.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,Unfavorable,1.0,Race relations,No,Yes,Return to Barack Obama's policies,Independent/Something else,Non-black non-Democrat,All Other,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,73.0,Can bring needed change,Other,Other,State questionnaire,Other,Non-white,Other,Midwest,Female,All other races,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55412.0
277220091.0,0.697088539600372,Bernie Sanders,Complete,Sanders,Call 2,2.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,2.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,41.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Earlier than that,Earlier than that,Before that,"Dissatisfied, but not angry",Version 1,Yes,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55337.0
277220092.0,0.926463663578033,Michael Bloomberg,Complete,Bloomberg,Call 2,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,64.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55359.0
277220093.0,1.23646879196167,Joe Biden,Complete,Biden,Call 2,8.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,Unfavorable,4.0,Health care,No,,Change to more conservative policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,130.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Oppose,Suburbs,Suburbs,Minnesota,White suburban women,Election day exit poll,Last few days,In the last month,Just today,"Satisfied, but not enthusiastic",Version 1,No,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55779.0
277220094.0,0.554647982120514,Bernie Sanders,Complete,Sanders,Call 2,5.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,1.0,Health care,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,74.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55412.0
277220095.0,0.812177777290344,Bernie Sanders,Complete,Sanders,Call 2,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Climate change,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,62.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55369.0
277220096.0,1.02224159240723,Elizabeth Warren,Complete,Biden,Call 2,5.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,72.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,Just today,"Dissatisfied, but not angry",Version 1,No,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55414.0
277220097.0,0.580153107643127,Michael Bloomberg,Complete,Omit,Call 2,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Favorable,2.0,Omit,,No,Return to Barack Obama's policies,,,,,,,Somewhat liberal,Liberal,Liberal,156.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,55129.0
277220099.0,0.701965987682343,Joe Biden,Complete,Biden,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White men college graduates,Favorable,1.0,Health care,,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,115.0,Can unite the country,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,55126.0
277220101.0,1.23451030254364,Bernie Sanders,Complete,Omit,Call 2,5.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,1.0,Income inequality,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,73.0,Cares about people like me,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55412.0
277220102.0,0.585682988166809,Elizabeth Warren,Complete,Omit,Call 2,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,2.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,149.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,55115.0
277220103.0,1.63115847110748,Michael Bloomberg,Complete,Bloomberg,Call 2,3.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Favorable,1.0,Health care,No,No,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,64.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Support,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Last few days,In the last month,In the last few days,Angry,Version 1,Yes,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,55359.0
277220104.0,1.10189139842987,Joe Biden,Complete,Buttigieg,Call 2,8.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,Unfavorable,4.0,Omit,No,No,Change to more conservative policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,130.0,Is a fighter,White,White,State questionnaire,White,White,White,Midwest,Male,White men,Oppose,Suburbs,Suburbs,Minnesota,White suburban men,Election day exit poll,Earlier than that,Earlier than that,Before that,"Satisfied, but not enthusiastic",Version 1,No,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,55779.0
277220105.0,0.48896598815918,Bernie Sanders,Complete,Sanders,Call 2,3.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,Unfavorable,1.0,Climate change,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,84.0,Can bring needed change,White,White,State questionnaire,White,White,White,Midwest,Female,White women,Support,"Cities 50,000-500,000","Cities over 50,000",Minnesota,Other,Election day exit poll,Earlier than that,Earlier than that,Before that,Angry,Version 1,Yes,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,55446.0
