ID,WEIGHT,MODPRS20,AGE,AGE3,AGE8,AGE45,AGE49,AGE60,AGE65,AGEBLACK,AGEBYRACE,AGEBYRACE08,ATTEND20,ATTEND20B,BACKSIDE,BEATTRUMPJTB,CALL,CDNUM,ECONCHANGE20,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,GETAHEAD,INC100K,INC30K,INC50K,INCOME3,INCOME20,INCWHITE,ISSDEM20B,LATINO,LGBT,MAJCRISISJTB,MARRIED,OVER45,OVER65,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SATBIDEN20,SATBIDEN20B,SATSANDERS20,SATSANDERS20B,SATWARREN20,SATWARREN20B,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,UNIONHH12,VERSION,VOTENOV20,WHNCLINC,WINORISS20,ZIPCODE
277230541.0,0.550941407680511,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,Call 2,8.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,5.0,Getting ahead financially,,,,,,,Health care,No,,Sanders,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,90.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,,,Rural,Small Cities/Rural,Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,65401.0
277230542.0,1.37428510189056,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,White 45-59,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,2.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Getting ahead financially,,,,,,,Health care,No,,Biden,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,120.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,63127.0
277230543.0,1.43281161785126,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,5.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White women non college graduates,3.0,Falling behind financially,,,,,,,Climate change,No,,Biden,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,49.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,64138.0
277230544.0,1.04044044017792,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Black 60+,Black 60+,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Falling behind financially,,,,,,,Income inequality,No,,Biden,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,121.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,Black women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,63136.0
277230545.0,0.976101338863373,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Sanders,Call 2,5.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,No,No,,Yes,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Male,White men,Married men,Support,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Agrees with you on major issues,64123.0
277230546.0,1.11460769176483,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,3.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Getting ahead financially,,,,,,,Health care,No,,Biden,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,101.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Female,White women,,,Suburbs,Suburbs,Missouri,White suburban women,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,63376.0
277230547.0,1.14653170108795,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Omit,Call 2,1.0,Omit,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,1.0,,,,,,,,Health care,No,,,,45+,65+,,,,,,,,,,110.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,,Support,Suburbs,Suburbs,Missouri,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,,Version 2,Omit,,Omit,63074.0
277230548.0,0.874927043914795,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Not complete,,Call 2,7.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,,,,,,,,,No,,Biden,,45+,65+,,,,,,,,,,85.0,Yes,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Male,White men,,,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,,,,,,Version 1,,,,64850.0
277230549.0,1.22070395946503,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,3.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,Omit,,,,,,,Health care,,,Biden,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Conservative,Moderate or Conservative,Conservative,159.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Omit,Omit,Male,White men,,,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,63084.0
277230550.0,1.00628864765167,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,Call 2,5.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,4.0,,"Under $100,000","$30,000 or more","$50,000 or more","$50,000 to $99,999","$50,000-$99,999","Over $50,000 and white",Income inequality,No,No,,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,77.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,Married women,Oppose,Suburbs,Suburbs,Missouri,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Yes,Version 2,Yes,No,Can beat Donald Trump,64076.0
277230551.0,0.582930266857147,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Sanders,Call 2,8.0,Needs minor changes,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,5.0,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,No,,Yes,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,90.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Male,White men,Married men,Omit,Rural,Small Cities/Rural,Missouri,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Yes,Version 2,Yes,Yes,Can beat Donald Trump,65401.0
277230552.0,0.801634848117828,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Black 30-44,Black 30-44,Black 30-44,,,Not complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,,,,,,,,,No,,,,18-44,18-64,,,,,,,,,,110.0,,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,Female,Black women,,Support,Suburbs,Suburbs,Missouri,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,,Version 2,,,,63074.0
277230553.0,0.957429587841034,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Holding steady financially,,,,,,,Health care,No,,Biden,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,121.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Male,Black men,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,63136.0
277230554.0,0.417842537164688,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,,,Complete,Biden,Call 2,7.0,Needs minor changes,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Income inequality,No,No,,No,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,39.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,Non married women,Support,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,No,Version 2,Yes,No,Can beat Donald Trump,65807.0
277230555.0,0.973432779312134,Joe Biden,30-44,30-59,40-44,18-44,18-49,30-44,40-49,Non-Black 30-44,White 30-44,White 30-44,,,Complete,Biden,Call 2,5.0,Needs a complete overhaul,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Income inequality,No,No,,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,49.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,Married women,Support,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Can beat Donald Trump,64138.0
277230556.0,1.7031534910202,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Biden,Call 2,5.0,Needs a complete overhaul,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Income inequality,No,No,,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,59.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,Non married women,Oppose,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,No,Version 2,Yes,No,Can beat Donald Trump,64113.0
277230557.0,0.613369464874268,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Holding steady financially,,,,,,,Omit,No,,Sanders,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Very liberal,Liberal,Liberal,52.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,64123.0
277230558.0,0.443422853946686,Bernie Sanders,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,,,Complete,Sanders,Call 2,7.0,Needs a complete overhaul,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,5.0,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Health care,No,No,,No,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Something else,White Independent,Somewhat liberal,Liberal,Liberal,85.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Female,White women,Non married women,Support,Suburbs,Suburbs,Missouri,White suburban women,Election day exit poll,Just today,Last few days,In the last month,Angry,No,Version 2,Yes,No,Can beat Donald Trump,64850.0
277230559.0,1.02567946910858,Joe Biden,45-65,30-59,45-49,45+,18-49,45-59,40-49,Non-Black 45-59,White 45-59,White 45-64,,,Complete,Biden,Call 2,3.0,Needs minor changes,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,,"$100,000 or more","$30,000 or more","$50,000 or more","$100,000","$100,000-$199,999","Over $50,000 and white",Health care,No,No,,Yes,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,101.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Male,White men,Married men,Support,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Yes,Version 2,Yes,No,Omit,63376.0
277230560.0,0.647447884082794,Uncommitted,45-65,30-59,50-59,45+,50+,45-59,50-64,Non-Black 45-59,All others,All others,Occasionally,Once a week or more or Occasionally,Not complete,,Call 2,1.0,,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,1.0,,,,,,,,,No,,Omit,,45+,18-64,,,,,,,,,,110.0,Yes,,Other,American Indian,State questionnaire,Other,Non-white,American Indian,,Midwest,,,,,,,Male,All other races,,,Suburbs,Suburbs,Missouri,Other,Election day exit poll,,,,,,Version 1,,,,63074.0
277230561.0,1.58015024662018,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,Call 2,2.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,1.0,Getting ahead financially,,,,,,,Health care,,,Biden,,45+,65+,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,120.0,Yes,Omit,White,White,State questionnaire,White,White,White,Omit,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Angry,"Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,63127.0
277230562.0,0.683103322982788,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Never,Never,Complete,,Call 2,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Holding steady financially,,,,,,,Health care,No,,Biden,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,90.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,,,Rural,Small Cities/Rural,Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,65401.0
277230563.0,1.06471586227417,Joe Biden,45-65,60+,60-64,45+,50+,60+,50-64,Non-Black 60+,White 60+,White 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,5.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,4.0,Getting ahead financially,,,,,,,Health care,No,,Biden,,45+,18-64,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,77.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Omit,Omit,Male,White men,,,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,64076.0
277230564.0,0.702063202857971,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Once a week or more,Once a week or more or Occasionally,Not complete,,Call 2,5.0,,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,,,,,,,,,No,,Biden,,45+,18-64,,,,,,,,,,49.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,Midwest,,,,,,,Female,Black women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,,64138.0
277230565.0,0.904889702796936,Joe Biden,45-65,30-59,50-59,45+,50+,45-59,50-64,Black 45-59,Black 45-59,Black 45-64,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,1.0,,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,1.0,Holding steady financially,,,,,,,Health care,No,,Biden,,45+,18-64,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,121.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,Black women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,63136.0
277230566.0,1.22070395946503,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Once a week or more,Once a week or more or Occasionally,Complete,,Call 2,3.0,,Never attended college,No college degree,High school graduate or less,White no college degree,White men non college graduates,2.0,Holding steady financially,,,,,,,Health care,,,Biden,,45+,65+,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,159.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Male,White men,,,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,63084.0
277230567.0,0.504532754421234,Joe Biden,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,8.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Holding steady financially,,,,,,,Income inequality,No,,Biden,,18-44,18-64,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,151.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Female,White women,,,Rural,Small Cities/Rural,Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,65466.0
277230568.0,1.33043050765991,Joe Biden,65+,60+,65 or over,45+,50+,60+,65+,Non-Black 60+,White 60+,White 65+,Occasionally,Once a week or more or Occasionally,Complete,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Getting ahead financially,,,,,,,Climate change,No,,Biden,,45+,65+,Republican,Non-black non-Democrat,All Republicans,Republican women,Republican,White Republican,Somewhat liberal,Liberal,Liberal,59.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,Midwest,Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Angry,"Dissastisfied, but not angry or Angry",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Can beat Donald Trump,64113.0
277230569.0,0.506080389022827,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,White 18-29,White 18-29,Never,Never,Complete,,Call 2,7.0,,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,5.0,Holding steady financially,,,,,,,Climate change,No,,Sanders,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Moderate,Moderate or Conservative,Moderate,85.0,No,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,White men,,,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,64850.0
277230570.0,0.334457665681839,Bernie Sanders,18-29,18-29,18-24,18-44,18-49,18-29,18-24,Non-Black 18-29,Latino 18-29,Latino 18-29,Never,Never,Complete,,Call 2,5.0,,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Holding steady financially,,,,,,,Income inequality,Yes,,Sanders,,18-44,18-64,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,52.0,Yes,Can bring needed change,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,Midwest,Angry,"Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic","Satisfied, but not enthusiastic","Enthusiastic or Satisfied, but not enthusiastic",Male,Latino men,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,64123.0
277230571.0,0.440830558538437,Bernie Sanders,30-44,30-59,30-39,18-44,18-49,30-44,30-39,Non-Black 30-44,White 30-44,White 30-44,Never,Never,Complete,,Call 2,7.0,,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,5.0,Falling behind financially,,,,,,,Health care,No,,Sanders,,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,39.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,Midwest,"Dissatisfied, but not angry","Dissastisfied, but not angry or Angry",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Enthusiastic,"Enthusiastic or Satisfied, but not enthusiastic",Female,White women,,,"Cities 50,000-500,000","Cities over 50,000",Missouri,Other,Election day exit poll,,,,,,Version 1,,,Agrees with you on major issues,65807.0
277230572.0,0.562341749668121,Joe Biden,18-29,18-29,25-29,18-44,18-49,18-29,25-29,Non-Black 18-29,White 18-29,White 18-29,,,Complete,Biden,Call 2,3.0,Works well enough as is,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,2.0,,"Under $100,000","$30,000 or more","Under $50,000","Under $50,000","$30,000-$49,999","Under $50,000 and white",Race relations,No,No,,Yes,18-44,18-64,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Conservative,Moderate or Conservative,Conservative,101.0,,,White,White,State questionnaire,White,White,White,,Midwest,,,,,,,Male,White men,Married men,Oppose,Suburbs,Suburbs,Missouri,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Yes,Version 2,Yes,No,Can beat Donald Trump,63376.0
