ID,WEIGHT,MSDPRS20,ATTEND20,ATTEND20B,BACKSIDE,CALL,CDNUM,EDUC18,EDUCCOLL,EDUCHS,EDUCWHITE,EDUCWHITEBYSEX,GEOCODE,ISSDEM20B,LATINO,LGBT,MARRIED,OBAMAPLCY20,PARTY,PARTYBLACK,PARTYBYRACE,PARTYGENDER,PARTYID,PARTYWHITE,PHIL4,PHIL2D,PHIL3X,PRECINCT,PREVPRIDEM,QLT20DEMPRI,QRACE3,QRACEAI,QTYPE,RACE,RACE2B,RACEAI,RACERELDEM20JTB,REGION,SEX,SEXBYRACE,SEXWED,SINGLEPAYER20,SIZEPLAC,SIZEPLC3,STANUM,SUBURBWHITE,TELEPOLL,TIMEJT20,TIMEPRIFEWDAYS,TIMEPRIMTH,TRUMPANG,VERSION,WINORISS20,XAGE,XAGE3,XAGE8,XAGE45,XAGE49,XAGE60,XAGE65,ZIPCODE
277231834.0,2.42309522628784,Bernie Sanders,Never,Never,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Health care,No,No,Yes,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,52.0,Yes,Cares about people like me,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39562.0
277231837.0,2.6325855255127,Joe Biden,Never,Never,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Race relations,Yes,No,No,Change to more liberal policies,Democrat,Non-black Democrat,Latino Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,66.0,Yes,Cares about people like me,Other,Hispanic/Latino,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Biden,South,Male,Latino men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,38804.0
277231840.0,0.407424628734589,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,,,3.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,,,Democratic men,Democrat,,Very liberal,Liberal,Liberal,91.0,Yes,Can bring needed change,,,State questionnaire,,,,Biden,South,Male,,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38829.0
277231841.0,0.567611575126648,Bernie Sanders,Never,Never,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White women non college graduates,3.0,Climate change,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,58.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,Married women,Omit,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38655.0
277231842.0,1.11801600456238,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Somewhat liberal,Liberal,Liberal,17.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38651.0
277231845.0,2.74590229988098,Bernie Sanders,Never,Never,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White women non college graduates,2.0,Income inequality,No,Yes,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,52.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,Non married women,Support,Suburbs,Suburbs, Mississippi,White suburban women,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39562.0
277231851.0,0.578377544879913,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Race relations,No,No,No,Omit,,,,,,,,,,91.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Omit,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Omit,Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38829.0
277231854.0,2.82233810424805,Bernie Sanders,Never,Never,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,2.0,Income inequality,No,Yes,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Something else,White Independent,Very liberal,Liberal,Liberal,52.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Non married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39562.0
277231859.0,0.458307772874832,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,No,Change to more conservative policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,58.0,No,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38655.0
277231861.0,1.11801600456238,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,,,,,,3.0,Health care,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,17.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Omit,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,50-59,45+,50+,45-59,50-64,38651.0
277231862.0,0.563116848468781,Tulsi Gabbard,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,3.0,Climate change,No,No,,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,66.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Gabbard,South,Male,Black men,,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,40-44,17-44,17-49,30-44,40-49,38804.0
277231863.0,0.549683213233948,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Climate change,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,91.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38829.0
277231866.0,1.89448177814484,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,Yes,Change to more liberal policies,Independent/Something else,Black non-Democrat,Black Independent,Independent women,Independent,All others,Somewhat liberal,Liberal,Liberal,52.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,30-44,30-59,40-44,17-44,17-49,30-44,40-49,39562.0
277231867.0,1.82542181015015,Joe Biden,,,Not complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,,No,,,,,,,,,,,,,58.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,65+,60+,65 or over,45+,50+,60+,65+,38655.0
277231870.0,2.38392210006714,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Climate change,No,No,No,Change to more conservative policies,Republican,Non-black non-Democrat,All Republicans,Republican men,Republican,White Republican,Conservative,Moderate or Conservative,Conservative,17.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Warren,South,Male,White men,Non married men,Oppose,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,Just today,Last few days,In the last month,"Satisfied, but not enthusiastic",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38651.0
277231876.0,1.45632386207581,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Male,White men,Married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38829.0
277231880.0,1.89448177814484,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Income inequality,No,No,No,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,52.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39562.0
277231883.0,1.11801600456238,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,17.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,38651.0
277231884.0,1.90131175518036,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,38655.0
277231888.0,0.510383725166321,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Climate change,No,No,No,Omit,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,,,,91.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Non married men,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Omit,Version 1,Omit,30-44,30-59,40-44,17-44,17-49,30-44,40-49,38829.0
277231889.0,1.2558559179306,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,4.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,2.0,Health care,No,No,No,Omit,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,,,,52.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Female,Black women,Non married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,39562.0
277231899.0,3.20063972473145,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Race relations,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,52.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Oppose,Suburbs,Suburbs, Mississippi,White suburban women,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,30-44,30-59,30-39,17-44,17-49,30-44,30-39,39562.0
277231901.0,1.90131175518036,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Climate change,No,No,No,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,58.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Non married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,In the last few days,Last few days,In the last month,Angry,Version 1,Agrees with you on major issues,65+,60+,65 or over,45+,50+,60+,65+,38655.0
277231902.0,3.76090908050537,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Race relations,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,17.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Omit,Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,38651.0
277231910.0,1.12594211101532,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,4.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,Non white college degree,Non-whites,2.0,Income inequality,Yes,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,Latino Independent,Independent women,Independent,All others,Moderate,Moderate or Conservative,Moderate,52.0,Yes,Cares about people like me,Other,Black,State questionnaire,Hispanic/Latino,Non-white,Hispanic/Latino,Sanders,South,Female,Latino women,Non married women,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,39562.0
277231916.0,1.12468278408051,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White men college graduates,3.0,Health care,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic men,Democrat,White Democrat,Somewhat liberal,Liberal,Liberal,17.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Married men,Support,Suburbs,Suburbs, Mississippi,White suburban men,Election day exit poll,In February,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38651.0
277231919.0,0.69820648431778,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,Non white college degree,Non-whites,3.0,Health care,No,No,Yes,Change to more conservative policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Earlier this month,Earlier than that,In the last month,"Dissatisfied, but not angry",Version 1,Can beat Donald Trump,45-65,60+,60-64,45+,50+,60+,50-64,38655.0
277231921.0,0.488901793956757,Bernie Sanders,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,White no college degree,White men non college graduates,3.0,Health care,No,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent men,Independent,White Independent,Very liberal,Liberal,Liberal,91.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Male,White men,Non married men,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Agrees with you on major issues,17-29,17-29,25-29,17-44,17-49,17-29,25-29,38829.0
277231922.0,4.56314849853516,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,White college degree,White women college graduates,2.0,Health care,No,No,Yes,Return to Barack Obama's policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,52.0,Yes,Can unite the country,White,White,State questionnaire,White,White,White,Biden,South,Female,White women,Married women,Support,Suburbs,Suburbs, Mississippi,White suburban women,Election day exit poll,Earlier this month,Earlier than that,In the last month,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39562.0
277231928.0,1.41106081008911,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,,No,Yes,Return to Barack Obama's policies,Independent/Something else,Black non-Democrat,Black Independent,Independent men,Independent,All others,Moderate,Moderate or Conservative,Moderate,17.0,Yes,Can unite the country,Black,Black,State questionnaire,Black,Non-white,Black,Sanders,South,Male,Black men,Married men,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,In February,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38651.0
277231929.0,3.62063527107239,Joe Biden,,,Not complete,Call 3,4.0,"An advanced degree after a bachelor's degree (such as JD, MA, MBA, MD, PhD)",College graduate,More than high school graduate,,,2.0,,No,,,,,,,,,,,,,52.0,Yes,,,,State questionnaire,,,,,South,Male,,,Support,Suburbs,Suburbs, Mississippi,,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,65+,60+,65 or over,45+,50+,60+,65+,39562.0
277231931.0,0.415995925664902,Bernie Sanders,Never,Never,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,Yes,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,38829.0
277231932.0,0.415995925664902,Bernie Sanders,Never,Never,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,Yes,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Very liberal,Liberal,Liberal,91.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,17-29,17-29,25-29,17-44,17-49,17-29,25-29,38829.0
277231941.0,1.24317598342896,Elizabeth Warren,Never,Never,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,No,No,Change to more liberal policies,Independent/Something else,Non-black non-Democrat,White Independent,Independent women,Independent,White Independent,Somewhat liberal,Liberal,Liberal,58.0,No,Can bring needed change,White,White,State questionnaire,White,White,White,Warren,South,Female,White women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Can beat Donald Trump,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38655.0
277231944.0,4.56314849853516,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,4.0,Never attended college,No college degree,High school graduate or less,Non white no college degree,Non-whites,2.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Conservative,Moderate or Conservative,Conservative,52.0,Yes,Can bring needed change,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Support,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,Angry,Version 1,Can beat Donald Trump,65+,60+,65 or over,45+,50+,60+,65+,39562.0
277231947.0,1.41106081008911,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,17.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38651.0
277231948.0,1.41106081008911,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Income inequality,No,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic men,Democrat,Non-White Democrats,Very liberal,Liberal,Liberal,17.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Male,Black men,Married men,Oppose,Suburbs,Suburbs, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,45-65,30-59,50-59,45+,50+,45-59,50-64,38651.0
277231961.0,0.648288309574127,Joe Biden,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,,No,Yes,Return to Barack Obama's policies,Democrat,Black Democrat,Black Democrat,Democratic women,Democrat,Non-White Democrats,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Married women,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Satisfied, but not enthusiastic",Version 1,Can beat Donald Trump,45-65,30-59,45-49,45+,17-49,45-59,40-49,38655.0
277231973.0,0.755104005336761,Joe Biden,Occasionally,Once a week or more or Occasionally,Complete,Call 3,1.0,Attended college but received no degree,No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,Health care,No,No,No,Return to Barack Obama's policies,Republican,Black non-Democrat,All Republicans,Republican women,Republican,All others,Somewhat liberal,Liberal,Liberal,58.0,Yes,Cares about people like me,Black,Black,State questionnaire,Black,Non-white,Black,Biden,South,Female,Black women,Non married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,"Dissatisfied, but not angry",Version 1,Agrees with you on major issues,17-29,17-29,17-24,17-44,17-49,17-29,17-24,38655.0
277231985.0,1.82542181015015,Joe Biden,,,Not complete,Call 3,1.0,Associate's degree (AA or AS),No college degree,More than high school graduate,Non white no college degree,Non-whites,3.0,,No,,,,,,,,,,,,,58.0,Yes,,Black,Black,State questionnaire,Black,Non-white,Black,,South,Male,Black men,,Oppose,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Before that,Earlier than that,Earlier than that,,Version 1,,45-65,60+,60-64,45+,50+,60+,50-64,38655.0
277232002.0,0.531100213527679,Bernie Sanders,Once a week or more,Once a week or more or Occasionally,Complete,Call 3,1.0,Bachelor's degree (BA or BS),College graduate,More than high school graduate,White college degree,White women college graduates,3.0,Health care,No,No,Yes,Change to more liberal policies,Democrat,Non-black Democrat,White Democrat,Democratic women,Democrat,White Democrat,Moderate,Moderate or Conservative,Moderate,58.0,Yes,Can bring needed change,White,White,State questionnaire,White,White,White,Sanders,South,Female,White women,Married women,Support,Rural,Small Cities/Rural, Mississippi,Other,Election day exit poll,Just today,Last few days,In the last month,Angry,Version 1,Agrees with you on major issues,30-44,30-59,30-39,17-44,17-49,30-44,30-39,38655.0
